"APC paid (actual currency) including VAT if charged","APC paid (£) including VAT (calculated)","APC paid (£) including VAT if charged","Currency of APC","DOI","Date of APC payment","Date of initial application by author","ISSN0","Institution","Journal","Licence","PubMed Central (PMC) ID","PubMed ID","Publisher","TCO year","Type of publication","Drop?","Year of publication","Article title","DOI","similarity"
"2400","2400","2400","GBP","","2014-10-27","","","UCL","Brain","","","","Oxford University Press (OUP)","2014","","0","","Temporal lobe surgery in childhood and neuroanatomical predictors of long-term declarative memory outcome","10.1093/brain/awu313","1.0"
"2000","1491.76","1491.76","USD","","2014-10-27","","","UCL","Journal of Physical Chemistry C","","","","American Chemical Society (ACS)","2014","","1","","The nature of molybdenum surface in iron molybdate: the active phase in selective methanol","10.1021/jp5081753","0.9175257731958762"
"2100","2100","2100","GBP","","2014-10-27","","","UCL","Human Molecular Genetics","","","","Oxford University Press (OUP)","2014","","1","","Translational read-through of the RP2 Arg120stop mutation in patient iPSC-derived retinal pigment epithelial cells","10.1093/hmg/ddu509","0.9824561403508771"
"225","225","225","GBP","","2014-10-27","","","UCL","Papers from the Institute of Archaeology","","","","Ubiquity Press, Ltd.","2014","","1","","Were-Jaguars and crocodilians: a need to redefine","10.5334/pia.472","1.0"
"225","225","225","GBP","","2014-10-28","","","UCL","Opticon1826","","","","Ubiquity Press, Ltd.","2014","","1","","Surrealism in André Breton's Nadja","10.5334/opt.cg","0.9705882352941176"
"3235","2407.62","2407.62","USD","","2014-10-28","","","UCL","Journal of Neuroscience","","","","Society for Neuroscience","2014","","1","","The importance of premotor cortex for supporting speech production after left capsular-putaminal damage","10.1523/jneurosci.1954-14.2014","1.0"
"1500","1500","1500","GBP","","2014-10-28","","","UCL","Seminars In Dialysis","","","","Wiley-Blackwell","2014","","1","","Will incremental haemodialysis preserve residual function and improve patient survival?","10.1111/sdi.12320","0.9942196531791907"
"3235","2006.35","2006.35","USD","","2014-10-29","","","UCL","Journal of Neuroscience","","","","Society for Neuroscience","2014","","1","","Attentional modulation of alpha-/beta- and gamma-oscillations reflect functionally distinct processes","10.1523/jneurosci.3474-13.2014","0.98"
"2034","2034","2034","GBP","","2014-10-29","","","UCL","Psychological Medicine","","","","Cambridge University Press (CUP)","2014","","1","","Cost-effectiveness of electroconvulsive therapy compared to repetitive transcranial magnetic stimulation for treatment-resistant severe depression: a decision model","10.1017/s0033291714002554","1.0"
"1500","1500","1500","GBP","","2014-10-29","","","UCL","Advanced Materials","","","","Wiley-Blackwell","2014","","0","","Interlayer cation exchange stabilizes polar perovskite surfaces","10.1002/adma.201401858","1.0"
"1575","1008","1008","USD","","2014-10-29","","","UCL","IEEE Proceedings","","","","Institute of Electrical and Electronics Engineers (IEEE)","2014","","1","","Radar spectrum engineering and management: technical and regulatory issues","10.1109/jproc.2014.2365517","1.0"
"2250","2250","2250","GBP","","2014-10-30","","","UCL","Journals of Gerontology: Series B","","","","Oxford University Press (OUP)","2014","","1","","Aging and functional health literacy: a systematic review and meta-analysis","","0"
"2040","2040","2040","GBP","","2014-10-30","","","UCL","Cardiovascular Research","","","","Oxford University Press (OUP)","2014","","1","","ESC Working Group Cellular Biology of the Heart: Position Paper: Improving the pre-clinical assessment of novel cardioprotective therapies","10.1093/cvr/cvu225","0.9963636363636363"
"2100","2100","2100","GBP","","2014-10-30","","","UCL","European Journal of Cardio-Thoracic Surgery","","","","Oxford University Press (OUP)","2014","","1","","Histology of a Marfan aorta four and a half years after personalised external aortic mesh support (PEARS)","10.1093/ejcts/ezu415","0.8105263157894737"
"3360","3360","3360","GBP","","2014-11-01","","","UCL","International Journal of Obesity","","","","Springer Nature","2014","","1","","Race/Ethnic Disparities in Early Childhood BMI, Obesity and Overweight in the UK and US","10.1038/ijo.2014.171","0.883248730964467"
"2100","2100","2100","GBP","","2014-11-03","","","UCL","European Journal of International Law","","","","Oxford University Press (OUP)","2014","","1","","Equality in Global Commerce: Towards a Political Theory of International Economic Law","10.1093/ejil/chu072","1.0"
"1125","1125","1125","GBP","","2014-11-03","","","UCL","Geophysical Research Letters","","","","Wiley-Blackwell","2014","","1","","On Mars too, expect macroweather","10.1002/2014gl061861","0.9841269841269841"
"2200","2083.82","2083.82","EUR","","2014-11-03","","","UCL","Journal of Inherited Metabolic Disease","","","","Springer Nature","2014","","1","","White matter microstructure pathology in classic galactosemia revealed by neurite orientation dispersion and density imaging","10.1007/s10545-014-9780-x","1.0"
"1920","1920","1920","GBP","","2014-11-04","","","UCL","Security Journal","","","","Palgrave Macmillan","2014","","1","","The when and where of an emerging crime type: The example of metal theft from the railway network of Great Britain","10.1057/sj.2014.43","1.0"
"1150","899.26","899.26","EUR","","2014-11-05","","","UCL","Annales Geophysicae","","","","Copernicus","2014","","1","","Cluster Observations of the Substructure of a Flux Transfer Event: Analysis of High-Time Resolution Particle Datag","10.5194/angeo-32-1093-2014","0.986784140969163"
"3260","2037.12","2037.12","USD","","2014-11-05","","","UCL","Journal of Neuroscience","","","","Society for Neuroscience","2014","","1","","Cortical state determines global variability and correlations in visual cortex","10.1523/jneurosci.4994-13.2015","1.0"
"2034","2034","2034","GBP","","2014-11-05","","","UCL","Oryx","","","","Cambridge University Press (CUP)","2014","","1","","Development of the Chinese giant salamander (Andrias davidianus) farming industry in Shaanxi Province Development of the Chinese giant salamander (Andrias davidianus) farming industry in Shaanxi Province, China: conservation threats and opportunities","","0"
"1250","773.65","773.65","USD","","2014-11-05","","","UCL","Neural Computation","","","","MIT Press - Journals","2014","","1","","High-Dimensional Cluster Analysis with the Masked EM Algorithm","10.1162/neco_a_00661","1.0"
"1365.88","1365.88","1365.88","GBP","","2014-11-05","","","UCL","Journal of Applied Physics","","","","AIP Publishing","2014","","1","","Homeotropic alignment and fret: the way to a brighter luminescent solar concentrator","10.1063/1.4900986","0.8527918781725888"
"1059.28","1059.28","1059.28","GBP","","2014-11-05","","","UCL","Physical Review B","","","","American Physical Society (APS)","2014","","1","","Many-body effects in a quasi-one-dimensional electron gas","10.1103/physrevb.90.201304","1.0"
"1900","1187.28","1187.28","USD","","2014-11-05","","","UCL","Journal of Medical Internet Research","","","","Journal of Medical Internet Research","2014","","1","","Preliminary evaluation of SF28 – a mobile application to aid smoking cessation","","0"
"2200","1374.74","1374.74","USD","","2014-11-05","","","UCL","Applied Physics Letters","","","","AIP Publishing","2014","","1","","Virtually-pure near-infrared electroluminescence from exciplexes at polyfluorene / hexaazatrinaphthylene interfaces","10.1063/1.4898135","0.9824561403508771"
"1989","1989","1989","GBP","","2014-11-06","","","UCL","Journal of Epidemiology & Community Health","","","","BMJ","2014","","1","","Childhood Conscientiousness predicts the Social Gradient of Smoking in Adulthood: A Life Course Analysis","10.1136/jech-2014-204263","1.0"
"1800","1800","1800","GBP","","2014-11-07","","","UCL","Biochemical Journal","","","","Biochemical Society","2014","","1","","Comparisons of subunit 5A and 5B isozymes of yeast cytochrome c oxidase","10.1042/bj20140732","0.971830985915493"
"1989","1989","1989","GBP","","2014-11-07","","","UCL","Archives of Disease in Childhood","","","","BMJ","2014","","1","","The unseen child and safeguarding: Did Not Attend (DNA) guidelines in English NHS organisations","10.1136/archdischild-2014-307294","0.8214285714285714"
"2400","2400","2400","GBP","","2014-11-07","","","UCL","European Respiratory Journal","","","","European Respiratory Society","2014","","0","","Use of FVC and FEV1 quality criteria for determining a valid test","","0"
"1989","1989","1989","GBP","","2014-11-09","","","UCL","Journal of Epidemiology & Community Health","","","","BMJ","2014","","1","","The effect of participatory women’s groups on infant feeding and child health knowledge, behaviour and outcomes in rural Bangladesh: a controlled before-and-after study","10.1136/jech-2014-204271","0.9940476190476191"
"2550","2550","2550","GBP","","2014-11-10","","","UCL","Journals of Gerontology: Series A","","","","Oxford University Press (OUP)","2014","","1","","“Skeletal muscle function deficit” in a nationally representative British birth cohort in early old age","10.1093/gerona/glu214","1.0"
"2100","2100","2100","GBP","","2014-11-10","","","UCL","International Journal of Epidemiology","","","","Oxford University Press (OUP)","2014","","1","","COHORT PROFILE: Sympathetic activity and Ambulatory Blood Pressure in Africans (SABPA) Prospective Cohort Study","10.1093/ije/dyu199","1.0"
"2550","2550","2550","GBP","","2014-11-10","","","UCL","Cerebral Cortex","","","","Oxford University Press (OUP)","2014","","1","","Constructing, perceiving and maintaining scenes: Hippocampal activity and connectivity","10.1093/cercor/bhu266","0.9942196531791907"
"2975.75","2975.75","2975.75","GBP","","2014-11-10","","","UCL","Lancet Psychiatry","","","","Elsevier BV","2014","","0","","Long-term clinical and cost-effectiveness of START (STrAtegies for RelaTives) psychological intervention for family carers and the effects on cost of care for people with dementia: a randomised controlled trial","","0"
"1260","1260","1260","GBP","","2014-11-10","","","UCL","Proceedings of the Royal Society A","","","","The Royal Society","2014","","0","","Mapping the landscape of climate engineering","10.1098/rsta.2014.0065","1.0"
"3024","3024","3024","GBP","","2014-11-10","","","UCL","International Journal of Obesity","","","","Springer Nature","2014","","0","","Perceived weight discrimination in England: a population-based study of adults aged 50 and older","10.1038/ijo.2014.186","0.9417989417989417"
"1989","1989","1989","GBP","","2014-11-10","","","UCL","Journal of Neurology, Neurosurgery & Psychiatry","","","","BMJ","2014","","0","","Using Reaction Time and Co-contraction to Differentiate Acquired (Secondary) from Functional “Fixed” Dystonia","10.1136/jnnp-2014-309040","0.981651376146789"
"1500","1500","1500","GBP","","2014-11-11","","","UCL","Acta Paediatrica","","","","Wiley-Blackwell","2014","","0","","Assessing pubertal status in multi-ethnic primary school children","10.1111/apa.12850","0.9922480620155039"
"1989","1989","1989","GBP","","2014-11-11","","","UCL","Heart","","","","BMJ","2014","","0","","Cardiovascular risk profile and frailty in a population-based study of older British men","10.1136/heartjnl-2014-306472","1.0"
"1971.9","1606","1606","EUR","","2014-11-11","","","UCL","Science & Justice","","","","Elsevier BV","2014","","0","","Choice of population database for forensic DNA profile analysis","10.1016/j.scijus.2014.10.004","1.0"
"525","525","525","GBP","","2014-11-11","","","UCL","mAbs","","","","Informa UK Limited","2014","","0","","Continuous bioprocessing: the real thing this time?","10.4161/mabs.36151","1.0"
"1500","1500","1500","GBP","","2014-11-11","","","UCL","Annals of the New York Academy of Sciences","","","","Wiley-Blackwell","2014","","0","","Functional MRI of music emotion processing in frontotemporal dementia","10.1111/nyas.12620","1.0"
"1501.92","1501.92","1501.92","GBP","","2014-11-11","","","UCL","Psychology & Health","","","","Informa UK Limited","2014","","0","","Longitudinal associations between social connections and subjective wellbeing in the English Longitudinal Study of Ageing","10.1080/08870446.2014.979823","1.0"
"","","0","","","2014-11-11","","","UCL","Optics Express","","","","Optical Society of America","2014","","0","","Near-field probing of Mie resonances in single TiO2 microspheres at terahertz frequencies","10.1364/oe.22.023034","0.994413407821229"
"1074.77","1074.77","1074.77","GBP","","2014-11-11","","","UCL","Physical Review A","","","","American Physical Society (APS)","2014","","0","","Single-color two-photon spectroscopy of Rydberg states in electric fields","10.1103/physreva.90.053430","1.0"
"1500","1500","1500","GBP","","2014-11-11","","","UCL","Annals of Neurology","","","","Wiley-Blackwell","2014","","0","","Temporal lobe impairment in West syndrome: event-related potential evidence","10.1002/ana.24297","1.0"
"1500","1500","1500","GBP","","2014-11-11","","","UCL","European Journal of Cancer Care","","","","Wiley-Blackwell","2014","","0","","When health means suffering: mammograms, pain and compassionate care","10.1111/ecc.12272","1.0"
"2035","1281.34","1281.34","USD","","2014-11-12","","","UCL","Molecular Biology of the Cell","","","","American Society for Cell Biology","2014","","0","","Flat Clathrin Lattices: stable features of the plasma membrane","10.1091/mbc.e14-06-1154","1.0"
"420","264.45","264.45","USD","","2014-11-12","","","UCL","Journal of Vision","","","","Association for Research in Vision and Ophthalmology","2014","","0","","Foveal target repetitions reduce crowding","10.1167/14.6.4","1.0"
"","","0","","","2014-11-12","","","UCL","WIREs Climate Change","","","","Wiley-Blackwell","2014","","0","","Habitual behaviours or patterns of practice? Explaining and changing repetitive climate-relevant actions","10.1002/wcc.327","0.9951690821256038"
"3260","2042.17","2042.17","USD","","2014-11-12","","","UCL","Journal of Neuroscience","","","","Society for Neuroscience","2014","","0","","Imaging the awake visual cortex with a genetically-encoded voltage indicator","10.1523/jneurosci.0594-14.2015","0.9868421052631579"
"1500","1500","1500","GBP","","2014-11-12","","","UCL","Annals of the New York Academy of Sciences","","","","Wiley-Blackwell","2014","","0","","Musical Tasks Targeting Preserved and Impaired Functions in Two Dementias","10.1111/nyas.12616","1.0"
"1501.92","1501.92","1501.92","GBP","","2014-11-12","","","UCL","Journal of Development in Practice","","","","Informa UK Limited","2014","","0","","National Human Rights Action Plans: A Roadmap to Development","10.1080/09614524.2014.968529","1.0"
"1050","1050","1050","GBP","","2014-11-12","","","UCL","","","","","Informa UK Limited","2014","Book chapter","0","","The Origins and Practice of Science on British Television","","0"
"3000","1948.23","1948.23","CHF","","2014-11-12","","","UCL","Nephron Clinical Practice","","","","Karger","2014","","0","","Treatment with haemodiafiltration stabilises vascular stiffness (measured by aortic pulse wave velocity) compared to haemodialysis","10.1159/000368242","1.0"
"1500","1500","1500","GBP","","2014-11-13","","","UCL","Insect Conservation and Diversity","","","","Wiley-Blackwell","2014","","0","","Effects of plant diversity, habitat and agricultural landscape structure on the functional diversity of carabid assemblages in the North China Plain","10.1111/icad.12096","1.0"
"1989","1989","1989","GBP","","2014-11-16","","","UCL","British Journal of Ophthalmology","","","","BMJ","2014","","0","","Ophthalmic Statistics Note 5 : Diagnostic tests – Sensitivity and Specificity","10.1136/bjophthalmol-2014-306055","0.9668874172185431"
"2640","2640","2640","GBP","","2014-11-17","","","UCL","European Journal of Human Genetics","","","","Springer Nature","2014","","0","","Association of rare variation in the glutamate receptor gene SLC1A2 with susceptibility to bipolar disorder and schizophrenia","10.1038/ejhg.2014.261","1.0"
"1296","1296","1296","GBP","","2014-11-17","","","UCL","Journal of the Royal Society Interface","","","","The Royal Society","2014","","0","","Constructing cities, deconstructing scaling laws","10.1098/rsif.2014.0745","1.0"
"2400","2400","2400","GBP","","2014-11-17","","","UCL","International Journal of Epidemiology","","","","Oxford University Press (OUP)","2014","","0","","Heterogeneous associations between smoking and a wide range of initial presentations of cardiovascular disease in 1,937,360 people:  lifetime risks and implications for risk prediction","10.1093/ije/dyu218","0.9576719576719577"
"1377","1377","1377","GBP","","2014-11-17","","","UCL","BMJ Open","","","","BMJ","2014","","0","","Prescribing of antipsychotics in United Kingdom primary care. Cohort study in United Kingdom primary care","","0"
"945","595.02","595.02","USD","","2014-11-19","","","UCL","Journal of Vision","","","","Association for Research in Vision and Ophthalmology","2014","","0","","Awareness is the key to attraction: dissociating the tilt illusion via conscious perception","10.1167/14.12.15","0.994535519125683"
"1989","1989","1989","GBP","","2014-11-19","","","UCL","Sexually Transmitted Infections","","","","BMJ","2014","","0","","Confirmatory assays are essential when testing for Neisseria gonorrhoeae in low prevalence settings: Insights from the third National Survey of Sexual Attitudes and Lifestyles (Natsal-3)","10.1136/sextrans-2014-051850","0.9265822784810127"
"1989","1989","1989","GBP","","2014-11-19","","","UCL","Sexually Transmitted Infections","","","","BMJ","2014","","0","","Exploring the implications of HPV infection for head and neck cancer","","0"
"2200","1388.85","1388.85","USD","","2014-11-19","","","UCL","Tissue Engineering Part B: Reviews","","","","Mary Ann Liebert Inc","2014","","0","","On the genealogy of tissue engineering and regenerative medicine","","0"
"1501.92","1501.92","1501.92","GBP","","2014-11-19","","","UCL","Journal of Sex Research","","","","Informa UK Limited","2014","","0","","The Natsal-SF measure of sexual function: Comparison of three scoring methods","10.1080/00224499.2014.985813","1.0"
"1068","1068","1068","GBP","","2014-11-20","","","UCL","Scientific Reports","","","","Springer Nature","2014","","0","","Atomic iffusion within individual gold nanocrystal","10.1038/srep06765","0.9900990099009901"
"2400","2400","2400","GBP","","2014-11-20","","","UCL","Brain","","","","Oxford University Press (OUP)","2014","","0","","Auditory spatial processing in Alzheimer's disease","","0"
"1068","1068","1068","GBP","","2014-11-20","","","UCL","Scientific Reports","","","","Springer Nature","2014","","0","","Cascades on a stochastic pulse-coupled network","10.1038/srep06355","1.0"
"2250","2250","2250","GBP","","2014-11-20","","","UCL","Journal Of The National Cancer Institute","","","","Oxford University Press (OUP)","2014","","0","","Cost effectiveness of population screening for BRCA mutations in Ashkenazi-Jewish women compared to family-history based testing","10.1093/jnci/dju380","0.9534883720930233"
"1680","1680","1680","GBP","","2014-11-20","","","UCL","Journal of Instrumentation","","","","IOP Publishing","2014","","0","","LOFT: Large observatory for x-ray timing","10.1017/s1743921312001111","1.0"
"3780","3780","3780","GBP","","2014-11-20","","","UCL","Nature Communications","","","","Springer Nature","2014","","0","","The tumour suppressor DLC2 ensures mitotic fidelity by coordinating spindle positioning and cell-cell adhesion","10.1038/ncomms6826","0.990909090909091"
"2700","1731","1731","USD","","2014-11-21","","","UCL","Acta Biomaterialia","","","","Elsevier BV","2014","","0","","Carbon-nanotube-interfaced glass fiber scaffold for regeneration of transected sciatic nerve","10.1016/j.actbio.2014.11.026","1.0"
"1351.5","1351.5","1351.5","GBP","","2014-11-21","","","UCL","BMC Medical Research Methodology","","","","Springer Nature","2014","","0","","Reducing bias in open-label trials where blinded outcome assessment is not feasible: strategies from two randomised trials","10.1186/1745-6215-15-456","1.0"
"2520","2520","2520","GBP","","2014-11-24","","","UCL","Cell Death & Disease","","","","Springer Nature","2014","","0","","Co-expression of POU-4F2 / Brn3b with p53 may be important for controlling expression of proapoptotic genes in cardiomyocytes following ischaemic/hypoxic insults","10.1038/cddis.2014.452","0.9844236760124611"
"1920","1920","1920","GBP","","2014-11-24","","9781137457646","UCL","","","","","Palgrave Macmillan","2014","Book chapter","0","","Crowd spatial patterns at bus stops: security implications and effects of warning messages","10.1057/9781137457653_9","1.0"
"1920","1920","1920","GBP","","2014-11-24","","9781137391315","UCL","","","","","Palgrave Macmillan","2014","Book chapter","0","","Target suitability and the crime drop","10.1057/9781137391322.0009","1.0"
"1989","1989","1989","GBP","","2014-11-24","","","UCL","Sexually Transmitted Infections","","","","BMJ","2014","","0","","The SPORTSMART STUDY: a pilot randomised controlled trial of sexually transmitted infection (STI) screening interventions targeting men in football club settings.","10.1136/sextrans-2014-051719","0.9779179810725552"
"400","251.86","251.86","USD","","2014-11-26","","","UCL","Signal Processing Research","","","","Science and Engineering Publishing Company","2014","","0","","A preliminary approach to intelligent X-ray imaging for baggage inspection at airports","10.14355/spr.2015.04.001","1.0"
"1756","1287","1287","EUR","","2014-11-26","","","UCL","Neuroscience","","","","Elsevier BV","2014","","0","","A role for the outer retina in development of the intrinsic pupillary light reflex in mice","10.1016/j.neuroscience.2014.11.044","1.0"
"5000","3199.45","3199.45","USD","","2014-11-26","","","UCL","Journal of Clinical Oncology","","","","American Society of Clinical Oncology","2014","","0","","Final report of the intergroup randomized study of combined androgen deprivation therapy plus radiotherapy versus androgen deprivation therapy alone in locally advanced prostate cancer","","0"
"1620","1077.11","1077.11","CHF","","2014-11-26","","","UCL","Molecules","","","","MDPI AG","2014","","0","","Molecular modeling to study dendrimers for biomedical applications","10.3390/molecules191220424","1.0"
"1377","1377","1377","GBP","","2014-11-26","","","UCL","BMJ Open","","","","BMJ","2014","","0","","Psychotherapy for Depression in Children and Adolescents: Study Protocol for a Systematic","","0"
"3235","2061.47","2061.47","USD","","2014-11-26","","","UCL","Journal of Neuroscience","","","","Society for Neuroscience","2014","","0","","State-dependent population coding in primary auditory cortex","10.1523/jneurosci.3318-14.2015","1.0"
"4000","2552.29","2552.29","USD","","2014-11-26","","","UCL","Crystal Growth & Design","","","","American Chemical Society (ACS)","2014","","0","","The generation and characterisation of standardised forms of trehalose dihydrate","","0"
"2033","1342.54","1342.54","USD","","2014-11-27","","","UCL","Journal of Medical Internet Research","","","","Journal of Medical Internet Research","2014","","0","","Blogging as a viable research methodology for young people with arthritis","10.2196/jmir.3608","0.874251497005988"
"2975.75","2975.75","2975.75","GBP","","2014-11-27","","","UCL","Lancet Psychiatry","","","","Elsevier BV","2014","","0","","Cluster randomised controlled trial to assess the clinical effectiveness of a staff training intervention in inpatient mental health rehabilitation units in increasing patients' engagement in activities","10.1186/1471-244x-13-216","0.9032258064516129"
"1740","1740","1740","GBP","","2014-11-27","","","UCL","Monthly Notices of the Royal Astronomical Society","","","","Oxford University Press (OUP)","2014","","0","","ExoMol line lists VII: The rotation-vibration spectrum of phosphine up to 1500 K","10.1093/mnras/stu2246","0.9506172839506173"
"1200","1200","1200","GBP","","2014-11-27","","","UCL","Antiquity","","","","Antiquity","2014","","0","","Fish for the city: meta-analysis of archaeological cod remains and the growth of London's northern trade","10.1017/s0003598x00101152","1.0"
"2975.75","2975.75","2975.75","GBP","","2014-11-27","","","UCL","Lancet Respiratory Medicine","","","","Elsevier BV","2014","","0","","Rapid diagnosis and staging with endobronchial ultrasound improves lung cancer care: a multi-centre pragmatic randomised controlled trial","","0"
"1377","1377","1377","GBP","","2014-11-27","","","UCL","BMJ Open","","","","BMJ","2014","","0","","Small-for-gestational age & large-for-gestational age thresholds to predict infants at risk of adverse delivery and neonatal outcomes: are current charts adequate? An observational study from the Born in Bradford cohort","10.1136/bmjopen-2014-006743","0.990909090909091"
"2200","1746.53","1746.53","EUR","","2014-11-27","","","UCL","Dysphagia","","","","Springer Nature","2014","","0","","The influence of food texture and liquid consistency modification on swallowing physiology and function: a systematic review","10.1007/s00455-014-9578-x","1.0"
"3235","2057.95","2057.95","USD","","2014-11-27","","","UCL","Journal of Neuroscience","","","","Society for Neuroscience","2014","","0","","The neural representation of interaural time differences in gerbils is transformed from midbrain to cortex","10.1523/jneurosci.2432-14.2014","1.0"
"1068","1068","1068","GBP","","2014-11-27","","","UCL","Scientific Reports","","","","Springer Nature","2014","","0","","The role of the helper lipid on the DNA transfection efficiency of lipopolyplex formulations","10.1038/srep07107","1.0"
"1501.92","1501.92","1501.92","GBP","","2014-11-28","","","UCL","Epigenetics","","","","Informa UK Limited","2014","","0","","Novel DNA methylation profiles associated with key gene regulation and transcription pathways in blood and placenta of growth-restricted neonates","10.4161/15592294.2014.989741","1.0"
"1989","1989","1989","GBP","","2014-11-29","","","UCL","Gut","","","","BMJ","2014","","0","","Outcomes for patients undergoing endoscopic therapy for Barrett's related Neoplasia have improved over time: six year experience from the first 500 patients treated in the United Kingdom patient registry","10.1136/gutjnl-2014-308501","0.806930693069307"
"2700","1731","1731","USD","","2014-11-30","","","UCL","European Journal of Cancer","","","","Elsevier BV","2014","","0","","Clinical trial designs for rare diseases: studies developed and discussed by the International Rare Cancers Initiative (IRCI)","10.1016/j.ejca.2014.10.027","0.9711934156378601"
"1620","1038","1038","USD","","2014-11-30","","","UCL","Journal of Archaeological Science","","","","Elsevier BV","2014","","0","","Copper processing in the oases of northwest Arabia: technology, alloys and provenance","10.1016/j.jas.2014.10.030","1.0"
"1446.3","1178","1178","EUR","","2014-11-30","","","UCL","Journal of Computational Physics","","","","Elsevier BV","2014","","0","","The Galerkin finite element method for a multi-term time-fractional diffusion equation","","0"
"1989","1989","1989","GBP","","2014-12-01","","","UCL","Journal of Family Planning & Reproductive Healthcare","","","","BMJ","2014","","0","","Barriers to cervical cancer screening among ethnic minority women: a qualitative study","10.1136/jfprhc-2014-101082","1.0"
"1500","1500","1500","GBP","","2014-12-01","","","UCL","HIV Medicine","","","","Wiley-Blackwell","2014","","0","","Incidence and factors associated with the risk of sexually transmitted diseased in HIV-infected people seen for care in Italy: data from the Icona Foundation cohort","10.1111/hiv.12226","0.9939024390243902"
"2540","1579.03","1579.03","EUR","","2014-12-01","","","UCL","Menopause","","","","Wolters Kluwer / Lippincott, Williams and Wilkins","2014","","0","","Use and perceived efficacy of complementary and alternative medicines following discontinuation of hormone therapy: a nested UKCTOCS cohort study","10.1097/gme.0000000000000330","0.8313725490196079"
"3060","3060","3060","GBP","","2014-12-02","","","UCL","BMJ","","","","BMJ","2014","","0","","All-cause mortality and the case for age-specific alcohol consumption guidelines: pooled analyses of up to 10 population-based cohorts","10.1136/bmj.h384","0.9776119402985075"
"1250","1250","1250","GBP","","2014-12-02","","","UCL","Paediatrics and International Child Health","","","","Maney","2014","","0","","Malnutrition and Disability: Unexplored opportunities for collaboration Paediatrics and International Child Health","","0"
"","","0","","","2014-12-02","","","UCL","Epilepsia","","","","Wiley-Blackwell","2014","","0","","Quantitative MRI evidence for altered structural remodelling of the temporal lobe in cryptogenic West syndrome","10.1111/epi.12907","0.8347826086956521"
"3652.3","2892.92","2892.92","EUR","","2014-12-03","","","UCL","Current Biology","","","","Elsevier BV","2014","","0","","A goal direction signal in the human entorhinal/subcircular…","10.1016/j.cub.2014.11.001","0.9193548387096774"
"3800","2415.35","2415.35","USD","","2014-12-03","","","UCL","Operative Neurosurgery","","","","Wolters Kluwer / Lippincott, Williams and Wilkins","2014","","0","","A Novel Method for Implementation of Frameless StereoEEG in Epilepsy Surgery","10.1227/neu.0000000000000544","1.0"
"900","703.42","703.42","EUR","","2014-12-03","","","UCL","Journal of Alzheimer's disease","","","","IOS Press","2014","","0","","A Phenotype of Atypical Apraxia of Speech in a Family Carrying SQSTM1 Mutation","","0"
"1500","1500","1500","GBP","","2014-12-03","","","UCL","Advanced Materials","","","","Wiley-Blackwell","2014","","1","","Chemically specific multiscale modeling of clay-polymer nanocomposites reveals intercalation dynamics, tactoid self-assembly and emergent materials properties","10.1002/adma.201403361","1.0"
"3000","1908.46","1908.46","USD","","2014-12-03","","","UCL","Journal of Virology","","","","American Society for Microbiology","2014","","0","","Contact-induced mitochondria polarization supports HIV-1 virological synapse formation","10.1128/jvi.02425-14","0.9942196531791907"
"2034","2034","2034","GBP","","2014-12-03","","","UCL","Psychological Medicine","","","","Cambridge University Press (CUP)","2014","","0","","Depressive symptoms are doubled in older British south Asian and black Caribbean people compared with Europeans: associations with excess co-morbidity and socioeconomic disadvantage","10.1017/s0033291714002967","1.0"
"1596.17","1596.17","1596.17","GBP","","2014-12-03","","","UCL","Medical Physics","","","","AIP Publishing","2014","","0","","Exogenous contrast agents for thermoacoustic imaging: An investigation into the underlying sources of contrast","10.1118/1.4903277","1.0"
"3800","0","0","USD","","2014-12-03","","","UCL","Neurology","","","","Wolters Kluwer / Lippincott, Williams and Wilkins","2014","","0","","Lambert-Eaton syndrome IgG inhibits transmitter release via P/Q Ca2+ channels","10.1212/wnl.0000000000001225","1.0"
"3200","2035.07","2035.07","USD","","2014-12-03","","","UCL","Tissue Engineering Part C: Methods","","","","Mary Ann Liebert Inc","2014","","0","","Limbal fibroblasts maintain normal phenotype in 3D RAFT tissue equivalents suggesting potential for safe clinical use in treatment of ocular surface failure","10.1089/ten.tec.2014.0458","1.0"
"1884","1198.15","1198.15","USD","","2014-12-03","","","UCL","Optics Letters","","","","Optical Society of America","2014","","0","","Magnetic induction tomography using an all-optical 87Rb atomic magnetometer","10.1364/ol.39.006367","0.9933774834437086"
"3800","2415.35","2415.35","USD","","2014-12-03","","","UCL","AIDS","","","","Wolters Kluwer / Lippincott, Williams and Wilkins","2014","","0","","Opportunities for Improving the Efficiency of Paediatric HIV Treatment Programmes: Lessons from the ARROW Trial","10.1097/qad.0000000000000518","0.84375"
"3800","2415.35","2415.35","USD","","2014-12-03","","","UCL","Pediatric Infectious Disease Journal","","","","Wolters Kluwer / Lippincott, Williams and Wilkins","2014","","0","","Prevalence of lipodystrophy and metabolic abnormalities in hiv-infected african children after three years on first-line antiretroviral therapy","10.1097/inf.0000000000000491","0.9787234042553191"
"2580","1639.89","1639.89","USD","","2014-12-03","","","UCL","Psychiatric Genetics","","","","Wolters Kluwer / Lippincott, Williams and Wilkins","2014","","0","","The functional GRM3 Kozak sequence variant rs148754219 affects the risk of schizophrenia and alcohol dependence as well as bipolar disorder","10.1097/ypg.0000000000000050","1.0"
