"institution";"period";"euro";"doi";"is_hybrid";"Publisher";"journal_full_title";"issn";"pmcid";"url"
"FWF - Austrian Science Fund";2014;2697.43;"10.1111/all.12501";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;1560.00;"10.1093/aob/mcu178";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2640.00;"10.1007/s00418-014-1251-9";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;1252.36;"10.1186/s13567-014-0101-z";"FALSE";;;;;
"FWF - Austrian Science Fund";2014;2599.14;"10.1021/ci400541d";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2599.14;"10.1021/ci400542n";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;763.76;"10.4161/cc.24801";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2500.00;"10.1002/ejoc.201403125";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2726.46;"10.1016/j.healun.2013.11.004";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;1651.50;"10.1063/1.4818747";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;1443.45;"10.1088/1367-2630/16/9/093042";"FALSE";;;;;
"FWF - Austrian Science Fund";2014;2618.00;"10.1007/s00359-014-0939-6";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2599.14;"10.1021/ci400682b";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;1009.62;"10.1371/journal.pone.0096838";"FALSE";;;;;
"FWF - Austrian Science Fund";2014;2640.00;"10.1007/s11095-014-1368-5";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2834.64;"10.1111/ejn.12779";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2676.66;"10.1111/bij.12235";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;4110.00;"10.1038/ncomms3743";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2599.14;"10.1021/jz402468c";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2221.41;"10.1016/j.bcp.2014.05.010";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;1261.70;"10.1371/journal.pone.0072614";"FALSE";;;;;
"FWF - Austrian Science Fund";2014;2717.32;"10.1016/j.automatica.2014.10.077";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2610.59;"10.1002/marc.201400114";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2214.69;"10.1128/AEM.00930-14";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2221.42;"10.1016/j.sleep.2014.05.014";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;1098.86;"10.1104/pp.114.236646";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2618.00;"10.1007/s11104-013-2001-9";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2640.00;"10.1007/s10071-014-0739-y";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;1323.42;"10.3390/ijms15022517";"FALSE";;;;;
"FWF - Austrian Science Fund";2014;2916.22;"10.1021/ja505624y";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2629.66;"10.1016/j.bbamcr.2014.08.012";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;1443.45;"10.1088/1748-9326/9/11/114009";"FALSE";;;;;
"FWF - Austrian Science Fund";2014;2723.72;"10.1111/jbfa.12071";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;960.00;"10.3389/fmicb.2014.00244";"FALSE";;;;;
"FWF - Austrian Science Fund";2014;2760.00;"10.1038/jcbfm.2014.161";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;1007.46;"10.1371/journal.pone.0034520";"FALSE";;;;;
"FWF - Austrian Science Fund";2014;960.00;"10.1107/S1399004714020380";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2696.61;"10.1021/ic500825j";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2649.78;"10.1016/j.mam.2013.12.001";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2191.38;"10.1016/j.nucmedbio.2014.10.001";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;600.00;"10.3920/978-90-8686-238-2_28";"FALSE";;;;;
"FWF - Austrian Science Fund";2014;1113.60;"10.5194/bgd-11-9183-2014";"FALSE";;;;;
"FWF - Austrian Science Fund";2014;2616.02;"10.1080/01402382.2013.841069";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2208.16;"10.1016/j.wasman.2013.11.010";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;825.00;"10.1088/1367-2630/14/12/123006";"FALSE";;;;;
"FWF - Austrian Science Fund";2014;1227.44;"10.1073/pnas.1323698111";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;1488.86;"10.1103/PhysRevB.89.155139";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;1101.10;"10.1371/journal.pone.0110486";"FALSE";;;;;
"FWF - Austrian Science Fund";2014;1324.90;"10.1016/j.scico.2014.01.005";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;972.34;"10.1371/journal.pone.0094076";"FALSE";;;;;
"FWF - Austrian Science Fund";2014;2916.22;"10.1021/jp503829c";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;684.25;"10.4161/chan.29322";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2916.22;"10.1021/jm5002277";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;1108.80;"10.1088/1367-2630/15/6/065014";"FALSE";;;;;
"FWF - Austrian Science Fund";2014;2401.34;"10.1002/asmb.2084";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2932.26;"10.1016/j.chroma.2014.04.093";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2618.00;"10.1007/s00767-013-0234-4";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;1943.17;"10.1016/j.ssi.2013.12.016";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2599.14;"10.1021/jp412463v";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2696.61;"10.1021/jp503179d";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;4667.83;"10.3109/10428194.2014.944523";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2119.00;"10.1371/journal.pbio.1001765";"FALSE";;;;;
"FWF - Austrian Science Fund";2014;3529.42;"10.1002/ange.201409465";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;568.54;"10.1145/2676726.2676963";"FALSE";;;;;
"FWF - Austrian Science Fund";2014;1666.35;"10.1364/OE.22.013269";"FALSE";;;;;
"FWF - Austrian Science Fund";2014;1123.37;"10.1103/PhysRevX.4.021005";"FALSE";;;;;
"FWF - Austrian Science Fund";2014;999.54;"10.1145/2542205.2542206";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2044.89;"10.1088/0957-4484/25/45/455705";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;1350.81;"10.1364/BOE.5.000439";"FALSE";;;;;
"FWF - Austrian Science Fund";2014;2229.99;"10.1111/nph.12954";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;1034.42;"10.1371/journal.pone.0105432";"FALSE";;;;;
"FWF - Austrian Science Fund";2014;971.08;"10.1371/journal.pone.0091145";"FALSE";;;;;
"FWF - Austrian Science Fund";2014;1122.71;"10.1109/TBME.2013.2292320";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;1071.17;"10.1371/journal.pone.0109242";"FALSE";;;;;
"FWF - Austrian Science Fund";2014;2916.22;"10.1021/ac502513g";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2232.50;"10.1093/hmg/ddq175";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;1981.40;"10.1021/jp408569d";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2647.58;"10.1111/lapo.12021";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;1777.13;"10.1016/j.knosys.2014.04.039";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;287.66;"10.1111/1462-2920.12299";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;1981.40;"10.1021/ma4016483";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2640.00;"10.1007/s11669-014-0305-y";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;794.03;"10.4161/15384101.2014.946869";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2221.40;"10.1016/j.calphad.2014.06.005";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2640.00;"10.1007/s00706-014-1284-8";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;1619.31;"10.1016/j.neuroimage.2013.12.046";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2603.12;"10.1111/1758-2229.12175";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2599.14;"10.1021/ci4006657";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2640.00;"10.1007/s00484-014-0853-1";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;1002.23;"10.1371/journal.pone.0103742";"FALSE";;;;;
"FWF - Austrian Science Fund";2014;2845.73;"10.1182/blood-2012-10-460741";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2728.08;"10.1002/sca.21159";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2916.22;"10.1021/jz501575r";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;1395.22;"10.1364/OE.22.017590";"FALSE";;;;;
"FWF - Austrian Science Fund";2014;1981.40;"10.1021/jp404699t";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2640.00;"10.1007/s00424-014-1487-1";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2634.85;"10.1002/nbm.3092";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;3099.96;"10.1073/pnas.1309167110";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2663.71;"10.1111/nph.12569";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2729.54;"10.1111/mec.12643";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;456.26;"10.4161/psb.25478";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2665.69;"10.1016/j.ijmm.2014.02.010";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;1174.68;"10.1371/journal.pone.0094025";"FALSE";;;;;
"FWF - Austrian Science Fund";2014;2292.00;"10.1186/1744-8069-10-48";"FALSE";;;;;
"FWF - Austrian Science Fund";2014;1928.41;"10.1016/j.neuropharm.2014.08.023";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;1943.17;"10.1016/j.biochi.2013.12.020";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2618.00;"10.1007/s10853-014-8622-4";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2665.69;"10.1016/j.bbapap.2014.04.020";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;960.00;"10.3354/dao02665";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;1954.84;"10.1016/j.elspec.2014.06.002";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2640.00;"10.1007/s11109-013-9241-5";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;1530.00;"10.1186/1471-2148-14-14";"FALSE";;;;;
"FWF - Austrian Science Fund";2014;2618.00;"10.1007/s10750-014-1892-7";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;3240.00;"10.1002/emmm.201303716";"FALSE";;;;;
"FWF - Austrian Science Fund";2014;100.00;"10.3324/haematol.2013.090860";"FALSE";;;;;
"FWF - Austrian Science Fund";2014;2598.08;"10.1111/jpy.12210";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2082.50;"10.1515/znw-2014-0012";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2696.75;"10.1111/1365-2435.12230";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;3240.00;"10.1002/emmm.201303415";"FALSE";;;;;
"FWF - Austrian Science Fund";2014;2665.69;"10.1016/j.preteyeres.2014.03.004";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2296.48;"10.1016/j.ijms.2014.01.016";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2234.90;"10.1098/rspb.2014.1540";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2717.90;"10.1111/are.12373";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;1319.16;"10.1111/evo.12465";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2618.00;"10.1007/s13127-014-0187-1";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;940.67;"10.1091/mbc.E13-07-0386";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2604.80;"10.1002/sia.5429";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;1954.84;"10.1016/j.tsf.2014.02.093";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;1314.83;"10.1016/j.virol.2014.08.023";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;960.00;"10.3389/fphys.2014.00138";"FALSE";;;;;
"FWF - Austrian Science Fund";2014;2618.00;"10.1007/s00359-014-0923-1";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;1094.58;"10.1103/PhysRevX.4.031010";"FALSE";;;;;
"FWF - Austrian Science Fund";2014;1734.24;"10.1364/OE.22.025426";"FALSE";;;;;
"FWF - Austrian Science Fund";2014;2731.20;"10.1127/0941-2948/2013/0488";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;1296.06;"10.1186/1471-2105-15-S6-S6";"FALSE";;;;;
"FWF - Austrian Science Fund";2014;1960.22;"10.1063/1.4833024";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;1152.00;"10.3389/fnhum.2014.00347";"FALSE";;;;;
"FWF - Austrian Science Fund";2014;666.42;"10.1016/j.econlet.2014.03.027";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;963.93;"10.1039/C4NP00071D";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;1981.40;"10.1021/np400817j";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;1981.40;"10.1021/om4005725";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;1925.22;"10.1016/j.jchromb.2014.04.006";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;1017.71;"10.1371/journal.pone.0100116";"FALSE";;;;;
"FWF - Austrian Science Fund";2014;2200.00;"10.1007/s00138-013-0513-1";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;1981.40;"10.1021/ac403050f";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;1981.40;"10.1021/jo402312x";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;778.00;"10.3389/fnins.2014.00195";"FALSE";;;;;
"FWF - Austrian Science Fund";2014;2331.60;"10.1111/1751-7915.12126";"FALSE";;;;;
"FWF - Austrian Science Fund";2014;1443.45;"10.1088/1367-2630/16/6/063030";"FALSE";;;;;
"FWF - Austrian Science Fund";2014;2665.69;"10.1016/j.bbalip.2014.03.005";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2310.26;"10.1016/j.jct.2014.02.013";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2925.60;"10.1093/geronb/gbt123";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;1443.45;"10.1088/1367-2630/16/9/093033";"FALSE";;;;;
"FWF - Austrian Science Fund";2014;2916.22;"10.1021/am5032192";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;341.35;"10.11646/zootaxa.3821.1.3";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2618.00;"10.1007/s00114-014-1220-0";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2724.67;"10.1111/1462-2920.12532";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;910.67;"10.1107/S1600576713029798";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;1928.41;"10.1016/j.yhbeh.2014.09.001";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;1981.40;"10.1021/ja410760f";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2202.63;"10.1111/bpa.12098";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2649.78;"10.1016/j.actamat.2013.12.036";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2640.00;"10.1007/s10531-014-0653-2";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2044.89;"10.1088/0953-8984/27/3/036001";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2595.16;"10.1111/eea.12187";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;1255.20;"10.1038/srep04110";"FALSE";;;;;
"FWF - Austrian Science Fund";2014;3108.00;"10.1042/BST20130233";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2640.00;"10.1007/s11258-014-0361-8";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2696.61;"10.1021/ci500183u";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2618.00;"10.1007/s13361-014-0850-y";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2914.76;"10.1016/j.phytochem.2013.12.016";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;1981.40;"10.1021/mp400515f";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;1866.00;"10.1186/1471-2407-14-257";"FALSE";;;;;
"FWF - Austrian Science Fund";2014;2618.00;"10.1007/s10562-013-1162-8";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2618.00;"10.1007/s00709-013-0576-x";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;3025.21;"10.1002/chem.201302378";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;1404.62;"10.2138/am.2013.4416";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2618.00;"10.1007/s11075-013-9771-2";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;1183.20;"10.5194/cp-10-1349-2014";"FALSE";;;;;
"FWF - Austrian Science Fund";2014;255.31;"10.4161/hv.27183";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;1663.04;"10.1371/journal.pgen.1004115";"FALSE";;;;;
"FWF - Austrian Science Fund";2014;2618.00;"10.1007/s00204-013-1127-0";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2044.89;"10.1088/0953-2048/27/7/075004";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2930.53;"10.1242/dev.102699";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2932.26;"10.1016/j.gloenvcha.2014.06.006";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;1260.00;"10.1242/bio.20147005";"FALSE";;;;;
"FWF - Austrian Science Fund";2014;2696.61;"10.1021/jp5008472";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2916.22;"10.1021/ja5073965";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;1981.40;"10.1021/pr4008078";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;1399.11;"10.1364/OL.39.001669";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;3025.21;"10.1002/chem.201303398";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2599.14;"10.1021/np400778m";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;1742.23;"10.4172/2157-2518.1000176";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2583.94;"10.1080/13658816.2013.869821";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2665.69;"10.1016/j.placenta.2014.05.012";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;1389.70;"10.1364/OE.22.005260";"FALSE";;;;;
"FWF - Austrian Science Fund";2014;449.45;"10.1021/nn501459v";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;4440.00;"10.1038/ncomms4991";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2650.37;"10.1111/1744-7917.12139";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;4440.00;"10.1038/ncomms5586";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2618.00;"10.1007/s13592-014-0318-x";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;1981.40;"10.1021/bc400513z";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;1039.41;"10.1371/journal.pone.0083330";"FALSE";;;;;
"FWF - Austrian Science Fund";2014;1690.99;"10.5194/acpd-14-13681-2014";"FALSE";;;;;
"FWF - Austrian Science Fund";2014;1788.53;"10.3390/molecules191016724";"FALSE";;;;;
"FWF - Austrian Science Fund";2014;2717.32;"10.1016/j.ijhcs.2014.09.004";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;988.48;"10.1371/journal.pone.0096012";"FALSE";;;;;
"FWF - Austrian Science Fund";2014;2041.36;"10.1063/1.4895992";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;1981.40;"10.1021/ja407176p";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;1981.40;"10.1021/om4009873";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2161.23;"10.1111/1462-2920.12436";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;1175.04;"10.3390/v6062465";"FALSE";;;;;
"FWF - Austrian Science Fund";2014;1599.42;"10.1016/j.jviromet.2014.05.022";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;1324.76;"10.1111/aos.12433";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;1255.20;"10.1038/srep06526";"FALSE";;;;;
"FWF - Austrian Science Fund";2014;1944.00;"10.1186/1744-9081-9-28";"FALSE";;;;;
"FWF - Austrian Science Fund";2014;2705.54;"10.1111/mec.12594";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;1622.14;"10.1063/1.4850735";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2622.87;"10.1080/17457289.2013.872652";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;1599.42;"10.1016/j.ejop.2014.04.002";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;1461.19;"10.1364/OE.22.022111";"FALSE";;;;;
"FWF - Austrian Science Fund";2014;2279.27;"10.1175/MWR-D-13-00355.1";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;503.87;"10.4161/auto.25838";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;942.48;"10.5194/amt-7-2883-2014";"FALSE";;;;;
"FWF - Austrian Science Fund";2014;1987.19;"10.1063/1.4886218";"FALSE";;;;;
"FWF - Austrian Science Fund";2014;2696.61;"10.1021/ma5006414";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;1937.37;"10.1063/1.4875096";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;1029.48;"10.1016/j.ijforecast.2013.07.011";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;1645.98;"10.1116/1.4863299";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;1044.08;"10.1371/journal.pone.0047497";"FALSE";;;;;
"FWF - Austrian Science Fund";2014;2627.74;"10.1111/jfd.12227";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;3600.00;"10.1242/jcs.149807";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;1314.83;"10.1016/j.paid.2014.10.019";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;1152.00;"10.3389/fpls.2014.00654";"FALSE";;;;;
"FWF - Austrian Science Fund";2014;2932.26;"10.1016/j.soilbio.2014.04.014";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2132.56;"10.1016/j.epsl.2014.06.051";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2599.14;"10.1021/ma4023839";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;1324.90;"10.1016/j.jnt.2013.11.007";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;3600.00;"10.1038/ismej.2014.189";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;1599.42;"10.1016/j.ejor.2014.03.005";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;1332.85;"10.1016/j.intell.2014.05.007";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2626.59;"10.1002/biot.201300214";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2599.14;"10.1021/bi401307r";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;3274.79;"10.3109/02713683.2014.906625";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2914.76;"10.1016/j.jinorgbio.2013.12.007";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2006.81;"10.1016/j.isprsjprs.2013.09.014";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;1110.70;"10.1016/j.acha.2014.03.010";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;4440.00;"10.1038/ncomms5009";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;1485.00;"10.1186/s13058-014-0433-7";"FALSE";;;;;
"FWF - Austrian Science Fund";2014;2565.22;"10.1080/17445647.2014.921647";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;1018.46;"10.1371/journal.pone.0094985";"FALSE";;;;;
"FWF - Austrian Science Fund";2014;2657.16;"10.1111/mec.12649";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;1751.84;"10.1080/15230406.2014.890071";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;425.53;"10.3390/insects5030689";"FALSE";;;;;
"FWF - Austrian Science Fund";2014;1233.14;"10.1371/journal.pone.0083547";"FALSE";;;;;
"FWF - Austrian Science Fund";2014;1943.17;"10.1016/j.orgel.2014.02.009";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;1826.15;"10.1016/j.wasman.2014.07.020";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2431.67;"10.1111/exd.12573";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2916.22;"10.1021/bi500467h";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;1986.86;"10.1063/1.4882081";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;1049.99;"10.1371/journal.pone.0107755";"FALSE";;;;;
"FWF - Austrian Science Fund";2014;1689.55;"10.1109/JSTSP.2013.2281036";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;1666.17;"10.1016/j.mce.2013.11.009";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2106.00;"10.1088/0264-9381/30/23/235036";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2618.00;"10.1007/s10534-014-9749-0";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;1255.20;"10.1038/srep03279";"FALSE";;;;;
"FWF - Austrian Science Fund";2014;2664.17;"10.1111/bph.12558";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;1981.40;"10.1021/nl404085a";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2649.78;"10.1016/j.semcdb.2013.12.009";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;4440.00;"10.1038/ncomms6138";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;1182.48;"10.1371/journal.pone.0095863";"FALSE";;;;;
"FWF - Austrian Science Fund";2014;2599.14;"10.1021/jf404785m";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2221.40;"10.1016/j.jafrearsci.2014.01.008";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;1009.30;"10.1371/journal.pone.0083956";"FALSE";;;;;
"FWF - Austrian Science Fund";2014;804.76;"10.1364/OE.22.007284";"FALSE";;;;;
"FWF - Austrian Science Fund";2014;2296.48;"10.1016/j.ijms.2013.12.022";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2644.73;"10.1002/biot.201300334";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;914.99;"10.1107/S1399004714013777";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;3480.00;"10.1038/npp.2014.124";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;1381.80;"10.1364/OE.22.005564";"FALSE";;;;;
"FWF - Austrian Science Fund";2014;2363.71;"10.1212/WNL.0000000000000858";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2618.00;"10.1007/s00269-014-0692-y";"TRUE";;;;;
