institution;period;euro;doi;is_hybrid;Publisher;journal_full_title;issn;pmid;url
FWF - Austrian Science Fund;2013;1039.42;10.1371/journal.pone.0053005;FALSE;;;;;
FWF - Austrian Science Fund;2013;2283.79;10.1080/10548408.2013.827546;TRUE;;;;;
FWF - Austrian Science Fund;2013;1026.86;10.1371/journal.pone.0076250;FALSE;;;;;
FWF - Austrian Science Fund;2013;2050.96;10.1021/jp4037099;TRUE;;;;;
FWF - Austrian Science Fund;2013;3386.29;10.1016/j.asd.2012.02.009;TRUE;;;;;
FWF - Austrian Science Fund;2013;2709.03;10.1016/j.geomorph.2012.05.006;TRUE;;;;;
FWF - Austrian Science Fund;2013;1425.60;10.1002/mbo3.125;FALSE;;;;;
FWF - Austrian Science Fund;2013;2709.15;10.1016/j.neubiorev.2012.12.002;TRUE;;;;;
FWF - Austrian Science Fund;2013;2058.62;10.1021/mz300493d;TRUE;;;;;
FWF - Austrian Science Fund;2013;3688.80;10.5194/bgd-10-14333-2013;FALSE;;;;;
FWF - Austrian Science Fund;2013;2050.96;10.1021/jp4027755;TRUE;;;;;
FWF - Austrian Science Fund;2013;2230.21;10.1016/j.msea.2013.06.033;TRUE;;;;;
FWF - Austrian Science Fund;2013;3240.00;10.1038/ismej.2013.56;TRUE;;;;;
FWF - Austrian Science Fund;2013;2050.96;10.1021/ma400308x;TRUE;;;;;
FWF - Austrian Science Fund;2013;1625.42;10.1016/j.neuroscience.2011.12.054;TRUE;;;;;
FWF - Austrian Science Fund;2013;2400.00;10.1111/eea.12063;TRUE;;;;;
FWF - Austrian Science Fund;2013;2676.26;10.1016/j.nimb.2013.03.031;TRUE;;;;;
FWF - Austrian Science Fund;2013;1962.59;10.1016/j.freeradbiomed.2013.04.034;TRUE;;;;;
FWF - Austrian Science Fund;2013;2167.23;10.1016/j.jmbbm.2012.03.004;TRUE;;;;;
FWF - Austrian Science Fund;2013;2400.00;10.1002/cctc.201200904;TRUE;;;;;
FWF - Austrian Science Fund;2013;2709.03;10.1016/j.orgel.2012.03.020;TRUE;;;;;
FWF - Austrian Science Fund;2013;383.18;10.5194/angeo-30-1495-2012;FALSE;;;;;
FWF - Austrian Science Fund;2013;2011.18;10.1103/PhysRevLett.110.086110;TRUE;;;;;
FWF - Austrian Science Fund;2013;2077.12;10.1021/jp312336m;TRUE;;;;;
FWF - Austrian Science Fund;2013;2077.12;10.1021/jp400372t;TRUE;;;;;
FWF - Austrian Science Fund;2013;2709.03;10.1016/j.injury.2011.03.055;TRUE;;;;;
FWF - Austrian Science Fund;2013;2700.00;10.1111/maps.12146;TRUE;;;;;
FWF - Austrian Science Fund;2013;3000.00;10.1024/1661-4747/a000146;TRUE;;;;;
FWF - Austrian Science Fund;2013;2339.74;10.1016/j.psychres.2013.08.027;TRUE;;;;;
FWF - Austrian Science Fund;2013;2807.68;10.1016/j.bbalip.2013.08.007;TRUE;;;;;
FWF - Austrian Science Fund;2013;2618.18;10.1002/biot.201300216;TRUE;;;;;
FWF - Austrian Science Fund;2013;2400.00;10.1111/febs.12309;TRUE;;;;;
FWF - Austrian Science Fund;2013;1603.58;10.1103/PhysRevA.88.032901;TRUE;;;;;
FWF - Austrian Science Fund;2013;198.00;10.4161/bioe.22857;TRUE;;;;;
FWF - Austrian Science Fund;2013;1577.32;10.1074/jbc.M112.402685;TRUE;;;;;
FWF - Austrian Science Fund;2013;1403.38;10.1364/OE.21.015869;FALSE;;;;;
FWF - Austrian Science Fund;2013;1290.00;10.3389/fgene.2013.00241;FALSE;;;;;
FWF - Austrian Science Fund;2013;2050.96;10.1021/jp311418q;TRUE;;;;;
FWF - Austrian Science Fund;2013;3386.29;10.1016/j.biochi.2012.05.007;TRUE;;;;;
FWF - Austrian Science Fund;2013;2058.62;10.1021/nn3042607;TRUE;;;;;
FWF - Austrian Science Fund;2013;1473.28;10.1016/j.ajpath.2012.08.011;TRUE;;;;;
FWF - Austrian Science Fund;2013;2400.00;10.1111/j.1365-2761.2012.01440.x;TRUE;;;;;
FWF - Austrian Science Fund;2013;1625.42;10.1016/j.jmaa.2012.04.070;TRUE;;;;;
FWF - Austrian Science Fund;2013;2250.00;10.1093/molbev/mss266;TRUE;;;;;
FWF - Austrian Science Fund;2013;3386.29;10.1016/j.brainres.2012.04.020;TRUE;;;;;
FWF - Austrian Science Fund;2013;2676.26;10.1016/j.jep.2013.06.007;TRUE;;;;;
FWF - Austrian Science Fund;2013;2319.42;10.1016/j.molliq.2013.05.033;TRUE;;;;;
FWF - Austrian Science Fund;2013;2676.26;10.1016/j.pharmthera.2013.03.006;TRUE;;;;;
FWF - Austrian Science Fund;2013;2230.21;10.1016/j.fsigen.2013.06.003;TRUE;;;;;
FWF - Austrian Science Fund;2013;1530.00;10.1186/2191-0855-3-7;FALSE;;;;;
FWF - Austrian Science Fund;2013;1048.34;10.1371/journal.pone.0056308;FALSE;;;;;
FWF - Austrian Science Fund;2013;1969.01;10.1021/jz401073t;TRUE;;;;;
FWF - Austrian Science Fund;2013;2880.00;10.1038/hdy.2013.78;TRUE;;;;;
FWF - Austrian Science Fund;2013;2494.01;10.1159/000351727;TRUE;;;;;
FWF - Austrian Science Fund;2013;981.29;10.1016/j.cor.2013.05.005;TRUE;;;;;
FWF - Austrian Science Fund;2013;1591.12;10.1371/journal.pcbi.1002036;FALSE;;;;;
FWF - Austrian Science Fund;2013;2979.94;10.1016/j.ajhg.2012.05.007;TRUE;;;;;
FWF - Austrian Science Fund;2013;2709.03;10.1016/j.techfore.2011.12.012;TRUE;;;;;
FWF - Austrian Science Fund;2013;2141.01;10.1016/j.gca.2013.05.026;TRUE;;;;;
FWF - Austrian Science Fund;2013;2640.00;10.1007/s00410-013-0902-5;TRUE;;;;;
FWF - Austrian Science Fund;2013;1148.77;10.1177/1354068812453373;TRUE;;;;;
FWF - Austrian Science Fund;2013;2388.72;10.1017/S0007123413000239;TRUE;;;;;
FWF - Austrian Science Fund;2013;2050.96;10.1021/jp4011372;TRUE;;;;;
FWF - Austrian Science Fund;2013;1071.15;10.1371/journal.pone.0068979;FALSE;;;;;
FWF - Austrian Science Fund;2013;2385.96;10.4155/fmc.12.108;TRUE;;;;;
FWF - Austrian Science Fund;2013;2676.26;10.1016/j.jbiotec.2013.01.027;TRUE;;;;;
FWF - Austrian Science Fund;2013;2618.00;10.1007/s10719-013-9486-6;TRUE;;;;;
FWF - Austrian Science Fund;2013;1862.20;10.3791/51112;TRUE;;;;;
FWF - Austrian Science Fund;2013;2400.00;10.1002/biot.201200363;TRUE;;;;;
FWF - Austrian Science Fund;2013;2618.00;10.1007/s10658-013-0173-z;TRUE;;;;;
FWF - Austrian Science Fund;2013;2676.26;10.1016/j.envpol.2013.02.033;TRUE;;;;;
FWF - Austrian Science Fund;2013;2400.00;10.1111/mec.12256;TRUE;;;;;
FWF - Austrian Science Fund;2013;1625.42;10.1016/j.cmpb.2012.05.009;TRUE;;;;;
FWF - Austrian Science Fund;2013;2141.01;10.1016/j.comgeo.2013.05.001;TRUE;;;;;
FWF - Austrian Science Fund;2013;4573.87;10.1016/j.celrep.2012.07.008;FALSE;;;;;
FWF - Austrian Science Fund;2013;1534.50;10.1186/1751-0147-55-63;FALSE;;;;;
FWF - Austrian Science Fund;2013;2050.96;10.1021/mp400011g;TRUE;;;;;
FWF - Austrian Science Fund;2013;2979.94;10.1016/j.jcp.2011.12.030;TRUE;;;;;
FWF - Austrian Science Fund;2013;1208.95;10.1371/journal.pone.0077786;FALSE;;;;;
FWF - Austrian Science Fund;2013;1962.59;10.1016/j.biopsycho.2013.04.004;TRUE;;;;;
FWF - Austrian Science Fund;2013;1142.40;10.5194/tcd-7-2761-2013;FALSE;;;;;
FWF - Austrian Science Fund;2013;2618.00;10.1007/s12685-013-0075-1;TRUE;;;;;
FWF - Austrian Science Fund;2013;1625.49;10.1016/j.neuropsychologia.2012.12.008;TRUE;;;;;
FWF - Austrian Science Fund;2013;1625.42;10.1016/j.bone.2012.05.015;TRUE;;;;;
FWF - Austrian Science Fund;2013;771.77;10.1073/pnas.1304714110;TRUE;;;;;
FWF - Austrian Science Fund;2013;2167.23;10.1016/j.bmc.2012.03.045;TRUE;;;;;
FWF - Austrian Science Fund;2013;2033.25;10.1021/jz3009826;TRUE;;;;;
FWF - Austrian Science Fund;2013;519.31;;TRUE;;;;;
FWF - Austrian Science Fund;2013;2640.00;10.1007/s00706-013-0947-1;TRUE;;;;;
FWF - Austrian Science Fund;2013;1343.53;10.1109/TAC.2013.2256013;TRUE;;;;;
FWF - Austrian Science Fund;2013;2618.00;10.1007/s12685-013-0077-z;TRUE;;;;;
FWF - Austrian Science Fund;2013;2400.00;10.1007/s11829-012-9217-0;TRUE;;;;;
FWF - Austrian Science Fund;2013;3421.05;10.3109/07853890.2013.770637;TRUE;;;;;
FWF - Austrian Science Fund;2013;2676.26;10.1016/j.exmath.2013.01.004;TRUE;;;;;
FWF - Austrian Science Fund;2013;2050.96;10.1021/jp312307a;TRUE;;;;;
FWF - Austrian Science Fund;2013;722.78;10.1179/0076609712Z.0000000003;TRUE;;;;;
FWF - Austrian Science Fund;2013;558.91;10.11646/zootaxa.3709.4.1;TRUE;;;;;
FWF - Austrian Science Fund;2013;2077.12;10.1021/cg301639r;TRUE;;;;;
FWF - Austrian Science Fund;2013;2676.26;10.1016/j.actamat.2013.01.057;TRUE;;;;;
FWF - Austrian Science Fund;2013;2050.96;10.1021/jp4015806;TRUE;;;;;
FWF - Austrian Science Fund;2013;400.00;10.1051/0004-6361/201321585;TRUE;;;;;
FWF - Austrian Science Fund;2013;920.31;10.4172/2169-0111.1000110;FALSE;;;;;
FWF - Austrian Science Fund;2013;2709.15;10.1016/j.tig.2012.11.001;TRUE;;;;;
FWF - Austrian Science Fund;2013;2400.00;10.1111/evo.12039;TRUE;;;;;
FWF - Austrian Science Fund;2013;2979.94;10.1016/j.ppnp.2011.12.024;TRUE;;;;;
FWF - Austrian Science Fund;2013;960.00;10.3389/fnhum.2012.00301;FALSE;;;;;
FWF - Austrian Science Fund;2013;2050.96;10.1021/pr400124w;TRUE;;;;;
FWF - Austrian Science Fund;2013;2700.00;10.1111/jeu.12063;TRUE;;;;;
FWF - Austrian Science Fund;2013;1236.64;10.1371/journal.pone.0071835;FALSE;;;;;
FWF - Austrian Science Fund;2013;2400.00;10.1111/bij.12134;TRUE;;;;;
FWF - Austrian Science Fund;2013;2400.00;10.1111/mmi.12225;TRUE;;;;;
FWF - Austrian Science Fund;2013;1969.01;10.1021/ac4023988;TRUE;;;;;
FWF - Austrian Science Fund;2013;1183.20;10.5194/bgd-10-17785-2013;FALSE;;;;;
FWF - Austrian Science Fund;2013;2082.50;10.1515/znw-2013-0005;TRUE;;;;;
FWF - Austrian Science Fund;2013;1250.77;10.1371/journal.pone.0054836;FALSE;;;;;
FWF - Austrian Science Fund;2013;1415.50;10.1364/OE.21.016255;FALSE;;;;;
FWF - Austrian Science Fund;2013;1186.71;10.1371/journal.pone.0080177;FALSE;;;;;
FWF - Austrian Science Fund;2013;1232.83;10.1371/journal.pone.0053650;FALSE;;;;;
FWF - Austrian Science Fund;2013;4515.25;10.1016/j.stem.2011.02.022;TRUE;;;;;
FWF - Austrian Science Fund;2013;1537.00;10.1101/gr.139873.112;TRUE;;;;;
FWF - Austrian Science Fund;2013;428.40;10.5194/tcd-6-5405-2012;FALSE;;;;;
FWF - Austrian Science Fund;2013;2980.06;10.1016/j.ecolecon.2012.09.014;TRUE;;;;;
FWF - Austrian Science Fund;2013;1048.17;10.1073/pnas.1211349110;TRUE;;;;;
FWF - Austrian Science Fund;2013;2676.26;10.1016/j.media.2013.02.004;TRUE;;;;;
FWF - Austrian Science Fund;2013;1320.00;10.1088/1748-9326/7/3/034023;FALSE;;;;;
FWF - Austrian Science Fund;2013;2347.83;10.1016/j.jip.2012.03.024;TRUE;;;;;
FWF - Austrian Science Fund;2013;1338.13;10.1016/j.redox.2013.06.001;FALSE;;;;;
FWF - Austrian Science Fund;2013;1920.00;10.1002/grl.50288;TRUE;;;;;
FWF - Austrian Science Fund;2013;1303.34;10.1103/PhysRevD.87.124015;TRUE;;;;;
FWF - Austrian Science Fund;2013;2274.64;10.1080/07494467.2013.775815;TRUE;;;;;
FWF - Austrian Science Fund;2013;1846.15;10.1105/tpc.112.098624;TRUE;;;;;
FWF - Austrian Science Fund;2013;2618.00;10.1007/s00530-013-0321-5;TRUE;;;;;
FWF - Austrian Science Fund;2013;2807.68;10.1016/j.bbalip.2013.07.014;TRUE;;;;;
FWF - Austrian Science Fund;2013;2939.98;10.1098/rspb.2013.1760;TRUE;;;;;
FWF - Austrian Science Fund;2013;2676.26;10.1016/j.crohns.2012.12.014;TRUE;;;;;
FWF - Austrian Science Fund;2013;1056.88;10.1371/journal.pone.0057588;FALSE;;;;;
FWF - Austrian Science Fund;2013;2676.26;10.1016/j.ejca.2013.05.018;TRUE;;;;;
FWF - Austrian Science Fund;2013;2257.53;10.1016/j.mce.2012.03.026;TRUE;;;;;
FWF - Austrian Science Fund;2013;2640.00;10.1007/s00374-013-0827-1;TRUE;;;;;
FWF - Austrian Science Fund;2013;1555.50;10.1186/1472-6785-13-20;FALSE;;;;;
FWF - Austrian Science Fund;2013;2250.23;10.1111/j.1365-2958.2010.07051.x;TRUE;;;;;
FWF - Austrian Science Fund;2013;1969.01;10.1021/om400241x;TRUE;;;;;
FWF - Austrian Science Fund;2013;1584.00;10.1088/1367-2630/15/9/095002;FALSE;;;;;
FWF - Austrian Science Fund;2013;2400.00;10.1111/acel.12069;TRUE;;;;;
FWF - Austrian Science Fund;2013;1644.16;10.1063/1.4766915;TRUE;;;;;
FWF - Austrian Science Fund;2013;1962.59;10.1016/j.orgel.2013.07.014;TRUE;;;;;
FWF - Austrian Science Fund;2013;1986.71;10.1016/j.micron.2012.11.006;TRUE;;;;;
FWF - Austrian Science Fund;2013;1071.63;10.1371/journal.pone.0065811;FALSE;;;;;
FWF - Austrian Science Fund;2013;1969.01;10.1021/cm402306q;TRUE;;;;;
FWF - Austrian Science Fund;2013;2319.42;10.1016/j.jssc.2013.05.013;TRUE;;;;;
FWF - Austrian Science Fund;2013;2521.01;10.1002/ijch.201300101;TRUE;;;;;
FWF - Austrian Science Fund;2013;1625.42;10.1016/j.optlastec.2012.04.011;TRUE;;;;;
FWF - Austrian Science Fund;2013;1227.28;10.1371/journal.pone.0072688;FALSE;;;;;
FWF - Austrian Science Fund;2013;1986.62;10.1016/j.biochi.2012.04.018;TRUE;;;;;
FWF - Austrian Science Fund;2013;2676.26;10.1016/j.jim.2013.02.016;TRUE;;;;;
FWF - Austrian Science Fund;2013;2676.26;10.1016/j.bbagen.2013.06.021;TRUE;;;;;
FWF - Austrian Science Fund;2013;2000.00;10.1007/s00442-012-2581-8;TRUE;;;;;
FWF - Austrian Science Fund;2013;2750.00;10.1002/minf.201300019;TRUE;;;;;
FWF - Austrian Science Fund;2013;2692.66;10.1111/mec.12579;TRUE;;;;;
FWF - Austrian Science Fund;2013;981.29;10.1016/j.mathsocsci.2013.06.004;TRUE;;;;;
FWF - Austrian Science Fund;2013;2400.00;10.1111/1475-6765.12017;TRUE;;;;;
FWF - Austrian Science Fund;2013;2257.62;10.1016/j.schres.2012.09.020;TRUE;;;;;
FWF - Austrian Science Fund;2013;1609.81;10.3389/fpsyg.2013.00405;FALSE;;;;;
FWF - Austrian Science Fund;2013;1068.74;10.1371/journal.pone.0071860;FALSE;;;;;
FWF - Austrian Science Fund;2013;4460.43;10.1016/j.cmet.2013.05.020;TRUE;;;;;
FWF - Austrian Science Fund;2013;930.23;10.1089/biores.2013.0027;FALSE;;;;;
FWF - Austrian Science Fund;2013;960.00;10.3389/fgene.2013.00190;FALSE;;;;;
FWF - Austrian Science Fund;2013;2730.00;10.1093/treephys/tpt096;TRUE;;;;;
FWF - Austrian Science Fund;2013;1687.66;10.1063/1.4801096;TRUE;;;;;
FWF - Austrian Science Fund;2013;3507.95;10.1039/C3TB20193G;TRUE;;;;;
FWF - Austrian Science Fund;2013;2750.01;10.1111/pre.12025;TRUE;;;;;
FWF - Austrian Science Fund;2013;2257.53;10.1016/j.disc.2012.04.027;TRUE;;;;;
FWF - Austrian Science Fund;2013;2709.15;10.1016/j.bcp.2012.10.016;TRUE;;;;;
FWF - Austrian Science Fund;2013;1724.60;10.1371/journal.pgen.1003508;FALSE;;;;;
FWF - Austrian Science Fund;2013;1830.00;10.1186/1471-2164-14-224;FALSE;;;;;
FWF - Austrian Science Fund;2013;3456.00;10.1093/nar/gks1252;FALSE;;;;;
FWF - Austrian Science Fund;2013;2676.26;10.1016/j.bbalip.2013.03.004;TRUE;;;;;
FWF - Austrian Science Fund;2013;2468.13;10.1016/j.bbalip.2010.06.001;TRUE;;;;;
FWF - Austrian Science Fund;2013;2687.84;10.1111/all.12276;TRUE;;;;;
FWF - Austrian Science Fund;2013;1625.42;10.1016/j.abb.2012.05.011;TRUE;;;;;
FWF - Austrian Science Fund;2013;4000.00;10.1530/ERC-13-0222;TRUE;;;;;
FWF - Austrian Science Fund;2013;2420.00;10.1007/s00441-013-1600-3;TRUE;;;;;
FWF - Austrian Science Fund;2013;1008.42;10.1371/journal.pone.0076929;FALSE;;;;;
FWF - Austrian Science Fund;2013;2676.26;10.1016/j.ijmm.2013.05.001;TRUE;;;;;
FWF - Austrian Science Fund;2013;2709.03;10.1016/j.bbalip.2012.03.006;TRUE;;;;;
FWF - Austrian Science Fund;2013;960.00;10.3389/fphys.2013.00101;FALSE;;;;;
FWF - Austrian Science Fund;2013;2709.03;10.1016/j.bbapap.2012.05.012;TRUE;;;;;
FWF - Austrian Science Fund;2013;2257.62;10.1016/j.envsoft.2012.11.012;TRUE;;;;;
FWF - Austrian Science Fund;2013;3112.50;10.1002/2013GB004634;TRUE;;;;;
FWF - Austrian Science Fund;2013;1043.62;10.1371/journal.pone.0073370;FALSE;;;;;
FWF - Austrian Science Fund;2013;2400.00;10.1007/s00226-012-0524-5;TRUE;;;;;
FWF - Austrian Science Fund;2013;2676.26;10.1016/j.ceb.2013.02.012;TRUE;;;;;
FWF - Austrian Science Fund;2013;1381.01;10.1127/0935-1221/2013/0025-2276;TRUE;;;;;
FWF - Austrian Science Fund;2013;794.31;10.1016/j.bpj.2013.03.023;TRUE;;;;;
FWF - Austrian Science Fund;2013;1338.13;10.1016/j.jsc.2013.05.012;TRUE;;;;;
FWF - Austrian Science Fund;2013;1248.05;10.1371/journal.pone.0057538;FALSE;;;;;
FWF - Austrian Science Fund;2013;1962.59;10.1016/j.biopsycho.2013.05.014;TRUE;;;;;
FWF - Austrian Science Fund;2013;1969.01;10.1021/jp405625x;TRUE;;;;;
FWF - Austrian Science Fund;2013;2257.53;10.1016/j.jcat.2012.03.009;TRUE;;;;;
FWF - Austrian Science Fund;2013;1986.62;10.1016/j.nucmedbio.2011.09.012;TRUE;;;;;
FWF - Austrian Science Fund;2013;835.94;10.1117/1.JBO.18.11.116010;TRUE;;;;;
FWF - Austrian Science Fund;2013;1625.49;10.1016/j.yexcr.2012.12.003;TRUE;;;;;
FWF - Austrian Science Fund;2013;2400.00;10.1002/mnfr.201200821;TRUE;;;;;
FWF - Austrian Science Fund;2013;2513.45;10.1016/j.abb.2013.09.004;TRUE;;;;;
FWF - Austrian Science Fund;2013;2400.00;10.1002/ijc.28143;TRUE;;;;;
FWF - Austrian Science Fund;2013;1986.71;10.1016/j.physd.2012.11.003;TRUE;;;;;
FWF - Austrian Science Fund;2013;2676.26;10.1016/j.jneuroim.2013.02.005;TRUE;;;;;
FWF - Austrian Science Fund;2013;2676.26;10.1016/j.jneumeth.2012.12.025;TRUE;;;;;
FWF - Austrian Science Fund;2013;1969.01;10.1021/la402002f;TRUE;;;;;
FWF - Austrian Science Fund;2013;1986.62;10.1016/j.soilbio.2012.03.012;TRUE;;;;;
FWF - Austrian Science Fund;2013;1725.92;10.1063/1.4811124;TRUE;;;;;
FWF - Austrian Science Fund;2013;2400.00;10.1111/afe.12000;TRUE;;;;;
FWF - Austrian Science Fund;2013;2100.84;10.1002/ejic.201300859;TRUE;;;;;
FWF - Austrian Science Fund;2013;2618.00;10.1007/s10562-013-1001-y;TRUE;;;;;
FWF - Austrian Science Fund;2013;1354.52;10.1016/j.antiviral.2012.03.011;TRUE;;;;;
FWF - Austrian Science Fund;2013;1986.62;10.1016/j.atherosclerosis.2012.03.012;TRUE;;;;;
FWF - Austrian Science Fund;2013;2400.00;10.1111/j.1365-2826.2012.02369.x;TRUE;;;;;
FWF - Austrian Science Fund;2013;1843.18;10.1021/jp3122598;TRUE;;;;;
FWF - Austrian Science Fund;2013;2058.62;10.1021/ma301959n;TRUE;;;;;
FWF - Austrian Science Fund;2013;2640.00;10.1042/BST20120256;TRUE;;;;;
FWF - Austrian Science Fund;2013;1057.80;10.1371/journal.pone.0067013;FALSE;;;;;
FWF - Austrian Science Fund;2013;4110.00;10.1038/ncomms3077;TRUE;;;;;
FWF - Austrian Science Fund;2013;2400.00;10.1163/1568539X-00003040;TRUE;;;;;
FWF - Austrian Science Fund;2013;998.89;10.1371/journal.pone.0079089;FALSE;;;;;
FWF - Austrian Science Fund;2013;2400.00;10.1111/1574-6968.12077;TRUE;;;;;
FWF - Austrian Science Fund;2013;2058.62;10.1021/jp3068409;TRUE;;;;;
FWF - Austrian Science Fund;2013;2676.26;10.1016/j.cviu.2013.01.010;TRUE;;;;;
FWF - Austrian Science Fund;2013;2593.84;10.1080/07391102.2013.855142;TRUE;;;;;
FWF - Austrian Science Fund;2013;2050.96;10.1021/jp405097c;TRUE;;;;;
FWF - Austrian Science Fund;2013;2058.62;10.1021/mp300316n;TRUE;;;;;
FWF - Austrian Science Fund;2013;2289.09;10.1091/mbc.E12-06-0488;TRUE;;;;;
FWF - Austrian Science Fund;2013;2640.00;10.1007/s11103-013-0041-4;TRUE;;;;;
FWF - Austrian Science Fund;2013;2257.53;10.1016/j.jnucmat.2010.10.090;TRUE;;;;;
FWF - Austrian Science Fund;2013;2694.41;10.1111/boj.12088;TRUE;;;;;
FWF - Austrian Science Fund;2013;2618.00;10.1007/s00203-013-0887-5;TRUE;;;;;
FWF - Austrian Science Fund;2013;2676.26;10.1016/j.ssresearch.2013.01.002;TRUE;;;;;
FWF - Austrian Science Fund;2013;1200.00;10.1186/2051-5960-1-5;FALSE;;;;;
FWF - Austrian Science Fund;2013;1717.36;10.1021/nl2011388;TRUE;;;;;
FWF - Austrian Science Fund;2013;2255.00;10.1039/C3TA00019B;TRUE;;;;;
FWF - Austrian Science Fund;2013;2676.26;10.1016/j.tibtech.2013.05.005;TRUE;;;;;
FWF - Austrian Science Fund;2013;2640.00;10.1007/s10270-013-0356-2;TRUE;;;;;
FWF - Austrian Science Fund;2013;1059.11;10.1371/journal.pone.0051316;FALSE;;;;;
FWF - Austrian Science Fund;2013;2230.21;10.1016/j.compfluid.2013.06.031;TRUE;;;;;
FWF - Austrian Science Fund;2013;1332.42;10.1109/TPS.2013.2254135;TRUE;;;;;
FWF - Austrian Science Fund;2013;2347.93;10.1016/j.jchromb.2012.10.028;TRUE;;;;;
FWF - Austrian Science Fund;2013;2274.45;10.1002/ana.23974;TRUE;;;;;
FWF - Austrian Science Fund;2013;2676.26;10.1016/j.envexpbot.2013.03.006;TRUE;;;;;
FWF - Austrian Science Fund;2013;1715.80;10.1016/j.ultramic.2013.07.012;TRUE;;;;;
FWF - Austrian Science Fund;2013;2709.03;10.1016/j.newideapsych.2012.01.002;TRUE;;;;;
FWF - Austrian Science Fund;2013;2676.26;10.1016/j.jprot.2013.02.022;TRUE;;;;;
FWF - Austrian Science Fund;2013;2058.62;10.1021/jp306636w;TRUE;;;;;
FWF - Austrian Science Fund;2013;2607.75;10.1002/biot.201300231;TRUE;;;;;
FWF - Austrian Science Fund;2013;2521.01;10.1002/ejoc.201301616;TRUE;;;;;
FWF - Austrian Science Fund;2013;1175.56;10.1364/OL.38.000299;TRUE;;;;;
FWF - Austrian Science Fund;2013;2058.62;10.1021/jp307122h;TRUE;;;;;
FWF - Austrian Science Fund;2013;2050.96;10.1021/jp4022882;TRUE;;;;;
FWF - Austrian Science Fund;2013;1565.70;10.1186/1472-6939-14-32;FALSE;;;;;
FWF - Austrian Science Fund;2013;3345.32;10.1016/j.cosust.2013.07.003;TRUE;;;;;
FWF - Austrian Science Fund;2013;440.00;;FALSE;University of Uludag - Department of Sports Medicine;Journal of Sports Science and Medicine;1303 - 2968;24149150;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3772587/
FWF - Austrian Science Fund;2013;1640.07;10.1063/1.4827017;TRUE;;;;;
FWF - Austrian Science Fund;2013;1094.62;10.1371/journal.pone.0040222;FALSE;;;;;
FWF - Austrian Science Fund;2013;3032.54;10.1517/17425247.2013.773970;TRUE;;;;;
FWF - Austrian Science Fund;2013;2676.26;10.1016/j.quascirev.2013.02.008;TRUE;;;;;
FWF - Austrian Science Fund;2013;1764.00;10.1186/1471-2229-12-225;FALSE;;;;;
FWF - Austrian Science Fund;2013;2141.01;10.1016/j.jvcir.2013.04.006;TRUE;;;;;
FWF - Austrian Science Fund;2013;1625.42;10.1016/j.resuscitation.2012.05.011;TRUE;;;;;
FWF - Austrian Science Fund;2013;2713.90;10.1080/01402382.2013.818354;TRUE;;;;;
FWF - Austrian Science Fund;2013;669.06;10.1016/j.econlet.2013.06.005;TRUE;;;;;
FWF - Austrian Science Fund;2013;585.36;;FALSE;;;;;
FWF - Austrian Science Fund;2013;2200.00;10.1007/s10765-013-1513-0;TRUE;;;;;
FWF - Austrian Science Fund;2013;2909.05;10.1242/jeb.092023;TRUE;;;;;
FWF - Austrian Science Fund;2013;1142.38;10.1534/genetics.112.143362;TRUE;;;;;
FWF - Austrian Science Fund;2013;2709.15;10.1016/j.bbalip.2012.09.017;TRUE;;;;;
FWF - Austrian Science Fund;2013;1605.75;10.1016/j.bbrc.2013.05.133;TRUE;;;;;
FWF - Austrian Science Fund;2013;1986.62;10.1016/j.geomorph.2011.03.011;TRUE;;;;;
FWF - Austrian Science Fund;2013;700.03;10.4161/rna.24454;TRUE;;;;;
FWF - Austrian Science Fund;2013;1942.91;10.1130/G34761.1;TRUE;;;;;
FWF - Austrian Science Fund;2013;2618.00;10.1007/s12685-013-0079-x;TRUE;;;;;
FWF - Austrian Science Fund;2013;1986.62;10.1016/j.cor.2012.04.003;TRUE;;;;;
FWF - Austrian Science Fund;2013;2709.03;10.1016/j.biochi.2012.05.023;TRUE;;;;;
FWF - Austrian Science Fund;2013;1430.01;10.1177/0010414013489080;TRUE;;;;;
FWF - Austrian Science Fund;2013;3000.00;10.1242/jeb.089888;TRUE;;;;;
FWF - Austrian Science Fund;2013;894.23;10.4161/cc.26815;TRUE;;;;;
FWF - Austrian Science Fund;2013;2400.00;10.1111/jeb.12074;TRUE;;;;;
FWF - Austrian Science Fund;2013;1969.01;10.1021/nn403885k;TRUE;;;;;
FWF - Austrian Science Fund;2013;1255.20;10.1038/srep00722;FALSE;;;;;
FWF - Austrian Science Fund;2013;1235.23;10.1371/journal.pone.0015357;FALSE;;;;;
FWF - Austrian Science Fund;2013;1416.61;10.1364/OE.21.016282;FALSE;;;;;
FWF - Austrian Science Fund;2013;2077.12;10.1021/ja312550k;TRUE;;;;;
FWF - Austrian Science Fund;2013;2077.12;10.1021/pr300806b;TRUE;;;;;
FWF - Austrian Science Fund;2013;2230.21;10.1016/j.fsigen.2013.05.007;TRUE;;;;;
FWF - Austrian Science Fund;2013;2398.33;10.1242/jeb.091991;TRUE;;;;;
FWF - Austrian Science Fund;2013;1729.44;10.1371/journal.pgen.1003335;FALSE;;;;;
FWF - Austrian Science Fund;2013;2230.21;10.1016/j.advengsoft.2013.04.023;TRUE;;;;;
