id;Institution;Period;Publisher;Journal;DOI;is_hybrid;Country;EURO
;Heidelberg U;2018;Frontiers;Frontiers in Psychology;10.3389/fpsyg.2019.00796;FALSE;DEU;1990,95
;Heidelberg U;2018;Frontiers;Frontiers in cellular neuroscience;10.3389/fncel.2018.00519;FALSE;DEU;2012,52
;Heidelberg U;2018;BMC;International journal of mental health systems;10.1186/s13033-019-0326-3;FALSE;DEU;1661,24
;Heidelberg U;2018;BMC;Respiratory Research;10.1186/s12931-019-1062-6;FALSE;DEU;1961,12
;Heidelberg U;2018;BMC;International Journal of Mental Health Systems;10.1186/s13033-019-0303-x;FALSE;DEU;1661,24
;Heidelberg U;2018;Frontiers;Frontiers in Neuroscience;10.3389/fnins.2019.00260;FALSE;DEU;1989
;Heidelberg U;2018;BMC;BMC Medical Research Methodology;10.1186/s12874-019-0763-3;FALSE;DEU;1661,24
;Heidelberg U;2018;BMC;BMC Medical Imaging;10.1186/s12880-019-0329-1;FALSE;DEU;1661,24
;Heidelberg U;2018;BMC;BMC Medical Research Methodology;10.1186/s12874-019-0790-0;FALSE;DEU;1661,24
;Heidelberg U;2018;Frontiers;Frontiers in Physiology;10.3389/fphys.2019.01480;FALSE;DEU;2002,21
;Heidelberg U;2018;BMC;BMC Bioinformatics;10.1186/s12859-019-2780-y;FALSE;DEU;1661,24
;Heidelberg U;2018;Frontiers;Frontiers in Physiology;10.3389/fphys.2019.00779;FALSE;DEU;2018,19
;Heidelberg U;2018;BMC;"Trials
 neu: BMC Health Services Research";10.1186/s12913-019-4022-4;FALSE;DEU;1661,24
;Heidelberg U;2018;Frontiers;Frontiers in Physiology;10.3389/fphys.2019.00460;FALSE;DEU;1997,55
;Heidelberg U;2018;BMC;BMC Musculoskeletal Disorders;10.1186/s12891-019-2645-6;FALSE;DEU;1661,24
;Heidelberg U;2018;BMC;BMC Geriatrics;10.1186/s12877-019-1201-4;FALSE;DEU;1661,24
;Heidelberg U;2018;BMC;BMC Gastroenterology;10.1186/s12876-019-1033-x;FALSE;DEU;1661,24
;Heidelberg U;2017;Frontiers Media SA;Frontiers in Immunology;10.3389/fimmu.2018.01279;FALSE;DEU;1925,24
