Institution;Period;EURO;DOI;is_hybrid;Publisher;Journal;ISSN;URL
Heidelberg University;2015;1661,6;10.1186/s13063-015-0761-7;FALSE;BMC;Trials;1745-6215;NA
Heidelberg University;2015;1899,24;10.1186/s13643-015-0043-1;FALSE;BMC;Systematic reviews;2046-4053;NA
Heidelberg University;2015;1899,24;10.1186/s13643-015-0092-5;FALSE;BMC;Systematic reviews;2046-4053;NA
Heidelberg University;2015;1899,24;10.1186/s13643-015-0094-3;FALSE;BMC;Systematic reviews;2046-4053;NA
Heidelberg University;2015;1899,24;10.1186/s40001-015-0158-9;FALSE;BMC;European Journal of Medical Research;2047-783X;NA
Heidelberg University;2015;1661,6;10.1186/s40359-015-0082-3;FALSE;BMC;BMC Psychiatry;1471-244X;NA
Heidelberg University;2015;610,68;10.12659/MSMBR.894020;FALSE;International Scientific Information;Medical Science monitor basic research;2325-4416;NA
Heidelberg University;2015;1979,34;10.1364/OE.23.005670;FALSE;OSA;Optics express;1094-4087;NA
Heidelberg University;2015;1356,29;10.1371/journal.pone.0113482;FALSE;PloS;PloS One;1932-6203;NA
Heidelberg University;2015;1356,29;10.1371/journal.pone.0117777;FALSE;PloS;PloS One;1932-6203;NA
Heidelberg University;2015;1356,29;10.1371/journal.pone.0118962;FALSE;PloS;PloS One;1932-6203;NA
Heidelberg University;2015;1465,41;10.1371/journal.pone.0120341;FALSE;PloS;PloS One;1932-6203;NA
Heidelberg University;2015;1481,74;10.1371/journal.pone.0121295;FALSE;PloS;PloS One;1932-6203;NA
Heidelberg University;2015;1417,88;10.1371/journal.pone.0121520;FALSE;PloS;PloS One;1932-6203;NA
Heidelberg University;2015;1417,88;10.1371/journal.pone.0121748;FALSE;PloS;PloS One;1932-6203;NA
Heidelberg University;2015;1447,62;10.1371/journal.pone.0121963;FALSE;PLOS;PloS One;1932-6203;NA
Heidelberg University;2015;1447,62;10.1371/journal.pone.0123155;FALSE;PloS;PloS One;1932-6203;NA
Heidelberg University;2015;1465,41;10.1371/journal.pone.0124633;FALSE;PloS;PloS One;1932-6203;NA
Heidelberg University;2015;1465,41;10.1371/journal.pone.0125689;FALSE;PloS;PloS One;1932-6203;NA
Heidelberg University;2015;1267,84;10.1371/journal.pone.0126246;FALSE;PloS;PloS One;1932-6203;NA
Heidelberg University;2015;1356,29;10.1371/journal.pone.0126999;FALSE;PloS;PloS One;1932-6203;NA
Heidelberg University;2015;1497,42;10.1371/journal.pone.0127694;FALSE;PloS;PloS One;1932-6203;NA
Heidelberg University;2015;1222,74;10.1371/journal.pone.0127934;FALSE;PloS;PloS One;1932-6203;NA
Heidelberg University;2015;748,71;10.1371/journal.pone.0128555;FALSE;PloS;PloS One;1932-6203;NA
Heidelberg University;2015;1497,42;10.1371/journal.pone.0128770;FALSE;Plos;PloS One;1932-6203;NA
Heidelberg University;2015;1497,42;10.1371/journal.pone.0129104;FALSE;PloS;PloS One;1932-6203;NA
Heidelberg University;2015;1497,42;10.1371/journal.pone.0129120;FALSE;PloS;PloS One;1932-6203;NA
Heidelberg University;2015;1497,42;10.1371/journal.pone.0129149;FALSE;PloS;PloS One;1932-6203;NA
Heidelberg University;2015;1497,42;10.1371/journal.pone.0129648;FALSE;PloS;PloS One;1932-6203;NA
Heidelberg University;2015;1497,42;10.1371/journal.pone.0130453;FALSE;PloS;PloS One;1932-6203;NA
Heidelberg University;2015;1497,42;10.1371/journal.pone.0130653;FALSE;PloS;PloS One;1932-6203;NA
Heidelberg University;2015;1497,42;10.1371/journal.pone.0130833;FALSE;PloS;PloS One;1932-6203;NA
Heidelberg University;2015;1497,42;10.1371/journal.pone.0131233;FALSE;PloS;PloS One;1932-6203ÿ;NA
Heidelberg University;2015;1497,42;10.1371/journal.pone.0132068;FALSE;PloS;PloS One;1932-6203;NA
Heidelberg University;2015;1497,42;10.1371/journal.pone.0133442;FALSE;PLoS;PloS One;1932-6203ÿ;NA
Heidelberg University;2015;1497,42;10.1371/journal.pone.0133769;FALSE;PloS;PloS One;1932-6203ÿ;NA
Heidelberg University;2015;1497,42;10.1371/journal.pone.0135997;FALSE;PloS;PloS One;1932-6203;NA
Heidelberg University;2015;1497,42;10.1371/journal.pone.0136339;FALSE;PloS;PloS One;1932-6203;NA
Heidelberg University;2015;1497,42;10.1371/journal.pone.0137282;FALSE;PloS;PloS One;1932-6203;NA
Heidelberg University;2015;1663,8;10.2119/molmed.2014.00258;FALSE;Feinstein Institute Press;Molecular medicine;1528-3658;NA
Heidelberg University;2015;1632,68;10.2147/AMEP.S81923;FALSE;Dove Medical Press;Advances in Medical Education and Practice;1179-7258;NA
Heidelberg University;2015;1632,68;10.2147/OPTH.S81262;FALSE;Dove Medical Press;Clinical Ophthalmology;1177-5483;NA
Heidelberg University;2015;916,3;10.3389/fnana.2015.00029;FALSE;Frontiers Media SA;Frontiers in Neuroanatomy;1662-5129;NA
Heidelberg University;2015;916,3;10.3389/fnana.2015.00034;FALSE;Frontiers Media SA;Frontiers in Neuroanatomy;1662-5129;NA
Heidelberg University;2015;1904;10.3389/fncom.2015.00013;FALSE;Frontiers Media SA;Frontiers in Computational Neuroscience;1662-5188;NA
Heidelberg University;2015;1580,61;10.3389/fnhum.2015.00278;FALSE;Frontiers Media SA;Frontiers in Human Neuroscience;1662-5161;NA
Heidelberg University;2015;485,27;10.3389/fphar.2015.00173;FALSE;Frontiers Media SA;Frontiers in pharmacology;1663-9812;NA
Heidelberg University;2015;1904;10.3389/fpsyg.2015.00336;FALSE;Frontiers Media SA;Frontiers in psychology / Cognitive Science;1664-1078;NA
Heidelberg University;2015;1142,4;10.3389/fpsyt.2015.00012;FALSE;Frontiers Media SA;Frontiers in psychiatry / Schizophrenia;1664-0640;NA
Heidelberg University;2015;823,61;10.3390/d7020149;FALSE;MDPI;Diversity;1424-2818;NA
Heidelberg University;2015;154,43;10.3390/ijgi4031512;FALSE;MDPI;International Journal of Geo-Information;2220-9964;NA
Heidelberg University;2015;1441,32;10.3390/nu7085316;FALSE;MDPI;Nutrients;2072-6643;NA
Heidelberg University;2015;476;10.4081/jphr.2015.534;FALSE;pagepress;Journal of public health research;2279-9036;NA
Heidelberg University;2015;1113,84;10.5194/hess-19-1125-2015;FALSE;Copernicus Gesellschaft;Hydrology and Earth System Sciences;1607-7938;NA
Heidelberg University;2015;595;NA;FALSE;Vabnagar Foundation;Bhabnagar International Journal of Bengali Studies;2313-6065;http://vabnagarfoundation.com/bhabnagar-2nd-volume-april-2015
Heidelberg University;2015;617,61;NA;FALSE;Shastri Education Trust;Research & reviews: Journal of botanical sciences;2320-0189;http://www.rroij.com/open-access/rhizosecretion-of-the-recombinant-antimicrobial-peptide-ranalexinfrom-transgenic-tobacco-hairy-roots.php?aid=57927
Heidelberg University;2015;59,5;NA;FALSE;AP2 - Associa‡Æo para a Participa‡Æo P£blica;Street Art & Urban Creativity;2183-3869;http://www.urbancreativity.org/uploads/1/0/7/2/10727553/journal2015_v1_n1_web_final_upt1.pdf
Heidelberg University;2015;1804,04;10.1186/s12885-016-2131-6;FALSE;BMC;BMC Biology;1741-7007;NA
Heidelberg University;2015;1661,24;10.1186/s12955-016-0412-z;FALSE;BMC;BMC Medical Education;;NA
Heidelberg University;2015;1637,44;10.2147/DDDT.S79343;FALSE;BMC;Malaria journal;;NA
Heidelberg University;2015;1661,24;10.1186/s40479-015-0028-7;FALSE;BMC;BMC Cancer;;NA
Heidelberg University;2015;1832,6;10.1186/s12904-016-0082-y;FALSE;BMC;Orphanet Journal of Rare Diseases;1750-1172;NA
Heidelberg University;2015;2015,6;10.1186/s12885-016-2266-5;FALSE;Hindawi;Mediators of Inflammation;;NA
Heidelberg University;2015;1456,56;10.1186/s12913-016-1716-8;FALSE;BMC;Ecology and Evolution;2045-7758;NA
Heidelberg University;2015;1661,6;10.1186/s12955-016-0429-3;FALSE;BMC;Trials;;NA
Heidelberg University;2015;1661,6;10.1186/s12905-015-0281-3;FALSE;BMC;Health and Quality of Life Outcomes;1477-7525;NA
Heidelberg University;2015;1356,29;10.1186/s13569-015-0028-9;FALSE;PloS;PloS One;;NA
Heidelberg University;2015;1661,6;10.1186/s12967-016-0860-6;FALSE;BMC;BMC Oral Health;1472-6831;NA
Heidelberg University;2015;1661,6;10.1186/s12877-016-0315-1;FALSE;BMC;BMC Medical Education;1472-6920;NA
Heidelberg University;2015;1728,19;10.1186/s12950-016-0111-x;FALSE;BMC;Journal of Inflammation;1466-1861;NA
Heidelberg University;2015;1142,4;10.1186/s12909-016-0549-9;FALSE;Frontiers Media SA;Frontiers in psychiatry / Schizophrenia;;NA
Heidelberg University;2015;1708,84;10.1002/cjp2.25;FALSE;Dove Medical Press;Drug design, development and therapy;1177-8881;NA
Heidelberg University;2015;1808,8;10.1186/s13014-016-0590-1;FALSE;BMJ;BMJ Open;2044-6055;NA
Heidelberg University;2015;1904;10.1186/s12883-016-0576-5;FALSE;Frontiers Media SA;Frontiers in Computational Neuroscience;1662-5188;NA
Heidelberg University;2015;587,94;10.2147/AMEP.S94105;FALSE;Dove Medical Press;Medical Science monitor basic research;2325-4415;NA
Heidelberg University;2015;1899,24;10.3390/jfb7010001;FALSE;BMC;Journal of Orthopaedic Surgery and Research;;NA
Heidelberg University;2015;1661,6;10.1186/s40814-016-0059-x;FALSE;BMC;BMCÿCancer;1471-2407;NA
Heidelberg University;2014;804,75;"10.3390/su6010336

";FALSE;MDPI;"Sustainability
";2017-1050;NA
Heidelberg University;2014;1216,06;10.1371/journal.pone.0089468;FALSE;PLOS;PLOS ONE;1932-3203;NA
Heidelberg University;2014;1244,74;10.1038/srep03803;FALSE;Nature Publ. Group;Scientific reports;2045-2322;NA
Heidelberg University;2014;1513,68;10.1186/1471-2407-14-67;FALSE;BMC;BMC Cancer;1471-2407;NA
Heidelberg University;2014;1513,68;10.1186/1471-2482-14-7;FALSE;BMC;BMC Surgery;1471-2482;NA
Heidelberg University;2014;476;10.3402/gha.v7.23445;FALSE;CoAction Publ.;Global Health Action;1654-9880;NA
Heidelberg University;2014;1500;10.1186/1471-230X-14-20;FALSE;BMC;BMC Gastroenterology;1471-230X;NA
Heidelberg University;2014;999,13;10.3390/rs6021739;FALSE;MDPI;Remote Sensing;2072-4292;NA
Heidelberg University;2014;1904;10.3389/fnana.2014.00011;FALSE;Frontiers Media;Frontiers in neuroanatomy;1662-5129;NA
Heidelberg University;2014;1904;10.3389/fpsyt.2014.00022;FALSE;Frontiers Media;Frontiers inPsychiatry /Neurodegeneration;1664-0640;NA
Heidelberg University;2014;1561,28;10.1186/s12974-014-0163-x;FALSE;BMC;Journal of Neuroinflammation;1742-2094;NA
Heidelberg University;2014;1337,56;10.1186/1748-717X-9-95;FALSE;BMC;Radiation oncology;1748-717X;NA
Heidelberg University;2014;1656,48;10.5194/cpd-10-761-2014;FALSE;Copernicus;Climate of the past;1814-9332;NA
Heidelberg University;2014;1436;10.2147/DDDT.S59594;FALSE;Dovepress;Drug design, development and therapy;1177-8881;NA
Heidelberg University;2014;1408,96;10.1186/1477-7827-12-53;FALSE;BMC;Reproductive Biology and Endocrinology;1477-7827;NA
Heidelberg University;2014;1185,32;10.1371/journal.pone.0093600;FALSE;PLOS;PLOS ONE;1932-3203;NA
Heidelberg University;2014;1172,89;10.1371/journal.pone.0093551;FALSE;PLOS;PLOS ONE;1932-3203;NA
Heidelberg University;2014;1731,45;10.1186/1757-1146-7-13;FALSE;BMC;Journal of Foot and Ankle Research;1757-1146;NA
Heidelberg University;2014;1513,68;10.1186/s12888-014-0210-2;FALSE;BMC;BMC Psychiatry;1471-244X;NA
Heidelberg University;2014;1513,68;10.1186/1471-2407-14-495;FALSE;BMC;BMC Cancer;1471-2407;NA
Heidelberg University;2014;1804,04;10.1186/1741-7007-12-44;FALSE;BMC;BMC Biology;1741-7007;NA
Heidelberg University;2014;994,84;10.1186/2051-5960-2-36;FALSE;BMC;Acta Neuropathologica communications;2051-5960;NA
Heidelberg University;2014;1868,3;10.1186/1471-2407-14-202;FALSE;BMC;BMC Cancer;1471-2407;NA
Heidelberg University;2014;1342,32;10.1186/1476-072X-13-25;FALSE;BMC;International Journal of Health Geographics;1476-072X;NA
Heidelberg University;2014;1999,2;10.5194/amt-7-3459-2014;FALSE;Copernicus;Atmospheric measurement techniques;1867-8610;NA
Heidelberg University;2014;1523,2;10.3389/fphy.2014.00020;FALSE;Frontiers Media;Frontiers in Physiology;1664-042X;NA
Heidelberg University;2014;1904;10.3389/fneur.2014.00020;FALSE;Frontiers Media;Frontiers in Neurology;1664-0640;NA
Heidelberg University;2014;1508,92;10.1186/s12955-014-0112-5;FALSE;BMC;Health and Quality of Life Outcomes;1477-7525;NA
Heidelberg University;2014;1470,84;10.1186/1472-6920-14-68;FALSE;"BMC
";BMC Medical Education ;1472-6920;NA
Heidelberg University;2014;1508,92;10.1186/1472-6920-14-71;FALSE;BMC;BMC Medical Education ;1472-6920;NA
Heidelberg University;2014;1508,92;10.1186/s13054-014-0582-1;FALSE;BMC;Critical Care;1364-8535;NA
Heidelberg University;2014;1170,01;10.1371/journal.pone.0091030;FALSE;PLOS;PLOS ONE;1932-3203;NA
Heidelberg University;2014;1192,51;10.1371/journal.pone.0095681;FALSE;PLOS;PLOS ONE;1932-6203;NA
Heidelberg University;2014;1508,92;10.1186/1472-6831-14-70;FALSE;BMC;BMC Oral health;1472-6831;NA
Heidelberg University;2014;1513,68;10.1186/1471-2296-15-116;FALSE;BMC;BMC Family practice;1471-2296;NA
Heidelberg University;2014;1192,69;10.1371/journal.pone.0095970;FALSE;PLOS;PLOS ONE;1932-3203;NA
Heidelberg University;2014;1297,42;10.1155/2014/743678;FALSE;Hindawi;Mediators of Inflammation;1466-1861;NA
Heidelberg University;2014;1418,48;10.1186/1756-9966-33-33;FALSE;BMC;Journal of Experimental & Clinical Cancer Research;1756-9966;NA
Heidelberg University;2014;1392,7;10.3390/ijerph110404218;FALSE;MDPI;International Journal of Environmental Research and Public Health ;1660-4601;NA
Heidelberg University;2014;1191,33;10.1371/journal.pone.0096273;FALSE;PLOS;PLOS ONE;1932-3203;NA
Heidelberg University;2014;333,2;10.2971/jeos.2014.14016;FALSE;EOS;Journal of the European Optical Society Rapid Publications;1990-2573;NA
Heidelberg University;2014;333,2;10.2971/jeos.2014.14015;FALSE;EOS;Journal of the European Optical Society Rapid Publications;1990-2573;NA
Heidelberg University;2014;745;10.1186/1752-1947-8-171;FALSE;BMC;Journal of medical case reports;1752-1947;NA
Heidelberg University;2014;1173,34;10.5194/acp-14-8403-2014;FALSE;Copernicus;Atmospheric Chemistry and Physics;1680-7316;NA
Heidelberg University;2014;1568,67;doi:10.1186/1756-0500-7-613;FALSE;OMICS Publ. Group;Journal of Pulmonary & Respiratory Medicine ;2161-105X;NA
Heidelberg University;2014;1342,32;10.1186/1748-717X-9-100;FALSE;BMC;Radiation Oncology;1748-717X;NA
Heidelberg University;2014;1523;10.1186/1471-2458-14-1189;FALSE;BMC;BMC Public health;1471-2458;NA
Heidelberg University;2014;1342,32;10.1186/1748-717X-9-96;FALSE;BMC;Radiation oncology;1748-717X;NA
Heidelberg University;2014;1746,92;10.1186/2047-783X-19-24;FALSE;BMC;European Journal of Medical Research;2047-783X;NA
Heidelberg University;2014;1342,32;10.1186/1748-717X-9-203;FALSE;BMC;Radiation oncology;1748-717X;NA
Heidelberg University;2014;1342,32;10.1186/1748-717X-9-113;FALSE;BMC;Radiation oncology;1748-717x;NA
Heidelberg University;2014;916,3;10.3389/fpsyg.2014.00508;FALSE;Frontiers Media;Frontiers in Psychology;1664-1078;NA
Heidelberg University;2014;1354,82;10.3402/gha.v7.22883;FALSE;CoAction Publ.;Global Health Action;1654-9880;NA
Heidelberg University;2014;609,71;10.4236/psych.2014.59116;FALSE;Scientific Research;Psychology;2152-7199;NA
Heidelberg University;2014;1182,03;10.1371/journal.pone.0099504;FALSE;PLOS;PLOS ONE;1932-6203;NA
Heidelberg University;2014;1632,68;10.2147/AMEP.S65479;FALSE;Dovepress;Advances in Medical Education and Practice;1179-7258;NA
Heidelberg University;2014;1470,84;ÿ10.1186/1475-2875-13-269;FALSE;BMC;BMC Malaria Journal;1475-2875;NA
Heidelberg University;2014;828,24;10.5194/amt-7-3705-2014;FALSE;Copernicus;Atmospheric Measurement Techniques Discussions;1867-8610;NA
Heidelberg University;2014;1142,4;ÿ10.3389/fnhum.2014.00416;FALSE;Frontiers;Frontiers in HUMAN NEUROSCIENCE;1662-5161;NA
Heidelberg University;2014;1779,3;10.3390/molecules19066952;FALSE;MDPI;Molecules;1420-3049;NA
Heidelberg University;2014;1523;ÿ10.1186/s12879-014-0562-8;FALSE;BMC;BMC Infectious Diseases;1471-2334;NA
Heidelberg University;2014;1207,03;10.1371/journal.pone.0100533;FALSE;PLOS;PLOS ONE;1932-6203;NA
Heidelberg University;2014;1523;ÿ10.1186/1472-6920-14-145;FALSE;BMC;BMC Medical Education;1472-6920;NA
Heidelberg University;2014;1342,32;10.1186/1748-717X-9-133;FALSE;BMC;Radiation Oncology;1748-717X;NA
Heidelberg University;2014;861,56;ÿ10.1186/1756-0500-7-613;FALSE;BMC;BMC Research notes;1756-0500;NA
Heidelberg University;2014;1523;ÿ10.1186/1744-9081-10-41;FALSE;BMC;Behavioral and Brain Functions;1744-9081;NA
Heidelberg University;2014;1428;10.2340/00015555-1907;FALSE;Acta Dermato-Venereologica;Acta Dermato-Venereologica ;0001-5555;NA
Heidelberg University;2014;874,65;10.5194/nhessd-2-4263-2014;FALSE;Copernicus;Natural Hazards and Earth System Sciences;1684-9981;NA
Heidelberg University;2014;1523,2;ÿ10.3389/fnbeh.2014.00212;FALSE;Frontiers;Frontiers in behavioral neuroscience;1662-5153;NA
Heidelberg University;2014;1342,32;10.1186/1748-717X-9-141;FALSE;"BMC
";Radiation oncology;1748-717X;NA
Heidelberg University;2014;1523;10.1186/1745-6215-15-243;FALSE;"BMC
";Trials;1745-6215;NA
Heidelberg University;2014;1959,17;10.1159/000358723;FALSE;Karger;Cellular Physiology and Biochemistry;1421-9778;NA
Heidelberg University;2014;1052,09;10.1155/2014/370307;FALSE;Hindawi;Neural Plasticity;1687-5443;NA
Heidelberg University;2014;799,68;10.5194/osd-11-1691-2014;FALSE;Copernicus;Ocean science discussions;1812-0806;NA
Heidelberg University;2014;1196,1;10.1371/journal.pone.0102896;FALSE;PLOS;PLOS ONE;1932?6203;NA
Heidelberg University;2014;1708,84;10.2147/DDDT.S68542;FALSE;Dovepress;Drug design, development and therapy;1177-8881;NA
Heidelberg University;2014;966,28;10.5194/amtd-7-6501-2014;FALSE;Copernicus;Atmopsheric Measurement Techniques;1867-1381;NA
Heidelberg University;2014;1618,4;10.1002/cam4.305;FALSE;Wiley;Cancer Medicine;2045-7634;NA
Heidelberg University;2014;1523;10.1186/1472-6831-14-105;FALSE;BMC;BMC Oral Health;1472-6831;NA
Heidelberg University;2014;960;10.3389/fpsyt.2014.00091;FALSE;Frontiers;Frontiers in psychiatry;1664-0640;NA
Heidelberg University;2014;1746,92;ÿ10.1186/s13018-014-0143-y;FALSE;BMC;Journal of Orthopaedic Surgery and Research;1749-799X;NA
Heidelberg University;2014;1594,6;10.1186/1471-2318-14-117;FALSE;BMC;BMC Geriatrics;1471-2318;NA
Heidelberg University;2014;1827,84;10.1186/s13018-014-0123-2;FALSE;BMC;Journal of Orthopaedic Surgery and Research;1749-799X;NA
Heidelberg University;2014;1568,67;10.1186/1756-0500-7-613;FALSE;OMICS Publ. Group;Journal of Pulmonary & Respiratory Medicine ;2161-105X;NA
Heidelberg University;2014;1746,92; 10.1186/2047-783X-19-24.;FALSE;BMC;European Journal of Medical Research;2047-783X;NA
Heidelberg University;2014;1342,32; 10.1186/1748-717X-9-203.;FALSE;BMC;Radiation oncology;1748-717X;NA
Heidelberg University;2014;1342,32;ÿ10.1186/1748-717X-9-113;FALSE;BMC;Radiation oncology;1748-717x;NA
Heidelberg University;2014;1342,32;10.1186/s12968-015-0123-3;FALSE;BMC;BMC Journal of Cardiovascular Magnetic Resonance;1532-429X;NA
Heidelberg University;2014;1523;10.1186/s13063-014-0538-4;FALSE;BMC;Trials;1745-6215;NA
Heidelberg University;2014;1523;10.1186/s12909-015-0292-7;FALSE;BMC;BMC Medical Education ;1472-6920;NA
Heidelberg University;2014;1523;10.1186/s12909-015-0286-5;FALSE;BMC;BMC Medical Education ;1472-6920;NA
Heidelberg University;2014;1594,6;10.1186/s13628-015-0024-8;FALSE;BMC;BMC Biophysics;2046-1682;NA
Heidelberg University;2014;1594,6;10.1186/s12865-015-0111-2;FALSE;BMC;BMC Immunology;1471-2172;NA
Heidelberg University;2014;2042;10.1186/s12915-015-0126-4;FALSE;BMC;Genome Biology;1474-760X;NA
Heidelberg University;2014;1594,6;10.1186/s12887-015-0523-4;FALSE;BMC;BMC Pediatrics;1471-2431;NA
