institution;period;PMCID;PMID;DOI;Publisher;Journal title;ISSN;euro;is_hybrid
Wellcome Trust;2014;PMC3884654;24149842;10.1261/rna.041517.113;Cold Spring Harbor Laboratory Press;RNA;1355-8382, 1469-9001;1133.69;TRUE
Wellcome Trust;2014;PMC4150065;25037570;10.1242/jcs.152058;Company of Biologists;Journal of Cell Science;0021-9533, 1477-9137;3664.50;TRUE
Wellcome Trust;2014;PMC3742142;23942515;10.1242/dev.091033;Company of Biologists;Development;0950-1991, 1477-9129;2931.60;TRUE
Wellcome Trust;2014;PMC3775416;24046318;10.1242/dev.091934;Company of Biologists;Development;0950-1991, 1477-9129;2931.60;TRUE
Wellcome Trust;2014;PMC3879817;24381197;10.1242/dev.099119;Company of Biologists;Development;0950-1991, 1477-9129;2931.60;TRUE
Wellcome Trust;2014;PMC3899821;24449845;10.1242/dev.103978;Company of Biologists;Development;0950-1991, 1477-9129;2931.60;TRUE
Wellcome Trust;2014;PMC3929414;24504341;10.1242/dev.096875;Company of Biologists;Development;0950-1991, 1477-9129;2931.60;TRUE
Wellcome Trust;2014;PMC3957375;24598166;10.1242/dev.102426;Company of Biologists;Development;0950-1991, 1477-9129;2931.60;TRUE
Wellcome Trust;2014;PMC3687696;23606741;10.1242/jcs.115410;Company of Biologists;Journal of Cell Science;0021-9533, 1477-9137;1978.83;TRUE
Wellcome Trust;2014;PMC3833432;24173804;10.1242/dev.101378;Company of Biologists;Development;0950-1991, 1477-9129;2931.60;TRUE
Wellcome Trust;2014;;25183868;10.1242/dev.094037;Company of Biologists;Development;0950-1991, 1477-9129;3664.50;TRUE
Wellcome Trust;2014;;25074813;10.1242/jcs.154757;Company of Biologists;Journal of Cell Science;0021-9533, 1477-9137;3664.50;TRUE
Wellcome Trust;2014;PMC3828770;24244860;10.1242/bio.20136296;Company of Biologists;Biology Open;2046-6390;1275.25;FALSE
Wellcome Trust;2014;PMC3863415;24337115;10.1242/bio.20134671;Company of Biologists;Biology Open;2046-6390;1275.25;FALSE
Wellcome Trust;2014;PMC3925319;24463365;10.1242/bio.20147245;Company of Biologists;Biology Open;2046-6390;1275.25;FALSE
Wellcome Trust;2014;PMC4058079;24795148;10.1242/bio.20146601;Company of Biologists;Biology Open;2046-6390;1275.25;FALSE
Wellcome Trust;2014;PMC4021467;24833669;10.1242/jcs.114272;Company of Biologists;CELL SCIENCE;0021-9533, 1477-9137;2931.60;TRUE
Wellcome Trust;2014;PMC4197537;25038043;10.1242/dev.111427;Company of Biologists;Development;0950-1991, 1477-9129;3664.50;TRUE
Wellcome Trust;2014;PMC4197544;25063452;10.1242/dev.112623;Company of Biologists;Development;0950-1991, 1477-9129;3664.50;TRUE
Wellcome Trust;2014;PMC4197659;25053432;10.1242/dev.109827;Company of Biologists;Development;0950-1991, 1477-9129;3664.50;TRUE
Wellcome Trust;2014;PMC4197698;25294944;10.1242/dev.111310;Company of Biologists;Development;0950-1991, 1477-9129;3664.50;TRUE
Wellcome Trust;2014;PMC4197710;25294943;10.1242/dev.111054;Company of Biologists;Development;0950-1991, 1477-9129;3664.50;TRUE
Wellcome Trust;2014;PMC4199125;25139854;10.1242/dev.110841;Company of Biologists;Development;0950-1991, 1477-9129;3664.50;TRUE
Wellcome Trust;2014;PMC3994774;24718991;10.1242/dev.104760;Company of Biologists;Development;0950-1991, 1477-9129;2931.60;TRUE
Wellcome Trust;2014;PMC3994776;24718989;10.1242/dev.107045;Company of Biologists;Development;0950-1991, 1477-9129;2931.60;TRUE
Wellcome Trust;2014;PMC4011086;24803657;10.1242/dev.104711;Company of Biologists;Development;0950-1991, 1477-9129;2931.60;TRUE
Wellcome Trust;2014;PMC4075355;24794496;10.1242/jcs.146167;Company of Biologists;Journal of Cell Science;0021-9533, 1477-9137;3664.50;TRUE
Wellcome Trust;2014;PMC4075357;24806960;10.1242/jcs.145565;Company of Biologists;Journal of Cell Science;0021-9533, 1477-9137;3664.50;TRUE
Wellcome Trust;2014;PMC4095857;24794494;10.1242/jcs.150425;Company of Biologists;Journal of Cell Science;0021-9533, 1477-9137;3664.50;TRUE
Wellcome Trust;2014;PMC4179493;25074804;10.1242/jcs.154864;Company of Biologists;Journal of Cell Science;0021-9533, 1477-9137;3664.50;TRUE
Wellcome Trust;2014;PMC4215715;25179605;10.1242/jcs.155648;Company of Biologists;Journal of Cell Science;0021-9533, 1477-9137;3664.50;TRUE
Wellcome Trust;2014;PMC4231307;25278552;10.1242/jcs.156299;Company of Biologists;Journal of Cell Science;0021-9533, 1477-9137;3664.50;TRUE
Wellcome Trust;2014;PMC3772384;23868979;10.1242/jcs.128728;Company of Biologists;Journal of Cell Science;0021-9533, 1477-9137;2931.60;TRUE
Wellcome Trust;2014;PMC3820245;23986484;10.1242/jcs.133421;Company of Biologists;Journal of Cell Science;0021-9533, 1477-9137;2931.60;TRUE
Wellcome Trust;2014;PMC3889398;24190887;10.1242/jcs.132290;Company of Biologists;Journal of Cell Science;0021-9533, 1477-9137;2931.60;TRUE
Wellcome Trust;2014;PMC3937775;24413172;10.1242/jcs.141788;Company of Biologists;Journal of Cell Science;0021-9533, 1477-9137;2931.60;TRUE
Wellcome Trust;2014;PMC3953814;24463820;10.1242/jcs.133066;Company of Biologists;Journal of Cell Science;0021-9533, 1477-9137;2931.60;TRUE
Wellcome Trust;2014;PMC3953816;24424030;10.1242/jcs.140087;Company of Biologists;Journal of Cell Science;0021-9533, 1477-9137;2931.60;TRUE
Wellcome Trust;2014;PMC3953821;24424027;10.1242/jcs.146373;Company of Biologists;Journal of Cell Science;0021-9533, 1477-9137;2931.60;TRUE
Wellcome Trust;2014;PMC4004971;24790221;10.1242/jcs.140020;Company of Biologists;Journal of Cell Science;0021-9533, 1477-9137;2931.60;TRUE
Wellcome Trust;2014;PMC4021475;24634514;10.1242/jcs.144337;Company of Biologists;Journal of Cell Science;0021-9533, 1477-9137;2931.60;TRUE
Wellcome Trust;2014;PMC4058113;24741069;10.1242/jcs.145045;Company of Biologists;Journal of Cell Science;0021-9533, 1477-9137;2931.60;TRUE
Wellcome Trust;2014;PMC4038944;24695856;10.1242/jcs.142331;Company of Biologists;Journal of Cell Science;0021-9533, 1477-9137;1465.80;TRUE
Wellcome Trust;2014;PMC3860315;24127564;10.1242/jcs.139139;Company of Biologists;Journal of Cell Sciences;0021-9533, 1477-9137;2931.60;TRUE
Wellcome Trust;2014;PMC4148188;24948629;10.1242/jeb.107169;Company of Biologists;Journal of Experimental Biology;0022-0949, 1477-9145;3664.50;TRUE
Wellcome Trust;2014;PMC3787581;24093049;10.1515/bmc-2013-0023;De Gruyter;BioMolecular Concepts;1868-5021, 1868-503X;1800.59;TRUE
Wellcome Trust;2014;PMC3998850;24790465;10.2147/CEG.S56725;Dove Medical Press;Clinical & Experimental Gastroenterology;1178-7023;1729.64;FALSE
Wellcome Trust;2014;PMC4175176;24958194;10.1016/j.neurobiolaging.2014.05.013;Ecological Society of America;Neurobiology of Aging;0197-4580, 1558-1497;1988.60;TRUE
Wellcome Trust;2014;PMC4194317;25201686;10.1016/j.cub.2014.08.006;Ecological Society of America;Current Biology;0960-9822, 1879-0445;3545.72;TRUE
Wellcome Trust;2014;PMC3999514;24440354;10.1016/j.febslet.2013.12.030;Elsevier;FEBS Letters;0014-5793, 1873-3468;1642.40;TRUE
Wellcome Trust;2014;;25106740;10.1016/j.bbr.2014.07.049;Elsevier;Behavioural Brain Research;0166-4328, 1872-7549;1930.78;TRUE
Wellcome Trust;2014;;24161509;10.1016/j.biochi.2013.10.011;Elsevier;Biochimie;0300-9084, 1638-6183;1973.09;TRUE
Wellcome Trust;2014;;24021855;10.1016/j.concog.2013.08.011;Elsevier;Consciousness and Cognition;1053-8100, 1090-2376;1472.70;TRUE
Wellcome Trust;2014;;25282688;10.1016/j.copbio.2014.08.005;Elsevier;Current Opinion in Biotechnology;0958-1669, 1879-0429;3184.61;TRUE
Wellcome Trust;2014;;25079053;10.1016/j.conb.2014.05.004;Elsevier;Current Opinion in Neurobiology;0959-4388, 1873-6882;3308.29;TRUE
Wellcome Trust;2014;;25240227;10.1016/j.sbi.2014.08.012;Elsevier;Current Opinion in Structural Biology;0959-440X, 1879-033X;3186.62;TRUE
Wellcome Trust;2014;;24457038;10.1016/j.ehb.2013.11.003;Elsevier;Economics and Human Biology;1570-677X, 1873-6130;1600.09;TRUE
Wellcome Trust;2014;;24874090;10.1016/j.endeavour.2014.04.001;Elsevier;Endeavour;0160-9327, 1873-1929;658.67;TRUE
Wellcome Trust;2014;;25173971;10.1016/j.jep.2014.08.018;Elsevier;Journal of Ethnopharmacology;0378-8741, 1872-7573;2592.72;TRUE
;;;;;;;;;
Wellcome Trust;2014;;25234119;10.1016/j.neuroimage.2014.09.018;Elsevier;Neuroimage;1053-8119, 1095-9572;1531.82;TRUE
Wellcome Trust;2014;;25107491;10.1016/j.neubiorev.2014.07.025;Elsevier;Neuroscience & Biobehavioral Reviews ;0149-7634, 1873-7528;2632.89;TRUE
Wellcome Trust;2014;;25195980;10.1016/j.neubiorev.2014.08.013;Elsevier;Neuroscience & Biobehavioral Reviews ;0149-7634, 1873-7528;2592.73;TRUE
Wellcome Trust;2014;PMC4165625;24816046;10.1016/S0140-6736(14)60379-2;Elsevier;Lancet;0140-6736, 1474-547X;4375.83;TRUE
Wellcome Trust;2014;PMC4124855;25110636;10.1016/S2215-0366(14)70223-8;Elsevier;Lancet Psychiatry;2215-0366, 2215-0374;4375.83;TRUE
Wellcome Trust;2014;PMC3932964;24218071;10.1016/j.ophtha.2013.09.027;Elsevier;Ophthalmology;0143-005X, 1470-2738;2347.38;TRUE
Wellcome Trust;2014;PMC3989029;24406720;10.1016/j.bbr.2013.12.040;Elsevier;Behavioural Brain Research;0166-4328, 1872-7549;1939.74;TRUE
Wellcome Trust;2014;PMC4062933;24835992;10.1016/j.celrep.2014.04.023;Elsevier;Cell Press;2211-1247;4309.26;FALSE
Wellcome Trust;2014;PMC4022835;24767991;10.1016/j.celrep.2014.03.050;Elsevier;Cell Reports;2211-1247;4345.36;FALSE
Wellcome Trust;2014;PMC4074343;24931607;10.1016/j.celrep.2014.05.037;Elsevier;Cell Reports;2211-1247;4345.36;FALSE
Wellcome Trust;2014;PMC3969273;24440715;10.1016/j.celrep.2013.12.033;Elsevier;Cell Reports;2211-1247;3715.95;FALSE
Wellcome Trust;2014;PMC4062935;24857660;10.1016/j.celrep.2014.04.012;Elsevier;Cell Reports;2211-1247;3673.15;FALSE
Wellcome Trust;2014;PMC3989038;24315731;10.1016/j.cortex.2013.10.011;Elsevier;Cortex;0010-9452, 1973-8102;2023.41;TRUE
Wellcome Trust;2014;PMC3969286;24581689;10.1016/j.mib.2013.11.001;Elsevier;Current Opinion in Microbiology;1369-5274, 1879-0364;3616.59;TRUE
Wellcome Trust;2014;PMC4150985;24999062;10.1016/j.drugalcdep.2014.06.015;Elsevier;Drug and Alcohol Dependence;0376-8716, 1879-0046;1793.48;TRUE
Wellcome Trust;2014;PMC3972632;23778147;10.1016/j.expneurol.2013.06.010;Elsevier;Experimental Neurology;0014-4886, 1090-2430;2171.51;TRUE
Wellcome Trust;2014;PMC4046229;24333634;10.1016/j.freeradbiomed.2013.12.006;Elsevier;Free radical biology & medicine;0891-5849, 1873-4596;1911.97;TRUE
Wellcome Trust;2014;PMC4161391;25011008;10.1016/j.fgb.2014.06.011;Elsevier;Fungal Genetics and Biology;1087-1845, 1096-0937;1581.16;TRUE
Wellcome Trust;2014;PMC3969301;24321822;10.1016/j.heares.2013.11.008;Elsevier;Hearing Research;0378-5955, 1878-5891;1604.72;TRUE
Wellcome Trust;2014;PMC4266795;25516825;10.1016/j.ijpddr.2014.07.003;Elsevier;"International Journal of Parasitology; Drug & Drug Resistance ";2211-3207;1293.75;FALSE
Wellcome Trust;2014;PMC3979107;24388011;10.1016/j.jaci.2013.10.056;Elsevier;Journal of Allergy and Clinical Immunology;0091-6749, 1097-6825;2329.03;TRUE
Wellcome Trust;2014;PMC3989117;24444818;10.1016/j.jcpa.2013.11.204;Elsevier;Journal of Comparative Pathology;0021-9975, 1532-3129;2758.05;TRUE
Wellcome Trust;2014;PMC4141889;25005882;10.1016/j.vaccine.2014.05.038;Elsevier;Lancet Global Health;0264-410X, 1873-2518;1312.32;TRUE
Wellcome Trust;2014;PMC3988956;24462750;10.1016/j.molbiopara.2014.01.002;Elsevier;Molecular & Biochemical Parasitology;0166-6851, 1872-9428;1956.78;TRUE
Wellcome Trust;2014;PMC4222701;25111964;10.1016/j.molbiopara.2014.07.012;Elsevier;Molecular & Biochemical Parasitology;0166-6851, 1872-9428;1866.21;TRUE
Wellcome Trust;2014;PMC4008386;24444792;10.1016/j.mcn.2014.01.002;Elsevier;Molecular and Cellular Neuroscience;1044-7431, 1095-9327;1998.13;TRUE
Wellcome Trust;2014;PMC3969149;24300239;10.1016/j.neurobiolaging.2013.11.001;Elsevier;Neurobiology of Aging;0197-4580, 1558-1497;809.54;TRUE
Wellcome Trust;2014;PMC3988851;24342225;10.1016/j.neuroimage.2013.12.003;Elsevier;Neuroimage;1053-8119, 1095-9572;2008.28;TRUE
Wellcome Trust;2014;PMC4073650;24412400;10.1016/j.neuroimage.2013.12.026;Elsevier;Neuroimage;1053-8119, 1095-9572;1968.04;TRUE
Wellcome Trust;2014;PMC3991849;24287440;10.1016/j.neuroimage.2013.11.037;Elsevier;Neuroimage;1053-8119, 1095-9572;1711.02;TRUE
Wellcome Trust;2014;PMC3988837;24440530;10.1016/j.neuroimage.2014.01.011;Elsevier;Neuroimage;1053-8119, 1095-9572;1639.97;TRUE
Wellcome Trust;2014;PMC4073651;24345387;10.1016/j.neuroimage.2013.12.009;Elsevier;Neuroimage;1053-8119, 1095-9572;1631.17;TRUE
Wellcome Trust;2014;PMC3988925;24440529;10.1016/j.neuroimage.2014.01.012;Elsevier;Neuroimage;1053-8119, 1095-9572;1621.19;TRUE
Wellcome Trust;2014;PMC4055894;24936433;10.1016/j.nicl.2014.05.009;Elsevier;NeuroImage: Clinical;2213-1582;1301.90;FALSE
Wellcome Trust;2014;PMC3830060;24273726;10.1016/j.nicl.2013.10.005;Elsevier;NeuroImage: Clinical;2213-1582;1162.92;FALSE
Wellcome Trust;2014;PMC3988992;24444549;10.1016/j.nmd.2013.12.001;Elsevier;Neuromuscular Disorders;0960-8966, 1873-2364;2706.73;TRUE
Wellcome Trust;2014;PMC4022839;24811381;10.1016/j.neuron.2014.03.012;Elsevier;Neuron;0896-6273, 1097-4199;4299.04;TRUE
Wellcome Trust;2014;PMC3979113;24269876;10.1016/j.parint.2013.11.002;Elsevier;Parasitology;1383-5769, 1873-0329;2037.44;TRUE
Wellcome Trust;2014;PMC3988954;24406266;10.1016/j.placenta.2013.11.016;Elsevier;Placenta;0143-4004, 1532-3102;2666.80;TRUE
Wellcome Trust;2014;PMC4210662;25117497;10.1016/j.pbiomolbio.2014.08.005;Elsevier;Progress in Biophysics and Molecular Biology;0079-6107, 1873-1732;2485.47;TRUE
Wellcome Trust;2014;PMC3988927;24467873;10.1016/j.psychres.2013.12.026;Elsevier;Psychiatry Research;0165-1781, 1872-7123;1887.65;TRUE
Wellcome Trust;2014;PMC3988953;24581550;10.1016/j.schres.2014.02.001;Elsevier;Schizophrenia Research;0920-9964, 1573-2509;2236.70;TRUE
Wellcome Trust;2014;PMC4166404;24998031;10.1016/j.schres.2014.06.011;Elsevier;Schizophrenia Research;0920-9964, 1573-2509;2164.93;TRUE
Wellcome Trust;2014;PMC3871394;24371807;10.1016/j.stemcr.2013.11.010;Elsevier;Stem Cell Reports;2213-6711;2702.76;FALSE
Wellcome Trust;2014;PMC3988984;24582434;10.1016/j.str.2014.01.009;Elsevier;Structure;0969-2126, 1878-4186;3761.24;TRUE
Wellcome Trust;2014;PMC4085477;24928762;10.1016/j.tibs.2014.05.001;Elsevier;Trends in Biological Science;0968-0004;2660.55;TRUE
Wellcome Trust;2014;PMC4158425;24938173;10.1016/j.tim.2014.05.007;Elsevier;Trends in Microbiology;0966-842X, 1878-4380;2690.13;TRUE
Wellcome Trust;2014;PMC3969587;24369986;10.1016/j.tube.2013.11.003;Elsevier;Tuberculosis;1472-9792, 1873-281X;1906.03;TRUE
Wellcome Trust;2014;;24560929;10.1016/j.bbagrm.2014.02.007;Elsevier;Biochimica et Biophysica Acta;0006-3002;2684.67;TRUE
Wellcome Trust;2014;;23438426;10.1016/j.epidem.2012.09.002;Elsevier;Epidemics;1755-4365, 1878-0067;1735.18;FALSE
Wellcome Trust;2014;;22306464;10.1016/j.jmb.2012.01.017;Elsevier;Molecular Biology;0022-2836, 1089-8638;2642.19;TRUE
Wellcome Trust;2014;;23727322;10.1016/j.neuroimage.2013.05.082;Elsevier;Neuroimage;1053-8119, 1095-9572;2160.39;TRUE
Wellcome Trust;2014;PMC3834546;23582870;10.1016/j.jaac.2013.01.004;Elsevier;Journal of the American Academy of Child and Adolescent Psychiatry ;0890-8567, 1527-5418;2885.40;TRUE
Wellcome Trust;2014;PMC3842597;23473318;10.1016/j.neuron.2013.01.006;Elsevier;Neuron;0896-6273, 1097-4199;4422.25;TRUE
Wellcome Trust;2014;PMC4046649;24184340;10.1016/j.ajog.2013.10.879;Elsevier;American Journal of Obstetrics and Gynecology;0002-9378, 1097-6868;2852.57;TRUE
Wellcome Trust;2014;PMC3888925;24239689;10.1016/j.bbr.2013.11.003;Elsevier;Behavioral Brain Research;0166-4328, 1872-7549;2090.40;TRUE
Wellcome Trust;2014;PMC3898473;24334209;10.1016/j.brat.2013.10.010;Elsevier;Behaviour Research and Therapy;0005-7967, 1873-622X;2767.71;TRUE
Wellcome Trust;2014;PMC3893480;24054170;10.1016/j.bpobgyn.2013.08.013;Elsevier;Best Practice and Research Clinical Obstetrics & Gynaecology;1521-6934, 1532-1932;1924.72;TRUE
Wellcome Trust;2014;PMC3857600;24275187;10.1016/j.beem.2013.10.003;Elsevier;Best Practice and Research in Clinical Endocrinology and Metabolism;1521-690X, 1878-1594;2310.83;TRUE
Wellcome Trust;2014;PMC3639367;23523790;10.1016/j.bbrc.2013.03.031;Elsevier;Biochemical and Biophysical Research Communications;0006-291X, 1090-2104;4741.45;TRUE
Wellcome Trust;2014;PMC3725419;23296203;10.1016/j.bbrc.2012.12.113;Elsevier;Biochemical and Biophysical Research Communications;0006-291X, 1090-2104;3013.94;TRUE
Wellcome Trust;2014;PMC3793857;23085255;10.1016/j.bbagrm.2012.10.003;Elsevier;Biochimica et Biophysica Acta;0006-3002;2807.23;TRUE
Wellcome Trust;2014;PMC4316175;24798078;10.1016/j.bbagrm.2014.04.020;Elsevier;Biochimica et Biophysica Acta;0006-3002;2667.02;TRUE
Wellcome Trust;2014;PMC3898479;24161539;10.1016/j.bbadis.2013.10.008;Elsevier;Biochimica et Biophysica Acta - Molecular Basis of Disease;0006-3002;2780.01;TRUE
Wellcome Trust;2014;PMC3898085;23973096;10.1016/j.biopsych.2013.07.013;Elsevier;Biological Psychiatry;0006-3223, 1873-2402;2956.52;TRUE
Wellcome Trust;2014;PMC4183378;24673882;10.1016/j.biopsych.2014.02.013;Elsevier;Biological Psychiatry;0006-3223, 1873-2402;2737.87;TRUE
Wellcome Trust;2014;PMC3988873;23790224;10.1016/j.biopsych.2013.05.013;Elsevier;Biological Psychiatry;0006-3223, 1873-2402;2728.00;TRUE
Wellcome Trust;2014;PMC4192134;24387822;10.1016/j.biopsych.2013.11.028;Elsevier;Biological Psychiatry;0006-3223, 1873-2402;2689.40;TRUE
Wellcome Trust;2014;PMC3853620;24063955;10.1016/j.biopsycho.2013.09.010;Elsevier;Biological Psychology;0301-0511, 1873-6246;1773.08;TRUE
Wellcome Trust;2014;PMC3898688;24268410;10.1016/j.cub.2013.10.017;Elsevier;Biology;0960-9822, 1879-0445;3867.95;TRUE
Wellcome Trust;2014;PMC3898921;23394865;10.1016/j.bmc.2013.01.009;Elsevier;Bioorganic & Medicinal Chemistry;0968-0896, 1464-3391;2859.51;TRUE
Wellcome Trust;2014;PMC3898987;24128813;10.1016/j.bmc.2013.09.028;Elsevier;Bioorganic & Medicinal Chemistry;0968-0896, 1464-3391;2168.04;TRUE
Wellcome Trust;2014;PMC3776224;23916149;10.1016/j.bmc.2013.07.004;Elsevier;Bioorganic & Medicinal Chemistry;0968-0896, 1464-3391;1755.36;TRUE
Wellcome Trust;2014;PMC3880853;23395096;10.1016/j.bandl.2012.12.008;Elsevier;Brain and Language;0093-934X, 1090-2155;809.54;TRUE
Wellcome Trust;2014;PMC3893483;24314909;10.1016/j.brs.2013.09.005;Elsevier;Brain Stimulation;1935-861X;2412.23;TRUE
Wellcome Trust;2014;PMC4180011;24924734;10.1016/j.brs.2014.04.009;Elsevier;Brain Stimulation;1935-861X;2175.81;TRUE
Wellcome Trust;2014;PMC3675681;22749891;10.1016/j.bbi.2012.06.010;Elsevier;Brain, Behavior, and Immunity;0889-1591, 1090-2139;2809.91;TRUE
Wellcome Trust;2014;PMC3781322;23911317;10.1016/j.cell.2013.07.011;Elsevier;Cell;0092-8674, 1097-4172;4834.40;TRUE
Wellcome Trust;2014;PMC3898689;23993098;10.1016/j.cell.2013.08.004;Elsevier;Cell;0092-8674, 1097-4172;4731.90;TRUE
Wellcome Trust;2014;PMC3790457;24035192;10.1016/j.cell.2013.08.034;Elsevier;Cell;0092-8674, 1097-4172;4566.06;TRUE
Wellcome Trust;2014;PMC3807682;24075010;10.1016/j.cell.2013.09.007;Elsevier;Cell;0092-8674, 1097-4172;4540.47;TRUE
Wellcome Trust;2014;PMC3898482;24439386;10.1016/j.cell.2013.11.043;Elsevier;Cell;0092-8674, 1097-4172;3881.72;TRUE
Wellcome Trust;2014;PMC3887257;24411943;10.1016/j.cmet.2013.11.021;Elsevier;Cell Metabolism;1550-4131, 1932-7420;4584.12;TRUE
Wellcome Trust;2014;PMC3945818;24361012;10.1016/j.cmet.2013.11.015;Elsevier;Cell Metabolism;1550-4131, 1932-7420;3763.38;TRUE
Wellcome Trust;2014;PMC3485559;22901742;10.1016/j.cell.2012.07.028;Elsevier;Cell Press;0092-8674, 1097-4172;4539.80;TRUE
Wellcome Trust;2014;PMC3898267;24360955;10.1016/j.celrep.2013.11.032;Elsevier;Cell Reports;2211-1247;3159.95;FALSE
Wellcome Trust;2014;PMC3793873;23954751;10.1016/j.stem.2013.07.010;Elsevier;Cell Stem Cell;1934-5909, 1875-9777;5332.40;TRUE
Wellcome Trust;2014;PMC3776226;23707528;10.1016/j.cellsig.2013.05.004;Elsevier;Cellular Signalling;0898-6568, 1873-3913;2102.69;TRUE
Wellcome Trust;2014;PMC3899027;24210218;10.1016/j.chembiol.2013.09.008;Elsevier;Chemistry & Biology;1074-5521, 1879-1301;4672.86;TRUE
Wellcome Trust;2014;PMC3899023;24290882;10.1016/j.chembiol.2013.10.012;Elsevier;Chemistry & Biology;1074-5521, 1879-1301;4649.69;TRUE
Wellcome Trust;2014;PMC3991321;24161608;10.1016/j.clinph.2013.10.001;Elsevier;Clinical Neurophysiology;1388-2457, 1872-8952;2861.88;TRUE
Wellcome Trust;2014;PMC4032573;24290850;10.1016/j.clinph.2013.11.001;Elsevier;Clinical Neurophysiology;1388-2457, 1872-8952;2816.38;TRUE
Wellcome Trust;2014;PMC3545187;23123567;10.1016/j.cpr.2012.09.001;Elsevier;Clinical Psychology Review;0272-7358, 1873-7811;2765.99;TRUE
Wellcome Trust;2014;PMC3629560;23280149;10.1016/j.cognition.2012.11.002;Elsevier;Cognition;0010-0277, 1873-7838;2914.46;TRUE
Wellcome Trust;2014;PMC3764336;23433243;10.1016/j.cortex.2013.01.004;Elsevier;Cortex;0010-9452, 1973-8102;3050.51;TRUE
Wellcome Trust;2014;PMC3902200;23578749;10.1016/j.cortex.2013.01.009;Elsevier;Cortex;0010-9452, 1973-8102;2683.06;TRUE
Wellcome Trust;2014;PMC3629558;23416101;10.1016/j.cub.2013.01.068;Elsevier;Current Biology;0960-9822, 1879-0445;5096.22;TRUE
Wellcome Trust;2014;PMC3696731;23523247;10.1016/j.cub.2013.03.003;Elsevier;Current Biology;0960-9822, 1879-0445;5035.55;TRUE
Wellcome Trust;2014;PMC3722484;23810532;10.1016/j.cub.2013.05.045;Elsevier;Current Biology;0960-9822, 1879-0445;4936.99;TRUE
Wellcome Trust;2014;PMC3765947;22608513;10.1016/j.cub.2012.03.064;Elsevier;Current Biology;0960-9822, 1879-0445;4637.60;TRUE
Wellcome Trust;2014;PMC3919155;24440399;10.1016/j.cub.2013.12.049;Elsevier;Current Biology;0960-9822, 1879-0445;4479.77;TRUE
Wellcome Trust;2014;PMC3928991;24388851;10.1016/j.cub.2013.11.044;Elsevier;Current Biology;0960-9822, 1879-0445;4468.91;TRUE
Wellcome Trust;2014;PMC3898796;24354016;10.1016/j.cub.2013.09.012;Elsevier;Current Biology;0960-9822, 1879-0445;4297.37;TRUE
Wellcome Trust;2014;PMC3898692;24309286;10.1016/j.cub.2013.10.051;Elsevier;Current Biology;0960-9822, 1879-0445;3941.33;TRUE
Wellcome Trust;2014;PMC3928820;24388853;10.1016/j.cub.2013.12.011;Elsevier;Current Biology;0960-9822, 1879-0445;3869.42;TRUE
Wellcome Trust;2014;PMC3898714;24291092;10.1016/j.cub.2013.10.052;Elsevier;Current Biology;0960-9822, 1879-0445;3761.15;TRUE
Wellcome Trust;2014;PMC3928995;24456976;10.1016/j.cub.2013.11.061;Elsevier;Current Biology;0960-9822, 1879-0445;3715.95;TRUE
Wellcome Trust;2014;PMC3807876;23886475;10.1016/j.ceb.2013.06.010;Elsevier;Current Opinion in Cell Biology;0955-0674, 1879-0410;3520.47;TRUE
Wellcome Trust;2014;PMC3752971;22878161;10.1016/j.conb.2012.07.005;Elsevier;Current Opinion in Neurobiology;0959-4388, 1873-6882;2754.89;TRUE
Wellcome Trust;2014;PMC3838618;24035446;10.1016/j.coph.2013.08.013;Elsevier;Current Opinion in Pharmacology;1471-4892, 1471-4973;3593.13;TRUE
Wellcome Trust;2014;PMC3578095;23265640;10.1016/j.sbi.2012.11.009;Elsevier;Current Opinion in Structural Biology;0959-440X, 1879-033X;2714.44;TRUE
Wellcome Trust;2014;PMC3722486;23624311;10.1016/j.ydbio.2013.04.017;Elsevier;Developmental Biology;0012-1606, 1095-564X;1745.62;TRUE
Wellcome Trust;2014;PMC3858806;24104056;10.1016/j.ydbio.2013.09.029;Elsevier;Developmental Biology;0012-1606, 1095-564X;1680.49;TRUE
Wellcome Trust;2014;PMC3928994;24269765;10.1016/j.ydbio.2013.11.014;Elsevier;Developmental Biology;0012-1606, 1095-564X;1672.56;TRUE
Wellcome Trust;2014;PMC3898928;23911934;10.1016/j.ydbio.2013.07.006;Elsevier;Developmental Biology;0012-1606, 1095-564X;1626.96;TRUE
Wellcome Trust;2014;PMC3898610;24389063;10.1016/j.devcel.2013.12.001;Elsevier;Developmental Cell;1534-5807, 1878-1551;4584.12;TRUE
Wellcome Trust;2014;PMC3791400;24091012;10.1016/j.devcel.2013.08.014;Elsevier;Developmental Cell;1534-5807, 1878-1551;4566.06;TRUE
Wellcome Trust;2014;PMC3898423;24209576;10.1016/j.devcel.2013.09.023;Elsevier;Developmental Cell;1534-5807, 1878-1551;4057.24;TRUE
Wellcome Trust;2014;PMC3929002;24342421;10.1016/j.drugalcdep.2013.11.017;Elsevier;Drug and Alcohol Dependence;0376-8716, 1879-0046;2322.45;TRUE
Wellcome Trust;2014;PMC3858811;23993917;10.1016/j.drudis.2013.08.015;Elsevier;Drug Discovery Today;1359-6446, 1878-5832;3590.43;TRUE
Wellcome Trust;2014;PMC3899051;22709667;10.1016/j.ehb.2012.04.015;Elsevier;Economics and Human Biology;1570-677X, 1873-6130;2726.68;TRUE
