institution,period,is_hybrid,DOI,euro
Wellcome Trust,2018,FALSE,10.1371/journal.pntd.0006612,1983.57
Wellcome Trust,2018,FALSE,10.1371/journal.pone.0201263,1338.77
Wellcome Trust,2018,FALSE,10.1371/journal.ppat.1007230,1997.80
Wellcome Trust,2018,TRUE,10.1021/acschembio.7b01093,1652.24
Wellcome Trust,2018,FALSE,10.7554/eLife.36530,2722.96
Wellcome Trust,2018,TRUE,10.1016/j.jmb.2018.07.026,2551.48
Wellcome Trust,2018,FALSE,10.1038/s41467-018-06027-1,4475.59
Wellcome Trust,2018,TRUE,10.1111/febs.14379,2147.95
Wellcome Trust,2018,TRUE,10.1101/gr.226845.117,2247.62
Wellcome Trust,2018,FALSE,10.1186/s13063-017-2318-4,1316.12
Wellcome Trust,2018,FALSE,10.1016/j.bbrep.2018.08.005,1728.49
Wellcome Trust,2018,TRUE,10.1016/j.bmcl.2018.07.044,2538.73
Wellcome Trust,2018,TRUE,10.1111/bjd.16722,2119.13
Wellcome Trust,2018,TRUE,10.18632/oncotarget.24545,2818.38
Wellcome Trust,2018,TRUE,10.18632/oncotarget.24750,2763.09
Wellcome Trust,2018,TRUE,10.1111/febs.14511,2147.95
Wellcome Trust,2018,TRUE,10.1111/mmi.13985,1967.40
Wellcome Trust,2018,TRUE,10.15252/embj.201796831,3560.13
Wellcome Trust,2018,TRUE,10.1021/acs.jmedchem.8b00842,2222.32
Wellcome Trust,2018,TRUE,10.15252/embj.201899021,3560.13
Wellcome Trust,2018,TRUE,10.1111/bjd.17088	,2119.13
Wellcome Trust,2018,TRUE,10.1021/acs.jmedchem.7b01071,2145.66
Wellcome Trust,2018,TRUE,10.1002/jbio.201700166,2486.16
Wellcome Trust,2018,TRUE,10.1093/bioinformatics/bty823,1220.62
Wellcome Trust,2018,TRUE,10.1200/JCO.2017.76.1825,4912.47
Wellcome Trust,2018,TRUE,10.1016/j.atherosclerosis.2018.03.021,3194.75
Wellcome Trust,2018,TRUE,10.1016/j.ymthe.2018.03.017,3398.01
Wellcome Trust,2018,TRUE,10.1016/j.conb.2018.04.020,4407.18
Wellcome Trust,2018,TRUE,10.1016/j.ymthe.2018.05.002,2313.36
Wellcome Trust,2018,TRUE,10.1016/j.bpsc.2018.07.006,2717.83
Wellcome Trust,2018,TRUE,10.1016/j.shpsc.2017.05.004,1161.88
Wellcome Trust,2018,TRUE,10.1161/HYPERTENSIONAHA.116.08832,4029.65
Wellcome Trust,2018,TRUE,10.1098/rspb.2017.0809,2075.05
Wellcome Trust,2018,FALSE,10.1186/s12889-017-4497-z,1765.15
,,,,
Wellcome Trust,2018,TRUE,10.1083/jcb.201704120,4369.12
Wellcome Trust,2018,TRUE,10.1167/tvst.6.5.4,1943.31
Wellcome Trust,2018,TRUE,10.1016/j.ab.2017.09.002,3571.80
Wellcome Trust,2018,FALSE,10.7554/eLife.27082,2623.74
,,,,
Wellcome Trust,2018,FALSE,10.1016/j.celrep.2017.10.010,5528.40
Wellcome Trust,2018,TRUE,10.1136/heartjnl-2017-312269,2247.97
Wellcome Trust,2018,TRUE,10.1016/j.jclinepi.2017.10.013,3305.34
Wellcome Trust,2018,FALSE,10.1038/s41598-017-14809-8,1505.43
Wellcome Trust,2018,TRUE,10.1136/heartjnl-2017-312193,2247.97
Wellcome Trust,2018,TRUE,10.1093/ntr/ntx245,3115.28
Wellcome Trust,2018,FALSE,10.1038/s41467-017-01427-1,4272.16
Wellcome Trust,2018,TRUE,10.1186/s13059-017-1337-5,2448.01
Wellcome Trust,2018,TRUE,10.1136/bmj.j4788,3458.41
Wellcome Trust,2018,TRUE,10.2217/rme-2017-0065,2420.89
Wellcome Trust,2018,TRUE,10.1074/jbc.RA117.000160,1949.20
Wellcome Trust,2018,TRUE,10.1016/j.diff.2017.11.004,3302.74
Wellcome Trust,2018,TRUE,10.1093/medlaw/fwx052,2610.76
,,,,
Wellcome Trust,2018,TRUE,10.1093/nar/gkx1121,962.93
Wellcome Trust,2018,FALSE,10.1038/s41467-017-00859-z,4272.16
Wellcome Trust,2018,TRUE,10.1042/BST20170013,2379.07
Wellcome Trust,2018,FALSE,10.1186/s12939-017-0698-4,1829.57
Wellcome Trust,2018,TRUE,10.1017/S0033291717003415,2419.76
Wellcome Trust,2018,FALSE,10.1038/s41398-017-0010-9,3254.98
Wellcome Trust,2018,TRUE,10.1136/heartjnl-2017-312257,2247.97
Wellcome Trust,2018,TRUE,10.1242/dmm.031435,3858.41
Wellcome Trust,2018,FALSE,10.1136/bmjopen-2017-017771,1556.29
Wellcome Trust,2018,TRUE,10.1042/EBC20170091,2379.07
Wellcome Trust,2018,FALSE,10.1038/s41598-017-17278-1,1505.43
Wellcome Trust,2018,TRUE,10.1016/j.bcp.2017.12.013,3426.13
Wellcome Trust,2018,FALSE,10.1186/s12885-017-3864-6,1765.15
,,,,
Wellcome Trust,2018,TRUE,10.1002/hep.29734,1186.71
Wellcome Trust,2018,TRUE,10.1101/gr.225615.117,2435.49
Wellcome Trust,2018,FALSE,10.1038/s41598-017-17664-9,1505.43
Wellcome Trust,2018,TRUE,10.1534/genetics.117.300527,1826.20
Wellcome Trust,2018,FALSE,10.1136/bmjopen-2017-017929,1556.29
Wellcome Trust,2018,TRUE,10.1161/HYPERTENSIONAHA.115.07031,3840.97
Wellcome Trust,2018,FALSE,10.1186/s13063-017-2355-z,1765.15
Wellcome Trust,2018,FALSE,10.1186/s12910-017-0240-7,1765.15
,,,,
Wellcome Trust,2018,FALSE,10.1186/s12989-017-0237-x,1765.15
Wellcome Trust,2018,TRUE,10.1160/TH17-02-0138,2457.07
Wellcome Trust,2018,FALSE,10.1038/s41398-017-0034-1,3254.98
Wellcome Trust,2018,FALSE,10.1242/bio.030189,1361.89
Wellcome Trust,2018,TRUE,10.1098/rstb.2016.0444,2075.05
Wellcome Trust,2018,TRUE,10.1080/15563650.2017.1422510,2061.21
Wellcome Trust,2018,TRUE,10.1080/13642537.2017.1421985,606.24
Wellcome Trust,2018,TRUE,10.1242/jcs.210187,3396.25
Wellcome Trust,2018,TRUE,10.1523/JNEUROSCI.2673-17.2018,2402.57
Wellcome Trust,2018,FALSE,10.1016/j.celrep.2018.01.005,5490.23
Wellcome Trust,2018,TRUE,10.1136/annrheumdis-2017-212534,2247.97
Wellcome Trust,2018,FALSE,10.1186/s12880-017-0240-6,1765.15
Wellcome Trust,2018,FALSE,10.1016/j.celrep.2018.01.069,3790.24
Wellcome Trust,2018,TRUE,10.1161/CIRCOUTCOMES.117.004227,4681.62
Wellcome Trust,2018,TRUE,10.1093/ibd/izx061,2542.95
Wellcome Trust,2018,TRUE,10.1111/hex.12672,1323.46
Wellcome Trust,2018,FALSE,10.1038/sdata.2018.17,1207.05
Wellcome Trust,2018,TRUE,10.15252/embj.201797677,3560.13
Wellcome Trust,2018,FALSE,10.7554/eLife.31918,2479.36
Wellcome Trust,2018,TRUE,10.1021/acs.jmedchem.7b01605,1655.74
Wellcome Trust,2018,TRUE,10.1111/jvim.15052,1695.30
Wellcome Trust,2018,TRUE,10.1002/cmdc.201700724,1695.30
Wellcome Trust,2018,TRUE,10.1089/zeb.2017.1527,3120.61
Wellcome Trust,2018,TRUE,10.1016/j.cub.2018.02.002,5627.92
Wellcome Trust,2018,TRUE,10.1136/heartjnl-2017-312861,2247.97
Wellcome Trust,2018,FALSE,10.1186/s13063-018-2542-6,1765.15
Wellcome Trust,2018,TRUE,10.1017/S0963180117000664,2541.82
Wellcome Trust,2018,TRUE,10.1161/CIRCULATIONAHA.117.031806,4572.78
Wellcome Trust,2018,TRUE,10.1021/acs.analchem.7b05157,1979.64
Wellcome Trust,2018,FALSE,10.1038/s41398-018-0111-0,3254.98
Wellcome Trust,2018,FALSE,10.1038/s41537-018-0047-7,2452.53
Wellcome Trust,2018,TRUE,10.1161/STROKEAHA.117.020495,4601.72
Wellcome Trust,2018,FALSE,10.1371/journal.pntd.0006280,2220.82
Wellcome Trust,2018,TRUE,10.1080/10409238.2018.1447542,505.20
Wellcome Trust,2018,FALSE,10.1136/bmjgh-2017-000661,3458.41
Wellcome Trust,2018,FALSE,10.1016/j.jacbts.2018.01.013,3603.77
Wellcome Trust,2018,TRUE,10.1534/genetics.117.300567,1460.21
Wellcome Trust,2018,FALSE,10.1093/gigascience/giy034,1131.10
Wellcome Trust,2018,TRUE,10.1080/15265161.2018.1431324,2061.21
Wellcome Trust,2018,TRUE,10.1242/jcs.213140,3671.83
Wellcome Trust,2018,TRUE,10.1001/jamaoncol.2018.0131,4954.21
Wellcome Trust,2018,TRUE,10.1016/j.cub.2018.02.068,5619.08
Wellcome Trust,2018,TRUE,10.1083/jcb.201611087,3039.72
Wellcome Trust,2018,TRUE,10.1063/1.5019457,2158.82
Wellcome Trust,2018,TRUE,10.1042/CS20171572,2040.01
Wellcome Trust,2018,TRUE,10.1080/17435390.2018.1461267,2184.56
Wellcome Trust,2018,TRUE,10.1111/1467-9566.12741,1808.04
Wellcome Trust,2018,TRUE,10.1021/acssynbio.8b00018,5093.53
Wellcome Trust,2018,TRUE,10.3791/57431,1755.46
Wellcome Trust,2018,FALSE,10.7554/eLife.31579,2428.03
Wellcome Trust,2018,FALSE,10.1038/s41598-018-23733-4,1580.02
Wellcome Trust,2018,TRUE,10.1093/hmg/ddy159,2509.04
Wellcome Trust,2018,TRUE,10.1093/sysbio/syy032,1356.24
Wellcome Trust,2018,TRUE,10.1089/fpd.2017.2411,2834.28
Wellcome Trust,2018,TRUE,10.1080/14636778.2018.1469974,606.24
Wellcome Trust,2018,TRUE,10.1530/JME-18-0077,2040.01
Wellcome Trust,2018,TRUE,10.1093/nar/gky353,962.93
Wellcome Trust,2018,TRUE,10.1093/hmg/ddy169,2509.04
Wellcome Trust,2018,TRUE,10.1192/bjp.2018.7,3396.25
Wellcome Trust,2018,TRUE,10.1042/BCJ20180171,2040.01
Wellcome Trust,2018,TRUE,10.18632/oncotarget.25334,3303.08
Wellcome Trust,2018,TRUE,10.1093/hmg/ddy195,2509.04
Wellcome Trust,2018,FALSE,10.7554/eLife.33465,2597.63
Wellcome Trust,2018,TRUE,10.1038/s41390-018-0071-3,3396.25
Wellcome Trust,2018,FALSE,10.1038/s41598-018-26805-7,1580.02
Wellcome Trust,2018,TRUE,10.1038/s41380-018-0087-4,2983.73
Wellcome Trust,2018,TRUE,10.1038/s41433-018-0135-y,3390.60
Wellcome Trust,2018,FALSE,10.1093/ve/vey016,2034.36
Wellcome Trust,2018,FALSE,10.1016/j.celrep.2018.05.049,5308.01
Wellcome Trust,2018,TRUE,10.1098/rspb.2018.0294,2075.05
Wellcome Trust,2018,TRUE,10.1016/j.cub.2018.05.019,5546.55
Wellcome Trust,2018,TRUE,10.1093/bioinformatics/bty462,2509.04
Wellcome Trust,2018,FALSE,10.1186/s12875-018-0794-6,1647.15
Wellcome Trust,2018,TRUE,10.1098/rstb.2017.0362,2075.05
Wellcome Trust,2018,FALSE,10.1021/acsomega.8b00659,659.87
Wellcome Trust,2018,TRUE,10.1136/heartjnl-2017-312304,2650.32
Wellcome Trust,2018,TRUE,10.1093/phe/phy014,2136.08
Wellcome Trust,2018,TRUE,10.1074/mcp.RA118.000935,1351.90
Wellcome Trust,2018,TRUE,10.1093/humrep/dey240,2882.01
Wellcome Trust,2018,FALSE,10.1016/j.celrep.2018.06.108,4485.52
Wellcome Trust,2018,TRUE,10.1210/jc.2018-00972,2676.26
Wellcome Trust,2018,TRUE,10.1016/j.neuron.2018.07.007,4698.34
Wellcome Trust,2018,TRUE,10.1021/acssynbio.8b00230,4459.16
Wellcome Trust,2018,TRUE,10.1083/jcb.201803172,4510.01
Wellcome Trust,2018,FALSE,10.1186/s12915-018-0554-z,2481.92
Wellcome Trust,2018,FALSE,10.1186/s12916-018-1119-2,2617.54
Wellcome Trust,2018,TRUE,10.1152/jn.00421.2018,1748.37
Wellcome Trust,2018,FALSE,10.1038/s41598-018-30675-4,1580.02
Wellcome Trust,2018,TRUE,10.1161/CIRCULATIONAHA.118.036426,4163.14
Wellcome Trust,2018,TRUE,10.1016/S0140-6736(18)31923-8,5519.77
Wellcome Trust,2018,TRUE,10.1111/1467-9566.12811,1808.04
Wellcome Trust,2018,FALSE,10.1186/s12913-018-3476-0,1925.86
Wellcome Trust,2018,FALSE,10.1016/j.celrep.2018.08.010,4549.71
Wellcome Trust,2018,TRUE,10.1016/j.molmed.2018.08.003,4108.79
Wellcome Trust,2018,FALSE,10.1186/s12947-018-0133-z,1925.86
Wellcome Trust,2018,TRUE,10.1177/0968533218799533,542.50
Wellcome Trust,2018,FALSE,10.1136/bmjgh-2017-000697,3458.41
Wellcome Trust,2018,TRUE,10.1242/dev.166025,4013.80
,,,,
Wellcome Trust,2018,TRUE,10.1093/brain/awy237,4068.72
Wellcome Trust,2018,TRUE,10.1042/BCJ20180556,2379.07
Wellcome Trust,2018,FALSE,10.1038/s41598-018-32785-5,1580.02
Wellcome Trust,2018,TRUE,10.1080/19491034.2018.1469351,2034.36
Wellcome Trust,2018,TRUE,10.1177/1747493018770222,271.25
Wellcome Trust,2018,TRUE,10.1242/jcs.219766,3396.25
Wellcome Trust,2018,TRUE,10.1002/jbio.201700244,2486.16
Wellcome Trust,2018,TRUE,10.1111/pcmr.12693,2415.80
Wellcome Trust,2018,TRUE,10.1111/aogs.13455,2260.68
Wellcome Trust,2018,TRUE,10.1093/jhmas/jry008,2670.44
Wellcome Trust,2018,TRUE,10.1016/S2213-8587(17)30362-5,5532.65
Wellcome Trust,2018,TRUE,10.1136/medhum-2017-011392,2644.67
Wellcome Trust,2018,FALSE,10.1136/bmjopen-2017-018742,1830.92
Wellcome Trust,2018,TRUE,10.1039/C7AN01747B ,1844.49
Wellcome Trust,2018,TRUE,10.1093/ckj/sfx150,1495.93
Wellcome Trust,2018,TRUE,10.1111/cen.13550,3617.09
Wellcome Trust,2018,TRUE,10.1093/hmg/ddx429,2509.04
Wellcome Trust,2018,TRUE,10.1017/mdh.2018.2,2536.17
Wellcome Trust,2018,TRUE,10.1111/dme.13388,3977.85
Wellcome Trust,2018,TRUE,10.1101/gad.308528.117,1972.57
Wellcome Trust,2018,FALSE,10.1371/journal.pcbi.1006009,2267.28
Wellcome Trust,2018,FALSE,10.1371/journal.ppat.1006951,2219.14
Wellcome Trust,2018,TRUE,10.1016/j.jtbi.2018.04.013,2964.01
Wellcome Trust,2018,TRUE,10.1016/S2213-8587(18)30106-2,5470.45
Wellcome Trust,2018,TRUE,10.1111/dom.13346,4358.96
Wellcome Trust,2018,FALSE,10.1057/s41599-018-0128-2,1017.18
Wellcome Trust,2018,TRUE,10.1016/j.jneumeth.2018.04.021,2559.11
Wellcome Trust,2018,TRUE,10.1111/1468-0424.12381,2260.85
Wellcome Trust,2018,FALSE,10.1093/gbe/evy164,1525.77
Wellcome Trust,2018,TRUE,10.1210/jc.2017-02662,3099.80
Wellcome Trust,2018,TRUE,10.1111/cen.13841,3516.62
Wellcome Trust,2018,TRUE,10.1080/03071022.2018.1394000,606.24
Wellcome Trust,2018,TRUE,10.1021/acsnano.7b07064,4117.93
Wellcome Trust,2018,FALSE,10.1186/s12915-017-0465-4,2051.99
Wellcome Trust,2018,FALSE,10.1186/s12954-018-0244-8,1804.14
Wellcome Trust,2018,TRUE,10.1039/C8AN01291A,1844.49
Wellcome Trust,2018,TRUE,10.1002/ajmg.a.40484,3254.98
Wellcome Trust,2018,TRUE,10.1016/j.atherosclerosis.2017.11.009,3201.65
Wellcome Trust,2018,TRUE,10.1016/j.jcmg.2018.05.022,2643.21
,,,,
Wellcome Trust,2018,FALSE,10.3389/fimmu.2017.01932,2095.92
Wellcome Trust,2018,FALSE,10.3389/fphys.2018.00051,1735.26
Wellcome Trust,2018,FALSE,10.1016/j.ijpddr.2017.04.003,1938.42
Wellcome Trust,2018,TRUE,10.1021/acschembio.8b00204,3393.23
Wellcome Trust,2018,TRUE,10.1016/j.ijpara.2018.01.002,2300.66
Wellcome Trust,2018,FALSE,10.3389/fimmu.2018.00056,1767.19
Wellcome Trust,2018,FALSE,10.1038/s41598-018-22716-9,1580.02
Wellcome Trust,2018,TRUE,10.1093/bfgp/elx035,2195.98
Wellcome Trust,2018,FALSE,10.1523/ENEURO.0182-17.2017,1685.58
Wellcome Trust,2018,TRUE,10.1161/CIRCULATIONAHA.117.030430,3953.51
Wellcome Trust,2018,TRUE,10.1523/JNEUROSCI.1422-17.2017,2527.57
Wellcome Trust,2018,TRUE,10.1016/j.cell.2017.10.020,4515.26
Wellcome Trust,2018,TRUE,10.1128/JVI.00743-17,2936.82
Wellcome Trust,2018,TRUE,10.1016/j.jchromb.2017.08.015,3255.59
Wellcome Trust,2018,TRUE,10.1042/BCJ20170929,2034.36
Wellcome Trust,2018,TRUE,10.1016/j.jcmg.2017.08.027,2703.86
Wellcome Trust,2018,TRUE,10.1161/CIRCIMAGING.117.006586,3821.53
Wellcome Trust,2018,TRUE,10.1093/bioinformatics/btx588,1220.62
Wellcome Trust,2018,TRUE,10.1136/archdischild-2017-313012,1872.74
Wellcome Trust,2018,TRUE,10.1093/cvr/cvy109,2915.92
Wellcome Trust,2018,TRUE,10.1016/j.ijcard.2017.10.082,3576.08
Wellcome Trust,2018,TRUE,10.1016/j.ijcard.2018.04.061,3678.10
Wellcome Trust,2018,FALSE,10.1038/s41598-018-30568-6,1580.02
Wellcome Trust,2018,TRUE,10.1002/jcb.26443,2260.68
Wellcome Trust,2018,TRUE,10.1016/j.ijpara.2017.12.003,2312.98
Wellcome Trust,2018,FALSE,10.1371/journal.ppat.1006815,1830.92
Wellcome Trust,2018,TRUE,10.1093/ajh/hpy069,3143.76
Wellcome Trust,2018,FALSE,10.7150/thno.21685,1682.28
Wellcome Trust,2018,TRUE,10.1093/ajh/hpy073,3051.54
Wellcome Trust,2018,TRUE,10.1002/eji.201746938,2119.13
Wellcome Trust,2018,TRUE,10.1111/mec.14470,2860.82
Wellcome Trust,2018,TRUE,10.1074/jbc.RA117.001254,1193.20
Wellcome Trust,2018,TRUE,10.1093/ehjqcco/qcy007,2346.30
Wellcome Trust,2018,FALSE,10.1371/journal.pgen.1006942,1913.34
Wellcome Trust,2018,TRUE,10.1016/j.ahj.2018.03.010,2778.98
Wellcome Trust,2018,FALSE,10.1016/j.ctro.2017.11.003,1319.53
Wellcome Trust,2018,FALSE,10.3389/fcimb.2017.00452,2122.96
Wellcome Trust,2018,FALSE,10.1371/journal.pone.0185420,1301.03
Wellcome Trust,2018,FALSE,10.3389/fncel.2017.00153,1845.02
Wellcome Trust,2018,TRUE,10.1096/fj.201700797R,2212.68
Wellcome Trust,2018,TRUE,10.1098/rspb.2017.1880,1441.01
Wellcome Trust,2018,TRUE,10.1089/ars.2017.7299,3341.78
Wellcome Trust,2018,TRUE,10.1093/eurheartj/ehy057,2915.92
Wellcome Trust,2018,TRUE,10.1016/S1470-2045(18)30093-7,5307.69
Wellcome Trust,2018,FALSE,10.3389/fimmu.2017.01627,2145.62
Wellcome Trust,2018,FALSE,10.1038/s41467-017-01886-6,4272.16
Wellcome Trust,2018,FALSE,10.1186/s12871-016-0243-9,1316.12
Wellcome Trust,2018,TRUE,10.1093/cvr/cvx244,2915.92
Wellcome Trust,2018,TRUE,10.1128/JVI.01001-17,2078.20
Wellcome Trust,2018,TRUE,10.1177/2396987318771426,452.08
Wellcome Trust,2018,TRUE,10.3389/fnins.2017.00664,1814.65
Wellcome Trust,2018,FALSE,10.1038/s41467-018-04108-9,4272.16
Wellcome Trust,2018,TRUE,10.1042/BCJ20160627,2034.36
Wellcome Trust,2018,TRUE,10.1002/bjs.10772,2034.36
Wellcome Trust,2018,TRUE,10.1136/heartjnl-2017-311446,1873.31
,,,,
Wellcome Trust,2018,FALSE,10.1038/s41598-018-23420-4,1580.02
,,,,
Wellcome Trust,2018,FALSE,10.1186/s13071-017-2388-x,1316.12
Wellcome Trust,2018,TRUE,10.1016/j.jneuroim.2018.07.004,3183.65
Wellcome Trust,2018,TRUE,10.1093/bioinformatics/bty102,1017.18
Wellcome Trust,2018,TRUE,10.1093/nar/gkx521,2603.98
Wellcome Trust,2018,FALSE,10.1371/journal.pntd.0006056,1881.78
Wellcome Trust,2018,TRUE,10.1017/S0950268818001267,2282.55
Wellcome Trust,2018,FALSE,10.1038/s41598-017-16707-5,1505.43
Wellcome Trust,2018,FALSE,10.1038/s41598-018-21087-5,1580.02
Wellcome Trust,2018,TRUE,10.18632/oncotarget.24525,2775.91
Wellcome Trust,2018,FALSE,10.1128/mBio.00625-18,2747.70
Wellcome Trust,2018,TRUE,10.1016/j.immuni.2017.09.015,4515.26
Wellcome Trust,2018,TRUE,10.1152/physrev.00035.2016,2472.05
Wellcome Trust,2018,FALSE,10.1155/2018/7152962,2018.37
Wellcome Trust,2018,FALSE,10.1136/jnnp-2018-318337,2247.97
Wellcome Trust,2018,TRUE,10.1016/j.cjca.2017.12.005,2611.64
Wellcome Trust,2018,TRUE,10.1001/jamasurg.2018.1571,4444.62
Wellcome Trust,2018,TRUE,10.1093/nar/gkx771,1925.86
Wellcome Trust,2018,FALSE,10.1186/s12889-018-5341-9,1316.12
Wellcome Trust,2018,TRUE,10.1136/jnnp-2017-317348,2247.97
Wellcome Trust,2018,FALSE,10.1038/s41598-017-14481-y,1505.43
Wellcome Trust,2018,FALSE,10.1038/s41419-018-0467-3,2848.10
Wellcome Trust,2018,TRUE,10.1042/CS20160407,2034.36
Wellcome Trust,2018,FALSE,10.3389/fimmu.2017.01866,1771.77
Wellcome Trust,2018,TRUE,10.1074/jbc.M117.809780,2617.02
Wellcome Trust,2018,TRUE,10.1136/archdischild-2017-314354,2247.97
Wellcome Trust,2018,TRUE,10.1016/j.ijpara.2017.12.004,2337.58
Wellcome Trust,2018,FALSE,10.1136/bmjopen-2017-021432,1556.29
Wellcome Trust,2018,TRUE,10.1093/cvr/cvy023,2915.92
Wellcome Trust,2018,TRUE,10.1016/j.jash.2018.03.008,2400.70
Wellcome Trust,2018,TRUE,10.1042/CS20171525,2034.36
Wellcome Trust,2018,FALSE,10.3389/fpsyg.2017.00952,1841.04
Wellcome Trust,2018,TRUE,10.1016/j.ijom.2018.05.024,3470.98
Wellcome Trust,2018,FALSE,10.1038/s41598-017-17119-1,1505.43
Wellcome Trust,2018,TRUE,10.1093/bioinformatics/bty089,1017.18
Wellcome Trust,2018,FALSE,10.1038/s41419-017-0110-8,2848.10
Wellcome Trust,2018,FALSE,10.1371/journal.pone.0178412,1269.33
Wellcome Trust,2018,FALSE,10.3390/genes9030138,520.37
Wellcome Trust,2018,FALSE,10.1371/journal.pone.0194126,1201.40
Wellcome Trust,2018,TRUE,10.1111/bjhp.12239,1356.24
Wellcome Trust,2018,FALSE,10.1186/s13071-018-2870-0,1316.12
Wellcome Trust,2018,FALSE,10.1371/journal.pntd.0006450,1932.64
Wellcome Trust,2018,TRUE,10.1152/ajpheart.00146.2018,2054.43
Wellcome Trust,2018,TRUE,10.2174/0929867325666180904120029,3026.17
Wellcome Trust,2018,TRUE,10.1016/j.cellsig.2017.09.015,2988.47
Wellcome Trust,2018,TRUE,10.1016/j.semcancer.2017.11.018,3197.45
Wellcome Trust,2018,TRUE,10.1016/j.biocel.2017.12.020,4094.86
Wellcome Trust,2018,TRUE,10.1016/j.jcmg.2018.02.014,3179.70
Wellcome Trust,2018,TRUE,10.1016/j.str.2018.06.011,5511.50
Wellcome Trust,2018,TRUE,10.1016/j.jacc.2018.06.033,3207.21
Wellcome Trust,2018,TRUE,10.1016/j.jcmg.2018.07.015,3207.21
Wellcome Trust,2018,TRUE,10.1016/j.epidem.2017.02.012,2026.09
Wellcome Trust,2018,FALSE,10.1038/s41598-017-13675-8,1505.43
Wellcome Trust,2018,TRUE,10.1111/jth.13898,3390.60
Wellcome Trust,2018,FALSE,10.1093/ofid/ofx252,2547.02
Wellcome Trust,2018,TRUE,10.1016/j.epidem.2017.12.002,1012.68
Wellcome Trust,2018,TRUE,10.1097/PCC.0000000000001411,3982.93
Wellcome Trust,2018,TRUE,10.1016/j.envint.2017.08.006 ,3752.03
Wellcome Trust,2018,TRUE,10.1093/ehjci/jex218,2915.92
Wellcome Trust,2018,FALSE,10.1038/s41467-017-01169-0,4272.16
Wellcome Trust,2018,TRUE,10.1093/infdis/jix529,3115.28
Wellcome Trust,2018,TRUE,10.1038/onc.2017.368,3797.47
Wellcome Trust,2018,TRUE,10.1093/cvr/cvx151,2915.92
Wellcome Trust,2018,TRUE,10.1161/CIRCULATIONAHA.117.027402 ,4799.94
Wellcome Trust,2018,TRUE,10.1016/j.stem.2017.11.006 ,5358.15
Wellcome Trust,2018,FALSE,10.1016/j.celrep.2017.11.023 ,5336.56
Wellcome Trust,2018,TRUE,10.1093/cvr/cvx152,2915.92
Wellcome Trust,2018,FALSE,10.3389/fmicb.2017.02008,2542.94
Wellcome Trust,2018,TRUE,10.1093/carcin/bgx099,2848.10
Wellcome Trust,2018,TRUE,10.1002/humu.23377,4358.96
Wellcome Trust,2018,FALSE,10.1126/sciadv.1701156 ,2797.28
Wellcome Trust,2018,TRUE,10.1074/jbc.M117.813972,1502.83
Wellcome Trust,2018,TRUE,10.1016/S0140-6736(17)32643-0,5336.56
Wellcome Trust,2018,FALSE,10.3389/fimmu.2017.01269,2139.42
Wellcome Trust,2018,FALSE,10.1038/s41467-017-01827-3,4272.16
Wellcome Trust,2018,TRUE,10.1016/j.epidem.2017.03.003,2026.10
Wellcome Trust,2018,FALSE,10.1038/s41467-017-01803-x,4272.16
Wellcome Trust,2018,TRUE,10.1111/mmi.13838,4358.96
Wellcome Trust,2018,TRUE,10.1074/jbc.M117.797787,2021.67
Wellcome Trust,2018,FALSE,10.2147/IJGM.S150312,1680.38
Wellcome Trust,2018,TRUE,10.1093/bioinformatics/btx552,2090.87
Wellcome Trust,2018,TRUE,10.1002/rcs.1870,1884.04
Wellcome Trust,2018,TRUE,10.1016/j.jbiomech.2017.09.037,3522.12
Wellcome Trust,2018,TRUE,10.1016/S2213-8587(17)30366-2,5336.56
Wellcome Trust,2018,TRUE,10.1016/j.tcb.2017.10.002,3842.32
Wellcome Trust,2018,TRUE,10.1016/j.amjcard.2017.10.027,3395.00
Wellcome Trust,2018,TRUE,10.1016/j.jaci.2017.10.017,3563.71
Wellcome Trust,2018,FALSE,10.1038/s41467-017-02376-5,4272.16
Wellcome Trust,2018,TRUE,10.4269/ajtmh.17-0090,2506.38
Wellcome Trust,2018,TRUE,10.1016/j.envint.2017.11.017,3779.71
Wellcome Trust,2018,TRUE,10.1002/ajh.24986,3706.60
Wellcome Trust,2018,TRUE,10.1183/13993003.01879-2017,3564.36
Wellcome Trust,2018,TRUE,10.1093/molbev/msx309,1966.55
Wellcome Trust,2018,TRUE,10.1038/gim.2017.258,3797.47
Wellcome Trust,2018,TRUE,10.1161/HYPERTENSIONAHA.117.09906,4711.97
Wellcome Trust,2018,TRUE,10.1074/mcp.RA117.000285,1503.82
Wellcome Trust,2018,TRUE,10.1093/ndt/gfx378,2635.17
Wellcome Trust,2018,FALSE,10.1002/2211-5463.12369,1268.08
Wellcome Trust,2018,FALSE,10.1016/j.celrep.2017.12.065,5399.59
Wellcome Trust,2018,TRUE,10.1016/j.jbiomech.2017.12.024,3563.71
Wellcome Trust,2018,FALSE,10.1038/s41467-018-02969-8,4272.16
Wellcome Trust,2018,TRUE,10.1016/j.chest.2017.12.017,3453.60
Wellcome Trust,2018,TRUE,10.1002/1873-3468.12958,2542.95
Wellcome Trust,2018,FALSE,10.3389/fncir.2018.00004,2121.89
Wellcome Trust,2018,TRUE,10.1109/TMI.2018.2798801,1954.96
Wellcome Trust,2018,TRUE,10.1093/bioinformatics/bty028,2509.04
Wellcome Trust,2018,TRUE,10.1074/jbc.M117.818716,1430.55
