institution;period;PMCID;PMID;DOI;Publisher;Journal title;ISSN;Euro;is_hybrid
Wellcome Trust;2015;PMC4591398;26163442;10.1152/ajpheart.00152.2015;APA (American Psychological Association);American Journal of Physiology, Heart and Circulatory Physiology;0363-6135, 1522-1539;2082.55;TRUE
Wellcome Trust;2015;PMC4372120;25244105;10.1021/ci500245d;American Chemical Society;Journal of Chemical Information and Modeling;1549-9596, 1549-960X;2083.10;TRUE
Wellcome Trust;2015;PMC4291465;25452419;10.1534/g3.114.014415;Genetics Society of America;G3: Genes, Genomes, Genetics;2160-1836;2084.27;FALSE
Wellcome Trust;2015;PMC3997818;24694212;10.1186/1741-7015-12-57;BioMed Central;BMC Medicine;1741-7015;2084.30;FALSE
Wellcome Trust;2015;PMC4581463;26010437;10.1002/cbic.201500185;Wiley;ChemBioChem;1439-4227, 1439-7633;2086.15;TRUE
Wellcome Trust;2015;PMC4380362;;10.1371/journal.pgen.1005107;PLOS;PLoS Genetics;1553-7390, 1553-7404;2086.40;FALSE
Wellcome Trust;2015;PMC4609345;26504782;10.1155/2015/165074;Hindawi;Biomed Research International;2314-6133, 2314-6141;2086.66;FALSE
Wellcome Trust;2015;PMC4445817;26019868;10.1186/s40337-015-0057-z;BioMed Central;Journal of Eating Disorders;2050-2974;2087.94;FALSE
Wellcome Trust;2015;PMC4245719;25310878;10.1016/j.jmr.2014.09.010;Elsevier;Journal of Magnetic Resonance;1090-7807, 1096-0856;2090.26;TRUE
;;;;;;;;;
Wellcome Trust;2015;PMC4634624;26629528;10.1016/j.ebiom.2015.08.037;Elsevier;EBioMedicine;2352-3964;2093.34;FALSE
Wellcome Trust;2015;PMC4528144;26105053;10.1074/jbc.M115.641415;ASBMB;Journal of Biological Chemistry ;0021-9258, 1083-351X;2094.12;TRUE
Wellcome Trust;2015;PMC4363412;;10.1128/IAI.02831-14;American Society of Microbiology;Infection and Immunity;0019-9567, 1098-5522;2094.71;TRUE
Wellcome Trust;2015;PMC4347340;25487730;10.4269/ajtmh.14-0435;Sheridan;American Journal of Tropical Medicine and Hygiene;0002-9637, 1476-1645;2096.75;TRUE
Wellcome Trust;2015;PMC4387294;25831125;10.2196/jmir.3082;Journal of Medical Internet Research;Journal of Medical Internet Research;1439-4456, 1438-8871;2100.82;FALSE
Wellcome Trust;2015;PMC4231975;25452746;10.3389/fmicb.2014.00599;Frontiers;Frontiers in Microbiology;1664-302X;2103.71;FALSE
Wellcome Trust;2015;PMC4432062;25832298;10.1128/JCM.02778-14;American Society of Microbiology;Journal for Clinical Microbiology;0095-1137, 1098-660X;2104.36;TRUE
Wellcome Trust;2015;PMC4539354;;10.1007/s00415-015-7772-x;Springer;Journal of Neurology;0340-5354, 1432-1459;2108.85;TRUE
Wellcome Trust;2015;PMC4371795;25660056;10.1016/j.jtbi.2015.01.031;Elsevier;Journal of Theoretical Biology;0022-5193, 1095-8541;2110.70;TRUE
Wellcome Trust;2015;PMC4481424;26137440;10.1016/j.molmet.2015.04.005;Elsevier;Molecular Metabolism;2212-8778;2111.05;FALSE
Wellcome Trust;2015;PMC4505687;25951416;10.1021/acschemneuro.5b00080;ACS;ACS Chemical Neuroscience;1948-7193;2111.90;TRUE
Wellcome Trust;2015;PMC4464304;25648377;10.1016/j.brs.2014.12.004;Elsevier;Brain Stimulation;1935-861X;2113.18;TRUE
Wellcome Trust;2015;PMC4505252;26055379;10.1128/AAC.00263-15;American Society for Microbiology;Antimicrobial Agents and Chemotherapy�Ã��Â� ;0066-4804, 1098-6596;2114.15;TRUE
Wellcome Trust;2015;PMC4403932;25703523;10.1021/jm501893k;American Chemical Society;Journal of Medicinal Chemistry;0022-2623, 1520-4804;2114.92;TRUE
Wellcome Trust;2015;PMC4473204;25926489;10.1128/JCM.03524-14;American Society for Mircrobiology;Journal of Clinical Microbiology;0095-1137, 1098-660X;2115.05;TRUE
Wellcome Trust;2015;PMC4539360;;10.1007/s00415-015-7778-4;Springer;Journal of Neurology;0340-5354, 1432-1459;2116.23;TRUE
Wellcome Trust;2015;PMC4505408;25979343;10.1074/jbc.M114.622928;American Society for Biochemistry and Molecular Biology (ASBMB);Journal of Biological Chemistry;0021-9258, 1083-351X;2116.28;TRUE
Wellcome Trust;2015;PMC4505066;26055705;10.1074/jbc.M115.661058;American Society for Biochemistry and Molecular Biology (ASBMB);Journal of Biological Chemistry;0021-9258, 1083-351X;2117.08;TRUE
Wellcome Trust;2015;PMC4274319;25453745;10.1016/j.bbr.2014.10.016;Elsevier;Behavioural Brain Research;0166-4328, 1872-7549;2119.14;TRUE
Wellcome Trust;2015;PMC4495259;;10.1007/s00439-015-1568-z;Springer;Human Genetics;0340-6717, 1432-1203;2119.38;TRUE
Wellcome Trust;2015;PMC4525080;25972452;10.1152/ajpcell.00079.2015;American Physiological Society;American Journal of Physiology Cell Physiology;0363-6143, 1522-1563;2120.66;TRUE
Wellcome Trust;2015;PMC4496624;26056388;10.1128/IAI.00255-15;American Society for Microbiology;Infection and Immunity;0019-9567, 1098-5522;2122.57;TRUE
Wellcome Trust;2015;PMC4329992;25557602;10.1016/j.antiviral.2014.12.018;Elsevier;Antiviral Research;0166-3542, 1872-9096;2126.63;TRUE
Wellcome Trust;2015;PMC4317768;25542422;10.1016/j.neuroscience.2014.12.014;Elsevier;Neuroscience;0306-4522, 1873-7544;2126.90;TRUE
;;;;;;;;;
Wellcome Trust;2015;PMC4312351;25111472;10.1016/j.neuroimage.2014.08.002;Elsevier;NeuroImage;1053-8119, 1095-9572;2128.49;TRUE
Wellcome Trust;2015;PMC4304005;25532461;10.1016/j.pbb.2014.12.004;Elsevier;Pharmacology Biochemistry and Behavior;0091-3057, 1873-5177;2131.72;TRUE
Wellcome Trust;2015;PMC4437669;25971606;10.1186/s12966-015-0222-4;BioMed Central;International Journal of Behavioral Nutrition and Physical Activity;1479-5868;2137.71;FALSE
Wellcome Trust;2015;PMC4340230;25889383;10.1186/s12966-015-0185-5;BioMed Central;International Journal of Behavioral Nutrition and Physical Activity;1479-5868;2137.71;FALSE
Wellcome Trust;2015;PMC4377032;25890259;10.1186/s12966-015-0202-8;BioMed Central;International Journal of Behavioral Nutrition and Physical Activity;1479-5868;2137.71;FALSE
Wellcome Trust;2015;PMC4334914;25630770;10.1186/s12964-015-0085-y;Biomed Central ;Cell Communication and Signaling ;1478-811X;2137.71;FALSE
Wellcome Trust;2015;PMC4276847;25378395;10.1074/jbc.M114.586222;ASBMB;Journal of Biological Chemistry;0021-9258, 1083-351X;2141.87;TRUE
Wellcome Trust;2015;PMC4648043;26395087;10.1002/cmdc.201500301;Wiley;ChemMedChem;1860-7179, 1860-7187;2144.55;TRUE
Wellcome Trust;2015;PMC4648050;26381210;10.1002/cmdc.201500300;Wiley;ChemMedChem;1860-7179, 1860-7187;2144.55;TRUE
Wellcome Trust;2015;PMC4449558;26025096;10.1186/s13075-015-0639-9;BioMed Central;Arthritis Research & Therapy;1478-6354, 1478-6362;2144.59;FALSE
Wellcome Trust;2015;PMC4091740;24970045;10.1186/1471-2458-14-655;BioMed Central;BMC Public Health;1471-2458;2144.59;FALSE
Wellcome Trust;2015;PMC4469326;;10.1186/s12864-015-1667-1;BioMed Central;BMC Genomics;1471-2164;2144.59;FALSE
Wellcome Trust;2015;PMC4302442;;10.1186/s12885-015-1012-8;Biomed Central ;BMC Cancer;1471-2407;2144.59;FALSE
Wellcome Trust;2015;PMC4301889;;10.1186/1471-2156-15-1;Biomed Central ;BMC Genetics;1471-2156;2144.59;FALSE
Wellcome Trust;2015;PMC4377854;25523208;10.1186/1471-2164-15-1138;BioMed Central;BMC Genomics;1471-2164;2144.59;FALSE
Wellcome Trust;2015;PMC4301834;25526776;10.1186/1471-2407-14-983;BioMed Central;BMC Cancer;1471-2407;2144.59;FALSE
Wellcome Trust;2015;PMC4265419;25466778;10.1186/s12879-014-0660-7;BioMed Central;BMC Infectious Diseases;1471-2334;2144.59;FALSE
Wellcome Trust;2015;PMC4409211;25909750;10.1371/journal.pntd.0003748;PLOS;PLoS Neglected Tropical Diseases;1935-2727, 1935-2735;2145.39;FALSE
Wellcome Trust;2015;PMC4505599;;10.1074/jbc.M115.636704;American Society for Biochemistry and Molecular Biology;Journal of Biological Chemistry ;0021-9258, 1083-351X;2146.62;TRUE
Wellcome Trust;2015;PMC4503877;;10.1007/s00415-015-7755-y;Springer;Journal of Neurology;0340-5354, 1432-1459;2146.83;TRUE
Wellcome Trust;2015;PMC4264479;25566206;10.3389/fmicb.2014.00686;Frontiers;Frontiers in Microbiology;1664-302X;2151.03;FALSE
Wellcome Trust;2015;PMC4333887;25890035;10.1186/s12936-015-0574-x;BioMed Central;Malaria Journal;1475-2875;2152.68;FALSE
Wellcome Trust;2015;PMC4572612;26380582;10.1186/s13072-015-0021-9;Biomed Central;Epigenetics and Chromatin;1756-8935;2153.09;FALSE
Wellcome Trust;2015;PMC4464137;26054403;10.1186/s12966-015-0236-y;BioMed Central;International Journal of Behavioral Nutrition and Physical Activity;1479-5868;2153.09;FALSE
Wellcome Trust;2015;PMC4583748;26410252;10.1186/s12966-015-0286-1;BioMed Central;International Journal of Behavioral Nutrition and Physical Activity;1479-5868;2153.09;FALSE
Wellcome Trust;2015;PMC4337517;25552726;10.1128/JVI.02995-14;ASM;Journal of Virology;0022-538X, 1098-5514;2154.78;TRUE
Wellcome Trust;2015;PMC4303689;25505181;10.1074/jbc.M114.610527;American Society for Biochemistry and Molecular Biology (ASBMB);Journal of Biological Chemistry;0021-9258, 1083-351X;2162.34;TRUE
;;;;;;;;;
Wellcome Trust;2015;PMC4377829;25381387;10.1189/jlb.2A0614-282R;Society for Leukocyte Biology;Journal of Leukocyte Biology;0741-5400, 1938-3673;2164.54;TRUE
Wellcome Trust;2015;PMC4428009;;10.1021/acs.jpcb.5b00686;American Chemical Society;The Journal of Physical Chemistry Part B;1520-6106, 1520-5207;2165.15;TRUE
Wellcome Trust;2015;PMC4286629;25462412;10.1016/j.jad.2014.11.003;Elsevier;Journal of Affective Disorders;0165-0327, 1573-2517;2166.08;TRUE
Wellcome Trust;2015;PMC4195862;25286901;10.1186/s12917-014-0239-y;BioMed Central;BMC Veterinary Research;1746-6148;2168.87;FALSE
Wellcome Trust;2015;PMC4355134;25884318;10.1186/s12883-015-0273-9;BioMed Central;BMC Neurology;1471-2377;2168.87;FALSE
Wellcome Trust;2015;PMC3485563;22820554;10.1016/j.neuropharm.2012.07.009;Elsevier;Neuropharmacology;0028-3908, 1873-7064;2170.49;TRUE
Wellcome Trust;2015;PMC4315046;25539423;10.1021/jp511492q;American Chemical Society;The Journal of Physical Chemistry;1520-6106, 1520-5207;2170.60;TRUE
Wellcome Trust;2015;PMC4415441;25932320;10.1186/s13229-015-0018-z;BioMed Central;Molecular Autism;2040-2392;2172.11;FALSE
Wellcome Trust;2015;PMC4432814;25934499;10.1186/s13064-015-0040-z;BioMed Central;Neural Development;1749-8104;2172.11;FALSE
Wellcome Trust;2015;PMC4320829;25626996;10.1186/s13064-014-0028-0;Springer;Neural Development;1749-8104;2172.11;FALSE
Wellcome Trust;2015;PMC4429366;25972975;10.1186/1866-1955-7-1;Biomed Central ;Journal of Neurodevelopmental Disorders;1866-1947, 1866-1955;2172.11;FALSE
Wellcome Trust;2015;PMC4269958;25496535;10.1186/s13018-014-0135-y;Biomed Central;Jurnal of Othopaedic Surgery and Research;1749-799X;2172.11;FALSE
Wellcome Trust;2015;PMC4596600;26283750;10.4269/ajtmh.14-0618;American Society of Tropical Medicine and Hygiene;American Journal of Tropical Medicine and Hygiene;0002-9637, 1476-1645;2173.94;TRUE
Wellcome Trust;2015;PMC4365920;25575749;10.1016/j.ijpara.2014.11.002;Elsevier;International Journal of Parasitology;0020-7519, 1879-0135;2174.98;TRUE
Wellcome Trust;2015;PMC4509782;26005952;10.1016/j.envres.2015.05.010;Elsevier;Environmental Research;0013-9351, 1096-0953;2178.24;TRUE
Wellcome Trust;2015;PMC4505686;25648658;10.1021/cn500369h;ACS;ACS Chemical Neuroscience;1948-7193;2181.93;TRUE
Wellcome Trust;2015;PMC4550709;26307618;10.1136/bmjopen-2015-008610;BMJ ;BMJ Open;2044-6055;2183.05;FALSE
Wellcome Trust;2015;PMC4442207;25976759;10.1136/bmjopen-2014-006593;BMJ;BMJ Open;2044-6055;2185.06;FALSE
Wellcome Trust;2015;PMC4369002;25795689;10.1136/bmjopen-2014-006625;BMJ ;BMJ Open;2044-6055;2185.06;FALSE
Wellcome Trust;2015;PMC4335379;25560400;10.1530/ERC-14-0454;Society for Endocrinology;Endocrine-Related Cancer;1351-0088, 1479-6821;2185.06;TRUE
Wellcome Trust;2015;PMC4336461;25687898;10.1136/bmjopen-2014-006000;BMJ ;BMJ Open;2044-6055;2185.06;FALSE
Wellcome Trust;2015;PMC4390689;25833665;10.1136/bmjopen-2014-006456;BMJ ;BMJ Open;2044-6055;2185.06;FALSE
Wellcome Trust;2015;PMC4636673;26503396;10.1136/bmjopen-2015-009625;BMJ ;BMJ Open;2044-6055;2185.06;FALSE
Wellcome Trust;2015;PMC4577875;26384724;10.1136/bmjopen-2015-008522;BMJ ;BMJ Open;2044-6055;2185.06;FALSE
Wellcome Trust;2015;PMC4420977;25922103;10.1136/bmjopen-2014-007276;BMJ ;BMJ Open;2044-6055;2185.06;FALSE
Wellcome Trust;2015;PMC4577944;26373398;10.1136/bmjopen-2015-008105;BMJ;BMJ Open;2044-6055;2185.06;FALSE
Wellcome Trust;2015;PMC4434528;25860834;10.1021/acs.jmedchem.5b00104;ACS;Journal of Medicinal Chemistry;0022-2623, 1520-4804;2185.92;TRUE
Wellcome Trust;2015;PMC4432681;25744884;10.1152/jn.00753.2014;American Physiological Society;Journal of Neurophysiology;0022-3077, 1522-1598;2189.45;TRUE
Wellcome Trust;2015;PMC4442397;25673715;10.1128/JVI.01653-14;ASM;Journal of Virology;0022-538X, 1098-5514;2190.45;TRUE
Wellcome Trust;2015;PMC4540785;25595331;10.1007/s10926-014-9564-z;Springer;Journal of Occupational Rehabilitation;1053-0487, 1573-3688;2195.60;TRUE
Wellcome Trust;2015;PMC4579404;26143621;10.1016/j.yhbeh.2015.06.014;APA (American Psychological Association);Homons and behavior;0018-506X, 1095-6867;2197.20;TRUE
Wellcome Trust;2015;PMC4469876;25659483;10.1152/ajpheart.00480.2014;American Physiological Society;American Journal of Physiology;0363-6135, 1522-1539;2199.77;TRUE
Wellcome Trust;2015;PMC4592105;26336150;10.4049/jimmunol.1500870;Dartmouth Journal Services;Journal of Immunology;0022-1767, 1550-6606;2206.92;TRUE
;;;;;;;;;
Wellcome Trust;2015;PMC4257840;25365789;10.1021/jm501102h;American Chemical Society;Journal of Medicinal Chemistry;0022-2623, 1520-4804;2222.89;TRUE
Wellcome Trust;2015;PMC4210505;25331815;10.1186/1471-2164-15-916;BioMed Central;BMC Genomics;1471-2164;2225.52;FALSE
Wellcome Trust;2015;PMC4549913;26306617;10.1186/s12887-015-0421-9;BioMed Central;BMC Public Health;1471-2431;2225.52;FALSE
Wellcome Trust;2015;PMC4429825;25613468;10.1186/1471-2288-15-6;BioMed Central;BMC Medical Research Methodology;1471-2288;2225.52;FALSE
Wellcome Trust;2015;PMC4273996;25452566;10.4049/Jimmunol.1401785;American Association of Immunologists;Journal of Immunology;0022-1767, 1550-6606;2225.52;TRUE
Wellcome Trust;2015;PMC4332422;25652111;10.1186/s12888-015-0390-4;Biomed Central ;BMC Psychiatry;1471-244X;2225.52;FALSE
Wellcome Trust;2015;PMC4381479;25885589;10.1186/s12889-015-1550-7;BioMed Central;BioMed Central Public Health;1471-2458;2225.52;FALSE
Wellcome Trust;2015;PMC4404268;25888480;10.1186/s12874-015-0018-x;BioMed Central;Medical Research Methodology;1471-2288;2225.52;FALSE
Wellcome Trust;2015;PMC4301889;25539802;10.1186/s12863-014-0136-1;Biomed Central ;B M C Genetics;1471-2156;2225.52;FALSE
Wellcome Trust;2015;PMC4430914;25924825;10.1186/s12911-015-0148-4;BioMed Central;BMC Medical Informatics & Decision Making;1472-6947;2225.52;FALSE
Wellcome Trust;2015;PMC4463864;25944614;10.1016/j.neuroimage.2015.04.058;Elsevier;Neuroimage;1053-8119, 1095-9572;2228.82;TRUE
Wellcome Trust;2015;PMC4230915;25393620;10.1371/journal.pntd.0003285;PLOS;PLoS Neglected Tropical Diseases;1935-2727, 1935-2735;2230.79;FALSE
Wellcome Trust;2015;PMC4545771;26542371;10.1186/s12890-015-0090-3;BioMed Central;BMC Pulmonary Medicine;1471-2466;2230.92;FALSE
Wellcome Trust;2015;PMC4524428;26244061;10.1186/s13148-015-0104-2;BioMed Central;Clinical Epigenetics;1868-7075, 1868-7083;2233.61;FALSE
Wellcome Trust;2015;PMC4473568;25926634;10.1128/JVI.00683-15;ASM;Journal of Virology;0022-538X, 1098-5514;2233.61;TRUE
Wellcome Trust;2015;PMC4604721;26463044;10.1186/s12966-015-0296-z;Biomed Central;International Journal of Behavioral Nutrition and Physical Activity;1479-5868;2234.02;FALSE
Wellcome Trust;2015;PMC4608915;26174834;10.1096/fj.15-276493;FASEB;FASEB Journal;0892-6638, 1530-6860;2239.02;TRUE
Wellcome Trust;2015;PMC4509783;25963106;10.1016/j.appet.2015.04.069;Elsevier;Appetite;0195-6663, 1095-8304;2246.67;TRUE
Wellcome Trust;2015;PMC4398321;25703928;10.1016/j.antiviral.2015.02.005;Elsevier;Antiviral Research;0166-3542, 1872-9096;2247.46;TRUE
Wellcome Trust;2015;PMC4604734;26292267;10.1016/j.mcn.2015.08.006;Elsevier;Molecular and Cellular Neuroscience;1044-7431, 1095-9327;2248.37;TRUE
Wellcome Trust;2015;PMC4504026;25862983;10.1016/j.appet.2015.04.004;Elsevier;Appetite;0195-6663, 1095-8304;2256.53;TRUE
Wellcome Trust;2015;PMC4374651;25848242;10.2147/COPD.S75454;Dove Medical Press;International Journal of Chronic Obstructive Pulmonary Disease;1176-9106, 1178-2005;2257.89;FALSE
Wellcome Trust;2015;PMC4373756;25541297;10.1016/j.joca.2014.12.012;Elsevier;Osteoarthritis and Cartilage;1063-4584, 1522-9653;2259.35;TRUE
Wellcome Trust;2015;PMC4372040;25858350;10.1186/s12916-015-0290-y;BioMed Central;BMC Medicine;1741-7015;2261.53;FALSE
Wellcome Trust;2015;PMC4582769;26006085;10.1016/j.vaccine.2015.05.025;Elsevier;Vaccine;0264-410X, 1873-2518;2263.33;TRUE
Wellcome Trust;2015;PMC4509715;26004671;10.1016/j.appet.2015.05.022;Elsevier;Appetite;0195-6663, 1095-8304;2265.88;TRUE
Wellcome Trust;2015;PMC4648160;25663044;10.1093/ijnp/pyv013;Oxford University Press;International Journal of Neuropsychopharmacology;1461-1457, 1469-5111;2265.98;TRUE
Wellcome Trust;2015;PMC4342963;25688018;10.1098/rstb.2013.0559;;Philosophical Transactions B: Biological Sciences;0962-8436, 1471-2970;2265.98;TRUE
Wellcome Trust;2015;PMC4429942;25948111;10.1186/s12936-015-0706-3;BioMed Central;Malaria Journal;1475-2875;2265.98;FALSE
Wellcome Trust;2015;PMC4416324;25927522;10.1186/s12936-015-0671-x;BioMed Central;Malaria Journal;1475-2875;2265.98;FALSE
Wellcome Trust;2015;PMC4648156;25857822;10.1093/ijnp/pyv041;Oxford University Press;International Journal of Neuropsychopharmacology;1461-1457, 1469-5111;2265.98;TRUE
Wellcome Trust;2015;PMC4512257;26028469;10.1016/j.neuroscience.2015.05.048;Elsevier;Neuroscience;0306-4522, 1873-7544;2266.71;TRUE
Wellcome Trust;2015;PMC4539883;26079277;10.1016/j.meegid.2015.06.014;Elsevier;Infection Genetics and Evolution;1567-1348, 1567-7257;2272.86;TRUE
Wellcome Trust;2015;PMC4463853;25871628;10.1016/j.neuroimage.2015.04.015;Elsevier;NeuroImage;1053-8119, 1095-9572;2274.86;TRUE
Wellcome Trust;2015;PMC4654742;26162557;10.1007/s00127-015-1086-2;Springer;Social Psychiatry and Psychiatric Epidemiology;0933-7954, 1433-9285;2276.88;TRUE
Wellcome Trust;2015;PMC4414363;25818052;10.1016/j.neuroscience.2015.03.042;Elsevier;Neuroscience;0306-4522, 1873-7544;2278.12;TRUE
Wellcome Trust;2015;PMC4459735;25900212;10.1016/j.ijpara.2015.03.002;Elsevier;International Journal for Parasitology;0020-7519, 1879-0135;2285.74;TRUE
Wellcome Trust;2015;PMC4463859;25957991;10.1016/j.neuroimage.2015.04.061;Elsevier;NeuroImage;1053-8119, 1095-9572;2287.73;TRUE
Wellcome Trust;2015;PMC4502445;25957007;10.1016/j.cortex.2015.03.025;Elsevier;Cortex;0010-9452, 1973-8102;2289.10;TRUE
Wellcome Trust;2015;PMC4558461;26032883;10.1016/j.neuroimage.2015.05.064;Elsevier;Neuroimage;1053-8119, 1095-9572;2289.10;TRUE
Wellcome Trust;2015;PMC4596151;;10.1016/j.appet.2015.06.009;Elsevier;Appetite;0195-6663, 1095-8304;2290.55;TRUE
Wellcome Trust;2015;PMC4549856;26306801;10.1186/s13024-015-0038-3;BioMed Central;Molecular Neurodegeneration;1750-1326;2290.67;FALSE
Wellcome Trust;2015;PMC4660835;26058898;10.1186/s12915-015-0149-x;BioMed Central;BMC Biology;1741-7007;2290.67;FALSE
Wellcome Trust;2015;PMC4638189;;10.1016/j.joca.2015.06.018;Elsevier;Osteoarthritis and Cartilage;1063-4584, 1522-9653;2292.70;TRUE
Wellcome Trust;2015;PMC4499711;26180638;10.1136/bmjresp-2015-000081;BMJ;BMJ Open Respiratory Research;2052-4439;2292.96;FALSE
Wellcome Trust;2015;PMC4432996;25962509;10.1186/s12974-015-0313-9;BioMed Central;Journal of Neuroinflammation;1742-2094;2297.34;FALSE
Wellcome Trust;2015;PMC4191405;25209233;10.1093/nar/gku828;Oxford University Press;Nucleic Acids Research;0305-1048, 1362-4962;2298.36;FALSE
Wellcome Trust;2015;PMC4344490;25670677;10.1093/nar/gkv012;Oxford University Press;Nucleic Acids Research;0305-1048, 1362-4962;2298.36;FALSE
Wellcome Trust;2015;PMC4608117;26472204;10.1186/s12889-015-2301-5;BioMed Central;BMC Public Health;1471-2458;2298.36;FALSE
Wellcome Trust;2015;PMC4344499;25653156;10.1093/nar/gkv051;Oxford University Press;Nucleic Acids Research;0305-1048, 1362-4962;2298.36;FALSE
Wellcome Trust;2015;PMC4605302;26250113;10.1093/nar/gkv799;Oxford University Press;Nucleic Acids Research;0305-1048, 1362-4962;2298.36;FALSE
Wellcome Trust;2015;PMC4489285;25883141;10.1093/nar/gkv332;Oxford University Press;Nucleic Acids Research;0305-1048, 1362-4962;2298.36;FALSE
Wellcome Trust;2015;PMC4227765;25300492;10.1093/nar/gku900;Oxford University Press;Nucleic Acids Research;0305-1048, 1362-4962;2298.36;FALSE
Wellcome Trust;2015;PMC4333376;25550424;10.1093/nar/gku1310;Oxford University Press;Nucleic Acids Research;0305-1048, 1362-4962;2298.36;FALSE
Wellcome Trust;2015;PMC4381068;;10.1093/nar/gkv159;Oxford University Press;Nucleic Acids Research;0305-1048, 1362-4962;2298.36;FALSE
Wellcome Trust;2015;PMC4333374;;10.1093/nar/gku1305;Oxford University Press;Nucleic Acids Research;0305-1048, 1362-4962;2298.36;FALSE
Wellcome Trust;2015;PMC4482084;;10.1093/nar/gkv330;Oxford University Press;Nucleic Acids Research;0305-1048, 1362-4962;2298.36;FALSE
Wellcome Trust;2015;PMC4344528;;10.1093/nar/gkv096;Oxford University Press;Nucleic Acids Research;0305-1048, 1362-4962;2298.36;FALSE
Wellcome Trust;2015;PMC4424887;25927974;10.1186/s12885-015-1335-5;Biomed Central ;BMC Cancer;1471-2407;2298.36;FALSE
Wellcome Trust;2015;PMC4288179;25488812;10.1093/nar/gku1287;Oxford University Press;Nucleic Acids Research;0305-1048, 1362-4962;2298.36;FALSE
Wellcome Trust;2015;PMC4344507;25653165;10.1093/nar/gkv068;Oxford University Press;Nucleic Acids Research;0305-1048, 1362-4962;2298.36;FALSE
Wellcome Trust;2015;PMC4330370;;10.1093/nar/gkv003;Oxford University Press;Nucleic Acids Research;0305-1048, 1362-4962;2298.36;FALSE
Wellcome Trust;2015;PMC4446447;;10.1093/nar/gkv409;Oxford University Press;Nucleic Acids Research;0305-1048, 1362-4962;2298.36;FALSE
Wellcome Trust;2015;PMC4448545;26016697;10.1186/s13063-015-0756-4;BioMed Central;Trials;1745-6215;2298.36;FALSE
Wellcome Trust;2015;PMC4517551;26215050;10.1186/s12864-015-1729-4;BioMed Central;BMC Genomics;1471-2164;2298.36;FALSE
Wellcome Trust;2015;PMC4472616;26084626;10.1186/s12911-015-0171-5;BioMed Central;BMC Medical Informatics and Decision Making;1472-6947;2298.36;FALSE
Wellcome Trust;2015;PMC4267644;25414342;10.1093/nar/gku1219;Oxford University Press;Nucleic Acids Research;0305-1048, 1362-4962;2298.36;FALSE
Wellcome Trust;2015;PMC4674014;25931392;10.1016/j.brainresbull.2015.04.007;Elsevier;Brain Research Bulletin;0361-9230, 1873-2747;2301.81;TRUE
Wellcome Trust;2015;PMC4401442;25725468;10.1016/j.neuroimage.2015.02.036;Elsevier;NeuroImage;1053-8119, 1095-9572;2303.08;TRUE
Wellcome Trust;2015;PMC4528074;25862259;10.1016/j.neuroimage.2015.03.071;Elsevier;NeuroImage;1053-8119, 1095-9572;2304.88;TRUE
Wellcome Trust;2015;PMC4553903;26093275;10.1016/j.exer.2015.06.007;Elsevier;Experimental Eye Research;0014-4835, 1096-0007;2305.92;TRUE
Wellcome Trust;2015;PMC4527255;26312126;10.1186/s40413-015-0071-2;Biomed Central ;World Allergy Organization Journal;1939-4551;2306.45;FALSE
Wellcome Trust;2015;PMC4588166;26379239;10.1371/journal.pcbi.1004463;PLOS;PLOS Computational Biology;1553-734X, 1553-7358;2306.45;FALSE
Wellcome Trust;2015;PMC4441043;25795342;10.1016/j.neuroimage.2015.03.004;Elsevier;NeuroImage;1053-8119, 1095-9572;2308.82;TRUE
Wellcome Trust;2015;PMC4461310;25862264;10.1016/j.neuroimage.2015.03.070;Elsevier;NeuroImage;1053-8119, 1095-9572;2308.82;TRUE
Wellcome Trust;2015;PMC4277294;25497243;10.1016/j.ahj.2014.10.008;Elsevier;American Heart Journal;0002-8703, 1097-6744;2309.35;TRUE
Wellcome Trust;2015;PMC4256464;;10.1371/journal.ppat.1004547;PLOS;PLoS Pathogens;1553-7366, 1553-7374;2309.44;FALSE
Wellcome Trust;2015;PMC4403260;25877920;10.1101/gad.251470.114;Cold Spring Harbor Laboratory Press;Genes & Development;0890-9369, 1549-5477;2309.77;TRUE
Wellcome Trust;2015;PMC4315810;25542740;10.1016/j.puhe.2014.10.019;Elsevier;Public Health;0033-3506, 1476-5616;2311.52;TRUE
Wellcome Trust;2015;PMC4456468;25724106;10.1016/j.ypmed.2015.02.009;Elsevier;Preventive Medicine;0091-7435, 1096-0260;2316.27;TRUE
Wellcome Trust;2015;PMC4519246;26222887;10.1371/journal.pntd.0003946;PLOS;PLoS Neglected Tropical Diseases;1935-2727, 1935-2735;2316.62;FALSE
Wellcome Trust;2015;PMC4534772;25973788;10.1016/j.cortex.2015.03.024;Elsevier;Cortex;0010-9452, 1973-8102;2317.29;TRUE
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
Wellcome Trust;2015;PMC4558463;25982515;10.1016/j.neuroimage.2015.05.011;Elsevier;NeuroImage;1053-8119, 1095-9572;2323.62;TRUE
Wellcome Trust;2015;PMC4357435;25687711;10.1016/j.puhe.2014.10.012;Elsevier;Public Health;0033-3506, 1476-5616;2324.97;TRUE
Wellcome Trust;2015;PMC4564012;26247695;10.1016/j.neuroscience.2015.07.073;Elsevier;Neuroscience;0306-4522, 1873-7544;2327.69;TRUE
