institution,DOI,is_hybrid,euro,period
Institute of Cancer Research,10.1038/s41408-019-0221-9,FALSE,4059.1044,2019
Institute of Cancer Research,10.1186/s12920-019-0557-9,FALSE,1927.7352,2019
Institute of Cancer Research,10.1016/j.ctro.2019.07.002,FALSE,665.2044,2019
Institute of Cancer Research,10.1093/jncics/pkz028,FALSE,822.68136,2019
Institute of Cancer Research,10.1371/journal.pcbi.1007243,FALSE,2153.42955,2019
Institute of Cancer Research,10.1158/1078-0432.ccr-19-0960,TRUE,3207.2355,2019
Institute of Cancer Research,10.1016/j.eururo.2019.06.030,FALSE,3964.0752,2019
Institute of Cancer Research,10.1038/s41388-019-0850-2,FALSE,4045.5288,2019
Institute of Cancer Research,10.1016/j.ccell.2019.05.013,FALSE,5538.8448,2019
Institute of Cancer Research,10.4155/fmc-2018-0370,TRUE,2687.9688,2019
Institute of Cancer Research,10.1158/1535-7163.MCT-18-0727,TRUE,2474.1531,2019
Institute of Cancer Research,10.1016/j.molcel.2019.05.026,FALSE,4460.03712,2019
Institute of Cancer Research,10.1088/1361-6560/ab2ba8,TRUE,2660.8176,2019
Institute of Cancer Research,10.1038/s41467-019-10592-4,FALSE,4737.8844,2019
Institute of Cancer Research,10.1093/annonc/mdz192,FALSE,2307.852,2019
Institute of Cancer Research,10.1016/j.stem.2019.05.013,FALSE,4460.03712,2019
Institute of Cancer Research,10.1016/j.ddtec.2019.02.002,FALSE,3858.728544,2019
Institute of Cancer Research,10.1016/j.clon.2019.05.015,FALSE,2962.738944,2019
Institute of Cancer Research,10.1016/j.clon.2019.05.002,FALSE,2962.738944,2019
Institute of Cancer Research,10.1016/S1470-2045(19)30215-3,FALSE,5151.58180416,2019
Institute of Cancer Research,10.1016/j.ejmech.2019.05.041,FALSE,3345.02784,2019
Institute of Cancer Research,10.3390/cancers11050736,FALSE,1582.620822,2019
Institute of Cancer Research,10.1001/jamanetworkopen.2019.4428,FALSE,2986.632,2019
Institute of Cancer Research,10.1038/s41598-019-43492-0,FALSE,1751.2524,2019
Institute of Cancer Research,10.3389/fonc.2019.00280,FALSE,1741.0707,2019
Institute of Cancer Research,10.1038/s42003-019-0420-8,FALSE,2945.9052,2019
Institute of Cancer Research,10.1038/s41467-019-09775-w,FALSE,4737.8844,2019
Institute of Cancer Research,10.1016/j.jmb.2019.05.010,FALSE,2640.182688,2019
Institute of Cancer Research,10.1097/MNM.0000000000001020,FALSE,2837.3004,2019
Institute of Cancer Research,10.1016/j.eururo.2019.04.006,TRUE,5148.953568,2019
Institute of Cancer Research,10.1016/j.radonc.2019.03.022,FALSE,2389.3056,2019
Institute of Cancer Research,10.1016/j.radonc.2019.01.036,TRUE,2210.10768,2019
Institute of Cancer Research,10.1186/s40425-019-0575-3,FALSE,2158.5204,2019
Institute of Cancer Research,10.1088/1361-6560/ab1786,TRUE,2660.8176,2019
Institute of Cancer Research,10.1016/j.ejps.2019.04.004,FALSE,3320.863272,2019
Institute of Cancer Research,10.1158/1078-0432.ccr-18-3769,TRUE,3484.404,2019
Institute of Cancer Research,10.1259/bjr.20180670,TRUE,2715.12,2019
Institute of Cancer Research,10.1088/1361-6560/ab13f2,TRUE,2307.852,2019
Institute of Cancer Research,10.1016/j.ctro.2019.03.001,FALSE,645.112512,2019
Institute of Cancer Research,10.1109/tuffc.2019.2906434,TRUE,2035.88748,2019
Institute of Cancer Research,10.1038/s41388-019-0780-z,FALSE,4045.5288,2019
Institute of Cancer Research,10.1016/j.clon.2019.02.012,TRUE,2962.738944,2019
Institute of Cancer Research,10.1016/S2352-4642(19)30018-5,TRUE,5151.58180416,2019
Institute of Cancer Research,10.1158/0008-5472.CAN-18-3412,TRUE,3207.2355,2019
Institute of Cancer Research,10.1016/j.ijrobp.2019.03.003,FALSE,2150.37504,2019
Institute of Cancer Research,10.1088/1361-6560/ab0dbb,TRUE,2660.8176,2019
Institute of Cancer Research,10.1088/1361-6560/ab0a8e,TRUE,2077.0668,2019
Institute of Cancer Research,10.1021/acs.jmedchem.8b01947,FALSE,1832.706,2019
Institute of Cancer Research,10.1021/acs.jmedchem.8b01721,FALSE,1832.706,2019
Institute of Cancer Research,10.1016/j.eururo.2019.01.050,FALSE,5148.953568,2019
Institute of Cancer Research,10.1186/s12885-019-5343-8,FALSE,1927.7352,2019
Institute of Cancer Research,10.1158/1078-0432.CCR-18-1821,TRUE,3207.2355,2019
Institute of Cancer Research,10.1111/ahg.12304,FALSE,2624.16348,2019
Institute of Cancer Research,10.1016/j.mam.2019.01.002,TRUE,3094.150752,2019
Institute of Cancer Research,10.1158/0008-5472.CAN-18-2888,TRUE,2886.51195,2019
Institute of Cancer Research,10.1259/bjr.20180908,FALSE,2715.12,2019
Institute of Cancer Research,10.1259/bjr.20180948,FALSE,2715.12,2019
Institute of Cancer Research,10.1038/s41598-018-36186-6,FALSE,1581.5574,2019
Institute of Cancer Research,10.1038/s41598-018-36447-4,FALSE,1581.5574,2019
Institute of Cancer Research,10.1186/s13058-018-1093-9,FALSE,2592.9396,2019
Institute of Cancer Research,10.1038/s41467-018-07987-0,FALSE,4479.948,2019
Institute of Cancer Research,10.1186/s40658-018-0238-3,FALSE,1588.3452,2019
Institute of Cancer Research,10.1007/s00259-018-4249-z,FALSE,2234.000736,2019
Institute of Cancer Research,10.1021/acsmedchemlett.8b00364,FALSE,1832.706,2019
Institute of Cancer Research,10.1182/bloodadvances.2018026419,TRUE,2749.059,2019
Institute of Cancer Research,10.1038/s41408-018-0162-8,FALSE,3774.0168,2019
Institute of Cancer Research,10.1021/acs.jproteome.8b00870,FALSE,4581.765,2019
Institute of Cancer Research,10.1038/s41375-018-0319-2,FALSE,3393.9,2019
Institute of Cancer Research,10.1038/s41416-018-0345-x,FALSE,3393.9,2019
Institute of Cancer Research,10.1016/j.molcel.2018.11.001,FALSE,2230.01856,2019
Institute of Cancer Research,10.1002/jcp.27977,FALSE,4072.68,2019
Institute of Cancer Research,10.1200/JCO.18.00982,FALSE,4581.765,2019
Institute of Cancer Research,10.1016/j.ijrobp.2018.10.003,FALSE,2199.4553592,2019
Institute of Cancer Research,10.1002/ijc.32031,FALSE,3613.82472,2019
Institute of Cancer Research,10.1093/nar/gky1129,FALSE,2024.12196,2019
Institute of Cancer Research,10.1088/1361-6560/aae74d,FALSE,2307.852,2019
Institute of Cancer Research,10.1093/annonc/mdy506,FALSE,2715.12,2019
Institute of Cancer Research,10.1182/blood-2018-06-857250,TRUE,2290.8825,2019
Institute of Cancer Research,10.1088/1361-6560/aae658,FALSE,2307.852,2019
Institute of Cancer Research,10.1038/s41388-018-0554-z,FALSE,3393.9,2019
Institute of Cancer Research,10.1172/JCI122819,FALSE,4123.5885,2019
Institute of Cancer Research,10.1158/1078-0432.ccr-18-2068,TRUE,2886.51195,2019
Institute of Cancer Research,10.1182/blood-2018-06-855296,TRUE,2290.8825,2019
Institute of Cancer Research,10.1172/JCI121924,FALSE,4123.5885,2019
Institute of Cancer Research,10.1373/clinchem.2018.289629,TRUE,3207.2355,2019
Institute of Cancer Research,10.1016/j.str.2018.05.014,FALSE,4765.0356,2019
Institute of Cancer Research,10.1007/s10549-018-4798-7,FALSE,2190.1968,2019
Imperial College London,10.1002/adfm.201804798,TRUE,4242.375,2019
Imperial College London,Unknown,TRUE,3218.77476,2019
Imperial College London,Unknown,TRUE,3218.77476,2019
Imperial College London,Unknown,TRUE,3218.77476,2019
Imperial College London,10.1088/1361-6463/ab16b4,TRUE,2660.8176,2019
Imperial College London,10.1111/voxs.12507,TRUE,2239.974,2019
Imperial College London,10.1016/j.jceh.2019.06.005,TRUE,3190.266,2019
Imperial College London,10.1126/sciadv.aaw3095,FALSE,4362.202296,2019
Imperial College London,10.1016/S1473-3099(19)30423-2,TRUE,5323.343463,2019
Imperial College London,10.1093/ofid/ofz332,FALSE,2677.10832,2019
Imperial College London,10.1093/ije/dyz200,FALSE,3218.77476,2019
Imperial College London,10.1136/bmjgh-2019-001723,FALSE,1527.255,2019
Imperial College London,10.1016/S1473-3099(19)30446-3,FALSE,5323.343463,2019
Imperial College London,10.1093/brain/awz252,FALSE,4174.497,2019
Imperial College London,10.3934/mbe.2019290,TRUE,742.721076,2019
Imperial College London,10.1039/c8ay01807c,FALSE,1846.2816,2019
Imperial College London,10.1016/j.cell.2019.08.003,FALSE,5538.8448,2019
Imperial College London,10.1371/journal.pcbi.1006940,FALSE,2171.134395,2019
Imperial College London,10.1016/j.jaci.2019.08.006,FALSE,3787.5924,2019
Imperial College London,10.1111/dme.14114,FALSE,3318.1029,2019
Imperial College London,10.1016/j.tibtech.2019.07.005,FALSE,4045.5288,2019
Imperial College London,10.1016/j.jacep.2019.05.012,FALSE,3190.266,2019
Imperial College London,10.1371/journal.pcbi.1007294,FALSE,2171.134395,2019
Imperial College London,10.1136/bmjgh-2019-001582,FALSE,3054.51,2019
Imperial College London,10.1073/pnas.1822046116,FALSE,2452.477392,2019
Imperial College London,10.1074/jbc.RA119.010007,FALSE,2229.520788,2019
Imperial College London,10.1371/journal.pmed.1002856,FALSE,2666.689047,2019
Imperial College London,10.1016/S0140-6736(19)31145-6,FALSE,5303.285514,2019
Imperial College London,10.1016/j.jcin.2019.05.025,FALSE,3190.266,2019
Imperial College London,10.1002/jor.24418,FALSE,2262.6,2019
Imperial College London,10.1161/JAHA.119.012994,FALSE,1415.2563,2019
Imperial College London,10.1016/j.bmc.2019.06.025,FALSE,2660.8176,2019
Imperial College London,10.1016/j.bone.2019.07.011,FALSE,2823.7248,2019
Imperial College London,10.3389/fped.2019.00233,FALSE,2070.143244,2019
Imperial College London,10.1039/c9lc00400a,TRUE,1846.2816,2019
Imperial College London,10.1073/pnas.1820646116,FALSE,2439.060174,2019
Imperial College London,10.1016/j.apmt.2019.02.017,TRUE,2103.573159,2019
Imperial College London,10.3389/fphys.2019.00635,FALSE,2387.212695,2019
Imperial College London,10.1186/s12916-019-1356-z,FALSE,2356.72416,2019
Imperial College London,10.1001/jamanetworkopen.2019.6520,FALSE,2762.136828,2019
Imperial College London,10.1038/s41598-019-45567-4,FALSE,1751.2524,2019
Imperial College London,10.1016/S2213-2600(19)30086-4,FALSE,5168.921013,2019
Imperial College London,10.1161/CIRCULATIONAHA.118.038814,FALSE,5013.378576,2019
Imperial College London,10.1002/jia2.25329,FALSE,1779.5349,2019
Imperial College London,10.1016/j.jacep.2019.01.025,FALSE,3010.072536,2019
Imperial College London,10.1016/j.jhin.2019.06.003,FALSE,3516.0804,2019
Imperial College London,10.1016/j.tetlet.2019.02.041,FALSE,2606.5152,2019
Imperial College London,10.1016/j.neuroimage.2019.06.029,TRUE,3461.778,2019
Imperial College London,10.1016/j.epidem.2019.100350,TRUE,2131.3692,2019
Imperial College London,10.1002/adma.201900488,FALSE,4242.375,2019
Imperial College London,10.1016/S2213-2600(19)30114-6,FALSE,5175.58437,2019
Imperial College London,10.1016/j.jcf.2019.05.017,FALSE,3420.621306,2019
Imperial College London,10.1016/j.hrthm.2019.05.032,FALSE,3733.29,2019
Imperial College London,10.2196/13365,FALSE,2234.475882,2019
Imperial College London,10.1161/CIRCOUTCOMES.118.005375,FALSE,4266.743202,2019
Imperial College London,10.7554/eLife.45066,FALSE,2771.300358,2019
Imperial College London,10.1016/j.tube.2019.03.009,TRUE,2737.350045,2019
Imperial College London,10.26508/lsa.201800272,FALSE,2165.353452,2019
Imperial College London,10.1073/pnas.1903781116,FALSE,2052.608094,2019
Imperial College London,10.1016/j.jacep.2019.02.003,FALSE,3010.072536,2019
Imperial College London,10.1371/journal.pntd.0007458,FALSE,2088.911511,2019
Imperial College London,10.1155/2019/1484736,FALSE,1883.456118,2019
Imperial College London,10.2147/HMER.S193996,FALSE,1682.01684,2019
Imperial College London,10.2147/IJGM.S203172,FALSE,1682.01684,2019
Imperial College London,10.1523/JNEUROSCI.1828-18.2019,FALSE,2783.348703,2019
Imperial College London,10.3389/fnins.2019.00336,FALSE,2609.139816,2019
Imperial College London,10.1098/rstb.2018.0276,FALSE,1730.889,2019
Imperial College London,10.1093/glycob/cwz035,FALSE,2637.73908,2019
Imperial College London,10.1039/c9lc00044e,TRUE,1846.2816,2019
Imperial College London,10.1038/s41467-019-10175-3,FALSE,4737.8844,2019
Imperial College London,10.1136/gutjnl-2019-318556,FALSE,1985.4315,2019
Imperial College London,10.4049/jimmunol.1801618,FALSE,2752.769664,2019
Imperial College London,10.1016/j.toxrep.2019.04.006,FALSE,1610.586558,2019
Imperial College London,10.1016/j.jmb.2019.04.043,FALSE,2579.273496,2019
Imperial College London,10.1038/s41467-019-09676-y,FALSE,4737.8844,2019
Imperial College London,10.1038/s41598-019-43521-y,FALSE,1751.2524,2019
Imperial College London,10.1089/ham.2018.0106,FALSE,3446.686458,2019
Imperial College London,10.1038/s41416-019-0466-x,FALSE,3393.9,2019
Imperial College London,10.1088/1361-6463/aaf944,FALSE,2660.8176,2019
Imperial College London,10.1164/rccm.201809-1775OC,FALSE,1114.760394,2019
Imperial College London,10.1002/ijc.32386,FALSE,3011.5206,2019
Imperial College London,10.1016/j.biomaterials.2019.03.035,FALSE,3731.694867,2019
Imperial College London,10.1038/s41388-019-0823-5,FALSE,4045.5288,2019
Imperial College London,10.1148/radiol.2019182304,TRUE,2689.371612,2019
Imperial College London,10.1016/j.gheart.2019.03.001,FALSE,3442.308327,2019
Imperial College London,10.1098/rsos.181545,FALSE,916.353,2019
Imperial College London,10.1016/j.jmb.2019.04.022,TRUE,2579.273496,2019
Imperial College London,10.1016/j.celrep.2019.03.100,TRUE,3504.744774,2019
Imperial College London,10.1096/fj.201802635R,FALSE,2269.546182,2019
Imperial College London,10.4049/jimmunol.1801688,FALSE,2312.795781,2019
Imperial College London,10.1016/j.chembiol.2019.03.006,FALSE,5376.865266,2019
Imperial College London,10.1016/j.jaci.2019.04.003,FALSE,3672.674946,2019
Imperial College London,10.3389/fcvm.2019.00034,FALSE,1675.274292,2019
Imperial College London,10.1038/s41598-019-42036-w,FALSE,1751.2524,2019
Imperial College London,10.1136/openhrt-2018-000971,FALSE,1730.889,2019
Imperial College London,10.1016/j.jmb.2019.04.009,FALSE,2369.202399,2019
Imperial College London,10.1186/s13071-019-3414-y,FALSE,1580.87862,2019
Imperial College London,10.1148/radiol.2019182593,TRUE,2644.164864,2019
Imperial College London,10.1161/CIRCULATIONAHA.118.037934,FALSE,5013.378576,2019
Imperial College London,10.1098/rstb.2018.0292,FALSE,1730.889,2019
Imperial College London,10.1186/s12916-019-1310-0,FALSE,2169.38088,2019
Imperial College London,10.1099/mic.0.000791,TRUE,2850.876,2019
Imperial College London,10.1128/mBio.00062-19,FALSE,2797.241067,2019
Imperial College London,10.3389/fmolb.2019.00011,FALSE,1716.204726,2019
Imperial College London,10.1074/jbc.RA119.007492,FALSE,2083.583088,2019
Imperial College London,10.1038/s41598-019-41597-0,FALSE,1751.2524,2019
Imperial College London,10.1242/dmm.037259,FALSE,3393.9,2019
Imperial College London,10.1016/S1473-3099(18)30753-9,TRUE,5011.613748,2019
Imperial College London,10.1371/journal.pone.0210717,FALSE,1417.790412,2019
Imperial College London,10.1161/CIRCRESAHA.118.313788,TRUE,5062.318614,2019
Imperial College London,10.3389/fncel.2019.00039,FALSE,2634.288615,2019
Imperial College London,10.1513/AnnalsATS.201811-837OC,FALSE,1041.395589,2019
Imperial College London,10.1242/dev.173666,FALSE,3393.9,2019
Imperial College London,10.1038/s41385-019-0158-0,FALSE,3380.3244,2019
Imperial College London,10.1128/JVI.02123-18,FALSE,2920.122873,2019
Imperial College London,10.3390/pharmaceutics11030111,FALSE,778.888737,2019
Imperial College London,10.1038/s41467-019-09067-3,FALSE,4737.8844,2019
Imperial College London,10.1016/j.stem.2019.01.013,FALSE,5206.627242,2019
Imperial College London,10.1016/j.neuroimage.2019.03.002,TRUE,3108.563514,2019
Imperial College London,10.1002/adma.201900291,TRUE,5090.85,2019
Imperial College London,10.1111/apt.15192,FALSE,3393.9,2019
Imperial College London,10.1080/20477724.2019.1581463,FALSE,2708.3322,2019
Imperial College London,10.1021/acsnano.8b06998,FALSE,2041.283781,2019
Imperial College London,10.1136/gutjnl-2018-317842,FALSE,1985.4315,2019
Imperial College London,10.1016/j.csbj.2019.01.003,FALSE,1320.238413,2019
Imperial College London,10.15252/emmm.201708492,FALSE,3733.29,2019
Imperial College London,10.1177/0272989X18813357,FALSE,271.512,2019
Imperial College London,10.1016/j.jhep.2019.01.016,FALSE,3006.961461,2019
Imperial College London,10.1038/s41467-019-08775-0,FALSE,4737.8844,2019
Imperial College London,10.1152/jn.00808.2018,FALSE,2041.283781,2019
Imperial College London,10.1186/s13550-019-0487-8,FALSE,1516.05513,2019
Imperial College London,10.3389/fphys.2019.00049,FALSE,2367.912717,2019
Imperial College London,10.1016/j.jmb.2019.02.008,TRUE,2359.258272,2019
Imperial College London,10.1016/j.bcmd.2019.01.007,FALSE,3624.662574,2019
Imperial College London,10.1038/s41467-019-08718-9,FALSE,3948.237,2019
Imperial College London,10.1038/s41416-018-0373-6,FALSE,3393.9,2019
Imperial College London,10.1089/thy.2018.0399,FALSE,3266.040474,2019
Imperial College London,10.1021/acsnano.8b06492,FALSE,2064.113415,2019
Imperial College London,10.3389/fgene.2018.00718,FALSE,2074.193298,2019
Imperial College London,10.1093/sleep/zsz031,FALSE,2926.89936,2019
Imperial College London,10.1002/jbmr.3691,FALSE,2262.6,2019
Imperial College London,10.1093/ehjqcco/qcz006,FALSE,2466.68652,2019
Imperial College London,10.1111/jvh.13073,FALSE,3091.8429,2019
Imperial College London,10.3389/fped.2018.00414,FALSE,2076.240951,2019
Imperial College London,10.1016/S0140-6736(18)32277-3,TRUE,5032.746432,2019
Imperial College London,10.1016/j.jacc.2018.10.070,FALSE,3155.998923,2019
Imperial College London,10.1186/s13073-019-0616-z,FALSE,2416.4568,2019
Imperial College London,10.1038/s41598-018-37435-4,FALSE,1581.5574,2019
Imperial College London,10.1172/JCI121685,FALSE,4259.57076,2019
Imperial College London,10.1186/s12936-019-2663-8,FALSE,1650.11418,2019
Imperial College London,10.1161/CIRCGEN.119.002460,FALSE,4191.783264,2019
Imperial College London,10.1002/adma.201806788,FALSE,4242.375,2019
Imperial College London,10.1101/gr.241455.118,TRUE,2603.505942,2019
Imperial College London,10.1152/japplphysiol.00882.2018,FALSE,2083.583088,2019
Imperial College London,10.1021/acsnano.8b08117,FALSE,2064.113415,2019
Imperial College London,10.1039/c8lc01108g,FALSE,1153.926,2019
Imperial College London,10.1136/bmjopen-2018-022510,FALSE,1374.5295,2019
Imperial College London,10.1136/bmjopen-2018-022510,FALSE,1374.5295,2019
Imperial College London,10.1016/j.kint.2018.09.027,FALSE,3324.935952,2019
Imperial College London,10.1371/journal.pcbi.1006568,FALSE,2088.911511,2019
Imperial College London,10.1093/nar/gky1323,FALSE,2024.12196,2019
Imperial College London,10.1177/2472630318819240,FALSE,271.512,2019
Imperial College London,10.1038/s41388-018-0651-z,FALSE,3393.9,2019
Imperial College London,10.1186/s12859-018-2572-9,FALSE,1580.87862,2019
Imperial College London,10.1021/acs.analchem.8b04412,FALSE,4128.22683,2019
Imperial College London,10.1016/j.isci.2018.12.005,FALSE,2630.000988,2019
Imperial College London,10.1016/j.ultrasmedbio.2018.10.031,FALSE,1554.044184,2019
Imperial College London,10.1002/adma.201806380,FALSE,4242.375,2019
Imperial College London,10.1002/admi.201800836,FALSE,3461.778,2019
Imperial College London,10.1016/j.biomaterials.2018.11.026,FALSE,3887.112861,2019
Imperial College London,10.1136/bmj.k4981,FALSE,3054.51,2019
Imperial College London,10.7554/eLife.37015,FALSE,2748.108708,2019
Imperial College London,10.1093/glycob/cwy113,FALSE,2637.73908,2019
Imperial College London,10.2147/IJGM.S186854,FALSE,1682.01684,2019
Imperial College London,10.1161/CIRCRESAHA.118.313705,FALSE,4993.78446,2019
Imperial College London,10.1016/j.jaci.2018.12.985,TRUE,3728.719548,2019
Imperial College London,10.1038/s41467-018-07883-7,FALSE,4479.948,2019
Imperial College London,10.1038/s41416-018-0335-z,FALSE,3393.9,2019
Imperial College London,10.1016/j.molmet.2018.11.010,FALSE,2493.701964,2019
Imperial College London,10.1016/j.molmet.2018.11.010,FALSE,2493.701964,2019
Imperial College London,10.1038/s41467-018-07653-5,FALSE,4479.948,2019
Imperial College London,10.1038/s41467-018-07653-5,FALSE,4479.948,2019
Imperial College London,10.1016/j.jacc.2018.09.073,FALSE,3205.753497,2019
Imperial College London,10.1021/acsinfecdis.8b00223,FALSE,4263.711318,2019
Imperial College London,10.1038/s41419-018-1235-0,FALSE,2993.4198,2019
Imperial College London,10.1038/s41419-018-1235-0,FALSE,1581.5574,2019
Imperial College London,10.1038/s41419-018-1235-0,FALSE,1581.5574,2019
Imperial College London,10.1136/gutjnl-2018-317297,FALSE,1985.4315,2019
Imperial College London,10.1093/ehjci/jey175,FALSE,2554.4754,2019
Imperial College London,10.1093/ehjci/jey175,FALSE,2554.4754,2019
Imperial College London,10.1371/journal.pone.0208018,FALSE,1417.790412,2019
Imperial College London,10.1097/QAD.0000000000002041,FALSE,3767.79465,2019
Imperial College London,10.1016/j.jaci.2018.10.059,TRUE,3728.719548,2019
Imperial College London,10.1016/S2213-2600(18)30409-0,FALSE,5384.207403,2019
Imperial College London,10.1186/s12885-018-5140-9,FALSE,1580.87862,2019
Imperial College London,10.7554/eLife.42400,FALSE,2807.354889,2019
Imperial College London,10.1042/BST20180502,FALSE,2036.34,2019
Imperial College London,10.1042/BST20180502,FALSE,2036.34,2019
Imperial College London,10.1186/s12890-018-0753-y,FALSE,1487.88576,2019
Imperial College London,10.3389/fcell.2018.00155,FALSE,932.688972,2019
Imperial College London,10.7554/eLife.27706,FALSE,2692.969146,2019
Imperial College London,10.1016/j.jsb.2018.11.011,FALSE,2887.926075,2019
Imperial College London,10.1038/s41467-018-07357-w,FALSE,4479.948,2019
Imperial College London,10.1038/s41467-018-07357-w,FALSE,4479.948,2019
Imperial College London,10.1136/thoraxjnl-2018-212144,FALSE,2324.8215,2019
Imperial College London,10.1093/europace/euy235,FALSE,3065.37048,2019
Imperial College London,10.1016/S2468-2667(18)30214-7,FALSE,5319.248157,2019
Imperial College London,10.1523/ENEURO.0381-18.2018,FALSE,3044.89395,2019
Imperial College London,10.1523/ENEURO.0381-18.2018,FALSE,3044.89395,2019
Imperial College London,10.1016/j.compbiomed.2018.10.015,FALSE,2671.463133,2019
Imperial College London,10.1364/OL.43.005555,FALSE,2832.707322,2019
Imperial College London,10.1364/OL.43.005555,FALSE,2832.707322,2019
Imperial College London,10.1016/S0140-6736(18)32484-X,FALSE,5319.248157,2019
Imperial College London,10.1111/anae.14494,FALSE,2715.12,2019
Imperial College London,10.1111/anae.14494,FALSE,2715.12,2019
Imperial College London,10.1111/imcb.12216,FALSE,2262.6,2019
Imperial College London,10.1136/bcr-2018-226590,FALSE,254.5425,2019
Imperial College London,10.1016/j.medengphy.2018.10.006,TRUE,2987.616231,2019
Imperial College London,10.1016/j.medengphy.2018.10.006,TRUE,2987.616231,2019
Imperial College London,10.1016/j.gaitpost.2018.10.031,FALSE,3723.470316,2019
Imperial College London,10.1016/j.neuroimage.2018.10.069,FALSE,3117.919365,2019
Imperial College London,10.3390/jcm7110403,FALSE,795.134205,2019
Imperial College London,10.1128/JVI.01217-18,FALSE,3017.584368,2019
Imperial College London,10.1002/hbm.24420,FALSE,4344.192,2019
Imperial College London,10.1161/HYPERTENSIONAHA.118.11925,FALSE,4892.657553,2019
Imperial College London,10.1161/atvbaha.118.311400,TRUE,4892.657553,2019
Imperial College London,10.1002/mrm.27561,FALSE,3393.9,2019
Imperial College London,10.1074/mcp.RA118.001043,FALSE,2125.011294,2019
Imperial College London,10.1074/mcp.RA118.001043,FALSE,2125.011294,2019
Imperial College London,10.1128/JB.00574-18,FALSE,2183.714451,2019
Imperial College London,10.1093/nar/gky906,FALSE,1927.7352,2019
Imperial College London,10.1016/j.medengphy.2018.09.006,FALSE,3072.192219,2019
Imperial College London,10.1016/j.medengphy.2018.09.006,FALSE,3072.192219,2019
Imperial College London,10.1093/infdis/jiy546,FALSE,2598.5961,2019
Imperial College London,10.1186/s41077-018-0079-0,FALSE,1873.77219,2019
Imperial College London,10.1016/j.ccell.2018.08.017,FALSE,5556.651462,2019
Imperial College London,10.1212/NXI.0000000000000470,FALSE,3430.067661,2019
Imperial College London,10.1212/NXI.0000000000000470,FALSE,3430.067661,2019
Imperial College London,10.1136/bmj.k3794,FALSE,3054.51,2019
Imperial College London,10.1177/0969141318785654,FALSE,271.512,2019
Imperial College London,10.1177/0969141318785654,FALSE,271.512,2019
Imperial College London,10.1074/jbc.RA118.004530,FALSE,2125.011294,2019
Imperial College London,10.1074/jbc.RA118.004530,FALSE,2125.011294,2019
Imperial College London,10.1002/cmdc.201800624,FALSE,2976.201414,2019
Imperial College London,10.1093/nar/gky783,FALSE,1927.7352,2019
Imperial College London,10.1096/fj.201800965R,FALSE,2660.003064,2019
Imperial College London,10.1111/jth.14275,FALSE,3393.9,2019
Imperial College London,10.1128/JVI.01362-18,FALSE,2443.766382,2019
Imperial College London,10.1210/er.2017-00236,FALSE,3122.976276,2019
Imperial College London,10.1210/er.2017-00236,FALSE,3122.976276,2019
Imperial College London,10.1016/j.clinbiomech.2018.03.006,FALSE,4310.275626,2019
Imperial College London,10.1016/j.diabres.2018.01.018,FALSE,3419.490006,2019
Imperial College London,10.7448/IAS.20.1.21856,FALSE,2508.77088,2019
Imperial College London,10.1098/rspb.2017.0901,FALSE,3218.77476,2019
Keele University,10.1186/s12891-019-2829-0,FALSE,1835.42112,2019
Keele University,10.3399/bjgpopen19X101661,FALSE,1357.56,2019
Keele University,10.1177/0963689719845328,FALSE,2504.6982,2019
Keele University,10.1177/2041731419827792,FALSE,1004.5944,2019
Keele University,10.1177/2041731419827791,FALSE,2009.1888,2019
Keele University,10.1038/s41598-018-37670-9,FALSE,1581.5574,2019
Keele University,10.1186/s13047-019-0317-2,FALSE,1394.8929,2019
Keele University,10.1002/jor.24184,FALSE,2715.12,2019
Keele University,10.1038/nrd.2017.22,TRUE,126.93186,2019
King's College London,10.1093/schbul/sby160,TRUE,2884.815,2019
King's College London,10.1093/ibd/izz022,TRUE,2647.242,2019
King's College London,10.1093/bioinformatics/btz022,TRUE,1282.8942,2019
King's College London,10.1098/rsif.2018.0546,TRUE,1730.889,2019
King's College London,10.1155/2019/4351693,TRUE,1232.822862,2019
King's College London,10.1097/j.pain.0000000000001364,TRUE,4129.878528,2019
King's College London,10.1080/17434440.2018.1502084,TRUE,2253.990807,2019
King's College London,10.7554/eLife.38485,TRUE,2596.084614,2019
King's College London,10.7554/eLife.38393,TRUE,2554.939233,2019
King's College London,10.1002/mrm.27732,TRUE,2545.425,2019
King's College London,10.1002/mrm.27733,TRUE,3393.9,2019
King's College London,10.1038/s42003-019-0426-2,TRUE,2945.9052,2019
King's College London,10.1038/s41467-019-10898-3,TRUE,4737.8844,2019
King's College London,10.1016/j.ejro.2018.07.002,TRUE,1530.366075,2019
King's College London,10.1093/schbul/sbz089,TRUE,3028.71636,2019
King's College London,10.1080/16066359.2019.1579803,TRUE,2708.3322,2019
King's College London,10.1177/1556264619837088,TRUE,271.512,2019
King's College London,10.1093/europace/euz226,TRUE,3065.37048,2019
King's College London,10.1016/j.neucom.2019.01.103,TRUE,2238.175233,2019
King's College London,10.1038/s41467-019-12366-4,TRUE,4737.8844,2019
King's College London,10.1186/s41824-019-0062-6,TRUE,1509.60672,2019
King's College London,10.1002/mrm.27984,TRUE,2545.425,2019
King's College London,10.1093/infdis/jiz322,TRUE,3274.43472,2019
King's College London,10.1002/mrm.27919,TRUE,2545.425,2019
King's College London,10.1161/JAHA.118.011576,TRUE,1751.2524,2019
