institution,period,PMID,PMCID,DOI,Publisher,Journal title,ISSN,is_hybrid,euro
Wellcome Trust,2017,28652290,PMC5541453 ,10.1136/bmjopen-2016-014013,BMJ,BMJ open,,FALSE,1570.47
Wellcome Trust,2017,28213596,PMC5318564,10.1136/bmjopen-2016-013100,BMJ,BMJ open,2044-6055,FALSE,1570.47
Wellcome Trust,2017,28264823,PMC5353253,10.1136/bmjopen-2016-011822,BMJ,BMJ open,2044-6055,FALSE,1570.47
Wellcome Trust,2017,29247113,PMC5736042,10.1136/bmjopen-2017-019282,BMJ,BMJ open,2044-6055,FALSE,1570.47
Wellcome Trust,2017,28011816,PMC5223654,10.1136/bmjopen-2016-014356,BMJ,BMJ open,2044-6055,FALSE,1570.47
Wellcome Trust,2017,28235971,PMC5337714,10.1136/bmjopen-2016-014527,BMJ,BMJ open,2044-6055,FALSE,1570.47
Wellcome Trust,2017,28249851,PMC5353327,10.1136/bmjopen-2016-014210,BMJ,BMJ open,2044-6055,FALSE,1570.47
Wellcome Trust,2017,28270391,PMC5353291,10.1136/bmjopen-2016-014592,BMJ,BMJ open,2044-6055,FALSE,1570.47
Wellcome Trust,2017,28674146,PMC5726087,10.1136/bmjopen-2017-016396,BMJ,BMJ open,2044-6055,FALSE,1570.47
Wellcome Trust,2017,28882915,PMC5588966,10.1136/bmjopen-2017-016391,BMJ,BMJ open,2044-6055,FALSE,1570.47
Wellcome Trust,2017,28827249,PMC5629687,10.1136/bmjopen-2017-015955,BMJ,BMJ open,2044-6055,FALSE,1570.47
Wellcome Trust,2017,28879025,PMC5569264,10.1136/bmjsem-2016-000137,BMJ,BMJ open sport & exercise medicine,2055-7647,FALSE,1539.68
Wellcome Trust,2017,28159847,PMC5293977,10.1136/bmjopen-2016-012443,BMJ,BMJ open,2044-6055,FALSE,1539.68
Wellcome Trust,2017,28818832,PMC5705841,10.1136/annrheumdis-2017-211499,BMJ,Annals of the rheumatic diseases,"0003-4967, 1468-2060",TRUE,2003.48
Wellcome Trust,2017,29070706,Unknown,10.1136/medethics-2017-104400,BMJ,Journal of medical ethics,"0306-6800, 1473-4257",TRUE,2003.48
Wellcome Trust,2017,28408466,PMC5739819,10.1136/archdischild-2016-312076,BMJ,Archives of disease in childhood,"0003-9888, 1468-2044",TRUE,2001.58
Wellcome Trust,2017,28389600,Unknown,10.1136/thoraxjnl-2016-208977,BMJ,Thorax,"0040-6376, 1468-3296",TRUE,2001.58
Wellcome Trust,2017,28684436,PMC5749347,10.1136/heartjnl-2017-311274,BMJ,Heart (British Cardiac Society),"1355-6037, 1468-201X",TRUE,2001.58
Wellcome Trust,2017,28739581,Unknown,10.1136/gutjnl-2016-313681,BMJ,Gut,"0017-5749, 1468-3288",TRUE,2001.58
Wellcome Trust,2017,28115473,PMC5529980,10.1136/heartjnl-2016-310347,BMJ,Heart (British Cardiac Society),"1355-6037, 1468-201X",TRUE,2001.58
Wellcome Trust,2017,28043985,PMC5537506,10.1136/bjophthalmol-2016-309656,BMJ,The British journal of ophthalmology,"0007-1161, 1468-2079",TRUE,2001.58
Wellcome Trust,2017,28607037,PMC5750429,10.1136/bmjqs-2016-006253,BMJ,BMJ quality & safety,"2044-5415, 2044-5423",TRUE,2001.58
Wellcome Trust,2017,29103003,Unknown,10.1136/jfprhc-2017-101728,BMJ,The journal of family planning and reproductive health care,"1471-1893, 2045-2098",TRUE,2001.58
Wellcome Trust,2017,28336743,PMC5372106,10.1136/bmjopen-2016-014006,BMJ,BMJ open,2044-6055,FALSE,1385.71
Wellcome Trust,2017,28341690,PMC5372153,10.1136/bmjopen-2016-014511,BMJ,BMJ open,2044-6055,FALSE,1385.71
Wellcome Trust,2017,28988165,PMC5639985 ,10.1136/bmjopen-2017-015898,BMJ,BMJ Open,,FALSE,1385.71
Wellcome Trust,2017,28003286,PMC5223684,10.1136/bmjopen-2016-012690,BMJ,BMJ open,2044-6055,FALSE,1385.71
Wellcome Trust,2017,28246144,PMC5337737,10.1136/bmjopen-2016-014444,BMJ,BMJ open,2044-6055,FALSE,1385.71
Wellcome Trust,2017,28698339,PMC5541454,10.1136/bmjopen-2017-016041,BMJ,BMJ open,2044-6055,FALSE,1385.71
Wellcome Trust,2017,28939576,PMC5623574,10.1136/bmjopen-2017-016331,BMJ,BMJ open,2044-6055,FALSE,1385.71
Wellcome Trust,2017,28801439,PMC5724126,10.1136/bmjopen-2017-017474,BMJ,BMJ open,2044-6055,FALSE,1385.71
Wellcome Trust,2017,28710224,PMC5726132,10.1136/bmjopen-2017-016738,BMJ,BMJ open,2044-6055,FALSE,1368.6
Wellcome Trust,2017,28064175,PMC5223666,10.1136/bmjopen-2016-013187,BMJ,BMJ open,2044-6055,FALSE,1368.6
Wellcome Trust,2017,28348186,PMC5372050,10.1136/bmjopen-2016-013433,BMJ,BMJ open,2044-6055,FALSE,1368.6
Wellcome Trust,2017,28645980,PMC5726086,10.1136/bmjopen-2017-016522,BMJ,BMJ open,2044-6055,FALSE,1368.6
Wellcome Trust,2017,28255095,PMC5353314,10.1136/bmjopen-2016-013901,BMJ,BMJ open,2044-6055,FALSE,1308.72
Wellcome Trust,2017,27194710,PMC5541176,10.1136/jech-2015-206548,BMJ,Journal of epidemiology and community health,"0143-005X, 1470-2738",TRUE,1334.39
Wellcome Trust,2017,27979910,PMC5520351,10.1136/sextrans-2016-052719,BMJ,Sexually transmitted infections,"1368-4973, 1472-3263",TRUE,1334.39
Wellcome Trust,2017,27621833,PMC5013342,10.1136/openhrt-2016-000477,BMJ,Open heart,2053-3624,FALSE,1163.31
Wellcome Trust,2017,28864706,PMC5589007,10.1136/bmjopen-2017-017467,BMJ,BMJ open,2044-6055,FALSE,1029.3
Wellcome Trust,2017,28554940,PMC5726106,10.1136/bmjopen-2017-016427,BMJ,BMJ open,2044-6055,FALSE,1026.45
Wellcome Trust,2017,28554919,PMC5729974,10.1136/bmjopen-2016-014694,BMJ,BMJ open,2044-6055,FALSE,1026.45
Wellcome Trust,2017,28965102,PMC5640133,10.1136/bmjopen-2017-017979,BMJ,BMJ open,2044-6055,FALSE,1026.45
Wellcome Trust,2017,27194319,PMC4874146,10.1136/bmjopen-2015-010952,BMJ,BMJ open,2044-6055,FALSE,923.81
Wellcome Trust,2017,28209604,PMC5318644,10.1136/bmjopen-2016-012552,BMJ,BMJ open,2044-6055,FALSE,855.38
Wellcome Trust,2017,27965315,PMC5284463,10.1136/jech-2015-206257,BMJ,Journal of epidemiology and community health,"0143-005X, 1470-2738",TRUE,563
Wellcome Trust,2017,28363946,PMC5388006,10.1136/bcr-2016-218328,BMJ,BMJ case reports,1757-790X,TRUE,258.04
Wellcome Trust,2017,28912956,PMC5588958,10.1136/openhrt-2017-000647,BMJ Publishing Group,Open heart,2053-3624,FALSE,2332.32
Wellcome Trust,2017,Unknown,Unknown,10.1163/15718093-12341437,Brill Academic Publishers,European Journal of Health Law,0929-0273,TRUE,2291.53
Wellcome Trust,2017,28455467,PMC5413867,10.1302/0301-620x.99b5.bjj-2016-1232.r1,British Editorial Society of Bone & Joint Surgery,The bone & joint journal,"2049-4394, 2049-4408",TRUE,3968.94
Wellcome Trust,2017,28768778,PMC5637051,10.1302/0301-620x.99b8.bjj-2016-0889.r1,British Editorial Society of Bone & Joint Surgery,The bone & joint journal,"2049-4394, 2049-4408",TRUE,3968.94
Wellcome Trust,2017,28710154,PMC5539305,10.1302/2046-3758.67.bjr-2017-0017.r2,British Editorial Society of Bone & Joint Surgery,Bone & joint research,2046-3758,FALSE,1416.5
Wellcome Trust,2017,28540739,PMC5603947,10.1259/bjr.20160939,British Institute of Radiology,The British journal of radiology,"0007-1285, 1748-880X",TRUE,2531.91
Wellcome Trust,2017,Unknown,Unknown,10.1017/bjt.2017.3,Cambridge University Press (CUP),BJHS Themes,2058-850X,FALSE,2890.23
Wellcome Trust,2017,28222824,Unknown,10.1017/s0033291717000125,Cambridge University Press (CUP),Psychological medicine,"0033-2917, 1469-8978",TRUE,3176.92
Wellcome Trust,2017,28029090,Unknown,10.1017/s1463423616000451,Cambridge University Press (CUP),Primary health care research & development,"1463-4236, 1477-1128",TRUE,3116.06
Wellcome Trust,2017,28088928,PMC5819731,10.1017/s1041610216002143,Cambridge University Press (CUP),International psychogeriatrics,"1041-6102, 1741-203X",TRUE,2446.37
Wellcome Trust,2017,28478783,Unknown,10.1017/s0033291717000940,Cambridge University Press (CUP),Psychological medicine,"0033-2917, 1469-8978",TRUE,2441.81
Wellcome Trust,2017,28745264,Unknown,10.1017/s0033291717001908,Cambridge University Press (CUP),Psychological medicine,"0033-2917, 1469-8978",TRUE,2438.96
Wellcome Trust,2017,28361725,Unknown,10.1017/s0963180116000876,Cambridge University Press (CUP),Cambridge quarterly of healthcare ethics : CQ : the international journal of healthcare ethics committees,"0963-1801, 1469-2147",TRUE,2438
Wellcome Trust,2017,26640031,Unknown,10.1017/s1352465815000715,Cambridge University Press (CUP),Behavioural and cognitive psychotherapy,"1352-4658, 1469-1833",TRUE,2436.93
Wellcome Trust,2017,27976597,Unknown,10.1017/s0031182016002377,Cambridge University Press (CUP),Parasitology,"0031-1820, 1469-8161",TRUE,2436.11
Wellcome Trust,2017,27928980,Unknown,10.1017/s003118201600202x,Cambridge University Press (CUP),Parasitology,"0031-1820, 1469-8161",TRUE,2436.11
Wellcome Trust,2017,28325167,Unknown,10.1017/s003329171700040x,Cambridge University Press (CUP),Psychological medicine,"0033-2917, 1469-8978",TRUE,2436.11
Wellcome Trust,2017,28260567,PMC5426310,10.1017/mdh.2017.6,Cambridge University Press (CUP),Medical History,,TRUE,2436.11
Wellcome Trust,2017,,Unknown,10.1017/S1740022817000134,Cambridge University Press (CUP),Journal of Global History,1740-0228,TRUE,2436.11
Wellcome Trust,2017,28183377,Unknown,10.1017/s0033291717000071,Cambridge University Press (CUP),Psychological medicine,"0033-2917, 1469-8978",TRUE,2436.11
Wellcome Trust,2017,28923123,Unknown,10.1017/s0007087417000632,Cambridge University Press (CUP),British journal for the history of science,"0007-0874, 1474-001X",TRUE,2325.48
Wellcome Trust,2017,28923126,Unknown,10.1017/s0007087417000607,Cambridge University Press (CUP),British journal for the history of science,"0007-0874, 1474-001X",TRUE,2325.48
Wellcome Trust,2017,28923127,Unknown,10.1017/s0007087417000619,Cambridge University Press (CUP),British journal for the history of science,"0007-0874, 1474-001X",TRUE,2319.78
Wellcome Trust,2017,28179034,PMC5471830,10.1017/s0031182016002663,Cambridge University Press (CUP),Parasitology,"0031-1820, 1469-8161",TRUE,3190.25
Wellcome Trust,2017,27873558,PMC5426317,10.1017/s0033291716002865,Cambridge University Press (CUP),Psychological medicine,"0033-2917, 1469-8978",TRUE,3177.68
Wellcome Trust,2017,28604290,PMC5471977,10.1017/mdh.2017.34,Cambridge University Press (CUP),Medical history,"0025-7273, 2048-8343",TRUE,3111.92
Wellcome Trust,2017,28604294,PMC5471985,10.1017/mdh.2017.35,Cambridge University Press (CUP),Medical history,"0025-7273, 2048-8343",TRUE,3013.34
Wellcome Trust,2017,27894360,PMC5368686,10.1017/s0031182016002158,Cambridge University Press (CUP),Parasitology,"0031-1820, 1469-8161",TRUE,2935.88
Wellcome Trust,2017,27934575,PMC5197922,10.1017/s0963180116000712,Cambridge University Press (CUP),Cambridge quarterly of healthcare ethics : CQ : the international journal of healthcare ethics committees,"0963-1801, 1469-2147",TRUE,2923.33
Wellcome Trust,2017,27934573,PMC5197924,10.1017/s0963180116000700,Cambridge University Press (CUP),Cambridge quarterly of healthcare ethics : CQ : the international journal of healthcare ethics committees,"0963-1801, 1469-2147",TRUE,2923.33
Wellcome Trust,2017,28937346,PMC5658726,10.1017/s0963180117000147,Cambridge University Press (CUP),Cambridge quarterly of healthcare ethics : CQ : the international journal of healthcare ethics committees,"0963-1801, 1469-2147",TRUE,2481.06
Wellcome Trust,2017,28418288,PMC5817424,10.1017/s0033291717000745,Cambridge University Press (CUP),Psychological medicine,"0033-2917, 1469-8978",TRUE,2441.81
Wellcome Trust,2017,27804899,PMC5426347,10.1017/s0033291716002646,Cambridge University Press (CUP),Psychological medicine,"0033-2917, 1469-8978",TRUE,2441.81
Wellcome Trust,2017,27916012,PMC5341492,10.1017/s0033291716002993,Cambridge University Press (CUP),Psychological medicine,"0033-2917, 1469-8978",TRUE,2438.01
Wellcome Trust,2017,28583221,PMC5729843,10.1017/s0033291717001246,Cambridge University Press (CUP),Psychological medicine,"0033-2917, 1469-8978",TRUE,2436.11
Wellcome Trust,2017,27998331,PMC5206963,10.1017/mdh.2016.100,Cambridge University Press (CUP),Medical history,"0025-7273, 2048-8343",TRUE,2436.11
Wellcome Trust,2017,28918774,Unknown,10.1017/s1368980017002324,Cambridge University Press (CUP),Public health nutrition,"1368-9800, 1475-2727",TRUE,2436.11
Wellcome Trust,2017,26900040,PMC5244446,10.1017/s0954579416000134,Cambridge University Press (CUP),Development and psychopathology,"0954-5794, 1469-2198",TRUE,2436.11
Wellcome Trust,2017,27609550,PMC5197612,10.1017/s0950268816001989,Cambridge University Press (CUP),Epidemiology and infection,"0950-2688, 1469-4409",TRUE,2436.11
Wellcome Trust,2017,27919307,PMC5341494,10.1017/s0033291716002889,Cambridge University Press (CUP),Psychological medicine,"0033-2917, 1469-8978",TRUE,2436.11
Wellcome Trust,2017,28831944,PMC5729846,10.1017/s0031182017001469,Cambridge University Press (CUP),Parasitology,"0031-1820, 1469-8161",TRUE,2436.11
Wellcome Trust,2017,28367791,PMC5560196,10.1017/s1368980017000416,Cambridge University Press (CUP),Public health nutrition,"1368-9800, 1475-2727",TRUE,2436.11
Wellcome Trust,2017,28853391,PMC5647672,10.1017/s0950268817001649,Cambridge University Press (CUP),Epidemiology and infection,"0950-2688, 1469-4409",TRUE,2436.11
Wellcome Trust,2017,28988550,PMC5729848,10.1017/s0033291717000393,Cambridge University Press (CUP),Psychological medicine,"0033-2917, 1469-8978",TRUE,2436.11
Wellcome Trust,2017,28397612,PMC5820532,10.1017/s0033291717000836,Cambridge University Press (CUP),Psychological medicine,"0033-2917, 1469-8978",TRUE,2436.11
Wellcome Trust,2017,27628859,PMC5058402,10.1017/mdh.2016.57,Cambridge University Press (CUP),Medical history,"0025-7273, 2048-8343",TRUE,2436.11
Wellcome Trust,2017,28799519,PMC5565930,10.1017/s0007114517001805,Cambridge University Press (CUP),The British journal of nutrition,"0007-1145, 1475-2662",TRUE,2436.11
Wellcome Trust,2017,28260564,PMC5426301,10.1017/mdh.2017.2,Cambridge University Press (CUP),Medical history,"0025-7273, 2048-8343",TRUE,2436.11
Wellcome Trust,2017,27884216,PMC5647581,10.1017/s0007087416001126,Cambridge University Press (CUP),British journal for the history of science,"0007-0874, 1474-001X",TRUE,2319.78
Wellcome Trust,2017,27798842,PMC5088564,10.1101/gad.290510.116,Cold Spring Harbor Laboratory,Genes & development,"0890-9369, 1549-5477",TRUE,4348.89
,,,,,,,,,
Wellcome Trust,2017,28720578,PMC5538559,10.1101/gr.216606.116,Cold Spring Harbor Laboratory,Genome research,"1088-9051, 1549-5469",TRUE,2666.24
Wellcome Trust,2017,28087841,PMC5340972,10.1101/gr.207704.116,Cold Spring Harbor Laboratory,Genome research,"1088-9051, 1549-5469",TRUE,2656.48
Wellcome Trust,2017,27527616,PMC5052055,10.1101/gr.204024.116,Cold Spring Harbor Laboratory,Genome research,"1088-9051, 1549-5469",TRUE,2247.87
Wellcome Trust,2017,27317193,PMC4918783,10.1101/lm.041780.116,Cold Spring Harbor Laboratory,"Learning & memory (Cold Spring Harbor, N.Y.)","1072-0502, 1549-5485",TRUE,2203.37
Wellcome Trust,2017,28330902,PMC5378177,10.1101/gr.216309.116,Cold Spring Harbor Laboratory,Genome research,"1088-9051, 1549-5469",TRUE,2167.22
Wellcome Trust,2017,28279982,PMC5358756,10.1101/gad.289769.116,Cold Spring Harbor Laboratory,Genes & development,"0890-9369, 1549-5477",TRUE,2144.98
Wellcome Trust,2017,27206856,PMC4937561,10.1101/gr.205492.116,Cold Spring Harbor Laboratory,Genome research,"1088-9051, 1549-5469",TRUE,1884.53
Wellcome Trust,2017,27531718,PMC5052046,10.1101/gr.203711.115,Cold Spring Harbor Laboratory,Genome research,"1088-9051, 1549-5469",TRUE,1845.61
Wellcome Trust,2017,28050600,PMC5171697,10.1101/mcs.a001271,Cold Spring Harbor Laboratory,Cold Spring Harbor molecular case studies,2373-2873,TRUE,1631.76
Wellcome Trust,2017,28442579,PMC5513072,10.1261/rna.061051.117,Cold Spring Harbor Laboratory,"RNA (New York, N.Y.)","1355-8382, 1469-9001",TRUE,1607.01
Wellcome Trust,2017,28153948,PMC5393171,10.1261/rna.060830.117,Cold Spring Harbor Laboratory,"RNA (New York, N.Y.)","1355-8382, 1469-9001",TRUE,1365.26
Wellcome Trust,2017,28289267,PMC5450232 ,10.1242/jcs.197848,Company of Biologists,Journal of Cell science,,TRUE,3421.5
Wellcome Trust,2017,28919829,PMC5587168,10.2147/jbm.s142189,Dove Medical Press Ltd.,Journal of blood medicine,1179-2736,FALSE,847.86
Wellcome Trust,2017,28814852,PMC5546187 ,10.2147/COPD.S137868,Dove Medical Press Ltd.,International journal of Chronic Obstructive Pulmonary Disorder,,FALSE,2005
Wellcome Trust,2017,29238227,PMC5716672,10.2147/clep.s143718,Dove Medical Press Ltd.,Clinical epidemiology,1179-1349,FALSE,1805.18
Wellcome Trust,2017,28053553,PMC5191841 ,10.2147/IJGM.S119301,Dove Medical Press Ltd.,International journal of general medicine,,FALSE,1695.7
Wellcome Trust,2017,28255252,PMC5322849,10.2147/ijgm.s127689,Dove Medical Press Ltd.,International journal of general medicine,1178-7074,FALSE,1695.7
Wellcome Trust,2017,28848361,PMC5557399 ,10.2147/IJGM.S133292,Dove Medical Press Ltd.,International journal of general medicine,,FALSE,1695.7
Wellcome Trust,2017,29075134,PMC5609792 ,10.2147/IJGM.S145029,Dove Medical Press Ltd.,International journal of general medicine,,FALSE,1695.7
Wellcome Trust,2017,29158688,PMC5683789,10.2147/ijgm.s146475,Dove Medical Press Ltd.,International journal of general medicine,1178-7074,FALSE,1695.7
Wellcome Trust,2017,28435343,PMC5388237,10.2147/prom.s122420,Dove Medical Press Ltd.,Patient related outcome measures,1179-271X,FALSE,1695.7
Wellcome Trust,2017,28458546,PMC5404495,10.2147/ijn.s134379,Dove Medical Press Ltd.,International journal of nanomedicine,"1176-9114, 1178-2013",TRUE,2005
Wellcome Trust,2017,29200509,PMC5667650,10.3366/shr.2017.0335,Edinburgh University Press,The Scottish historical review,0036-9241,TRUE,1368.6
Wellcome Trust,2017,28355133,PMC5404916,10.7554/elife.24905,"eLife Sciences Organisation, Ltd.",eLife,2050-084X,FALSE,3296.93
Wellcome Trust,2017,28537557,PMC5495568,10.7554/elife.25461,"eLife Sciences Organisation, Ltd.",eLife,2050-084X,FALSE,2753.55
Wellcome Trust,2017,28513434,PMC5449189,10.7554/elife.26577,"eLife Sciences Organisation, Ltd.",eLife,2050-084X,FALSE,2737.93
Wellcome Trust,2017,28691905,PMC5531832,10.7554/elife.26801,"eLife Sciences Organisation, Ltd.",eLife,2050-084X,FALSE,2694.09
Wellcome Trust,2017,28608780,PMC5484614,10.7554/elife.28080,"eLife Sciences Organisation, Ltd.",eLife,2050-084X,FALSE,2687.58
Wellcome Trust,2017,28527239,PMC5459573,10.7554/elife.27311,"eLife Sciences Organisation, Ltd.",eLife,2050-084X,FALSE,2674.93
Wellcome Trust,2017,28922109,PMC5621836,10.7554/elife.27453,"eLife Sciences Organisation, Ltd.",eLife,2050-084X,FALSE,2657.49
Wellcome Trust,2017,28837020,PMC5602420,10.7554/elife.25008,"eLife Sciences Organisation, Ltd.",eLife,2050-084X,FALSE,2655.43
Wellcome Trust,2017,28857741,PMC5601993,10.7554/elife.30127,"eLife Sciences Organisation, Ltd.",eLife,2050-084X,FALSE,2648.22
Wellcome Trust,2017,28586299,PMC5461108,10.7554/elife.25490,"eLife Sciences Organisation, Ltd.",eLife,2050-084X,FALSE,2642.7
Wellcome Trust,2017,28665271,PMC5555721,10.7554/elife.26575,"eLife Sciences Organisation, Ltd.",eLife,2050-084X,FALSE,2638.27
Wellcome Trust,2017,28884683,PMC5619949,10.7554/elife.27402,"eLife Sciences Organisation, Ltd.",eLife,2050-084X,FALSE,2619
Wellcome Trust,2017,29058679,PMC5653239,10.7554/elife.26215,"eLife Sciences Organisation, Ltd.",eLife,2050-084X,FALSE,2619
Wellcome Trust,2017,28887877,PMC5638629,10.7554/elife.29820,"eLife Sciences Organisation, Ltd.",eLife,2050-084X,FALSE,2609.44
Wellcome Trust,2017,28650317,PMC5552275,10.7554/elife.28533,"eLife Sciences Organisation, Ltd.",eLife,2050-084X,FALSE,2603.09
Wellcome Trust,2017,28767037,PMC5576489,10.7554/elife.28384,"eLife Sciences Organisation, Ltd.",eLife,2050-084X,FALSE,2592.7
Wellcome Trust,2017,28910262,PMC5599235,10.7554/elife.29495,"eLife Sciences Organisation, Ltd.",eLife,2050-084X,FALSE,2514.53
Wellcome Trust,2017,27840070,PMC5119931,10.1016/j.chembiol.2016.10.008,Elsevier BV,Cell chemical biology,2451-9456,TRUE,6639.65
Wellcome Trust,2017,28918952,PMC5628951,10.1016/j.cub.2017.08.016,Elsevier BV,Current biology : CB,"0960-9822, 1879-0445",TRUE,5664.08
Wellcome Trust,2017,28965728,PMC5696563,10.1016/j.chembiol.2017.08.016,Elsevier BV,Cell chemical biology,2451-9456,TRUE,5663.95
Wellcome Trust,2017,28988824,PMC5695859,10.1016/j.cmet.2017.09.003,Elsevier BV,Cell metabolism,"1550-4131, 1932-7420",TRUE,5663.95
Wellcome Trust,2017,28529131,PMC5486947,10.1016/j.chembiol.2017.05.014,Elsevier BV,Cell chemical biology,2451-9456,TRUE,5630.93
Wellcome Trust,2017,28916263,PMC5610174,10.1016/j.immuni.2017.08.005,Elsevier BV,Immunity,"1074-7613, 1097-4180",TRUE,5622.44
Wellcome Trust,2017,28683308,PMC5507771,10.1016/j.celrep.2017.06.039,Elsevier BV,Cell reports,2211-1247,FALSE,5663.95
Wellcome Trust,2017,29057382,PMC5639148,10.1016/S2468-2667(17)30159-7,Elsevier BV,The Lancet Public Health,Unknown,FALSE,5630.64
Wellcome Trust,2017,28648608,PMC5501728,10.1016/j.str.2017.05.020,Elsevier BV,"Structure (London, England : 1993)","0969-2126, 1878-4186",TRUE,5592.73
Wellcome Trust,2017,28877467,PMC5603731,10.1016/j.celrep.2017.08.030,Elsevier BV,Cell reports,2211-1247,FALSE,5592.73
Wellcome Trust,2017,28938116,PMC5610190,10.1016/j.cell.2017.08.026,Elsevier BV,Cell,"0092-8674, 1097-4172",TRUE,5592.23
Wellcome Trust,2017,27817979,PMC5167294,10.1016/j.neuron.2016.10.017,Elsevier BV,Neuron,"0896-6273, 1097-4199",TRUE,5582.09
Wellcome Trust,2017,28807536,PMC5655546,10.1016/s0140-6736(17)31961-x,Elsevier BV,"Lancet (London, England)","0140-6736, 1474-547X",TRUE,5568.95
Wellcome Trust,2017,28813673,PMC5565638,10.1016/j.celrep.2017.07.061,Elsevier BV,Cell reports,2211-1247,FALSE,5580.77
Wellcome Trust,2017,27829137,PMC5106372,10.1016/j.cmet.2016.10.010,Elsevier BV,Cell metabolism,"1550-4131, 1932-7420",TRUE,5558.97
Wellcome Trust,2017,27867036,PMC5145815,10.1016/j.stem.2016.10.019,Elsevier BV,Cell stem cell,"1934-5909, 1875-9777",TRUE,5558.97
Wellcome Trust,2017,27760321,PMC5081405,10.1016/j.celrep.2016.09.079,Elsevier BV,Cell reports,2211-1247,FALSE,5558.97
Wellcome Trust,2017,27866891,PMC5154755,10.1016/j.cub.2016.10.021,Elsevier BV,Current biology : CB,"0960-9822, 1879-0445",TRUE,5558.97
Wellcome Trust,2017,28834740,PMC5574064,10.1016/j.celrep.2017.08.007,Elsevier BV,Cell reports,2211-1247,FALSE,5507.43
Wellcome Trust,2017,28122235,PMC5289925,10.1016/j.celrep.2016.12.080,Elsevier BV,Cell reports,2211-1247,FALSE,5484.78
Wellcome Trust,2017,28793250,PMC5561169,10.1016/j.celrep.2017.07.047,Elsevier BV,Cell reports,2211-1247,FALSE,5481.37
Wellcome Trust,2017,28930671,PMC5613076,10.1016/j.celrep.2017.08.092,Elsevier BV,Cell reports,2211-1247,FALSE,5473.05
Wellcome Trust,2017,29017036,PMC5640508,10.1016/j.cub.2017.08.009,Elsevier BV,Current biology : CB,"0960-9822, 1879-0445",TRUE,5552.26
Wellcome Trust,2017,28888927,PMC5614772,10.1016/s2215-0366(17)30328-0,Elsevier BV,The lancet. Psychiatry,"2215-0366, 2215-0374",TRUE,5547.75
Wellcome Trust,2017,27832590,PMC5104695,10.1016/j.chom.2016.10.015,Elsevier BV,Cell host & microbe,,TRUE,5541.51
Wellcome Trust,2017,27832589,PMC5104694 ,10.1016/j.chom.2016.10.007,Elsevier BV,Cell host & microbe,,TRUE,5541.51
Wellcome Trust,2017,29104904,PMC5656092,10.1016/s2352-4642(17)30051-2,Elsevier BV,The lancet child & adolescent health,2352-4642,TRUE,5535.25
Wellcome Trust,2017,27866853,PMC5145807,10.1016/j.str.2016.10.005,Elsevier BV,"Structure (London, England : 1993)","0969-2126, 1878-4186",TRUE,5533.04
Wellcome Trust,2017,29029846,PMC5755468,10.1016/s1474-4422(17)30327-7,Elsevier BV,The Lancet. Neurology,"1474-4422, 1474-4465",TRUE,5530.75
Wellcome Trust,2017,27939314,PMC5196022,10.1016/j.cub.2016.10.061,Elsevier BV,Current biology : CB,"0960-9822, 1879-0445",TRUE,5496.09
Wellcome Trust,2017,28841418,PMC5589211,10.1016/j.cell.2017.07.025,Elsevier BV,Cell,"0092-8674, 1097-4172",TRUE,5489.71
Wellcome Trust,2017,28886383,PMC5607351,10.1016/j.cell.2017.07.028,Elsevier BV,Cell,"0092-8674, 1097-4172",TRUE,5489.71
Wellcome Trust,2017,29029897,PMC5735219,10.1016/S0140-6736(17)32129-3,Elsevier BV,The Lancet,,TRUE,5489.67
Wellcome Trust,2017,27640304,PMC5065698,10.1016/j.ajhg.2016.07.017,Elsevier BV,American journal of human genetics,"0002-9297, 1537-6605",TRUE,5485.83
Wellcome Trust,2017,28781168,PMC5563073,10.1016/j.neuron.2017.07.016,Elsevier BV,Neuron,"0896-6273, 1097-4199",TRUE,5483.82
Wellcome Trust,2017,28779963,PMC5594247,10.1016/s0140-6736(17)31145-5,Elsevier BV,"Lancet (London, England)","0140-6736, 1474-547X",TRUE,5466.72
Wellcome Trust,2017,28988949,PMC5696562,10.1016/j.chembiol.2017.08.021,Elsevier BV,Cell chemical biology,2451-9456,TRUE,5446
Wellcome Trust,2017,28844797,PMC5610147,10.1016/j.immuni.2017.08.003,Elsevier BV,Immunity,"1074-7613, 1097-4180",TRUE,5438.14
Wellcome Trust,2017,28625738,PMC5522529,10.1016/j.chembiol.2017.05.021,Elsevier BV,Cell chemical biology,2451-9456,TRUE,5432.26
Wellcome Trust,2017,29170030,PMC5809636 ,10.1016/S2352-3018(17)30176-5,Elsevier BV,The Lancet HIV,,TRUE,5430.94
Wellcome Trust,2017,28732207,PMC5526787,10.1016/j.molcel.2017.06.030,Elsevier BV,Molecular cell,"1097-2765, 1097-4164",TRUE,5429.01
Wellcome Trust,2017,28787591,PMC5554785,10.1016/j.devcel.2017.07.002,Elsevier BV,Developmental cell,"1534-5807, 1878-1551",TRUE,5417.99
Wellcome Trust,2017,27989621,PMC5222588,10.1016/j.str.2016.11.015,Elsevier BV,"Structure (London, England : 1993)","0969-2126, 1878-4186",TRUE,5414.28
Wellcome Trust,2017,28966091,PMC5640151,10.1016/j.cub.2017.08.075,Elsevier BV,Current biology : CB,"0960-9822, 1879-0445",TRUE,5408.91
