institution;period;PMCID;PMID;DOI;Publisher;Journal title;ISSN;euro;is_hybrid
Wellcome Trust;2016;PMC4803022;26971483;10.1016/j.clinph.2016.01.015;Elsevier BV;Clinical neurophysiology : official journal of the International Federation of Clinical Neurophysiology;1388-2457, 1872-8952;1878.56;TRUE
Wellcome Trust;2016;PMC4840013;27072097;10.1016/j.clinph.2016.01.026;Elsevier BV;Clinical neurophysiology : official journal of the International Federation of Clinical Neurophysiology;1388-2457, 1872-8952;2430.06;TRUE
Wellcome Trust;2016;PMC5034854;27514722;10.1016/j.clinph.2016.07.007;Elsevier BV;Clinical neurophysiology : official journal of the International Federation of Clinical Neurophysiology;1388-2457, 1872-8952;2597.46;TRUE
Wellcome Trust;2016;unknown;26874911;10.1016/j.clnu.2016.01.013;Elsevier BV;Clinical nutrition (Edinburgh, Scotland);0261-5614, 1532-1983;1877.64;TRUE
Wellcome Trust;2016;unknown;26868286;10.1016/j.clon.2016.01.011;Elsevier BV;Clinical oncology (Royal College of Radiologists (Great Britain));0936-6555, 1433-2981;2402.86;TRUE
Wellcome Trust;2016;PMC4786636;26407540;10.1016/j.cpr.2015.09.001;Elsevier BV;Clinical psychology review;0272-7358, 1873-7811;1661.36;TRUE
Wellcome Trust;2016;PMC4683162;26139384;10.1016/j.crad.2015.05.006;Elsevier BV;Clinical radiology;0009-9260, 1365-229X;2110.43;TRUE
Wellcome Trust;2016;PMC4681448;26593288;10.1016/j.cld.2015.08.002;Elsevier BV;Clinics in liver disease;1089-3261, 1557-8224;2729.57;TRUE
Wellcome Trust;2016;PMC4955252;27295330;10.1016/j.cognition.2016.05.013;Elsevier BV;Cognition;0010-0277, 1873-7838;1356.58;TRUE
Wellcome Trust;2016;PMC4675632;26539969;10.1016/j.cognition.2015.10.017;Elsevier BV;Cognition;0010-0277, 1873-7838;1569.56;TRUE
Wellcome Trust;2016;unknown;unknown;10.1016/j.cbpra.2016.03.007;Elsevier BV;Cognitive and Behavioral Practice;1077-7229;2887.58;TRUE
Wellcome Trust;2016;PMC4981317;27546982;10.1016/j.cogdev.2016.03.004;Elsevier BV;Cognitive development;0885-2014;1749.12;TRUE
Wellcome Trust;2016;PMC4959416;27423344;10.1016/j.comppsych.2016.05.004;Elsevier BV;Comprehensive psychiatry;0010-440X, 1532-8384;2426.83;TRUE
Wellcome Trust;2016;PMC4988484;27594707;10.1016/j.cpc.2016.04.011;Elsevier BV;Computer physics communications;0010-4655;2114.41;TRUE
Wellcome Trust;2016;PMC4907311;27108088;10.1016/j.compmedimag.2016.03.004;Elsevier BV;Computerized medical imaging and graphics : the official journal of the Computerized Medical Imaging Society;0895-6111, 1879-0771;4712.98;TRUE
Wellcome Trust;2016;PMC5083253;27241897;10.1016/j.contraception.2016.05.007;Elsevier BV;Contraception;0010-7824, 1879-0518;2143.03;TRUE
Wellcome Trust;2016;PMC4533227;25967086;10.1016/j.cortex.2015.04.003;Elsevier BV;"Cortex; a journal devoted to the study of the nervous system and behavior";0010-9452, 1973-8102;1637.06;TRUE
Wellcome Trust;2016;PMC4729321;26673945;10.1016/j.cortex.2015.11.004;Elsevier BV;"Cortex; a journal devoted to the study of the nervous system and behavior";0010-9452, 1973-8102;1893.26;TRUE
Wellcome Trust;2016;PMC4819950;26889604;10.1016/j.cortex.2016.01.007;Elsevier BV;"Cortex; a journal devoted to the study of the nervous system and behavior";0010-9452, 1973-8102;2042.83;TRUE
Wellcome Trust;2016;PMC4786053;26874940;10.1016/j.cortex.2016.01.005;Elsevier BV;"Cortex; a journal devoted to the study of the nervous system and behavior";0010-9452, 1973-8102;2109.11;TRUE
Wellcome Trust;2016;PMC4962765;27236372;10.1016/j.cortex.2016.04.009;Elsevier BV;"Cortex; a journal devoted to the study of the nervous system and behavior";0010-9452, 1973-8102;2247.52;TRUE
Wellcome Trust;2016;PMC4729287;26649914;10.1016/j.cortex.2015.10.019;Elsevier BV;"Cortex; a journal devoted to the study of the nervous system and behavior";0010-9452, 1973-8102;2260.74;TRUE
Wellcome Trust;2016;PMC4962776;27173975;10.1016/j.cortex.2016.04.012;Elsevier BV;"Cortex; a journal devoted to the study of the nervous system and behavior";0010-9452, 1973-8102;2267.91;TRUE
Wellcome Trust;2016;PMC4865502;27085491;10.1016/j.cortex.2016.01.015;Elsevier BV;"Cortex; a journal devoted to the study of the nervous system and behavior";0010-9452, 1973-8102;2278.67;TRUE
Wellcome Trust;2016;PMC4884670;27088615;10.1016/j.cortex.2016.03.007;Elsevier BV;"Cortex; a journal devoted to the study of the nervous system and behavior";0010-9452, 1973-8102;2324.07;TRUE
Wellcome Trust;2016;PMC4865523;26995225;10.1016/j.cortex.2016.02.009;Elsevier BV;"Cortex; a journal devoted to the study of the nervous system and behavior";0010-9452, 1973-8102;2324.08;TRUE
Wellcome Trust;2016;PMC5043407;27565636;10.1016/j.cortex.2016.07.021;Elsevier BV;"Cortex; a journal devoted to the study of the nervous system and behavior";0010-9452, 1973-8102;2788.61;TRUE
Wellcome Trust;2016;PMC4981429;27389803;10.1016/j.cortex.2016.05.001;Elsevier BV;"Cortex; a journal devoted to the study of the nervous system and behavior";0010-9452, 1973-8102;2331.24;TRUE
Wellcome Trust;2016;unknown;26861557;10.1016/j.cortex.2015.11.024;Elsevier BV;"Cortex; a journal devoted to the study of the nervous system and behavior";0010-9452, 1973-8102;2048.37;TRUE
Wellcome Trust;2016;PMC4691239;26671670;10.1016/j.cub.2015.10.063;Elsevier BV;Current biology : CB;0960-9822, 1879-0445;3601.87;TRUE
Wellcome Trust;2016;PMC4557747;26096975;10.1016/j.cub.2015.05.038;Elsevier BV;Current biology : CB;0960-9822, 1879-0445;3722.12;TRUE
Wellcome Trust;2016;PMC4819517;26972318;10.1016/j.cub.2016.01.042;Elsevier BV;Current biology : CB;0960-9822, 1879-0445;3915.90;TRUE
Wellcome Trust;2016;PMC4791429;26898464;10.1016/j.cub.2016.01.017;Elsevier BV;Current biology : CB;0960-9822, 1879-0445;3918.16;TRUE
Wellcome Trust;2016;PMC4920952;27265392;10.1016/j.cub.2016.05.017;Elsevier BV;Current biology : CB;0960-9822, 1879-0445;3930.83;TRUE
Wellcome Trust;2016;PMC4906267;27161502;10.1016/j.cub.2016.03.070;Elsevier BV;Current biology : CB;0960-9822, 1879-0445;4116.17;TRUE
Wellcome Trust;2016;;25619767;10.1016/j.cub.2014.12.012;Elsevier BV;Current biology : CB;0960-9822, 1879-0445;4214.41;TRUE
Wellcome Trust;2016;PMC4728079;26774782;10.1016/j.cub.2015.11.061;Elsevier BV;Current biology : CB;0960-9822, 1879-0445;4219.86;TRUE
Wellcome Trust;2016;PMC5026704;27524482;10.1016/j.cub.2016.07.017;Elsevier BV;Current biology : CB;0960-9822, 1879-0445;4305.57;TRUE
Wellcome Trust;2016;PMC4712170;26711494;10.1016/j.cub.2015.10.066;Elsevier BV;Current biology : CB;0960-9822, 1879-0445;4331.97;TRUE
Wellcome Trust;2016;PMC4691240;26687620;10.1016/j.cub.2015.10.065;Elsevier BV;Current biology : CB;0960-9822, 1879-0445;4373.38;TRUE
Wellcome Trust;2016;PMC4691242;26670998;10.1016/j.cub.2015.10.028;Elsevier BV;Current biology : CB;0960-9822, 1879-0445;4408.37;TRUE
Wellcome Trust;2016;PMC5106371;27773570;10.1016/j.cub.2016.08.016;Elsevier BV;Current biology : CB;0960-9822, 1879-0445;4477.89;TRUE
Wellcome Trust;2016;PMC5106387;27825445;10.1016/j.cub.2016.09.025;Elsevier BV;Current biology : CB;0960-9822, 1879-0445;4490.23;TRUE
Wellcome Trust;2016;PMC4771920;26853366;10.1016/j.cub.2015.12.043;Elsevier BV;Current biology : CB;0960-9822, 1879-0445;4510.32;TRUE
Wellcome Trust;2016;PMC4728078;26725202;10.1016/j.cub.2015.11.055;Elsevier BV;Current biology : CB;0960-9822, 1879-0445;4536.55;TRUE
Wellcome Trust;2016;PMC4714572;26387712;10.1016/j.cub.2015.08.007;Elsevier BV;Current biology : CB;0960-9822, 1879-0445;4698.92;TRUE
Wellcome Trust;2016;PMC4985561;27426513;10.1016/j.cub.2016.06.012;Elsevier BV;Current biology : CB;0960-9822, 1879-0445;4772.64;TRUE
Wellcome Trust;2016;PMC4826436;27020741;10.1016/j.cub.2016.02.031;Elsevier BV;Current biology : CB;0960-9822, 1879-0445;4783.65;TRUE
Wellcome Trust;2016;PMC4985558;27374336;10.1016/j.cub.2016.05.054;Elsevier BV;Current biology : CB;0960-9822, 1879-0445;4812.63;TRUE
Wellcome Trust;2016;PMC4819512;26948883;10.1016/j.cub.2016.01.040;Elsevier BV;Current biology : CB;0960-9822, 1879-0445;4970.25;TRUE
Wellcome Trust;2016;PMC5069351;27618263;10.1016/j.cub.2016.07.039;Elsevier BV;Current biology : CB;0960-9822, 1879-0445;4993.29;TRUE
Wellcome Trust;2016;unknown;unknown;10.1016/j.cobeha.2016.08.002;Elsevier BV;Current Opinion in Behavioral Sciences;2352-1546;3262.25;TRUE
Wellcome Trust;2016;PMC5023845;26775243;10.1016/j.ceb.2015.12.001;Elsevier BV;Current opinion in cell biology;0955-0674, 1879-0410;3495.33;TRUE
Wellcome Trust;2016;PMC5094910;26930633;10.1016/j.ceb.2016.02.013;Elsevier BV;Current opinion in cell biology;0955-0674, 1879-0410;3837.09;TRUE
Wellcome Trust;2016;PMC5061558;27423045;10.1016/j.cbpa.2016.06.031;Elsevier BV;Current opinion in chemical biology;1367-5931, 1879-0402;4210.15;TRUE
Wellcome Trust;2016;PMC4720706;26433090;10.1016/j.gde.2015.08.009;Elsevier BV;Current opinion in genetics & development;0959-437X, 1879-0380;3412.47;TRUE
Wellcome Trust;2016;PMC5113120;27318097;10.1016/j.gde.2016.05.014;Elsevier BV;Current opinion in genetics & development;0959-437X, 1879-0380;3967.11;TRUE
Wellcome Trust;2016;PMC4779149;26210959;10.1016/j.conb.2015.07.002;Elsevier BV;Current opinion in neurobiology;0959-4388, 1873-6882;3293.34;TRUE
Wellcome Trust;2016;PMC4863523;26774693;10.1016/j.conb.2015.12.007;Elsevier BV;Current opinion in neurobiology;0959-4388, 1873-6882;3738.87;TRUE
Wellcome Trust;2016;PMC4444583;25102772;10.1016/j.sbi.2014.07.003;Elsevier BV;Current opinion in structural biology;0959-440X, 1879-033X;2780.49;TRUE
Wellcome Trust;2016;unknown;27341016;10.1016/j.sbi.2016.06.007;Elsevier BV;Current opinion in structural biology;0959-440X, 1879-033X;3989.38;TRUE
Wellcome Trust;2016;PMC4837217;26821299;10.1016/j.cyto.2016.01.007;Elsevier BV;Cytokine;1043-4666, 1096-0023;3043.52;TRUE
Wellcome Trust;2016;PMC4906234;27260207;10.1016/j.jcyt.2016.04.005;Elsevier BV;Cytotherapy;1465-3249, 1477-2566;2419.87;TRUE
Wellcome Trust;2016;PMC4833123;27115029;10.1016/j.dib.2016.03.090;Elsevier BV;Data in brief;2352-3409;490.48;FALSE
Wellcome Trust;2016;PMC4689119;26793748;10.1016/j.dib.2015.11.014;Elsevier BV;Data in brief;2352-3409;215.62;FALSE
Wellcome Trust;2016;PMC4947970;27108075;10.1016/j.dci.2016.04.016;Elsevier BV;Developmental and comparative immunology;0145-305X, 1879-0089;3247.66;TRUE
Wellcome Trust;2016;PMC4906250;27270042;10.1016/j.devcel.2016.05.005;Elsevier BV;Developmental cell;1534-5807, 1878-1551;3887.90;TRUE
Wellcome Trust;2016;PMC4865533;27165554;10.1016/j.devcel.2016.04.008;Elsevier BV;Developmental cell;1534-5807, 1878-1551;4037.47;TRUE
Wellcome Trust;2016;PMC4906249;27270040;10.1016/j.devcel.2016.05.006;Elsevier BV;Developmental cell;1534-5807, 1878-1551;4080.41;TRUE
Wellcome Trust;2016;PMC4643313;26555056;10.1016/j.devcel.2015.10.011;Elsevier BV;Developmental cell;1534-5807, 1878-1551;4328.93;TRUE
Wellcome Trust;2016;PMC4729543;26812015;10.1016/j.devcel.2015.12.027;Elsevier BV;Developmental cell;1534-5807, 1878-1551;4544.00;TRUE
Wellcome Trust;2016;PMC4825408;27046834;10.1016/j.devcel.2016.03.001;Elsevier BV;Developmental cell;1534-5807, 1878-1551;4747.94;TRUE
Wellcome Trust;2016;PMC4921775;27237791;10.1016/j.devcel.2016.05.003;Elsevier BV;Developmental cell;1534-5807, 1878-1551;4781.07;TRUE
Wellcome Trust;2016;PMC4943857;27404359;10.1016/j.devcel.2016.06.010;Elsevier BV;Developmental cell;1534-5807, 1878-1551;4783.22;TRUE
Wellcome Trust;2016;PMC4918730;27326932;10.1016/j.devcel.2016.05.022;Elsevier BV;Developmental cell;1534-5807, 1878-1551;4812.63;TRUE
Wellcome Trust;2016;PMC5022528;27623383;10.1016/j.devcel.2016.08.005;Elsevier BV;Developmental cell;1534-5807, 1878-1551;5300.54;TRUE
Wellcome Trust;2016;PMC4913558;26802367;10.1016/j.dcn.2015.12.013;Elsevier BV;Developmental cognitive neuroscience;1878-9293, 1878-9307;1367.65;FALSE
Wellcome Trust;2016;PMC4649773;26318840;10.1016/j.dcn.2015.08.004;Elsevier BV;Developmental cognitive neuroscience;1878-9293, 1878-9307;1621.86;FALSE
Wellcome Trust;2016;PMC4994576;27485851;10.1016/j.diabres.2016.05.001;Elsevier BV;Diabetes research and clinical practice;0168-8227, 1872-8227;2656.94;TRUE
Wellcome Trust;2016;PMC4769092;26712266;10.1016/j.diagmicrobio.2015.11.008;Elsevier BV;Diagnostic microbiology and infectious disease;0732-8893, 1879-0070;2191.62;TRUE
Wellcome Trust;2016;PMC4950902;27312688;10.1016/j.diagmicrobio.2016.04.026;Elsevier BV;Diagnostic microbiology and infectious disease;0732-8893, 1879-0070;2676.30;TRUE
Wellcome Trust;2016;PMC4798848;26723900;10.1016/j.dnarep.2015.11.004;Elsevier BV;DNA repair;1568-7864, 1568-7856;3038.47;TRUE
Wellcome Trust;2016;unknown;27345316;10.1016/j.domaniend.2016.01.002;Elsevier BV;Domestic animal endocrinology;0739-7240, 1879-0054;2800.89;TRUE
Wellcome Trust;2016;PMC4686045;26507173;10.1016/j.drugalcdep.2015.10.014;Elsevier BV;Drug and alcohol dependence;0376-8716, 1879-0046;1113.57;TRUE
Wellcome Trust;2016;PMC4841788;26994665;10.1016/j.drugalcdep.2016.02.039;Elsevier BV;Drug and alcohol dependence;0376-8716, 1879-0046;2617.24;TRUE
Wellcome Trust;2016;PMC4909717;26891981;10.1016/j.drudis.2016.02.003;Elsevier BV;Drug discovery today;1359-6446, 1878-5832;3677.74;TRUE
Wellcome Trust;2016;unknown;27329269;10.1016/j.drudis.2016.06.017;Elsevier BV;Drug discovery today;1359-6446, 1878-5832;3623.29;TRUE
Wellcome Trust;2016;PMC4740301;26870787;10.1016/j.ebiom.2015.09.027;Elsevier BV;EBioMedicine;2352-3964;2757.77;FALSE
Wellcome Trust;2016;PMC4919605;27428423;10.1016/j.ebiom.2016.04.018;Elsevier BV;EBioMedicine;2352-3964;2902.13;FALSE
Wellcome Trust;2016;PMC4917893;27084417;10.1016/j.endeavour.2016.03.005;Elsevier BV;Endeavour;0160-9327, 1873-1929;745.55;TRUE
Wellcome Trust;2016;PMC5053369;27499462;10.1016/j.endeavour.2016.07.001;Elsevier BV;Endeavour;0160-9327, 1873-1929;787.06;TRUE
Wellcome Trust;2016;PMC5180595;28018012;10.1016/j.engstruct.2015.09.043;Elsevier BV;Engineering structures;0141-0296, 1873-7323;2243.16;TRUE
Wellcome Trust;2016;PMC4829072;26894816;10.1016/j.envres.2016.02.011;Elsevier BV;Environmental research;0013-9351, 1096-0953;2560.92;TRUE
Wellcome Trust;2016;PMC4962771;27389785;10.1016/j.etap.2016.06.020;Elsevier BV;Environmental toxicology and pharmacology;1382-6689, 1872-7077;2773.03;TRUE
Wellcome Trust;2016;PMC4773590;26972511;10.1016/j.epidem.2015.08.003;Elsevier BV;Epidemics;1755-4365, 1878-0067;1565.24;FALSE
Wellcome Trust;2016;PMC4819482;26590798;10.1016/j.eplepsyres.2015.10.003;Elsevier BV;Epilepsy research;0920-1211, 1872-6844;1627.44;TRUE
Wellcome Trust;2016;PMC4788505;26920822;10.1016/j.ejca.2015.12.018;Elsevier BV;European journal of cancer (Oxford, England : 1990);0959-8049, 1879-0852;2485.44;TRUE
Wellcome Trust;2016;PMC4778608;26773420;10.1016/j.ejca.2015.12.007;Elsevier BV;European journal of cancer (Oxford, England : 1990);0959-8049, 1879-0852;2912.06;TRUE
Wellcome Trust;2016;PMC4920641;27235782;10.1016/j.ejca.2016.04.014;Elsevier BV;European journal of cancer (Oxford, England : 1990);0959-8049, 1879-0852;3145.82;TRUE
Wellcome Trust;2016;unknown;26802529;10.1016/j.ejca.2015.12.008;Elsevier BV;European journal of cancer (Oxford, England : 1990);0959-8049, 1879-0852;2805.97;TRUE
Wellcome Trust;2016;PMC5078494;27807469;10.1016/j.eujim.2016.05.006;Elsevier BV;European journal of integrative medicine;1876-3820, 1876-3839;1635.14;TRUE
Wellcome Trust;2016;PMC4638191;26479031;10.1016/j.ejmech.2015.10.007;Elsevier BV;European journal of medicinal chemistry;0223-5234, 1768-3254;2371.11;TRUE
Wellcome Trust;2016;PMC4607724;26408453;10.1016/j.ejmech.2015.08.044;Elsevier BV;European journal of medicinal chemistry;0223-5234, 1768-3254;2418.38;TRUE
Wellcome Trust;2016;PMC4762250;26854430;10.1016/j.ejmech.2015.12.037;Elsevier BV;European journal of medicinal chemistry;0223-5234, 1768-3254;2730.80;TRUE
Wellcome Trust;2016;PMC4872591;27060763;10.1016/j.ejmech.2016.03.064;Elsevier BV;European journal of medicinal chemistry;0223-5234, 1768-3254;2828.93;TRUE
Wellcome Trust;2016;PMC4896931;26874741;10.1016/j.ejmech.2016.01.039;Elsevier BV;European journal of medicinal chemistry;0223-5234, 1768-3254;2852.40;TRUE
Wellcome Trust;2016;PMC5111791;27592390;10.1016/j.ejmech.2016.08.047;Elsevier BV;European journal of medicinal chemistry;0223-5234, 1768-3254;3242.14;TRUE
Wellcome Trust;2016;PMC4973809;27524831;10.1016/j.eurpolymj.2016.06.003;Elsevier BV;European polymer journal;0014-3057, 1873-1945;3163.26;TRUE
Wellcome Trust;2016;unknown;unknown;10.1016/j.eurpolymj.2016.08.023;Elsevier BV;European Polymer Journal;0014-3057;3317.30;TRUE
Wellcome Trust;2016;PMC4926724;26572708;10.1016/j.eururo.2015.10.042;Elsevier BV;European urology;0302-2838, 1873-7560;2590.60;TRUE
Wellcome Trust;2016;PMC4854173;26707868;10.1016/j.eururo.2015.11.030;Elsevier BV;European urology;0302-2838, 1873-7560;2660.17;TRUE
Wellcome Trust;2016;PMC5094800;27061263;10.1016/j.eururo.2016.03.029;Elsevier BV;European urology;0302-2838, 1873-7560;2982.15;TRUE
Wellcome Trust;2016;unknown;26965561;10.1016/j.eururo.2016.02.055;Elsevier BV;European urology;0302-2838, 1873-7560;2811.36;TRUE
Wellcome Trust;2016;unknown;27402060;10.1016/j.eururo.2016.06.033;Elsevier BV;European urology;0302-2838, 1873-7560;3110.13;TRUE
Wellcome Trust;2016;PMC4856733;26607713;10.1016/j.yexcr.2015.11.017;Elsevier BV;Experimental cell research;0014-4827, 1090-2422;1686.35;TRUE
Wellcome Trust;2016;PMC4829071;26968635;10.1016/j.yexcr.2016.03.004;Elsevier BV;Experimental cell research;0014-4827, 1090-2422;1766.31;TRUE
Wellcome Trust;2016;PMC4829071;26968635;10.1016/j.yexcr.2016.03.004;Elsevier BV;Experimental cell research;0014-4827, 1090-2422;1824.93;TRUE
Wellcome Trust;2016;PMC4948682;27321956;10.1016/j.yexcr.2016.06.008;Elsevier BV;Experimental cell research;0014-4827, 1090-2422;1987.45;TRUE
Wellcome Trust;2016;PMC4912010;27181226;10.1016/j.exer.2016.05.007;Elsevier BV;Experimental eye research;0014-4835, 1096-0007;2521.29;TRUE
Wellcome Trust;2016;PMC4974241;27235794;10.1016/j.exer.2016.05.021;Elsevier BV;Experimental eye research;0014-4835, 1096-0007;2553.63;TRUE
Wellcome Trust;2016;PMC4839985;26808046;10.1016/j.exger.2016.01.011;Elsevier BV;Experimental gerontology;0531-5565, 1873-6815;1872.93;TRUE
Wellcome Trust;2016;PMC4819447;26854485;10.1016/j.exphem.2015.12.006;Elsevier BV;Experimental hematology;0301-472X, 1873-2399;1936.73;TRUE
Wellcome Trust;2016;PMC5019113;26988764;10.1016/j.expneurol.2016.03.009;Elsevier BV;Experimental neurology;0014-4886, 1090-2430;2647.88;TRUE
Wellcome Trust;2016;PMC5090043;27565261;10.1016/j.fertnstert.2016.08.013;Elsevier BV;Fertility and sterility;0015-0282, 1556-5653;1857.07;TRUE
Wellcome Trust;2016;PMC4922596;27012652;10.1016/j.fertnstert.2016.02.033;Elsevier BV;Fertility and sterility;0015-0282, 1556-5653;3330.51;TRUE
Wellcome Trust;2016;PMC4708624;26638695;10.1016/j.freeradbiomed.2015.11.030;Elsevier BV;Free radical biology & medicine;0891-5849, 1873-4596;1599.80;TRUE
Wellcome Trust;2016;PMC4668279;26057936;10.1016/j.freeradbiomed.2015.05.034;Elsevier BV;Free radical biology & medicine;0891-5849, 1873-4596;1611.65;TRUE
Wellcome Trust;2016;PMC5145801;27352979;10.1016/j.freeradbiomed.2016.06.023;Elsevier BV;Free radical biology & medicine;0891-5849, 1873-4596;2242.40;TRUE
Wellcome Trust;2016;PMC5145800;27365123;10.1016/j.freeradbiomed.2016.06.027;Elsevier BV;Free radical biology & medicine;0891-5849, 1873-4596;2293.49;TRUE
Wellcome Trust;2016;PMC5005039;27320188;10.1016/j.freeradbiomed.2016.06.010;Elsevier BV;Free radical biology & medicine;0891-5849, 1873-4596;2403.56;TRUE
Wellcome Trust;2016;PMC5038933;27459418;10.1016/j.gaitpost.2016.07.012;Elsevier BV;Gait & posture;0966-6362, 1879-2219;3369.62;TRUE
Wellcome Trust;2016;PMC4925380;26906256;10.1016/j.gene.2016.02.030;Elsevier BV;Gene;0378-1119, 1879-0038;3121.62;TRUE
Wellcome Trust;2016;PMC4909830;27330998;10.1016/j.gdata.2016.05.012;Elsevier BV;Genomics data;2213-5960;412.17;FALSE
Wellcome Trust;2016;PMC4838671;27102029;10.1016/j.gheart.2015.12.005;Elsevier BV;Global heart;2211-8160, 2211-8179;2682.57;TRUE
Wellcome Trust;2016;PMC4676191;26457624;10.1016/j.healthplace.2015.09.004;Elsevier BV;Health & place;1353-8292, 1873-2054;1615.07;TRUE
Wellcome Trust;2016;PMC4889783;26922515;10.1016/j.healthplace.2016.02.007;Elsevier BV;Health & place;1353-8292, 1873-2054;1714.81;TRUE
Wellcome Trust;2016;;26974232;10.1016/j.healthplace.2016.03.001;Elsevier BV;Health & place;1353-8292, 1873-2054;1855.57;TRUE
Wellcome Trust;2016;;26922516;10.1016/j.healthplace.2016.02.004;Elsevier BV;Health & place;1353-8292, 1873-2054;1718.28;TRUE
Wellcome Trust;2016;PMC5090052;27498399;10.1016/j.heares.2016.07.017;Elsevier BV;Hearing research;0378-5955, 1878-5891;2246.03;TRUE
Wellcome Trust;2016;;27235812;10.1016/j.yhbeh.2016.05.016;Elsevier BV;Hormones and behavior;0018-506X, 1095-6867;2244.68;TRUE
Wellcome Trust;2016;PMC4504024;26047922;10.1016/j.immuni.2015.05.010;Elsevier BV;Immunity;1074-7613, 1097-4180;3666.06;TRUE
Wellcome Trust;2016;PMC4803914;26968426;10.1016/j.immuni.2016.02.012;Elsevier BV;Immunity;1074-7613, 1097-4180;3954.09;TRUE
Wellcome Trust;2016;PMC4846977;27067058;10.1016/j.immuni.2016.03.003;Elsevier BV;Immunity;1074-7613, 1097-4180;4086.41;TRUE
Wellcome Trust;2016;PMC4658339;26588780;10.1016/j.immuni.2015.10.012;Elsevier BV;Immunity;1074-7613, 1097-4180;4396.14;TRUE
Wellcome Trust;2016;PMC4678289;26084025;10.1016/j.immuni.2015.05.015;Elsevier BV;Immunity;1074-7613, 1097-4180;4478.11;TRUE
Wellcome Trust;2016;PMC5040828;27566939;10.1016/j.immuni.2016.07.022;Elsevier BV;Immunity;1074-7613, 1097-4180;4503.39;TRUE
Wellcome Trust;2016;PMC4760122;26885856;10.1016/j.immuni.2016.01.018;Elsevier BV;Immunity;1074-7613, 1097-4180;4725.31;TRUE
Wellcome Trust;2016;PMC4731778;26688508;10.1016/j.imbio.2015.11.013;Elsevier BV;Immunobiology;0171-2985, 1878-3279;1828.84;TRUE
Wellcome Trust;2016;PMC4860717;26905930;10.1016/j.imlet.2016.02.004;Elsevier BV;Immunology letters;0165-2478, 1879-0542;2417.22;TRUE
Wellcome Trust;2016;PMC4666899;26192376;10.1016/j.meegid.2015.07.020;Elsevier BV;Infection, genetics and evolution : journal of molecular epidemiology and evolutionary genetics in infectious diseases;1567-1348, 1567-7257;1911.82;TRUE
Wellcome Trust;2016;PMC4760273;26803520;10.1016/j.intimp.2016.01.003;Elsevier BV;International immunopharmacology;1567-5769, 1878-1705;3050.12;TRUE
Wellcome Trust;2016;PMC4907315;27168056;10.1016/j.intimp.2016.04.028;Elsevier BV;International immunopharmacology;1567-5769, 1878-1705;3157.79;TRUE
Wellcome Trust;2016;PMC4722067;26215058;10.1016/j.ijpara.2015.06.004;Elsevier BV;International journal for parasitology;0020-7519, 1879-0135;2130.03;TRUE
Wellcome Trust;2016;PMC4776704;26688390;10.1016/j.ijpara.2015.10.004;Elsevier BV;International journal for parasitology;0020-7519, 1879-0135;2358.34;TRUE
Wellcome Trust;2016;PMC4900130;27156058;10.1016/j.ijcard.2016.04.130;Elsevier BV;International journal of cardiology;0167-5273, 1874-1754;2670.10;TRUE
Wellcome Trust;2016;PMC4917887;27240151;10.1016/j.ijcard.2016.05.012;Elsevier BV;International journal of cardiology;0167-5273, 1874-1754;3079.22;TRUE
Wellcome Trust;2016;PMC4994770;27390994;10.1016/j.ijcard.2016.06.249;Elsevier BV;International journal of cardiology;0167-5273, 1874-1754;3406.73;TRUE
Wellcome Trust;2016;PMC5073997;27543698;10.1016/j.ijcard.2016.07.252;Elsevier BV;International journal of cardiology;0167-5273, 1874-1754;4394.89;TRUE
Wellcome Trust;2016;PMC4691930;26753174;10.1016/j.ijcha.2015.06.009;Elsevier BV;International journal of cardiology. Heart & vasculature;2352-9067;2254.75;FALSE
Wellcome Trust;2016;PMC5111480;27882341;10.1016/j.ijcha.2016.03.005;Elsevier BV;International journal of cardiology. Heart & vasculature;2352-9067;2443.30;FALSE
Wellcome Trust;2016;PMC4970655;27252152;10.1016/j.ijheh.2016.05.004;Elsevier BV;International journal of hygiene and environmental health;1438-4639, 1618-131X;2363.94;TRUE
Wellcome Trust;2016;PMC4899821;27062108;10.1016/j.ijlp.2016.02.029;Elsevier BV;International journal of law and psychiatry;0160-2527, 1873-6386;1712.83;TRUE
Wellcome Trust;2016;PMC4838670;27084641;10.1016/j.ijrobp.2016.01.044;Elsevier BV;International journal of radiation oncology, biology, physics;0360-3016, 1879-355X;2419.56;TRUE
Wellcome Trust;2016;unknown;27026308;10.1016/j.ijrobp.2015.12.379;Elsevier BV;International journal of radiation oncology, biology, physics;0360-3016, 1879-355X;1959.98;TRUE
Wellcome Trust;2016;PMC5063532;27766316;10.1016/j.jacbts.2016.06.004;Elsevier BV;JACC. Basic to translational science;2452-302X;3352.01;TRUE
Wellcome Trust;2016;PMC5056585;27639759;10.1016/j.jcmg.2016.04.007;Elsevier BV;JACC. Cardiovascular imaging;1936-878X, 1876-7591;3168.11;TRUE
Wellcome Trust;2016;PMC4708879;26684978;10.1016/j.jcmg.2015.08.018;Elsevier BV;JACC. Cardiovascular imaging;1936-878X, 1876-7591;2186.69;TRUE
Wellcome Trust;2016;PMC4639392;26476505;10.1016/j.jcmg.2015.08.007;Elsevier BV;JACC. Cardiovascular imaging;1936-878X, 1876-7591;2649.74;TRUE
