"University";"PMCID";"PMID";"DOI";"Article title";"Journal title";"Pure Open Access";"ISSN";"EISSN";"Publication Date";"Electronic Publication Date";"Publisher";"Publisher Licence";"Licence";"EPMC Licence";"Licence Source";"EPMC Licence Source";"Fulltext in EPMC?";"XML Fulltext?";"AAM?";"Open Access";"Compliance Wellcome Standard";"Compliance Wellcome Deluxe";"Date of APC payment";"APC paid (actual currency) excluding VAT";"Currency of APC";"APC paid (£) including VAT if charged";"Additional publication costs (£)";"Discounts, memberships & pre-payment agreements";"Amount of APC charged to COAF grant (including VAT if charged) in £";"Amount of APC charged to RCUK OA fund (including VAT if charged) in £";"Licence";"Ahead of Print?"
"Bristol";"PMC6400940";30837455;"10.1038/s41467-019-08923-6";"Genome wide analysis for mouth ulcers identifies associations at immune regulatory loci";"Nature communications";TRUE;"2041-1723";"2041-1723";"2019-03-01T00:00:00Z";"2019-03-05T00:00:00Z";"Springer Science and Business Media LLC";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43510;4188;"GBP";4188;;"None";2094;2094;"CC-BY";"Unknown"
"Bristol";"PMC6400585";30835202;"10.7554/eLife.43657";"An atlas of polygenic risk score associations to highlight putative causal relationships across the human phenome";"eLife";TRUE;"2050-084X";"2050-084X";"2019-03-01T00:00:00Z";"2019-03-05T00:00:00Z";"eLife Sciences Publications, Ltd";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43570;3000;"USD";2364.08;;"None";1182.04;1182.04;"CC-BY";"Unknown"
"Bristol";"PMC6446223";30827758;"10.1016/j.drugalcdep.2019.01.007";"Prenatal alcohol exposure and offspring mental health: A systematic review";"Drug and alcohol dependence";FALSE;"0376-8716, 1879-0046";"1879-0046";"2019-04-01T00:00:00Z";"2019-02-28T00:00:00Z";"Elsevier BV";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43524;2484;"EUR";2637.88;;"Elsevier_Prepayment";1318.94;1318.94;"CC-BY";"Unknown"
"Bristol";"PMC6491500";30825692;"10.1016/j.neurobiolaging.2019.01.025";"Age-dependent changes in clock neuron structural plasticity and excitability are associated with a decrease in circadian output behaviour and sleep";"Neurobiology of aging";FALSE;"0197-4580, 1558-1497";"1558-1497";"2019-05-01T00:00:00Z";"2019-02-02T00:00:00Z";"Elsevier BV";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;43672;3396;"EUR";3142.86;;"None";3142.86;0;"CC-BY";"Unknown"
"Bristol";"PMC6395652";30820025;"10.1038/s41398-019-0437-2";"Leveraging brain cortex-derived molecular data to elucidate epigenetic and transcriptomic drivers of complex traits and disease";"Translational psychiatry";TRUE;"2158-3188";"2158-3188";"2019-02-01T00:00:00Z";"2019-02-28T00:00:00Z";"Springer Science and Business Media LLC";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43546;3024;"GBP";3024;;"None";1512;1512;"CC-BY";"Unknown"
"Bristol";"PMC6466381";30813511;"10.3390/v11030198";"MultiBac: Baculovirus-mediated Multigene DNA Cargo Delivery in Insect and Mammalian Cells";"Viruses";TRUE;"1999-4915";"1999-4915";"2019-02-01T00:00:00Z";"2019-02-26T00:00:00Z";"MDPI AG";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43536;1665.68;"GBP";1665.68;;"None";832.84;832.84;"CC-BY";"Unknown"
"Bristol";"PMC6380210";30809194;"10.3389/fendo.2019.00065";"Systemic metabolism, its regulators and cancer: past mistakes and future potential";"Frontiers in Endocrinology";TRUE;"1664-2392";"1664-2392";"2019-01-01T00:00:00Z";"2019-02-12T00:00:00Z";"Frontiers Media SA";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43497;2241;"USD";2122.74;;"None";2122.74;0;"CC-BY";"Unknown"
"Bristol";"PMC6390368";30808346;"10.1186/s12913-019-3922-7";"Socio-demographic patterns in hospital admissions and accident and emergency attendances among young people using linkage to NHS Hospital Episode Statistics: results from the Avon Longitudinal Study of Parents and Children";"BMC health services research";TRUE;"1472-6963";"1472-6963";"2019-02-01T00:00:00Z";"2019-02-26T00:00:00Z";"Springer Science and Business Media LLC";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43522;1164.5;"GBP";1164.5;;"Institutional_Prepayment";582.25;582.25;"CC-BY";"Unknown"
"Bristol";"PMC6375836";30800088;"10.3389/fpsyg.2019.00194";"Maternal Prenatal External Locus of Control and Reduced Mathematical and Science Abilities in Their Offspring: A Longitudinal Birth Cohort Study";"Frontiers in Psychology";TRUE;"1664-1078";"1664-1078";"2019-01-01T00:00:00Z";"2019-02-08T00:00:00Z";"Frontiers Media SA";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43500;2950;"USD";2797.32;;"None";1398.66;1398.66;"CC-BY";"Unknown"
"Bristol";"PMC6488395";30786093;"10.1113/EP087304";"Cardiac?specific overexpression of caveolin?3 preserves t?tubular ICa during heart failure in mice";"Experimental physiology";FALSE;"0958-0670, 1469-445X";"1469-445X";"2019-05-01T00:00:00Z";"2019-03-14T00:00:00Z";"Wiley";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43539;1966.8;"GBP";1966.8;;"None";1966.8;0;"CC-BY";"Unknown"
"Bristol";"PMC6581114";30772818;"10.1136/oemed-2018-105181";"Lifetime exposure to rubber dusts, fumes and n-Nitrosamines and cancer mortality in a cohort of British rubber workers with 49 years follow-up";"Occupational and environmental medicine";FALSE;"1351-0711, 1470-7926";"1470-7926";"2019-04-01T00:00:00Z";"2019-02-16T00:00:00Z";"BMJ Publishing Group";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43482;2340;"GBP";2340;;"Institutional_ membership discount";2340;0;"CC-BY";"Unknown"
"Bristol";"PMC6581116";30772817;"10.1136/oemed-2018-105182";"A Job-Exposure Matrix for Historical Exposures to Rubber Dust, Rubber Fumes, and n-Nitrosamines in the British Rubber Industry";"Occupational and environmental medicine";FALSE;"1351-0711, 1470-7926";"1470-7926";"2019-04-01T00:00:00Z";"2019-02-16T00:00:00Z";"BMJ";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43482;2340;"GBP";2340;;"Institutional_ membership discount";2340;0;"CC-BY";"Unknown"
"Bristol";"PMC6520240";30761972;"10.1017/S1368980018004111";"Acceptability, internal consistency and test-retest reliability of scales to assess parental and nursery staffÂ’s self-efficacy, motivation and knowledge in relation to preschoolersÂ’ nutrition, oral health and physical activity";"Public health nutrition";FALSE;"1368-9800, 1475-2727";"1475-2727";"2019-04-01T00:00:00Z";"2019-02-14T00:00:00Z";"Cambridge University Press (CUP)";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43480;2244;"GBP";2244;;"None";1122;1122;"CC-BY";"Unknown"
"Bristol";"PMC6371501";30755270;"10.1186/s13643-018-0908-1";"Does testosterone mediate the relationship between vitamin D and prostate cancer? A systematic review and meta-analysis protocol";"Systematic reviews";TRUE;"2046-4053";"2046-4053";"2019-02-01T00:00:00Z";"2019-02-12T00:00:00Z";"Springer Science and Business Media LLC";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43441;1878;"GBP";1878;;"None";1878;0;"CC-BY";"Unknown"
"Bristol";"PMC6365529";30728366;"10.1038/s41598-018-37012-9";"Critical roles for the phosphatidylinositide 3-kinase isoforms p110? and p110? in thrombopoietin-mediated priming of platelet function";"Scientific reports";TRUE;"2045-2322";"2045-2322";"2019-02-01T00:00:00Z";"2019-02-06T00:00:00Z";"Springer Science and Business Media LLC";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43489;1677.6;"GBP";1677.6;;"None";1677.6;0;"CC-BY";"Unknown"
"Bristol";"PMC6357493";30704525;"10.1186/s40246-018-0190-2";"A genome-wide association study of mitochondrial DNA copy number in two population-based cohort";"Human genomics";TRUE;"1473-9542, 1479-7364";"1479-7364";"2019-01-01T00:00:00Z";"2019-01-31T00:00:00Z";"Springer Science and Business Media LLC";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43467;1330.25;"GBP";1330.25;;"Institutional_Prepayment";665.13;665.13;"CC-BY";"Unknown"
"Bristol";"PMC6354354";30704512;"10.1186/s13073-019-0613-2";"Prioritizing putative influential genes in cardiovascular disease susceptibility by applying tissue-specific Mendelian randomization";"Genome medicine";TRUE;"1756-994X";"1756-994X";"2019-01-01T00:00:00Z";"2019-01-31T00:00:00Z";"Springer Science and Business Media LLC";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43558;1513;"GBP";1513;;"Institutional_Prepayment";756.5;756.5;"CC-BY";"Unknown"
"Bristol";"PMC6341110";30664637;"10.1038/s41467-018-07863-x";"Low-frequency variation in TP53 has large effects on head circumference and intracranial volume";"Nature communications";TRUE;"2041-1723";"2041-1723";"2019-01-01T00:00:00Z";"2019-01-21T00:00:00Z";"Springer Science and Business Media LLC";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43490;3960;"GBP";3960;;"None";1980;1980;"CC-BY";"Unknown"
"Bristol";"PMC6370945";30661800;"10.1016/j.cub.2018.12.027";"Retromer controls planar polarity protein levels and asymmetric localisation at intercellular junctions";"Current biology : CB";FALSE;"0960-9822, 1879-0445";"1879-0445";"2019-02-01T00:00:00Z";"2019-01-17T00:00:00Z";"Elsevier BV";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43507;4480;"EUR";4868.88;;"None";4868.88;0;"CC-BY";"Unknown"
"Bristol";"PMC6338768";30659178;"10.1038/s41467-018-08219-1";"Apparent latent structure within the UK Biobank sample has implications for epidemiological analysis";"Nature communications";TRUE;"2041-1723";"2041-1723";"2019-01-01T00:00:00Z";"2019-01-18T00:00:00Z";"Springer Science and Business Media LLC";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43453;3960;"GBP";3960;;"None";1980;1980;"CC-BY";"Unknown"
"Bristol";"PMC6332866";30646952;"10.1186/s12888-018-2000-8";"Are left-behind families of migrant workers at increased risk of attempted suicide? Â– A cohort study of 178,000+ individuals in Sri Lanka";"BMC psychiatry";TRUE;"1471-244X";"1471-244X";"2019-01-01T00:00:00Z";"2019-01-15T00:00:00Z";"Springer Science and Business Media LLC";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43537;1704;"GBP";1704;;"None";852;852;"CC-BY";"Unknown"
"Bristol";"PMC6701825";30640473;"10.1021/acs.jmedchem.8b01402";"Anti-proliferative and anti-migratory effects of a novel YAP-TEAD interaction inhibitor identified using in silico molecular docking";"Journal of medicinal chemistry";FALSE;"0022-2623, 1520-4804";"1520-4804";"2019-02-01T00:00:00Z";"2019-01-31T00:00:00Z";"American Chemical Society (ACS)";"not applicable";"cc-by";"cc-by";"epmc_xml_permissions";"epmc_xml_permissions";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43483;5000;"USD";4805.03;;"None";4805.03;0;"CC-BY";"Unknown"
"Bristol";"PMC6334975";30608922;"10.1371/journal.pcbi.1006267";"Locus Coeruleus tracking of prediction errors optimises cognitive flexibility: An Active Inference model";"PLoS computational biology";TRUE;"1553-734X, 1553-7358";"1553-7358";"2019-01-01T00:00:00Z";"2019-01-04T00:00:00Z";"Public Library of Science (PLoS)";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43524;2350;"USD";2118.49;;"None";2118.49;0;"CC-BY";"Unknown"
"Bristol";"PMC6344080";30601117;"10.7554/eLife.42129";"Human CtIP forms a tetrameric dumbbell-shaped particle which binds and bridges complex DNA end structures for double-strand break repair";"eLife";TRUE;"2050-084X";"2050-084X";"2019-01-01T00:00:00Z";"2019-01-02T00:00:00Z";"eLife Sciences Publications, Ltd";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43482;3000;"USD";2888.41;;"None";2888.41;0;"CC-BY";"Unknown"
"Bristol";"PMC6335059";30601115;"10.7554/eLife.41803";"ATP-induced asymmetric pre-protein folding as a driver of protein translocation through the Sec machinery";"eLife";TRUE;"2050-084X";"2050-084X";"2019-01-01T00:00:00Z";"2019-01-02T00:00:00Z";"eLife Sciences Publications, Ltd";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43479;3000;"USD";2891.8;;"None";2891.8;0;"CC-BY";"Unknown"
"Bristol";"PMC6294841";30581244;"10.1016/j.childyouth.2018.10.028";"Examining the wider context of formal youth mentoring programme development, delivery and maintenance: A qualitative study with mentoring managers and experts in the United Kingdom";"Children and youth services review";FALSE;"0190-7409";"Unknown";"2018-12-01T00:00:00Z";"Unknown";"Elsevier BV";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43392;1400;"USD";976.74;;"Elsevier_Prepayment";488.37;488.37;"CC-BY";"Unknown"
"Bristol";"PMC6453814";30573357;"10.1016/j.vaccine.2018.12.007";"Barriers and enablers to adolescent self-consent for vaccination: A mixed-methods evidence synthesis";"Vaccine";FALSE;"0264-410X, 1873-2518";"1873-2518";"2019-01-01T00:00:00Z";"2018-12-17T00:00:00Z";"Elsevier BV";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43455;2532;"EUR";2823.72;;"None";1411.86;1411.86;"CC-BY";"Unknown"
"Bristol";"PMC6452214";30561638;"10.1093/hmg/ddy434";"The effect of body mass index on smoking behaviour and nicotine metabolism: a Mendelian randomization study";"Human molecular genetics";FALSE;"0964-6906, 1460-2083";"1460-2083";"2019-04-01T00:00:00Z";"Unknown";"Oxford University Press (OUP)";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43455;2109;"GBP";2109;;"Institutional_Prepayment";1054.5;1054.5;"CC-BY";"Unknown"
"Bristol";"PMC6331743";30552442;"10.1007/s00198-018-4795-z";"Lean mass and lower limb muscle function in relation to hip strength, geometry and fracture risk indices in community-dwelling older women";"Osteoporosis international : a journal established as result of cooperation between the European Foundation for Osteoporosis and the National Osteoporosis Foundation of the USA";FALSE;"0937-941X, 1433-2965";"1433-2965";"2019-01-01T00:00:00Z";"2018-12-14T00:00:00Z";"Springer Science and Business Media LLC";"cc-by-nc";"cc-by-nc";"cc-by-nc";"publisher_splash_page";"epmc_api";TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;43497;2640;"EUR";2357.15;;"None";2357.15;0;"CC-BY-NC";"Unknown"
"Bristol";"PMC6295101";30547757;"10.1186/s12863-018-0703-y";"Associations of sex hormone-binding globulin and testosterone with genome-wide DNA methylation";"BMC genetics";TRUE;"1471-2156";"1471-2156";"2018-12-01T00:00:00Z";"2018-12-14T00:00:00Z";"Springer Science and Business Media LLC";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43433;1704;"GBP";1704;;"None";852;852;"CC-BY";"Unknown"
"Bristol";"PMC6358125";30526940;"10.1016/S2542-5196(18)30240-7";"Implications for workability and survivability in populations exposed to extreme heat under climate change: a modelling study";"The Lancet. Planetary health";TRUE;"2542-5196";"2542-5196";"2018-12-01T00:00:00Z";"Unknown";"Elsevier BV";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43510;5302;"EUR";4651.17;;"None";4651.17;0;"CC-BY";"Unknown"
"Bristol";"PMC6250296";30524135;"10.1161/CIRCULATIONAHA.117.033278";"Assessing the Causal Role of Body Mass Index on Cardiovascular Health in Young Adults Mendelian Randomization and Recall-by-Genotype Analyses";"Circulation";FALSE;"0009-7322, 1524-4539";"1524-4539";"2018-11-01T00:00:00Z";"2018-07-30T00:00:00Z";"Ovid Technologies (Wolters Kluwer Health)";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;43497;4700;"USD";4360.96;;"None";2180.48;2180.48;"CC-BY";"Unknown"
"Bristol";"PMC6277431";30510187;"10.1038/s41398-018-0307-3";"Childhood adversity and DNA methylation in two population-based cohorts";"Translational psychiatry";TRUE;"2158-3188";"2158-3188";"2018-12-01T00:00:00Z";"2018-12-03T00:00:00Z";"Springer Science and Business Media LLC";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43490;3024;"GBP";3024;;"None";1512;1512;"CC-BY";"Unknown"
"Bristol";"PMC6344226";30503408;"10.1016/j.ypmed.2018.10.013";"Screening prevalence of fetal alcohol spectrum disorders in a region of the United Kingdom: a population-based birth-cohort study";"Preventive medicine";FALSE;"0091-7435, 1096-0260";"1096-0260";"2019-01-01T00:00:00Z";"2018-11-30T00:00:00Z";"Elsevier BV";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43404;2283.16;"GBP";2283.16;;"Elsevier_Prepayment";1141.58;1141.58;"CC-BY";"Unknown"
"Bristol";"PMC6265272";30498225;"10.1038/s41398-018-0313-5";"Maternal smoking during pregnancy and autism: using causal inference methods in a birth cohort study";"Translational psychiatry";TRUE;"2158-3188";"2158-3188";"2018-11-01T00:00:00Z";"2018-11-29T00:00:00Z";"Springer Science and Business Media LLC";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43489;3024;"GBP";3024;;"None";1512;1512;"CC-BY";"Unknown"
"Bristol";"PMC6232890";30459635;"10.3389/fphys.2018.01488";"Blockade of rostral ventrolateral medulla apelin receptors does not attenuate arterial pressure in SHR and L-NAME-induced hypertensive rats";"Frontiers in physiology";TRUE;"1664-042X";"1664-042X";"2018-01-01T00:00:00Z";"2018-10-24T00:00:00Z";"Frontiers Media SA";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43375;2950;"USD";2816.57;;"None";2816.57;0;"CC-BY";"Unknown"
"Bristol";"PMC6236905";30428858;"10.1186/s12889-018-6138-6";"Association of diet in nurseries and physical activity with zBMI in 2-4-year olds in England: a cross-sectional study";"BMC public health";TRUE;"1471-2458";"1471-2458";"2018-11-01T00:00:00Z";"2018-11-14T00:00:00Z";"Springer Science and Business Media LLC";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43537;1164.5;"GBP";1164.5;;"Institutional_Prepayment";582.25;582.25;"CC-BY";"Unknown"
"Bristol";"PMC6265795";30428634;"10.3390/ijerph15112547";"Â“In my dayÂ…Â” Â– a qualitative exploration of parentsÂ’ views on childrenÂ’s physical activity and screen viewing in relation to their own childhood";"International journal of environmental research and public health";TRUE;"1661-7827, 1660-4601";"1660-4601";"2018-11-01T00:00:00Z";"2018-11-13T00:00:00Z";"MDPI AG";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43420;1327;"GBP";1327;;"None";1327;0;"CC-BY";"Unknown"
"Bristol";"PMC6587492";30417430;"10.1111/apa.14640";"Major concerns about late hypothermia study";"Acta paediatrica (Oslo, Norway : 1992)";FALSE;"0803-5253, 1651-2227";"1651-2227";"2019-04-01T00:00:00Z";"2018-11-28T00:00:00Z";"Wiley";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43445;1800;"GBP";1800;;"Institutional_Prepayment";900;900;"CC-BY";"Unknown"
"Bristol";"PMC6221892";30405117;"10.1038/s41398-018-0286-4";"Maternal depression during pregnancy and cord blood DNA methylation";"Translational psychiatry";TRUE;"2158-3188";"2158-3188";"2018-11-01T00:00:00Z";"2018-11-07T00:00:00Z";"Springer Science and Business Media LLC";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43398;3024;"GBP";3024;;"None";1512;1512;"CC-BY";"Unknown"
"Bristol";"PMC6219043";30396349;"10.1186/s12916-018-1191-7";"Gestational diabetes and ultrasound assessed fetal growth in South Asian and White European women: findings from a prospective pregnancy cohort";"BMC medicine";TRUE;"1741-7015";"1741-7015";"2018-11-01T00:00:00Z";"2018-11-06T00:00:00Z";"Springer Science and Business Media LLC";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43711;1513;"GBP";1513;;"Institutional_Prepayment";378.25;756.5;"CC-BY";"Unknown"
"Bristol";"PMC6350005";30391394;"10.1016/j.joca.2018.09.016";"Models of Osteoarthritis: the good, the bad and the promising";"Osteoarthritis and cartilage";FALSE;"1063-4584, 1522-9653";"1522-9653";"2019-02-01T00:00:00Z";"2018-10-25T00:00:00Z";"Elsevier BV";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43440;2676;"EUR";2480.71;;"None";2480.71;0;"CC-BY";"Unknown"
"Bristol";"PMC6445803";30389614;"10.1016/j.vph.2018.10.010";"Elucidating the contributory role of microRNA to cardiovascular diseases (a review)";"Vascular pharmacology";FALSE;"1537-1891, 1879-3649";"1879-3649";"2019-03-01T00:00:00Z";"2018-10-31T00:00:00Z";"Elsevier BV";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43445;2590;"EUR";2902.87;;"None";2902.87;0;"CC-BY";"Unknown"
"Bristol";"PMC6271324";30378177;"10.1111/jvim.15325";"Development of an estimated glomerular filtration rate (eGFR) formula in cats";"Journal of veterinary internal medicine";TRUE;"0891-6640, 1939-1676";"1939-1676";"2018-11-01T00:00:00Z";"2018-10-30T00:00:00Z";"Wiley";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43440;1311.6;"GBP";1311.6;;"None";1311.6;0;"CC-BY";"Unknown"
"Bristol";"PMC6203963";30367655;"10.1186/s13019-018-0791-9";"Case report and management approach in idiopathic pulmonary arteries aneurysm";"Journal of cardiothoracic surgery";TRUE;"1749-8090";"1749-8090";"2018-10-01T00:00:00Z";"2018-10-26T00:00:00Z";"Springer Science and Business Media LLC";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43440;1728;"GBP";1728;;"None";1728;0;"CC-BY";"Unknown"
"Bristol";"PMC6406208";30365369;"10.1080/09537104.2018.1535703";"Small GTPases in platelet membrane trafficking";"Platelets";FALSE;"0953-7104, 1369-1635";"1369-1635";"2019-01-01T00:00:00Z";"2018-10-26T00:00:00Z";"Informa UK Limited";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43514;1915.2;"GBP";1915.2;;"JiscCollections_Taylor & Francis";0;0;"CC-BY";"Unknown"
"Bristol";"PMC6199754";30352597;"10.1186/s12966-018-0735-8";"Profiles of childrenÂ’s physical activity and sedentary behaviour between age 6 and 9: a latent profile and transition analysis";"The international journal of behavioral nutrition and physical activity";TRUE;"1479-5868";"1479-5868";"2018-10-01T00:00:00Z";"2018-10-23T00:00:00Z";"Springer Science and Business Media LLC";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43427;2040;"GBP";2040;;"None";2040;0;"CC-BY";"Unknown"
"Bristol";"PMC7029249";30337338;"10.1136/medhum-2018-011466";"Â“Making the Invisible VisibleÂ”: an audience response to an art installation representing the complexity of congenital heart disease and heart transplantation";"Medical humanities";FALSE;"1468-215X, 1473-4265";"1473-4265";"2019-12-01T00:00:00Z";"2018-10-18T00:00:00Z";"BMJ";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43536;2340;"GBP";2340;;"Institutional_ membership discount";2340;0;"CC-BY";"Unknown"
"Bristol";"PMC6491994";30325021;"10.1002/ijc.31929";"Investigating the effects of lycopene and green tea on the metabolome of men at risk of prostate cancer: The ProDiet randomised controlled trial";"International journal of cancer";FALSE;"0020-7136, 1097-0215";"1097-0215";"2019-04-01T00:00:00Z";"2018-12-07T00:00:00Z";"Wiley";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43440;3194.4;"GBP";3194.4;;"None";3194.4;0;"CC-BY";"Unknown"
"Bristol";"PMC6173354";30323899;"10.18632/oncotarget.26093";"Elucidating the novel BRCA1 function as a non-genomic metabolic restraint in ER-positive breast cancer cell lines";"Oncotarget";FALSE;"1949-2553";"1949-2553";"2018-09-01T00:00:00Z";"2018-09-11T00:00:00Z";"Impact Journals, LLC";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43388;3400;"USD";3211.72;;"None";3211.72;0;"CC-BY";"Unknown"
"Bristol";"PMC6194454";30287668;"10.1136/bmjopen-2018-021611";"Smoking as a risk factor for lung cancer in women and men: a systematic review and meta-analysis";"BMJ open";TRUE;"2044-6055";"2044-6055";"2018-10-01T00:00:00Z";"2018-10-03T00:00:00Z";"BMJ";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43382;1377;"GBP";1377;;"Institutional_Prepayment";688.5;688.5;"CC-BY";"Unknown"
"Bristol";"PMC6277430";30274787;"10.1016/j.ymthe.2018.08.020";"MicroRNA-532-5p regulates pericyte function through targeting the transcription regulator BACH1 and Angiopoietin-1";"Molecular therapy : the journal of the American Society of Gene Therapy";FALSE;"1525-0016, 1525-0024";"1525-0024";"2018-12-01T00:00:00Z";"2018-09-01T00:00:00Z";"Elsevier BV";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43507;2827.91;"EUR";3071.54;;"None";3071.54;0;"CC-BY";"Unknown"
