period;tatsächliche Gesamtkosten;doi;url;is_hybrid;publisher;journal_full_title;issn.1;;Date
2021;1487,5;10.1080/21614083.2021.2014098;;false;Taylor & Francis;European Journal of Continuing Medical Education;2161-4083;;Dec 21
2021;0;10.3390/w13243578;;false;MDPI;Water;2073-4441 ;;Dec 21
2021;0;10.3390/ma14247701;;false;MDPI;materials;1996-1944 ;;Dec 21
2021;1609,56;10.3390/cells10123481;;false;MDPI;Cells;2073-4409;;Dec 21
2021;2132,81;10.3389/fpsyg.2021.711416;;false;Frontiers;Frontiers in Psychology;1664-1078;;Dec 21
2021;1727,59;10.3390/ijerph182413322;;false;MDPI;International Journal of Environmental Research and Public Health (ijerph);1660-4601;;Dec 21
2021;1962,93;10.1055/a-1647-7174;;false;Thieme;Sports Medicine International Open;2367-1890;;Dec 21
2021;1214,17;10.1177/14604582211052391;;false;Sage;Health Informatics Journal;1741-2811;;Dec 21
2021;1352,03;10.3390/educsci12010005;;false;MDPI;education sciences;2227-7102 ;;Dec 21
2021;1545,18;10.3390/life12010013;;false;MDPI;life;2075-1729;;Dec 21
2021;2006,58;10.3390/pharmaceutics14010013;;false;MDPI;pharmaceutics;1999-4923 ;;Dec 21
2021;1846,61;10.3847/PSJ/ac38a4;;false;IOP Publishing;The Planetary Science Journal ;2632-3338;;Dec 21 
2021;1545,18;10.3390/diagnostics12010040;;false;MDPI;Diagnostics;2075-4418 ;;Dec 21
2021;1233,99;10.3390/ijerph182312813;;false;MDPI;International Journal of Environmental Research and Public Health (ijerph);1660-4601 ;;Dec 21
2021;1609,56;10.3390/molecules26247655;;false;MDPI;molecules;1420-3049 ;;Dec 21
2021;1652,48;10.3390/nano12010038;;false;MDPI;Nanomaterials;2079-4991 ;;Dec 21
2021;2117,31;10.1136/bmjopen-2021-053839;;false;BMJ Publishing;BMJ Open;2044-6055;;Dec 21
2021;1460,31;10.2196/26323;;false;International Committee of Medical Journal Editors, PubMed Central;Journal of Medical Internet Research;1438-8871;;Dec 21
2021;1903.09;10.1055/a-1541-2916;;false;Thieme;Sports Medicine International Open;2367-1890;;Aug 21
2021;795,99;10.1037/tmb0000029;;true;APA;Technology, Mind & Behavior ;2689-0208 ;;Jun 21
2021;1867,83;10.2196/24214;;false;JMIR;JMIR mhealth and uhealth;2291-5222;;Aug 21
2021;1180,34;10.3390/s21248435;;false;MDPI;Sensors;1424-8220;;Dec 21
2021;2124,61;10.3390/cancers13246186;;false;MDPI;cancers;2072-6694;;Dec 21
2021;1933,69;10.1038/s41598-021-97708-3;;false;Springer Nature;Scientific reports;2045-2322;;Sep 21
2021;1718,04;10.1097/FPC.0000000000000436;;true;Lippincott;Pharmacogenetics and Genomics;1744-6880;;Oct 21
2021;1648,15;10.1186/s13104-021-05566-z;;false;BioMed Central;BMC Research Notes;1756-0500;;Jun 21
2021;828,24;10.1016/j.asmr.2021.11.004;;false;Elsevier;Arthroscopy, Sports Medicine, and Rehabilitation ;2666-061X;;Dec 21
2021;1223,25;10.1515/math-2021-0115;;false;de Gruyter;Open Mathematics;2391-5455;;Dec 21
2021;2000;10.1016/j.celrep.2021.110056;;false;Elsevier;Cell Reports;2211-1247;;Nov 21
2021;0;10.1371/journal.pone.0253144;;false;PLoS;PLoS one;1932-6203;;Jun 21
2021;;10.1016/j.comppsych.2021.152287;;false;Elsevier;Comprehensive Psychiatry;0010-440X;;Nov 21
2021;;10.3390/ijerph182010890;;false;MDPI;International Journal of Environmental Research and Public Health (IJERPH);1660-4601 ;;Oct 21
