"Institution","Period","EURO","DOI","Publisher","Journal","ISSN.1","ISSN.2","base.url","record.id"
"Muenchen LMU",2012,"1489,88","10.1186/1471-2148-12-245","Springer Science + Business Media","BMC Evolutionary Biology","NA","1471-2148","http://epub.ub.uni-muenchen.de/",23420
"Muenchen LMU",2012,"1447,04","10.1186/1471-2164-13-467","Springer Science + Business Media","BMC Genomics","NA","1471-2164","http://epub.ub.uni-muenchen.de/",23459
"Muenchen LMU",2012,"1494,64","10.1186/1471-2164-13-654","Springer Science + Business Media","BMC Genomics","NA","1471-2164","http://epub.ub.uni-muenchen.de/",23437
"Muenchen LMU",2012,"1304,24","10.1186/1472-6963-12-344","Springer Science + Business Media","BMC Health Services Research","NA","1472-6963","http://epub.ub.uni-muenchen.de/",23445
"Muenchen LMU",2012,"1280,44","10.1186/1471-2288-12-16","Springer Science + Business Media","BMC Medical Research Methodology","NA","1471-2288","http://epub.ub.uni-muenchen.de/",23515
"Muenchen LMU",2012,1428,"10.1186/1471-2288-12-137","Springer Science + Business Media","BMC Medical Research Methodology","NA","1471-2288","http://epub.ub.uni-muenchen.de/",23460
"Muenchen LMU",2012,"1646,96","10.1186/1741-7015-10-67","Springer Science + Business Media","BMC Medicine","NA","1741-7015","http://epub.ub.uni-muenchen.de/",13920
"Muenchen LMU",2012,"1451,8","10.1186/1471-2180-12-185","Springer Science + Business Media","BMC Microbiology","NA","1471-2180","http://epub.ub.uni-muenchen.de/",23466
"Muenchen LMU",2012,"1485,12","10.1186/1471-2180-12-209","Springer Science + Business Media","BMC Microbiology","NA","1471-2180","http://epub.ub.uni-muenchen.de/",23450
"Muenchen LMU",2012,"1270,92","10.1186/1471-2474-13-140","Springer Science + Business Media","BMC Musculoskeletal Disorders","NA","1471-2474","http://epub.ub.uni-muenchen.de/",23472
"Muenchen LMU",2012,"1404,2","10.1186/1471-2474-13-232","Springer Science + Business Media","BMC Musculoskeletal Disorders","NA","1471-2474","http://epub.ub.uni-muenchen.de/",23432
"Muenchen LMU",2012,"1399,44","10.1186/1471-2474-13-252","Springer Science + Business Media","BMC Musculoskeletal Disorders","NA","1471-2474","http://epub.ub.uni-muenchen.de/",23421
"Muenchen LMU",2012,"1418,48","10.1186/1471-2369-13-141","Springer Science + Business Media","BMC Nephrology","NA","1471-2369","http://epub.ub.uni-muenchen.de/",23443
"Muenchen LMU",2012,"1404,2","10.1186/1471-2202-13-81","Springer Science + Business Media","BMC Neuroscience","NA","1471-2202","http://epub.ub.uni-muenchen.de/",23477
"Muenchen LMU",2012,"1280,44","10.1186/1471-244X-12-29","Springer Science + Business Media","BMC Psychiatry","NA","1471-244X","http://epub.ub.uni-muenchen.de/",23501
"Muenchen LMU",2012,1428,"10.1186/1471-244X-12-153","Springer Science + Business Media","BMC Psychiatry","NA","1471-244X","http://epub.ub.uni-muenchen.de/",23447
"Muenchen LMU",2012,"1304,24","10.1186/1471-2458-12-485","Springer Science + Business Media","BMC Public Health","NA","1471-2458","http://epub.ub.uni-muenchen.de/",23482
"Muenchen LMU",2012,"1266,16","10.1186/1471-2466-12-15","Springer Science + Business Media","BMC Pulmonary Medicine","1471-2288","1471-2466","http://epub.ub.uni-muenchen.de/",23503
"Muenchen LMU",2012,"799,68","10.1186/1756-0500-5-411","Springer Science + Business Media","BMC Research Notes","NA","1756-0500","http://epub.ub.uni-muenchen.de/",24237
"Muenchen LMU",2012,"799,68","10.1186/1756-0500-5-551","Springer Science + Business Media","BMC Research Notes","NA","1756-0500","http://epub.ub.uni-muenchen.de/",24235
"Muenchen LMU",2012,"1408,96","10.1186/1746-6148-8-238","Springer Science + Business Media","BMC Veterinary Research","NA","1746-6148","http://epub.ub.uni-muenchen.de/",23426
"Muenchen LMU",2012,"1413,72","10.1186/cc11344","Springer Science + Business Media","Critical Care","NA","1466-609X","http://epub.ub.uni-muenchen.de/",23533
"Muenchen LMU",2012,"1594,6","10.1186/2047-783X-17-21","Springer Science + Business Media","European Journal of Medical Research","NA","0949-2321","http://epub.ub.uni-muenchen.de/",23479
"Muenchen LMU",2012,"1351,84","10.1186/1477-7525-10-75","Springer Science + Business Media","Health and Quality of Life Outcomes","NA","1477-7525","http://epub.ub.uni-muenchen.de/",23483
"Muenchen LMU",2012,"1337,56","10.1186/1749-8090-7-81","Springer Science + Business Media","Journal of Cardiothoracic Surgery (JCTS)","NA","1749-8090","http://epub.ub.uni-muenchen.de/",23462
"Muenchen LMU",2012,1071,"10.1186/1532-429X-14-80","Springer Science + Business Media","Journal of Cardiovascular Magnetic Resonance","NA","1097-6647","http://epub.ub.uni-muenchen.de/",23431
"Muenchen LMU",2012,"680,68","10.1186/1752-1947-6-249","Springer Science + Business Media","Journal of Medical Case Reports","NA","1752-1947","http://epub.ub.uni-muenchen.de/",24202
"Muenchen LMU",2012,"1223,32","10.1186/1475-2875-11-138","Springer Science + Business Media","Malaria Journal","NA","1475-2875","http://epub.ub.uni-muenchen.de/",23495
"Muenchen LMU",2012,"1556,52","10.1186/1475-2875-11-240","Springer Science + Business Media","Malaria Journal","NA","1475-2875","http://epub.ub.uni-muenchen.de/",23476
"Muenchen LMU",2012,"1280,44","10.1186/1475-2859-11-143","Springer Science + Business Media","Microbial Cell Factories","NA","1475-2859","http://epub.ub.uni-muenchen.de/",23442
"Muenchen LMU",2012,"1318,52","10.1186/1476-4598-11-9","Springer Science + Business Media","Molecular Cancer","1471-2288","1476-4598","http://epub.ub.uni-muenchen.de/",23512
"Muenchen LMU",2012,"942,48","10.1186/1750-1172-7-9","Springer Science + Business Media","Orphanet Journal of Rare Diseases","NA","1750-1172","http://epub.ub.uni-muenchen.de/",23518
"Muenchen LMU",2012,"1423,24","10.1186/1750-1172-7-66","Springer Science + Business Media","Orphanet Journal of Rare Diseases","NA","1750-1172","http://epub.ub.uni-muenchen.de/",23452
"Muenchen LMU",2012,"1266,16","10.1186/1756-3305-5-49","Springer Science + Business Media","Parasites and Vectors","NA","1756-3305","http://epub.ub.uni-muenchen.de/",23511
"Muenchen LMU",2012,"1299,48","10.1186/1756-3305-5-291","Springer Science + Business Media","Parasites and Vectors","NA","1756-3305","http://epub.ub.uni-muenchen.de/",23423
"Muenchen LMU",2012,"1228,08","10.1186/1754-9493-6-9","Springer Science + Business Media","Patient Safety in Surgery","NA","1754-9493","http://epub.ub.uni-muenchen.de/",24241
"Muenchen LMU",2012,"1151,92","10.1186/1748-717X-7-60","Springer Science + Business Media","Radiation Oncology","NA","1748-717X","http://epub.ub.uni-muenchen.de/",23499
"Muenchen LMU",2012,"1599,36","10.1186/1465-9921-13-18","Springer Science + Business Media","Respiratory Research","1465-9921","1465-993X","http://epub.ub.uni-muenchen.de/",23510
"Muenchen LMU",2012,"1328,04","10.1186/1743-422X-9-28","Springer Science + Business Media","Virology Journal","NA","1743-422X","http://epub.ub.uni-muenchen.de/",23520
"Muenchen LMU",2012,"1328,04","10.1186/1743-422X-9-209","Springer Science + Business Media","Virology Journal","NA","1743-422X","http://epub.ub.uni-muenchen.de/",23451
