Institution,PubMed Central (PMC) ID,PubMed ID,DOI,Publisher,Journal,ISSN,is_hybrid,period,euro,Licence
LSHTM,,25542740,10.1016/j.puhe.2014.10.019,Elsevier,Public Health,0033-3506,TRUE,2014,2126.95,CC BY
LSHTM,PMC4118294,,10.1186/1471-2261-14-85,BioMed Central,BMC Cardiovasc Disorders,1471-2261,FALSE,2014,1751.81,CC BY
LSHTM,PMC4065366,,10.1111/tmi.12267,Wiley,Tropical Medicine & International Health,1365-3156,TRUE,2014,1135.51,CC BY
LSHTM,PMC4025454,,10.1136/bmjopen-2013-004633,BMJ,BMJ Open,2044-6055,TRUE,2014,1005.29,CC BY
LSHTM,PMC4110957,,10.1093/eurpub/cku076,Oxford University Press,European Journal of Public Health,1101-1262,TRUE,2014,2233.98,CC BY
LSHTM,PMC4208768,,10.1371/journal.pone.0110586,PLOS,PLOS One,1932-6203,FALSE,2014,1027.21,Unknown
LSHTM,PMC4256740,,10.1186/s13073-014-0099-x,BioMed Central,Genome Medicine,1756-994X,FALSE,2014,2220.20,Unknown
LSHTM,PMC4118270,25089154,10.1186/1752-4458-8-30,BioMed Central,International Journal of Mental Health Systems,1752-4458,FALSE,2014,1481.13,CC BY
LSHTM,PMC3992055,,10.1111/imm.12239,Wiley,Immunology,1365-2567,TRUE,2014,1509.76,Unknown
LSHTM,PMC4112492,,10.1136/sextrans-2013-051219,BMJ,Sexually Transmitted Infections,1368-4973,TRUE,2014,2904.17,CC BY
LSHTM,PMC3992901,,10.1111/add.12458,Wiley,Addiction,0965-2140,TRUE,2014,2287.32,CC BY
LSHTM,,24690184,10.1186/1745-6215-15-101,BioMed Central,Trials,1745-6215,FALSE,2014,1411.50,CC BY
LSHTM,PMC4139412,,10.1016/j.sbi.2014.06.002,Elsevier,Current Opinion in Structural Biology,0959-440X,TRUE,2014,3302.31,CC BY
LSHTM,PMC4197264,,10.1186/s13071-014-0466-x,BioMed Central,Parasites & Vectors,1756-3305,FALSE,2014,1599.90,CC BY
LSHTM,PMC3988917,,10.1016/j.vaccine.2012.11.034,Elsevier,Vaccine,0264-410X,TRUE,2014,2770.61,CC BY
LSHTM,PMC3994406,,10.1186/1471-2334-14-159,BioMed Central,BMC Infectious Diseases,1471-2334,FALSE,2014,1707.51,CC BY
LSHTM,,25135277,10.1111/mmi.12755,Wiley,Molecular Microbiology,0950-382X,TRUE,2014,1123.44,CC BY
LSHTM,PMC4161911,25179422,10.1186/1472-6963-14-367,BioMed Central,BMC Health Services Research,1472-6963,FALSE,2014,1677.35,CC BY
LSHTM,,24996765,10.1186/1745-6215-15-267,BioMed Central,Trials,1745-6215,FALSE,2014,1481.13,CC BY
LSHTM,PMC3962072,,10.1080/13648470.2012.692360,Taylor & Francis/Pub Med,Anthropology & Medicine,1469-2910,TRUE,2014,2227.71,CC BY
LSHTM,,25537754,10.1111/mve.12090,Wiley,Medical and Veterinary Entomology,1365-2915,TRUE,2014,2379.56,CC BY-NC-ND
LSHTM,PMC4168165,25192735,10.1186/1475-2891-13-89,BioMed Central,Nutrition Journal,1475-2891,FALSE,2014,1803.94,CC BY
LSHTM,,24922137,10.2105/AJPH.2013.301858,American Public Health Association,American Journal of Public Health,0959-5236,TRUE,2014,1849.74,CC BY
LSHTM,PMC3979101,,10.1016/j.socscimed.2013.12.005,Elsevier,Social Science & Medicine,0277-9536,TRUE,2014,3705.08,CC BY
LSHTM,PMC4033143,,10.1136/sextrans-2013-051336,BMJ,Sexually Transmitted Infections,1368-4973,TRUE,2014,2904.17,CC BY
LSHTM,PMC3896753,,10.1186/1756-0500-7-37,BioMed Central,BMC Research Notes,1756-0500,FALSE,2014,979.60,CC BY
LSHTM,PMC4037874,,10.1016/j.jad.2014.03.036,Elsevier,Journal of Affective Disorders,0165-0327,TRUE,2014,1891.10,CC BY
LSHTM,PMC4120321,,10.1136/bmjopen-2014-005540,BMJ,BMJ Open,2044-6055,TRUE,2014,1507.94,CC BY
LSHTM,,24107197,10.1111/1469-0691.12401,Wiley,Clinical Microbiology and Infection,1198-743X,TRUE,2014,2264.65,CC BY
LSHTM,PMC4064301,,10.1016/j.jtbi.2014.04.005,Elsevier,Journal of Theoretical Biology,0022-5193,TRUE,2014,2002.60,CC BY
LSHTM,PMC3966730,,10.1371/journal.pone.0090356,PLOS,PLOS One,1932-6203,FALSE,2014,1019.46,CC BY
LSHTM,,25193248,10.1177/0956462414549036,Sage,International Journal of STD & AIDS,0956-4624,TRUE,2014,2382.91,CC BY
LSHTM,PMC4190685,,10.1111/tmi.12248,Wiley,Tropical Medicine & International Health,1360-2276,TRUE,2014,2276.84,CC BY
LSHTM,,22660812,10.1113/expphysiol.2011.064055,Wiley,Experimental Physiology,0958-0670,TRUE,2014,1715.49,Unknown
LSHTM,PMC3929002,,10.1016/j.drugalcdep.2013.11.017,Elsevier,Drug and Alcohol Dependence,0376-8716,TRUE,2014,2359.72,CC BY
Newcastle University,,,10.1016/j.gloenvcha.2014.01.005,Elsevier,Global Environmental Change,,,2014,2992.55,CC BY
Newcastle University,PMC3969292,,10.1016/j.jinsphys.2013.12.005,Elsevier,Journal of Insect Physiology,,FALSE,2014,2002.71,CC BY
Newcastle University,PMC3995215,,10.1136/bjophthalmol-2013-304534,BMJ,British Journal of Opthalmology,,FALSE,2014,4765.82,CC BY
Newcastle University,,,10.1371/journal.pone.0087597,PLOS,PLOS ONE,,,2014,1224.26,CC BY
Newcastle University,PMC3919155,,10.1016/j.cub.2013.12.049,Cell Press,Current Biology,,FALSE,2014,4551.65,CC BY
Newcastle University,,,10.1002/2013WR014211,Wiley,Water resources Research,,,2014,2792.48,CC BY
Newcastle University,PMC4150535,,10.1002/gepi.21792,Wiley,Genetic Epidemiology,,FALSE,2014,2710.56,CC BY
Newcastle University,PMC3916878,,10.1182/blood-2013-07-517151,American Society of Haematology,Blood,,FALSE,2014,1789.67,CC BY
Newcastle University,,,10.1016/j.watres.2013.10.053,Elsevier,Water Research,,,2014,2728.21,CC BY
Newcastle University,,,10.1016/j.euromechflu.2014.01.002,Elsevier,European Journal of Mechanics / B Fluids,,,2014,2258.34,CC BY
Newcastle University,,,10.4049/jimmunol.1301643,American Association of Immunologists,Journal of Immunology,,,2014,1871.01,
Newcastle University,,,10.1093/bioinformatics/btt732,OUP,Bioinformatics,,,2014,1265.92,CC BY
Newcastle University,,,10.1016/j.engstruct.2013.10.033,Elsevier,Engineering Structures,,,2014,2267.09,CC BY-NC-ND
Newcastle University,,,10.1002/2013GL058658,Wiley,Geophysical Research Letters,,,2014,1675.49,CC BY-NC-ND
Newcastle University,PMC4200441,,10.1038/ejhg.2014.35,Nature,European Journal of Human Genetics,,FALSE,2014,3276.50,CC BY
Newcastle University,,,10.1002/2013GC004928,Wiley,"Geochemistry, Geophysics, Geosystems",,,2014,2792.48,CC BY
Newcastle University,PMC3919214,,10.1016/j.mito.2013.07.115,Elsevier,Mitichondrion,,FALSE,2014,1991.92,CC BY
Newcastle University,,,10.1016/j.arr.2014.01.004,Elsevier,Ageing Research Reviews,,,2014,2696.07,CC BY
Newcastle University,PMC4032096,,10.1093/brain/awu034,Oxford University Press,Brain,,FALSE,2014,2978.64,CC BY
Newcastle University,,,10.1371/journal.pone.0090377,PLOS,PLOS ONE,,,2014,1221.33,CC BY
Newcastle University,,,10.1175/JCLI-D-13-00723.1,American Meterological Society,Journal of Climate,,,2014,694.22,
Newcastle University,PMC3964915,,10.1261/rna.043471.113,Cold Spring Harbour Laboratory Press,RNA,,FALSE,2014,1573.71,CC BY
Newcastle University,,,10.1371/journal.pone.0088016,PLOS,PLOS ONE,,,2014,1221.33,CC BY
Newcastle University,,24256264,10.1038/eye.2014.37,Portland Press,Biochemical Society Transactions,,FALSE,2014,2606.31,CC BY
Newcastle University,,,10.1371/journal.pone.0081763,PLOS,PLOS ONE,,,2014,1221.33,CC BY
Newcastle University,,,10.1021/es405348h,ACS,Environmental Science & Technology,,,2014,2674.25,CC BY
Newcastle University,,,10.1371/journal.pone.0091005,PLOS,PLOS ONE,,,2014,1335.39,CC BY
Newcastle University,,,10.1098/rspb.2013.3255,Royal Society,Proceedings of the Royal Society B,,,2014,1563.79,CC BY
Newcastle University,PMC4017118,,10.3390/genes5010235,Nature,Eye,,FALSE,2014,4319.03,CC BY
Newcastle University,PMC4051597,,10.1038/ejhg.2014.30,Nature,European Journal of Human Genetics,,FALSE,2014,2978.64,CC BY
Newcastle University,,,10.1038/ncomms4442,Nature,Nature Communications,,,2014,4691.36,CC BY
Newcastle University,PMC4021167,,10.1007/s00726-014-1706-2,Springer,Amino Acids,,FALSE,2014,2740.35,CC BY
Newcastle University,,,10.1111/1467-9256.12049,Wiley,Poltics,,,2014,2233.98,CC BY
Newcastle University,,,10.1016/j.orggeochem.2014.02.004,Elsevier,Organic Geochemistry,,,2014,2268.98,CC BY
Newcastle University,,,10.1016/j.gca.2014.02.035,Elsevier,Geochimica et Cosmochimica Acta,,,2014,2201.12,CC BY
Newcastle University,PMC4044345,,10.1152/jn.00935.2012,APS,Journal of Neurophysiology,,FALSE,2014,1787.48,CC BY
Newcastle University,,21678408,10.1007/s00232-014-9640-5,Wiley,Journal of Cellular Physiology,,FALSE,2014,2673.63,CC BY
Newcastle University,,,10.1016/j.anbehav.2014.02.025,Elsevier,Animal Behaviour,,,2014,1996.86,CC BY
Newcastle University,,,10.1007/s13593-014-0219-4,Springer,Agronomy for Sustainable Development,,,2014,2659.40,CC BY
Newcastle University,,,10.1016/j.jsames.2014.02.005,Elsevier,Journal of South American Earth Sciences,,,2014,2222.44,
Newcastle University,PMC3978521,,10.3390/genes5010235,MDPI,Genes,,FALSE,2014,304.39,CC BY
Newcastle University,PMC4022837,,10.1016/j.neuropsychologia.2014.02.021,Elsevier,Neuropsychologia,,FALSE,2014,1658.21,CC BY
Newcastle University,PMC4114557,,10.1111/mmi.12568,Wiley,Molecular Microbiology,,FALSE,2014,3208.36,CC BY
Newcastle University,PMC4196048,,10.1007/s00232-014-9640-5,Springer,Journal of Membrane Biology,,FALSE,2014,2256.17,CC BY
Newcastle University,,,10.1016/j.soilbio.2013.09.015,Elsevier,Soil Biology and Biochemistry,,,2014,3023.41,
Newcastle University,,,10.1111/nan.12085,Wiley,Neuropathology and Applied Neurobiology,,,2014,2233.98,CC BY
Newcastle University,,,10.1016/j.neurobiolaging.2014.02.027,Elsevier,Neurobiology of Aging,,,2014,2745.19,CC BY
Newcastle University,,,10.1128/AAC.02248-13,American Society for Microbiology,Antimicrobial Agents and Chemotherapy,,,2014,2392.16,CC BY
Newcastle University,,,10.1016/j.jfa.2014.02.026,Elsevier,Journal of functional analysis,,,2014,1381.34,CC BY
Newcastle University,PMC4196048,,10.1007/s12015-013-9493-9,Springer,Stem Cell Reviews and Reports,,FALSE,2014,2790.84,CC BY
Newcastle University,,,10.3389/fmicb.2014.00131,Frontiers,Frontiers in Microbiology,,,2014,1198.01,CC BY
Newcastle University,,,10.1038/ncomms4837,Nature,Nature Communications,,,2014,4691.36,CC BY-NC-SA
Newcastle University,,,10.1007/s11517-014-1150-1,Springer,Medical and Biological Engineering and Computing,,,2014,2707.35,CC BY
Newcastle University,PMC4112846,,10.1002/adma.201304645,Wiley,Advanced Materials,,FALSE,2014,2659.33,CC BY
Newcastle University,,,10.1002/hep.27131,Wiley,Hepatology,,,2014,2233.98,CC BY
Newcastle University,,,10.4161/rna.28342,Landes Bioscience,RNA Biology,,,2014,758.67,CC BY
Newcastle University,PMC4058519,,10.1016/j.yexcr.2014.03.012,Elsevier,Experimental Cell Research,,FALSE,2014,1366.45,CC BY
Newcastle University,,,10.1016/j.ymgme.2014.03.006,Elsevier,Molecular Genetics and Metabolism,,,2014,2012.27,CC BY
Newcastle University,,,10.1016/j.epsl.2014.04.019,Elsevier,Earth and Planetary Science Letters,,,2014,2175.33,CC BY
Newcastle University,,,10.1016/j.ces.2014.03.026,Elsevier,Chemical Engineering Science,,,2014,3011.68,CC BY
Newcastle University,,,10.1007/s11357-014-9649-9,Springer,AGE,,,2014,2572.42,CC BY
Newcastle University,,,10.1080/0966369X.2013.855710,Taylor & Francis,"Geography, Politics and Sociology",,,2014,2396.58,CC BY
Newcastle University,,,10.3389/fmicb.2014.00160,Frontiers,Frontiers in Microbiology,,,2014,951.17,CC BY
Newcastle University,PMC4047625,,10.1016/j.nmd.2014.03.011,Elsevier,Neuromuscular Disorders,,FALSE,2014,2649.55,CC BY
Newcastle University,PMC4150527,,10.1111/exd.12325,Wiley,Experimental Dermatology,,FALSE,2014,2659.68,CC BY
Newcastle University,,,10.1386/jwcs.5.3.349_1,Maney,Journal of War and Cultural Studies,,,2014,744.66,
Newcastle University,,,10.1179/1752628013Y.0000000007,Maney,Journal of War and Cultural Studies,,,2014,744.66,CC BY-NC
Newcastle University,,,10.1177/1532708614530305,Sage,Cultural Studies,,,2014,297.86,CC BY
Newcastle University,,,10.1016/j.chemosphere.2014.03.060,Elsevier,Chemosphere,,,2014,2286.50,CC BY
Newcastle University,PMC3984441,,10.1016/j.nicl.2014.03.013,Elsevier,Neuroimage: Clinical,,FALSE,2014,1359.69,CC BY
Newcastle University,PMC4031051,,10.1371/journal.pgen.1004369,PLOS ,PLOS Genetics,,FALSE,2014,2020.51,CC BY
Newcastle University,,,10.1080/23269995.2014.909243,Taylor & Francis,Global Discourse,,,2014,2396.58,CC BY
Newcastle University,PMC4038258,,10.1093/ckj/sfu032,Oxford University Press,Nephrology Dialysis Transplantation,,FALSE,2014,2606.31,CC BY
Newcastle University,,,10.1371/journal.pone.0088991,PLOS,PLOS ONE,,,2014,1210.08,CC BY
Newcastle University,,,10.1210/jc.2013-2449,Endocrine Society,Journal of Clinical Endocrinol Metabolism,,,2014,2656.33,
Newcastle University,PMC4010794,,10.3389/fpls.2014.00153,Frontiers,Frontiers in Plant Science,,FALSE,2014,1385.07,CC BY
Newcastle University,PMC4068217,,10.1021/cb500135f,ACS,ACS Chemical Biology,,FALSE,2014,885.91,CC BY
Newcastle University,,,10.1007/s12104-014-9557-z,Springer,Biomolecular NMR Assignments,,,2014,2667.17,
Newcastle University,PMC4010751,,10.3389/fneng.2014.00010,Frontiers,Frontiers in Neuroengineering,,FALSE,2014,1385.07,CC BY
Newcastle University,PMC4032985,,10.3389/fnins.2014.00087,Frontiers,Frontiers in Neuroengineering,,FALSE,2014,1385.07,CC BY
Newcastle University,PMC4102769,,10.1038/ncomms5287,Nature,Nature Communications,,FALSE,2014,4691.36,CC BY
Newcastle University,,,10.1093/hmg/ddu176,OUP,Human Molecular Genetics,,,2014,2606.31,CC BY
Newcastle University,,,10.1088/1751-8113/47/21/215401,IOP,Journal of Physics A,,,2014,2531.84,CC BY
Newcastle University,,,10.1111/nan.12149,Wiley,Neuropathology and Applied Neurobiology,,,2014,2233.98,CC BY
Newcastle University,,,10.1007/s00190-014-0725-9,Springer,Journal of Geodesy,,,2014,2665.99,CC BY
Newcastle University,,,10.1016/j.celrep.2014.04.017,Cell Press,Cell Reports,,,2014,4441.65,CC BY
Newcastle University,,,10.1111/tri.12341,Wiley,Transplant International,,,2014,2233.98,CC BY
Newcastle University,,,10.1002/jqs.2711,Wiley,Journal of Quaternary Science,,,2014,2233.98,CC BY
Newcastle University,,24865643,10.1017/S0952523814000212,Wiley,International Journal of Geriatric Psychiatry,,FALSE,2014,2657.59,CC BY
Newcastle University,,,10.1016/j.febslet.2014.05.054,Wolters Kluwer/Lippincott Williams & Wilkins,Current Opinion in Oncology,,FALSE,2014,3354.33,CC BY
Newcastle University,,,10.1073/pnas.1400376111,PNAS,PNAS,,,2014,2494.19,
Newcastle University,,,10.1136/jech-2014-204083,BMJ,Journal of Epidemiology & Community Health,,,2014,2904.17,CC BY
Newcastle University,,,10.1186/1756-0500-7-278,BMC,BMC Research Notes,,,2014,1185.25,CC BY
Newcastle University,,,10.1080/14650045.2012.716466,Taylor & Francis,Geopolitics,,,2014,2396.58,CC BY
Newcastle University,,,10.1016/j.snb.2013.09.011,Elsevier,Sensors and Actuators B: Chemical,,,2014,2284.03,CC BY
Newcastle University,,,10.1016/j.quascirev.2013.10.026,Elsevier,Quaternary Science Reviews,,,2014,2196.18,CC BY
Newcastle University,,,10.1016/j.polgeo.2013.07.002,Elsevier,Political Geography,,,2014,966.32,CC BY
Newcastle University,,,10.1016/j.neurobiolaging.2014.02.025,Elsevier,Neurobiology of Aging,,,2014,2650.83,CC BY
Newcastle University,,,10.1016/j.jprot.2014.01.011,Elsevier,Journal of Proteomics,,,2014,2650.83,CC BY
Newcastle University,,,10.1016/j.jpowsour.2013.10.128,Elsevier,Journal of Power Sources,,,2014,2898.96,CC BY
Newcastle University,,,10.1016/j.jpowsour.2013.07.050,Elsevier,Journal of Power Sources,,,2014,2898.96,CC BY
Newcastle University,,,10.1016/j.jhep.2013.12.005,Elsevier,Journal of Hepatology,,,2014,2415.80,CC BY
Newcastle University,,,10.1016/j.isprsjprs.2014.04.019,Elsevier,ISPRS Journal of Photogrammetry and Remote Sensing,,,2014,2242.38,
Newcastle University,,,10.1016/j.geoforum.2013.09.002,Elsevier,Geoforum,,,2014,1581.25,CC BY
Newcastle University,,,10.1016/j.freeradbiomed.2013.11.023,Elsevier,Free Radical Biology and Medicine,,,2014,1932.64,CC BY
Newcastle University,,,10.1016/j.foodchem.2013.09.075,Elsevier,Food Chemistry,,,2014,1932.64,CC BY
Newcastle University,,,10.1016/j.culher.2013.01.013,Elsevier,Journal of Cultural Heritage,,,2014,2415.80,CC BY
Newcastle University,,,10.1016/j.bbamcr.2014.02.006,Elsevier,Biochimica et Biophysica Acta (BBA) - Molecular Cell Research,,,2014,2650.83,CC BY
Newcastle University,PMC3999722,,10.3389/fmicb.2014.00224,Frontiers,Frontiers in Microbiology,,FALSE,2014,1385.07,CC BY
Newcastle University,PMC3999722,,10.1093/brain/awu060,Oxford University Press,Brain,,FALSE,2014,2978.64,CC BY
Newcastle University,,,10.1371/journal.pone.0115433,Wiley,Aging Cell,,,2014,2233.98,CC BY
Newcastle University,,,10.1016/j.yebeh.2014.05.009,Elsevier,Epilepsy and Behaviour,,,2014,1980.10,CC BY
Newcastle University,,,10.1016/j.evolhumbehav.2013.11.007,Elsevier,Evolution and Human Behaviour,,,2014,2729.34,CC BY
Newcastle University,,24901348,10.4161/epi.28864,Nature,Genetics in Medicine,,FALSE,2014,4170.10,CC BY
Newcastle University,,,10.1074/jbc.M113.491829,ASBMB,Journal of Biological Chemistry,,,2014,1974.69,CC BY
Newcastle University,,,10.1007/s00429-014-0793-x,Springer,Brain Structure and Function,,,2014,2620.09,CC BY
Newcastle University,PMC4102448,,10.1371/journal.pgen.1004445,PLOS ,PLOS Genetics,,FALSE,2014,1992.25,CC BY
Newcastle University,,25112187,10.1371/journal.pgen.1004424,Wiley,Genetic Epidemiology,,FALSE,2014,2656.34,CC BY
Newcastle University,,,10.1016/j.str.2014.04.017,Cell Press,Structure,,,2014,4314.70,CC BY
Newcastle University,,,10.1016/j.str.2014.04.015,Cell Press,Structure,,,2014,6964.69,CC BY
Newcastle University,,,10.1098/rspb.2014.0619,Royal Society,Proceedings of the Royal Society B,,,2014,1563.79,CC BY
Newcastle University,,,10.1080/13557858.2014.921892,Taylor & Francis,Ethnicity and Health,,,2014,2396.58,CC BY-NC-ND
Newcastle University,,,10.1038/ncomms5172,Nature,Nature Communications,,,2014,4691.36,CC BY
Newcastle University,,,10.1016/j.jinsphys.2014.05.004,Elsevier,Journal of Insect Physiology,,,2014,2363.07,CC BY
Newcastle University,,,10.1111/mmi.12405,Wiley,Molecular Microbiology,,,2014,2233.98,CC BY
,,,,,,,,,,
Newcastle University,PMC4046648,,10.1016/j.mito.2013.03.002,Elsevier,Mitochondrion,,FALSE,2014,2650.12,CC BY
Newcastle University,,,10.1017/S0047279414000075,Cambridge University Press,Journal of Social Policy,,,2014,2524.40,CC BY
Newcastle University,,,10.1016/j.polgeo.2014.05.001,Elsevier,Political Geography,,,2014,986.04,CC BY
Newcastle University,,24896153,10.1038/ncomms5760,Nature,European Journal of Human Genetics,,FALSE,2014,3276.50,CC BY
Newcastle University,,,10.1080/09540962.2014.945803,Taylor & Francis,Public Money and Management,,,2014,2396.58,CC BY
Newcastle University,PMC4161214,,10.1017/S0952523814000212,Cambridge University Press,Visual Neuroscience,,FALSE,2014,2524.40,CC BY
Newcastle University,PMC4140551,,10.1002/ana.24185,Wiley,Annals of Neurology,,FALSE,2014,2620.06,CC BY
Newcastle University,,,10.1007/s10533-014-9997-7,Springer,Biogeochemistry,,,2014,2667.17,CC BY
Newcastle University,,,10.1002/mnfr.201300615,Wiley,Molecular Nutrition and Food Research,,,2014,2233.98,CC BY
Newcastle University,,,10.1016/j.jhydrol.2014.02.043,Elsevier,Journal of Hydrology,,,2014,2242.16,CC BY
Newcastle University,,,10.1016/j.biosystems.2014.05.002,Elsevier (paid),Biosystems,,,2014,1609.09,CC BY
Newcastle University,PMC4143409,,10.4161/epi.28864,Landes Bioscience,Epigenetics,,FALSE,2014,1372.99,CC BY
Newcastle University,,,10.1016/j.biombioe.2014.05.019,Elsevier (paid),Biomass and Bioenergy,,,2014,2903.01,CC BY
Newcastle University,PMC4046958,,10.1371/journal.pgen.1004424,PLOS ,PLOS Genetics,,FALSE,2014,1993.18,CC BY
Newcastle University,,,10.1111/joim.12273,Wiley,Journal of Internal Medicine,,,2014,2233.98,CC BY
Newcastle University,PMC4103422,,10.3389/fmicb.2014.00374,Frontiers,Frontiers in Microbiology,,FALSE,2014,677.28,CC BY
Newcastle University,PMC4099522,,10.1016/j.febslet.2014.05.054,Elsevier,FEBS Letters,,FALSE,2014,1938.45,CC BY
Newcastle University,,,10.1111/imm.12332,Wiley,Immunology,,,2014,2233.98,CC BY
Newcastle University,,,10.1016/j.mad.2014.06.003,Elsevier,Mechanisms of Ageing and Development,,,2014,2303.89,CC BY
Newcastle University,,,10.1111/nan.12073,Wiley,Neuropathology and Applied Neurobiology,,,2014,2233.98,CC BY
Newcastle University,,,10.1038/nchembio.1364,Nature,Nature Chemical Biology,,,2014,1725.25,
Newcastle University,,,10.1021/nl5017255,ACS,Nano Letters,,,2014,3478.10,CC BY
Newcastle University,,,10.1007/s00477-014-0916-1,Springer,Stochastic Environmental Research and Risk Assessment,,,2014,2620.09,CC BY
Newcastle University,,,10.1098/rspb.2014.0094,Royal Society,Proceedings of the Royal Society B,,,2014,1563.79,CC BY
Newcastle University,PMC4163031,,10.1093/brain/awu187,Oxford University Press,Brain,,FALSE,2014,2978.64,CC BY
Newcastle University,PMC4233693,,10.1098/rsif.2014.0447,Royal Society,Journal of the Royal Society Interface,,FALSE,2014,1608.47,CC BY
Newcastle University,,25037902,10.1016/j.pscychresns.2014.06.006,Elsevier,Psychiatry Research: Neuroimaging,,FALSE,2014,2191.66,CC BY
Newcastle University,,,10.1109/TCOMM.2014.2322093,IEEE,IEEE Transactions on Communications,,,2014,1521.66,CC BY
Newcastle University,,,10.1007/s10646-014-1283-x,Springer,Ecotoxicology,,,2014,2604.85,CC BY
Newcastle University,,25008111,10.1093/hmg/ddu352,Oxford University Press,Human Molecular Genetics,,FALSE,2014,2606.31,CC BY
Newcastle University,,,10.1111/ene.12539,Wiley,European Journal of Neurology,,,2014,2978.64,CC BY
Newcastle University,,,10.1111/add.12663,Wiley,Addiction,,,2014,2978.64,CC BY
Newcastle University,,,10.1098/rsfs.2013.0055,Royal Society,Interface Focus,,,2014,1563.79,CC BY
,,,,,,,,,,
Newcastle University,PMC4096654,,10.1016/j.ejpn.2013.12.003,Elsevier,European Journal of Paediatric Neurology,,FALSE,2014,2618.05,CC BY
Newcastle University,,,10.1021/ie4020149,ACS,Industrial and Engineering Chemistry Research,,,2014,3478.10,CC BY
Newcastle University,,,10.1002/cta.2010,Wiley,International Journal of Circuit Theory and Applications,,,2014,2233.98,CC BY
Newcastle University,,25301503,10.1016/S0140-6736(14)61599-3,Elsevier,Lancet,,FALSE,2014,4323.28,CC BY
Newcastle University,,,10.1111/mmi.12713,Wiley,Molecular Microbiology,,,2014,2978.64,CC BY
Newcastle University,,,10.1007/s10661-014-3939-7,Springer,Environmental Monitoring and Assessment,,,2014,2601.02,CC BY
Newcastle University,PMC4132675,,10.1098/rspb.2014.1000,Royal Society,Proceedings of the Royal Society B,,FALSE,2014,1563.79,CC BY
Newcastle University,PMC4175592,,10.1038/ncomms5760,Nature,Nature Communications,,FALSE,2014,4691.36,CC BY
Newcastle University,,,10.1109/TEC.2014.2331391,IEEE,IEEE Transactions on Energy Conservation,,,2014,1526.88,CC BY
Newcastle University,,,10.1111/bpa.12177,Wiley,Brain Pathology,,,2014,2233.98,
Newcastle University,,,10.1016/j.jneumeth.2014.05.026,Elsevier,Journal of Neuroscience Methods,,,2014,1879.17,CC BY
Newcastle University,,,10.1016/j.jhydrol.2014.06.031,Elsevier,Journal of Hydrology,,,2014,2590.83,CC BY
Newcastle University,,,10.1016/j.energy.2014.05.084,Elsevier,Energy,,,2014,2609.97,CC BY
Newcastle University,,,10.1007/s10811-014-0384-5,Springer,Journal of Applied Phycology,,,2014,2618.45,CC BY
Newcastle University,,,10.1016/j.neuron.2014.07.022,Cell Press,Neuron,,,2014,4337.41,
Newcastle University,,,10.1063/1.4892003,AIP,Applied Physics Letters,,,2014,1853.50,CC BY
Newcastle University,,25074728,10.1016/j.parkreldis.2014.07.004,Elsevier,Parkinsonism and Related Disorders,,FALSE,2014,2181.70,CC BY
Newcastle University,,25122752,10.1093/nar/gku746,Oxford University Press,Nucleic Acids Research,,FALSE,2014,1057.42,CC BY
Newcastle University,,25129239,10.1016/j.neurobiolaging.2014.07.009,Elsevier,Neurobiology of Ageing,,FALSE,2014,2599.91,CC BY
Newcastle University,,,10.1007/s00359-014-0932-0,Springer,Journal of Comparative Physiology A,,,2014,2591.35,CC BY
Newcastle University,,,10.1093/nar/gku683,OUP,Nucleic Acids Research,,,2014,1057.42,CC BY
Newcastle University,,,10.1111/1574-6968.12554,Wiley,FEMS Microbiology Letter,,,2014,2978.64,CC BY
Newcastle University,,,10.1016/j.tranpol.2014.07.008,Elsevier,Transport Policy,,,2014,1570.81,CC BY
Newcastle University,,25146915,10.1093/brain/awu235,Oxford University Press,Brain,,FALSE,2014,2978.64,CC BY
Newcastle University,,,10.1186/s12915-014-0064-6,BMC,BMC Biology,,,2014,2124.51,CC BY
Newcastle University,,,10.1371/journal.pone.0108370,PLOS,PLOS ONE,,,2014,1227.72,CC BY
Newcastle University,PMC4175180,,10.1016/j.immuni.2014.08.006,Cell Press,Immunity,,FALSE,2014,3610.98,CC BY
Newcastle University,,,10.1093/cvr/cvu198,OUP,Cardiovascular Research,,,2014,2978.64,CC BY
Newcastle University,,,10.1007/s00477-014-0946-8,Springer,Stochastic Environmental Research and Risk Assessment,,,2014,2610.12,CC BY
Newcastle University,,,10.1093/nar/gku761,OUP,Nucleic Acids Research,,,2014,1653.15,CC BY
Newcastle University,PMC4191947,,10.1371/journal.pgen.1004709,PLOS ,PLOS Genetics,,FALSE,2014,2071.89,CC BY
Newcastle University,,,10.3945/ajcn.113.080507,American Society for Nutrition,American Journal of Clinical Nutrition,,,2014,4984.06,CC BY
Newcastle University,,25182700,10.1007/s00415-014-7476-7,Springer,Journal of Neurology,,FALSE,2014,2553.84,CC BY
Newcastle University,,25287367,10.1136/bjophthalmol-2014-305657,BMJ,British Journal of Opthalmology,,FALSE,2014,2904.17,CC BY
Newcastle University,,,10.1111/cdoe.12129,Wiley,Community Dentistry and Oral Epidemiology,,,2014,2233.98,CC BY
Newcastle University,,25260701,10.1093/cercor/bhu220,Oxford University Press,Cerebral Cortex,,FALSE,2014,2792.48,CC BY
Newcastle University,,25293719,10.1038/ejhg.2014.214,Nature,European Journal of Human Genetics,,FALSE,2014,3276.50,CC BY
