"Institution","PubMed Central (PMC) ID","PubMed ID","DOI","Publisher","Journal","ISSN","is_hybrid","period","euro","Licence"
"Imperial College London","","","10.1103/PhysRevA.92.053401","American Physical Society","Physical Review A","1094-1622",TRUE,"2015","1856.44","CC BY"
"Imperial College London","","","10.1103/PhysRevA.92.053419","American Physical Society","Physical Review A","1094-1622",TRUE,"2015","1855.08","CC BY"
"Imperial College London","","","10.1103/PhysRevB.93.075101","American Physical Society","Physical Review B","1550-235X",TRUE,"2015","1868.16","CC BY"
"Imperial College London","","26172720","10.1103/PhysRevE.91.062402","American Physical Society","Physical Review E - Statistical Physics, Plasmas, Fluids, and Related Interdisciplinary Topics","1539-3755",TRUE,"2015","1829.86","CC BY"
"Imperial College London","","26382508","10.1103/PhysRevE.92.023012","American Physical Society","Physical Review E - Statistical Physics, Plasmas, Fluids, and Related Interdisciplinary Topics","1539-3755",TRUE,"2015","1788.11","CC BY"
"Imperial College London","","25978237","10.1103/PhysRevLett.114.174301","American Physical Society","Physical Review Letters","0031-9007",TRUE,"2015","2833.59","Unknown"
"Imperial College London","","26430997","10.1103/PhysRevLett.115.125001","American Physical Society","Physical Review Letters","1079-7114",TRUE,"2015","2909.10","CC BY"
"Imperial College London","","","10.1103/PhysRevX.5.031029","American Physical Society","Physical Review X","2160-3308",FALSE,"2015","1757.02","CC BY"
"","","","","","","","","","",""
"Imperial College London","PMC3924264","24375413","10.1074/jbc.M113.526350","American Society for Biochemistry and Molecular Biology","Journal of Biological Chemistry","",TRUE,"2015","3387.39","CC BY"
"Imperial College London","PMC4342491","25575594","10.1074/jbc.M114.598300","American Society for Biochemistry and Molecular Biology","Journal of Biological Chemistry","0021-9258",TRUE,"2015","1326.01","CC BY"
"Imperial College London","PMC4423696","25697361","10.1074/jbc.M114.612671","American Society for Biochemistry and Molecular Biology","Journal of Biological Chemistry","0021-9258",TRUE,"2015","2172.92","CC BY"
"Imperial College London","PMC4319003","25505265","10.1074/jbc.M114.614578","American Society for Biochemistry and Molecular Biology","Journal of Biological Chemistry","0021-9258",TRUE,"2015","1950.03","CC BY"
"Imperial College London","PMC4316997","25505271","10.1074/jbc.M114.621789","American Society for Biochemistry and Molecular Biology","Journal of Biological Chemistry","0021-9258",TRUE,"2015","1389.71","CC BY"
"Imperial College London","PMC4326798","25516594","10.1074/jbc.m114.622498","American Society for Biochemistry and Molecular Biology","Journal of Biological Chemistry","0021-9258",TRUE,"2015","2669.81","CC BY"
"Imperial College London","","","10.1074/jbc.M115.639237","American Society for Biochemistry and Molecular Biology","Journal of Biological Chemistry","1083-351X",TRUE,"2015","1766.74","CC BY"
"Imperial College London","","","10.1074/jbc.M115.645291","American Society for Biochemistry and Molecular Biology","Journal of Biological Chemistry","1083-351X",TRUE,"2015","2120.08","CC BY"
"Imperial College London","PMC4505424","25995448","10.1074/jbc.M115.660613","American Society for Biochemistry and Molecular Biology","Journal of Biological Chemistry","0021-9258",TRUE,"2015","1626.12","CC BY"
"Imperial College London","","","10.1074/jbc.M115.665091","American Society for Biochemistry and Molecular Biology","Journal of Biological Chemistry","1083-351X",TRUE,"2015","2154.90","CC BY"
"Imperial College London","PMC4646403","26378228","10.1074/jbc.M115.679019","American Society for Biochemistry and Molecular Biology","Journal of Biological Chemistry","0021-9258",TRUE,"2015","1606.64","CC BY"
"Imperial College London","PMC4424393","25693800","10.1074/mcp.M113.036764","American Society for Biochemistry and Molecular Biology","Molecular & Cellular Proteomics","1535-9476",TRUE,"2015","3392.13","CC BY"
"Imperial College London","PMC4349971","25532521","10.1074/mcp.M114.043836","American Society for Biochemistry and Molecular Biology","Molecular and Cellular Proteomics","1535-9476",TRUE,"2015","2087.28","CC BY"
"Imperial College London","","","10.1128/IAI.00785-15","American Society for Microbiology","Infection and Immunity","1098-5522",TRUE,"2015","1215.35","Unknown"
"Imperial College London","PMC4363422","25784754","10.1128/IAI.02892-14","American Society for Microbiology","Infection and Immunity","0019-9567",TRUE,"2015","2228.63","CC BY"
"Imperial College London","PMC4399076","25690100","10.1128/iai.03016-14","American Society for Microbiology","Infection and Immunity","0019-9567",TRUE,"2015","1784.00","CC BY"
"Imperial College London","PMC4686210","26195599","10.1128/JB.00480-15","American Society for Microbiology","Journal of Bacteriology","0021-9193",TRUE,"2015","2613.47","CC BY"
"Imperial College London","PMC4645642","26339045","10.1128/JVI.01873-15","American Society for Microbiology","Journal of Virology","0022-538X",TRUE,"2015","2472.56","CC BY-NC-SA"
"Imperial College London","PMC4442381","25673702","10.1128/jvi.03500-14","American Society for Microbiology","Journal of Virology","0022-538X",TRUE,"2015","2152.78","Unknown"
"Imperial College London","PMC4453006","26037120","10.1128/mbio.00536-15","American Society for Microbiology","mBio","2161-2129",FALSE,"2015","3229.16","CC BY"
"Imperial College London","","","10.1128/mBio.00622-15","American Society for Microbiology","mBio","2161-2129",FALSE,"2015","2566.44","CC BY"
"Imperial College London","PMC4358009","25714712","10.1128/mBio.02383-14","American Society for Microbiology","mBio","2150-7511",FALSE,"2015","2323.27","CC BY"
"Imperial College London","PMC4600256","26453322","10.1186/s12859-015-0735-5","BioMed Central","BMC Bioinformatics","1471-2105",FALSE,"2015","1958.79","CC BY"
"Imperial College London","PMC4619270","26493317","10.1186/s12859-015-0771-1","BioMed Central","BMC Bioinformatics","1471-2105",FALSE,"2015","2009.03","CC BY"
"Imperial College London","PMC4434542","25981746","10.1186/s12864-015-1613-2","BioMed Central","BMC Genomics","1471-2164",FALSE,"2015","1945.75","CC BY"
"Imperial College London","","","10.1186/s12870-015-0438-0","BioMed Central","BMC Plant Biology","1471-2229",FALSE,"2015","1945.75","CC BY"
"Imperial College London","PMC4443603","25896515","10.1186/s12875-015-0261-6","BioMed Central","BMC Family Practice","1471-2296",FALSE,"2015","1897.11","CC BY"
"Imperial College London","","","10.1186/s12875-015-0327-5","BioMed Central","BMC Family Practice","1471-2296",FALSE,"2015","1958.79","CC BY"
"Imperial College London","PMC4381490","25886745","10.1186/s12879-015-0789-z","BioMed Central","BMC Infectious Diseases","1471-2334",FALSE,"2015","1945.75","CC BY"
"Imperial College London","PMC4535609","26268227","10.1186/s12879-015-1091-9","BioMed Central","BMC Infectious Diseases","1471-2334",FALSE,"2015","1958.79","CC BY"
"Imperial College London","PMC4589970","26424656","10.1186/s12879-015-1139-x","BioMed Central","BMC Infectious Diseases","1471-2334",FALSE,"2015","1926.32","CC BY"
"Imperial College London","PMC4429974","25935418","10.1186/s12883-015-0324-2","BioMed Central","BMC Neurology","1471-2377",TRUE,"2015","1945.75","CC BY"
"Imperial College London","PMC4424887","25927974","10.1186/s12885-015-1335-5","BioMed Central","BMC Cancer","1471-2407",FALSE,"2015","2348.96","CC BY"
"Imperial College London","PMC4546087","26293238","10.1186/s12889-015-2128-0","BioMed Central","BMC Public Health","1471-2458",FALSE,"2015","1945.75","CC BY"
"Imperial College London","PMC4607170","26466787","10.1186/s12911-015-0202-2","BioMed Central","BMC Medical Informatics and Decision Making","1472-6947",FALSE,"2015","1945.75","CC BY"
"Imperial College London","PMC4391129","25857569","10.1186/s12916-015-0303-x","BioMed Central","BMC Medicine","1741-7015",FALSE,"2015","2253.54","CC BY"
"Imperial College London","PMC4433091","25943590","10.1186/s12916-015-0314-7","BioMed Central","BMC Medicine","1741-7015",FALSE,"2015","2253.54","CC BY"
"Imperial College London","PMC4582624","26404673","10.1186/s12916-015-0444-y","BioMed Central","BMC Medicine","1741-7015",FALSE,"2015","2253.54","CC BY"
"Imperial College London","","","10.1186/s12916-015-0484-3","BioMed Central","BMC Medicine","1741-7015",FALSE,"2015","2363.22","CC BY"
"Imperial College London","PMC4574531","26382031","10.1186/s12931-015-0262-y","BioMed Central","Respiratory Research","1465-993X",FALSE,"2015","2353.51","CC BY"
"Imperial College London","PMC4506582","26187846","10.1186/s12936-015-0801-5","BioMed Central","Malaria Journal","1475-2875",FALSE,"2015","1980.90","CC BY"
"Imperial College London","PMC4596471","26445883","10.1186/s12938-015-0083-8","BioMed Central","Biomedical Engineering Online","1475-925X",FALSE,"2015","1878.15","CC BY"
"Imperial College London","PMC4451735","26037383","10.1186/s12943-015-0383-4","BioMed Central","Molecular Cancer","1476-4598",FALSE,"2015","2009.03","CC BY"
"Imperial College London","PMC4432996","25962509","10.1186/s12974-015-0313-9","BioMed Central","Journal of Neuroinflammation","1742-2094",FALSE,"2015","2347.93","CC BY"
"Imperial College London","PMC4489088","26133975","10.1186/s12989-015-0091-7","BioMed Central","Particle and Fibre Toxicology","1743-8977",FALSE,"2015","1945.75","CC BY"
"Imperial College London","PMC4318251","25648301","10.1186/s13012-015-0207-3","BioMed Central","Implementation Science","1748-5908",FALSE,"2015","1965.66","CC BY"
"Imperial College London","PMC4304175","25621007","10.1186/s13037-014-0050-5","BioMed Central","Patient Safety in Surgery","1754-9493",FALSE,"2015","1684.61","CC BY"
"Imperial College London","PMC4344736","25598149","10.1186/s13054-014-0731-6","BioMed Central","Critical Care","1364-8535",FALSE,"2015","1945.75","CC BY"
"Imperial College London","PMC4403779","25888214","10.1186/s13054-015-0853-5","BioMed Central","Critical Care","1364-8535",FALSE,"2015","1945.75","CC BY"
"Imperial College London","PMC4423094","25947007","10.1186/s13054-015-0870-4","BioMed Central","Critical Care","",FALSE,"2015","1108.82","CC BY"
"Imperial College London","PMC4417521","25872945","10.1186/s13063-015-0625-1","BioMed Central","Trials","1745-6215",FALSE,"2015","1645.10","CC BY"
"Imperial College London","","","10.1186/s13068-015-0318-8","BioMed Central","Biotechnology for Biofuels","1754-6834",FALSE,"2015","2226.13","CC BY"
"Imperial College London","PMC4381491","25889256","10.1186/s13071-015-0779-4","BioMed Central","Parasites & Vectors","1756-3305",FALSE,"2015","1875.45","CC BY"
"Imperial College London","PMC4573685","26382035","10.1186/s13071-015-1053-5","BioMed Central","Parasites & Vectors","1756-3305",FALSE,"2015","1828.57","CC BY"
"Imperial College London","PMC4572643","26373633","10.1186/s13071-015-1087-8","BioMed Central","Parasites & Vectors","1756-3305",FALSE,"2015","1875.45","CC BY"
"Imperial College London","PMC4557825","26330083","10.1186/s13073-015-0212-9","BioMed Central","Genome Medicine","1756-994X",FALSE,"2015","2571.45","CC BY"
"Imperial College London","PMC4524428","26244061","10.1186/s13148-015-0104-2","BioMed Central","Clinical Epigenetics","1868-7083",FALSE,"2015","2282.80","CC BY"
"Imperial College London","PMC4545913","26300989","10.1186/s13148-015-0118-9","BioMed Central","Clinical Epigenetics","1868-7083",FALSE,"2015","2137.23","CC BY"
"","","","","","","","","","",""
"Imperial College London","","26183892","10.1530/REP-15-0258","BioScientifica","Reproduction","1470-1626",TRUE,"2015","4549.05","CC BY"
"Imperial College London","PMC4484494","25922190","10.1136/archdischild-2014-307410","BMJ","Archives of Disease in Childhood","0003-9888",TRUE,"2015","3225.69","CC BY"
"Imperial College London","","","10.1136/archdischild-2015-308882","BMJ","Archives of Disease in Childhood-Fetal and Neonatal Edition","1468-2052",TRUE,"2015","2419.27","CC BY"
"Imperial College London","","","10.1136/bmj.h4708","BMJ","British Medical Journal","1468-5833",FALSE,"2015","3721.95","CC BY"
"Imperial College London","","","10.1136/bmj.h5774","BMJ","British Medical Journal","0959-8138",FALSE,"2015","3628.90","CC BY"
"Imperial College London","PMC3927715","24523426","10.1136/bmjopen-2013-004249","BMJ","BMJ Open","2044-6055",FALSE,"2015","1633.00","CC BY-NC"
"Imperial College London","PMC4390724","25838503","10.1136/bmjopen-2014-005797","BMJ","BMJ Open","2044-6055",FALSE,"2015","1633.00","CC BY"
"Imperial College London","PMC4390734","25838504","10.1136/bmjopen-2014-006092","BMJ","BMJ Open","2044-6055",FALSE,"2015","1633.00","CC BY-NC"
"Imperial College London","PMC4442244","25995234","10.1136/bmjopen-2014-006103","BMJ","BMJ Open","2044-6055",FALSE,"2015","1633.00","CC BY-NC"
"Imperial College London","","26179645","10.1136/bmjopen-2014-007319","BMJ","BMJ Open","2044-6055",FALSE,"2015","1633.00","CC BY"
"Imperial College London","PMC4479997","26100026","10.1136/bmjopen-2014-007510","BMJ","BMJ Open","2044-6055",FALSE,"2015","1209.63","CC BY"
"Imperial College London","","","10.1136/bmjopen-2015-007683","BMJ","BMJ Open","2044-6055",FALSE,"2015","1633.00","CC BY"
"Imperial College London","","","10.1136/bmjopen-2015-007824","BMJ","BMJ Open","2044-6055",FALSE,"2015","1674.88","CC BY"
"Imperial College London","PMC4563249","26346873","10.1136/bmjopen-2015-007980","BMJ","BMJ Open","2044-6055",FALSE,"2015","1674.88","CC BY"
"Imperial College London","","","10.1136/bmjopen-2015-008018","BMJ","BMJ Open","2044-6055",FALSE,"2015","2177.34","CC BY"
"Imperial College London","","26715478","10.1136/bmjopen-2015-008130","BMJ","BMJ Open","2044-6055",FALSE,"2015","1959.61","CC BY"
"Imperial College London","PMC4621378","26490097","10.1136/bmjopen-2015-008456","BMJ","BMJ Open","2044-6055",FALSE,"2015","1633.00","CC BY"
"Imperial College London","PMC4621379","26490098","10.1136/bmjopen-2015-008457","BMJ","BMJ Open","2044-6055",FALSE,"2015","1959.61","CC BY"
"Imperial College London","","","10.1136/bmjopen-2015-008912","BMJ","BMJ Open","2044-6055",FALSE,"2015","1209.63","CC BY"
"Imperial College London","","","10.1136/bmjopen-2015-008993","BMJ","BMJ Open","2044-6055",FALSE,"2015","1633.00","CC BY"
"Imperial College London","","","10.1136/bmjopen-2015-009544","BMJ","BMJ Open","2044-6055",FALSE,"2015","1674.88","CC BY"
"Imperial College London","","","10.1136/bmjopen-2015-009581","BMJ","BMJ Open","2044-6055",FALSE,"2015","1959.61","CC BY"
"Imperial College London","","","10.1136/bmjopen-2015-009586","BMJ","BMJ Open","2044-6055",FALSE,"2015","1633.00","CC BY"
"Imperial College London","","","10.1136/bmjopen-2015-009852","BMJ","BMJ Open","1472-6920",FALSE,"2015","1633.00","CC BY-NC"
"Imperial College London","","","10.1136/bmjopen-2015-009930","BMJ","BMJ Open","2044-6055",FALSE,"2015","1209.63","CC BY"
"Imperial College London","PMC4442178","26019875","10.1136/bmjresp-2015-000079","BMJ","BMJ Open Respiratory Research","2052-4439",FALSE,"2015","2056.38","CC BY-NC"
"Imperial College London","","","10.1136/bmjsem-2015-000055","BMJ","BMJ Open Sports and Exercise Medicine","2055-7647",FALSE,"2015","1814.45","CC BY-NC"
"Imperial College London","","","10.1136/ejhpharm-2015-000664","BMJ","European Journal of Hospital Pharmacy","2047-9956",TRUE,"2015","2358.78","CC BY-NC"
"Imperial College London","","26109530","10.1136/gutjnl-2015-309260","BMJ","Gut","0017-5749",TRUE,"2015","2358.78","CC BY-NC"
"Imperial College London","","26076965","10.1136/jclinpath-2014-202700","BMJ","Journal of Clinical Pathology","0021-9746",TRUE,"2015","2358.78","CC BY"
"Imperial College London","","25717054","10.1136/jramc-2014-000384","BMJ","Journal of the Royal Army Medical Corps","",TRUE,"2015","2358.78","CC BY-NC"
"Imperial College London","","26036822","10.1136/jramc-2015-000427","BMJ","Journal of the Royal Army Medical Corps","0035-8665",TRUE,"2015","2419.27","CC BY-NC"
"Imperial College London","","","10.1136/practneurol-2015-001115","BMJ","Practical Neurology","1474-7758",TRUE,"2015","2358.78","CC BY"
"Imperial College London","PMC4453715","25841236","10.1136/thoraxjnl-2014-205280","BMJ","Thorax","0040-6376",TRUE,"2015","2419.27","CC BY"
"Imperial College London","","25939749","10.1136/thoraxjnl-2014-206592","BMJ","Thorax","0040-6376",TRUE,"2015","2358.78","CC BY"
"Imperial College London","PMC4470058","26082037","10.1136/thoraxjnl-2015-207194","BMJ","Thorax","1468-3296",TRUE,"2015","2419.27","CC BY"
"Imperial College London","","25820886","10.1302/0301-620x.97b4.34638","British Editorial Society of Bone & Joint Surgery","Bone and Joint Journal","2049-4394",TRUE,"2015","2977.56","CC BY"
"Imperial College London","","26024090","10.1167/iovs.14-16118","Cadmus","Investigative Ophthalmology and Visual Science","0146-0404",TRUE,"2015","295.96","Unknown"
"Imperial College London","","","10.1017/jfm.2015.202","Cambridge University Press","Journal of Fluid Mechanics","0022-1120",TRUE,"2015","2803.87","CC BY"
"Imperial College London","","","10.1017/jfm.2015.241","Cambridge University Press","Journal of Fluid Mechanics","0022-1120",TRUE,"2015","2733.77","CC BY"
"Imperial College London","","","10.1017/jfm.2015.247","Cambridge University Press","Journal of Fluid Mechanics","0022-1120",TRUE,"2015","2733.77","CC BY"
"Imperial College London","","","10.1017/jfm.2015.281","Cambridge University Press","Journal of Fluid Mechanics","1469-7645",TRUE,"2015","2803.87","CC BY"
"Imperial College London","","","10.1017/jfm.2015.390","Cambridge University Press","Journal of Fluid Mechanics","1469-7645",TRUE,"2015","2862.12","CC BY"
"Imperial College London","","","10.1017/jfm.2015.417","Cambridge University Press","Journal of Fluid Mechanics","0022-1120",TRUE,"2015","3364.64","CC BY"
"Imperial College London","","","10.1017/jfm.2015.534","Cambridge University Press","Journal of Fluid Mechanics","1469-7645",TRUE,"2015","3364.64","CC BY"
"Imperial College London","","","10.1017/jfm.2015.60","Cambridge University Press","Journal of Fluid Mechanics","0022-1120",TRUE,"2015","2733.77","CC BY"
"Imperial College London","","","10.1017/S0030605315000186","Cambridge University Press","Oryx: the international journal of conservation","0030-6053",TRUE,"2015","2933.45","CC BY"
"Imperial College London","","","10.1557/mrc.2015.66","Cambridge University Press","MRS Communications","2159-6867",TRUE,"2015","1554.95","CC BY"
"Imperial College London","PMC4426287","25959772","10.3402/gha.v8.27271","Co-Action Publishing","Global Health Action","1654-9716",FALSE,"2015","1428.32","CC BY"
"Imperial College London","","","10.3402/meo.v20.29392","Co-Action Publishing","Medical Education Online","1087-2981",FALSE,"2015","794.39","CC BY"
"Imperial College London","PMC4575414","26384480","10.3402/meo.v20.29507","Co-Action Publishing","MEDICAL EDUCATION ONLINE","1087-2981",FALSE,"2015","455.68","CC BY"
"Imperial College London","","","10.5194/gmdd-8-3359-2015","Copernicus","Geoscientific Model Development Discussions","1991-9603",FALSE,"2015","1289.15","CC BY"
"Imperial College London","PMC4453632","25855611","10.1071/WF14178","CSIRO","International Journal of Wildland Fire","1049-8001",TRUE,"2015","2909.10","CC BY"
"Imperial College London","PMC4592049","26451102","10.2147/COPD.S88759","Dove","International Journal of COPD","1178-2005",FALSE,"2015","2362.82","CC BY-NC"
"Imperial College London","","","10.2147/COPD.S95775","Dove","International Journal of COPD","1178-2005",FALSE,"2015","2362.82","CC BY"
"Imperial College London","PMC4412488","25960651","10.2147/IJN.S77867","Dove","International Journal of Nanomedicine","1176-9114",FALSE,"2015","2307.61","CC BY-NC"
"Imperial College London","PMC4615133","26334609","10.1016/j.ab.2015.08.025","Elsevier","Analytical Biochemistry","1096-0309",TRUE,"2015","3264.05","CC BY"
"Imperial College London","","26002476","10.1016/j.aca.2015.04.027","Elsevier","Analytica Chimica Acta","0003-2670",TRUE,"2015","3426.17","CC BY"
"Imperial College London","","","10.1016/j.actamat.2015.02.014","Elsevier","Acta Materialia","1359-6454",TRUE,"2015","3190.86","CC BY"
"Imperial College London","","","10.1016/j.advwatres.2015.05.019","Elsevier","Advances in Water Resources","1872-9657",TRUE,"2015","3474.62","CC BY-NC-ND"
"Imperial College London","","25757635","10.1016/j.ajog.2015.03.015","Elsevier","American Journal of Obstetrics and Gynecology","0002-9378",TRUE,"2015","2595.58","CC BY-NC-ND"
"Imperial College London","","","10.1016/j.apenergy.2015.02.072","Elsevier","Applied Energy","0306-2619",TRUE,"2015","3422.18","CC BY"
"Imperial College London","","","10.1016/j.apenergy.2015.04.102","Elsevier","Applied Energy","0306-2619",TRUE,"2015","3438.16","CC BY-NC-ND"
"Imperial College London","","","10.1016/j.apenergy.2015.09.025","Elsevier","Applied Energy","1872-9118",TRUE,"2015","3606.87","CC BY"
"Imperial College London","","","10.1016/j.apsusc.2015.03.156","Elsevier","Applied Surface Science","0169-4332",TRUE,"2015","2292.11","CC BY"
"Imperial College London","","","10.1016/j.biocon.2014.07.006","Elsevier","Biological Conservation","0006-3207",TRUE,"2015","2086.66","CC BY"
"Imperial College London","","","10.1016/j.biocon.2015.06.001","Elsevier","Biological Conservation","0006-3207",TRUE,"2015","2632.29","CC BY"
"Imperial College London","PMC4416732","25907054","10.1016/j.biomaterials.2015.02.079","Elsevier","Biomaterials","0142-9612",TRUE,"2015","3509.94","CC BY"
"Imperial College London","","26302234","10.1016/j.biomaterials.2015.07.063","Elsevier","Biomaterials","0142-9612",TRUE,"2015","4158.44","CC BY"
"Imperial College London","","","10.1016/j.cageo.2014.12.008","Elsevier","Computers and Geosciences","0098-3004",TRUE,"2015","3073.31","CC BY"
"Imperial College London","","","10.1016/j.camwa.2015.03.017","Elsevier","Computers and Mathematics with Applications","0898-1221",TRUE,"2015","1595.43","CC BY"
"Imperial College London","","","10.1016/j.carbon.2015.07.026","Elsevier","Carbon","1873-3891",TRUE,"2015","3426.17","CC BY"
"Imperial College London","PMC4508347","25957131","10.1016/j.cellsig.2015.04.014","Elsevier","Cellular Signalling","1873-3913",TRUE,"2015","2316.40","CC BY-NC-ND"
"Imperial College London","PMC4590546","26344769","10.1016/j.celrep.2015.08.020","Elsevier","Cell Reports","2211-1247",FALSE,"2015","4489.36","CC BY"
"Imperial College London","","","10.1016/j.celrep.2015.08.066","Elsevier","Cell Reports","2211-1247",FALSE,"2015","5494.59","CC BY"
"Imperial College London","","","10.1016/j.ces.2015.01.047","Elsevier","Chemical Engineering Science","0009-2509",TRUE,"2015","3191.05","CC BY"
"Imperial College London","PMC4372256","25728269","10.1016/j.chembiol.2015.01.003","Elsevier","Chemistry & Biology","1074-5521",TRUE,"2015","4790.55","CC BY"
"Imperial College London","","","10.1016/j.chembiol.2015.06.024","Elsevier","Chemistry and Biology","1879-1301",TRUE,"2015","5191.16","CC BY"
"Imperial College London","","26139549","10.1016/j.clinbiomech.2015.06.004","Elsevier","Clinical Biomechanics","1879-1271",TRUE,"2015","3158.75","CC BY"
"Imperial College London","","","10.1016/j.cma.2015.07.023","Elsevier","Computer Methods in Applied Mechanics and Engineering","0045-7825",TRUE,"2015","3465.37","CC BY"
"Imperial College London","","","10.1016/j.combustflame.2015.01.023","Elsevier","Combustion and Flame","0010-2180",TRUE,"2015","1933.98","CC BY"
"Imperial College London","","25978869","10.1016/j.compbiomed.2015.04.027","Elsevier","Computers in Biology and Medicine","0010-4825",TRUE,"2015","2671.45","CC BY"
"Imperial College London","PMC4533242","25966920","10.1016/j.compbiomed.2015.04.032","Elsevier","Computers in Biology and Medicine","0010-4825",TRUE,"2015","2625.28","CC BY"
"Imperial College London","","","10.1016/j.compfluid.2015.07.016","Elsevier","Computers & Fluids","0045-7930",TRUE,"2015","2625.28","CC BY"
"Imperial College London","","","10.1016/j.compscitech.2015.06.006","Elsevier","Composites Science and Technology","0266-3538",TRUE,"2015","3426.03","CC BY"
"Imperial College London","","","10.1016/j.compscitech.2015.08.024","Elsevier","Composites Science and Technology","0266-3538",TRUE,"2015","3577.36","CC BY"
"Imperial College London","","","10.1016/j.compstruc.2015.07.001","Elsevier","Computers & Structures","0045-7949",TRUE,"2015","3426.17","CC BY"
"Imperial College London","","","10.1016/j.compstruct.2015.02.036","Elsevier","Composite Structures","0263-8223",TRUE,"2015","2208.81","CC BY"
"Imperial College London","","","10.1016/j.compstruct.2015.04.050","Elsevier","Composite Structures","0263-8223",TRUE,"2015","2565.17","CC BY"
"Imperial College London","","","10.1016/j.compstruct.2015.10.031","Elsevier","Composite Structures","1879-1085",TRUE,"2015","2589.71","CC BY"
"Imperial College London","","","10.1016/j.corsci.2015.11.020","Elsevier","Corrosion Science","0010-938X",TRUE,"2015","2589.71","CC BY"
"Imperial College London","","","10.1016/j.cosust.2015.07.015","Elsevier","Current Opinion in Environmental Sustainability","1877-3443",TRUE,"2015","3937.91","CC BY-NC-ND"
"Imperial College London","","25829255","10.1016/j.coviro.2015.03.004","Elsevier","Current Opinion in Virology","1879-6257",TRUE,"2015","3975.87","CC BY-NC-ND"
"Imperial College London","","","10.1016/j.cpc.2015.02.008","Elsevier","Computer Physics Communications","0010-4655",TRUE,"2015","2284.12","CC BY"
"Imperial College London","","","10.1016/j.cpc.2015.03.016","Elsevier","Computer Physics Communications","0010-4655",TRUE,"2015","2284.12","CC BY"
"Imperial College London","","","10.1016/j.curtheres.2015.10.003","Elsevier","Current Therapeutic Research: clinical and experimental","1879-0313",FALSE,"2015","1267.26","CC BY"
"Imperial College London","","26793748","10.1016/j.dib.2015.11.014","Elsevier","Data in Brief","2352-3409",FALSE,"2015","258.98","CC BY-NC-ND"
"Imperial College London","","","10.1016/j.earscirev.2015.01.004","Elsevier","Earth-Science Reviews","0012-8252",TRUE,"2015","3770.75","CC BY"
"Imperial College London","","25981299","10.1016/j.ejphar.2015.05.018","Elsevier","European Journal of Pharmacology","0014-2999",TRUE,"2015","3239.76","CC BY"
"Imperial College London","","","10.1016/j.electacta.2015.04.066","Elsevier","Electrochimica Acta","0013-4686",TRUE,"2015","2737.58","CC BY"
"Imperial College London","","","10.1016/j.electacta.2015.06.146","Elsevier","Electrochimica Acta","1873-3859",TRUE,"2015","2818.52","CC BY"
"Imperial College London","","","10.1016/j.electacta.2015.07.062","Elsevier","Electrochimica Acta","1873-3859",TRUE,"2015","2730.28","CC BY"
"Imperial College London","","","10.1016/j.enpol.2015.02.031","Elsevier","Energy Policy","0301-4215",TRUE,"2015","2659.04","CC BY"
"Imperial College London","","","10.1016/j.enpol.2015.06.016","Elsevier","Energy Policy","1873-6777",TRUE,"2015","2632.29","CC BY"
"Imperial College London","","","10.1016/j.envsoft.2014.12.022","Elsevier","Environmental Modelling & Software","1364-8152",TRUE,"2015","2561.10","CC BY"
"Imperial College London","PMC4383807","25843387","10.1016/j.epidem.2014.07.001","Elsevier","Epidemics","1755-4365",TRUE,"2015","1225.54","CC BY-NC-ND"
"Imperial College London","","","10.1016/j.epsl.2015.01.009","Elsevier","Earth and Planetary Science Letters","0012-821X",TRUE,"2015","2975.34","CC BY"
"Imperial College London","","","10.1016/j.epsl.2015.02.039","Elsevier","Earth and Planetary Science Letters","0012-821X",TRUE,"2015","3180.68","CC BY"
"Imperial College London","","","10.1016/j.euromechflu.2015.10.003","Elsevier","European Journal of Mechanics B - Fluids","0997-7546",TRUE,"2015","2589.71","CC BY"
"Imperial College London","","","10.1016/j.expthermflusci.2015.06.008","Elsevier","Experimental Thermal and Fluid Science","0894-1777",TRUE,"2015","2595.58","CC BY"
"Imperial College London","","26073259","10.1016/j.febslet.2015.06.002","Elsevier","FEBS Letters","1873-3468",TRUE,"2015","2316.42","CC BY"
"Imperial College London","PMC4557415","26119498","10.1016/j.fgb.2015.06.002","Elsevier","Fungal Genetics and Biology","1096-0937",TRUE,"2015","1868.80","CC BY"
"Imperial College London","","","10.1016/j.firesaf.2015.02.012","Elsevier","Fire Safety Journal","0379-7112",TRUE,"2015","2335.40","CC BY"
"Imperial College London","","","10.1016/j.fluid.2015.07.014","Elsevier","Fluid Phase Equilibria","0378-3812",TRUE,"2015","2699.41","CC BY"
"Imperial College London","","","10.1016/j.fluid.2015.07.052","Elsevier","Fluid Phase Equilibria","0378-3812",TRUE,"2015","2730.28","CC BY"
"Imperial College London","PMC4576159","26504741","10.1016/j.fob.2015.08.011","Elsevier","FEBS Open Bio","2211-5463",FALSE,"2015","1462.81","CC BY"
"Imperial College London","","","10.1016/j.foodhyd.2014.12.028","Elsevier","Food Hydrocolloids","0268-005X",TRUE,"2015","2900.96","CC BY"
"Imperial College London","","","10.1016/j.fuel.2015.02.089","Elsevier","Fuel","0016-2361",TRUE,"2015","3426.17","CC BY"
"Imperial College London","","","10.1016/j.fusengdes.2015.04.029","Elsevier","Fusion Engineering and Design","0920-3796",TRUE,"2015","1979.54","CC BY"
