institution;period;eur;doi;is_hybrid;publisher;journal_full_title;issn;issn_print;issn_electronic;issn_l;license_ref;indexed_in_crossref;pmid;pmcid;ut;url;doaj
University of Debrecen;2023;2866,644;10.3390/cells12192345;false;;;;;;;;;;;;;
University of Debrecen;2023;880,884121;10.4314/sajas.v53i6.06;false;;;;;;;;;;;;;
University of Debrecen;2023;1905;10.1515/tnsci-2022-0323;false;;;;;;;;;;;;;
University of Debrecen;2023;2851,15;10.1038/s41598-023-47152-2;false;;;;;;;;;;;;;
University of Debrecen;2023;2372,514566;10.1016/j.bpj.2023.07.029;true;;;;;;;;;;;;;
University of Debrecen;2023;2892,044;10.3390/biomedicines11123323;false;;;;;;;;;;;;;
University of Debrecen;2023;127;10.38104/vadyba.2024.1.02;true;;;;;;;;;;;;;
University of Debrecen;2023;2065,3248;10.3390/jof9121195;false;;;;;;;;;;;;;
University of Debrecen;2023;3728,98;10.1017/S1742170523000467;false;;;;;;;;;;;;;
University of Debrecen;2023;3971,77;10.1016/j.jpba.2023.115374;true;;;;;;;;;;;;;
University of Debrecen;2023;908,9;10.1016/j.dib.2023.109081;false;;;;;;;;;;;;;
University of Debrecen;2023;1282,42;10.1016/j.csite.2023.102911;false;;;;;;;;;;;;;
University of Debrecen;2023;4781,06;10.1016/j.clinthera.2023.03.008;true;;;;;;;;;;;;;
University of Debrecen;2023;5665,06;10.1016/j.autrev.2023.103311;true;;;;;;;;;;;;;
University of Debrecen;2023;3349,23;10.1016/j.trf.2023.03.005;true;;;;;;;;;;;;;
University of Debrecen;2023;4195,88;10.1016/j.jenvman.2023.117644;true;;;;;;;;;;;;;
University of Debrecen;2023;4195,88;10.1016/j.jenvman.2023.117568;true;;;;;;;;;;;;;
University of Debrecen;2023;4830,86;10.1016/j.jmb.2023.168012;true;;;;;;;;;;;;;
University of Debrecen;2023;1693,29;10.1016/j.sjbs.2023.103594;false;;;;;;;;;;;;;
University of Debrecen;2023;4432,44;10.1016/j.redox.2023.102629;false;;;;;;;;;;;;;
University of Debrecen;2023;1020,96;10.1016/j.softx.2023.101328;false;;;;;;;;;;;;;
University of Debrecen;2023;4731,26;10.1016/j.jhazmat.2023.130794;true;;;;;;;;;;;;;
University of Debrecen;2023;4220,78;10.1016/j.plaphy.2022.12.031;true;;;;;;;;;;;;;
University of Debrecen;2023;3847,26;10.1016/j.ica.2023.121613;true;;;;;;;;;;;;;
University of Debrecen;2023;3971,77;10.1016/j.jpba.2023.115434;true;;;;;;;;;;;;;
University of Debrecen;2023;3872,16;10.1016/j.carres.2023.108825;true;;;;;;;;;;;;;
University of Debrecen;2023;4619,2;10.1016/j.jcf.2023.04.001;true;;;;;;;;;;;;;
University of Debrecen;2023;2041,91;10.1016/j.mtla.2023.101819;true;;;;;;;;;;;;;
University of Debrecen;2023;4743,71;10.1016/j.ijfoodmicro.2023.110282;true;;;;;;;;;;;;;
University of Debrecen;2023;3299,43;10.1016/j.tsep.2023.101906;true;;;;;;;;;;;;;
University of Debrecen;2023;4307,94;10.1016/j.envint.2023.107924;false;;;;;;;;;;;;;
University of Debrecen;2023;3722,75;10.1016/j.newideapsych.2023.101023;true;;;;;;;;;;;;;
University of Debrecen;2023;3909,51;10.1016/j.ufug.2023.128003;true;;;;;;;;;;;;;
University of Debrecen;2023;1134,26;10.1155/2024/5562940;false;;;;;;;;;;;;;
University of Debrecen;2023;3747,66;10.1016/j.vetpar.2023.109974;true;;;;;;;;;;;;;
University of Debrecen;2023;2876,11;10.1016/j.ejps.2023.106449;false;;;;;;;;;;;;;
University of Debrecen;2023;4855,77;10.1016/j.learninstruc.2023.101784;true;;;;;;;;;;;;;
University of Debrecen;2023;2054,36;10.1016/j.animal.2023.100715;false;;;;;;;;;;;;;
University of Debrecen;2023;3087,77;10.1007/s11947-023-03222-x;false;;;;;;;;;;;;;
University of Debrecen;2023;4532,05;10.1016/j.biombioe.2023.106805;true;;;;;;;;;;;;;
University of Debrecen;2023;4332,84;10.1016/j.jnutbio.2023.109385;true;;;;;;;;;;;;;
University of Debrecen;2023;2378,08;10.1016/j.gecco.2023.e02490;false;;;;;;;;;;;;;
University of Debrecen;2023;2340,73;10.1016/j.heliyon.2023.e16725;false;;;;;;;;;;;;;
University of Debrecen;2023;3050,42;10.1016/j.cag.2023.06.030;true;;;;;;;;;;;;;
University of Debrecen;2023;4121,18;10.1016/j.pan.2023.04.043;true;;;;;;;;;;;;;
University of Debrecen;2023;1912,42;10.1002/ece3.10865;false;;;;;;;;;;;;;
University of Debrecen;2023;2876,11;10.1016/j.ultsonch.2023.106425;false;;;;;;;;;;;;;
University of Debrecen;2023;1693,29;10.1016/j.sjbs.2023.103701;false;;;;;;;;;;;;;
University of Debrecen;2023;2340,73;10.1016/j.heliyon.2023.e16463;false;;;;;;;;;;;;;
University of Debrecen;2023;2876,11;10.1016/j.egyr.2023.08.090;false;;;;;;;;;;;;;
University of Debrecen;2023;2788,95;10.1016/j.oregeorev.2023.105652;true;;;;;;;;;;;;;
University of Debrecen;2023;1357,12;10.1016/j.aej.2023.08.063;false;;;;;;;;;;;;;
University of Debrecen;2023;3486,19;10.1016/j.jmaa.2023.127728;true;;;;;;;;;;;;;
University of Debrecen;2023;2340,73;10.1016/j.heliyon.2023.e19493;false;;;;;;;;;;;;;
University of Debrecen;2023;4756,16;10.1016/j.ijpharm.2023.123344;false;;;;;;;;;;;;;
University of Debrecen;2023;1369,57;10.1016/j.rinma.2023.100441;false;;;;;;;;;;;;;
University of Debrecen;2023;2378,08;10.1016/j.gecco.2023.e02612;false;;;;;;;;;;;;;
University of Debrecen;2023;4743,71;10.1016/j.ijfoodmicro.2023.110360;true;;;;;;;;;;;;;
University of Debrecen;2023;3013,06;10.1002/ppp3.10460;false;;;;;;;;;;;;;
University of Debrecen;2023;3847,26;10.1016/j.ica.2023.121715;true;;;;;;;;;;;;;
University of Debrecen;2023;3959,32;10.1016/j.chroma.2023.464286;true;;;;;;;;;;;;;
University of Debrecen;2023;1693,29;10.1016/j.sjbs.2023.103747;false;;;;;;;;;;;;;
University of Debrecen;2023;3834,81;10.1016/j.molliq.2023.122716;false;;;;;;;;;;;;;
University of Debrecen;2023;3050,42;10.1016/j.cag.2023.07.019;true;;;;;;;;;;;;;
University of Debrecen;2023;3834,81;10.1016/j.molliq.2023.122598;false;;;;;;;;;;;;;
University of Debrecen;2023;1282,42;10.1016/j.csite.2023.103280;false;;;;;;;;;;;;;
University of Debrecen;2023;2378,08;https://doi.org/10.1016/j.gecco.2023.e02642;false;;;;;;;;;;;;;
University of Debrecen;2023;2266,02;10.1016/j.ese.2023.100312;false;;;;;;;;;;;;;
University of Debrecen;2023;3237,18;https://doi.org/10.1016/j.ecoenv.2023.115489;false;;;;;;;;;;;;;
University of Debrecen;2023;0;10.1016/j.jclepro.2023.139077;true;;;;;;;;;;;;;
University of Debrecen;2023;2041,91;10.1016/j.ijscr.2023.108914;false;;;;;;;;;;;;;
University of Debrecen;2023;0;https://doi.org/10.1016/j.aej.2023.09.071;false;;;;;;;;;;;;;
University of Debrecen;2023;3872,16;https://doi.org/10.1016/j.cbi.2023.110749;true;;;;;;;;;;;;;
University of Debrecen;2023;0;https://doi.org/10.1016/j.jgar.2023.10.002;false;;;;;;;;;;;;;
University of Debrecen;2023;1307,32;10.1016/j.padiff.2023.100576;false;;;;;;;;;;;;;
University of Debrecen;2023;0;10.1016/j.jpba.2023.115812;true;;;;;;;;;;;;;
University of Debrecen;2023;2178,87;10.1016/j.aqrep.2023.101820;false;;;;;;;;;;;;;
University of Debrecen;2023;2340,73;10.1016/j.heliyon.2023.e22438;false;;;;;;;;;;;;;
University of Debrecen;2023;971,15;10.1016/j.asej.2023.102576;false;;;;;;;;;;;;;
University of Debrecen;2023;1631,04;10.1016/j.clrc.2023.100152;false;;;;;;;;;;;;;
University of Debrecen;2023;2340,73;10.1016/j.heliyon.2023.e23238;false;;;;;;;;;;;;;
University of Debrecen;2023;2340,73;https://doi.org/10.1016/j.heliyon.2023.e22437;false;;;;;;;;;;;;;
University of Debrecen;2023;1655,94;10.1016/j.indic.2023.100323;false;;;;;;;;;;;;;
University of Debrecen;2023;2266,02;10.1016/j.gastha.2023.11.017;false;;;;;;;;;;;;;
University of Debrecen;2023;1593,69;10.1016/j.rineng.2023.101668;false;;;;;;;;;;;;;
University of Debrecen;2023;0;10.1016/j.aca.2023.342162;true;;;;;;;;;;;;;
University of Debrecen;2023;0;10.1016/j.thromres.2023.12.004;true;;;;;;;;;;;;;
University of Debrecen;2023;2104,17;10.1016/j.apsadv.2023.100550;false;;;;;;;;;;;;;
University of Debrecen;2023;4675,23;10.1093/biolinnean/blad149;true;;;;;;;;;;;;;
University of Debrecen;2023;4675,23;10.1093/rheumatology/kead502;true;;;;;;;;;;;;;
University of Debrecen;2023;2602,19;10.1038/s41598-023-27693-2;false;;;;;;;;;;;;;
University of Debrecen;2023;4220,78;10.1007/s00253-023-12384-9;true;;;;;;;;;;;;;
University of Debrecen;2023;2602,19;10.1038/s41598-023-30098-w;false;;;;;;;;;;;;;
University of Debrecen;2023;4220,78;10.1007/s11104-023-05917-8;true;;;;;;;;;;;;;
University of Debrecen;2023;4220,78;10.1007/s10495-023-01837-1;true;;;;;;;;;;;;;
University of Debrecen;2023;3349,23;10.1007/s11270-023-06244-5;true;;;;;;;;;;;;;
University of Debrecen;2023;4469,79;10.1038/s41419-023-05748-6;false;;;;;;;;;;;;;
University of Debrecen;2023;4096,27;10.1007/s00467-023-05923-z;true;;;;;;;;;;;;;
University of Debrecen;2023;2975,71;10.1007/s10699-023-09909-w;true;;;;;;;;;;;;;
University of Debrecen;2023;2967;10.1007/s00236-023-00440-w;true;;;;;;;;;;;;;
University of Debrecen;2023;2967;10.1007/s10661-023-11422-3;true;;;;;;;;;;;;;
University of Debrecen;2023;2279,72;10.1038/s41597-023-02279-9;false;;;;;;;;;;;;;
University of Debrecen;2023;2279,72;10.1038/s41598-023-36388-7;false;;;;;;;;;;;;;
University of Debrecen;2023;2967;10.1007/s00010-023-00966-x;true;;;;;;;;;;;;;
University of Debrecen;2023;2967;10.1007/s00010-023-00950-5;true;;;;;;;;;;;;;
University of Debrecen;2023;2279,72;10.1186/s12905-023-02476-z;false;;;;;;;;;;;;;
University of Debrecen;2023;2967;10.1007/s44146-023-00092-9;true;;;;;;;;;;;;;
University of Debrecen;2023;2967;10.1007/s00109-023-02338-z;true;;;;;;;;;;;;;
University of Debrecen;2023;2967;10.1007/s00010-023-00972-z;true;;;;;;;;;;;;;
University of Debrecen;2023;2279,72;10.1186/s12887-023-03997-0;false;;;;;;;;;;;;;
University of Debrecen;2023;2279,72;10.1038/s41598-023-35076-w;false;;;;;;;;;;;;;
University of Debrecen;2023;2967;10.1007/s11356-023-28374-3;true;;;;;;;;;;;;;
University of Debrecen;2023;2967;10.1007/s11250-023-03609-0;true;;;;;;;;;;;;;
University of Debrecen;2023;2279,72;10.1186/s40066-023-00419-3;false;;;;;;;;;;;;;
University of Debrecen;2023;2967;10.1007/s44146-023-00081-y;true;;;;;;;;;;;;;
University of Debrecen;2023;2279,72;10.1186/s12947-023-00305-9;false;;;;;;;;;;;;;
University of Debrecen;2023;2967;10.1007/s11033-023-08453-x;true;;;;;;;;;;;;;
University of Debrecen;2023;2279,72;10.1186/s12891-023-06454-2;false;;;;;;;;;;;;;
University of Debrecen;2023;2967;10.1007/s11356-023-27244-2;true;;;;;;;;;;;;;
University of Debrecen;2023;2279,72;10.1186/s12983-023-00497-w;false;;;;;;;;;;;;;
University of Debrecen;2023;2967;10.1007/s42977-023-00166-3;true;;;;;;;;;;;;;
University of Debrecen;2023;2279,72;10.1038/s41598-023-34531-y;false;;;;;;;;;;;;;
University of Debrecen;2023;2279,72;10.1057/s41599-023-01716-9;false;;;;;;;;;;;;;
University of Debrecen;2023;2279,72;10.1038/s41598-023-34656-0;false;;;;;;;;;;;;;
University of Debrecen;2023;2967;10.1007/s11042-023-15678-2;true;;;;;;;;;;;;;
University of Debrecen;2023;2967;10.1007/s00277-023-05354-8;true;;;;;;;;;;;;;
University of Debrecen;2023;2967;10.1007/s11356-023-28627-1;true;;;;;;;;;;;;;
University of Debrecen;2023;2279,72;10.1038/s41598-023-38287-3;false;;;;;;;;;;;;;
University of Debrecen;2023;2967;10.1007/s11845-023-03463-x;true;;;;;;;;;;;;;
University of Debrecen;2023;2279,72;10.1038/s41598-023-38772-9;false;;;;;;;;;;;;;
University of Debrecen;2023;2967;10.1007/s00277-023-05354-9;true;;;;;;;;;;;;;
University of Debrecen;2023;2967;10.1007/s11356-023-28627-2;true;;;;;;;;;;;;;
University of Debrecen;2023;2279,72;10.1038/s41598-023-38287-4;false;;;;;;;;;;;;;
University of Debrecen;2023;2279,72;10.1186/s12903-023-03181-x;false;;;;;;;;;;;;;
University of Debrecen;2023;2279,73;10.1038/s41598-023-38772-10;false;;;;;;;;;;;;;
University of Debrecen;2023;2967;10.1007/s12011-023-03821-x;true;;;;;;;;;;;;;
University of Debrecen;2023;2967;10.1007/s11357-023-00887-2;true;;;;;;;;;;;;;
University of Debrecen;2023;2967;10.1007/s00010-023-00978-7;true;;;;;;;;;;;;;
University of Debrecen;2023;2279,72;10.1186/s12889-023-16608-5;false;;;;;;;;;;;;;
University of Debrecen;2023;2967;10.1007/s11042-023-16578-1;true;;;;;;;;;;;;;
University of Debrecen;2023;2279,72;10.1038/s41598-023-41437-2;false;;;;;;;;;;;;;
University of Debrecen;2023;2967;10.1007/s11104-023-06245-7;true;;;;;;;;;;;;;
University of Debrecen;2023;2967;10.1007/s10479-023-05582-1;true;;;;;;;;;;;;;
University of Debrecen;2023;2967;10.1007/s10337-023-04276-x;true;;;;;;;;;;;;;
University of Debrecen;2023;2279,72;10.1038/s41598-023-42313-9;false;;;;;;;;;;;;;
University of Debrecen;2023;2967;10.1007/s00371-023-03060-0;true;;;;;;;;;;;;;
University of Debrecen;2023;2279,72;10.1038/s41598-023-43658-x;false;;;;;;;;;;;;;
University of Debrecen;2023;2967;10.1007/s00217-023-04370-2;true;;;;;;;;;;;;;
University of Debrecen;2023;2279,72;10.1038/s41597-023-02619-9;false;;;;;;;;;;;;;
University of Debrecen;2023;2967;10.1007/s42977-023-00184-1;false;;;;;;;;;;;;;
University of Debrecen;2023;2279,72;10.1038/s41598-023-44534-4;false;;;;;;;;;;;;;
University of Debrecen;2023;2967;10.1007/s11869-023-01452-8;true;;;;;;;;;;;;;
University of Debrecen;2023;2279,72;10.1038/s41598-023-44975-x;false;;;;;;;;;;;;;
University of Debrecen;2023;2967;10.1038/s41419-023-06228-7;false;;;;;;;;;;;;;
University of Debrecen;2023;999,79;10.18096/TMP.2024.01.07;false;;;;;;;;;;;;;
University of Debrecen;2023;2279,72;10.1038/s41598-023-45565-7;false;;;;;;;;;;;;;
University of Debrecen;2023;2967;10.1007/s12232-023-00436-5;true;;;;;;;;;;;;;
University of Debrecen;2023;2967;10.1007/s42977-023-00191-2;true;;;;;;;;;;;;;
University of Debrecen;2023;2967;10.1007/s00208-023-02746-z;true;;;;;;;;;;;;;
University of Debrecen;2023;2842,49;10.1007/s00442-023-05477-9 ;true;;;;;;;;;;;;;
University of Debrecen;2023;2842,49;10.1007/s00013-023-01941-3;true;;;;;;;;;;;;;
University of Debrecen;2023;2967;10.1007/s00392-023-02338-6;true;;;;;;;;;;;;;
University of Debrecen;2023;2967;10.1007/s00010-023-01018-0;true;;;;;;;;;;;;;
University of Debrecen;2023;2967;10.1007/s10668-023-04096-x;true;;;;;;;;;;;;;
University of Debrecen;2023;2967;10.1007/s43545-023-00791-8;true;;;;;;;;;;;;;
University of Debrecen;2023;2967;10.1007/s00344-023-11184-9;true;;;;;;;;;;;;;
University of Debrecen;2023;2967;10.1007/s00010-023-01026-0;true;;;;;;;;;;;;;
University of Debrecen;2023;3473,74;10.1007/s10973-023-12789-8;true;;;;;;;;;;;;;
University of Debrecen;2023;2967;10.1007/s00022-023-00703-4;true;;;;;;;;;;;;;
University of Debrecen;2023;2967;10.1007/s00784-023-05458-5;true;;;;;;;;;;;;;
University of Debrecen;2023;2490,14;10.1515/cclm-2023-0485;true;;;;;;;;;;;;;
University of Debrecen;2023;2490,14;10.1515/pr-2020-0016;true;;;;;;;;;;;;;
University of Debrecen;2023;2490,14;10.1515/cclm-2023-0807;true;;;;;;;;;;;;;
University of Debrecen;2023;2490,14;10.1515/jpem-2023-0315;true;;;;;;;;;;;;;
University of Debrecen;2023;3262,08;10.1111/arcm.12872;true;;;;;;;;;;;;;
University of Debrecen;2023;2764,05;10.1002/wmh3.568;true;;;;;;;;;;;;;
University of Debrecen;2023;4419,99;10.1002/adsc.202300083;true;;;;;;;;;;;;;
University of Debrecen;2023;4681,46;10.1002/mus.27811;true;;;;;;;;;;;;;
University of Debrecen;2023;3735,2;10.1002/cyto.a.24728;true;;;;;;;;;;;;;
University of Debrecen;2023;4619,2;10.1111/bph.16063;true;;;;;;;;;;;;;
University of Debrecen;2023;4942,92;10.1002/ldr.4655;true;;;;;;;;;;;;;
University of Debrecen;2023;4619,2;10.1111/iej.13903;true;;;;;;;;;;;;;
University of Debrecen;2023;4170,98;10.1002/ejoc.202201488;true;;;;;;;;;;;;;
University of Debrecen;2023;3237,18;10.1002/admi.202300109;false;;;;;;;;;;;;;
University of Debrecen;2023;3984,22;10.1002/qj.4436;true;;;;;;;;;;;;;
University of Debrecen;2023;5515,65;10.1002/cpz1.692;true;;;;;;;;;;;;;
University of Debrecen;2023;4918,02;10.1002/chem.202203636;true;;;;;;;;;;;;;
University of Debrecen;2023;3137,57;10.1002/jcu.23429;true;;;;;;;;;;;;;
University of Debrecen;2023;5515,65;10.1002/cpz1.835;true;;;;;;;;;;;;;
University of Debrecen;2023;5191,93;10.1111/obr.13593;true;;;;;;;;;;;;;
University of Debrecen;2023;2876,11;10.1002/met.2157;false;;;;;;;;;;;;;
University of Debrecen;2023;3847,26;10.1112/mtk.12209;true;;;;;;;;;;;;;
University of Debrecen;2023;2515,04;10.1002/ece3.11405;false;;;;;;;;;;;;;
University of Debrecen;2023;3585,8;10.1002/ird.2850;true;;;;;;;;;;;;;
University of Debrecen;2023;2490,14;10.1002/wlb3.01147;false;;;;;;;;;;;;;
University of Debrecen;2023;4058,92;10.1111/avsc.12727;true;;;;;;;;;;;;;
University of Debrecen;2023;4170,98;10.1111/jzo.13069;true;;;;;;;;;;;;;
University of Debrecen;2023;3785,01;10.1111/wre.12584;true;;;;;;;;;;;;;
University of Debrecen;2023;3847,26;10.1112/jlms.12746;true;;;;;;;;;;;;;
University of Debrecen;2023;4942,92;10.1111/exd.14820;true;;;;;;;;;;;;;
University of Debrecen;2023;5191,93;10.1111/jdv.19062;true;;;;;;;;;;;;;
University of Debrecen;2023;3735,2;10.1002/cyto.a.24787;true;;;;;;;;;;;;;
University of Debrecen;2023;4494,7;10.1002/qua.27226;true;;;;;;;;;;;;;
University of Debrecen;2023;4357,74;10.1111/eea.13356;true;;;;;;;;;;;;;
University of Debrecen;2023;4295,49;10.1002/elps.202300067;true;;;;;;;;;;;;;
University of Debrecen;2023;3212,28;10.1111/jeb.14231;true;;;;;;;;;;;;;
University of Debrecen;2023;3523,54;10.1111/1365-2435.14457;true;;;;;;;;;;;;;
University of Debrecen;2023;1518,98;10.1002/ccr3.7873;true;;;;;;;;;;;;;
University of Debrecen;2023;5092,33;10.1111/exd.14988;true;;;;;;;;;;;;;
University of Debrecen;2023;4967,82;10.1111/cts.13694;false;;;;;;;;;;;;;
University of Debrecen;2023;4295,49;10.1002/qj.4635;true;;;;;;;;;;;;;
University of Debrecen;2023;1152,19;10.1556/044.2022.00200;true;;;;;;;;;;;;;
University of Debrecen;2023;1152,19;10.1556/044.2022.00175;true;;;;;;;;;;;;;
University of Debrecen;2023;1152,19;10.1556/1848.2022.00536;false;;;;;;;;;;;;;
University of Debrecen;2023;1152,19;10.1556/1848.2022.00516;false;;;;;;;;;;;;;
University of Debrecen;2023;1152,19;10.1556/044.2022.00161;true;;;;;;;;;;;;;
University of Debrecen;2023;1152,19;10.1556/1848.2022.00590;false;;;;;;;;;;;;;
University of Debrecen;2023;1152,19;10.1556/1848.2023.00615;false;;;;;;;;;;;;;
University of Debrecen;2023;1152,19;10.1556/650.2023.32736;true;;;;;;;;;;;;;
University of Debrecen;2023;1152,19;10.1556/060.2022.00062;true;;;;;;;;;;;;;
University of Debrecen;2023;1152,19;10.1556/032.2023.00010;true;;;;;;;;;;;;;
University of Debrecen;2023;0;10.1556/2063.32.2023.1.6;false;;;;;;;;;;;;;
University of Debrecen;2023;0;10.1556/2063.32.2023.1.9;false;;;;;;;;;;;;;
University of Debrecen;2023;1152,19;10.1556/072.2023.00014;true;;;;;;;;;;;;;
University of Debrecen;2023;1408,31;10.1556/004.2023.00765;true;;;;;;;;;;;;;
University of Debrecen;2023;1152,19;10.1556/092.2023.00009;true;;;;;;;;;;;;;
University of Debrecen;2023;0;10.1556/2063.32.2023.2.14;false;;;;;;;;;;;;;
University of Debrecen;2023;0;10.1556/2063.32.2023.2.3;false;;;;;;;;;;;;;
University of Debrecen;2023;0;10.1556/2063.32.2023.2.8;false;;;;;;;;;;;;;
University of Debrecen;2023;1152,19;10.1556/2068.2023.00158;true;;;;;;;;;;;;;
University of Debrecen;2023;1152,19;10.1556/063.2023.00186;false;;;;;;;;;;;;;
University of Debrecen;2023;1152,19;10.1556/063.2023.00202;false;;;;;;;;;;;;;
University of Debrecen;2023;1152,19;10.1556/063.2023.00227;false;;;;;;;;;;;;;
University of Debrecen;2023;1152,19;10.1556/2052.2023.00381;true;;;;;;;;;;;;;
University of Debrecen;2023;1152,19;10.1556/1046.2023.10006;true;;;;;;;;;;;;;
University of Debrecen;2023;1152,19;10.1556/650.2023.32807;true;;;;;;;;;;;;;
University of Debrecen;2023;1152,19;10.1556/650.2023.32777;true;;;;;;;;;;;;;
University of Debrecen;2023;1152,19;10.1556/650.2023.HO2756;true;;;;;;;;;;;;;
University of Debrecen;2023;1152,19;10.1556/650.2023.32706;true;;;;;;;;;;;;;
University of Debrecen;2023;1152,19;10.1556/650.2023.32705;true;;;;;;;;;;;;;
University of Debrecen;2023;1152,19;10.1556/650.2023.32735;true;;;;;;;;;;;;;
University of Debrecen;2023;1152,19;10.1556/6.2022.00018;true;;;;;;;;;;;;;
University of Debrecen;2023;1152,19;10.1556/24.2023.00132;false;;;;;;;;;;;;;
University of Debrecen;2023;1152,19;10.1556/2068.2023.00166;true;;;;;;;;;;;;;
University of Debrecen;2023;1152,19;10.1556/2068.2023.00167;true;;;;;;;;;;;;;
University of Debrecen;2023;1152,19;10.1556/063.2023.00242;false;;;;;;;;;;;;;
University of Debrecen;2023;1152,19;10.1556/063.2023.00226;false;;;;;;;;;;;;;
University of Debrecen;2023;1152,19;10.1556/0016.2023.00065;true;;;;;;;;;;;;;
University of Debrecen;2023;1152,19;10.1556/0016.2023.00042;true;;;;;;;;;;;;;
University of Debrecen;2023;1152,19;10.1556/650.2023.32814;true;;;;;;;;;;;;;
University of Debrecen;2023;1152,19;10.1556/650.2023.HO2760;true;;;;;;;;;;;;;
University of Debrecen;2023;1152,19;10.1556/650.2023.32822;true;;;;;;;;;;;;;
University of Debrecen;2023;1152,19;10.1556/650.2023.HO2765;true;;;;;;;;;;;;;
University of Debrecen;2023;1152,19;10.1556/650.2023.32851;true;;;;;;;;;;;;;
University of Debrecen;2023;1152,19;10.1556/650.2023.32879;true;;;;;;;;;;;;;
University of Debrecen;2023;1152,19;10.1556/650.2023.HO2767;true;;;;;;;;;;;;;
University of Debrecen;2023;1152,19;10.1556/2052.2023.00476;true;;;;;;;;;;;;;
University of Debrecen;2023;1152,19;10.1556/063.2023.00230;false;;;;;;;;;;;;;
University of Debrecen;2023;1152,19;10.1556/063.2023.00232;false;;;;;;;;;;;;;
University of Debrecen;2023;1152,19;10.1556/063.2023.00247;false;;;;;;;;;;;;;
University of Debrecen;2023;1152,19;10.1556/063.2023.00264;false;;;;;;;;;;;;;
University of Debrecen;2023;1152,19;10.1556/650.2023.32890;true;;;;;;;;;;;;;
University of Debrecen;2023;1152,19;10.1556/2068.2023.00174;true;;;;;;;;;;;;;
University of Debrecen;2023;1152,19;10.1556/650.2023.32910;true;;;;;;;;;;;;;
University of Debrecen;2023;1408,31;10.1556/066.2023.00139;true;;;;;;;;;;;;;
University of Debrecen;2023;1152,19;10.1556/038.2023.00193;true;;;;;;;;;;;;;
University of Debrecen;2023;1152,19;10.1556/044.2023.00245;true;;;;;;;;;;;;;
University of Debrecen;2023;1152,19;10.1556/1848.2023.00660;true;;;;;;;;;;;;;
University of Debrecen;2023;1152,19;10.1556/650.2023.32914;true;;;;;;;;;;;;;
University of Debrecen;2023;1152,19;10.1556/063.2023.00274;false;;;;;;;;;;;;;
University of Debrecen;2023;0;10.1556/2063.32.2023.3.13;false;;;;;;;;;;;;;
University of Debrecen;2023;0;10.1556/2063.32.2023.3.10;false;;;;;;;;;;;;;
University of Debrecen;2023;0;10.1556/2063.32.2023.3.4;false;;;;;;;;;;;;;
University of Debrecen;2023;0;10.1556/2063.32.2023.3.7;false;;;;;;;;;;;;;
University of Debrecen;2023;127;;false;Romanian Foundation for Business Intelligence;;2360-2554;;;;;;;;;https://seaopenresearch.eu/Journals/articles/SPAS_31_4.pdf;
University of Debrecen;2023;44,45;;false;University of Oradea;Annals of the University of Oradea: Economic Science;1582-5450;;;;;;;;;https://anale.steconomiceuoradea.ro/en/wp-content/uploads/2024/02/AUOES.July_.202329.pdf;
University of Debrecen;2023;257,2181633;;false;OPAST GROUP LLC;Earth & Environmental Science Research & Reviews(EESRR);2639-7455;;;;;;;;;https://www.opastpublishers.com/open-access-articles/the-dual-energy-supply-of-eukaryotic-cells.pdf;
University of Debrecen;2023;234,9024323;;false;Gokmen Arslan;Journal of Positive Psychology and Wellbeing;2587-0130;;;;;;;;;https://journalppw.com/index.php/jppw/article/view/17741;
University of Debrecen;2023;5669,967068;;false;Sociedad Revista de Psicologia del Deporte;Revista de Psicología del Deporte;1132-239X;;;;;;;;;https://www.rpd-online.com/index.php/rpd/article/view/1818;
University of Debrecen;2023;1452,176073;;false;EnPress;Journal of Infrastructure, Policy and Development;2572-7923;;;;;;;;;https://systems.enpress-publisher.com/index.php/jipd/article/view/3390;
University of Debrecen;2023;2507,935087;10.3390/pharmaceutics16010046;false;;;;;;;;;;;;;
University of Debrecen;2023;1347,836618;;false;Transnational Press London Ltd;Kurdish Studies;2051-4883;;;;;;;;;https://kurdishstudies.net/menu-script/index.php/KS/article/view/1909;
