institution,period,euro,doi,is_hybrid,publisher,journal_full_title,issn,doaj,url
Charles University,2023,"2592,16",10.1038/s41598-023-29042-9,FALSE,Springer Nature,Scientific Reports,2045-2322,TRUE,
Charles University,2023,"2217,72",10.1016/j.labeco.2023.102411,TRUE,Elsevier B.V.,Labour Economics,1879-1034,TRUE,
Charles University,2023,"397,37",10.35198/01-2023-001-0003,FALSE,"SCAN, z.s.",Adiktologie,2570-8112,FALSE,
Charles University,2023,"345,81",10.15503/jecs2023.2.349.362,FALSE,Fundacja Instytut Spraw Publicznych,Journal of Education Culture and Society,2081-1640,TRUE,
Charles University,2023,"1410,49",10.1016/j.apples.2023.100126,FALSE,ELSEVIER B.V.,Applications in Engineering Science,2666-4968,TRUE,
Charles University,2023,"844,06",10.33549/physiolres.935058,FALSE,Institute of Physiology CAS,Physiological research,1802-9973,TRUE,
Charles University,2023,"3939,60",10.1016/j.ymgme.2023.107629,TRUE,ELSEVIER B.V.,Molecular Genetics and Metabolism,1096-7206,TRUE,
Charles University,2023,"3107,09",10.3390/ijms242216271,FALSE,MDPI AG,International Journal of Molecular Sciences,1422-0067,TRUE,
Charles University,2023,"2198,53",10.3390/bioengineering10040455,FALSE,MDPI AG,Bioengineering,2306-5354,TRUE,
Charles University,2023,"2214,35",10.3390/diagnostics13081485,FALSE,MDPI AG,Diagnostics,2075-4418,TRUE,
Charles University,2023,"1479,82",10.33549/physiolres.935215,FALSE,Institute of Physiology CAS,Physiological Research,1802-9973,TRUE,
Charles University,2023,"3263,93",10.1186/s12889-023-15513-1,FALSE,Springer Nature,BMC Public Health,1471-2458,TRUE,
Charles University,2023,"2359,57",10.1128/spectrum.02037-23,FALSE,American Society for Microbiology,Microbiology Spectrum,2165-0497,TRUE,
Charles University,2023,"858,95",10.1016/j.ncrna.2023.10.010,TRUE,ELSEVIER B.V.,Non-coding RNA Research,2468-0540,TRUE,
Charles University,2023,"2482,93",10.5194/acp-23-3629-2023,FALSE,European Geosciences Union,Atmospheric Chemistry and Physics,1680-7324,TRUE,
Charles University,2023,"504,90",10.1186/s40623-023-01822-7,FALSE,Springer Nature,"Earth, Planets and Space",1880-5981,TRUE,
Charles University,2023,"2031,07",10.3390/molecules28155899,FALSE,MDPI AG,Molecules,1420-3049,TRUE,
Charles University,2023,"2332,02",10.3389/fspor.2023.1115336,FALSE,Frontiers Media SA,Frontiers in Sports and Active Living,2624-9367,TRUE,
Charles University,2023,"2658,22",10.3390/jcm12010033,FALSE,MDPI AG,Journal of Clinical Medicine,2077-0383,TRUE,
Charles University,2023,"3113,81",10.3390/ijms24065308,FALSE,MDPI AG,International Journal of Molecular Sciences,1422-0067,TRUE,
Charles University,2023,"2012,06",10.3390/gastroent14030026,FALSE,MDPI AG,Gastroenterology Insights,2036-7422,TRUE,
Charles University,2023,"4973,22",10.1016/j.jacep.2023.11.001,TRUE,ELSEVIER B.V.,JACC: Clinical Electrophysiology,2405-5018,TRUE,
Charles University,2023,"399,92",10.35198/01-2023-003-0007,FALSE,"SCAN, z.s.",Adiktologie,2570-8112,FALSE,
Charles University,2023,"2608,94",10.1016/j.mehy.2023.111206,TRUE,ELSEVIER B.V.,Medical Hypotheses,1532-2777,TRUE,
Charles University,2023,"4997,30",10.1016/j.neubiorev.2023.105205,TRUE,ELSEVIER B.V.,Neuroscience & Biobehavioral Reviews,1873-7528,TRUE,
Charles University,2023,"2135,74",10.1016/j.ijppaw.2023.11.004,FALSE,ELSEVIER B.V.,International Journal for Parasitology: Parasites and Wildlife,2213-2244,TRUE,
Charles University,2023,"1047,16",10.21873/cgp.20392,FALSE,International Institute of Anticancer Research,Cancer Genomics and Proteomics,1790-6245,TRUE,
Charles University,2023,"3504,53",10.1080/02691728.2023.2252763,TRUE,Taylor & Francis,Social Epistemology,1464-5297,TRUE,
Charles University,2023,"3427,24",10.4155/fmc-2023-0096,TRUE,Taylor & Francis,Future Medicinal Chemistry,1756-8927,TRUE,
Charles University,2023,"1386,62",10.1038/s41598-023-35162-z,FALSE,Springer Nature,Scientific Reports,2045-2322,TRUE,
Charles University,2023,"3487,87",10.4155/fmc-2023-0189,TRUE,Taylor & Francis,Future Medicinal Chemistry,1756-8927,TRUE,
Charles University,2023,"2719,90",10.3390/s23167189,FALSE,MDPI AG,Sensors,1424-8220,TRUE,
Charles University,2023,"854,88",10.3390/languages8010023,FALSE,MDPI AG,Languages,2226-471X,TRUE,
Charles University,2023,"1262,71",10.3847/1538-4357/acd1ee,FALSE,IOP Publishing,The Astrophysical Journal,1538-4357,TRUE,
Charles University,2023,"2588,77",10.3390/ijms241311089,FALSE,MDPI AG,International Journal of Molecular Sciences,1422-0067,TRUE,
Charles University,2023,"2381,69",10.3390/bioengineering10080900,FALSE,MDPI AG,Bioengineering,2306-5354,TRUE,
Charles University,2023,"2856,08",10.1186/s12969-023-00830-x,FALSE,Springer Nature,Pediatric Rheumatology,1546-0096,TRUE,
Charles University,2023,"2592,17",10.1038/s41598-023-35375-2,FALSE,Springer Nature,Scientific Reports,2045-2322,TRUE,
Charles University,2023,"3208,34",10.1007/s00382-023-07021-0,TRUE,Springer Nature,Climate Dynamics,1432-0894,TRUE,
Charles University,2023,"1229,17",10.3390/brainsci13020357,FALSE,MDPI AG,Brain Sciences,2076-3425,TRUE,
Charles University,2023,"2021,55",10.3390/genes14010223,FALSE,MDPI AG,Genes,2073-4425,TRUE,
Charles University,2023,"2972,21",10.3390/s23218974,FALSE,MDPI AG,Sensors,1424-8220,TRUE,
Charles University,2023,"2988,27",10.1371/journal.pgen.1010582,FALSE,Public Library of Science,PLOS Genetics,1553-7404,TRUE,
Charles University,2023,"3328,23",10.1016/j.biopha.2023.115447,FALSE,ELSEVIER B.V.,Biomedicine & Pharmacotherapy,1950-6007,TRUE,
Charles University,2023,"3281,71",10.7554/eLife.82428,FALSE,eLife,eLife,2050-084X,TRUE,
Charles University,2023,"3101,20",10.3390/ijms241411779,FALSE,MDPI AG,International Journal of Molecular Sciences,1422-0067,TRUE,
Charles University,2023,"5057,80",10.1111/jcmm.18013,FALSE,Wiley,Journal of Cellular and Molecular Medicine,1582-4934,TRUE,
Charles University,2023,"3227,15",10.1128/spectrum.00095-23,FALSE,American Society for Microbiology,Microbiology Spectrum,2165-0497,TRUE,
Charles University,2023,"3583,06",10.3389/fenvs.2023.1156360,FALSE,Frontiers Media SA,Frontiers in Environmental Science,2296-665X,TRUE,
Charles University,2023,"2372,50",10.3390/cancers15123092,FALSE,MDPI AG,Cancers,2072-6694,TRUE,
Charles University,2023,"3405,98",10.1097/NMD.0000000000001669,TRUE,Ovid Technologies,The Journal of Nervous & Mental Disease,1539-736X,TRUE,
Charles University,2023,"1994,88",10.3389/fphar.2023.1088900,FALSE,Frontiers Media SA,Frontiers in Pharmacology,1663-9812,TRUE,
Charles University,2023,"2443,93",10.3390/jpm13010136,FALSE,MDPI AG,Journal of Personalized Medicine,2075-4426,TRUE,
Charles University,2023,"2729,70",10.1186/s12872-023-03309-5,FALSE,Springer Nature,BMC Cardiovascular Disorders,1471-2261,TRUE,
Charles University,2023,"66,77",10.1186/s12873-022-00770-x,FALSE,Springer Nature,BMC Emergency Medicine,1471-227X,TRUE,
Charles University,2023,"2603,15",10.3390/cancers15061904,FALSE,MDPI AG,Cancers,2072-6694,TRUE,
Charles University,2023,"6149,79",10.1093/eurheartjsupp/suad102,TRUE,Oxford University Press,European Heart Journal Supplement,1554-2815,TRUE,
Charles University,2023,"2413,06",10.3390/separations10020073,FALSE,MDPI AG,Separations,2297-8739,TRUE,
Charles University,2023,"2760,61",10.3390/curroncol30100652,FALSE,MDPI AG,Current Oncology,1718-7729,TRUE,
Charles University,2023,"1960,37",10.3390/children10020293,FALSE,MDPI AG,Children,2227-9067,TRUE,
Charles University,2023,"6149,79",10.1093/eurheartjsupp/suad104,TRUE,Oxford University Press,European Heart Journal Supplement,1554-2815,TRUE,
Charles University,2023,"6149,79",10.1093/eurheartjsupp/suad103,TRUE,Oxford University Press,European Heart Journal Supplement,1554-2815,TRUE,
Charles University,2023,"2465,43",10.3390/jpm13071054,FALSE,MDPI AG,Journal of Personalized Medicine,2075-4426,TRUE,
Charles University,2023,"2270,26",10.3389/fonc.2023.1092044,FALSE,Frontiers Media SA,Frontiers in Oncology,2234-943X,TRUE,
Charles University,2023,"881,87",10.1080/17445647.2023.2266228,FALSE,Taylor & Francis,Journal of Maps,1744-5647,TRUE,
Charles University,2023,"682,74",10.3390/diagnostics13091592,FALSE,MDPI AG,Diagnostics,2075-4418,TRUE,
Charles University,2023,"271,48",10.1177/00139165231163547,TRUE,Sage Publications,Environment and Behavior,1552-390X,TRUE,
Charles University,2023,"2891,69",10.1186/s12935-023-03135-x,FALSE,Springer Nature,Cancer Cell International,1475-2867,TRUE,
Charles University,2023,"1763,19",10.7717/peerj.16096,FALSE,PeerJ Inc.,PeerJ,2167-8359,TRUE,
Charles University,2023,"2224,52",10.1016/j.ejcb.2023.151296,FALSE,ELSEVIER B.V.,European Journal of Cell Biology,1618-1298,TRUE,
Charles University,2023,"849,05",10.3390/min13020244,FALSE,MDPI AG,Minerals,2075-163X,TRUE,
Charles University,2023,"229,68",10.1177/10870547231167567,TRUE,Sage Publications,Journal of Attention Disorders,1087-0547,TRUE,
Charles University,2023,"2153,57",10.1371/journal.pone.0286743,FALSE,Public Library of Science,PLoS One,1932-6203,TRUE,
Charles University,2023,"380,32",10.1162/rest_a_01227,TRUE,MIT Press,The Review of Economics and Statistics,1530-9142,TRUE,
Charles University,2023,"1508,49",10.1162/rest_a_01227,TRUE,MIT Press,The Review of Economics and Statistics,1530-9142,TRUE,
Charles University,2023,"324,42",10.35198/01-2023-002-0006,FALSE,"SCAN, z.s.",Adiktologie,2570-8112,FALSE,
Charles University,2023,"1376,95",10.3390/bioengineering10060740,FALSE,MDPI AG,Bioengineering,2306-5354,TRUE,
Charles University,2023,"513,62",10.1017/aog.2023.19,FALSE,Cambridge University Press,Annals of Glaciology,1727-5644,TRUE,
Charles University,2023,"66,30",10.1038/s41467-023-40308-8,FALSE,Springer Nature,Nature Communications,2041-1723,TRUE,
Charles University,2023,"2253,56",10.3389/fphys.2023.1113568,FALSE,Frontiers Media SA,Frontiers in Physiology,1664-042X,TRUE,
Charles University,2023,"3541,81",10.1016/j.biopha.2023.115830,FALSE,ELSEVIER B.V.,Biomedicine & Pharmacotherapy,1950-6007,TRUE,
Charles University,2023,"402,04",10.35198/01-2023-003-0004,FALSE,"SCAN, z.s.",Adiktologie,2570-8112,FALSE,
Charles University,2023,"276,21",10.1177/10693971231203759,TRUE,Sage Publications,Cross-Cultural Research,1552-3578,TRUE,
Charles University,2023,"3635,96",10.3389/fonc.2023.1137804,FALSE,Frontiers Media SA,Frontiers in Oncology,2234-943X,TRUE,
Charles University,2023,"2107,53",10.3389/fpsyt.2023.1002215,FALSE,Frontiers Media SA,Frontiers in Psychiatry,1664-0640,TRUE,
Charles University,2023,"398,49",10.35198/01-2023-003-0001,FALSE,"SCAN, z.s.",Adiktologie,2570-8112,FALSE,
Charles University,2023,"3535,53",10.3389/fphys.2023.1182141,FALSE,Frontiers Media SA,Frontiers in Physiology,1664-042X,TRUE,
Charles University,2023,"483,41",10.1038/s41598-023-39937-2,FALSE,Springer Nature,Scientific Reports,2045-2322,TRUE,
Charles University,2023,"2265,84",10.3390/ijms24021724,FALSE,MDPI AG,International Journal of Molecular Sciences,1422-0067,TRUE,
Charles University,2023,"5284,99",10.1016/j.metabol.2023.155614,TRUE,ELSEVIER B.V.,Metabolism,1532-8600,TRUE,
Charles University,2023,"2692,19",10.1038/s41598-023-45788-8,FALSE,Springer Nature,Scientific Reports,2045-2322,TRUE,
Charles University,2023,"1742,40",10.1098/rsos.221513,FALSE,Royal Society of Chemistry,Royal Society Open Science,2054-5703,TRUE,
Charles University,2023,"1749,02",10.1080/19336950.2023.2230776,FALSE,Taylor & Francis,Channels,1933-6969,TRUE,
Charles University,2023,"2301,07",10.1084/jem.20230194,TRUE,Rockefeller University Press,Journal of Experimental Medicine,1540-9538,TRUE,
Charles University,2023,"1250,71",10.1175/JAS-D-22-0151.1,TRUE,American Meteorological Society,Journal of the Atmospheric Sciences,1520-0469,TRUE,
Charles University,2023,"2628,09",10.1080/09540105.2023.2257398,FALSE,Taylor & Francis,Food and Agricultural Immunology,1465-3443,TRUE,
Charles University,2023,"3860,80",10.1523/ENEURO.0002-23.2023,FALSE,Society of Neuroscience,eNeuro,2373-2822,TRUE,
Charles University,2023,"3363,21",10.1038/s41531-023-00505-0,FALSE,Springer Nature,npj Parkinson's Disease,2373-8057,TRUE,
Charles University,2023,"2887,75",10.1186/s12957-023-03270-9,FALSE,Springer Nature,World Journal of Surgical Oncology,1477-7819,TRUE,
Charles University,2023,"4115,52",10.1016/j.resuscitation.2023.109935,TRUE,ELSEVIER B.V.,Resuscitation,1873-1570,TRUE,
Charles University,2023,"1912,06",10.1021/acsomega.3c04076,FALSE,American Chemical Society,ACS Omega,2470-1343,TRUE,
Charles University,2023,"638,71",10.33549/physiolres.934952,FALSE,Institute of Physiology CAS,Physiological Research,1802-9973,TRUE,
Charles University,2023,"2170,85",10.3389/fpsyt.2023.1240222,FALSE,Frontiers Media SA,Frontiers in Psychiatry,1664-0640,TRUE,
Charles University,2023,"1822,30",10.1186/s13567-023-01148-y,FALSE,Springer Nature,Veterinary Research,1297-9716,        TRUE,
Charles University,2023,"2248,74",10.3390/nu15020439,FALSE,MDPI AG,Nutrients,2072-6643,        TRUE,
Charles University,2023,"3674,52",10.3389/fpsyg.2023.1231773,FALSE,Frontiers Media SA,Frontiers in Psychology,1664-1078,        TRUE,
Charles University,2023,"3466,43",10.1016/j.cretres.2023.105617,TRUE,ELSEVIER B.V.,Cretaceous Research,1095-998X,TRUE,
Charles University,2023,"283,88",10.21101/cejph.a7507,FALSE,Státní Zdravotní Ústav,Central European Journal of Public Health,1803-1048,TRUE,
Charles University,2023,"4235,00",10.1016/j.cobeha.2023.101313,TRUE,ELSEVIER B.V.,Current Opinion in Behavioral Sciences,2352-1554,TRUE,
Charles University,2023,"2349,54",10.1038/s41598-022-26101-5,FALSE,Springer Nature,Scientific Reports,2045-2322,TRUE,
Charles University,2023,"1361,07",10.1186/s13063-023-07516-5,FALSE,Springer Nature,Trials,1745-6215,TRUE,
Charles University,2023,"3681,20",10.1016/j.canep.2023.102449,TRUE,ELSEVIER B.V.,Cancer Epidemiology,1877-783X,TRUE,
Charles University,2023,"2887,04",10.3390/ma16155388,FALSE,MDPI AG,Materials,1996-1944,TRUE,
Charles University,2023,"2005,56",10.3389/fevo.2023.1238334,FALSE,Frontiers Media SA,Frontiers in Ecology and Evolution,2296-701X,TRUE,
Charles University,2023,"3108,38",10.2147/CLEP.S406606,FALSE,Dovepress,Clinical Epidemiology,1179-1349,TRUE,
Charles University,2023,"4203,96",10.1016/j.ejca.2023.03.019,TRUE,ELSEVIER B.V.,European Journal of Cancer,1879-0852,TRUE,
Charles University,2023,"3904,87",10.1002/cam4.6867,FALSE,Wiley,Cancer Medicine,2045-7634,TRUE,
Charles University,2023,"1456,28",10.46439/ophthalmology.5.032,FALSE,ProBiologists LLC,Archives of Clinical and Experimental Ophthalmology,2692-4331,FALSE,
Charles University,2023,"1974,30",10.3390/catal13050912,FALSE,MDPI AG,Catalysts,2073-4344,TRUE,
Charles University,2023,"402,63",10.35198/01-2023-001-0006,FALSE,"SCAN, z.s.",Adiktologie,2570-8112,FALSE,
Charles University,2023,"4066,15",10.1016/j.etap.2023.104299,TRUE,ELSEVIER B.V.,Environmental Toxicology and Pharmacology,1872-7077,TRUE,
Charles University,2023,"720,74",10.3389/fevo.2022.1058334,FALSE,Frontiers Media SA,Frontiers in Ecology and Evolution,2296-701X,TRUE,
Charles University,2023,"331,06",10.14710/ijred.2023.50165,FALSE,Diponegoro University,International Journal of Renewable Energy Development,2716-4519,FALSE,
Charles University,2023,"397,80",10.35198/01-2024-002-0007,FALSE,"SCAN, z.s.",Adiktologie,2570-8112,FALSE,
Charles University,2023,"1549,44",10.1016/j.rineng.2023.101647,FALSE,ELSEVIER B.V.,Results in Engineering,2590-1230,TRUE,
Charles University,2023,"3590,64",10.1136/military-2023-002431,TRUE,BMJ Publishing Group,BMJ Military Health,2633-3775,TRUE,
Charles University,2023,"1667,82",10.1016/j.biopha.2023.115324,FALSE,ELSEVIER B.V.,Biomedicine & Pharmacotherapy,1950-6007,TRUE,
Charles University,2023,"1667,81",10.1016/j.biopha.2023.115324,FALSE,ELSEVIER B.V.,Biomedicine & Pharmacotherapy,1950-6007,TRUE,
Charles University,2023,"3242,12",10.1016/j.molp.2023.06.008,TRUE,ELSEVIER B.V.,Molecular Plant,1752-9867,TRUE,
Charles University,2023,"2407,52",10.3390/ijms242417226,FALSE,MDPI AG,International Journal of Molecular Sciences,1422-0067,TRUE,
Charles University,2023,"3715,70",NA,FALSE,Frontiers Media SA,Frontiers in Psychology,1664-1078,        TRUE,
Charles University,2023,"6664,81",10.1007/s13555-023-00922-2,FALSE,Springer Nature,Dermatology and Therapy,2190-9172,        TRUE,
Charles University,2023,"3499,23",10.1002/clt2.12278,FALSE,WILEY,Clinical and Translational Allergy,2045-7022,        TRUE,
Charles University,2023,"1399,15",10.1177/11782218231193914,FALSE,Sage Publications,Substance Abuse: Research and Treatment,2976-8357,FALSE,
Charles University,2023,"3243,41",10.7554/eLife.85193,FALSE,eLife,eLife,2050-084X,TRUE,
Charles University,2023,"3566,39",10.3389/fpsyg.2023.1234593,FALSE,Frontiers Media SA,Frontiers in Psychology,1664-1078,        TRUE,
Charles University,2023,"306,85",10.21062/mft.2023.031,FALSE,"JE Purkyne University, Usti nad Labem",Manufacturing Technology,2787-9402,TRUE,
Charles University,2023,"3802,96",10.1016/j.neuroimage.2023.120487,FALSE,ELSEVIER B.V.,NeuroImage,1095-9572,TRUE,
Charles University,2023,"3269,66",10.1186/s12915-023-01765-1,FALSE,Springer Nature,BMC Biology,1741-7007,TRUE,
Charles University,2023,"2529,43",10.1038/s41598-023-35835-9,FALSE,Springer Nature,Scientific Reports,2045-2322,TRUE,
Charles University,2023,"3688,44",10.3389/fnagi.2023.1283660,FALSE,Frontiers Media SA,Frontiers in Aging Neuroscience,1663-4365,TRUE,
Charles University,2023,"1512,81",10.3290/j.jad.b4515497,FALSE,Quintessence Publishing,Journal of Adhesive Dentistry,1757-9988,TRUE,
Charles University,2023,"1965,15",10.1371/journal.pone.0288702,FALSE,Public Library of Science,Plos ONE,1932-6203,TRUE,
Charles University,2023,"3677,03",10.3389/fpsyg.2023.1107022,FALSE,Frontiers Media SA,Frontiers in Psychology,1664-1078,        TRUE,
Charles University,2023,"3650,21",10.3389/fonc.2023.1118171,FALSE,Frontiers Media SA,Frontiers in Oncology,2234-943X,TRUE,
Charles University,2023,"2663,89",10.1086/728687,TRUE,University of Chicago Press,The American Naturalist,1537-5323,TRUE,
Charles University,2023,"2593,26",10.1038/s41598-023-33244-6,FALSE,Springer Nature,Scientific Reports,2045-2322,TRUE,
Charles University,2023,"3423,73",10.1016/j.abb.2023.109638,TRUE,ELSEVIER B.V.,Archives of Biochemistry and Biophysics,1096-0384,TRUE,
Charles University,2023,"881,02",10.1080/17445647.2023.2203333,FALSE,Taylor & Francis,Journal of Maps,1744-5647,TRUE,
Charles University,2023,"3902,96",10.1016/j.clay.2023.106969,TRUE,ELSEVIER B.V.,Applied Clay Science,1872-9053,TRUE,
Charles University,2023,"6149,79",10.1093/eurheartjsupp/suad108,TRUE,Oxford University Press,European Heart Journal Supplement,1554-2815,TRUE,
Charles University,2023,"1519,86",10.3390/children10040714,FALSE,MDPI AG,Children,2227-9067,TRUE,
Charles University,2023,"2115,74",10.1016/j.heliyon.2023.e15417,FALSE,ELSEVIER B.V.,Heliyon,2405-8440,TRUE,
Charles University,2023,"2529,43",10.1038/s41598-023-37071-7,FALSE,Springer Nature,Scientific Reports,2045-2322,TRUE,
Charles University,2023,"1849,44",10.3390/ma16145107,FALSE,MDPI AG,Materials,1996-1944,TRUE,
Charles University,2023,"3133,90",10.1186/s12985-023-02049-4,FALSE,Springer Nature,Virology Journal,1743-422X,TRUE,
Charles University,2023,"2945,83",10.3390/cells12091273,FALSE,MDPI AG,Cells,2073-4409,TRUE,
Charles University,2023,"2504,08",10.1186/s12014-023-09410-3,FALSE,Springer Nature,Clinical Proteomics,1559-0275,TRUE,
Charles University,2023,"1829,83",10.52082/jssm.2024.107,FALSE,Journal of Sports Science and Medicine,Journal of Sports Science and Medicine,1303-2968,TRUE,
Charles University,2023,"6664,22",10.1038/s41467-023-41225-6,FALSE,Springer Nature,Nature Communications,2041-1723,TRUE,
Charles University,2023,"2535,16",10.1186/s13047-023-00636-w,FALSE,Springer Nature,JOURNAL OF FOOT AND ANKLE RESEARCH,1757-1146,TRUE,
Charles University,2023,"2940,25",10.1099/jgv.0.001837,TRUE,Microbiology Society,Journal of General Virology,1465-2099,TRUE,
Charles University,2023,"1247,64",10.3847/1538-4357/accd63,FALSE,IOP Publishing,The Astrophysical Journal,1538-4357,TRUE,
Charles University,2023,"3084,58",10.3390/ijms24097922,FALSE,MDPI AG,International Journal of Molecular Sciences,1422-0067,TRUE,
Charles University,2023,"3365,17",10.1016/j.biopha.2023.114758,FALSE,ELSEVIER B.V.,Biomedicine & Pharmacotherapy,1950-6007,TRUE,
Charles University,2023,"1240,79",10.1515/epoly-2023-0044,FALSE,De Gruyter,e-Polymers,1618-7229,TRUE,
Charles University,2023,"3746,57",10.1038/s42003-023-05568-6,FALSE,Springer Nature,communications biology,2399-3642,TRUE,
Charles University,2023,"3827,73",10.1007/s10548-023-00989-2,TRUE,Springer Nature,Brain Topography,1573-6792,TRUE,
Charles University,2023,"956,03",10.3389/or.2023.10676,FALSE,Frontiers Media SA,Oncology Reviews,1970-5557,TRUE,
Charles University,2023,"4753,41",10.1136/sextrans-2023-055793,TRUE,BMJ Publishing Group,Sexually Transmitted Infections,1472-3263,TRUE,
Charles University,2023,"3908,30",10.1016/j.jhin.2023.06.028,TRUE,ELSEVIER B.V.,Journal of Hospital Infection,1532-2939,TRUE,
Charles University,2023,"4091,53",10.1016/j.critrevonc.2023.104196,TRUE,ELSEVIER B.V.,Critical Reviews in Oncology/Hematology,1879-0461,TRUE,
Charles University,2023,"3634,73",10.3389/fpsyt.2023.1196785,FALSE,Frontiers Media SA,Frontiers in Psychiatry,1664-0640,TRUE,
Charles University,2023,"2339,60",10.3390/genes14010120,FALSE,MDPI AG,Genes,2073-4425,TRUE,
Charles University,2023,"2668,24",10.1038/s41598-023-32953-2,FALSE,Springer Nature,Scientific Reports,2045-2322,TRUE,
Charles University,2023,"6149,79",10.1093/eurheartjsupp/suad105,TRUE,Oxford University Press,European Heart Journal Supplement,1554-2815,TRUE,
Charles University,2023,"1621,34",10.3390/nano13071207,FALSE,MDPI AG,Nanomaterials,2079-4991,TRUE,
Charles University,2023,"3393,69",10.1038/s41699-023-00385-1,FALSE,Springer Nature,npj 2D Materials and Applications,2397-7132,TRUE,
Charles University,2023,"2337,87",10.3389/fnins.2023.1152578,FALSE,Frontiers Media SA,Frontiers in Neuroscience,1662-453X,TRUE,
Charles University,2023,"3607,51",10.3389/fonc.2023.1057683,FALSE,Frontiers Media SA,Frontiers in Oncology,2234-943X,TRUE,
Charles University,2023,"2768,26",10.3892/or.2023.8662,TRUE,Spandidos publications,Oncology Reports,1791-2431,TRUE,
Charles University,2023,"2899,20",10.1186/s12865-023-00544-5,FALSE,Springer Nature,BMC Immunology,1471-2172,TRUE,
Charles University,2023,"1309,28",10.1080/2331186X.2023.2260714,FALSE,Taylor & Francis,Cogent Education,2331-186X,TRUE,
Charles University,2023,"1825,25",10.23736/S0031-0808.23.04910-8,TRUE,Edizioni Minerva Medica,Panminerva Medica,1827-1898,TRUE,
Charles University,2023,"2991,90",10.3847/1538-3881/acae95,FALSE,IOP Publishing,The Astronomical Journal,1538-3881,        TRUE,
Charles University,2023,"2316,92",10.3390/ph16050696,FALSE,MDPI AG,Pharmaceuticals,1424-8247,        TRUE,
Charles University,2023,"4058,65",10.1519/JSC.0000000000004535,TRUE,Ovid Technologies,Journal of Strength and Conditioning Research,1533-4287,        TRUE,
Charles University,2023,"1625,05",10.1038/s41598-023-35450-8,FALSE,Springer Nature,Scientific Reports,2045-2322,TRUE,
Charles University,2023,"871,01",10.7307/ptt.v35i2.81,FALSE,University of Zagreb,Promet,1848-4069,TRUE,
Charles University,2023,"2433,33",10.3390/d15040524,FALSE,MDPI AG,Diversity,1424-2818,TRUE,
Charles University,2023,"4202,34",10.1016/j.cedpsych.2023.102225,FALSE,ELSEVIER B.V.,Contemporary Educational Psychology,1090-2384,TRUE,
Charles University,2023,"3715,14",10.3389/fpsyt.2022.1067450,FALSE,Frontiers Media SA,Frontiers in Psychiatry,1664-0640,TRUE,
Charles University,2023,"2871,12",10.1007/s10115-023-01933-3,TRUE,Springer Nature,Knowledge and Information Systems,0219-3116,TRUE,
Charles University,2023,"775,91",10.3390/life13030808,FALSE,MDPI AG,Life,2075-1729,        TRUE,
Charles University,2023,"968,00",10.5114/jhk/171449,FALSE,Akademia Wychowania Fizycznego w Katowicach,Journal of Human Kinetics,1899-7562,TRUE,
Charles University,2023,"2452,39",10.3389/fpubh.2023.1184971,FALSE,Front Public Health,Front Public Health,2296-2565,TRUE,
Charles University,2023,"243,34",10.24101/logos.2023.72,FALSE,"LOGOSLAISVES PR 60, VILNIUS LT-05120, LITHUANIA",Logos,0868-7692,TRUE,
