institution,year,doi,is_hybrid,publisher,journal_full_title,agreement
Charles University,2023,10.1007/s00264-023-05719-8,TRUE,Springer Nature,International Orthopaedics,CzechELib Springer Nature agreement
Charles University,2023,10.1007/s00428-023-03592-9,TRUE,Springer Nature,Virchows Archiv,CzechELib Springer Nature agreement
Charles University,2023,10.1080/17496977.2023.2287121,TRUE,Taylor & Francis,Intellectual History Review,CzechELib Taylor & Francis agreement
Charles University,2023,10.1080/08959420.2023.2284578,TRUE,Taylor & Francis,Journal of Aging & Social Policy,CzechELib Taylor & Francis agreement
Charles University,2023,10.1080/01490400.2023.2285353,TRUE,Taylor & Francis,Leisure Sciences,CzechELib Taylor & Francis agreement
Charles University,2023,10.1080/01434632.2023.2284381,TRUE,Taylor & Francis,Journal of Multilingual and Multicultural Development,CzechELib Taylor & Francis agreement
Charles University,2023,10.1080/07357907.2023.2283495,TRUE,Taylor & Francis,Cancer Investigation,CzechELib Taylor & Francis agreement
Charles University,2023,10.1080/1369183X.2023.2247170,TRUE,Taylor & Francis,Journal of Ethnic and Migration Studies,CzechELib Taylor & Francis agreement
Charles University,2023,10.1080/20551940.2023.2232187,TRUE,Taylor & Francis,Sound Studies,CzechELib Taylor & Francis agreement
Charles University,2023,10.1080/09636412.2023.2250259,TRUE,Taylor & Francis,Security Studies,CzechELib Taylor & Francis agreement
Charles University,2023,10.1080/17439884.2023.2249812,TRUE,Taylor & Francis,"Learning, Media and Technology",CzechELib Taylor & Francis agreement
Charles University,2023,10.1080/13510347.2023.2246148,TRUE,Taylor & Francis,Democratization,CzechELib Taylor & Francis agreement
Charles University,2023,10.1080/09500693.2023.2243372,TRUE,Taylor & Francis,International Journal of Science Education,CzechELib Taylor & Francis agreement
Charles University,2023,10.1080/24748668.2023.2238168,TRUE,Taylor & Francis,International Journal of Performance Analysis in Sport,CzechELib Taylor & Francis agreement
Charles University,2023,10.1080/10485252.2023.2236721,TRUE,Taylor & Francis,Journal of Nonparametric Statistics,CzechELib Taylor & Francis agreement
Charles University,2023,10.1080/1350293X.2023.2234111,TRUE,Taylor & Francis,European Early Childhood Education Research Journal,CzechELib Taylor & Francis agreement
Charles University,2023,10.1080/0269249X.2023.2237977,TRUE,Taylor & Francis,Diatom Research,CzechELib Taylor & Francis agreement
Charles University,2023,10.1080/14772000.2023.2237033,TRUE,Taylor & Francis,Systematics and Biodiversity,CzechELib Taylor & Francis agreement
Charles University,2023,10.1080/02827581.2023.2235272,TRUE,Taylor & Francis,Scandinavian Journal of Forest Research,CzechELib Taylor & Francis agreement
Charles University,2023,10.1080/14681994.2023.2232318,TRUE,Taylor & Francis,Sexual and Relationship Therapy,CzechELib Taylor & Francis agreement
Charles University,2023,10.1080/00948705.2023.2216883,TRUE,Taylor & Francis,Journal of the Philosophy of Sport,CzechELib Taylor & Francis agreement
Charles University,2023,10.1080/01634372.2023.2199796,TRUE,Taylor & Francis,Journal of Gerontological Social Work,CzechELib Taylor & Francis agreement
Charles University,2023,10.1080/09654313.2022.2163155,TRUE,Taylor & Francis,European Planning Studies,CzechELib Taylor & Francis agreement
Charles University,2023,10.1080/01614940.2023.2197716,TRUE,Taylor & Francis,Catalysis Reviews,CzechELib Taylor & Francis agreement
Charles University,2023,10.1080/17461391.2023.2196666,TRUE,Taylor & Francis,European Journal of Sport Science,CzechELib Taylor & Francis agreement
Charles University,2023,10.1080/13569317.2023.2196506,TRUE,Taylor & Francis,Journal of Political Ideologies,CzechELib Taylor & Francis agreement
Charles University,2023,10.1080/13658816.2023.2193969,TRUE,Taylor & Francis,International Journal of Geographical Information Science,CzechELib Taylor & Francis agreement
Charles University,2023,10.1080/17411912.2023.2180050,TRUE,Taylor & Francis,Ethnomusicology Forum,CzechELib Taylor & Francis agreement
Charles University,2023,10.1080/10402659.2023.2178256,TRUE,Taylor & Francis,Peace Review,CzechELib Taylor & Francis agreement
Charles University,2023,10.1080/13523260.2023.2211899,TRUE,Taylor & Francis,Contemporary Security Policy,CzechELib Taylor & Francis agreement
Charles University,2023,10.1080/00036811.2023.2178424,TRUE,Taylor & Francis,Applicable Analysis,CzechELib Taylor & Francis agreement
Charles University,2023,10.1080/02626667.2023.2177544,TRUE,Taylor & Francis,Hydrological Sciences Journal,CzechELib Taylor & Francis agreement
Charles University,2023,10.1080/09500693.2023.2175626,TRUE,Taylor & Francis,International Journal of Science Education,CzechELib Taylor & Francis agreement
Charles University,2023,10.1080/14631377.2023.2174923,TRUE,Taylor & Francis,Post-Communist Economies,CzechELib Taylor & Francis agreement
Charles University,2023,10.1080/17430437.2023.2173583,TRUE,Taylor & Francis,Sport in Society,CzechELib Taylor & Francis agreement
Charles University,2023,10.1080/00071773.2023.2171801,TRUE,Taylor & Francis,Journal of the British Society for Phenomenology,CzechELib Taylor & Francis agreement
Charles University,2023,10.1080/14659891.2023.2226204,TRUE,Taylor & Francis,Journal of Substance Use,CzechELib Taylor & Francis agreement
Charles University,2023,10.1080/08912963.2023.2225064,TRUE,Taylor & Francis,Historical Biology,CzechELib Taylor & Francis agreement
Charles University,2023,10.1080/07036337.2023.2190110,TRUE,Taylor & Francis,Journal of European Integration,CzechELib Taylor & Francis agreement
Charles University,2023,10.1080/21692327.2023.2188243,TRUE,Taylor & Francis,International Journal of Philosophy and Theology,CzechELib Taylor & Francis agreement
Charles University,2023,10.1080/00029890.2023.2184620,TRUE,Taylor & Francis,The American Mathematical Monthly,CzechELib Taylor & Francis agreement
Charles University,2023,10.1080/00221341.2023.2220114,TRUE,Taylor & Francis,Journal of Geography,CzechELib Taylor & Francis agreement
Charles University,2023,10.1080/08850607.2023.2204995,TRUE,Taylor & Francis,International Journal of Intelligence and CounterIntelligence,CzechELib Taylor & Francis agreement
Charles University,2023,10.1080/00273171.2023.2205393,TRUE,Taylor & Francis,Multivariate Behavioral Research,CzechELib Taylor & Francis agreement
Charles University,2023,10.1080/13549839.2023.2184781,TRUE,Taylor & Francis,Local Environment,CzechELib Taylor & Francis agreement
Charles University,2023,10.1111/echo.15643,TRUE,Wiley-Blackwell,Echocardiography,CzechELib Wiley agreement
Charles University,2023,10.1111/ecot.12404,TRUE,Wiley-Blackwell,Economics of Transition and Institutional Change,CzechELib Wiley agreement
Charles University,2023,10.1002/ajhb.24034,TRUE,Wiley-Blackwell,American Journal of Human Biology,CzechELib Wiley agreement
Charles University,2023,10.1002/oby.23969,TRUE,Wiley-Blackwell,Obesity,CzechELib Wiley agreement
Charles University,2023,10.1111/jse.13048,TRUE,Wiley-Blackwell,Journal of Systematics and Evolution,CzechELib Wiley agreement
Charles University,2023,10.1002/jimd.12700,TRUE,Wiley-Blackwell,Journal of Inherited Metabolic Disease,CzechELib Wiley agreement
Charles University,2023,10.1111/wrr.13142,TRUE,Wiley-Blackwell,Wound Repair and Regeneration,CzechELib Wiley agreement
Charles University,2023,10.1002/rev3.3457,TRUE,Wiley-Blackwell,Review of Education,CzechELib Wiley agreement
Charles University,2023,10.1111/btp.13290,TRUE,Wiley-Blackwell,Biotropica,CzechELib Wiley agreement
Charles University,2023,10.1002/ejoc.202301021,TRUE,Wiley-Blackwell,European Journal of Organic Chemistry,CzechELib Wiley agreement
Charles University,2023,10.1002/jssc.202300492,TRUE,Wiley-Blackwell,Journal of Separation Science,CzechELib Wiley agreement
Charles University,2023,10.1002/adfm.202310473,TRUE,Wiley-Blackwell,Advanced Functional Materials,CzechELib Wiley agreement
Charles University,2023,10.1111/cwe.12500,TRUE,Wiley-Blackwell,China & World Economy,CzechELib Wiley agreement
Charles University,2023,10.1111/jcal.12911,TRUE,Wiley-Blackwell,Journal of Computer Assisted Learning,CzechELib Wiley agreement
Charles University,2023,10.1111/cgf.14990,TRUE,Wiley-Blackwell,Computer Graphics Forum,CzechELib Wiley agreement
Charles University,2023,10.1002/ejic.202300644,TRUE,Wiley-Blackwell,European Journal of Inorganic Chemistry,CzechELib Wiley agreement
Charles University,2023,10.1029/2023JE007907,TRUE,Wiley-Blackwell,Journal of Geophysical Research: Planets,CzechELib Wiley agreement
Charles University,2023,10.1002/cplu.202300410,TRUE,Wiley-Blackwell,ChemPlusChem,CzechELib Wiley agreement
Charles University,2023,10.1002/chir.23606,TRUE,Wiley-Blackwell,Chirality,CzechELib Wiley agreement
Charles University,2023,10.1111/jsr.14098,TRUE,Wiley-Blackwell,Journal of Sleep Research,CzechELib Wiley agreement
Charles University,2023,10.1111/ecca.12483,TRUE,Wiley-Blackwell,Economica,CzechELib Wiley agreement
Charles University,2023,10.1111/infi.12438,TRUE,Wiley-Blackwell,International Finance,CzechELib Wiley agreement
Charles University,2023,10.1111/bjh.18736,TRUE,Wiley-Blackwell,British Journal of Haematology,CzechELib Wiley agreement
Charles University,2023,10.1112/blms.12952,TRUE,Wiley-Blackwell,Bulletin of the London Mathematical Society,CzechELib Wiley agreement
Charles University,2023,10.1111/mec.17192,TRUE,Wiley-Blackwell,Molecular Ecology,CzechELib Wiley agreement
Charles University,2023,10.1111/rode.13072,TRUE,Wiley-Blackwell,Review of Development Economics,CzechELib Wiley agreement
Charles University,2023,10.1111/jeu.13008,TRUE,Wiley-Blackwell,Journal of Eukaryotic Microbiology,CzechELib Wiley agreement
Charles University,2023,10.1002/ajhb.24008,TRUE,Wiley-Blackwell,American Journal of Human Biology,CzechELib Wiley agreement
Charles University,2023,10.1111/gove.12832,TRUE,Wiley-Blackwell,Governance,CzechELib Wiley agreement
Charles University,2023,10.1002/cpz1.925,TRUE,Wiley-Blackwell,Current Protocols,CzechELib Wiley agreement
Charles University,2023,10.1002/ccd.30867,TRUE,Wiley-Blackwell,Catheterization and Cardiovascular Interventions,CzechELib Wiley agreement
Charles University,2023,10.1111/ropr.12581,TRUE,Wiley-Blackwell,Review of Policy Research,CzechELib Wiley agreement
Charles University,2023,10.1002/pro.4805,TRUE,Wiley-Blackwell,Protein Science,CzechELib Wiley agreement
Charles University,2023,10.1002/adma.202307341,TRUE,Wiley-Blackwell,Advanced Materials,CzechELib Wiley agreement
Charles University,2023,10.1111/1365-2435.14439,TRUE,Wiley-Blackwell,Functional Ecology,CzechELib Wiley agreement
Charles University,2023,10.1111/nph.19283,TRUE,Wiley-Blackwell,New Phytologist,CzechELib Wiley agreement
Charles University,2023,10.1111/dom.15289,TRUE,Wiley-Blackwell,"Diabetes, Obesity and Metabolism",CzechELib Wiley agreement
Charles University,2023,10.1111/tid.14150,TRUE,Wiley-Blackwell,Transplant Infectious Disease,CzechELib Wiley agreement
Charles University,2023,10.1111/arcm.12917,TRUE,Wiley-Blackwell,Archaeometry,CzechELib Wiley agreement
Charles University,2023,10.1111/imr.13272,TRUE,Wiley-Blackwell,Immunological Reviews,CzechELib Wiley agreement
Charles University,2023,10.1111/flan.12721,TRUE,Wiley-Blackwell,Foreign Language Annals,CzechELib Wiley agreement
Charles University,2023,10.1002/ajh.27044,TRUE,Wiley-Blackwell,American Journal of Hematology,CzechELib Wiley agreement
Charles University,2023,10.1111/mepo.12709,TRUE,Wiley-Blackwell,Middle East Policy,CzechELib Wiley agreement
Charles University,2023,10.1002/ajpa.24834,TRUE,Wiley-Blackwell,American Journal of Biological Anthropology,CzechELib Wiley agreement
Charles University,2023,10.1002/jssc.202300431,TRUE,Wiley-Blackwell,Journal of Separation Science,CzechELib Wiley agreement
Charles University,2023,10.1111/1471-0528.17638,TRUE,Wiley-Blackwell,BJOG: An International Journal of Obstetrics and Gynaecology,CzechELib Wiley agreement
Charles University,2023,10.1111/joa.13943,TRUE,Wiley-Blackwell,Journal of Anatomy,CzechELib Wiley agreement
Charles University,2023,10.1111/jsr.14011,TRUE,Wiley-Blackwell,Journal of Sleep Research,CzechELib Wiley agreement
Charles University,2023,10.1002/jssc.202300448,TRUE,Wiley-Blackwell,Journal of Separation Science,CzechELib Wiley agreement
Charles University,2023,10.1111/ene.15987,TRUE,Wiley-Blackwell,European Journal of Neurology,CzechELib Wiley agreement
Charles University,2023,10.1111/1365-2745.14174,TRUE,Wiley-Blackwell,Journal of Ecology,CzechELib Wiley agreement
Charles University,2023,10.1002/gcc.23194,TRUE,Wiley-Blackwell,"Genes, Chromosomes and Cancer",CzechELib Wiley agreement
Charles University,2023,10.1111/jce.16029,TRUE,Wiley-Blackwell,Journal of Cardiovascular Electrophysiology,CzechELib Wiley agreement
Charles University,2023,10.1002/hyp.14955,TRUE,Wiley-Blackwell,Hydrological Processes,CzechELib Wiley agreement
Charles University,2023,10.1002/jnr.25236,TRUE,Wiley-Blackwell,Journal of Neuroscience Research,CzechELib Wiley agreement
Charles University,2023,10.1029/2022GB007636,TRUE,Wiley-Blackwell,Global Biogeochemical Cycles,CzechELib Wiley agreement
Charles University,2023,10.1111/epi.17721,TRUE,Wiley-Blackwell,Epilepsia,CzechELib Wiley agreement
Charles University,2023,10.1111/jcms.13533,TRUE,Wiley-Blackwell,JCMS: Journal of Common Market Studies,CzechELib Wiley agreement
Charles University,2023,10.1002/for.3013,TRUE,Wiley-Blackwell,Journal of Forecasting,CzechELib Wiley agreement
Charles University,2023,10.1111/acps.13594,TRUE,Wiley-Blackwell,Acta Psychiatrica Scandinavica,CzechELib Wiley agreement
Charles University,2023,10.1111/ppl.13973,TRUE,Wiley-Blackwell,Physiologia Plantarum,CzechELib Wiley agreement
Charles University,2023,10.1002/mas.21858,TRUE,Wiley-Blackwell,Mass Spectrometry Reviews,CzechELib Wiley agreement
Charles University,2023,10.1111/amet.13193,TRUE,Wiley-Blackwell,American Ethnologist,CzechELib Wiley agreement
Charles University,2023,10.1002/mdc3.13812,TRUE,Wiley-Blackwell,Movement Disorders Clinical Practice,CzechELib Wiley agreement
Charles University,2023,10.1111/joes.12574,TRUE,Wiley-Blackwell,Journal of Economic Surveys,CzechELib Wiley agreement
Charles University,2023,10.1111/soc4.13121,TRUE,Wiley-Blackwell,Sociology Compass,CzechELib Wiley agreement
Charles University,2023,10.1111/brv.12991,TRUE,Wiley-Blackwell,Biological Reviews,CzechELib Wiley agreement
Charles University,2023,10.1002/anie.202306183,TRUE,Wiley-Blackwell,Angewandte Chemie International Edition,CzechELib Wiley agreement
Charles University,2023,10.1002/cplu.202300196,TRUE,Wiley-Blackwell,ChemPlusChem,CzechELib Wiley agreement
Charles University,2023,10.1111/cge.14391,TRUE,Wiley-Blackwell,Clinical Genetics,CzechELib Wiley agreement
Charles University,2023,10.1002/chem.202301491,TRUE,Wiley-Blackwell,Chemistry - A European Journal,CzechELib Wiley agreement
Charles University,2023,10.1029/2023JA031454,TRUE,Wiley-Blackwell,Journal of Geophysical Research: Space Physics,CzechELib Wiley agreement
Charles University,2023,10.1002/uog.26223,TRUE,Wiley-Blackwell,Ultrasound in Obstetrics & Gynecology,CzechELib Wiley agreement
Charles University,2023,10.1002/ppul.26497,TRUE,Wiley-Blackwell,Pediatric Pulmonology,CzechELib Wiley agreement
Charles University,2023,10.1029/2023JB026506,TRUE,Wiley-Blackwell,Journal of Geophysical Research: Solid Earth,CzechELib Wiley agreement
Charles University,2023,10.1002/ajb2.16179,TRUE,Wiley-Blackwell,American Journal of Botany,CzechELib Wiley agreement
Charles University,2023,10.1111/jeb.14181,TRUE,Wiley-Blackwell,Journal of Evolutionary Biology,CzechELib Wiley agreement
Charles University,2023,10.1002/cctc.202300510,TRUE,Wiley-Blackwell,ChemCatChem,CzechELib Wiley agreement
Charles University,2023,10.1002/jum.16254,TRUE,Wiley-Blackwell,Journal of Ultrasound in Medicine,CzechELib Wiley agreement
Charles University,2023,10.1111/febs.16810,TRUE,Wiley-Blackwell,The FEBS Journal,CzechELib Wiley agreement
Charles University,2023,10.1029/2023JA031303,TRUE,Wiley-Blackwell,Journal of Geophysical Research: Space Physics,CzechELib Wiley agreement
Charles University,2023,10.1111/nana.12958,TRUE,Wiley-Blackwell,Nations and Nationalism,CzechELib Wiley agreement
Charles University,2023,10.1002/ejic.202300126,TRUE,Wiley-Blackwell,European Journal of Inorganic Chemistry,CzechELib Wiley agreement
Charles University,2023,10.1002/ca.24051,TRUE,Wiley-Blackwell,Clinical Anatomy,CzechELib Wiley agreement
Charles University,2023,10.1111/itor.13304,TRUE,Wiley-Blackwell,International Transactions in Operational Research,CzechELib Wiley agreement
Charles University,2023,10.1002/pits.22929,TRUE,Wiley-Blackwell,Psychology in the Schools,CzechELib Wiley agreement
Charles University,2023,10.1111/1365-2745.14104,TRUE,Wiley-Blackwell,Journal of Ecology,CzechELib Wiley agreement
Charles University,2023,10.1111/ejed.12556,TRUE,Wiley-Blackwell,European Journal of Education,CzechELib Wiley agreement
Charles University,2023,10.1111/ejed.12557,TRUE,Wiley-Blackwell,European Journal of Education,CzechELib Wiley agreement
Charles University,2023,10.1002/jrs.6521,TRUE,Wiley-Blackwell,Journal of Raman Spectroscopy,CzechELib Wiley agreement
Charles University,2023,10.1002/ejoc.202300153,TRUE,Wiley-Blackwell,European Journal of Organic Chemistry,CzechELib Wiley agreement
Charles University,2023,10.1111/btp.13221,TRUE,Wiley-Blackwell,Biotropica,CzechELib Wiley agreement
Charles University,2023,10.1029/2022TC007626,TRUE,Wiley-Blackwell,Tectonics,CzechELib Wiley agreement
Charles University,2023,10.1111/tra.12884,TRUE,Wiley-Blackwell,Traffic,CzechELib Wiley agreement
Charles University,2023,10.1111/geb.13678,TRUE,Wiley-Blackwell,Global Ecology and Biogeography,CzechELib Wiley agreement
Charles University,2023,10.1002/jrs.6514,TRUE,Wiley-Blackwell,Journal of Raman Spectroscopy,CzechELib Wiley agreement
Charles University,2023,10.1002/jnr.25186,TRUE,Wiley-Blackwell,Journal of Neuroscience Research,CzechELib Wiley agreement
Charles University,2023,10.1111/geb.13649,TRUE,Wiley-Blackwell,Global Ecology and Biogeography,CzechELib Wiley agreement
Charles University,2023,10.1029/2022JE007626,TRUE,Wiley-Blackwell,Journal of Geophysical Research: Planets,CzechELib Wiley agreement
Charles University,2023,10.1002/art.42471,TRUE,Wiley-Blackwell,Arthritis & Rheumatology,CzechELib Wiley agreement
Charles University,2023,10.1111/jeu.12965,TRUE,Wiley-Blackwell,Journal of Eukaryotic Microbiology,CzechELib Wiley agreement
Charles University,2023,10.1002/jrs.6506,TRUE,Wiley-Blackwell,Journal of Raman Spectroscopy,CzechELib Wiley agreement
Charles University,2023,10.1111/1758-5899.13190,TRUE,Wiley-Blackwell,Global Policy,CzechELib Wiley agreement
Charles University,2023,10.1002/slct.202204816,FALSE,Wiley-Blackwell,ChemistrySelect,CzechELib Wiley agreement
Charles University,2023,10.1002/adsc.202201337,TRUE,Wiley-Blackwell,Advanced Synthesis & Catalysis,CzechELib Wiley agreement
Charles University,2023,10.1002/sce.21785,TRUE,Wiley-Blackwell,Science Education,CzechELib Wiley agreement
Charles University,2023,10.1002/jcop.23004,TRUE,Wiley-Blackwell,Journal of Community Psychology,CzechELib Wiley agreement
