institution,period,euro,doi,is_hybrid,publisher,journal_full_title,issn,issn_print,issn_electronic,url,colour charge,cover charge,page charge,permission,reprint,submission fee,payment fee,fast track,reproduce two figures,printing cost,image charges
lu,2024,1357.72,10.5751/ES-15198-290441,False,Resilience Alliance,Ecology & Society,,,,,,,,,,,,,,,
lu,2024,3596.84,10.26508/lsa.202402926,False,Life Science Alliance LLC,Life Science Alliance,,,,,,,,,,,,,,,
lu,2024,2900.91,10.3390/ijms26010249,False,MDPI AG,International Journal of Molecular Sciences,,,,,,,,,,,,,,,
lu,2024,2900.91,10.3390/nu17010147,False,MDPI AG,Nutrients,,,,,,,,,,,,,,,
lu,2024,2600.82,10.3390/w17010063,False,MDPI AG,Water,,,,,,,,,,,,,,,
lu,2024,2700.85,10.3390/microorganisms13010049,False,MDPI AG,Microorganisms,,,,,,,,,,,,,,,
lu,2024,2600.82,10.3390/biomedicines12122893,False,MDPI AG,Biomedicines,,,,,,,,,,,,,,,
lu,2024,2400.76,10.3390/su162410975,False,MDPI AG,Sustainability,,,,,,,,,,,,,,,
lu,2024,2900.91,10.3390/cancers16244215,False,MDPI AG,Cancers,,,,,,,,,,,,,,,
lu,2024,2900.91,10.3390/foods13244083,False,MDPI AG,Foods,,,,,,,,,,,,,,,
lu,2024,1800.57,10.3390/nursrep14040297,False,MDPI AG,Nursing Reports,,,,,,,,,,,,,,,
lu,2024,1800.57,10.3390/rel15121473,False,MDPI AG,Religions,,,,,,,,,,,,,,,
lu,2024,3046.15,10.3390/nu16234073,False,MDPI AG,Nutrients,,,,,,,,,,,,,,,
lu,2024,2600.82,10.3390/jcm13247629,False,MDPI AG,Journal of Clinical Medicine,,,,,,,,,,,,,,,
lu,2024,2700.85,10.3390/rs16224166,False,MDPI AG,Remote Sensing,,,,,,,,,,,,,,,
lu,2024,2600.82,10.3390/w16202970,False,MDPI AG,Water,,,,,,,,,,,,,,,
lu,2024,2600.82,10.3390/jcm13195976,False,MDPI AG,Journal of Clinical Medicine,,,,,,,,,,,,,,,
lu,2024,2600.82,10.3390/w16192818,False,MDPI AG,Water,,,,,,,,,,,,,,,
lu,2024,1470.56,10.3390/asi7050093,False,MDPI AG,Applied System Innovation,,,,,,,,,,,,,,,
lu,2024,1700.54,10.3390/ijgi13100348,False,MDPI AG,ISPRS International Journal of Geo-Information,,,,,,,,,,,,,,,
lu,2024,1800.57,10.3390/rel15101180,False,MDPI AG,Religions,,,,,,,,,,,,,,,
lu,2024,2900.91,10.3390/cancers16183242,False,MDPI AG,Cancers,,,,,,,,,,,,,,,
lu,2024,2900.91,10.3390/cancers16183183,False,MDPI AG,Cancers,,,,,,,,,,,,,,,
lu,2024,2900.91,10.3390/nu16173039,False,MDPI AG,Nutrients,,,,,,,,,,,,,,,
lu,2024,2900.91,10.3390/nano14171440,False,MDPI AG,Nanomaterials,,,,,,,,,,,,,,,
lu,2024,2600.82,10.3390/jcm13175096,False,MDPI AG,Journal of Clinical Medicine,,,,,,,,,,,,,,,
lu,2024,2600.82,10.3390/en17174307,False,MDPI AG,Energies,,,,,,,,,,,,,,,
lu,2024,2600.82,10.3390/d16080492,False,MDPI AG,Diversity,,,,,,,,,,,,,,,
lu,2024,2900.91,10.3390/ijms25147665,False,MDPI AG,International Journal of Molecular Sciences,,,,,,,,,,,,,,,
lu,2024,2600.82,10.3390/en17133097,False,MDPI AG,Energies,,,,,,,,,,,,,,,
lu,2024,2900.91,10.3390/cancers16122261,False,MDPI AG,Cancers,,,,,,,,,,,,,,,
lu,2024,2600.82,10.3390/jcm13102961,False,MDPI AG,Journal of Clinical Medicine,,,,,,,,,,,,,,,
lu,2024,2900.91,10.3390/cancers16091711,False,MDPI AG,Cancers,,,,,,,,,,,,,,,
lu,2024,2600.82,10.3390/en17071701,False,MDPI AG,Energies,,,,,,,,,,,,,,,
lu,2024,2600.82,10.3390/en17071719,False,MDPI AG,Energies,,,,,,,,,,,,,,,
lu,2024,2900.91,10.3390/nano14060518,False,MDPI AG,Nanomaterials,,,,,,,,,,,,,,,
lu,2024,2600.82,10.3390/en17061362,False,MDPI AG,Energies,,,,,,,,,,,,,,,
lu,2024,1400.44,10.3390/languages9030085,False,MDPI AG,Languages,,,,,,,,,,,,,,,
lu,2024,2600.82,10.3390/s24051385,False,MDPI AG,Sensors,,,,,,,,,,,,,,,
lu,2024,2900.91,10.3390/nano14050453,False,MDPI AG,Nanomaterials,,,,,,,,,,,,,,,
lu,2024,2900.91,10.3390/nu16040498,False,MDPI AG,Nutrients,,,,,,,,,,,,,,,
lu,2024,2600.82,10.3390/mi15020268,False,MDPI AG,Micromachines,,,,,,,,,,,,,,,
lu,2024,1000.31,10.3390/wevj15020059,False,MDPI AG,World Electric Vehicle Journal,,,,,,,,,,,,,,,
lu,2024,1600.5,10.3390/fi16030071,False,MDPI AG,Future Internet,,,,,,,,,,,,,,,
lu,2024,2400.76,10.3390/universe10010046,False,MDPI AG,Universe,,,,,,,,,,,,,,,
lu,2024,1825.48,10.2340/jphs.v60.40580,False,MJS Publishing,Journal of Plastic Surgery and Hand Surgery,,,,,,,,,,,,,,,
lu,2024,2109.62,10.2340/1651-226X.2024.40435,False,MJS Publishing,Acta Oncologica,,,,,,,,,,,,,,,
lu,2024,1467.56,105.40727,False,MJS Publishing,Acta Dermato-Venereologica,,,,,,,,,,,,,,,
lu,2024,1467.56,104.40112,False,MJS Publishing,Acta Dermato-Venereologica,,,,,,,,,,,,,,,
lu,2024,2109.62,10.2340/1651-226X.2024.19655,False,MJS Publishing,Acta Oncologica,,,,,,,,,,,,,,,
lu,2024,1467.56,104.40242,False,MJS Publishing,Acta Dermato-Venereologica,,,,,,,,,,,,,,,
lu,2024,2201.34,10.2340/17453674.2024.40606,False,MJS Publishing,Acta Orthopaedica,,,,,,,,,,,,,,,
lu,2024,366.89,104.42336,False,MJS Publishing,Acta Dermato-Venereologica,,,,,,,,,,,,,,,
lu,2024,1467.56,104.18642,False,MJS Publishing,Acta Dermato-Venereologica,,,,,,,,,,,,,,,
lu,2024,1605.14,10.2340/jrm.v56.18444,False,MJS Publishing,Journal of Rehabilitation Medicine,,,,,,,,,,,,,,,
lu,2024,1605.14,10.2340/jrm.v56.40811,False,MJS Publishing,Journal of Rehabilitation Medicine,,,,,,,,,,,,,,,
lu,2024,1605.14,10.2340/jrm.v56.35240,False,MJS Publishing,Journal of Rehabilitation Medicine,,,,,,,,,,,,,,,
lu,2024,1467.56,104.19676,False,MJS Publishing,Acta Dermato-Venereologica,,,,,,,,,,,,,,,
lu,2024,2201.34,10.2340/17453674.2024.35749,False,MJS Publishing,Acta Orthopaedica,,,,,,,,,,,,,,,
lu,2024,2109.62,10.2340/1651-226X.2024.40475,False,MJS Publishing,Acta Oncologica,,,,,,,,,,,,,,,
lu,2024,1825.48,10.2340/sju.v59.42029,False,MJS Publishing,Scandinavian Journal of Urology,,,,,,,,,,,,,,,
lu,2024,1825.48,10.2340/sju.v59.25973,False,MJS Publishing,Scandinavian Journal of Urology,,,,,,,,,,,,,,,
lu,2024,1825.48,10.2340/sju.v59.40120,False,MJS Publishing,Scandinavian Journal of Urology,,,,,,,,,,,,,,,
lu,2024,2109.62,10.2340/1651-226X.2024.40003,False,MJS Publishing,Acta Oncologica,,,,,,,,,,,,,,,
lu,2024,2109.62,10.2340/1651-226X.2024.23964,False,MJS Publishing,Acta Oncologica,,,,,,,,,,,,,,,
lu,2024,1605.14,10.2340/jrm.v56.18668,False,MJS Publishing,Journal of Rehabilitation Medicine,,,,,,,,,,,,,,,
lu,2024,1825.48,10.2340/sju.v60.42593,False,MJS Publishing,Scandinavian Journal of Urology,,,,,,,,,,,,,,,
lu,2024,1825.48,10.2340/jphs.v60.42699,False,MJS Publishing,Journal of Plastic Surgery and Hand Surgery,,,,,,,,,,,,,,,
