publisher,journal_full_title,issn,count,is_hybrid
Thomas Telford Ltd.,Proceedings of the Institution of Civil Engineers - Civil Engineering,0965-089X,1,NA
Thomas Telford Ltd.,Proceedings of the Institution of Civil Engineers - Energy,1751-4223,1,NA
Thomas Telford Ltd.,Proceedings of the Institution of Civil Engineers - Engineering and Computational Mechanics,1755-0777,1,NA
Thomas Telford Ltd.,Proceedings of the Institution of Civil Engineers - Forensic Engineering,2043-9903,1,NA
Thomas Telford Ltd.,Proceedings of the Institution of Civil Engineers - Maritime Engineering,1741-7597,1,NA
Thomas Telford Ltd.,Proceedings of the Institution of Civil Engineers - Municipal Engineer,0965-0903,1,NA
SAGE Publications,Proceedings of the Institution of Mechanical Engineers, Part B: Journal of Engineering Manufacture,0954-4054,1,NA
SAGE Publications,Proceedings of the Institution of Mechanical Engineers, Part K: Journal of Multi-body Dynamics,1464-4193,1,NA
SAGE Publications,Progress in Development Studies,1464-9934,1,NA
Elsevier BV,Progress in Energy and Combustion Science,0360-1285,1,NA
SAGE Publications,Progress in Physical Geography,0309-1333,1,NA
Informa UK Limited,Prometheus,0810-9028,1,NA
Informa UK Limited,Psychoanalytic Dialogues,1048-1885,1,NA
Informa UK Limited,Psychoanalytic Inquiry,0735-1690,1,NA
Informa UK Limited,Psychodynamic Practice,1475-3634,1,NA
Informa UK Limited,Psychological Inquiry,1047-840X,1,NA
American Psychological Association (APA),Psychological Review,1939-1471,1,NA
Informa UK Limited,Psychology & Health,0887-0446,1,NA
SAGE Publications,Psychology of Music,0305-7356,1,NA
American Psychological Association (APA),Psychology of Religion and Spirituality,1943-1562,1,NA
S. Karger AG,Psychotherapy and Psychosomatics,0033-3190,1,NA
Wiley-Blackwell,Public Administration Review,0033-3352,1,NA
Wiley-Blackwell,Public Administration and Development,0271-2075,1,NA
Informa UK Limited,Public Art Dialogue,2150-2552,1,NA
Informa UK Limited,Public Management Review,1471-9037,1,NA
Oxford University Press (OUP),Public Opinion Quarterly,0033-362X,1,NA
Oxford University Press (OUP),Public Policy & Aging Report,1055-3037,1,NA
Oxford University Press (OUP),Publications of the Astronomical Society of Japan,0004-6264,1,NA
Informa UK Limited,Publications of the English Goethe Society,0959-3683,1,NA
Oxford University Press (OUP),Publius: The Journal of Federalism,0048-5950,1,NA
SAGE Publications,Punishment & Society,1462-4745,1,NA
Emerald,Qualitative Market Research: An International Journal,1352-2752,1,NA
Informa UK Limited,Qualitative Research in Sport, Exercise and Health,2159-676X,1,NA
Informa UK Limited,Quality Engineering,0898-2112,1,NA
Informa UK Limited,Quest,0033-6297,1,NA
Wiley-Blackwell,R&D Management,0033-6807,1,NA
Elsevier BV,Radiation Physics and Chemistry,0969-806X,1,NA
Cambridge University Press (CUP),Radiocarbon,0033-8222,1,NA
Emerald,Rapid Prototyping Journal,1355-2546,1,NA
Informa UK Limited,Regional & Federal Studies,1359-7566,1,NA
Wiley-Blackwell,Regulation & Governance,1748-5983,1,NA
Wiley-Blackwell,Renaissance Studies,0269-1213,1,NA
SAGE Publications,Research Ethics,1747-0161,1,NA
Emerald,Research Journal of Textile and Apparel,1560-6074,1,NA
Elsevier BV,Research in Social Stratification and Mobility,0276-5624,1,NA
SAGE Publications,Research on Aging,0164-0275,1,NA
SAGE Publications,Research on Social Work Practice,1049-7315,1,NA
Informa UK Limited,Research-Technology Management,0895-6308,1,NA
Wiley-Blackwell,Restoration Ecology,1061-2971,1,NA
American Educational Research Association (AERA),Review of Educational Research,0034-6543,1,NA
Wiley-Blackwell,Review of European, Comparative & International Environmental Law,2050-0386,1,NA
Oxford University Press (OUP),Review of Financial Studies,0893-9454,1,NA
American Psychological Association (APA),Review of General Psychology,1939-1552,1,NA
Informa UK Limited,Review of International Political Economy,0969-2290,1,NA
Wiley-Blackwell,Reviews in Aquaculture,1753-5123,1,NA
Walter de Gruyter GmbH,Reviews in the Neurosciences,2191-0200,1,NA
American Physical Society (APS),Reviews of Modern Physics,0034-6861,1,NA
Brepols Publishers NV,Revue Bénédictine,0035-0893,1,NA
Springer Nature,Robotics and Biomimetics,2197-3768,1,NA
Wiley-Blackwell,Rural Sociology,0036-0112,1,NA
Informa UK Limited,Russian Journal of Communication,1940-9419,1,NA
Society for Industrial & Applied Mathematics (SIAM),SIAM Journal on Control and Optimization,0363-0129,1,NA
Society for Industrial & Applied Mathematics (SIAM),SIAM Journal on Financial Mathematics,1945-497X,1,NA
Society for Industrial & Applied Mathematics (SIAM),SIAM Journal on Imaging Sciences,1936-4954,1,NA
Society for Industrial & Applied Mathematics (SIAM),SIAM Journal on Optimization,1052-6234,1,NA
Emerald,Safer Communities,1757-8043,1,NA
Brill,Samuel Beckett Today / Aujourd'hui,0927-3131,1,NA
Informa UK Limited,Scandinavian Journal of Disability Research,1501-7419,1,NA
Wiley-Blackwell,Scandinavian Journal of Statistics,0303-6898,1,NA
Informa UK Limited,School Effectiveness and School Improvement,0924-3453,1,NA
American Association for the Advancement of Science (AAAS),Science Translational Medicine,1946-6234,1,NA
Wiley-Blackwell,Scottish Journal of Political Economy,0036-9292,1,NA
Liverpool University Press,Sculpture Journal,1366-2724,1,NA
Elsevier BV,Sedimentary Geology,0037-0738,1,NA
IOS Press,Semantic Web,2210-4968,1,NA
Elsevier BV,Seminars in Pediatric Neurology,1071-9091,1,NA
Informa UK Limited,Settler Colonial Studies,2201-473X,1,NA
Informa UK Limited,Sex Education,1468-1811,1,NA
SAGE Publications,Sexual Abuse: A Journal of Research and Treatment,1079-0632,1,NA
S. Karger AG,Sexual Development,1661-5425,1,NA
SAGE Publications,Sexualities,1363-4607,1,NA
Ovid Technologies (Wolters Kluwer Health),Sexually Transmitted Diseases,0148-5717,1,NA
S. Karger AG,Skin Pharmacology and Physiology,1660-5527,1,NA
Wiley-Blackwell,Skin Research and Technology,0909-752X,1,NA
Informa UK Limited,Slavery & Abolition,0144-039X,1,NA
Elsevier BV,Sleep Medicine Reviews,1087-0792,1,NA
Wiley-Blackwell,Small Methods,2366-9608,1,NA
SAGE Publications,Social & Legal Studies,0964-6639,1,NA
Emerald,Social Enterprise Journal,1750-8614,1,NA
Informa UK Limited,Social Epistemology,0269-1728,1,NA
Elsevier BV,Social Networks,0378-8733,1,NA
Oxford University Press (OUP),Social Politics: International Studies in Gender, State & Society,1072-4745,1,NA
Wiley-Blackwell,Social Science Quarterly,0038-4941,1,NA
Wiley-Blackwell,Social and Personality Psychology Compass,1751-9004,1,NA
Wiley-Blackwell,Sociologia Ruralis,0038-0199,1,NA
Mary Ann Liebert Inc,Soft Robotics,2169-5172,1,NA
Wiley-Blackwell,Software Testing, Verification and Reliability,0960-0833,1,NA
Elsevier BV,Solid State Communications,0038-1098,1,NA
Wiley-Blackwell,South African Journal of Economics,0038-2280,1,NA
Informa UK Limited,South Asian Studies,0266-6030,1,NA
Informa UK Limited,Southern Forests: a Journal of Forest Science,2070-2620,1,NA
Elsevier BV,Space Policy,0265-9646,1,NA
Informa UK Limited,Space and Polity,1356-2576,1,NA
Informa UK Limited,Spectroscopy Letters,0038-7010,1,NA
American Psychological Association (APA),Sport, Exercise, and Performance Psychology,2157-3913,1,NA
IOS Press,Statistical Journal of the IAOS,1874-7655,1,NA
Informa UK Limited,Strabismus,0927-3972,1,NA
Wiley-Blackwell,Strain,0039-2103,1,NA
Wiley-Blackwell,Studies in Applied Mathematics,0022-2526,1,NA
SAGE Publications,Studies in Christian Ethics,0953-9468,1,NA
Informa UK Limited,Studies in French Cinema,1471-5880,1,NA
SAGE Publications,Studies in History,0257-6430,1,NA
Elsevier BV,Studies in History and Philosophy of Science Part A,0039-3681,1,NA
Cambridge University Press (CUP),Studies in Second Language Acquisition,0272-2631,1,NA
Informa UK Limited,Studies in the Education of Adults,0266-0830,1,NA
Elsevier BV,Superlattices and Microstructures,0749-6036,1,NA
Wiley-Blackwell,Support for Learning,0268-2141,1,NA
World Scientific Pub Co Pte Lt,Surface Review and Letters,0218-625X,1,NA
Elsevier BV,Surgery for Obesity and Related Diseases,1550-7289,1,NA
SAGE Publications,Surgical Innovation,1553-3506,1,NA
Elsevier BV,Survey of Ophthalmology,0039-6257,1,NA
Mary Ann Liebert Inc,Sustainability: The Journal of Record,1937-0695,1,NA
Elsevier BV,Sustainable Chemistry and Pharmacy,2352-5541,1,NA
Informa UK Limited,Sustainable and Resilient Infrastructure,2378-9689,1,NA
Elsevier BV,Swarm and Evolutionary Computation,2210-6502,1,NA
Wiley-Blackwell,Systems Engineering,1098-1241,1,NA
MIT Press - Journals,TDR/The Drama Review,1054-2043,1,NA
International Association for Plant Taxonomy,Taxon,0040-0262,1,NA
Elsevier BV,Teaching and Teacher Education,0742-051X,1,NA
Informa UK Limited,Technology, Pedagogy and Education,1475-939X,1,NA
Elsevier BV,Telecommunications Policy,0308-5961,1,NA
Informa UK Limited,Territory, Politics, Governance,2162-2671,1,NA
SAGE Publications,Textile Research Journal,0040-5175,1,NA
Cambridge University Press (CUP),The Aeronautical Journal,0001-9240,1,NA
Ovid Technologies (Wolters Kluwer Health),The American Journal of Surgical Pathology,0147-5185,1,NA
Elsevier BV,The Annals of Thoracic Surgery,0003-4975,1,NA
American Astronomical Society,The Astrophysical Journal Supplement Series,1538-4365,1,NA
SAGE Publications,The British Journal of Diabetes & Vascular Disease,1474-6514,1,NA
Oxford University Press (OUP),The British Journal of Social Work,0045-3102,1,NA
Liverpool University Press,The Byron Journal,0301-7257,1,NA
Elsevier BV,The Cell Surface,2468-2330,1,NA
Wiley-Blackwell,The Clinical Respiratory Journal,1752-6981,1,NA
Wiley-Blackwell,The Clinical Teacher,1743-4971,1,NA
SAGE Publications,The Diabetes Educator,0145-7217,1,NA
Elsevier BV,The Extractive Industries and Society,2214-790X,1,NA
Wiley-Blackwell,The Heythrop Journal,0018-1196,1,NA
SAGE Publications,The International Journal of Aging and Human Development,0091-4150,1,NA
Brill Academic Publishers,The International Journal of Children's Rights,0927-5568,1,NA
SAGE Publications,The International Journal of Evidence & Proof,1365-7127,1,NA
SAGE Publications,The International Journal of Press/Politics,1940-1612,1,NA
Informa UK Limited,The International Journal of the History of Sport,0952-3367,1,NA
Informa UK Limited,The International Spectator,0393-2729,1,NA
Informa UK Limited,The Journal of Adhesion,0021-8464,1,NA
Cambridge University Press (CUP),The Journal of Agricultural Science,0021-8596,1,NA
Wiley-Blackwell,The Journal of Clinical Pharmacology,0091-2700,1,NA
Wiley-Blackwell,The Journal of Dermatology,0385-2407,1,NA
Informa UK Limited,The Journal of Environmental Education,0095-8964,1,NA
Informa UK Limited,The Journal of Genetic Psychology,0022-1325,1,NA
Wiley-Blackwell,The Journal of Industrial Economics,0022-1821,1,NA
Informa UK Limited,The Journal of Legislative Studies,1357-2334,1,NA
Informa UK Limited,The Journal of Maternal-Fetal & Neonatal Medicine,1476-7058,1,NA
Elsevier BV,The Journal of Nutritional Biochemistry,0955-2863,1,NA
Informa UK Limited,The Journal of Psychology,0022-3980,1,NA
Informa UK Limited,The Journal of Social Psychology,0022-4545,1,NA
Wiley-Blackwell,The Journal of Wildlife Management,0022-541X,1,NA
Elsevier BV,The Lancet Planetary Health,2542-5196,1,NA
Informa UK Limited,The Language Learning Journal,0957-1736,1,NA
Informa UK Limited,The Law Teacher,0306-9400,1,NA
Informa UK Limited,The London Journal,0305-8034,1,NA
Informa UK Limited,The New Bioethics,2050-2877,1,NA
Informa UK Limited,The Nonproliferation Review,1073-6700,1,NA
Wiley-Blackwell,The Obstetrician & Gynaecologist,1467-2561,1,NA
Oxford University Press (OUP),The Quarterly Journal of Mathematics,0033-5606,1,NA
Wiley-Blackwell,The Scandinavian Journal of Economics,0347-0520,1,NA
Edinburgh University Press,The Scottish Historical Review,0036-9241,1,NA
Informa UK Limited,The Serials Librarian,0361-526X,1,NA
Cambridge University Press (CUP),The Spanish Journal of Psychology,1988-2904,1,NA
Informa UK Limited,The Translator,1355-6509,1,NA
Wiley-Blackwell,The World Economy,0378-5920,1,NA
SAGE Publications,Theoretical Criminology,1362-4806,1,NA
SAGE Publications,Theory & Psychology,0959-3543,1,NA
SAGE Publications,Therapeutic Advances in Neurological Disorders,1756-2856,1,NA
SAGE Publications,Therapeutic Advances in Respiratory Disease,1753-4658,1,NA
Elsevier BV,Theriogenology,0093-691X,1,NA
SAGE Publications,Thesis Eleven,0725-5136,1,NA
Elsevier BV,Thin-Walled Structures,0263-8231,1,NA
Informa UK Limited,Thinking & Reasoning,1354-6783,1,NA
Wiley-Blackwell,Thunderbird International Business Review,1096-4762,1,NA
Mary Ann Liebert Inc,Thyroid,1050-7256,1,NA
SAGE Publications,Time & Society,0961-463X,1,NA
Informa UK Limited,Tissue Barriers,2168-8370,1,NA
Elsevier BV,Tissue and Cell,0040-8166,1,NA
Informa UK Limited,Tourism Recreation Research,0250-8281,1,NA
Liverpool University Press,Town Planning Review,0041-0020,1,NA
Elsevier BV,Toxicology Letters,0378-4274,1,NA
Informa UK Limited,Translation,2169-0731,1,NA
Informa UK Limited,Translation Studies,1478-1700,1,NA
Elsevier BV,Transportation Research Part B: Methodological,0191-2615,1,NA
Informa UK Limited,Transportmetrica A: Transport Science,2324-9935,1,NA
Elsevier BV,Trends in Plant Science,1360-1385,1,NA
Informa UK Limited,Tribology Transactions,1040-2004,1,NA
Elsevier BV,Urology,0090-4295,1,NA
Elsevier BV,Utilities Policy,0957-1787,1,NA
Wiley-Blackwell,Veterinary Ophthalmology,1463-5216,1,NA
Wiley-Blackwell,Veterinary and Comparative Oncology,1476-5810,1,NA
Informa UK Limited,Victims & Offenders,1556-4886,1,NA
SAGE Publications,Violence Against Women,1077-8012,1,NA
Informa UK Limited,Visual Studies,1472-586X,1,NA
Wiley-Blackwell,Vox Sanguinis,0042-9007,1,NA
Practical Action Publishing,Waterlines,0262-8104,1,NA
Informa UK Limited,Waves in Random and Complex Media,1745-5030,1,NA
Wiley-Blackwell,Wiley Interdisciplinary Reviews: Computational Statistics,1939-5108,1,NA
Wiley-Blackwell,Wiley Interdisciplinary Reviews: Energy and Environment,2041-8396,1,NA
Informa UK Limited,Wood Material Science & Engineering,1748-0272,1,NA
Informa UK Limited,Word & Image,0266-6286,1,NA
SAGE Publications,Work and Occupations,0730-8884,1,NA
Elsevier BV,World Development Perspectives,2452-2929,1,NA
SAGE Publications,Written Communication,0741-0883,1,NA
SAGE Publications,YOUNG,1103-3088,1,NA
Informa UK Limited,Youth Theatre Journal,0892-9092,1,NA
Wiley-Blackwell,Zoo Biology,0733-3188,1,NA
Wiley-Blackwell,Zygon®,0591-2385,1,NA
Elsevier BV,iScience,2589-0042,1,NA
Springer Nature,npj Digital Medicine,2398-6352,1,NA
Springer Nature,npj Science of Food,2396-8370,1,NA
