"Institution";Publisher;APC price;Currency;DOI;Payment year;
"University of Helsinki";Elsevier;2220;EUR;10.1016/j.tranon.2021.101290;2021;
"University of Helsinki";Elsevier;3450;USD;10.1016/j.neuroimage.2021.118802;2021;
"University of Helsinki";Elsevier;1050;EUR;10.1016/j.nme.2021.101099;2021;
"University of Helsinki";Hindawi;1075;USD;10.1155/2021/1488829;2021;
"University of Helsinki";Ivyspring;3000;AUD;10.7150/ijbs.66314;2021;
"University of Helsinki";JMIR Publications;2033;USD;10.2196/23613 ;2021;
"University of Helsinki";JMIR Publications;2675;USD;10.2196/30352 ;2021;
"University of Helsinki";Kura Publishing;300;EUR;10.26822/iejee.2021.223;2021;
"University of Helsinki";Oxford;2330;EUR;10.1093/gbe/evab059;2021;
"University of Helsinki";Oxford;2444;EUR;10.1093/molbev/msab144;2021;
"University of Helsinki";Oxford;1780;EUR;10.1093/bjsopen/zrab128;2021;
"University of Helsinki";PeerJ;1195;USD;10.7717/peerj.11523;2021;
"University of Helsinki";PeerJ;1195;USD;10.7717/peerj.11613;2021;
"University of Helsinki";PeerJ;1219;USD;10.7717/peerj.11781;2021;
"University of Helsinki";PeerJ;995;USD;10.7717/peerj.12374;2021;
"University of Helsinki";Pensoft;599.15;EUR;10.3897/BDJ.9.e75590;2021;
"University of Helsinki";Pensoft;654.5;EUR;10.3897/BDJ.10.e78166;2021;
"University of Helsinki";PLOS;1695;USD;10.1371/journal.pone.0247164;2021;
"University of Helsinki";PLOS;2500;USD;10.1371/journal.pcbi.1008426;2021;
"University of Helsinki";PLOS;1695;USD;10.1371/journal.pone.0253270;2021;
"University of Helsinki";PLOS;1695;USD;10.1371/journal.pone.0254124;2021;
"University of Helsinki";PLOS;2575;USD;10.1371/journal.ppat.1009721;2021;
"University of Helsinki";PLOS;2575;USD;10.1371/journal.ppat.1009843;2021;
"University of Helsinki";PLOS;1749;USD;10.1371/journal.pone.0249156;2021;
"University of Helsinki";PLOS;1749;USD;10.1371/journal.pone.0259463;2021;
"University of Helsinki";PLOS;1749;USD;10.1371/journal.pone.0260377;2021;
"University of Helsinki";PLOS;1749;USD;10.1371/journal.pone.0261002;2021;
"University of Helsinki";Resilience Alliance;1275;USD;10.5751/ES-12313-260213;2021;
"University of Helsinki";Roskilde Universitet;350;USD;10.18291/njwls.126226 ;2021;
"University of Helsinki";RSC;637.5;GBP;10.1039/D1RA01559A;2021;
"University of Helsinki";SAGE;297.5;GBP;10.1177/23969415211010423;2021;
"University of Helsinki";SAGE;888;GBP;10.1177/11786361211050086;2021;
"University of Helsinki";Society for Neuroscience;2875;USD;10.1523/ENEURO.0028-21.2021;2021;
"University of Helsinki";Springer Nature;1690;EUR;10.1038/s41598-021-84151-7;2021;
"University of Helsinki";Springer Nature;1690;EUR;10.1038/s41598-021-89134-2;2021;
"University of Helsinki";Springer Nature;1690;EUR;10.1038/s41598-021-90842-y;2021;
"University of Helsinki";Springer Nature;1690;EUR;10.1038/s41598-021-94259-5;2021;
"University of Helsinki";Springer Nature;1690;EUR;10.1038/s41598-021-94084-w;2021;
"University of Helsinki";Springer Nature;1700;EUR;10.1038/s41438-021-00642-8;2021;
"University of Helsinki";Springer Nature;3170;EUR;10.1038/s41398-021-01626-x;2021;
"University of Helsinki";Springer Nature;990;GBP;10.1057/s41599-021-00911-w;2021;
"University of Helsinki";Springer Nature;1690;EUR;10.1038/s41598-021-00510-4;2021;
"University of Helsinki";Springer Nature;3500;EUR;10.1038/s41467-021-26969-3;2021;
"University of Helsinki";Springer Nature;3060;GBP;10.1038/s41408-021-00586-1;2021;
"University of Helsinki";Springer Nature;1690;EUR;10.1038/s41597-021-01113-4;2021;
"University of Helsinki";SpringerOpen;1990;EUR;10.1186/s40635-021-00422-7;2021;
"University of Helsinki";Taylor & Francis;1500;EUR;10.1080/02813432.2021.1910449;2021;
"University of Helsinki";Taylor & Francis;705;USD;10.1080/15487733.2021.1902062;2021;
"University of Helsinki";Taylor & Francis;1055;EUR;10.1080/2331186X.2021.1978622;2021;
"University of Helsinki";Taylor & Francis;2595;EUR;10.1080/2162402X.2021.1993042;2021;
"University of Helsinki";Taylor & Francis;1715;EUR;10.1080/19490976.2021.2013761;2021;
"University of Helsinki";Wiley;2600;USD;10.1111/cas.15199;2021;
"University of Helsinki";Wiley;3300;EUR;10.1111/nan.12788;2021;
"University of Helsinki";Copernicus;1581;EUR;10.5194/acp-21-1173-2021;2021;
"University of Helsinki";Copernicus;1953;EUR;10.5194/acp-21-695-2021;2021;
"University of Helsinki";Copernicus;1463;EUR;10.5194/angeo-39-85-2021;2021;
"University of Helsinki";Copernicus;1694;EUR;10.5194/bg-18-207-2021;2021;
"University of Helsinki";Copernicus;3773;EUR;10.5194/angeo-39-189-2021;2021;
"University of Helsinki";Copernicus;1674;EUR;10.5194/acp-21-2287-2021;2021;
"University of Helsinki";Copernicus;2139;EUR;10.5194/bg-18-2003-2021;2021;
"University of Helsinki";Copernicus;2325;EUR;10.5194/acp-21-4123-2021;2021;
"University of Helsinki";Copernicus;1540;EUR;10.5194/angeo-39-289-2021;2021;
"University of Helsinki";Copernicus;1209;EUR;10.5194/acp-21-5499-2021;2021;
"University of Helsinki";Copernicus;1860;EUR;10.5194/tc-15-1677-2021;2021;
"University of Helsinki";Copernicus;1232;EUR;10.5194/acp-21-7357-2021;2021;
"University of Helsinki";Copernicus;1953;EUR;10.5194/amt-14-3501-2021;2021;
"University of Helsinki";Copernicus;1395;EUR;10.5194/acp-21-7901-2021;2021;
"University of Helsinki";Copernicus;930;EUR;10.5194/acp-21-8313-2021;2021;
"University of Helsinki";Copernicus;1232;EUR;10.5194/amt-14-4445-2021;2021;
"University of Helsinki";Copernicus;2697;EUR;10.5194/acp-21-9223-2021;2021;
"University of Helsinki";Copernicus;1581;EUR;10.5194/acp-21-8961-2021;2021;
"University of Helsinki";Copernicus;1488;EUR;10.5194/acp-21-8775-2021;2021;
"University of Helsinki";Copernicus;1488;EUR;10.5194/amt-14-4187-2021;2021;
"University of Helsinki";Copernicus;1488;EUR;10.5194/acp-21-11437-2021;2021;
"University of Helsinki";Copernicus;1386;EUR;10.5194/amt-14-5089-2021;2021;
"University of Helsinki";Copernicus;2697;EUR;10.5194/acp-21-10081-2021;2021;
"University of Helsinki";Copernicus;2139;EUR;10.5194/acp-21-9931-2021;2021;
"University of Helsinki";Copernicus;2046;EUR;10.5194/hess-25-4719-2021;2021;
"University of Helsinki";Copernicus;1395;EUR;10.5194/acp-21-12649-2021;2021;
"University of Helsinki";Copernicus;2232;EUR;10.5194/bg-18-4681-2021;2021;
"University of Helsinki";Copernicus;1395;EUR;10.5194/acp-21-12173-2021;2021;
"University of Helsinki";Copernicus;1860;EUR;10.5194/amt-14-5535-2021;2021;
"University of Helsinki";Copernicus;1232;EUR;10.5194/acp-21-13593-2021;2021;
"University of Helsinki";Copernicus;1600;EUR;10.5194/gmd-14-6605-2021;2021;
"University of Helsinki";Copernicus;1386;EUR;10.5194/angeo-39-911-2021;2021;
"University of Helsinki";Copernicus;2139;EUR;10.5194/amt-14-6419-2021;2021;
"University of Helsinki";Copernicus;2511;EUR;10.5194/acp-21-14761-2021;2021;
"University of Helsinki";Copernicus;1232;EUR;10.5194/acp-21-14671-2021;2021;
"University of Helsinki";Copernicus;1001;EUR;10.5194/amt-14-7341-2021;2021;
"University of Helsinki";Copernicus;1925;EUR;10.5194/acp-21-16453-202;2021;
"University of Helsinki";AAAS;3801.32;EUR;10.1126/sciadv.abj0512;2021;
"University of Helsinki";AAAS;1633.52;EUR;10.1126/sciimmunol.abe3454;2021;
"University of Helsinki";AAAS;2645.37;EUR;10.1126/science.abe0298;2021;
"University of Helsinki";AAAS;4953.71;EUR;10.1126/sciadv.abj7912;2021;
"University of Helsinki";AACR;1755.38;EUR;10.1158/0008-5472.CAN-20-4026;2021;
"University of Helsinki";AACR;5383.39;EUR;10.1158/0008-5472.CAN-20-1760;2021;
"University of Helsinki";AACR;2176.67;EUR;10.1158/0008-5472.CAN-20-4026;2021;
"University of Helsinki";AACR;4834.21;EUR;10.1158/2326-6066.CIR-20-0814;2021;
"University of Helsinki";AACR;3570.77;EUR;10.1158/1535-7163.MCT-20-1031;2021;
"University of Helsinki";ACM;1091.06;EUR;10.1145/3446005;2021;
"University of Helsinki";AIP;1652.13;EUR;10.1063/5.0068803;2021;
"University of Helsinki";AIP;2322.6;EUR;10.1063/5.0038496;2021;
"University of Helsinki";Allen Press;2544.54;EUR;10.13073/FPJ-D-20-00038;2021;
"University of Helsinki";American Diabetes Association;2227.47;EUR;10.2337/db20-1174;2021;
"University of Helsinki";APJAI;435.96;EUR;10.12932/AP-310321-1102;2021;
"University of Helsinki";ASCI;4016.24;EUR;10.1172/JCI152386;2021;
"University of Helsinki";ASM;2800.47;EUR;10.1128/mBio.00902-21 ;2021;
"University of Helsinki";ASM;675.63;EUR;10.1128/AAC.01398-21;2021;
"University of Helsinki";ASM;886.86;EUR;10.1128/MRA.01147-20;2021;
"University of Helsinki";ASM;1977.57;EUR;10.1128/AEM.02957-20;2021;
"University of Helsinki";ASPET;3150.94;EUR;10.1124/molpharm.120.000210 ;2021;
"University of Helsinki";ASPET;2099.32;EUR;10.1124/dmd.121.000430 ;2021;
"University of Helsinki";ASPET;764.41;EUR;10.1124/molpharm.120.000094;2021;
"University of Helsinki";ASPET;820.03;EUR;10.1124/dmd.121.000430 ;2021;
"University of Helsinki";Bioscientifica;4166.4;EUR;10.1530/EJE-21-0668;2021;
"University of Helsinki";Bioscientifica;2066.35;EUR;10.1530/EC-21-0206;2021;
"University of Helsinki";BMC;252.29;EUR;10.1101/2021.03.05.434062;2021;
"University of Helsinki";BMC;2165.66;EUR;10.1186/s12890-021-01578-4;2021;
"University of Helsinki";BMC;2535.8;EUR;10.1186/s12859-021-04294-2;2021;
"University of Helsinki";BMC;1776.5;EUR;10.1186/s12877-021-02607-x;2021;
"University of Helsinki";BMC;2535.8;EUR;10.1186/s40462-021-00266-6;2021;
"University of Helsinki";BMC;2165.66;EUR;10.1186/s13028-021-00570-6;2021;
"University of Helsinki";BMC;1700;EUR;10.1186/s12917-021-02802-3;2021;
"University of Helsinki";BMJ;3891.53;EUR;10.1136/jmedgenet-2021-107747 ;2021;
"University of Helsinki";BMJ;1564.2;EUR;10.1136/jitc-2021-002707 ;2021;
"University of Helsinki";BMJ;2746.4;EUR;10.1136/jitc-2021-003000;2021;
"University of Helsinki";BMJ;1413.68;EUR;10.1136/bmjresp-2020-000845;2021;
"University of Helsinki";BMJ;3675.01;EUR;10.1136/annrheumdis-2021-220698;2021;
"University of Helsinki";Bristol University Press;1500;EUR;10.1332/263169021X16364177574612;2021;
"University of Helsinki";Cambridge;2972;EUR;10.1017/epi.2021.33;2021;
"University of Helsinki";Cambridge;1314.14;EUR;10.1017/fmp.2021.11;2021;
"University of Helsinki";Cambridge;2965.5;EUR;10.1017/S1471068421000296;2021;
"University of Helsinki";Cambridge;1362.77;EUR;10.1017/RDC.2020.128;2021;
"University of Helsinki";Cambridge;2244.77;EUR;10.1017/pab.2021.3;2021;
"University of Helsinki";Company of Biologists;2098.67;EUR;10.1242/dev.199417;2021;
"University of Helsinki";Company of Biologists;4224.51;EUR;10.1242/dev.194597;2021;
"University of Helsinki";Company of Biologists;1946.8;EUR;10.1242/bio.059072;2021;
"University of Helsinki";Company of Biologists;4118.24;EUR;10.1242/dev.197475;2021;
"University of Helsinki";Company of Biologists;4077.94;EUR;10.1242/jcs.252767;2021;
"University of Helsinki";Company of Biologists;3375.53;EUR;10.1242/dev.199281;2021;
"University of Helsinki";Dove Press;1758;EUR;10.2147/IPRP.S280523;2021;
"University of Helsinki";Edinburgh University Press;1173.58;EUR;10.3366/word.2021.0186;2021;
"University of Helsinki";EDP;1860;EUR;10.1051/0004-6361/202140580 ;2021;
"University of Helsinki";EDP;1860;EUR;10.1051/0004-6361/202140315 ;2021;
"University of Helsinki";eLife;2590.03;EUR;10.7554/eLife.62678;2021;
"University of Helsinki";eLife;2124.99;EUR;10.7554/eLife.60710;2021;
"University of Helsinki";Elsevier;1245;EUR;10.1053/j.gastro.2020.09.011;2021;
"University of Helsinki";Elsevier;1264.8;EUR;10.1016/j.ebiom.2021.103211;2021;
"University of Helsinki";Elsevier;4500;EUR;10.1016/j.xcrm.2021.100373;2021;
"University of Helsinki";Elsevier;1024.21;EUR;10.1053/j.gastro.2021.04.042;2021;
"University of Helsinki";Elsevier;717.85;EUR;10.1016/j.sleh.2021.04.002;2021;
"University of Helsinki";Elsevier;5580;EUR;10.1016/j.xcrm.2021.100226;2021;
"University of Helsinki";Elsevier;462.95;EUR;10.1016/j.euros.2020.11.003;2021;
"University of Helsinki";Elsevier;1860;EUR;10.1016/j.heliyon.2021.e06243;2021;
"University of Helsinki";Elsevier;3583.6;EUR;10.1016/j.healun.2021.11.011;2021;
"University of Helsinki";Elsevier;620;EUR;10.1016/j.clinph.2021.07.031;2021;
"University of Helsinki";Elsevier;4075;EUR;10.1016/j.earscirev.2021.103784;2021;
"University of Helsinki";Elsevier;1075;EUR;10.1016/j.epidem.2021.100468;2021;
"University of Helsinki";Elsevier;641.3;EUR;10.1016/j.softx.2021.100686;2021;
"University of Helsinki";Elsevier;3744.8;EUR;10.1016/j.omto.2021.02.006;2021;
"University of Helsinki";Elsevier;3744.8;EUR;10.1016/j.omtm.2021.01.014;2021;
"University of Helsinki";Elsevier;5580;EUR;10.1016/j.celrep.2021.109131;2021;
"University of Helsinki";Elsevier;1190.4;EUR;10.1016/j.bioactmat.2021.08.007;2021;
"University of Helsinki";Elsevier;4885.6;EUR;10.1016/j.tins.2021.01.004;2021;
"University of Helsinki";Elsevier;750;EUR;10.1016/j.neuroimage.2021.117759;2021;
"University of Helsinki";Elsevier;877.92;EUR;10.1016/j.foreco.2021.119081;2021;
"University of Helsinki";Elsevier;3261.2;EUR;10.1016/j.funeco.2021.101106;2021;
"University of Helsinki";Elsevier;2630;EUR;10.1016/j.funeco.2021.101112;2021;
"University of Helsinki";Elsevier;1084.06;EUR;10.3168/jds.2021-20918;2021;
"University of Helsinki";Elsevier;2477.91;EUR;10.1016/j.ymthe.2021.04.035;2021;
"University of Helsinki";Elsevier;5170;EUR;10.1016/j.cell.2021.01.034;2021;
"University of Helsinki";Elsevier;2115.23;EUR;10.1016/j.cell.2021.01.034;2021;
"University of Helsinki";Elsevier;5800;EUR;10.1016/j.tins.2021.11.002;2021;
"University of Helsinki";Elsevier;1104.72;EUR;10.1016/j.ymthe.2021.04.035;2021;
"University of Helsinki";Elsevier;5642;EUR;10.1016/j.cub.2021.05.036;2021;
"University of Helsinki";Elsevier;3240;EUR;10.1016/j.jaci.2020.12.656;2021;
"University of Helsinki";Elsevier;1196;EUR;10.1053/j.gastro.2019.12.033;2021;
"University of Helsinki";EMBO;5828;EUR;10.15252/embr.202153824;2021;
"University of Helsinki";EMBO;3224;EUR;10.15252/msb.202110396;2021;
"University of Helsinki";Ferrata-Storti Foundation;498.48;EUR;10.3324/haematol.2021.279140;2021;
"University of Helsinki";Franz Steiner Verlag;1116;EUR;10.25162/gz-2022-0001;2021;
"University of Helsinki";Frontiers;2788.35;EUR;10.3389/fnbeh.2021.712774;2021;
"University of Helsinki";Frontiers;1804.09;EUR;10.3389/fpsyg.2021.730924;2021;
"University of Helsinki";Frontiers;1851.39;EUR;10.3389/frhs.2021.709271;2021;
"University of Helsinki";Frontiers;900.38;EUR;10.3389/fcomm.2021.670173;2021;
"University of Helsinki";Frontiers;1057.51;EUR;10.3389/fspas.2020.610278;2021;
"University of Helsinki";Frontiers;847.05;EUR;10.3389/fspas.2021.631582;2021;
"University of Helsinki";Frontiers;2775.65;EUR;10.3389/fpls.2021.675760;2021;
"University of Helsinki";Frontiers;547.62;EUR;10.3389/fenvs.2021.672468;2021;
"University of Helsinki";Frontiers;2668.34;EUR;10.3389/fmicb.2021.617269;2021;
"University of Helsinki";Frontiers;1592.12;EUR;10.3389/fvets.2021.623998;2021;
"University of Helsinki";Frontiers;1438.43;EUR;10.3389/fnsyn.2021.672475;2021;
"University of Helsinki";Frontiers;2288.2;EUR;10.3389/fneur.2021.738800;2021;
"University of Helsinki";Frontiers;2188.7;EUR;10.3389/fimmu.2021.738481;2021;
"University of Helsinki";Frontiers;2342.84;EUR;10.3389/fevo.2021.725467;2021;
"University of Helsinki";GeoScienceWorld;2672.41;EUR;10.1130/G49007.1;2021;
"University of Helsinki";Hindawi;2233.12;EUR;10.1155/2021/6682471;2021;
"University of Helsinki";IEEE;230.7;EUR;10.1109/TAFFC.2021.3059043;2021;
"University of Helsinki";IIAR;556.81;EUR;10.21873/cdp.10070;2021;
"University of Helsinki";Intellect;1444.95;EUR;10.1386/jivs_00040_1;2021;
"University of Helsinki";Intellect;1780.53;EUR;10.1386/jivs_00039_1;2021;
"University of Helsinki";Intellect;1168.98;EUR;10.1386/eta_00067_1;2021;
"University of Helsinki";IOP;2945;EUR;10.1088/1361-6579/ac3218;2021;
"University of Helsinki";IOP;853.25;EUR;10.3847/1538-4357/abf04b;2021;
"University of Helsinki";IOP;894.08;EUR;10.3847/1538-4357/abc878;2021;
"University of Helsinki";IOP;2070.8;EUR;10.1088/1367-2630/ac1898;2021;
"University of Helsinki";John Benjamins;1800;EUR;;2021;"Riho Grünthal: ""Drastic demographic events triggered the Uralic spread"""
"University of Helsinki";Liebert;850.02;EUR;10.1089/hum.2020.222;2021;
"University of Helsinki";Liebert;536.99;EUR;10.1089/vbz.2019.2562;2021;
"University of Helsinki";Life Science Alliance;3212.99;EUR;10.26508/lsa.202101068;2021;
"University of Helsinki";Magnolia Press;294.98;EUR;10.11646/zootaxa.4941.4.1 ;2021;
"University of Helsinki";Magnolia Press;550.08;EUR;10.11646/zootaxa.5072.6.1 ;2021;
"University of Helsinki";MDPI;1789;EUR;10.3390/genes12060921;2021;
"University of Helsinki";MDPI;2279.67;EUR;10.3390/cancers13030398;2021;
"University of Helsinki";MDPI;2213.98;EUR;10.3390/cancers13153727;2021;
"University of Helsinki";MDPI;2279.03;EUR;10.3390/cancers13040628;2021;
"University of Helsinki";MDPI;1665.12;EUR;10.3390/brainsci11020209;2021;
"University of Helsinki";MDPI;1442.74;EUR;10.3390/genes12071095;2021;
"University of Helsinki";MDPI;2061.51;EUR;10.3390/v13020143;2021;
"University of Helsinki";MDPI;250;EUR;10.3390/d12120473;2021;
"University of Helsinki";MDPI;1411.89;EUR;10.3390/systems9020022;2021;
"University of Helsinki";MDPI;1811.37;EUR;10.3390/coatings11091124;2021;
"University of Helsinki";MDPI;670.88;EUR;10.3390/chemistry3030072;2021;
"University of Helsinki";MDPI;2066.09;EUR;10.3390/v13020313;2021;
"University of Helsinki";MDPI;829.42;EUR;10.3390/educsci11010012;2021;
"University of Helsinki";MDPI;1859.65;EUR;10.3390/su13020594;2021;
"University of Helsinki";MDPI;1504.18;EUR;10.3390/su13031187;2021;
"University of Helsinki";MDPI;1811.37;EUR;10.3390/jof7040265;2021;
"University of Helsinki";MDPI;1658.83;EUR;10.3390/v13030362;2021;
"University of Helsinki";MDPI;2012.62;EUR;10.3390/biom11101526;2021;
"University of Helsinki";MDPI;2012.62;EUR;10.3390/microorganisms9071347;2021;
"University of Helsinki";MDPI;2071.84;EUR;10.3390/molecules26030747;2021;
"University of Helsinki";MDPI;2188.7;EUR;10.3390/cancers13040800;2021;
"University of Helsinki";MDPI;2218.68;EUR;10.3390/cancers13061212;2021;
"University of Helsinki";MDPI;2213.39;EUR;10.3390/cancers13071527;2021;
"University of Helsinki";Oxford;1200;EUR;10.1210/clinem/dgab816;2021;
"University of Helsinki";Oxford;1953;EUR;10.1093/ecco-jcc/jjaa252;2021;
"University of Helsinki";Oxford;3968;EUR;10.1093/nar/gkab438;2021;
"University of Helsinki";Oxford;3943.2;EUR;10.1093/bib/bbaa003;2021;
"University of Helsinki";Oxford;2108;EUR;10.1093/scan/nsab113;2021;
"University of Helsinki";Oxford;4746.42;EUR;10.1093/cercor/bhab338;2021;
"University of Helsinki";Oxford;4898;EUR;10.1093/cercor/bhab357;2021;
"University of Helsinki";Oxford;3264;EUR;10.1093/genetics/iyab159;2021;
"University of Helsinki";Oxford;3571.2;EUR;10.1093/nar/gkab048;2021;
"University of Helsinki";PLOS;1735.02;EUR;10.1371/journal.pone.0245666;2021;
"University of Helsinki";PLOS;1788.55;EUR;10.1371/journal.pone.0251692;2021;
"University of Helsinki";PLOS;1719.68;EUR;10.1371/journal.pone.0252099;2021;
"University of Helsinki";PLOS;1746.4;EUR;10.1371/journal.pone.0238667;2021;
"University of Helsinki";PLOS;831.43;EUR;10.1371/journal.pone.0241278;2021;
"University of Helsinki";PLOS;2129.83;EUR;10.1371/journal.pcbi.1009418;2021;
"University of Helsinki";PLOS;1824.63;EUR;10.1371/journal.pone.0255260;2021;
"University of Helsinki";PLOS;1101.02;EUR;10.1371/journal.pone.0260009;2021;
"University of Helsinki";PLOS;2555.86;EUR;10.1371/journal.pcbi.1008570;2021;
"University of Helsinki";PLOS;2229.83;EUR;10.1371/journal.pcbi.1008947;2021;
"University of Helsinki";PLOS;2163.12;EUR;10.1371/journal.pcbi.1008374;2021;
"University of Helsinki";PLOS;2068.17;EUR;10.1371/journal.pgen.1009501;2021;
"University of Helsinki";PNAS;3072.14;EUR;10.1073/pnas.2023787118;2021;
"University of Helsinki";PNAS;2991.87;EUR;10.1073/pnas.2016304118;2021;
"University of Helsinki";Resilience Alliance;620.62;EUR;10.5751/ACE-01835-160118;2021;
"University of Helsinki";Resilience Alliance;1000.17;EUR;10.5751/ES-12476-260302;2021;
"University of Helsinki";Royal Society;1020;EUR;10.1098/rspb.2021.0719;2021;
"University of Helsinki";RSC;1427.95;EUR;10.1039/D1CC00811K;2021;
"University of Helsinki";SAGE;1644.7;EUR;10.1177/21526567211003844;2021;
"University of Helsinki";SAGE;274.6;EUR;10.1177/20592043211033578;2021;
"University of Helsinki";SAGE;561.09;EUR;10.1177/21582440211013792;2021;
"University of Helsinki";Society for Neuroscience;2016.53;EUR;10.1523/ENEURO.0424-21.2021 ;2021;
"University of Helsinki";Springer Nature;1946.8;EUR;10.1038/s41598-020-79055-x;2021;
"University of Helsinki";Springer Nature;5617.2;EUR;10.1038/s41467-021-27220-9;2021;
"University of Helsinki";Springer Nature;5617.2;EUR;10.1038/s41467-021-25806-x;2021;
"University of Helsinki";Springer Nature;3571.2;EUR;10.1038/s41586-021-03747-1;2021;
"University of Helsinki";Springer Nature;5617.2;EUR;10.1038/s41467-021-22637-8;2021;
"University of Helsinki";Springer Nature;2095.6;EUR;10.1038/s41598-021-94522-9;2021;
"University of Helsinki";Springer Nature;2690.8;EUR;10.1007/s43440-020-00207-x;2021;
"University of Helsinki";Springer Nature;2095.6;EUR;10.1038/s41598-021-94511-y;2021;
"University of Helsinki";Springer Nature;2095.6;EUR;10.1038/s41598-021-84635-6;2021;
"University of Helsinki";Springer Nature;1030;EUR;10.1038/s41467-021-26969-3;2021;
"University of Helsinki";Springer Nature;5617.2;EUR;10.1038/s41467-021-23283-w;2021;
"University of Helsinki";Springer Nature;1339.2;EUR;10.1038/s41567-020-0914-9;2021;
"University of Helsinki";Springer Nature;2232;EUR;10.1038/s41561-020-00661-5;2021;
"University of Helsinki";Springer Nature;3186.6;EUR;10.1007/s00382-020-05590-y;2021;
"University of Helsinki";Springer Nature;2095.6;EUR;10.1038/s41598-021-85538-2;2021;
"University of Helsinki";Springer Nature;2715.6;EUR;10.1007/s10984-020-09345-8;2021;
"University of Helsinki";Springer Nature;1060;EUR;10.1057/s41599-021-00965-w;2021;
"University of Helsinki";Springer Nature;2095.6;EUR;10.1038/s41598-021-84174-0;2021;
"University of Helsinki";Springer Nature;1690;EUR;10.1038/s41598-021-81741-3;2021;
"University of Helsinki";Springer Nature;1690;EUR;10.1038/s41598-021-87545-9;2021;
"University of Helsinki";Springer Nature;3930.8;EUR;10.1038/s41398-021-01654-7;2021;
"University of Helsinki";Springer Nature;1570;EUR;10.1038/s41598-020-80005-w;2021;
"University of Helsinki";Springer Nature;3323.2;EUR;10.1038/s42003-021-01779-x;2021;
"University of Helsinki";Springer Nature;5617.2;EUR;10.1038/s41467-021-26285-w;2021;
"University of Helsinki";Springer Nature;2095.6;EUR;10.1038/s41598-021-04086-x;2021;
"University of Helsinki";Springer Nature;2095.6;EUR;10.1038/s41598-021-03010-7;2021;
"University of Helsinki";Springer Nature;2678.4;EUR;10.1038/s41588-021-00846-7;2021;
"University of Helsinki";Springer Nature;5617.2;EUR;10.1038/s41467-021-23165-1;2021;
"University of Helsinki";Springer Nature;2095.6;EUR;10.1038/s41598-021-83102-6;2021;
"University of Helsinki";Springer Nature;2095.6;EUR;10.1038/s41598-021-89317-x;2021;
"University of Helsinki";T&F;3837.8;EUR;10.1080/10428194.2021.1894652;2021;
"University of Helsinki";T&F;1199.51;EUR;10.1080/15476286.2021.1983287;2021;
"University of Helsinki";T&F;4000;EUR;10.1080/14789450.2020.1858056;2021;
"University of Helsinki";T&F;1308.2;EUR;10.1080/23746149.2021.2006080;2021;
"University of Helsinki";T&F;1000;EUR;10.1080/2331186X.2021.1923361;2021;
"University of Helsinki";T&F;2650;EUR;10.1080/03055698.2021.2000369;2021;
"University of Helsinki";T&F;1091.2;EUR;10.1080/02673843.2021.2010578;2021;
"University of Helsinki";T&F;3095;EUR;10.1080/14790718.2021.2003802;2021;
"University of Helsinki";T&F;3521.6;EUR;10.1080/02827581.2020.1813798;2021;
"University of Helsinki";T&F;3837.8;EUR;10.1080/10408398.2021.1879727;2021;
"University of Helsinki";T&F;3837.8;EUR;10.1080/02827581.2021.1981433;2021;
"University of Helsinki";T&F;719.2;EUR;10.1080/03009742.2021.1944306;2021;
"University of Helsinki";Ubiquity Press;378.33;EUR;10.5334/gjgl.1100;2021;
"University of Helsinki";Ubiquity Press;651.84;EUR;10.5334/johd.55;2021;
"University of Helsinki";UFAW;2099.13;EUR;10.7120/09627286.30.4.007;2021;
"University of Helsinki";University of Chicago Press;2735.94;EUR;10.1086/717814;2021;
"University of Helsinki";University of Illinois Press;1649.89;EUR;10.5406/janimalethics.11.1.0047;2021;
"University of Helsinki";VIA University College;350;EUR;10.18291/njwls.129504 ;2021;
"University of Helsinki";Wageningen;1364;EUR;10.22434/IFAMR2020.0142;2021;
"University of Helsinki";Wiley;3352.15;EUR;10.1002/path.5733;2021;
"University of Helsinki";Wiley;1833.42;EUR;10.1002/cpt.2429;2021;
"University of Helsinki";Wiley;1424.07;EUR;10.1002/cpt.2316;2021;
"University of Helsinki";Wiley;3720;EUR;10.1111/apm.13190;2021;
"University of Helsinki";Wiley;4092;EUR;10.1111/bju.15683;2021;
"University of Helsinki";Wiley;2050;EUR;10.1002/cre2.516;2021;
"University of Helsinki";Wiley;130.21;EUR;10.1029/2020GL090403;2021;
"University of Helsinki";Wiley;2182.4;EUR;10.1029/2020SW002654;2021;
"University of Helsinki";Wiley;2678.4;EUR;10.1029/2021GL095655;2021;
"University of Helsinki";Wiley;3100;EUR;10.1111/1365-2745.13568;2021;
"University of Helsinki";Wiley;3100;EUR;10.1111/2047-8852.12344;2021;
"University of Helsinki";Wiley;2050;EUR;10.1111/pce.14194;2021;
"University of Helsinki";Wiley;1620;EUR;10.1002/ece3.8120;2021;
"University of Helsinki";Wiley;2500;EUR;10.1111/zsc.12519;2021;
