Publisher;APC price;Currency;DOI;Payment year;;;;;;
Springer Nature;3170;EUR;10.1038/s41398-021-01626-x;2021;;;;;;
Springer Nature;990;GBP;10.1057/s41599-021-00911-w;2021;;;;;;
Springer Nature;1690;EUR;10.1038/s41598-021-00510-4;2021;;;;;;
Springer Nature;3500;EUR;10.1038/s41467-021-26969-3;2021;;;;;;
Springer Nature;3060;GBP;10.1038/s41408-021-00586-1;2021;;;;;;
Springer Nature;1690;EUR;10.1038/s41597-021-01113-4;2021;;;;;;
SpringerOpen;1990;EUR;10.1186/s40635-021-00422-7;2021;;;;;;
Taylor & Francis;1500;EUR;10.1080/02813432.2021.1910449;2021;;;;;;
Taylor & Francis;705;USD;10.1080/15487733.2021.1902062;2021;;;;;;
Taylor & Francis;1055;EUR;10.1080/2331186X.2021.1978622;2021;;;;;;
Taylor & Francis;2595;EUR;10.1080/2162402X.2021.1993042;2021;;;;;;
Taylor & Francis;1715;EUR;10.1080/19490976.2021.2013761;2021;;;;;;
Wiley;2600;USD;10.1111/cas.15199;2021;;;;;;
Wiley;3300;EUR;10.1111/nan.12788;2021;;;;;;
Copernicus;1581;EUR;10.5194/acp-21-1173-2021;2021;;;;;;
Copernicus;1953;EUR;10.5194/acp-21-695-2021;2021;;;;;;
Copernicus;1463;EUR;10.5194/angeo-39-85-2021;2021;;;;;;
Copernicus;1694;EUR;10.5194/bg-18-207-2021;2021;;;;;;
Copernicus;3773;EUR;10.5194/angeo-39-189-2021;2021;;;;;;
Copernicus;1674;EUR;10.5194/acp-21-2287-2021;2021;;;;;;
Copernicus;2139;EUR;10.5194/bg-18-2003-2021;2021;;;;;;
Copernicus;2325;EUR;10.5194/acp-21-4123-2021;2021;;;;;;
Copernicus;1540;EUR;10.5194/angeo-39-289-2021;2021;;;;;;
Copernicus;1209;EUR;10.5194/acp-21-5499-2021;2021;;;;;;
Copernicus;1860;EUR;10.5194/tc-15-1677-2021;2021;;;;;;
Copernicus;1232;EUR;10.5194/acp-21-7357-2021;2021;;;;;;
Copernicus;1953;EUR;10.5194/amt-14-3501-2021;2021;;;;;;
Copernicus;1395;EUR;10.5194/acp-21-7901-2021;2021;;;;;;
Copernicus;930;EUR;10.5194/acp-21-8313-2021;2021;;;;;;
Copernicus;1232;EUR;10.5194/amt-14-4445-2021;2021;;;;;;
Copernicus;2697;EUR;10.5194/acp-21-9223-2021;2021;;;;;;
Copernicus;1581;EUR;10.5194/acp-21-8961-2021;2021;;;;;;
Copernicus;1488;EUR;10.5194/acp-21-8775-2021;2021;;;;;;
Copernicus;1488;EUR;10.5194/amt-14-4187-2021;2021;;;;;;
Copernicus;1488;EUR;10.5194/acp-21-11437-2021;2021;;;;;;
Copernicus;1386;EUR;10.5194/amt-14-5089-2021;2021;;;;;;
Copernicus;2697;EUR;10.5194/acp-21-10081-2021;2021;;;;;;
Copernicus;2139;EUR;10.5194/acp-21-9931-2021;2021;;;;;;
Copernicus;2046;EUR;10.5194/hess-25-4719-2021;2021;;;;;;
Copernicus;1395;EUR;10.5194/acp-21-12649-2021;2021;;;;;;
Copernicus;2232;EUR;10.5194/bg-18-4681-2021;2021;;;;;;
Copernicus;1395;EUR;10.5194/acp-21-12173-2021;2021;;;;;;
Copernicus;1860;EUR;10.5194/amt-14-5535-2021;2021;;;;;;
Copernicus;1232;EUR;10.5194/acp-21-13593-2021;2021;;;;;;
Copernicus;1600;EUR;10.5194/gmd-14-6605-2021;2021;;;;;;
Copernicus;1386;EUR;10.5194/angeo-39-911-2021;2021;;;;;;
Copernicus;2139;EUR;10.5194/amt-14-6419-2021;2021;;;;;;
Copernicus;2511;EUR;10.5194/acp-21-14761-2021;2021;;;;;;
Copernicus;1232;EUR;10.5194/acp-21-14671-2021;2021;;;;;;
Copernicus;1001;EUR;10.5194/amt-14-7341-2021;2021;;;;;;
Copernicus;1925;EUR;10.5194/acp-21-16453-202;2021;;;;;;
;;;;;;;;;;
MEDIAANI (EUR);1658,83;;;;;;;;;
