"PublicationID","Article Title","DOI","PMC ID","Publication Date","Article URL","Open Access Status","Copyright License","Type","Journal Title","Publisher","APC Amount","Other Payments","Entry Point","Publication Year"
"FF30DAED-8E57-4111-A871-C3357869E947","Health effects of dietary risks in 195 countries, 1990–2017: a systematic analysis for the Global Burden of Disease Study 2017","10.1016/S0140-6736(19)30041-8","Chronos Submission in Process",4/3/2019,"https://www.thelancet.com/journals/lancet/article/PIIS0140-6736(19)30041-8/fulltext","hybrid","CC-BY","Journal article","The Lancet","Elsevier",5000,0,"APC Request",2019
"3049A042-C80A-4908-BED3-E07E4515C0D9","Household Costs of Diarrhea by Etiology in Seven Countries, The Global Enterics Mulitcenter Study (GEMS)","10.1093/ofid/ofz150","PMC6484153",4/3/2019,"https://academic.oup.com/ofid/advance-article/doi/10.1093/ofid/ofz150/5426480","gold","CC-BY","Journal article","Open Forum Infectious Diseases","Oxford University Press",3000,0,"APC Request",2019
"B8AFD0F0-50AE-49B5-8E58-C902F3E3A8B3","Advancing contraceptive security, availability, and choice in Malawi using a quality improvement methodology","10.12688/gatesopenres.12896.1","Chronos Submission in Process",4/3/2019,"https://gatesopenresearch.org/articles/3-1111","Gold","CC-BY",,"Gates Open Research","Bill & Melinda Gates Foundation",1000,0,"Journal Finder",2019
"2B30FCD4-B1FC-4839-888F-394F6488B101","Genetic evaluation of test day milk yields from smallholder dairy production systems in Kenya using genomic relationships","10.3168/jds.2018-15807","Chronos Submission in Process",4/3/2019,"https://www.journalofdairyscience.org/article/S0022-0302(19)30312-1/abstract","hybrid","CC-BY","Journal article","Journal of Dairy Science","Elsevier",3500,0,"APC Request",2019
"EBF5913E-0439-4FBB-A4C8-670C7E67236C","Blocking HIV-1 Infection by Chromosomal Integrative Expression of Human CD4 on the Surface of Lactobacillus acidophilus ATCC 4356","10.1128/jvi.01830-18","PMC30728264",4/3/2019,"https://syndication.highwire.org/content/doi/10.1128/JVI.01830-18","bronze","UNKNOWN","Journal article","Journal of Virology","American Society for Microbiology",0,0,"Imported",2019
"1603815D-11EE-4938-9B81-0180E81222E6","Livestock ownership is associated with increased odds of anemia among preschool-aged children, but not women of reproductive age in Ghana","10.1111/mcn.12604","PMC6055803",4/2/2019,"https://onlinelibrary.wiley.com/doi/full/10.1111/mcn.12604","Hybrid","CC-BY","Journal article","Maternal & Child Nutrition","Wiley",3700,0,"Post submission",2019
"A78CBF9D-1F79-4A69-AD6F-802370665BB0","HIV Controllers exhibit effective CD8+T cell recognition of HIV-1 infected non-activated CD4+T cells","10.1016/j.celrep.2019.03.016","PMC6449512",4/2/2019,"https://www.cell.com/cell-reports/fulltext/S2211-1247(19)30323-7?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS2211124719303237%3Fshowall%3Dtrue","gold","CC-BY","Journal article","Cell Reports","Elsevier",5000,0,"Post submission",2019
"4B2FD713-2381-4386-9E19-685E15DE9D06","Tuberculosis drugs’ distribution and emergence of resistance in patient’s lung lesions: A mechanistic model and tool for regimen and dose optimization","10.1371/journal.pmed.1002773","PMC6445413",4/2/2019,"https://journals.plos.org/plosmedicine/article?id=10.1371/journal.pmed.1002773","gold","CC-BY","retraction","PLoS Medicine","Public Library of Science",3000,0,"APC Request",2019
"D2C45224-5944-4CC5-B3C2-7B7305B76B4E","Effect of behavioral change intervention around new-born care practices among most marginalized women in self-help groups in rural India: Analyses of three cross-sectional surveys between 2013 and 2016","10.1038/s41372-019-0358-1","PMC6760593",4/2/2019,"https://www.nature.com/articles/s41372-019-0358-1","Hybrid","CC-BY","Journal article","Journal of Perinatology","Nature Publishing Group",3760,0,"APC Request",2019
"D128131F-E68A-4FCA-B8E4-6E4BEF2A9B28","Methylation at the C-3′ in D-Ring of Strigolactone Analogs Reduces Biological Activity in Root Parasitic Plants and Rice","10.3389/fpls.2019.00353","PMC6455008",4/2/2019,"https://www.frontiersin.org/articles/10.3389/fpls.2019.00353/full","Gold","CC-BY","Journal article","Frontiers in Plant Science","Frontiers Media",2950,0,"Post submission",2019
"880DDCE8-B37D-414B-A34C-9CA4A8971D38","Validity of self-reported receipt of iron supplements during pregnancy: Implications for coverage measurement","10.1186/s12884-019-2247-1","PMC6446307",4/2/2019,"https://bmcpregnancychildbirth.biomedcentral.com/articles/10.1186/s12884-019-2247-1","Gold","CC-BY","Journal article","BMC Pregnancy and Childbirth","BioMed Central",1823.25,75,"APC Request",2019
"B3F56853-7D71-47AB-A623-6C2DE9FD9FAA","The benefits of family planning (FP) use in Benin: an application of the Demographic Dividend Model (DemDiv)","10.12688/gatesopenres.12906.1","PMC6826173",4/2/2019,"https://gatesopenresearch.org/articles/3-1110","Gold","CC-BY",,"Gates Open Research","Bill & Melinda Gates Foundation",1000,0,"Journal Finder",2019
"796D2554-E1AD-477F-8719-5233B415EDF9","Drying of fecal sludge in 3D laminate enclosures for urban waste management","10.1016/j.scitotenv.2019.03.487","PMC6525274",4/2/2019,"https://www.sciencedirect.com/science/article/pii/S0048969719315037?via%3Dihub","Hybrid","CC-BY","Journal article","Science of the Total Environment","Elsevier",3400,0,"Post submission",2019
"AD8BDFD6-121D-4C17-84E8-766FEB37E8AF","Seasonal malaria vector and transmission dynamics in western Burkina Faso","10.1186/s12936-019-2747-5","PMC6444393",4/2/2019,"https://malariajournal.biomedcentral.com/articles/10.1186/s12936-019-2747-5","Gold","CC-BY","Journal article","Malaria Journal","BioMed Central",2240,75,"APC Request",2019
"F7DAA82D-BAF1-44C1-BC20-2D70CD13DB59","Protocol for Geolocating Rural Villages of Women in Liberia Utilizing a Maternity Waiting Home","10.1186/s13104-019-4224-1","PMC6444816",4/2/2019,"https://bmcresnotes.biomedcentral.com/articles/10.1186/s13104-019-4224-1","Gold","CC-BY","Journal article","BMC Research Notes","BioMed Central",1096.5,75,"Post submission",2019
"6C0F4582-7B09-4B30-ADD0-F5F21AF5451E","Markers of Systemic Inflammation and Environmental Enteric Dysfunction Are Not Reduced by Zinc or Multivitamins in Tanzanian Infants: A Randomized, Placebo-Controlled Trial","10.1016/j.jpeds.2019.02.016","PMC6590867",4/2/2019,"https://www.jpeds.com/article/S0022-3476(19)30240-9/fulltext","hybrid","CC-BY","Journal article","The Journal of Pediatrics","Elsevier",3750,0,"APC Request",2019
"A5B6D90A-5A47-46B9-A56B-46550234D965","Kinetics of maternally-derived serogroup A, C, Y and W-specific meningococcal immunoglobulin G in Malian women and infants","10.1016/j.vaccine.2019.03.045","PMC30952500",4/2/2019,"https://www.sciencedirect.com/science/article/pii/S0264410X19303792","closed","UNKNOWN","abstract","Vaccine","Elsevier",0,0,"Imported",2019
"186C187C-6858-4AA2-A3CC-9D87DE861E19","Mapping imported malaria in Bangladesh using parasite genetic and human mobility data","10.7554/elife.43481","PMC30938289",4/2/2019,"https://www.tropicalmedicine.ox.ac.uk/publications/993039","gold","CC-BY","Journal article","eLife","eLife Sciences Publications",0,0,"Imported",2019
"E08D68F3-C216-4819-B6F8-F0A0C9A662CF","Social Norms Measurement: Catching up With Programs and Moving the Field Forward","10.1016/j.jadohealth.2019.01.001","PMC6426726",4/1/2019,"https://www.sciencedirect.com/science/article/pii/S1054139X19300035","hybrid","CC-BY-NC-ND","Journal article","Journal of Adolescent Health","Elsevier",3000,0,"APC Request",2019
"1A2777B6-3CAF-431B-B615-AB7AE0C26EE0","Assessing Kwa-Zulu-Natal’s progress towards malaria elimination and its readiness for sub-national verification","10.1186/s12936-019-2739-5","PMC6444529",4/1/2019,"https://malariajournal.biomedcentral.com/articles/10.1186/s12936-019-2739-5","GOLD","CC-BY","Journal article","Malaria Journal","BioMed Central",2104.78,401.97,"APC Request",2019
"0B18D4BF-733A-42BF-81B3-AD264C970CE5","The differential impact of HIV and antiretroviral therapy on gender-specific tuberculosis rates","10.1111/tmi.13209","PMC6555136",4/1/2019,"https://onlinelibrary.wiley.com/doi/abs/10.1111/tmi.13209","closed","Closed","Journal article","Tropical Medicine and International Health","Wiley",0,0,"Imported",2019
"2E155396-2D23-4B59-A351-46D6D71604BF","Improving the quality of modelling evidence used for tuberculosis policy evaluation","10.5588/ijtld.18.0660","Chronos Submission in Process",4/1/2019,"https://www.ingentaconnect.com/content/iuatld/ijtld/2019/00000023/00000004/art00004","HYBRID","CC-BY","Journal article","International Journal of Tuberculosis and Lung Disease","International Union Against Tuberculosis and Lung Disease",2260.5,0,"APC Request",2019
"6A9E9C3D-0BAC-47C4-B8B1-7906D8C6F161","Public transfers and the poverty of children and the elderly in Uruguay","10.1002/pop4.159","Chronos Submission in Process",4/1/2019,"https://onlinelibrary.wiley.com/doi/abs/10.1002/pop4.159","hybrid","CC-BY","Journal article","Poverty & Public Policy","Wiley",2500,0,"Post submission",2019
"0871893D-0678-4EA2-A776-3462D402E370","Distance to clinic is a barrier to PrEP uptake and visit attendance in a community in rural Uganda","10.1002/jia2.25276","PMC31037845",4/1/2019,"https://onlinelibrary.wiley.com/doi/full/10.1002/jia2.25276","gold","CC-BY","Journal article","Journal of the International AIDS Society","Wiley",0,0,"Imported",2019
"149BC4BF-D5DE-4BEA-AB66-45AD22B1596A","Estimating malaria disease burden in the Asia-Pacific","10.12688/wellcomeopenres.15164.1","Chronos Submission in Process",4/1/2019,"https://wellcomeopenresearch.org/articles/4-59","gold","CC-BY","Journal article","Wellcome Open Research","F1000Research",0,0,"Imported",2019
"85280B1C-5A6C-4EEF-96C8-8182FB19FBBD","Identification of diseases in newborns using advanced acoustic features of cry signals","10.1016/j.bspc.2019.01.010","Chronos Submission in Process",4/1/2019,"https://www.sciencedirect.com/science/article/pii/S1746809419300102","green","CC-BY-NC-ND","Journal article","Biomedical Signal Processing and Control","Elsevier",0,0,"Imported",2019
"AD09D600-0031-4C27-B474-46462051A777","Hemodynamic forces enhance decidualization via endothelial-derived prostaglandin E2 and prostacyclin in a microfluidic model of the human endometrium","10.1093/humrep/dez003","PMC30789661",4/1/2019,"https://paperity.org/p/192504792/hemodynamic-forces-enhance-decidualization-via-endothelial-derived-prostaglandin-e2-and","hybrid","CC-BY","Journal article","Human Reproduction","Oxford University Press",0,0,"Imported",2019
"B9EB6411-3F5E-43BE-B6A6-69F4DA9B7A1F","An interactive application for malaria elimination transmission and costing in the Asia-Pacific","10.12688/wellcomeopenres.14770.2","Chronos Submission in Process",4/1/2019,"https://wellcomeopenresearch.org/articles/4-61","gold","CC-BY","Journal article","Wellcome Open Research","F1000Research",0,0,"Imported",2019
"C93DE305-EC3D-4BEE-B107-A0E481315BF7","Global survey data on rice breeders' characteristics and willingness to adopt alternative breeding methods","10.1016/j.dib.2019.103782","PMC6660548",4/1/2019,"https://www.sciencedirect.com/science/article/pii/S2352340919301337","gold","CC-BY","Journal article","Data in Brief","Elsevier",500,0,"APC Request",2019
"23CF8A74-FCF5-4E7D-9D8A-D3E674D28B86","Malaria elimination transmission and costing in the Asia-Pacific: a multi-species dynamic transmission model","10.12688/wellcomeopenres.14771.2","Chronos Submission in Process",4/1/2019,"https://wellcomeopenresearch.org/articles/4-62","gold","CC-BY","Journal article","Wellcome Open Research","F1000Research",0,0,"Imported",2019
"30DBC1A7-15E9-47B5-987E-1D78341F9267","Timing of combination antiretroviral therapy (cART) initiation is not associated with stillbirth among HIV-infected pregnant women in Malawi","10.1111/tmi.13233","PMC30891866",4/1/2019,"https://onlinelibrary.wiley.com/doi/full/10.1111/tmi.13233","green","UNKNOWN","Journal article","Tropical Medicine and International Health","Wiley",0,0,"Imported",2019
"2F251D0A-FD6C-40B1-B0B0-AE241EF4BA34","Maskless laser nano-lithography of glass through sequential activation of multi-threshold ablation","10.1063/1.5080344","Chronos Submission in Process",4/1/2019,"https://aip.scitation.org/doi/abs/10.1063/1.5080344","closed","UNKNOWN","Journal article","Applied Physics Letters","American Institute of Physics",0,0,"Imported",2019
"9A3B5870-A13D-4792-89D3-7357036C213A","An interactive application for malaria elimination transmission and costing in the Asia-Pacific","10.12688/wellcomeopenres.14770.1","Chronos Submission in Process",4/1/2019,"https://wellcomeopenresearch.org/articles/4-61/v1","gold","CC-BY","Journal article","Wellcome Open Research","F1000Research",0,0,"Imported",2019
"D28506FB-0C32-402B-82C5-B278ECF8BD0B","Scaling-up Norms-Focused Interventions for Adolescent and Youth Sexual and Reproductive Health: Current Practice and Reflections for Moving the Field Forward","10.1016/j.jadohealth.2019.01.002","PMC6426720",4/1/2019,"https://api.elsevier.com/content/article/PII:S1054139X19300047?httpAccept=text/xml","Hybrid","CC-BY-NC-ND","Journal article","Journal of Adolescent Health","Elsevier",0,0,"Imported",2019
"D5FE3560-FF3D-4981-8D6D-083586784CC9","Malaria elimination transmission and costing in the Asia-Pacific: Developing an investment case","10.12688/wellcomeopenres.14769.1","Chronos Submission in Process",4/1/2019,"https://www.tropicalmedicine.ox.ac.uk/publications/991128","gold","CC-BY","Journal article","Wellcome Open Research","F1000Research",0,0,"Imported",2019
"D4304161-C85B-4E4D-BC71-F8E13302690D","Malaria elimination transmission and costing in the Asia-Pacific: a multi-species dynamic transmission model","10.12688/wellcomeopenres.14771.1","Chronos Submission in Process",4/1/2019,"https://wellcomeopenresearch.org/articles/4-62/v1","gold","CC-BY","Journal article","Wellcome Open Research","F1000Research",0,0,"Imported",2019
"F18DC4C9-061D-4438-8C92-87F0929A9A83","The relationships between democratic experience, adult health, and cause-specific mortality in 170 countries between 1980 and 2016: an observational analysis","10.1016/S0140-6736(19)30235-1","PMC6484695",4/1/2019,"https://www.thelancet.com/journals/lancet/article/PIIS0140-6736(19)30235-1/fulltext","hybrid","CC-BY","Journal article","The Lancet","Elsevier",5000,0,"APC Request",2019
"CB3D5923-A867-4096-8476-C12C0CB19EE1","An Observational Case-Control Study to Determine Human Immunodeficiency Virus and Host Factor Influence on Biomarker Distribution and Serodiagnostic Potential in Adult Pulmonary Tuberculosis","10.3390/tropicalmed4020057","PMC6630477",3/31/2019,"https://www.mdpi.com/2414-6366/4/2/57","Gold","CC-BY","Journal article","Tropical Medicine and Infectious Disease","MDPI",351.11,-100.32,"APC Request",2019
"EDEF4B52-6864-41CE-AD39-E5153B955CEF","Changes in Iron Status Are Related to Changes in Brain Activity and Behavior in Rwandan Female University Students: Results from a Randomized Controlled Efficacy Trial Involving Iron-Biofortified Beans","10.1093/jn/nxy265","PMC6461719",3/30/2019,"https://academic.oup.com/jn/advance-article/doi/10.1093/jn/nxy265/5423557","HYBRID","CC-BY","Journal article","Journal of Nutrition","Oxford University Press",5000,305,"APC Request",2019
"32490BEE-D5C9-44B2-BD88-08DA642D2C3B","Seasonal gaps in measles vaccination coverage in Madagascar","10.1016/j.vaccine.2019.02.069","PMC6466641",3/30/2019,"https://www.sciencedirect.com/science/article/pii/S0264410X19302762?via%3Dihub","hybrid","CC-BY","Journal article","Vaccine","Elsevier",2450,0,"Post submission",2019
"93817939-98BB-40EA-A0D4-9B94FC3AAEC2","Plasma Fibroblast Growth Factor 21 is Associated with Subsequent Growth in a Cohort of Underweight Children in Bangladesh","10.1093/cdn/nzz024","PMC6511337",3/30/2019,"https://academic.oup.com/cdn/advance-article/doi/10.1093/cdn/nzz024/5423877","gold","CC-BY","Journal article","Current Developments in Nutrition","American Society for Nutrition",3300,0,"APC Request",2019
"FF3D4E57-7B70-4CC9-B831-177B2DBFF332","Seasonal gaps in measles vaccination coverage in Madagascar COLOUR CHARGES","10.1016/j.vaccine.2019.02.069","PMC6466641",3/30/2019,"https://www.sciencedirect.com/science/article/pii/S0264410X19302762?via%3Dihub","HYBRID","CC-BY","Journal article","Vaccine","Elsevier",1368.2,0,"APC Request",2019
"6885504C-5447-4C8A-BC19-2939A6768049","Latent class analysis of the social determinants of health-seeking behaviour for delivery among pregnant women in Malawi","10.1136/bmjgh-2018-000930","PMC6441245",3/30/2019,"https://gh.bmj.com/content/4/2/e000930","Gold","CC-BY","Journal article","BMJ Global Health","BMJ Publishing Group",4800,0,"APC Request",2019
"20ADB466-8971-411E-9100-76B2F70EABAE","Small Businesses, Potentially Large Impacts: The Role of Fertilizer Traders as Agricultural Extension Agents in Bangladesh","10.1108/JADEE-08-2017-0078","Chronos Submission in Process",3/29/2019,"https://www.emeraldinsight.com/doi/abs/10.1108/JADEE-08-2017-0078","hybrid","CC-BY","Journal article","Journal of Agribusiness in Developing and Emerging Economies","Emerald",2400,0,"Post submission",2019
"A397C358-30A2-4AE8-9E77-5000467E9A21","Mouse models of Loa loa","10.1038/s41467-019-09442-0","PMC6441053",3/29/2019,"https://www.nature.com/articles/s41467-019-09442-0","gold","CC-BY",,"Nature Communications","Nature Publishing Group",5200,0,"Journal Finder",2019
"515D53AC-4D6A-4979-AAE2-0E4B8CA3FA40","Inferring HIV-1 transmission networks and sources of epidemic spread in Africa with deep-sequence phylogenetic analysis","10.1038/s41467-019-09139-4","PMC6441045",3/29/2019,"https://www.nature.com/articles/s41467-019-09139-4","gold","CC-BY","Journal article","Nature Communications","Nature Publishing Group",5200,140,"Post submission",2019
"9EC07F2A-EC27-49BE-AE51-147741AE7F4C","Nine genes abundantly expressed in the epididymis are not essential for male fecundity in mice","10.1111/andr.12621","PMC6688925",3/29/2019,"https://onlinelibrary.wiley.com/doi/full/10.1111/andr.12621","hybrid","CC-BY","Journal article","Andrology","American Society of Andrology",3000,0,"APC Request",2019
"898BB980-8B7F-4DAD-A277-8566CF4C00B2","Increased monocyte count as a cellular biomarker for poor outcomes in fibrotic diseases: a retrospective, multicentre cohort study","10.1016/S2213-2600(18)30508-3","PMC6529612",3/29/2019,"https://www.thelancet.com/journals/lanres/article/PIIS2213-2600(18)30508-3/fulltext","hybrid","CC-BY","Journal article","The Lancet Respiratory Medicine","Elsevier",5000,0,"APC Request",2019
"226C5BD4-B061-4A48-9276-68EE06F4BB23","Self-stratified and self-powered micro-supercapacitor integrated into a microbial fuel cell operating in human urine","10.1016/j.electacta.2019.03.194","PMC6559283",3/29/2019,"https://www.sciencedirect.com/science/article/pii/S0013468619306267?via%3Dihub","hybrid","CC-BY","Journal article","Electrochimica Acta","Elsevier",3400,0,"Post submission",2019
"5EB22E99-70A7-4968-BD21-D9517A0B9EB2","Editorial overview: Emerging viruses: interspecies transmission","10.1016/j.coviro.2019.02.003","PMC30904411",3/29/2019,"https://api.elsevier.com/content/article/PII:S1879625719300094?httpAccept=text/xml","closed","UNKNOWN","Journal article","Current Opinion in Virology","Elsevier",0,0,"Imported",2019
"6C3B563D-2439-4DDF-BB1D-34E9271E2AD6","“The more children you have, the more praise you get from the community”: exploring the role of sociocultural context and perceptions of care on maternal and newborn health among Somali refugees in UNHCR supported camps in Kenya","10.1186/s13031-019-0195-z","PMC30976297",3/29/2019,"https://conflictandhealth.biomedcentral.com/articles/10.1186/s13031-019-0195-z","gold","CC-BY","Journal article","Conflict and Health","Springer Verlag",0,0,"Imported",2019
"217266B2-3011-4DF8-A50F-F316A6B92A0D","Lower respiratory tract infections in children in a well-vaccinated South African birth cohort: Spectrum of disease and risk factors","10.1093/cid/ciz017","PMC30925191",3/29/2019,"https://research-repository.uwa.edu.au/en/publications/lower-respiratory-tract-infections-in-children-in-a-well-vaccinat","Closed","UNKNOWN","Journal article","Clinical Infectious Diseases","Oxford University Press",0,0,"Imported",2019
"E43F8D3A-B61C-49F4-87B9-2321064BA394","Plasmodium falciparum and O’nyong-nyong Virus Development in a Transgenic Anopheles gambiae (Diptera: Culicidae) Strain","10.1093/jme/tjz032","PMC6595505",3/29/2019,"https://academic.oup.com/jme/advance-article/doi/10.1093/jme/tjz032/5423051","Hybrid","CC-BY","Journal article","Journal of Medical Entomology","Oxford University Press",3281,0,"APC Request",2019
"AB224C6F-EF6F-46CF-B1C8-AFF11C34BF28","Pregnant users’ perceptions of the Birth Plan interface in the My-Prenatal-Care application: An observational and validation study","10.2196/11374","PMC6458531",3/28/2019,"https://formative.jmir.org/2019/1/e11374/","gold","CC-BY","Journal article","Journal of Medical Internet Research","Journal of Medical Internet Research",1500,105,"APC Request",2019
"8BC2D34B-2920-4A77-B6EF-FB063E70BB5F","Measuring Adverse Child Experiences Among Young Adolescents Globally: Relationships With Depressive Symptoms and Violence Perpetration","10.1016/j.jadohealth.2019.01.020","PMC6599173",3/28/2019,"https://www.sciencedirect.com/science/article/pii/S1054139X1930062X","Hybrid","CC-BY",,"Journal of Adolescent Health","Elsevier",3000,0,"Journal Finder",2019
"C7394DE9-E0C9-48A0-B3D3-9FAD50B017FD","Outcomes of patients lost to follow-up after antiretroviral therapy initiation in rural north-eastern South Africa","10.1111/tmi.13236","PMC6563456",3/28/2019,"https://onlinelibrary.wiley.com/doi/full/10.1111/tmi.13236","Hybrid","CC-BY","Journal article","Tropical Medicine and International Health","Wiley",3000,0,"Post submission",2019
"45F581EA-4CC8-49C9-8E9F-D04D017500B3","A Holistic Approach to Streamlining Pharmaceutical Processes: A Conversation","10.1021/acs.oprd.8b00440","PMC6528383",3/28/2019,"https://pubs.acs.org/doi/full/10.1021/acs.oprd.8b00440","hybrid","CC-BY","Journal article","Organic Process Research and Development","American Chemical Society (ACS)",3000,0,"APC Request",2019
"976E6DE2-A030-44F3-9573-DACD263489EB","Comparing simulated client experiences with phone survey self-reports for measuring the quality of family planning counseling: The case of depot medroxyprogesterone acetate – subcutaneous (DMPA-SC) in Nigeria","10.12688/gatesopenres.12935.1","Chronos Submission in Process",3/28/2019,"https://gatesopenresearch.org/articles/3-1092","Gold","CC-BY",,"Gates Open Research","Bill & Melinda Gates Foundation",1000,0,"Journal Finder",2019
"A8E81F45-F57A-4ABF-9C12-3E9D21ADF17A","Suicidal germination as a control strategy for Striga hermonthica (Benth.) insmallholder farms of sub-Saharan Africa","10.1002/ppp3.32","Chronos Submission in Process",3/28/2019,"https://nph.onlinelibrary.wiley.com/doi/10.1002/ppp3.32","Gold","CC-BY","Journal article","Plants, People, Planet","Wiley",2500,0,"APC Request",2019
"434BAAA0-163D-4855-BD11-83EBE0198C51","Cost and cost-effectiveness of health behavior change interventions implemented with self-help groups in Bihar, India","10.1371/journal.pone.0213723","PMC6438566",3/28/2019,"https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0213723","Gold","CC-BY","Journal article","PLOS ONE","Public Library of Science",1495,0,"APC Request",2019
"E24B79FA-E080-4F18-BA5F-386F001F6C70","Long Term Antibody Persistence after Hepatitis E Virus Infection and Vaccination in Dongtai, China","10.1093/ofid/ofz144","pmc6475590",3/28/2019,"https://academic.oup.com/ofid/advance-article/doi/10.1093/ofid/ofz144/5421321","Gold","CC-BY","Journal article","Open Forum Infectious Diseases","Oxford University Press",3000,0,"APC Request",2019
"835941FA-13A3-42D6-B1E7-61852E78E2D7","Anthropometry at birth and at age of routine vaccination to predict mortality in the first year of life: a birth cohort study in Bukinafaso","10.1371/journal.pone.0213523","PMC6438502",3/28/2019,"https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0213523","gold","CC-BY","Journal article","PLOS ONE","Public Library of Science",1595,0,"APC Request",2019
"81B5672E-79BF-4110-AEBC-B3C9A3154F25","Identification of donors for low-nitrogen stress with maize lethal necrosis (MLN) tolerance for maize breeding in sub-Saharan Africa","10.1007/s10681-019-2406-5","PMC6445404",3/28/2019,"https://link.springer.com/article/10.1007%2Fs10681-019-2406-5","hybrid","CC-BY","Journal article","Euphytica","Springer Verlag",3140,0,"Post submission",2019
"C5BB46E6-9DCB-45D4-9DB7-F52805528AE6","Developing zebrafish disease models for in vivo small molecule screens","10.1016/j.cbpa.2019.02.005","PMC30928773",3/28/2019,"https://www.sciencedirect.com/science/article/pii/S1367593118301492","Closed","UNKNOWN","Journal article","Current Opinion in Chemical Biology","Elsevier",0,0,"Imported",2019
"EDBB08B8-E0D2-4530-9C8C-AAE267137EE2","OMIP-056: Evaluation of Human Conventional T Cells, Donor-Unrestricted T Cells, and NK Cells Including Memory Phenotype by Intracellular Cytokine Staining","10.1002/cyto.a.23753","PMC30919583",3/28/2019,"https://onlinelibrary.wiley.com/doi/10.1002/cyto.a.23753","Hybrid","CC-BY","Journal article","Cytometry Part A","Wiley",0,0,"Imported",2019
"6AD02E8A-FC74-48A7-90C1-BA80641FB16C","Nasopharyngeal Carriage of Antimicrobial-Resistant Pneumococci in an Intensively Sampled South African Birth Cohort","10.3389/fmicb.2019.00610","PMC6446970",3/27/2019,"https://www.frontiersin.org/articles/10.3389/fmicb.2019.00610/full","gold","CC-BY","Journal article","Frontiers in Microbiology","Frontiers Media",2950,0,"Post submission",2019
"BD7D57CD-907C-40CC-85E0-D3B9E17D5A52","Effects of an mHealth intervention for community health workers on maternal and child nutrition and health service delivery in India: Study protocol for a quasi-experimental mixed methods evaluation","10.1136/bmjopen-2018-025774","PMC6475202",3/27/2019,"https://bmjopen.bmj.com/content/9/3/e025774","Gold","CC-BY",,"BMJ Open","BMJ Publishing Group",2200,0,"Journal Finder",2019
"81D69E9E-C5FF-46F4-9916-B68A2AF9B482","Exposure to a slightly sweet lipid-based nutrient supplement during early life does not increase the level of sweet taste most preferred among 4 to 6-year-old Ghanaian children: follow-up of a randomized controlled trial","10.1093/ajcn/nqy352","PMC6462430",3/27/2019,"https://academic.oup.com/ajcn/article/109/4/1224/5420407","Hybrid","CC-BY","Journal article","American Journal of Clinical Nutrition","Oxford University Press",4500,0,"APC Request",2019
"1334ECF8-79FB-42DD-8525-E87A7C0C31FA","Taxing Highly Processed Foods: What could be the impacts on Obesity and Underweight in Sub-Saharan Africa?","10.1016/j.worlddev.2019.03.006","PMC6559279",3/27/2019,"https://www.sciencedirect.com/science/article/pii/S0305750X19300506?via%3Dihub","hybrid","CC-BY","Journal article","World Development","Elsevier",2400,0,"Post submission",2019
"1508EAC6-3ED7-4879-B7A2-D36A78BCBAE9","Efficacy and Improved Resistance Potential of a Cofactor-Independent InhA Inhibitor of Mycobacterium tuberculosis in the C3HeB/FeJ Mouse Model","10.1128/aac.02071-18","PMC30745397",3/27/2019,"https://aac.asm.org/content/early/2019/01/24/AAC.02071-18","hybrid","CC-BY","Journal article","Antimicrobial Agents and Chemotherapy","American Society for Microbiology",0,0,"Imported",2019
"45292AAC-0190-4632-93E5-8D514FC3FF1E","Maize crop nutrient input requirements for food security in sub-Saharan Africa","10.1016/j.gfs.2019.02.001","Chronos Submission in Process",3/27/2019,"https://www.sciencedirect.com/science/article/pii/S2211912418301445","hybrid","CC-BY-NC-ND","Journal article","Global Food Security","Elsevier",0,0,"Imported",2019
"702F90F5-0412-4B16-8652-10B135CCBC6C","A proof-of-concept study for the design of a VLP-based combinatorial HPV and placental malaria vaccine","10.1038/s41598-019-41522-5","PMC30918267",3/27/2019,"https://www.nature.com/articles/s41598-019-41522-5","gold","CC-BY","Journal article","Scientific Reports","Nature Publishing Group",0,0,"Imported",2019
"CE18E64D-5772-4AB0-B7BB-B70EA1DD2C87","Respiratory infections drive hepcidin-mediated blockade of iron absorption leading to iron deficiency anemia in African children.","10.1126/sciadv.aav9020","PMC30944864",3/27/2019,"http://advances.sciencemag.org/content/5/3/eaav9020","Gold","CC-BY","Journal article","Science Advances","American Association for the Advancement of Science",0,0,"Imported",2019
"D1DB31F4-976C-4CEE-BF3D-6D90786BFB12","Introgression of a synthetic sex ratio distortion system from Anopheles gambiae into Anopheles arabiensis","10.1038/s41598-019-41646-8","PMC30914785",3/26/2019,"https://www.nature.com/articles/s41598-019-41646-8","Gold","CC-BY","Journal article","Scientific Reports","Nature Publishing Group",0,0,"Imported",2019
"62A76AA8-98CC-49A6-A28B-BDD65AE1D9E9","A mixed method multi-country assessment of barriers to implementing pediatric inpatient care guidelines","10.1371/journal.pone.0212395","PMC6433255",3/25/2019,"https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0212395","Gold","CC-BY","Journal article","PLOS ONE","Public Library of Science",1595,0,"APC Request",2019
