institution;doi;period;euro;is_hybrid
Bill & Melinda Gates Foundation;10.1007/s41109-023-00595-y;2023;1273,31;FALSCH
Bill & Melinda Gates Foundation;10.1038/s41591-023-02551-w;2023;10891,22;WAHR
Bill & Melinda Gates Foundation;10.1371/journal.pgph.0001769;2023;1987,94;FALSCH
Bill & Melinda Gates Foundation;10.3389/fimmu.2023.1220130;2023;3015,37;FALSCH
Bill & Melinda Gates Foundation;10.3390/nu15184075;2023;2103;FALSCH
Bill & Melinda Gates Foundation;10.3389/fvets.2023.1168649;2023;3015,37;FALSCH
Bill & Melinda Gates Foundation;10.1186/s12887-023-04296-4;2023;2629,06;FALSCH
Bill & Melinda Gates Foundation;10.3389/fsoc.2023.1254595;2023;718,83;FALSCH
Bill & Melinda Gates Foundation;10.3390/nu15184056;2023;2480,22;FALSCH
Bill & Melinda Gates Foundation;10.1007/s11250-023-03728-8;2023;3361,9;WAHR
Bill & Melinda Gates Foundation;10.1007/s11250-023-03735-9;2023;3334,75;WAHR
Bill & Melinda Gates Foundation;10.3390/plants12183300;2023;1904,96;FALSCH
Bill & Melinda Gates Foundation;10.1371/journal.pntd.0011633;2023;2480,16;FALSCH
Bill & Melinda Gates Foundation;10.1186/s12936-023-04706-z;2023;2645,49;FALSCH
Bill & Melinda Gates Foundation;10.1038/s41598-023-42425-2;2023;1267,45;FALSCH
Bill & Melinda Gates Foundation;10.1038/s41467-023-41543-9;2023;6143,69;FALSCH
Bill & Melinda Gates Foundation;10.1080/26410397.2023.2250618;2024;1754,74;FALSCH
Bill & Melinda Gates Foundation;10.1186/s40249-023-01134-8;2023;2506,73;FALSCH
Bill & Melinda Gates Foundation;10.1099/mgen.0.001094;2023;2959,35;FALSCH
Bill & Melinda Gates Foundation;10.1111/cts.13614;2023;3112,07;FALSCH
Bill & Melinda Gates Foundation;10.1371/journal.pone.0290757;2023;1827,02;FALSCH
Bill & Melinda Gates Foundation;10.3390/plants12183277;2023;2103;FALSCH
Bill & Melinda Gates Foundation;10.3389/fphar.2023.1088670;2023;3015,37;FALSCH
Bill & Melinda Gates Foundation;10.3389/fsoc.2023.1231790;2023;1176,27;FALSCH
Bill & Melinda Gates Foundation;10.1038/s41467-023-41275-w;2023;5702,12;FALSCH
Bill & Melinda Gates Foundation;10.1371/journal.pone.0287904;2023;1713,42;FALSCH
Bill & Melinda Gates Foundation;10.1371/journal.pone.0291269;2023;804,64;FALSCH
Bill & Melinda Gates Foundation;10.1371/journal.pmed.1004286;2023;4859,04;FALSCH
Bill & Melinda Gates Foundation;10.1371/journal.pgph.0002175;2023;1980,83;FALSCH
Bill & Melinda Gates Foundation;10.1186/s12962-023-00474-4;2023;2445,85;FALSCH
Bill & Melinda Gates Foundation;10.1186/s12884-023-05947-1;2023;2738,99;FALSCH
Bill & Melinda Gates Foundation;10.1038/s41586-023-06418-5;2023;10602,83;WAHR
Bill & Melinda Gates Foundation;10.1038/s41586-023-06501-x;2023;10602,83;WAHR
Bill & Melinda Gates Foundation;10.1038/s41586-023-06480-z;2023;10602,83;WAHR
Bill & Melinda Gates Foundation;10.1371/journal.pone.0277859;2023;1713,42;FALSCH
Bill & Melinda Gates Foundation;10.1371/journal.pone.0282381;2023;1713,42;FALSCH
Bill & Melinda Gates Foundation;10.1080/23311932.2023.2253716;2024;1096,71;FALSCH
Bill & Melinda Gates Foundation;10.3390/healthcare11182520;2023;2480,22;FALSCH
Bill & Melinda Gates Foundation;10.1186/s13071-023-05915-w;2023;2629,06;FALSCH
Bill & Melinda Gates Foundation;10.1093/heapol/czad082;2024;3688,55;WAHR
Bill & Melinda Gates Foundation;10.1371/journal.pone.0291520;2023;1827,02;FALSCH
Bill & Melinda Gates Foundation;10.12688/gatesopenres.14695.1;2023;1085,11;FALSCH
Bill & Melinda Gates Foundation;10.1155/2023/4127663;2023;2244,46;FALSCH
Bill & Melinda Gates Foundation;10.1186/s12889-023-16584-w;2023;2953,39;FALSCH
Bill & Melinda Gates Foundation;10.3389/fimmu.2023.1216710;2023;3015,37;FALSCH
Bill & Melinda Gates Foundation;10.3389/fpls.2023.1258101;2023;3015,37;FALSCH
Bill & Melinda Gates Foundation;10.1021/acsomega.3c04829;2023;1614,03;FALSCH
Bill & Melinda Gates Foundation;10.3389/fsufs.2023.1227920;2023;1941,78;FALSCH
Bill & Melinda Gates Foundation;10.1371/journal.pone.0289929;2023;1707,28;FALSCH
Bill & Melinda Gates Foundation;10.1371/journal.pmed.1004278;2023;5017,19;FALSCH
Bill & Melinda Gates Foundation;10.12688/gatesopenres.14741.1;2023;1085,11;FALSCH
Bill & Melinda Gates Foundation;10.3390/ijms241813799;2023;2480,22;FALSCH
Bill & Melinda Gates Foundation;10.4269/ajtmh.23-0102;2023;2758,76;WAHR
Bill & Melinda Gates Foundation;10.4269/ajtmh.23-0074;2023;2677,37;WAHR
Bill & Melinda Gates Foundation;10.3389/fpls.2023.1250205;2023;3015,37;FALSCH
Bill & Melinda Gates Foundation;10.1371/journal.pntd.0011169;2023;2366,6;FALSCH
Bill & Melinda Gates Foundation;10.1371/journal.pntd.0011522;2023;2358,13;FALSCH
Bill & Melinda Gates Foundation;10.3390/ijms241813714;2023;1480,59;FALSCH
Bill & Melinda Gates Foundation;10.3389/fpara.2023.1235925;2023;1941,78;FALSCH
Bill & Melinda Gates Foundation;10.1371/journal.pone.0290286;2023;1827,02;FALSCH
Bill & Melinda Gates Foundation;10.1021/acs.oprd.3c00187;2023;4400,4;WAHR
Bill & Melinda Gates Foundation;10.1371/journal.pgph.0002062;2023;1980,83;FALSCH
Bill & Melinda Gates Foundation;10.3389/fnut.2023.1223753;2023;3015,37;FALSCH
Bill & Melinda Gates Foundation;10.1186/s12936-023-04684-2;2023;2464,17;FALSCH
Bill & Melinda Gates Foundation;10.3389/fnut.2023.1205620;2023;3015,37;FALSCH
Bill & Melinda Gates Foundation;10.1038/s41467-023-40958-8;2023;6058,74;FALSCH
Bill & Melinda Gates Foundation;10.1186/s43058-023-00489-1;2023;1896,22;FALSCH
Bill & Melinda Gates Foundation;10.1186/s12936-023-04670-8;2023;925,21;FALSCH
Bill & Melinda Gates Foundation;10.1016/j.cdnut.2023.101988;2023;3734,2;FALSCH
Bill & Melinda Gates Foundation;10.1016/j.advnut.2023.07.004;2023;4667,75;WAHR
Bill & Melinda Gates Foundation;10.1016/j.lana.2023.100561;2024;3659,34;FALSCH
Bill & Melinda Gates Foundation;10.1016/j.lana.2023.100564;2023;1862,9;FALSCH
Bill & Melinda Gates Foundation;10.1016/j.ijregi.2023.06.006;2023;1089,95;FALSCH
Bill & Melinda Gates Foundation;10.3390/vaccines11091444;2023;1527,74;FALSCH
Bill & Melinda Gates Foundation;10.1016/j.xpro.2023.102476;2023;1400,33;FALSCH
Bill & Melinda Gates Foundation;10.1016/j.ssmph.2023.101473;2023;2388,8;FALSCH
Bill & Melinda Gates Foundation;10.1016/j.vaccine.2023.08.041;2023;3127,39;WAHR
Bill & Melinda Gates Foundation;10.1016/j.landusepol.2023.106834;2023;2906,53;WAHR
Bill & Melinda Gates Foundation;10.1016/j.ijid.2023.05.016;2023;2281,5;FALSCH
Bill & Melinda Gates Foundation;10.1016/j.jdeveco.2023.103114;2023;3340,12;WAHR
Bill & Melinda Gates Foundation;10.1016/j.heliyon.2023.e19094;2023;1960,46;FALSCH
Bill & Melinda Gates Foundation;10.1016/j.heliyon.2023.e19947;2023;2005,61;FALSCH
Bill & Melinda Gates Foundation;10.1016/j.omtm.2023.06.004;2023;3553,68;FALSCH
Bill & Melinda Gates Foundation;10.2147/ijwh.s414599;2023;2630,98;FALSCH
Bill & Melinda Gates Foundation;10.1016/j.jdeveco.2023.103083;2023;3340,12;WAHR
Bill & Melinda Gates Foundation;10.1136/bmjopen-2022-066931;2023;2640,54;FALSCH
Bill & Melinda Gates Foundation;10.1136/bmjopen-2022-068498;2023;2574,84;FALSCH
Bill & Melinda Gates Foundation;10.1136/bmjopen-2023-071616;2023;2697,96;FALSCH
Bill & Melinda Gates Foundation;10.1016/j.cdnut.2023.101987;2023;3734,2;FALSCH
Bill & Melinda Gates Foundation;10.1016/s2214-109x(23)00239-5;2023;5134,53;FALSCH
Bill & Melinda Gates Foundation;10.1002/jia2.26164;2023;2451,93;FALSCH
Bill & Melinda Gates Foundation;10.1002/jia2.26170;2023;2427,23;FALSCH
Bill & Melinda Gates Foundation;10.1016/j.ebiom.2023.104772;2023;4667,75;FALSCH
Bill & Melinda Gates Foundation;10.1136/bmjgh-2023-013703;2023;4049,72;FALSCH
Bill & Melinda Gates Foundation;10.1136/bmjgh-2023-012855;2023;3932,9;FALSCH
Bill & Melinda Gates Foundation;10.1016/j.gfs.2023.100707;2023;3415,17;WAHR
Bill & Melinda Gates Foundation;10.1016/j.gfs.2023.100708;2023;3415,17;WAHR
Bill & Melinda Gates Foundation;10.1016/j.gfs.2023.100713;2023;3590,99;WAHR
Bill & Melinda Gates Foundation;10.1136/bmjgh-2023-012277;2023;4011,96;FALSCH
Bill & Melinda Gates Foundation;10.1136/bmjgh-2023-012508;2023;2025,8;FALSCH
Bill & Melinda Gates Foundation;10.1016/j.ssmph.2023.101482;2023;2455,24;FALSCH
Bill & Melinda Gates Foundation;10.1016/j.ecoenv.2023.115126;2023;2520,59;FALSCH
Bill & Melinda Gates Foundation;10.1016/j.eclinm.2023.102198;2023;4775,25;FALSCH
Bill & Melinda Gates Foundation;10.1371/journal.pntd.0011200;2023;2358,13;FALSCH
Bill & Melinda Gates Foundation;10.7189/jogh.13.03045;2023;1480,4;FALSCH
Bill & Melinda Gates Foundation;10.1016/j.appet.2023.106620;2023;3489,9;WAHR
Bill & Melinda Gates Foundation;10.3847/1538-4357/ace68e;2023;4284,99;FALSCH
Bill & Melinda Gates Foundation;10.12944/crnfsj.11.2.04;2023;324,24;FALSCH
Bill & Melinda Gates Foundation;10.3390/microorganisms11092209;2023;2291,61;FALSCH
Bill & Melinda Gates Foundation;10.1371/journal.pone.0290238;2023;1650,69;FALSCH
Bill & Melinda Gates Foundation;10.3390/rs15174252;2024;2353,48;FALSCH
Bill & Melinda Gates Foundation;10.3390/su151713067;2023;2103;FALSCH
Bill & Melinda Gates Foundation;10.1038/s41598-023-40756-8;2023;2084,74;FALSCH
Bill & Melinda Gates Foundation;10.3389/fgene.2023.1242048;2023;3015,37;FALSCH
Bill & Melinda Gates Foundation;10.1186/s12879-023-08452-0;2023;2557,93;FALSCH
Bill & Melinda Gates Foundation;10.1038/s41598-023-41364-2;2024;1820,52;FALSCH
Bill & Melinda Gates Foundation;10.1038/s41598-023-39773-4;2023;1370,18;FALSCH
Bill & Melinda Gates Foundation;10.1038/s41467-023-40940-4;2023;5945,16;FALSCH
Bill & Melinda Gates Foundation;10.1371/journal.pone.0290068;2023;1707,28;FALSCH
Bill & Melinda Gates Foundation;10.1186/s13071-023-05883-1;2023;2639,21;FALSCH
Bill & Melinda Gates Foundation;10.1002/tpg2.20375;2023;2287,2;FALSCH
Bill & Melinda Gates Foundation;10.3390/su151712966;2023;2197,31;FALSCH
Bill & Melinda Gates Foundation;10.1186/s12962-023-00471-7;2023;2372,57;FALSCH
Bill & Melinda Gates Foundation;10.1111/cts.13591;2023;2993,1;FALSCH
Bill & Melinda Gates Foundation;10.1186/s12916-023-02988-3;2023;3471,83;FALSCH
Bill & Melinda Gates Foundation;10.1038/s41564-023-01461-4;2023;10749,95;WAHR
Bill & Melinda Gates Foundation;10.7189/jogh.13.04080;2023;3006,38;FALSCH
Bill & Melinda Gates Foundation;10.1371/journal.pntd.0011567;2023;2358,13;FALSCH
Bill & Melinda Gates Foundation;10.3390/pathogens12091076;2023;2480,22;FALSCH
Bill & Melinda Gates Foundation;10.1186/s12913-023-09813-w;2023;2823,13;FALSCH
Bill & Melinda Gates Foundation;10.1371/journal.pgph.0002141;2023;1980,83;FALSCH
Bill & Melinda Gates Foundation;10.1371/journal.pgph.0002134;2023;1960,46;FALSCH
Bill & Melinda Gates Foundation;10.1017/s1368980023001805;2023;2742,14;FALSCH
Bill & Melinda Gates Foundation;10.1371/journal.pntd.0011549;2023;2358,13;FALSCH
Bill & Melinda Gates Foundation;10.1038/s41746-023-00895-8;2024;2782,21;FALSCH
Bill & Melinda Gates Foundation;10.3390/vaccines11081389;2023;1527,74;FALSCH
Bill & Melinda Gates Foundation;10.3390/vaccines11081393;2023;2103;FALSCH
Bill & Melinda Gates Foundation;10.3389/fagro.2023.1220387;2023;1941,78;FALSCH
Bill & Melinda Gates Foundation;10.1186/s12910-023-00940-x;2023;1890,16;FALSCH
Bill & Melinda Gates Foundation;10.3390/vaccines11081387;2023;2103;FALSCH
Bill & Melinda Gates Foundation;10.3390/agronomy13082173;2023;1904,96;FALSCH
Bill & Melinda Gates Foundation;10.3390/ijms241612929;2023;2103;FALSCH
Bill & Melinda Gates Foundation;10.12688/gatesopenres.14699.1;2023;1075,22;FALSCH
Bill & Melinda Gates Foundation;10.7189/jogh.13.04062;2023;2955,61;FALSCH
Bill & Melinda Gates Foundation;10.7189/jogh.13.04086;2023;2988,74;FALSCH
Bill & Melinda Gates Foundation;10.1371/journal.pone.0290457;2023;1707,28;FALSCH
Bill & Melinda Gates Foundation;10.1371/journal.pgph.0001547;2023;1980,83;FALSCH
Bill & Melinda Gates Foundation;10.3389/ffgc.2023.1205744;2023;1897,17;FALSCH
Bill & Melinda Gates Foundation;10.3389/fsufs.2023.1091812;2023;1897,17;FALSCH
Bill & Melinda Gates Foundation;10.3390/v15081749;2023;1904,96;FALSCH
Bill & Melinda Gates Foundation;10.1002/psp4.13013;2023;3500,81;FALSCH
Bill & Melinda Gates Foundation;10.1371/journal.pone.0290016;2023;1820,47;FALSCH
Bill & Melinda Gates Foundation;10.1172/jci166814;2023;4807,1;FALSCH
Bill & Melinda Gates Foundation;10.1172/jci169676;2023;4784,2;FALSCH
Bill & Melinda Gates Foundation;10.1186/s12889-023-16262-x;2023;2915,08;FALSCH
Bill & Melinda Gates Foundation;10.1371/journal.pdig.0000322;2023;2408,56;FALSCH
Bill & Melinda Gates Foundation;10.1371/journal.pgph.0002044;2023;1960,46;FALSCH
Bill & Melinda Gates Foundation;10.1186/s12936-023-04665-5;2024;2006,84;FALSCH
Bill & Melinda Gates Foundation;10.1371/journal.ppat.1011461;2023;2509,05;FALSCH
Bill & Melinda Gates Foundation;10.12688/gatesopenres.14396.2;2023;1053,84;FALSCH
Bill & Melinda Gates Foundation;10.1038/s41430-023-01321-8;2023;4469,73;WAHR
Bill & Melinda Gates Foundation;10.1186/s12961-023-01014-5;2023;2829,08;FALSCH
Bill & Melinda Gates Foundation;10.1038/s43016-023-00816-8;2023;10910,28;WAHR
Bill & Melinda Gates Foundation;10.1038/s41564-023-01447-2;2023;10831,37;WAHR
Bill & Melinda Gates Foundation;10.3389/fgene.2023.1220906;2023;2946,08;FALSCH
Bill & Melinda Gates Foundation;10.3389/fnins.2023.1214958;2023;2946,08;FALSCH
Bill & Melinda Gates Foundation;10.1038/s41467-023-40220-1;2023;5968,11;FALSCH
Bill & Melinda Gates Foundation;10.1371/journal.pcbi.1010721;2023;2509,05;FALSCH
Bill & Melinda Gates Foundation;10.1371/journal.pgph.0001328;2023;1960,46;FALSCH
Bill & Melinda Gates Foundation;10.1186/s12879-023-08460-0;2023;2488,71;FALSCH
Bill & Melinda Gates Foundation;10.1371/journal.pone.0289582;2023;1633,71;FALSCH
Bill & Melinda Gates Foundation;10.12688/gatesopenres.13909.2;2022;1174,82;FALSCH
Bill & Melinda Gates Foundation;10.1186/s12981-023-00549-5;2023;2639,21;FALSCH
Bill & Melinda Gates Foundation;10.1186/s12916-023-02992-7;2023;3471,83;FALSCH
Bill & Melinda Gates Foundation;10.1186/s12884-023-05807-y;2023;2693,79;FALSCH
Bill & Melinda Gates Foundation;10.3389/fsufs.2023.1227430;2023;1897,17;FALSCH
Bill & Melinda Gates Foundation;10.3389/fimmu.2023.1231276;2023;2946,08;FALSCH
Bill & Melinda Gates Foundation;10.1038/s41598-023-38819-x;2023;2262,64;FALSCH
Bill & Melinda Gates Foundation;10.12688/gatesopenres.14529.2;2023;773,87;FALSCH
Bill & Melinda Gates Foundation;10.1186/s13063-023-07555-y;2023;2271,37;FALSCH
Bill & Melinda Gates Foundation;10.1017/s1368980023001593;2023;2615,88;FALSCH
Bill & Melinda Gates Foundation;10.3389/frhs.2023.1233923;2023;1897,17;FALSCH
Bill & Melinda Gates Foundation;10.3390/ijerph20156504;2023;2103;FALSCH
Bill & Melinda Gates Foundation;10.3390/crops3030020;2023;1782,36;FALSCH
Bill & Melinda Gates Foundation;10.4269/ajtmh.22-0599;2023;3696,68;WAHR
Bill & Melinda Gates Foundation;10.4269/ajtmh.22-0584;2023;2310,43;WAHR
Bill & Melinda Gates Foundation;10.3390/agronomy13082050;2023;1754,07;FALSCH
Bill & Melinda Gates Foundation;10.1016/j.cdnut.2023.101969;2023;3633,16;FALSCH
Bill & Melinda Gates Foundation;10.1016/j.jctube.2023.100372;2023;1359,77;FALSCH
Bill & Melinda Gates Foundation;10.1016/s2468-2667(23)00122-6;2023;5395,92;FALSCH
Bill & Melinda Gates Foundation;10.1016/j.vaccine.2023.07.003;2023;3042,77;WAHR
Bill & Melinda Gates Foundation;10.1016/j.vaccine.2023.07.033;2023;3127,39;WAHR
Bill & Melinda Gates Foundation;10.1080/21645515.2023.2239680;2024;1891,82;FALSCH
Bill & Melinda Gates Foundation;10.1080/21645515.2023.2239088;2024;2906,28;FALSCH
Bill & Melinda Gates Foundation;10.1080/21645515.2023.2264594;2024;3015,95;FALSCH
Bill & Melinda Gates Foundation;10.1016/j.lwt.2023.115171;2023;2100,49;FALSCH
Bill & Melinda Gates Foundation;10.3389/fonc.2023.1132816;2024;2946,41;FALSCH
Bill & Melinda Gates Foundation;10.3390/biom13081206;2023;2348,19;FALSCH
Bill & Melinda Gates Foundation;10.1016/j.vaccine.2023.07.018;2023;3042,77;WAHR
Bill & Melinda Gates Foundation;10.1016/j.ijpddr.2023.03.003;2023;2190,24;FALSCH
Bill & Melinda Gates Foundation;10.1016/j.midw.2023.103717;2023;3011,58;WAHR
Bill & Melinda Gates Foundation;10.1016/j.heliyon.2023.e18302;2023;1907,41;FALSCH
Bill & Melinda Gates Foundation;10.1016/j.isci.2023.107294;2023;2861,11;FALSCH
Bill & Melinda Gates Foundation;10.1016/j.isci.2023.107422;2023;2861,11;FALSCH
Bill & Melinda Gates Foundation;10.1016/j.socscimed.2023.116073;2023;3051,85;WAHR
Bill & Melinda Gates Foundation;10.1016/j.socscimed.2023.116071;2023;3051,85;WAHR
Bill & Melinda Gates Foundation;10.1016/j.celrep.2023.112875;2023;4854,46;FALSCH
Bill & Melinda Gates Foundation;10.1016/s2468-2667(23)00123-8;2023;5134,53;FALSCH
Bill & Melinda Gates Foundation;10.37871/jbres1794;2023;1523,1;FALSCH
Bill & Melinda Gates Foundation;10.1016/j.xagr.2023.100244;2023;911,2;FALSCH
Bill & Melinda Gates Foundation;10.1016/j.fcr.2023.108987;2023;3617,46;WAHR
Bill & Melinda Gates Foundation;10.1016/j.lanwpc.2023.100789;2023;3358,37;FALSCH
Bill & Melinda Gates Foundation;10.1016/s2666-5247(23)00137-4;2023;5475,6;FALSCH
Bill & Melinda Gates Foundation;10.1016/s2666-5247(23)00112-x;2023;5740,56;FALSCH
Bill & Melinda Gates Foundation;10.1136/bmjopen-2022-064678;2023;2543,21;FALSCH
Bill & Melinda Gates Foundation;10.1016/j.conctc.2023.101100;2023;1776,84;FALSCH
Bill & Melinda Gates Foundation;10.1016/j.jmb.2023.168187;2023;3605,91;WAHR
Bill & Melinda Gates Foundation;10.1016/j.xcrm.2023.101127;2023;4723,11;FALSCH
Bill & Melinda Gates Foundation;10.1136/bmjgh-2023-012433;2023;3864,33;FALSCH
Bill & Melinda Gates Foundation;10.1136/bmjgh-2023-012921;2023;2955,2;FALSCH
Bill & Melinda Gates Foundation;10.1136/bmjhci-2022-100691;2023;726,63;FALSCH
Bill & Melinda Gates Foundation;10.1016/j.envres.2023.115911;2023;3239,73;WAHR
Bill & Melinda Gates Foundation;10.1016/s2214-109x(23)00245-0;2023;5249,92;FALSCH
Bill & Melinda Gates Foundation;10.1016/s2214-109x(23)00220-6;2023;4995,6;FALSCH
Bill & Melinda Gates Foundation;10.1016/j.immuni.2023.06.019;2023;8083,78;WAHR
Bill & Melinda Gates Foundation;10.1016/j.envint.2023.108059;2023;3442,42;FALSCH
Bill & Melinda Gates Foundation;10.1016/j.jvacx.2023.100281;2023;1642,68;FALSCH
Bill & Melinda Gates Foundation;10.1016/j.jvacx.2023.100296;2023;1642,68;FALSCH
Bill & Melinda Gates Foundation;10.1016/j.jvacx.2023.100319;2023;1825,2;FALSCH
Bill & Melinda Gates Foundation;10.1016/j.jvacx.2023.100341;2023;1634,92;FALSCH
Bill & Melinda Gates Foundation;10.1016/j.jvacx.2023.100328;2023;1731,28;FALSCH
Bill & Melinda Gates Foundation;10.1186/s12889-023-16383-3;2023;2915,08;FALSCH
Bill & Melinda Gates Foundation;10.1001/jamanetworkopen.2023.26451;2023;2748,15;FALSCH
Bill & Melinda Gates Foundation;10.3389/fpubh.2023.1133151;2023;2946,08;FALSCH
Bill & Melinda Gates Foundation;10.3390/ijms241512160;2023;2385,92;FALSCH
Bill & Melinda Gates Foundation;10.1186/s12884-023-05865-2;2023;2731,17;FALSCH
Bill & Melinda Gates Foundation;10.7189/jogh.13.04082;2023;3132,89;FALSCH
Bill & Melinda Gates Foundation;10.3389/fgwh.2023.1161157;2023;1897,17;FALSCH
Bill & Melinda Gates Foundation;10.3389/fgene.2023.1050365;2023;2946,08;FALSCH
Bill & Melinda Gates Foundation;10.3389/fgene.2023.1197160;2023;2946,08;FALSCH
Bill & Melinda Gates Foundation;10.1038/s41467-023-40234-9;2023;5784,19;FALSCH
Bill & Melinda Gates Foundation;10.1128/mbio.01179-23;2023;3911,53;FALSCH
Bill & Melinda Gates Foundation;10.1038/s41467-023-40151-x;2023;5784,19;FALSCH
Bill & Melinda Gates Foundation;10.1186/s12963-023-00309-7;2023;2088,59;FALSCH
Bill & Melinda Gates Foundation;10.3389/fnut.2023.1191962;2023;2946,08;FALSCH
Bill & Melinda Gates Foundation;10.3390/foods12152849;2023;2103;FALSCH
Bill & Melinda Gates Foundation;10.1371/journal.pone.0289142;2023;1603,53;FALSCH
Bill & Melinda Gates Foundation;10.3390/nu15153342;2023;877,04;FALSCH
Bill & Melinda Gates Foundation;10.1371/journal.pntd.0011396;2023;2333,88;FALSCH
Bill & Melinda Gates Foundation;10.1001/jamanetworkopen.2023.22494;2023;2801,88;FALSCH
Bill & Melinda Gates Foundation;10.1371/journal.pone.0288717;2023;1689,73;FALSCH
Bill & Melinda Gates Foundation;10.3389/fpls.2023.1218151;2023;2946,08;FALSCH
Bill & Melinda Gates Foundation;10.3389/fmicb.2023.1208131;2023;2946,08;FALSCH
Bill & Melinda Gates Foundation;10.3389/fgene.2023.1209275;2023;2946,08;FALSCH
Bill & Melinda Gates Foundation;10.7554/elife.85735;2023;2721;FALSCH
Bill & Melinda Gates Foundation;10.1371/journal.pone.0288974;2023;1801,75;FALSCH
Bill & Melinda Gates Foundation;10.1371/journal.pmed.1004236;2023;4947,82;FALSCH
Bill & Melinda Gates Foundation;10.1371/journal.pmed.1004242;2023;5881,37;FALSCH
Bill & Melinda Gates Foundation;10.1002/tpg2.20362;2023;2222,15;FALSCH
Bill & Melinda Gates Foundation;10.1371/journal.pone.0288741;2023;1689,73;FALSCH
Bill & Melinda Gates Foundation;10.1186/s13063-023-07477-9;2023;2217,34;FALSCH
Bill & Melinda Gates Foundation;10.3390/v15071592;2023;2291,61;FALSCH
Bill & Melinda Gates Foundation;10.3390/genes14071480;2023;1904,96;FALSCH
Bill & Melinda Gates Foundation;10.1186/s13104-023-06422-y;2023;1579,65;FALSCH
Bill & Melinda Gates Foundation;10.1038/s41598-023-38980-3;2023;2189,36;FALSCH
Bill & Melinda Gates Foundation;10.12688/gatesopenres.14771.1;2023;1085,11;FALSCH
Bill & Melinda Gates Foundation;10.12688/gatesopenres.14742.1;2023;801,86;FALSCH
Bill & Melinda Gates Foundation;10.3389/fanim.2023.1194974;2023;1148,11;FALSCH
Bill & Melinda Gates Foundation;10.1186/s12864-023-09474-3;2023;2547,25;FALSCH
Bill & Melinda Gates Foundation;10.1371/journal.pone.0287814;2023;1641,67;FALSCH
Bill & Melinda Gates Foundation;10.1371/journal.pone.0288746;2023;1689,73;FALSCH
Bill & Melinda Gates Foundation;10.1080/16549716.2023.2234750;2024;2184,28;FALSCH
Bill & Melinda Gates Foundation;10.1186/s12963-023-00307-9;2023;2455,29;FALSCH
Bill & Melinda Gates Foundation;10.1371/journal.pone.0288651;2023;1689,73;FALSCH
Bill & Melinda Gates Foundation;10.1371/journal.pgph.0001800;2023;1904,7;FALSCH
Bill & Melinda Gates Foundation;10.1186/s43058-023-00455-x;2023;1822,94;FALSCH
Bill & Melinda Gates Foundation;10.1186/s13104-023-06425-9;2023;1627,67;FALSCH
Bill & Melinda Gates Foundation;10.3389/fphar.2023.1200848;2023;2943,18;FALSCH
Bill & Melinda Gates Foundation;10.12688/gatesopenres.13639.2;2022;1127,75;FALSCH
Bill & Melinda Gates Foundation;10.7189/jogh.13.04055;2023;2955,61;FALSCH
Bill & Melinda Gates Foundation;10.7189/jogh.13.04056;2023;2955,61;FALSCH
Bill & Melinda Gates Foundation;10.3389/fenvs.2023.1109306;2023;2943,18;FALSCH
Bill & Melinda Gates Foundation;10.1371/journal.pgph.0002157;2023;1960,46;FALSCH
Bill & Melinda Gates Foundation;10.1186/s40359-023-01230-2;2023;1627,67;FALSCH
Bill & Melinda Gates Foundation;10.1111/mcn.13547;2023;3083,8;FALSCH
Bill & Melinda Gates Foundation;10.3389/fpubh.2023.1202996;2023;2943,18;FALSCH
Bill & Melinda Gates Foundation;10.1038/s41541-023-00696-w;2023;3204,82;FALSCH
Bill & Melinda Gates Foundation;10.12688/gatesopenres.14768.1;2023;637,84;FALSCH
Bill & Melinda Gates Foundation;10.1371/journal.pgph.0002165;2023;1904,7;FALSCH
Bill & Melinda Gates Foundation;10.3390/v15071544;2023;952,48;FALSCH
Bill & Melinda Gates Foundation;10.1371/journal.pone.0287962;2023;1689,73;FALSCH
Bill & Melinda Gates Foundation;10.1021/acsmedchemlett.3c00215;2023;2865,15;WAHR
Bill & Melinda Gates Foundation;10.1021/acs.oprd.3c00148;2023;2733,6;WAHR
Bill & Melinda Gates Foundation;10.3389/fnut.2023.1235113;2023;2943,18;FALSCH
Bill & Melinda Gates Foundation;10.3389/fsufs.2023.1213085;2023;1895,3;FALSCH
Bill & Melinda Gates Foundation;10.1186/s12870-023-04350-4;2023;2636,24;FALSCH
Bill & Melinda Gates Foundation;10.1371/journal.pmed.1004252;2023;4807,1;FALSCH
Bill & Melinda Gates Foundation;10.29392/001c.81640;2023;1237,38;FALSCH
Bill & Melinda Gates Foundation;10.3389/fnut.2023.1151670;2023;2943,18;FALSCH
Bill & Melinda Gates Foundation;10.3390/medicina59071280;2023;1169,38;FALSCH
Bill & Melinda Gates Foundation;10.3389/fpubh.2023.1160088;2023;2881,16;FALSCH
Bill & Melinda Gates Foundation;10.1038/s41598-023-37947-8;2023;2217,34;FALSCH
Bill & Melinda Gates Foundation;10.3389/fanim.2023.1203449;2023;1148,11;FALSCH
Bill & Melinda Gates Foundation;10.1038/s41467-023-39616-w;2023;5761,95;FALSCH
Bill & Melinda Gates Foundation;10.1126/sciadv.ade8903;2023;3637,71;FALSCH
Bill & Melinda Gates Foundation;10.1002/tpg2.20365;2023;2222,15;FALSCH
Bill & Melinda Gates Foundation;10.1021/acssensors.3c00967;2023;2733,6;WAHR
