PublicationID,Title,Publisher,Journal title,Currency,APC,Color Charg,Page Charge,Admin Fee,Supplementary Charge,Author Alterations,Figure Reshoots,Other,Amount paid,Date Payment Completed,Date Published
656BF764-C403-43C4-9D3A-423D8E31F6A7,"Utilization of engineered resistance to viruses in crops of the developing world, with emphasis on sub-Saharan Africa",Elsevier,Current Opinion in Virology,USD,3900,0,0,0,0,0,0,0,3900,2017-12-01T11:56:55.497+01:00,2017-08-08T00:00:00.000+02:00
428BC112-5188-4351-BBB8-C0657A1DF7EA,Insect cuticular proteins and their role in transmission of phytoviruses,Elsevier,Current Opinion in Virology,USD,4150,0,0,0,0,0,0,419.1499939,4569.15,2018-12-27T12:38:00.000+01:00,2018-09-20T11:18:00.000+02:00
8450DBEB-F02E-4FA7-A377-5825EA0F0AA5,"Evaluation of Focused Obstetric Ultrasound Examinations by Health Care Personnel in the Democratic Republic of Congo, Guatemala, Kenya, Pakistan, and Zambia",Elsevier,Current Problems in Diagnostic Radiology,USD,2500,0,0,0,0,0,0,0,2500,2017-05-04T23:00:00.000+02:00,2017-01-03T00:00:00.000+01:00
80867C25-8730-49C0-AB32-9F39A4AFD518,Incidence of cassava mosaic disease and associated whitefly vectors in South West and North Central Nigeria: Data exploration,Elsevier,Data in Brief,USD,500,0,0,0,0,0,0,0,500,2018-09-18T02:33:00.000+02:00,2018-05-19T01:33:00.000+02:00
16197621-B6C4-48D4-931F-91D284E3D5EA,Peptide data on the disulfide bond analysis of baculovirus produced Pfs25 by LC-MSMS,Elsevier,Data in Brief,USD,500,0,0,0,0,0,0,0,500,2018-07-16T02:44:00.000+02:00,2018-03-12T02:45:00.000+01:00
D7D3123C-6C01-4EFF-833D-83711EFC04F1,Computer security for data collection technologies,Elsevier,Development Engineering,USD,600,0,0,0,0,0,0,0,600,2018-08-14T02:47:00.000+02:00,2017-12-27T02:48:00.000+01:00
03290940-76AE-4C56-9F1F-4115B9F58C71,"Addressing technical barriers for reliable, safe removal of fluoride from drinking water using minimally processed bauxite ores",Elsevier,Development Engineering,USD,600,0,0,0,0,0,0,0,600,2018-09-26T11:19:00.000+02:00,2018-06-07T01:21:00.000+02:00
3412618A-C8A8-4A6F-B290-0E51F625064F,Human amygdala functional network development: A cross-sectional study from 3 months to 5 years of age,Elsevier,Developmental Cognitive Neuroscience,USD,1750,0,0,0,0,0,0,176.75,1926.75,2018-12-27T12:37:00.000+01:00,2018-07-21T10:53:00.000+02:00
EC72A5E2-F90A-4D6B-9F89-96CC37A580F9,Cortical specialisation to social stimuli from the first days to the second year of life: A rural Gambian cohort,Elsevier,Developmental Cognitive Neuroscience,USD,1500,0,0,0,0,0,0,0,1500,2017-05-04T23:00:00.000+02:00,2016-11-27T00:00:00.000+01:00
EB74CCF3-81B7-4411-BB1B-994569DDB1FB,Prevalence and virulence gene profiling of enteroaggregative Escherichia coli in malnourished and nourished Brazilian children,Elsevier,Diagnostic Microbiology and Infectious Disease,USD,3000,0,0,0,0,0,0,0,3000,2017-10-25T23:00:00.000+02:00,2017-07-04T00:00:00.000+02:00
306CCAAA-FB92-4E6E-9105-6E48D3D3DF05,Rapid Microarray-based Assay for Detection of Pyrazinamide Resistant Mycobacterium tuberculosis,Elsevier,Diagnostic Microbiology and Infectious Disease,USD,3000,0,0,0,0,0,0,0,3303,2019-04-08T03:35:00.000+02:00,2018-12-30T11:19:00.000+01:00
99E2864B-B8CB-4166-A53A-332CDE0EC453,Very low birth weight infants in China: the predictive value of the motor repertoire at 3 to 5 months for the motor performance at 12 months,Elsevier,Early Human Development,USD,2500,0,0,0,0,0,0,0,2500,2016-08-04T23:00:00.000+02:00,2016-07-05T00:00:00.000+02:00
762974AB-B31D-4C5F-91D4-33D5E5C83C7C,Causal Pathways from Enteropathogens to Environmental Enteropathy: Findings from the MAL-ED Birth Cohort Study,Elsevier,EBioMedicine,USD,3000,0,0,0,0,0,0,0,3000,2017-07-23T23:00:00.000+02:00,2017-03-07T00:00:00.000+01:00
97368D24-DB68-49F7-A594-E8832872BFE7,Postnatal Prediction of Gestational Age Using Newborn Fetal Hemoglobin Levels,Elsevier,EBioMedicine,USD,3000,0,0,0,0,0,0,0,3000,2017-06-02T22:02:00.603+02:00,2016-11-30T00:00:00.000+01:00
25BC8B22-AB54-45BE-B18F-F8C1CF8397AA,"Safety and Immunogenicity of the Recombinant BCG Vaccine AERAS-422 in Healthy BCG-naÃ¯ve Adults: A Randomized, Active-controlled, First-in-human Phase 1 Trial",Elsevier,EBioMedicine,USD,3000,0,0,0,0,0,0,0,3000,2016-11-22T23:00:00.000+01:00,2016-04-19T00:00:00.000+02:00
B70FBA56-7FD3-4A31-9A2C-1B5FA3B2E1C0,Anemia Offers Stronger Protection than Sickle Cell Trait against the Erythrocytic Stage of Falciparum Malaria and this Protection Is Reversed by Iron Supplementation,Elsevier,EBioMedicine,USD,3000,0,0,0,0,0,0,0,3000,2017-05-04T23:00:00.000+02:00,2016-11-08T00:00:00.000+01:00
2B538BDC-1CCB-4132-B03D-2C581BDC687C,Impaired Barrier Function and Autoantibody Generation in Malnutrition Enteropathy in Zambia,Elsevier,EBioMedicine,USD,3000,0,0,0,0,0,0,0,3000,2017-10-25T23:00:00.000+02:00,2017-07-19T00:00:00.000+02:00
EB165A7C-97B0-4A9E-8BA8-79EF56434C2F,Improved assays to measure and characterize the inducible HIV reservoir,Elsevier,EBioMedicine,USD,3200,0,0,0,0,0,0,0,3523.2,2019-03-15T11:11:00.000+01:00,2018-10-10T11:57:00.000+02:00
D40111ED-0F39-46C4-99FF-5C3697518625,Identifying English Practices that Are High Antibiotic Prescribers Accounting for Comorbidities and Other Legitimate Medical Reasons for Variation,Elsevier,EClinicalMedicine,USD,3500,0,0,0,0,0,0,0,3853.5,2019-04-08T03:36:00.000+02:00,2018-12-12T11:24:00.000+01:00
26033E3D-EF3C-48D0-8D25-94679114E724,Estimating demand for perennial pigeon pea in Malawi using choice experiments,Elsevier,Ecological Economics,USD,3500,0,0,0,0,0,0,0,3500,2016-12-06T23:00:00.000+01:00,2016-09-16T00:00:00.000+02:00
765E5327-4A9E-4C7C-9CAE-05C7E6EA24BC,Confronting Tradeoffs Between Agricultural Ecosystem Services and Adaptation to Climate Change in Mali,Elsevier,Ecological Economics,USD,3700,0,0,0,0,0,0,0,3700,2018-09-04T01:57:00.000+02:00,2018-04-25T02:10:00.000+02:00
880CFAC6-6E68-4183-841D-22BE7BDD331F,Heterogeneity in predictive power of early childhood nutritional indicators for mid-childhood outcomes: Evidence from Vietnam,Elsevier,Economics & Human Biology,USD,1800,0,0,0,0,0,0,0,1800,2017-07-23T23:00:00.000+02:00,2017-03-11T00:00:00.000+01:00
84D2D650-C067-4DBD-AD10-D1B8DA27B3D4,"Household food group expenditure patterns are associated with child anthropometry at ages 5, 8 and 12 years in Ethiopia, India, Peru and Vietnam",Elsevier,Economics & Human Biology,USD,1800,0,0,0,0,0,0,0,1800,2017-07-10T23:00:00.000+02:00,2017-02-14T00:00:00.000+01:00
F49B3C04-F7D7-4AC3-AB30-25443BD054F4,Climatic conditions and child height: Sex-specific vulnerability and the protective effects of sanitation and food markets in Nepal,Elsevier,Economics & Human Biology,USD,1800,0,0,0,0,0,0,0,1800,2016-08-09T23:00:00.000+02:00,2016-07-22T00:00:00.000+02:00
8496CE96-62A3-4D7D-A855-22E7B8E22958,"Disease externalities and net nutrition: Evidence from changes in sanitation and child height in Cambodia, 2005â€“2010",Elsevier,Economics & Human Biology,USD,1800,0,0,0,0,0,0,0,1800,2017-09-28T14:04:39.137+02:00,2016-10-15T00:00:00.000+02:00
EE9ADF02-67E1-4AA8-B3C6-FE0CBECFA842,Household dairy production and child growth:  Evidence from Bangladesh,Elsevier,Economics & Human Biology,USD,1800,0,0,0,0,0,0,0,1800,2018-11-20T02:19:00.000+01:00,2018-07-17T10:30:00.000+02:00
E21900F6-D1A7-49C8-8EA9-06E9051EA0D9,Do bonuses affect teacher staffing and student achievement in high poverty schools? Evidence from an incentive for national board certified teachers in Washington State,Elsevier,Economics of Education Review,USD,1800,0,0,0,0,0,0,0,1800,2018-11-06T03:44:00.000+01:00,2018-06-30T10:06:00.000+02:00
058C9ADD-2BEE-44C7-B265-4A0C25717D7A,Aid after enrollment: Impacts of a statewide grant program at public two-year colleges,Elsevier,Economics of Education Review,USD,1800,0,0,0,0,0,0,0,1981.8,2019-03-15T11:03:00.000+01:00,2018-10-18T02:11:00.000+02:00
02B63A54-97A5-4821-B1D2-9CFC7775BA24,Optimization of lactic acid fermentation for pathogen inactivation in fecal sludge,Elsevier,Ecotoxicology and Environmental Safety,USD,2500,0,0,0,0,0,0,0,2500,2018-08-14T03:12:00.000+02:00,2018-04-04T03:13:00.000+02:00
C890762C-D3B0-4447-80A1-A9EEA7B9DE4C,Transition metal-nitrogen-carbon catalysts for oxygen reduction reaction in neutral electrolyte,Elsevier,Electrochemistry Communications,USD,3050,0,0,0,0,0,0,0,3050,2017-01-24T23:00:00.000+01:00,2016-12-21T00:00:00.000+01:00
21923537-0007-4E63-BF80-2346063CFB93,"Air Breathing Cathodes for Microbial Fuel Cell using Mn-, Fe-, Co- and Ni-containing Platinum Group Metal-free Catalysts",Elsevier,Electrochimica Acta,USD,3300,0,0,0,0,0,0,0,3300,2017-06-26T10:39:52.270+02:00,2017-02-07T00:00:00.000+01:00
F47569DD-83BC-4E15-84E2-BF8803B15AB8,Co-generation of hydrogen and power/current pulses from supercapacitive MFCs using novel HER iron-based catalysts,Elsevier,Electrochimica Acta,USD,3100,0,0,0,0,0,0,0,3100,2017-01-12T23:00:00.000+01:00,2016-10-24T00:00:00.000+02:00
9B95F89A-B8AB-4BD5-BDDF-2CD5290EF6EA,Iron-Nicarbazin derived platinum group metal-free electrocatalyst in scalable-size air-breathing cathodes for microbial fuel cells,Elsevier,Electrochimica Acta,USD,3400,0,0,0,0,0,0,0,3400,2018-09-04T01:56:00.000+02:00,2018-04-26T03:00:00.000+02:00
80F3259E-8FD5-48C1-9777-EC487380E22F,Enhancement of microbial fuel cell performance by introducing a nano-composite cathode catalyst,Elsevier,Electrochimica Acta,USD,3400,0,0,0,0,0,0,0,3400,2018-05-04T03:00:00.000+02:00,2018-01-31T11:42:00.000+01:00
AFADC97E-EAEC-48B1-8A35-75FB5ABCEE5B,Improved power and long term performance of Microbial Fuel Cell with Fe-N-C catalyst in air-breathing cathode,Elsevier,Energy,USD,2950,0,0,0,0,0,0,0,2950,2018-03-21T01:09:00.000+01:00,2017-11-24T02:32:00.000+01:00
D58B67A8-7155-4637-AE5E-13C038112424,Carbon dioxide emission-intensity in climate projections: Comparing the observational record to socio-economic scenarios,Elsevier,Energy,USD,2950,0,0,0,0,0,0,0,2950,2017-10-03T23:00:00.000+02:00,2017-06-22T00:00:00.000+02:00
564CC8FE-C967-46F3-95DE-C3AF0F183D5C,Conceptual energy and water recovery system for self-sustained nano membrane toilet,Elsevier,Energy Conversion and Management,USD,2950,0,0,0,0,0,0,0,2950,2016-09-16T23:00:00.000+02:00,2016-08-12T00:00:00.000+02:00
DFA1F521-134E-4984-AADD-551FD1A38EDB,Catalytic liquefaction of human feces over Ni-Tm/TiO2 catalyst and the influence of operating conditions on products,Elsevier,Energy Conversion and Management,USD,2950,0,0,0,0,0,0,0,2950,2018-03-21T01:09:00.000+01:00,2017-12-18T01:50:00.000+01:00
22AAE20C-96E0-493D-A53C-F0748E1139FE,Thermodynamic Analysis of a Gamma Type Stirling Engine in an Energy Recovery System,Elsevier,Energy Conversion and Management,USD,3100,0,0,0,0,0,0,0,3100,2018-08-14T03:08:00.000+02:00,2018-04-01T03:08:00.000+02:00
3BA5049B-BBB4-4B54-890C-CC209D5C3866,Probabilistic performance assessment of complex energy process systems â€“ the case of a self-sustained sanitation system,Elsevier,Energy Conversion and Management,USD,3100,0,0,0,0,0,0,0,3100,2018-07-05T10:16:00.000+02:00,2018-02-22T02:39:00.000+01:00
72686E3E-60FF-4E62-AC78-D494DA27ACC6,Design and commissioning of a multi-mode prototype for thermochemical conversion of human faeces,Elsevier,Energy Conversion and Management,USD,3100,0,0,0,0,0,0,0,3100,2018-07-05T11:24:00.000+02:00,2018-03-23T02:21:00.000+01:00
56182230-CF78-4C6B-8E69-F8A635DC48D5,Exposure to aflatoxin and fumonisin in children at risk for growth impairment in rural Tanzania,Elsevier,Environment International,USD,3750,0,0,0,0,0,0,0,3750,2018-07-05T10:42:00.000+02:00,2018-03-13T01:08:00.000+01:00
D31D3231-040D-4023-BD8B-D42B9EC50CEA,Review of global sanitation development,Elsevier,Environment International,USD,3750,0,0,0,0,0,0,0,4128.75,2018-12-27T12:32:00.000+01:00,2018-08-10T01:32:00.000+02:00
250A35A6-4055-4FF6-81AF-A810B6DFD22D,"Evaluating meteorological data from weather stations, and from satellites and global models for a multi-site epidemiological study",Elsevier,Environmental Research,USD,3400,0,0,0,0,0,0,0,3400,2018-07-05T10:50:00.000+02:00,2018-04-21T09:59:00.000+02:00
ACF6FDFE-6EA7-42C7-A69E-066DAAD3F660,Prevalence of elevated blood lead levels among pregnant women and sources of lead exposure in rural Bangladesh: a case control study,Elsevier,Environmental Research,USD,3400,0,0,0,0,0,0,0,3400,2018-09-26T11:13:00.000+02:00,2018-05-24T03:07:00.000+02:00
D86E41A2-6386-4A91-9446-B946736FD5F9,"Evaluating meteorological data from weather stations, and from satellites and global models for a multi-site epidemiological study COLOUR CHARGES",Elsevier,Environmental Research,USD,0,1760,0,0,0,0,0,177.7599945,1937.76,2018-03-21T09:00:00.000+01:00,
51020843-EA4C-4A52-B2EC-DAFBE3C5C8F7,Nature-based agricultural solutions: Scaling perennial grains across Africa,Elsevier,Environmental Research,USD,3200,0,0,0,0,0,0,0,3200,2017-12-01T11:56:30.207+01:00,2017-08-18T00:00:00.000+02:00
DC1C61A7-FB55-4E91-AC18-96D86529532C,Predicting lymphatic filariasis transmission and elimination dynamics using a multi-model ensemble framework,Elsevier,Epidemics,USD,1890,0,0,0,0,0,0,0,1890,2017-06-26T23:00:00.000+02:00,2017-03-06T00:00:00.000+01:00
3894E35A-1CD2-44E6-B3C4-71E0F14300CE,Probabilistic forecasts of trachoma transmission at the district level: A statistical model comparison,Elsevier,Epidemics,USD,1890,0,0,0,0,0,0,0,1890,2017-06-26T10:35:48.403+02:00,2017-03-06T00:00:00.000+01:00
1D678190-C1EC-4DC2-B4B1-A200D2731EEE,Measuring and modelling the effects of systematic non-adherence to mass drug administration,Elsevier,Epidemics,USD,1890,0,0,0,0,0,0,0,1890,2017-06-26T10:36:16.013+02:00,2017-03-06T00:00:00.000+01:00
FD49078C-B8EF-4AE6-91E5-4EEE1088F0CD,A comparison of two mathematical models of the impact of mass drug administration on the transmission and control of schistosomiasis,Elsevier,Epidemics,USD,1890,0,0,0,0,0,0,0,1890,2017-06-26T10:36:59.703+02:00,2017-03-06T00:00:00.000+01:00
E3654F0E-1CDC-4C5A-B600-A9A4C88B9D1E,Comparison and validation of two mathematical models for the impact of mass drug administration on Ascaris lumbricoides and hookworm infection,Elsevier,Epidemics,USD,1890,0,0,0,0,0,0,0,1890,2017-06-26T10:43:47.623+02:00,2017-03-06T00:00:00.000+01:00
86CB32B0-1D89-489B-AE04-8FC36DA7E396,Modelling the elimination of river blindness using long-term epidemiological and programmatic data from Mali and Senegal,Elsevier,Epidemics,USD,1890,0,0,0,0,0,0,0,1890,2017-06-26T10:27:48.240+02:00,2017-03-06T00:00:00.000+01:00
9D9DCB20-07C1-4266-840D-F0A3E66650BA,Elimination of visceral leishmaniasis in the Indian subcontinent: a comparison of predictions from three transmission models,Elsevier,Epidemics,USD,1890,0,0,0,0,0,0,0,1890,2017-06-26T23:00:00.000+02:00,2017-03-06T00:00:00.000+01:00
B515EA2B-FA7D-45DA-93BA-87AFF606514D,Kernel-density estimation and approximate Bayesian computation for flexible epidemiological model fitting in python,Elsevier,Epidemics,USD,1890,0,0,0,0,0,0,190.8899994,2080.89,2018-12-11T12:28:00.000+01:00,2018-05-26T01:26:00.000+02:00
71A2A27A-C45E-4DB7-B313-38D7301DF3B4,Modeling salinity effect on rice growth and grain yield with ORYZA v3 and APSIM-Oryza,Elsevier,European Journal of Agronomy,USD,3300,0,0,0,0,0,0,0,3300,2018-05-29T01:27:00.000+02:00,2018-03-21T11:07:00.000+01:00
1EF1D4D2-FF63-4B2C-81B7-5191D46E7396,Evaluation of long-term conservation agriculture and crop intensification in rice-wheat rotation of Indo-Gangetic Plains of South Asia: Carbon dynamics and productivity,Elsevier,European Journal of Agronomy,USD,3300,0,0,0,0,0,0,0,3300,2017-12-01T11:55:02.130+01:00,2017-08-30T00:00:00.000+02:00
C6FA0227-BD49-43CB-9434-1484D3B7D55C,"Exploration of DAPI analogues: Synthesis, antitrypanosomal activity, DNA binding and fluorescence properties",Elsevier,European Journal of Medicinal Chemistry,USD,3050,0,0,0,0,0,0,0,3050,2017-06-26T23:00:00.000+02:00,2017-01-24T00:00:00.000+01:00
0C9E13FA-AB62-43E9-B114-D2A57B57224E,Nitrotriazole-based acetamides and propanamides with broad spectrum antitrypanosomal activity,Elsevier,European Journal of Medicinal Chemistry,USD,3050,0,0,0,0,0,0,0,3050,2016-10-01T23:00:00.000+02:00,2016-08-09T00:00:00.000+02:00
2DC45AC3-C11E-42AE-83E4-168822BD982A,"Indole and Benzimidazole Bichalcophenes: Synthesis, DNA Binding and Antiparasitic Activity",Elsevier,European Journal of Medicinal Chemistry,USD,3050,0,0,0,0,0,0,0,3050,2018-01-16T11:36:00.000+01:00,2017-10-22T01:31:00.000+02:00
F88FCE8D-0491-4335-B15D-CA9307B79BBD,Facile Fabrication of Microparticles with pH-responsive Macropores for Small Intestine Targeted Drug Formulation,Elsevier,European Journal of Pharmaceutics and Biopharmaceutics,USD,3000,0,0,0,0,0,0,0,3000,2018-09-18T02:33:00.000+02:00,2019-05-10T01:41:00.000+02:00
C09799FF-1818-4E62-87D2-1956D3E1C5D7,"Designing a global monitoring system for pilot introduction of a new contraceptive technology, subcutaneous DMPA (DMPA-SC)",Elsevier,Evaluation and Program Planning,USD,1800,0,0,0,0,0,0,0,1800,2018-07-05T10:43:00.000+02:00,2018-03-05T01:17:00.000+01:00
41235FE5-FF5A-4EC0-A8C2-F130A653CC91,"Designing a global monitoring system for pilot introduction of a new contraceptive technology, subcutaneous DMPA  (DMPA-SC) COLOUR CHARGE",Elsevier,Evaluation and Program Planning,USD,1001.460022,0,0,0,0,0,0,200.2899933,1201.75,2018-04-20T03:05:00.000+02:00,2018-03-05T08:40:00.000+01:00
78FAADD2-94B4-4A76-B398-5CDF4FD99553,Endothelial cells release soluble factors that support the long-term survival of filarial worms in vitro,Elsevier,Experimental Parasitology,USD,2200,0,0,0,0,0,0,0,2200,2016-10-12T23:00:00.000+02:00,2016-08-24T00:00:00.000+02:00
A8AB6BE5-514D-4A45-A037-2C4119D2F01A,Past and future trends of Cryptosporidium in vitro research,Elsevier,Experimental Parasitology,USD,2200,0,0,0,0,0,0,0,2422.2,2019-04-08T03:44:00.000+02:00,2018-12-03T02:20:00.000+01:00
AD51B5B1-93FF-4D6E-A8A5-CFFEC6CD3C84,Varietal improvement options for higher rice productivity in salt affected areas using crop modelling,Elsevier,Field Crops Research,USD,3400,0,0,0,0,0,0,0,3743.4,2019-02-01T03:59:00.000+01:00,2018-09-25T01:19:00.000+02:00
D088D6F0-83A8-440A-BCBC-26A2C4DA6503,Increasing yield stability and input efficiencies with cost-effective mechanization in Nepal,Elsevier,Field Crops Research,USD,3400,0,0,0,0,0,0,0,3743.4,2019-02-01T03:53:00.000+01:00,2018-09-10T03:53:00.000+02:00
192350B3-8431-4988-A47B-8EE0B8365A31,Estimating yield gaps at the cropping system level,Elsevier,Field Crops Research,USD,3200,0,0,0,0,0,0,0,3200,2017-06-26T23:00:00.000+02:00,2017-03-08T00:00:00.000+01:00
6ED70BDD-D3AD-4CE3-B26C-9EAD1306EC6F,Yield stability of selected rice breeding lines and donors across conditions of mild to moderately severe drought stress,Elsevier,Field Crops Research,USD,3000,0,0,0,0,0,0,0,3000,2016-12-06T23:00:00.000+01:00,2016-09-13T00:00:00.000+02:00
11019BE0-0416-42EA-9F1F-60C806FCF07F,Ethiopian wheat yield and yield gap estimation: A spatially explicit small area integrated data approach,Elsevier,Field Crops Research,USD,3000,0,0,0,0,0,0,0,3000,2017-06-02T21:51:46.813+02:00,2016-11-05T00:00:00.000+01:00
C103F8DF-FEDB-4530-A206-975AB3268457,Is early morning flowering an effective trait to minimize heat stress damage during flowering in rice?,Elsevier,Field Crops Research,USD,3000,0,0,0,0,0,0,0,3000,2017-05-04T23:00:00.000+02:00,2017-01-16T00:00:00.000+01:00
A85AE10A-F6CA-485E-A551-E1FD43FFE05B,Root traits confer grain yield advantages under terminal drought in chickpea (Cicer arietinum L.),Elsevier,Field Crops Research,USD,3000,0,0,0,0,0,0,0,3000,2017-06-26T23:00:00.000+02:00,2016-11-25T00:00:00.000+01:00
5A2912E6-0445-4626-A820-193D95D8DFC2,Shoot traits and their relevance in terminal drought tolerance of chickpea (Cicer arietinum L.),Elsevier,Field Crops Research,USD,3000,0,0,0,0,0,0,0,3000,2016-09-16T23:00:00.000+02:00,2016-08-09T00:00:00.000+02:00
96392424-0407-4633-A1F8-147D895C2855,"Evaluation of the effects of mulch on optimum sowing date and irrigation management of zero till wheat in central Punjab, India using APSIM",Elsevier,Field Crops Research,USD,3000,0,0,0,0,0,0,0,3000,2016-10-05T23:00:00.000+02:00,2016-08-18T00:00:00.000+02:00
7C95C7FF-4B46-45ED-ADC8-E7F0B30F4B10,"Determination of coefficient defining leaf area development in different genotypes, plant types and planting densities in peanut (Arachis hypogeae L.)",Elsevier,Field Crops Research,USD,3000,0,0,0,0,0,0,0,3000,2016-12-08T23:00:00.000+01:00,2016-09-11T00:00:00.000+02:00
88521E0C-5C88-4703-9CE6-BD51E0A4F174,Breeding drought tolerant rice for shallow rainfed ecosystem of eastern India,Elsevier,Field Crops Research,USD,3200,0,0,0,0,0,0,0,3200,2017-10-02T05:17:57.990+02:00,2017-05-19T00:00:00.000+02:00
E9D79129-B3AD-4B35-AD69-5F1A5222946B,Maize-grain legume intercropping for enhanced resource use efficiency and crop productivity in the Guinea savanna of northern Ghana,Elsevier,Field Crops Research,USD,3200,0,0,0,0,0,0,0,3200,2017-10-25T23:00:00.000+02:00,2017-08-10T00:00:00.000+02:00
1B7C5C42-832B-47FD-9503-2D76AAFAC8D1,Describing the physiological responses of different rice genotypes to salt stress using sigmoid and piecewise linear functions,Elsevier,Field Crops Research,USD,3200,0,0,0,0,0,0,0,3200,2017-09-14T10:13:00.543+02:00,2017-05-23T00:00:00.000+02:00
18D38D1F-4383-4463-8403-946455BBC43D,Participatory evaluation guides the development and selection of farmersâ€™ preferred rice varieties for salt- and flood-affected coastal deltas of South and Southeast Asia,Elsevier,Field Crops Research,USD,3200,0,0,0,0,0,0,0,3200,2017-10-02T05:16:34.037+02:00,2017-04-23T00:00:00.000+02:00
7EF6098E-C6B6-4ED5-BE99-B2155712E585,"Resistance and tolerance to the brown planthopper, Nilaparvata lugens (StÃ¥l), in rice infested at different growth stages across a gradient of nitrogen applications",Elsevier,Field Crops Research,USD,3200,0,0,0,0,0,0,0,3200,2018-04-03T09:00:00.000+02:00,2017-12-14T10:32:00.000+01:00
279E1DA6-F25E-4E61-BC70-EC8260765C1B,Productivity trade-off with different water regimes and genotypes of rice under non-puddled conditions in Eastern India,Elsevier,Field Crops Research,USD,3200,0,0,0,0,0,0,0,3200,2018-02-07T02:36:00.000+01:00,2017-10-20T00:00:00.000+02:00
8CDF7132-3396-4B33-9A28-B90E2915506B,Genetic impact of Rht dwarfing genes on grain micronutrient concentration in wheat,Elsevier,Field Crops Research,USD,3200,0,0,0,0,0,0,0,3200,2017-12-20T23:00:00.000+01:00,2017-10-01T00:00:00.000+02:00
08BDB7F1-8296-47D4-A6B3-408DCC8AC645,"Mapping abiotic stresses for rice in Africa: Drought, cold, iron toxicity, salinity and sodicity",Elsevier,Field Crops Research,USD,3400,0,0,0,0,0,0,0,3400,2018-07-05T11:24:00.000+02:00,2018-02-03T02:27:00.000+01:00
46AA07E1-B068-46C6-9301-E442AC935C92,Carotenoid retention in biofortified maize using different post-harvest storage and packaging methods,Elsevier,Food Chemistry,USD,2600,0,0,0,0,0,0,0,2600,2017-10-03T10:37:49.650+02:00,2017-03-31T00:00:00.000+02:00
2B69A1C8-D5BC-4B32-8C8B-1B841DC04B6E,"Variability in iron, zinc and phytic acid content in a worldwide collection of commercial durum wheat cultivars and the effect of reduced irrigation on these traits",Elsevier,Food Chemistry,USD,2600,0,0,0,0,0,0,0,2600,2017-09-14T10:05:08.047+02:00,2017-05-22T00:00:00.000+02:00
24B8B8E4-12B1-48AC-B792-3B26274611A2,Innovative technologies to manage aflatoxins in foods and feeds and the profitability of application â€“ a review,Elsevier,Food Control,USD,3300,0,0,0,0,0,0,0,3300,2017-01-26T23:00:00.000+01:00,2017-01-18T00:00:00.000+01:00
74B1AECA-DB61-40D2-A1B9-F8588EACC9D4,Pre-harvest management is a critical practice for minimizing aflatoxin contamination of maize,Elsevier,Food Control,USD,3500,0,0,0,0,0,0,0,3853.5,2019-03-05T03:34:00.000+01:00,2018-09-08T01:01:00.000+02:00
514C364D-29AB-4253-8870-BB6C7BCE75A9,Promoting rapid and sustained adoption of biofortified crops: What we learned from iron-biofortified bean delivery approaches in Rwanda,Elsevier,Food Policy,USD,1500,0,0,0,0,0,0,0,1651.5,2019-03-27T02:40:00.000+01:00,2018-12-05T12:06:00.000+01:00
0570A424-3B3A-40E1-99B9-0B5009E47A55,Facing famine: Somali experiences in the famine of 2011,Elsevier,Food Policy,USD,1200,0,0,0,0,0,0,0,1200,2017-05-04T23:00:00.000+02:00,2016-11-14T00:00:00.000+01:00
B654EE21-05BC-467B-93CD-5534D24168BA,Welfare impacts of improved chickpea adoption: A pathway for rural development in Ethiopia?,Elsevier,Food Policy,USD,1200,0,0,0,0,0,0,0,1200,2017-05-04T23:00:00.000+02:00,2016-12-10T00:00:00.000+01:00
00B2B7E0-6B03-4B6A-B35F-BBD3A25104B8,Universal food security program and nutritional intake: Evidence from the hunger prone KBK districts in Odisha,Elsevier,Food Policy,USD,1200,0,0,0,0,0,0,0,1200,2016-10-01T23:00:00.000+02:00,2016-07-29T00:00:00.000+02:00
77960942-BDFC-400D-9ED4-CBF4F60181FC,Agriculture in Africa â€“ Telling myths from facts: A synthesis,Elsevier,Food Policy,USD,1200,0,0,0,0,0,0,0,1200,2017-06-26T23:00:00.000+02:00,2017-03-18T00:00:00.000+01:00
D14F9751-4F4C-40C3-B2F3-2DF1703AC949,Ten striking facts about agricultural input use in Sub-Saharan Africa,Elsevier,Food Policy,USD,1200,0,0,0,0,0,0,0,1200,2017-06-26T23:00:00.000+02:00,2016-10-18T00:00:00.000+02:00
5AD5666E-F761-44FA-94F5-5E0695B6F6C1,Is increasing inorganic fertilizer use for maize production in SSA a profitable proposition? Evidence from Nigeria,Elsevier,Food Policy,USD,1200,0,0,0,0,0,0,0,1200,2017-06-26T23:00:00.000+02:00,2016-10-21T00:00:00.000+02:00
9EDB40C9-91B7-4401-BBF6-7D90FF079B72,Smallholdersâ€™ land access in Sub-Saharan Africa: A new landscape?,Elsevier,Food Policy,USD,1200,0,0,0,0,0,0,0,1200,2017-06-26T23:00:00.000+02:00,2016-10-15T00:00:00.000+02:00
20DD8D60-EA5B-47AD-9134-284B539A89DB,Labor productivity and employment gaps in Sub-Saharan Africa,Elsevier,Food Policy,USD,1200,0,0,0,0,0,0,0,1200,2017-06-26T23:00:00.000+02:00,2016-10-24T00:00:00.000+02:00
