"Publisher","Journal title","Currency","APC","Date Payment Completed","institution","period","euro","doi","is_hybrid"
"BMJ Publishing Group","BMJ Open Respiratory Research","USD","1650","2018-10-31T13:36:00.000+01:00","Bill & Melinda Gates Foundation","2018","1457.85","10.1136/bmjresp-2018-000340",""
"BMJ Publishing Group","BMJ Open Respiratory Research","USD","1298.060059","2017-07-13T18:43:44.507+02:00","Bill & Melinda Gates Foundation","2017","1136.95","10.1136/bmjresp-2017-000195",""
"BMJ Publishing Group","BMJ Open Respiratory Research","USD","3000","2017-06-20T01:08:55.060+02:00","Bill & Melinda Gates Foundation","2017","2689.14","10.1136/bmjresp-2017-000193",""
"BMJ Publishing Group","British Medical Journal (The BMJ)","USD","3809.530029","2017-10-02T23:00:00.000+02:00","Bill & Melinda Gates Foundation","2017","3243.81","10.1136/bmj.i5662",""
"","","","","","","","","",""
"BMJ Publishing Group","British Medical Journal (The BMJ)","USD","4003.919922","2018-02-26T10:00:00.000+01:00","Bill & Melinda Gates Foundation","2018","3249.94","10.1136/bmj.j5147",""
"","","","","","","","","",""
"BMJ Publishing Group","British Medical Journal (The BMJ)","USD","4003.919922","2018-02-26T10:00:00.000+01:00","Bill & Melinda Gates Foundation","2018","3249.94","10.1136/bmj.j5064",""
"BMJ Publishing Group","British Medical Journal (The BMJ)","USD","4800","2018-02-26T10:00:00.000+01:00","Bill & Melinda Gates Foundation","2018","3896.1","10.1136/bmj.k373",""
"BMJ Publishing Group","British Medical Journal (The BMJ)","USD","4800","2018-06-06T15:15:00.000+02:00","Bill & Melinda Gates Foundation","2018","4079.9","10.1136/bmj.k1182",""
"BMJ Publishing Group","British Medical Journal (The BMJ)","USD","4800","2018-06-06T15:26:05.247+02:00","Bill & Melinda Gates Foundation","2018","4079.9","10.1136/bmj.k698",""
"BMJ Publishing Group","British Medical Journal (The BMJ)","USD","4800","2019-01-17T03:48:00.000+01:00","Bill & Melinda Gates Foundation","2019","4212.0","10.1136/bmj.k4371",""
"BMJ Publishing Group","British Medical Journal (The BMJ)","USD","4800","2019-01-17T03:48:00.000+01:00","Bill & Melinda Gates Foundation","2019","4212.0","10.1136/bmj.k4418",""
"BMJ Publishing Group","British Medical Journal (The BMJ)","USD","4800","2019-01-17T03:51:00.000+01:00","Bill & Melinda Gates Foundation","2019","4212.0","10.1136/bmj.l94",""
"BMJ Publishing Group","Injury Prevention","USD","3200","2018-05-04T10:37:00.000+02:00","Bill & Melinda Gates Foundation","2018","2673.57","10.1136/injuryprev-2018-042743",""
"BMJ Publishing Group","Injury Prevention","USD","3333.76001","2017-07-21T18:46:52.667+02:00","Bill & Melinda Gates Foundation","2017","2863.56","10.1136/injuryprev-2016-042274",""
"BMJ Publishing Group","Journal of Clinical Pathology - Clinical Molecular Pathology","USD","3200","2017-11-29T12:08:00.000+01:00","Bill & Melinda Gates Foundation","2017","2705.67","10.1136/jclinpath-2017-204786",""
"BMJ Publishing Group","Journal of Medical Genetics","USD","3200","2018-02-26T10:00:00.000+01:00","Bill & Melinda Gates Foundation","2018","2597.4","10.1136/jmedgenet-2017-105134",""
"BMJ Publishing Group","Sexually Transmitted Infections","USD","3200","2017-12-01T15:31:21.153+01:00","Bill & Melinda Gates Foundation","2017","2692.47","10.1136/sextrans-2017-053228",""
"BMJ Publishing Group","Sexually Transmitted Infections","USD","1950","2017-08-16T23:00:00.000+02:00","Bill & Melinda Gates Foundation","2017","1665.24","10.1136/sextrans-2016-052977",""
"BMJ Publishing Group","Sexually Transmitted Infections","USD","1950","2017-08-16T23:00:00.000+02:00","Bill & Melinda Gates Foundation","2017","1665.24","10.1136/sextrans-2016-052976",""
"BMJ Publishing Group","Sexually Transmitted Infections","USD","1950","2017-08-16T23:00:00.000+02:00","Bill & Melinda Gates Foundation","2017","1665.24","10.1136/sextrans-2016-052975",""
"BMJ Publishing Group","Sexually Transmitted Infections","USD","1950","2017-08-16T23:00:00.000+02:00","Bill & Melinda Gates Foundation","2017","1665.24","10.1136/sextrans-2016-052974",""
"BMJ Publishing Group","Sexually Transmitted Infections","USD","1950","2017-08-16T23:00:00.000+02:00","Bill & Melinda Gates Foundation","2017","1665.24","10.1136/sextrans-2016-052973",""
"BMJ Publishing Group","Sexually Transmitted Infections","USD","1950","2017-08-16T23:00:00.000+02:00","Bill & Melinda Gates Foundation","2017","1665.24","10.1136/sextrans-2016-052972",""
"BMJ Publishing Group","Sexually Transmitted Infections","USD","1950","2017-08-16T23:00:00.000+02:00","Bill & Melinda Gates Foundation","2017","1665.24","10.1136/sextrans-2016-052971",""
"BMJ Publishing Group","Sexually Transmitted Infections","USD","1950","2017-08-16T23:00:00.000+02:00","Bill & Melinda Gates Foundation","2017","1665.24","10.1136/sextrans-2016-052970",""
"BMJ Publishing Group","Sexually Transmitted Infections","USD","1950","2017-08-16T23:00:00.000+02:00","Bill & Melinda Gates Foundation","2017","1665.24","10.1136/sextrans-2016-052969",""
"BMJ Publishing Group","Thorax","USD","2375.169922","2017-01-10T23:00:00.000+01:00","Bill & Melinda Gates Foundation","2017","2247.72","10.1136/thoraxjnl-2014-206242",""
"BMJ Publishing Group","Tobacco Control","USD","3200","2017-09-25T05:25:10.810+02:00","Bill & Melinda Gates Foundation","2017","2696.55","10.1136/tobaccocontrol-2017-053791",""
"Brill Academic Publishers","Middle East Law and Governance","USD","2395","2018-08-23T12:40:00.000+02:00","Bill & Melinda Gates Foundation","2018","2068.4","10.1163/18763375-01002002",""
"Brill Academic Publishers","Nematology","USD","2295","2017-07-23T23:16:49.363+02:00","Bill & Melinda Gates Foundation","2017","1970.3","10.1163/15685411-00003084",""
"Cambridge University Press","British Journal of Nutrition","USD","3107.160004","2017-06-23T23:00:00.000+02:00","Bill & Melinda Gates Foundation","2017","2780.95","10.1017/S0007114517000290",""
"Cambridge University Press","British Journal of Nutrition","USD","2980","2018-05-03T13:47:46.233+02:00","Bill & Melinda Gates Foundation","2018","2484.99","10.1017/S000711451800140X",""
"Cambridge University Press","Bulletin of Entomological Research","USD","2980","2018-02-07T15:14:24.440+01:00","Bill & Melinda Gates Foundation","2018","2415.3","10.1017/S0007485318000032",""
"Cambridge University Press","Environment and Development Economics","USD","2835","2017-01-19T23:00:00.000+01:00","Bill & Melinda Gates Foundation","2017","2657.48","10.1017/S1355770X16000280",""
"Cambridge University Press","Epidemiology and Infection","USD","3107.160004","2017-06-23T21:30:22.130+02:00","Bill & Melinda Gates Foundation","2017","2780.95","10.1017/S0950268816002302",""
"Cambridge University Press","Epidemiology and Infection","USD","3107.159912","2017-01-26T23:00:00.000+01:00","Bill & Melinda Gates Foundation","2017","2903.89","10.1017/S0950268816002211",""
"Cambridge University Press","Epidemiology and Infection","USD","3576","2018-08-07T10:23:00.000+02:00","Bill & Melinda Gates Foundation","2018","3082.23","10.1017/S0950268818002054",""
"Cambridge University Press","Epidemiology and Infection","USD","2980","2018-06-06T15:24:00.000+02:00","Bill & Melinda Gates Foundation","2018","2532.94","10.1017/S0950268818001449",""
"Cambridge University Press","Epidemiology and Infection","USD","2980","2018-06-04T16:07:47.777+02:00","Bill & Melinda Gates Foundation","2018","2538.98","10.1017/S0950268817002527",""
"Cambridge University Press","Epidemiology and Infection","USD","2980","2018-11-06T14:55:00.000+01:00","Bill & Melinda Gates Foundation","2018","2607.63","10.1017/S0950268818002972",""
"Cambridge University Press","Experimental Agriculture","USD","2434.110107","2018-10-22T03:24:00.000+02:00","Bill & Melinda Gates Foundation","2018","2117.72","10.1017/S0014479718000273",""
"Cambridge University Press","Experimental Agriculture","USD","3280.97998","2019-03-05T16:31:55.573+01:00","Bill & Melinda Gates Foundation","2019","2896.09","10.1017/S0014479719000012",""
"Cambridge University Press","Experimental Agriculture","USD","2980","2018-03-21T11:33:00.000+01:00","Bill & Melinda Gates Foundation","2018","2425.52","10.1017/S0014479718000030",""
"Cambridge University Press","Experimental Agriculture","USD","3121.339996","2017-09-25T04:36:53.480+02:00","Bill & Melinda Gates Foundation","2017","2630.27","10.1017/s0014479717000461",""
"Cambridge University Press","International Journal of Middle East Studies","USD","2980","2018-06-28T11:08:00.000+02:00","Bill & Melinda Gates Foundation","2018","2572.74","10.1017/S0020743818000016",""
"Cambridge University Press","International Journal of Technology Assessment in Health Care","USD","2980","2018-04-05T09:00:00.000+02:00","Bill & Melinda Gates Foundation","2018","2430.67","10.1017/S0266462318000223",""
"Cambridge University Press","International Journal of Technology Assessment in Health Care","USD","2976.75","2017-05-18T20:32:04.990+02:00","Bill & Melinda Gates Foundation","2017","2674.77","10.1017/S0266462317000320",""
"Cambridge University Press","International Journal of Technology Assessment in Health Care","USD","2980","2019-03-12T02:25:00.000+01:00","Bill & Melinda Gates Foundation","2019","2643.02","10.1017/S0266462319000199",""
"Cambridge University Press","Journal of Biosocial Science","GBP","1200","2017-10-12T23:00:00.000+02:00","Bill & Melinda Gates Foundation","2017","1329.86","10.1017/S0021932016000067",""
"Cambridge University Press","Journal of Fluid Mechanics","USD","2980","2019-03-27T02:58:00.000+01:00","Bill & Melinda Gates Foundation","2019","2646.3","10.1017/jfm.2019.190",""
"Cambridge University Press","Parasitology","USD","2835","2016-11-24T23:00:00.000+01:00","Bill & Melinda Gates Foundation","2016","2687.71","10.1017/S0031182016001827",""
"Cambridge University Press","Parasitology","USD","2480.659912","2018-07-05T12:15:00.000+02:00","Bill & Melinda Gates Foundation","2018","2118.59","10.1017/S0031182018001154",""
"","","","","","","","","",""
"Cambridge University Press","Public Health Nutrition","USD","3280.97998","2018-04-20T12:29:59.770+02:00","Bill & Melinda Gates Foundation","2018","2665.51","10.1017/S136898001800099X",""
"Cambridge University Press","Public Health Nutrition","USD","2835","2017-05-06T01:13:00.000+02:00","Bill & Melinda Gates Foundation","2017","2591.88","10.1017/S1368980016003591",""
"Cambridge University Press","Public Health Nutrition","USD","3121.339996","2017-07-13T18:47:01.420+02:00","Bill & Melinda Gates Foundation","2017","2733.94","10.1017/S1368980017001173",""
"Cambridge University Press","Public Health Nutrition","USD","3280.97998","2019-02-07T01:27:00.000+01:00","Bill & Melinda Gates Foundation","2019","2892.01","10.1017/S136898001900051X",""
"Cambridge University Press","Public Health Nutrition","USD","3280.97998","2018-10-10T02:27:00.000+02:00","Bill & Melinda Gates Foundation","2018","2853.03","10.1017/S1368980018002847",""
"Cambridge University Press","The Journal of Agricultural Science","USD","3107.159912","2017-07-11T18:43:52.167+02:00","Bill & Melinda Gates Foundation","2017","2724.38","10.1017/S002185961600099X",""
"Cambridge University Press","The Journal of Agricultural Science","USD","3121.340088","2017-10-30T09:08:09.757+01:00","Bill & Melinda Gates Foundation","2017","2688.03","10.1017/S0021859617000636",""
"Canadian Center of Science and Education","Journal of Agricultural Science","USD","300","2018-12-11T02:43:00.000+01:00","Bill & Melinda Gates Foundation","2018","263.64","10.5539/jas.v11n3p33",""
"Canadian Center of Science and Education","Journal of Agricultural Science","USD","300","2019-01-23T01:39:00.000+01:00","Bill & Melinda Gates Foundation","2019","263.92","10.5539/jas.v11n4p25",""
"ClinMed International Library","Clinical Medical Reviews and Case Reports","USD","1456","2019-02-01T03:16:00.000+01:00","Bill & Melinda Gates Foundation","2019","1269.29","10.23937/2378-3656/1410251",""
"Crop Science Society of America","Crop Science","USD","1500","2019-02-07T01:45:00.000+01:00","Bill & Melinda Gates Foundation","2019","1322.17","10.2135/cropsci2018.01.0060",""
"Crop Science Society of America","Crop Science","USD","1500","2019-03-27T02:59:00.000+01:00","Bill & Melinda Gates Foundation","2019","1332.03","10.2135/cropsci2018.09.0537",""
"Crop Science Society of America","Crop Science","USD","1600","2017-09-11T23:59:00.000+02:00","Bill & Melinda Gates Foundation","2017","1333.67","10.2135/cropsci2016.12.1014",""
"Crop Science Society of America","Crop Science","USD","1750","2016-12-20T23:00:00.000+01:00","Bill & Melinda Gates Foundation","2016","1688.54","10.2135/cropsci2016.05.0343",""
"Crop Science Society of America","Crop Science","USD","1750","2017-07-25T23:00:00.000+02:00","Bill & Melinda Gates Foundation","2017","1496.49","10.2135/cropsci2016.05.0408",""
"Crop Science Society of America","Crop Science","USD","1100","2017-01-19T23:00:00.000+01:00","Bill & Melinda Gates Foundation","2017","1031.12","10.2135/cropsci2016.06.0553",""
"Crop Science Society of America","Crop Science","USD","1550","2017-07-25T23:00:00.000+02:00","Bill & Melinda Gates Foundation","2017","1325.47","10.2135/cropsci2016.07.0609",""
"Crop Science Society of America","Crop Science","USD","1700","2018-05-04T15:03:16.917+02:00","Bill & Melinda Gates Foundation","2018","1420.34","10.2135/cropsci2016.08.0715",""
"Crop Science Society of America","Crop Science","USD","1500","2018-02-26T10:00:00.000+01:00","Bill & Melinda Gates Foundation","2018","1217.53","10.2135/cropsci2016.09.0754",""
"Crop Science Society of America","Crop Science","USD","1500","2018-07-05T12:22:00.000+02:00","Bill & Melinda Gates Foundation","2018","1281.07","10.2135/cropsci2018.01.0017",""
"Crop Science Society of America","Crop Science","USD","1500","2018-06-15T11:47:00.000+02:00","Bill & Melinda Gates Foundation","2018","1293.55","10.2135/cropsci2017.07.0442",""
"Crop Science Society of America","Crop Science","USD","1500","2018-05-29T10:00:00.000+02:00","Bill & Melinda Gates Foundation","2018","1297.8","10.2135/cropsci2017.09.0531",""
"Crop Science Society of America","Crop Science","USD","1500","2018-05-18T13:41:29.637+02:00","Bill & Melinda Gates Foundation","2018","1273.24","10.2135/cropsci2018.01.0047",""
"Crop Science Society of America","Crop Science","USD","1500","2018-07-16T02:01:00.000+02:00","Bill & Melinda Gates Foundation","2018","1279.86","10.2135/cropsci2018.01.0024",""
"Crop Science Society of America","Crop Science","USD","1500","2018-08-28T01:38:00.000+02:00","Bill & Melinda Gates Foundation","2018","1280.96","10.2135/cropsci2018.03.0168",""
"Crop Science Society of America","Crop Science","USD","1500","2018-09-04T02:32:00.000+02:00","Bill & Melinda Gates Foundation","2018","1297.35","10.2135/cropsci2017.10.0628",""
"Crop Science Society of America","Crop Science","USD","1500","2018-09-11T01:37:00.000+02:00","Bill & Melinda Gates Foundation","2018","1296.01","10.2135/cropsci2017.11.0695",""
"Crop Science Society of America","Plant Genome","USD","1100","2018-06-15T11:47:36.527+02:00","Bill & Melinda Gates Foundation","2018","948.6","10.3835/plantgenome2018.02.0013",""
"","","","","","","","","",""
"","","","","","","","","",""
"Crop Science Society of America","Plant Genome","USD","2000","2018-02-26T10:00:00.000+01:00","Bill & Melinda Gates Foundation","2018","1623.38","10.3835/plantgenome2017.06.0050",""
"Crop Science Society of America","Plant Genome","USD","5100","2017-07-23T23:00:00.000+02:00","Bill & Melinda Gates Foundation","2017","4378.43","10.3835/plantgenome2016.01.0008",""
"Crop Science Society of America","Plant Genome","USD","2600","2017-08-23T05:07:23.780+02:00","Bill & Melinda Gates Foundation","2017","2203.58","10.3835/plantgenome2016.09.0094",""
"Crop Science Society of America","Plant Genome","USD","4100","2017-10-16T23:00:00.000+02:00","Bill & Melinda Gates Foundation","2017","3473.69","10.3835/plantgenome2017.03.0015",""
"Crop Science Society of America","Plant Genome","USD","2100","2018-10-31T01:15:00.000+01:00","Bill & Melinda Gates Foundation","2018","1855.45","10.3835/plantgenome2018.03.0017",""
"CSIRO Publishing","Crop and Pasture Science","USD","2700","2018-07-05T12:22:00.000+02:00","Bill & Melinda Gates Foundation","2018","2305.92","10.1071/CP17348",""
"CSIRO Publishing","Functional Plant Biology","USD","2720","2016-11-04T23:00:00.000+01:00","Bill & Melinda Gates Foundation","2016","2452.0","10.1071/FP16154",""
"CSIRO Publishing","Functional Plant Biology","USD","2700","2018-10-22T02:25:00.000+02:00","Bill & Melinda Gates Foundation","2018","2349.05","10.1071/FP18129",""
"CSIRO Publishing","Soil Research","USD","1203.449951","2017-07-24T23:00:00.000+02:00","Bill & Melinda Gates Foundation","2017","1033.18","10.1071/SR16332",""
"De Gruyter","Clinical Chemistry and Laboratory Medicine","EUR","2000","2016-08-15T23:00:00.000+02:00","Bill & Melinda Gates Foundation","2016","2000","10.1515/cclm-2016-0421",""
"Dove Medical Press","International Journal of Women's Health","USD","1468","2017-10-11T13:39:00.747+02:00","Bill & Melinda Gates Foundation","2017","1240.91","10.2147/IJWH.S143397",""
"Dove Medical Press","International Journal of Women's Health","USD","1763","2018-07-16T02:09:00.000+02:00","Bill & Melinda Gates Foundation","2018","1504.27","10.2147/IJWH.S169067",""
"Dove Medical Press","International Journal of Women's Health","USD","1958","2018-12-27T01:08:00.000+01:00","Bill & Melinda Gates Foundation","2018","1721.02","10.2147/IJWH.S185712",""
"Dove Medical Press","International Journal of Women's Health","USD","1958","2019-03-15T11:50:00.000+01:00","Bill & Melinda Gates Foundation","2019","1731.52","10.2147/ijwh.s193905",""
"Dove Medical Press","International Journal of Women's Health","USD","1958","2019-03-27T02:21:00.000+01:00","Bill & Melinda Gates Foundation","2019","1738.74","10.2147/IJWH.S197115",""
"Dove Medical Press","Journal of Blood Medicine","USD","1763","2018-11-20T01:10:00.000+01:00","Bill & Melinda Gates Foundation","2018","1543.65","10.2147/JBM.S186528",""
"","","","","","","","","",""
"Edinburgh University Global Health Society","Journal of Global Health","GBP","892","2018-01-23T13:47:07.610+01:00","Bill & Melinda Gates Foundation","2018","1015.6","10.7189/jogh.06.0207028.010701",""
"","","","","","","","","",""
"Edinburgh University Global Health Society","Journal of Global Health","GBP","895","2018-02-26T10:00:00.000+01:00","Bill & Melinda Gates Foundation","2018","1019.13","10.7189/jogh.07.020802",""
"Edinburgh University Global Health Society","Journal of Global Health","GBP","895","2018-02-26T10:00:00.000+01:00","Bill & Melinda Gates Foundation","2018","1019.13","10.7189/jogh.08.010703",""
"Edinburgh University Global Health Society","Journal of Global Health","GBP","895","2018-02-26T10:00:00.000+01:00","Bill & Melinda Gates Foundation","2018","1019.13","10.7189/jogh.07.020801",""
"Edinburgh University Global Health Society","Journal of Global Health","GBP","892","2018-02-26T10:00:00.000+01:00","Bill & Melinda Gates Foundation","2018","1015.71","10.7189/jogh.08.010408",""
"Edinburgh University Global Health Society","Journal of Global Health","GBP","930","2019-03-05T11:21:00.000+01:00","Bill & Melinda Gates Foundation","2019","1076.91","10.7189/jogh.07.020402",""
"Edinburgh University Global Health Society","Journal of Global Health","GBP","905","2018-08-07T10:39:00.000+02:00","Bill & Melinda Gates Foundation","2018","1011.37","10.7189/jogh.08.020420",""
"Edinburgh University Global Health Society","Journal of Global Health","GBP","903","2018-05-29T10:00:00.000+02:00","Bill & Melinda Gates Foundation","2018","1036.23","10.7189/jogh.08.020402",""
"Edinburgh University Global Health Society","Journal of Global Health","GBP","12880","2017-07-06T12:00:00.000+02:00","Bill & Melinda Gates Foundation","2017","14634.2","10.7189/jogh.07.010908",""
"Edinburgh University Global Health Society","Journal of Global Health","GBP","595","2018-11-06T03:52:00.000+01:00","Bill & Melinda Gates Foundation","2018","681.46","10.7189/jogh.07.021101",""
"Edinburgh University Global Health Society","Journal of Global Health","GBP","595","2018-11-06T03:53:00.000+01:00","Bill & Melinda Gates Foundation","2018","681.46","10.7189/jogh.07.010801",""
"Edinburgh University Global Health Society","Journal of Global Health","GBP","595","2018-11-06T03:53:00.000+01:00","Bill & Melinda Gates Foundation","2018","681.46","10.7189/jogh.06.020501",""
"Edinburgh University Global Health Society","Journal of Global Health","GBP","595","2018-11-06T03:54:00.000+01:00","Bill & Melinda Gates Foundation","2018","681.46","10.7189/jogh.06.020502",""
"Edinburgh University Global Health Society","Journal of Global Health","GBP","595","2018-11-06T03:57:00.000+01:00","Bill & Melinda Gates Foundation","2018","681.46","10.7189/jogh.08.010604",""
"Edinburgh University Global Health Society","Journal of Global Health","GBP","595","2018-11-06T03:30:00.000+01:00","Bill & Melinda Gates Foundation","2018","681.46","10.7189/jogh.08.020803",""
"Edinburgh University Global Health Society","Journal of Global Health","GBP","595","2018-11-06T03:34:00.000+01:00","Bill & Melinda Gates Foundation","2018","681.46","10.7189/jogh.08.020807",""
"Edinburgh University Global Health Society","Journal of Global Health","GBP","595","2018-11-06T03:36:00.000+01:00","Bill & Melinda Gates Foundation","2018","681.46","10.7189/jogh.08.020806",""
"Edinburgh University Global Health Society","Journal of Global Health","GBP","595","2018-11-06T03:40:00.000+01:00","Bill & Melinda Gates Foundation","2018","681.46","10.7189/jogh.08.020805",""
"Edinburgh University Global Health Society","Journal of Global Health","GBP","595","2018-11-06T03:41:00.000+01:00","Bill & Melinda Gates Foundation","2018","681.46","10.7189/jogh.08.020802",""
"Edinburgh University Global Health Society","Journal of Global Health","GBP","595","2018-11-06T03:42:00.000+01:00","Bill & Melinda Gates Foundation","2018","681.46","10.7189/jogh.08.020804",""
"Edinburgh University Global Health Society","Journal of Global Health","GBP","595","2018-11-06T03:43:00.000+01:00","Bill & Melinda Gates Foundation","2018","681.46","10.7189/jogh.08.020801",""
"Edinburgh University Global Health Society","Journal of Global Health","GBP","595","2018-11-06T03:44:00.000+01:00","Bill & Melinda Gates Foundation","2018","681.46","10.7189/jogh.08.010607",""
"Edinburgh University Global Health Society","Journal of Global Health","GBP","595","2018-11-06T03:46:00.000+01:00","Bill & Melinda Gates Foundation","2018","681.46","10.7189/jogh.08.010603",""
"Edinburgh University Global Health Society","Journal of Global Health","GBP","595","2018-11-06T03:46:00.000+01:00","Bill & Melinda Gates Foundation","2018","681.46","10.7189/jogh.08.010605",""
"Edinburgh University Global Health Society","Journal of Global Health","GBP","595","2018-11-06T03:47:00.000+01:00","Bill & Melinda Gates Foundation","2018","681.46","10.7189/jogh.08.010606",""
"Edinburgh University Global Health Society","Journal of Global Health","GBP","595","2018-11-06T03:49:00.000+01:00","Bill & Melinda Gates Foundation","2018","681.46","10.7189/jogh.08.010602",""
"Edinburgh University Global Health Society","Journal of Global Health","GBP","595","2018-11-06T03:49:00.000+01:00","Bill & Melinda Gates Foundation","2018","681.46","10.7189/jogh.08.010601",""
"Edinburgh University Global Health Society","Journal of Global Health","GBP","455","2018-10-11T10:48:00.000+02:00","Bill & Melinda Gates Foundation","2018","520.06","N/A",""
"Edinburgh University Global Health Society","Journal of Global Health","GBP","885","2019-03-05T04:44:00.000+01:00","Bill & Melinda Gates Foundation","2019","1024.8","10.7189/jogh.08.020401",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"Edinburgh University Global Health Society","Journal of Global Health","GBP","968.8099976","2019-02-22T02:15:00.000+01:00","Bill & Melinda Gates Foundation","2019","1110.22","10.7189/jogh.09.010424",""
"","","","","","","","","",""
"eLife Sciences Publications","eLife","USD","2500","2019-03-12T01:38:00.000+01:00","Bill & Melinda Gates Foundation","2019","2217.29","10.7554/eLife.42627",""
"eLife Sciences Publications","eLife","USD","2500","2018-12-04T01:25:00.000+01:00","Bill & Melinda Gates Foundation","2018","2191.25","10.7554/eLife.39169",""
"eLife Sciences Publications","eLife","USD","2500","2017-10-30T23:00:00.000+01:00","Bill & Melinda Gates Foundation","2017","2152.95","10.7554/eLife.29365",""
"eLife Sciences Publications","eLife","USD","2500","2018-06-15T11:37:25.303+02:00","Bill & Melinda Gates Foundation","2018","2155.92","10.7554/eLife.33423",""
"eLife Sciences Publications","eLife","USD","2500","2018-09-26T11:22:00.000+02:00","Bill & Melinda Gates Foundation","2018","2130.02","10.7554/eLife.36782",""
"eLife Sciences Publications","eLife","USD","2500","2018-02-26T10:00:00.000+01:00","Bill & Melinda Gates Foundation","2018","2029.22","10.7554/eLife.32625",""
"eLife Sciences Publications","eLife","USD","2500","2018-02-19T10:00:00.000+01:00","Bill & Melinda Gates Foundation","2018","2014.5","10.7554/eLife.31805",""
"eLife Sciences Publications","eLife","USD","2500","2018-05-18T01:54:00.000+02:00","Bill & Melinda Gates Foundation","2018","2122.06","10.7554/eLife.33953",""
"Elsevier","Acta Psychologica","USD","1800","2019-04-12T09:21:00.000+02:00","Bill & Melinda Gates Foundation","2019","1589.97","10.1016/j.actpsy.2019.01.007",""
"Elsevier","Acta Tropica","USD","2350","2018-11-06T03:43:00.000+01:00","Bill & Melinda Gates Foundation","2018","2056.35","10.1016/j.actatropica.2018.06.016",""
"","","","","","","","","",""
"Elsevier","Acta Tropica","USD","2200","2017-10-25T23:00:00.000+02:00","Bill & Melinda Gates Foundation","2017","1866.78","10.1016/j.actatropica.2017.07.030",""
"Elsevier","Acta Tropica","USD","2200","2017-10-25T23:00:00.000+02:00","Bill & Melinda Gates Foundation","2017","1866.78","10.1016/j.actatropica.2017.07.022",""
"Elsevier","Acta Tropica","USD","2200","2017-10-19T23:00:00.000+02:00","Bill & Melinda Gates Foundation","2017","1859.05","10.1016/j.actatropica.2017.07.008",""
"Elsevier","Acta Tropica","USD","2200","2017-01-26T23:00:00.000+01:00","Bill & Melinda Gates Foundation","2017","2056.07","10.1016/j.actatropica.2017.02.014",""
"Elsevier","Acta Tropica","USD","2150","2016-09-16T23:00:00.000+02:00","Bill & Melinda Gates Foundation","2016","1915.2","10.1016/j.actatropica.2016.08.004",""
"Elsevier","Acta Tropica","USD","2150","2017-01-24T23:00:00.000+01:00","Bill & Melinda Gates Foundation","2017","2000.37","10.1016/j.actatropica.2016.10.010",""
"Elsevier","Addictive Behaviors","USD","2400","2018-07-05T10:48:00.000+02:00","Bill & Melinda Gates Foundation","2018","2049.71","10.1016/j.addbeh.2018.02.029",""
"Elsevier","Advances in Water Resources","USD","3500","2017-01-24T23:00:00.000+01:00","Bill & Melinda Gates Foundation","2017","3256.42","10.1016/j.advwatres.2016.10.012",""
"Elsevier","Agricultural and Forest Meteorology","USD","3700","2017-07-22T07:14:53.353+02:00","Bill & Melinda Gates Foundation","2017","3176.51","10.1016/j.agrformet.2017.02.025",""
"Elsevier","Agricultural and Forest Meteorology","USD","3950","2018-09-26T11:13:00.000+02:00","Bill & Melinda Gates Foundation","2018","3365.43","10.1016/j.agrformet.2018.05.019",""
"Elsevier","Agricultural Systems","USD","3800","2019-04-25T02:42:00.000+02:00","Bill & Melinda Gates Foundation","2019","3416.34","10.1016/j.agsy.2019.01.001",""
"Elsevier","Agricultural Systems","USD","3600","2016-12-22T23:00:00.000+01:00","Bill & Melinda Gates Foundation","2016","3446.96","10.1016/j.agsy.2016.05.014",""
"Elsevier","Agricultural Systems","USD","3600","2016-12-22T23:00:00.000+01:00","Bill & Melinda Gates Foundation","2016","3446.96","10.1016/j.agsy.2016.10.002",""
"Elsevier","Agricultural Systems","USD","3600","2016-12-22T23:00:00.000+01:00","Bill & Melinda Gates Foundation","2016","3446.96","10.1016/j.agsy.2016.09.017",""
"Elsevier","Agricultural Systems","USD","3600","2016-12-22T23:00:00.000+01:00","Bill & Melinda Gates Foundation","2016","3446.96","10.1016/j.agsy.2016.09.003",""
"Elsevier","Agricultural Systems","USD","3600","2017-06-09T12:18:17.993+02:00","Bill & Melinda Gates Foundation","2017","3221.19","10.1016/j.agsy.2016.09.021",""
"Elsevier","Agricultural Systems","USD","3600","2017-06-21T23:00:00.000+02:00","Bill & Melinda Gates Foundation","2017","3229.57","10.1016/j.agsy.2016.10.009",""
"Elsevier","Agricultural Systems","USD","3600","2017-06-26T10:43:09.577+02:00","Bill & Melinda Gates Foundation","2017","3218.02","10.1016/j.agsy.2017.01.019",""
"Elsevier","Agricultural Systems","USD","3600","2017-05-04T23:00:00.000+02:00","Bill & Melinda Gates Foundation","2017","3294.59","10.1016/j.agsy.2016.11.003",""
"Elsevier","Agricultural Systems","USD","3600","2017-01-04T23:00:00.000+01:00","Bill & Melinda Gates Foundation","2017","3449.27","10.1016/j.agsy.2016.10.010",""
"Elsevier","Agricultural Systems","USD","3600","2017-10-03T23:00:00.000+02:00","Bill & Melinda Gates Foundation","2017","3063.05","10.1016/j.agsy.2017.05.006",""
