institution;period;euro;doi;is_hybrid;journal_full_title
University of Graz;2017;NA;10.1140/epja/i2017-12211-0;TRUE;The European Physical Journal A
University of Innsbruck and Medical University of Innsbruck;2017;NA;10.1140/epjd/e2016-70292-4;TRUE;The European Physical Journal D
University of Innsbruck and Medical University of Innsbruck;2017;NA;10.1140/epjd/e2016-70438-4;TRUE;The European Physical Journal D
University of Klagenfurt;2017;NA;10.1007/s10113-017-1145-1;TRUE;Regional Environmental Change
Paracelsus Medical University;2017;NA;10.1007/s12254-017-0326-4;TRUE;memo - Magazine of European Medical Oncology
Montanuniversität Leoben;2017;NA;10.1007/s00501-017-0596-5;TRUE;BHM Berg- und Hüttenmännische Monatshefte
Medical University of Vienna;2017;NA;10.1007/s00508-017-1198-7;TRUE;Wiener klinische Wochenschrift
Medical University of Vienna;2017;NA;10.1007/s00117-017-0243-x;TRUE;Der Radiologe
Paracelsus Medical University;2017;NA;10.1007/s00277-017-3003-0;TRUE;Annals of Hematology
Medical University of Vienna;2017;NA;10.1007/s12265-017-9746-0;TRUE;Journal of Cardiovascular Translational Research
Austrian Science Fund (FWF);2017;NA;10.1007/s10543-017-0657-x;TRUE;BIT Numerical Mathematics
Austrian Science Fund (FWF);2017;NA;10.1007/s10854-017-6877-7;TRUE;Journal of Materials Science: Materials in Electronics
Austrian Science Fund (FWF);2017;NA;10.1007/s00026-017-0349-x;TRUE;Annals of Combinatorics
Paracelsus Medical University;2017;NA;10.1007/s10334-017-0622-3;TRUE;Magnetic Resonance Materials in Physics, Biology and Medicine
Austrian Science Fund (FWF);2017;NA;10.1007/s00360-017-1093-6;TRUE;Journal of Comparative Physiology B
University of Vienna;2017;NA;10.1007/s10231-017-0663-2;TRUE;Annali di Matematica Pura ed Applicata (1923 -)
University of Vienna;2017;NA;10.1007/s00726-017-2423-4;TRUE;Amino Acids
Austrian Science Fund (FWF);2017;NA;10.1007/s10832-017-0081-2;TRUE;Journal of Electroceramics
University of Innsbruck and Medical University of Innsbruck;2017;NA;10.1007/s00586-017-5053-3;TRUE;European Spine Journal
University of Vienna;2017;NA;10.3758/s13420-017-0268-z;TRUE;Learning & Behavior
Medical University of Graz;2017;NA;10.1007/s00066-017-1126-9;TRUE;Strahlentherapie und Onkologie
University of Innsbruck and Medical University of Innsbruck;2017;NA;10.1007/s00701-017-3158-4;TRUE;Acta Neurochirurgica
Medical University of Vienna;2017;NA;10.1007/s00063-017-0279-8;TRUE;Medizinische Klinik - Intensivmedizin und Notfallmedizin
Montanuniversität Leoben;2017;NA;10.1007/s11600-017-0037-6;TRUE;Acta Geophysica
University of Veterinary Medicine Vienna;2017;NA;10.1007/s00418-017-1569-1;TRUE;Histochemistry and Cell Biology
Austrian Science Fund (FWF);2017;NA;10.1007/s10493-017-0122-1;TRUE;Experimental and Applied Acarology
University of Applied Sciences Upper Austria;2017;NA;10.1365/s40702-017-0320-7;TRUE;HMD Praxis der Wirtschaftsinformatik
Institute for Advanced Studies Vienna;2017;NA;10.1007/s10663-017-9373-7;TRUE;Empirica
Medical University of Graz;2017;NA;10.1007/s00115-017-0337-8;TRUE;Der Nervenarzt
University of Veterinary Medicine Vienna;2017;NA;10.1007/s00360-017-1100-y;TRUE;Journal of Comparative Physiology B
Johannes Kepler University Linz;2017;NA;10.1007/s10551-017-3531-5;TRUE;Journal of Business Ethics
University of Innsbruck and Medical University of Innsbruck;2017;NA;10.1007/s00142-017-0122-5;TRUE;Arthroskopie
Montanuniversität Leoben;2017;NA;10.1007/s11837-017-2341-7;TRUE;JOM
University of Innsbruck and Medical University of Innsbruck;2017;NA;10.1007/s11678-017-0405-5;TRUE;Obere Extremität
University of Vienna;2017;NA;10.1007/s10841-017-9974-2;TRUE;Journal of Insect Conservation
University of Vienna;2017;NA;10.1007/s00224-017-9759-8;TRUE;Theory of Computing Systems
Graz University of Technology;2017;NA;10.1007/s10853-017-1104-8;TRUE;Journal of Materials Science
University of Innsbruck and Medical University of Innsbruck;2017;NA;10.1007/s40501-017-0115-z;TRUE;Current Treatment Options in Psychiatry
Montanuniversität Leoben;2017;NA;10.1007/s00605-017-1054-x;TRUE;Monatshefte für Mathematik
University of Klagenfurt;2017;NA;10.1007/s11042-017-4699-5;TRUE;Multimedia Tools and Applications
Paracelsus Medical University;2017;NA;10.1007/s00391-017-1233-3;TRUE;Zeitschrift für Gerontologie und Geriatrie
University of Vienna;2017;NA;10.1007/s40519-017-0379-8;TRUE;Eating and Weight Disorders - Studies on Anorexia, Bulimia and Obesity
University of Innsbruck and Medical University of Innsbruck;2017;NA;10.1007/s12671-017-0715-0;TRUE;Mindfulness
Austrian Science Fund (FWF);2017;NA;10.1007/s11104-017-3226-9;TRUE;Plant and Soil
Medical University of Vienna;2017;NA;10.1007/s12326-017-0228-6;TRUE;hautnah
Medical University of Vienna;2017;NA;10.1007/s11136-017-1580-y;TRUE;Quality of Life Research
University of Vienna;2017;NA;10.1007/s00391-017-1238-y;TRUE;Zeitschrift für Gerontologie und Geriatrie
TU Wien (TUW);2017;NA;10.1007/s00253-017-8281-x;TRUE;Applied Microbiology and Biotechnology
University of Vienna;2017;NA;10.1007/s10021-017-0152-x;TRUE;Ecosystems
Medical University of Vienna;2017;NA;10.1245/s10434-017-5858-7;TRUE;Annals of Surgical Oncology
International Institute for Applied Systems Analysis (IIASA);2017;NA;10.1007/s12061-017-9223-9;TRUE;Applied Spatial Analysis and Policy
University of Natural Resources and Life Sciences Vienna (BOKU);2017;NA;10.1007/s11440-017-0550-4;TRUE;Acta Geotechnica
University of Veterinary Medicine Vienna;2017;NA;10.1007/s10071-017-1092-8;TRUE;Animal Cognition
University of Natural Resources and Life Sciences Vienna (BOKU);2017;NA;10.1007/s00216-017-0339-1;TRUE;Analytical and Bioanalytical Chemistry
University of Innsbruck and Medical University of Innsbruck;2017;NA;10.1007/s00787-017-0980-4;TRUE;European Child & Adolescent Psychiatry
University of Natural Resources and Life Sciences Vienna (BOKU);2017;NA;10.1007/s12649-017-9902-4;TRUE;Waste and Biomass Valorization
University of Klagenfurt;2017;NA;10.1007/s11612-017-0365-7;TRUE;Gruppe. Interaktion. Organisation. Zeitschrift für Angewandte Organisationspsychologie (GIO)
Medical University of Vienna;2017;NA;10.1007/s00429-017-1421-3;TRUE;Brain Structure and Function
Medical University of Graz;2017;NA;10.1007/s12254-017-0328-2;TRUE;memo - Magazine of European Medical Oncology
Paris Lodron University of Salzburg;2017;NA;10.1007/s11829-017-9512-x;TRUE;Arthropod-Plant Interactions
University of Vienna;2017;NA;10.1007/s10346-017-0820-0;TRUE;Landslides
Paris Lodron University of Salzburg;2017;NA;10.1007/s00208-017-1540-4;TRUE;Mathematische Annalen
University of Vienna;2017;NA;10.1007/s00186-017-0585-1;TRUE;Mathematical Methods of Operations Research
Medical University of Vienna;2017;NA;10.1007/s00701-017-3162-8;TRUE;Acta Neurochirurgica
Johannes Kepler University Linz;2017;NA;10.1007/s11786-017-0317-1;TRUE;Mathematics in Computer Science
Johannes Kepler University Linz;2017;NA;10.1007/s00211-017-0883-9;TRUE;Numerische Mathematik
University of Innsbruck and Medical University of Innsbruck;2017;NA;10.1007/s11365-017-0443-x;TRUE;International Entrepreneurship and Management Journal
Medical University of Vienna;2017;NA;10.1007/s00508-017-1194-y;TRUE;Wiener klinische Wochenschrift
Medical University of Vienna;2017;NA;10.1007/s00264-017-3455-9;TRUE;International Orthopaedics
University of Innsbruck and Medical University of Innsbruck;2017;NA;10.1007/s11926-017-0656-6;TRUE;Current Rheumatology Reports
TU Wien (TUW);2017;NA;10.1007/s10009-017-0454-5;TRUE;International Journal on Software Tools for Technology Transfer
TU Wien (TUW);2017;NA;10.1007/s10703-017-0275-x;TRUE;Formal Methods in System Design
University of Natural Resources and Life Sciences Vienna (BOKU);2017;NA;10.1007/s00506-017-0388-x;TRUE;Österreichische Wasser- und Abfallwirtschaft
Medical University of Graz;2017;NA;10.1007/s11910-017-0748-8;TRUE;Current Neurology and Neuroscience Reports
Medical University of Vienna;2017;NA;10.1007/s11940-017-0449-2;TRUE;Current Treatment Options in Neurology
Graz University of Technology;2017;NA;10.1007/s10853-017-1084-8;TRUE;Journal of Materials Science
TU Wien (TUW);2017;NA;10.1007/s00707-017-1824-5;TRUE;Acta Mechanica
Graz University of Technology;2017;NA;10.1007/s10765-017-2220-z;TRUE;International Journal of Thermophysics
TU Wien (TUW);2017;NA;10.1007/s00162-017-0430-4;TRUE;Theoretical and Computational Fluid Dynamics
Medical University of Graz;2017;NA;10.1007/s00482-017-0217-y;TRUE;Der Schmerz
University of Innsbruck and Medical University of Innsbruck;2017;NA;10.1007/s00702-017-1717-8;TRUE;Journal of Neural Transmission
Austrian Science Fund (FWF);2017;NA;10.1007/s00775-017-1450-7;TRUE;JBIC Journal of Biological Inorganic Chemistry
Vienna University of Economics and Business (WU);2017;NA;10.1007/s10696-017-9288-4;TRUE;Flexible Services and Manufacturing Journal
University of Natural Resources and Life Sciences Vienna (BOKU);2017;NA;10.1007/s00506-017-0391-2;TRUE;Österreichische Wasser- und Abfallwirtschaft
Medical University of Vienna;2017;NA;10.1007/s11560-017-0154-x;TRUE;Der Nephrologe
Medical University of Graz;2017;NA;10.1007/s12281-017-0275-8;TRUE;Current Fungal Infection Reports
Austrian Science Fund (FWF);2017;NA;10.1007/s12033-017-0009-8;TRUE;Molecular Biotechnology
Johannes Kepler University Linz;2017;NA;10.1007/s40571-017-0163-6;TRUE;Computational Particle Mechanics
Johannes Kepler University Linz;2017;NA;10.1007/s40509-017-0113-2;TRUE;Quantum Studies: Mathematics and Foundations
Austrian Science Fund (FWF);2017;NA;10.1007/s11228-017-0411-1;TRUE;Set-Valued and Variational Analysis
TU Wien (TUW);2017;NA;10.1007/s00107-017-1203-x;TRUE;European Journal of Wood and Wood Products
University of Graz;2017;NA;10.1007/s12161-017-0935-x;TRUE;Food Analytical Methods
Medical University of Graz;2017;NA;10.1007/s00059-017-4578-x;TRUE;Herz
Medical University of Vienna;2017;NA;10.1007/s00259-017-3724-2;TRUE;European Journal of Nuclear Medicine and Molecular Imaging
University of Graz;2017;NA;10.1007/s11294-017-9638-8;TRUE;International Advances in Economic Research
Austrian Science Fund (FWF);2017;NA;10.1007/s13385-017-0154-2;TRUE;European Actuarial Journal
Vienna University of Economics and Business (WU);2017;NA;10.1007/s10270-017-0603-z;TRUE;Software & Systems Modeling
University of Innsbruck and Medical University of Innsbruck;2017;NA;10.1007/s41245-017-0034-2;TRUE;Deutsche Vierteljahrsschrift für Literaturwissenschaft und Geistesgeschichte
University of Natural Resources and Life Sciences Vienna (BOKU);2017;NA;10.1007/s11842-017-9371-4;TRUE;Small-scale Forestry
Graz University of Technology;2017;NA;10.1007/s10844-017-0465-4;TRUE;Journal of Intelligent Information Systems
Medical University of Graz;2017;NA;10.1007/s00264-017-3513-3;TRUE;International Orthopaedics
Graz University of Technology;2017;NA;10.1007/s00605-017-1061-y;TRUE;Monatshefte für Mathematik
University of Innsbruck and Medical University of Innsbruck;2017;NA;10.1007/s10208-017-9352-1;TRUE;Foundations of Computational Mathematics
Paris Lodron University of Salzburg;2017;NA;10.1007/s13164-017-0339-2;TRUE;Review of Philosophy and Psychology
Austrian Science Fund (FWF);2017;NA;10.1007/s00109-017-1543-3;TRUE;Journal of Molecular Medicine
Medical University of Vienna;2017;NA;10.1007/s00415-017-8518-8;TRUE;Journal of Neurology
TU Wien (TUW);2017;NA;10.1007/s13735-017-0126-y;TRUE;International Journal of Multimedia Information Retrieval
Medical University of Vienna;2017;NA;10.1007/s00125-017-4309-0;TRUE;Diabetologia
Austrian Science Fund (FWF);2017;NA;10.1007/s00285-017-1140-7;TRUE;Journal of Mathematical Biology
Medical University of Vienna;2017;NA;10.1007/s11307-017-1087-5;TRUE;Molecular Imaging and Biology
University of Natural Resources and Life Sciences Vienna (BOKU);2017;NA;10.1007/s10035-017-0722-9;TRUE;Granular Matter
Medical University of Vienna;2017;NA;10.1007/s00787-017-0999-6;TRUE;European Child & Adolescent Psychiatry
University of Innsbruck and Medical University of Innsbruck;2017;NA;10.1007/s00508-017-1214-y;TRUE;Wiener klinische Wochenschrift
Medical University of Vienna;2017;NA;10.1007/s12254-017-0332-6;TRUE;memo - Magazine of European Medical Oncology
University of Vienna;2017;NA;10.1007/s11614-017-0262-x;TRUE;Österreichische Zeitschrift für Soziologie
Medical University of Vienna;2017;NA;10.1007/s00404-017-4402-0;TRUE;Archives of Gynecology and Obstetrics
Johannes Kepler University Linz;2017;NA;10.1007/s11614-017-0264-8;TRUE;Österreichische Zeitschrift für Soziologie
University of Vienna;2017;NA;10.1007/s11614-017-0261-y;TRUE;Österreichische Zeitschrift für Soziologie
University of Graz;2017;NA;10.1007/s11245-017-9492-6;TRUE;Topoi
University of Innsbruck and Medical University of Innsbruck;2017;NA;10.1007/s40211-017-0225-2;TRUE;neuropsychiatrie
University of Vienna;2017;NA;10.1007/s00410-017-1362-0;TRUE;Contributions to Mineralogy and Petrology
International Institute for Applied Systems Analysis (IIASA);2017;NA;10.1007/s11205-017-1650-0;TRUE;Social Indicators Research
University of Innsbruck and Medical University of Innsbruck;2017;NA;10.1007/s41463-017-0023-9;TRUE;Humanistic Management Journal
University of Natural Resources and Life Sciences Vienna (BOKU);2017;NA;10.1007/s10460-017-9800-1;TRUE;Agriculture and Human Values
TU Wien (TUW);2017;NA;10.1007/s13278-017-0440-7;TRUE;Social Network Analysis and Mining
University of Vienna;2017;NA;10.1007/s00041-017-9548-4;TRUE;Journal of Fourier Analysis and Applications
University of Innsbruck and Medical University of Innsbruck;2017;NA;10.1007/s11663-017-0988-7;TRUE;Metallurgical and Materials Transactions B
Montanuniversität Leoben;2017;NA;10.1007/s00501-017-0607-6;TRUE;BHM Berg- und Hüttenmännische Monatshefte
Medical University of Vienna;2017;NA;10.1007/s00132-017-3431-5;TRUE;Der Orthopäde
University of Innsbruck and Medical University of Innsbruck;2017;NA;10.1007/s10554-017-1170-7;TRUE;The International Journal of Cardiovascular Imaging
University of Graz;2017;NA;10.1007/s11229-017-1434-8;TRUE;Synthese
University of Vienna;2017;NA;10.1007/s10750-017-3228-x;TRUE;Hydrobiologia
Austrian Science Fund (FWF);2017;NA;10.1007/s10822-017-0021-x;TRUE;Journal of Computer-Aided Molecular Design
Austrian Science Fund (FWF);2017;NA;10.1007/s10231-017-0670-3;TRUE;Annali di Matematica Pura ed Applicata (1923 -)
Medical University of Vienna;2017;NA;10.1007/s00739-017-0401-y;TRUE;psychopraxis. neuropraxis
TU Wien (TUW);2017;NA;10.1007/s11120-017-0398-3;TRUE;Photosynthesis Research
TU Wien (TUW);2017;NA;10.1007/s00025-017-0691-7;TRUE;Results in Mathematics
University of Graz;2017;NA;10.1007/s00107-017-1197-4;TRUE;European Journal of Wood and Wood Products
Graz University of Technology;2017;NA;10.1007/s10479-017-2513-4;TRUE;Annals of Operations Research
Austrian Science Fund (FWF);2017;NA;10.1007/s11228-017-0409-8;TRUE;Set-Valued and Variational Analysis
University of Vienna;2017;NA;10.1007/s00009-017-0936-4;TRUE;Mediterranean Journal of Mathematics
University of Innsbruck and Medical University of Innsbruck;2017;NA;10.1140/epjd/e2017-70740-7;TRUE;The European Physical Journal D
University of Graz;2017;NA;10.1007/s10663-017-9376-4;TRUE;Empirica
University of Innsbruck and Medical University of Innsbruck;2017;NA;10.1007/s00404-017-4392-y;TRUE;Archives of Gynecology and Obstetrics
TU Wien (TUW);2017;NA;10.1007/s10270-017-0598-5;TRUE;Software & Systems Modeling
Graz University of Technology;2017;NA;10.1007/s10444-017-9516-1;TRUE;Advances in Computational Mathematics
University of Natural Resources and Life Sciences Vienna (BOKU);2017;NA;10.1007/s00506-017-0396-x;TRUE;Österreichische Wasser- und Abfallwirtschaft
Austrian Science Fund (FWF);2017;NA;10.1007/s11240-017-1229-0;TRUE;Plant Cell, Tissue and Organ Culture (PCTOC)
University of Natural Resources and Life Sciences Vienna (BOKU);2017;NA;10.1007/s00506-017-0397-9;TRUE;Österreichische Wasser- und Abfallwirtschaft
Montanuniversität Leoben;2017;NA;10.1007/s00501-017-0606-7;TRUE;BHM Berg- und Hüttenmännische Monatshefte
Austrian Science Fund (FWF);2017;NA;10.1007/s00013-017-1049-9;TRUE;Archiv der Mathematik
Montanuniversität Leoben;2017;NA;10.1007/s00501-017-0605-8;TRUE;BHM Berg- und Hüttenmännische Monatshefte
Medical University of Vienna;2017;NA;10.1007/s00167-017-4567-x;TRUE;Knee Surgery, Sports Traumatology, Arthroscopy
Austrian Science Fund (FWF);2017;NA;10.1007/s00605-017-1056-8;TRUE;Monatshefte für Mathematik
Montanuniversität Leoben;2017;NA;10.1007/s00501-017-0604-9;TRUE;BHM Berg- und Hüttenmännische Monatshefte
University of Innsbruck and Medical University of Innsbruck;2017;NA;10.1007/s00101-017-0323-3;TRUE;Der Anaesthesist
Paris Lodron University of Salzburg;2017;NA;10.1007/s00269-017-0892-3;TRUE;Physics and Chemistry of Minerals
University of Innsbruck and Medical University of Innsbruck;2017;NA;10.1007/s00330-017-4838-4;TRUE;European Radiology
Paracelsus Medical University;2017;NA;10.1007/s10554-017-1154-7;TRUE;The International Journal of Cardiovascular Imaging
Medical University of Graz;2017;NA;10.1007/s00292-017-0298-5;TRUE;Der Pathologe
Medical University of Vienna;2017;NA;10.1007/s00127-017-1389-6;TRUE;Social Psychiatry and Psychiatric Epidemiology
Austrian Science Fund (FWF);2017;NA;10.1007/s11060-017-2459-z;TRUE;Journal of Neuro-Oncology
University of Innsbruck and Medical University of Innsbruck;2017;NA;10.1007/s00270-017-1674-5;TRUE;CardioVascular and Interventional Radiology
University of Innsbruck and Medical University of Innsbruck;2017;NA;10.1007/s00264-017-3498-y;TRUE;International Orthopaedics
Medical University of Graz;2017;NA;10.1007/s00424-017-1989-8;TRUE;Pflügers Archiv - European Journal of Physiology
University of Innsbruck and Medical University of Innsbruck;2017;NA;10.1007/s00508-017-1207-x;TRUE;Wiener klinische Wochenschrift
Austrian Science Fund (FWF);2017;NA;10.1007/s10853-017-1142-2;TRUE;Journal of Materials Science
Austrian Science Fund (FWF);2017;NA;10.1007/s00436-017-5460-8;TRUE;Parasitology Research
Medical University of Graz;2017;NA;10.1007/s00292-017-0297-6;TRUE;Der Pathologe
Montanuniversität Leoben;2017;NA;10.1007/s00502-017-0502-6;TRUE;e & i Elektrotechnik und Informationstechnik
TU Wien (TUW);2017;NA;10.1007/s00502-017-0504-4;TRUE;e & i Elektrotechnik und Informationstechnik
Paracelsus Medical University;2017;NA;10.1007/s00739-017-0400-z;TRUE;psychopraxis. neuropraxis
Montanuniversität Leoben;2017;NA;10.1007/s00502-017-0503-5;TRUE;e & i Elektrotechnik und Informationstechnik
Montanuniversität Leoben;2017;NA;10.1007/s00502-017-0501-7;TRUE;e & i Elektrotechnik und Informationstechnik
University of Natural Resources and Life Sciences Vienna (BOKU);2017;NA;10.1007/s10342-017-1051-6;TRUE;European Journal of Forest Research
Medical University of Graz;2017;NA;10.1007/s10049-017-0312-8;TRUE;Notfall +  Rettungsmedizin
Medical University of Vienna;2017;NA;10.1007/s10936-017-9493-z;TRUE;Journal of Psycholinguistic Research
Graz University of Technology;2017;NA;10.1007/s10570-017-1298-6;TRUE;Cellulose
University of Innsbruck and Medical University of Innsbruck;2017;NA;10.1007/s00063-017-0284-y;TRUE;Medizinische Klinik - Intensivmedizin und Notfallmedizin
University of Innsbruck and Medical University of Innsbruck;2017;NA;10.1007/s00134-017-4809-x;TRUE;Intensive Care Medicine
Medical University of Vienna;2017;NA;10.1007/s10549-017-4255-z;TRUE;Breast Cancer Research and Treatment
University of Innsbruck and Medical University of Innsbruck;2017;NA;10.1007/s00063-017-0290-0;TRUE;Medizinische Klinik - Intensivmedizin und Notfallmedizin
Austrian Science Fund (FWF);2017;NA;10.1007/s11892-017-0867-2;TRUE;Current Diabetes Reports
Austrian Science Fund (FWF);2017;NA;10.1007/s00391-017-1222-6;TRUE;Zeitschrift für Gerontologie und Geriatrie
Austrian Science Fund (FWF);2017;NA;10.1007/s00338-016-1517-x;TRUE;Coral Reefs
Medical University of Graz;2017;NA;10.1007/s10049-017-0317-3;TRUE;Notfall +  Rettungsmedizin
Medical University of Vienna;2017;NA;10.1007/s10495-017-1388-9;TRUE;Apoptosis
Medical University of Graz;2017;NA;10.1007/s00112-017-0292-2;TRUE;Monatsschrift Kinderheilkunde
Johannes Kepler University Linz;2017;NA;10.1007/s00013-017-1060-1;TRUE;Archiv der Mathematik
University of Innsbruck and Medical University of Innsbruck;2017;NA;10.1007/s00134-017-4832-y;TRUE;Intensive Care Medicine
Austrian Science Fund (FWF);2017;NA;10.1007/s00153-017-0553-8;TRUE;Archive for Mathematical Logic
University of Natural Resources and Life Sciences Vienna (BOKU);2017;NA;10.1007/s00204-017-2012-z;TRUE;Archives of Toxicology
University of Vienna;2017;NA;10.1007/s00216-017-0442-3;TRUE;Analytical and Bioanalytical Chemistry
University of Innsbruck and Medical University of Innsbruck;2017;NA;10.1007/s00264-017-3531-1;TRUE;International Orthopaedics
University of Veterinary Medicine Vienna;2017;NA;10.1007/s00265-017-2339-8;TRUE;Behavioral Ecology and Sociobiology
University of Innsbruck and Medical University of Innsbruck;2017;NA;10.1007/s00267-017-0903-7;TRUE;Environmental Management
University of Innsbruck and Medical University of Innsbruck;2017;NA;10.1007/s00276-017-1885-0;TRUE;Surgical and Radiologic Anatomy
Medical University of Graz;2017;NA;10.1007/s00292-017-0312-y;TRUE;Der Pathologe
Medical University of Graz;2017;NA;10.1007/s00402-017-2737-4;TRUE;Archives of Orthopaedic and Trauma Surgery
Austrian Science Fund (FWF);2017;NA;10.1007/s00421-017-3654-5;TRUE;European Journal of Applied Physiology
University of Veterinary Medicine Vienna;2017;NA;10.1007/s00436-017-5481-3;TRUE;Parasitology Research
Austrian Science Fund (FWF);2017;NA;10.1007/s00446-017-0302-6;TRUE;Distributed Computing
Medical University of Vienna;2017;NA;10.1007/s00464-017-5611-0;TRUE;Surgical Endoscopy
Montanuniversität Leoben;2017;NA;10.1007/s00501-017-0611-x;TRUE;BHM Berg- und Hüttenmännische Monatshefte
TU Wien (TUW);2017;NA;10.1007/s00506-017-0406-z;TRUE;Österreichische Wasser- und Abfallwirtschaft
University of Innsbruck and Medical University of Innsbruck;2017;NA;10.1007/s00506-017-0409-9;TRUE;Österreichische Wasser- und Abfallwirtschaft
Medical University of Vienna;2017;NA;10.1007/s00508-017-1219-6;TRUE;Wiener klinische Wochenschrift
Medical University of Vienna;2017;NA;10.1007/s00508-017-1222-y;TRUE;Wiener klinische Wochenschrift
Medical University of Vienna;2017;NA;10.1007/s00508-017-1223-x;TRUE;Wiener klinische Wochenschrift
Medical University of Vienna;2017;NA;10.1007/s00508-017-1224-9;TRUE;Wiener klinische Wochenschrift
University of Innsbruck and Medical University of Innsbruck;2017;NA;10.1007/s00586-017-5180-x;TRUE;European Spine Journal
Paris Lodron University of Salzburg;2017;NA;10.1007/s00605-017-1077-3;TRUE;Monatshefte für Mathematik
University of Graz;2017;NA;10.1007/s00704-017-2159-9;TRUE;Theoretical and Applied Climatology
University of Graz;2017;NA;10.1007/s00704-017-2170-1;TRUE;Theoretical and Applied Climatology
Austrian Science Fund (FWF);2017;NA;10.1007/s00706-017-1972-2;TRUE;Monatshefte für Chemie - Chemical Monthly
TU Wien (TUW);2017;NA;10.1007/s00706-017-1980-2;TRUE;Monatshefte für Chemie - Chemical Monthly
Austrian Science Fund (FWF);2017;NA;10.1007/s00706-017-1997-6;TRUE;Monatshefte für Chemie - Chemical Monthly
Medical University of Graz;2017;NA;10.1007/s00784-017-2150-y;TRUE;Clinical Oral Investigations
Austrian Science Fund (FWF);2017;NA;10.1007/s00894-017-3362-4;TRUE;Journal of Molecular Modeling
Austrian Science Fund (FWF);2017;NA;10.1007/s10009-017-0459-0;TRUE;International Journal on Software Tools for Technology Transfer
University of Natural Resources and Life Sciences Vienna (BOKU);2017;NA;10.1007/s10021-017-0163-7;TRUE;Ecosystems
University of Vienna;2017;NA;10.1007/s10208-017-9357-9;TRUE;Foundations of Computational Mathematics
University of Veterinary Medicine Vienna;2017;NA;10.1007/s10344-017-1123-4;TRUE;European Journal of Wildlife Research
University of Innsbruck and Medical University of Innsbruck;2017;NA;10.1007/s10346-017-0840-9;TRUE;Landslides
University of Graz;2017;NA;10.1007/s10493-017-0149-3;TRUE;Experimental and Applied Acarology
University of Innsbruck and Medical University of Innsbruck;2017;NA;10.1007/s10570-017-1384-9;TRUE;Cellulose
Austrian Science Fund (FWF);2017;NA;10.1007/s10703-017-0283-x;TRUE;Formal Methods in System Design
Institute of Science and Technology (IST Austria);2017;NA;10.1007/s10711-017-0265-6;TRUE;Geometriae Dedicata
University of Graz;2017;NA;10.1007/s10743-017-9213-4;TRUE;Husserl Studies
Graz University of Technology;2017;NA;10.1007/s10844-017-0469-0;TRUE;Journal of Intelligent Information Systems
Graz University of Technology;2017;NA;10.1007/s10853-017-1265-5;TRUE;Journal of Materials Science
Graz University of Technology;2017;NA;10.1007/s10854-017-7325-4;TRUE;Journal of Materials Science: Materials in Electronics
Austrian Science Fund (FWF);2017;NA;10.1007/s10992-017-9438-x;TRUE;Journal of Philosophical Logic
Austrian Science Fund (FWF);2017;NA;10.1007/s11007-017-9422-8;TRUE;Continental Philosophy Review
University of Vienna;2017;NA;10.1007/s11069-017-2953-9;TRUE;Natural Hazards
Johannes Kepler University Linz;2017;NA;10.1007/s11092-017-9265-1;TRUE;Educational Assessment, Evaluation and Accountability
University of Innsbruck and Medical University of Innsbruck;2017;NA;10.1007/s11166-017-9252-4;TRUE;Journal of Risk and Uncertainty
University of Vienna;2017;NA;10.1007/s11187-017-9888-0;TRUE;Small Business Economics
TU Wien (TUW);2017;NA;10.1007/s11187-017-9896-0;TRUE;Small Business Economics
Vienna University of Economics and Business (WU);2017;NA;10.1007/s11205-017-1672-7;TRUE;Social Indicators Research
TU Wien (TUW);2017;NA;10.1007/s11242-017-0867-3;TRUE;Transport in Porous Media
Medical University of Vienna;2017;NA;10.1007/s11547-017-0778-y;TRUE;La radiologia medica
Austrian Science Fund (FWF);2017;NA;10.1007/s11590-017-1158-1;TRUE;Optimization Letters
University of Innsbruck and Medical University of Innsbruck;2017;NA;10.1007/s12142-017-0463-5;TRUE;Human Rights Review
Austrian Science Fund (FWF);2017;NA;10.1007/s12346-017-0243-2;TRUE;Qualitative Theory of Dynamical Systems
FH Joanneum - University of Applied Sciences;2017;NA;10.1007/s13272-017-0252-5;TRUE;CEAS Aeronautical Journal
Graz University of Technology;2017;NA;10.1007/s13349-017-0228-5;TRUE;Journal of Civil Structural Health Monitoring
FH Salzburg - University of Applied Sciences;2017;NA;10.1007/s13595-016-0605-y;TRUE;Annals of Forest Science
Medical University of Vienna;2017;NA;10.1007/s40211-017-0231-4;TRUE;neuropsychiatrie
University of Vienna;2017;NA;10.1007/s41244-017-0056-4;TRUE;Zeitschrift für Literaturwissenschaft und Linguistik
TU Wien (TUW);2017;NA;10.1140/epjb/e2017-80115-7;TRUE;The European Physical Journal B
University of Innsbruck and Medical University of Innsbruck;2017;NA;10.1140/epjd/e2017-80043-8;TRUE;The European Physical Journal D
Graz University of Technology;2017;NA;10.1140/epjd/e2017-80084-y;TRUE;The European Physical Journal D
TU Wien (TUW);2017;NA;10.1617/s11527-017-1059-x;TRUE;Materials and Structures
Medical University of Graz;2017;NA;10.1007/s00104-017-0448-6;TRUE;Der Chirurg
Medical University of Graz;2017;NA;10.1007/s00112-017-0324-y;TRUE;Monatsschrift Kinderheilkunde
Medical University of Vienna;2017;NA;10.1007/s00113-017-0354-x;TRUE;Der Unfallchirurg
Medical University of Graz;2017;NA;10.1007/s00113-017-0372-8;TRUE;Der Unfallchirurg
