institution,period,euro,doi,title,payment_date,journal_full_title,publisher,is_hybrid,chf,conversion_rate,snsf_voucher_number,grant_snsf,grant_snsf_related,origin
Swiss National Science Foundation (SNSF),2024,1896.535069298614,10.1136/bmjopen-2024-086921,"Effect of Goal-directed Mobilisation versus standard care on physical functioning among medical inpatients – The GoMob-in randomised, controlled trial",2024-11-04,BMJ Open,BMJ Publishing Group,FALSE,1806.26,0.9524,APC600590206,NA,"201672, 206639",Chronoshub
Swiss National Science Foundation (SNSF),2024,2166.453170936581,10.1002/ece3.70504,Shell constraints on evolutionary body size-limb size allometry can explain morphological conservatism in the turtle body plan,2024-11-04,Ecology and Evolution,Wiley Open Access,FALSE,2063.33,0.9524,9100180955,NA,202019,Chronoshub
Swiss National Science Foundation (SNSF),2024,1884.1453170936582,10.3390/biom14111388,Route to measure exact parameters of bio-nanostructures self-assembly,2024-11-04,Biomolecules,MDPI,FALSE,1794.46,0.9524,3277085,NA,10003592,Chronoshub
Swiss National Science Foundation (SNSF),2024,3240.55018899622,10.3389/fphar.2024.1437400,Population Pharmacokinetics of Rilpivirine Following Oral Administration and Long-Acting Intramuscular Injection in Real-World People with HIV,2024-11-04,Frontiers in Pharmacology,Frontiers Media,FALSE,3086.3,0.9524,2024-1178896-2,NA,192449,Chronoshub
Swiss National Science Foundation (SNSF),2024,6102.530449391013,10.1038/s41467-024-53281-7,Shuttle HAT for mild alkene transfer hydrofunctionalization,2024-11-04,Nature Communications,Springer Verlag,FALSE,5812.05,0.9524,2939850444,NA,213812,Chronoshub
Swiss National Science Foundation (SNSF),2024,6102.530449391013,10.1038/s41467-024-53672-w,Ab-initio variational wave functions for the time-dependent many-electron Schrödinger equation,2024-11-04,Nature Communications,Springer Verlag,FALSE,5812.05,0.9524,2939860926,NA,200336,Chronoshub
Swiss National Science Foundation (SNSF),2024,3373.015539689206,10.1038/s41377-024-01649-1,Bessel beam optical coherence microscopy enables multiscale assessment of cerebrovascular network morphology and function,2024-11-04,Light: Science & Applications,Springer Nature [academic journals on nature.com],FALSE,3212.46,0.9524,2939807084,NA,192757,Chronoshub
Swiss National Science Foundation (SNSF),2024,2683.8513229735404,10.1128/msystems.01403-24,Dispersal shapes compositional and functional diversity in aquatic microbial communities,2024-11-04,mSystems,American Society for Microbiology,FALSE,2556.1,0.9524,APC600591032A,NA,"10000877, 182336",Chronoshub
Swiss National Science Foundation (SNSF),2024,2683.8513229735404,10.1128/msystems.00790-24,Cigarette smoke-induced disordered microbiota aggravates the severity of influenza A virus infection,2024-11-04,mSystems,American Society for Microbiology,FALSE,2556.1,0.9524,APC600587324,NA,197083,Chronoshub
Swiss National Science Foundation (SNSF),2024,2843.070138597228,10.1136/bmjopen-2024-094912,"Booster-free antiretroviral therapy for persons living with HIV and multidrug resistance (B-Free):  Protocol of a multicenter, multi-stage, randomized, controlled non-inferiority trial",2024-11-04,BMJ Open,BMJ Publishing Group,FALSE,2707.74,0.9524,APC600591939,NA,205829,Chronoshub
Swiss National Science Foundation (SNSF),2024,2703.8744225115497,10.1136/bmjopen-2024-084821,Understanding the transdiagnostic mechanisms underlying emerging psychopathology in adolescence: Study protocol of a 1-year prospective epidemiological (EMERGE) study,2024-11-04,BMJ Open,BMJ Publishing Group,FALSE,2575.17,0.9524,APC600592507,NA,186913,Chronoshub
Swiss National Science Foundation (SNSF),2024,3827.908441831163,10.1126/sciadv.adq3694,Zircon trace element evidence for early hydrothermal activity on Mars,2024-11-04,Science Advances,American Association for the Advancement of Science,FALSE,3645.7,0.9524,APC600592403,NA,216313,Chronoshub
Swiss National Science Foundation (SNSF),2024,2729.3469130617386,10.1021/acsorginorgau.4c00066,Room Temperature Intermolecular Hydroamination of Vinylarenes Catalyzed by Alkali-Metal Ferrate Complexes,2024-11-04,ACS Organic & Inorganic Au,American Chemical Society,FALSE,2599.43,0.9524,APC600592934,NA,210608,Chronoshub
Swiss National Science Foundation (SNSF),2024,6455.480890382192,10.1038/s41467-024-49873-y,Delayed tumor-draining lymph node irradiation preserves the efficacy of combined radiotherapy and immune checkpoint blockade in models of metastatic disease,2024-11-04,Nature Communications,Springer Verlag,FALSE,6148.2,0.9524,Reimbursement 2939672202,NA,189285,Chronoshub
Swiss National Science Foundation (SNSF),2024,3438.6812263754723,10.1093/braincomms/fcae341,Understanding visual perception in visual snow syndrome: a battery of psychophysical tests plus the 30-day clinical diary,2024-11-04,Brain Communications,Oxford University Press,FALSE,3275,0.9524,Reimbursement SOA24LT011261,NA,185897,Chronoshub
Swiss National Science Foundation (SNSF),2024,6193.82612347753,10.1038/s41467-024-52100-3,Structure and mechanism of a phosphotransferase system glucose transporter,2024-11-04,Nature Communications,Springer Verlag,FALSE,5899,0.9524,Reimbursement 2939773746,NA,184980,Chronoshub
Swiss National Science Foundation (SNSF),2024,6255.354892902142,10.1038/s41467-024-50960-3,Structural insights into the mechanism and dynamics of proteorhodopsin biogenesis and retinal scavenging,2024-11-04,Nature Communications,Springer Verlag,FALSE,5957.6,0.9524,Reimbursement 2939724012,NA,"183481, 190705, 203042",Chronoshub
Swiss National Science Foundation (SNSF),2024,3152.8244435111296,10.1103/prxquantum.5.040333,A cavity-microscope for micrometer-scale control of atom-photon interactions,2024-11-04,PRX Quantum,American Physical Society,FALSE,3002.75,0.9524,INV/24/OCT/015320,NA,184654,Chronoshub
Swiss National Science Foundation (SNSF),2024,2013.492230155397,10.1039/d4na00027g,Helical interfacial modulation for perovskite photovoltaics,2024-10-28,Nanoscale Advances,Royal Society of Chemistry,FALSE,1917.65,0.9524,INV_036036,NA,193174,Chronoshub
Swiss National Science Foundation (SNSF),2024,2360.8567828643427,10.3390/f15111896,Seasonal Changes in Salicylic and Jasmonic Acid Levels in Poplar with Differing Stress Responses,2024-10-28,Forests,MDPI,FALSE,2248.48,0.9524,3231187,NA,207870,Chronoshub
Swiss National Science Foundation (SNSF),2024,3152.8244435111296,10.1103/prxquantum.5.040332,Laser-Painted Cavity-Mediated Interactions in a Quantum Gas,2024-10-28,PRX Quantum,American Physical Society,FALSE,3002.75,0.9524,INV/24/OCT/015289,NA,"186312, 217124",Chronoshub
Swiss National Science Foundation (SNSF),2024,2006.8248635027298,10.1016/j.heliyon.2024.e36001,"Estimating and forecasting suppressed electricity demand in Ghana under climate change, the informal economy and sector inefficiencies",2024-10-28,Heliyon,Elsevier,FALSE,1911.3,0.9524,OAD0000465678,NA,"186312, 217124",Chronoshub
Swiss National Science Foundation (SNSF),2024,1847.3015539689204,10.1093/evlett/qrae062,"Shared genetic architecture links energy metabolism, behavior and starvation resistance along a power-endurance axis",2024-10-28,Evolution Letters,Oxford University Press,FALSE,1759.37,0.9524,SOA24LT012439,NA,184791,Chronoshub
Swiss National Science Foundation (SNSF),2024,3267.6291474170516,10.2196/50852,AI to Mitigate Healthcare Shortages: A Qualitative Analysis of Current and Future Work Conditions to Enhance Job Satisfaction and Wellbeing in Critical Care Nurses and Physicians (Preprint),2024-10-28,Journal of Medical Internet Research,JMIR Publications,FALSE,3112.09,0.9524,JMIR-50852-APF-0068277,NA,187331,Chronoshub
Swiss National Science Foundation (SNSF),2024,1773.057538849223,10.7717/peerj.18484,Nonadjacent dependencies and sequential structure of chimpanzee action during a natural tool-use task,2024-10-28,PeerJ – the Journal of Life & Environmental Sciences,PeerJ,FALSE,1688.66,0.9524,INV-10162024-100249,NA,186832,Chronoshub
Swiss National Science Foundation (SNSF),2024,3418.490130197396,10.26508/lsa.202402796,Targeting TREM2 signaling shows limited impact on cerebrovascular calcification,2024-10-28,Life Science Alliance,Life Science Alliance,FALSE,3255.77,0.9524,LSA-2024-02796_01517,NA,"10000719, 188952, 213467",Chronoshub
Swiss National Science Foundation (SNSF),2024,747.217555648887,10.3389/ti.2024.13873,A Hitchhiker''''''''''''''''s Guide to the BK Galaxy,2024-10-28,Transplant International,Frontiers Media,FALSE,711.65,0.9524,2024-FSHIP0005162-12,NA,212589,Chronoshub
Swiss National Science Foundation (SNSF),2024,2040.8231835363292,10.1210/jendso/bvae178,Population-based study of rare coding variants in NR5A1\/SF-1,2024-10-28,Journal of the Endocrine Society,Endocrine Society,FALSE,1943.68,0.9524,SOA24LT012239,NA,197725,Chronoshub
Swiss National Science Foundation (SNSF),2024,3737.557748845023,10.1128/msphere.00471-24,Antibacterial effectors in Dictyostelium discoideum : specific activity against different bacterial species,2024-10-28,mSphere,American Society for Microbiology,FALSE,3559.65,0.9524,APC600576695B,NA,201186,Chronoshub
Swiss National Science Foundation (SNSF),2024,2279.0004199916,10.7554/elife.103497,Antagonist actions of CMK-1\/CaMKI and TAX-6\/Calcineurin along the C. elegans thermal avoidance circuit orchestrate nociceptive habituation,2024-10-28,eLife,eLife Sciences Publications,FALSE,2170.52,0.9524,RP003509,NA,"150681, 155764, 197607",Chronoshub
Swiss National Science Foundation (SNSF),2024,2279.0004199916,10.7554/elife.103533,"Human genetic ancestry, Mycobacterium tuberculosis diversity and tuberculosis disease severity in Dar es Salaam, Tanzania",2024-10-28,eLife,eLife Sciences Publications,FALSE,2170.52,0.9524,RP003505,NA,177163,Chronoshub
Swiss National Science Foundation (SNSF),2024,2511.455270894582,10.1103/physrevresearch.6.043110,Evaluation of transition rates from nonequilibrium instantons,2024-10-28,Physical Review Research,American Physical Society,FALSE,2391.91,0.9524,INV/24/OCT/015281,NA,214242,Chronoshub
Swiss National Science Foundation (SNSF),2024,3145.012599748005,10.1103/prxquantum.5.040320,Benchmarking digital quantum simulations and optimization above hundreds  of qubits using quantum critical dynamics,2024-10-28,PRX Quantum,American Physical Society,FALSE,2995.31,0.9524,INV/24/SEP/015061,NA,"182892, 203455, 205602",Chronoshub
Swiss National Science Foundation (SNSF),2024,6073.834523309534,10.1038/s41467-024-53152-1,Spin waves and orbital contribution to ferromagnetism in a topological metal,2024-10-28,Nature Communications,Springer Verlag,FALSE,5784.72,0.9524,2939834197,NA,"160765, 178867, 207904",Chronoshub
Swiss National Science Foundation (SNSF),2024,6927.792944141117,10.1038/s44319-024-00301-8,Local translatome sustains synaptic function in impaired Wallerian degeneration,2024-10-28,EMBO Reports,EMBO Press,FALSE,6598.03,0.9524,2939858526,NA,"176855, 190919, 211015",Chronoshub
Swiss National Science Foundation (SNSF),2024,6927.792944141117,10.1038/s44320-024-00071-4,Deep quantification of substrate turnover defines protease subsite cooperativity,2024-10-28,Molecular Systems Biology,EMBO Press,FALSE,6598.03,0.9524,2939856976,NA,182880,Chronoshub
Swiss National Science Foundation (SNSF),2024,2503.1919361612768,10.1038/s41598-024-76835-7,Circulating amino acid signature features urea cycle alterations associated with coronary artery disease,2024-10-28,Scientific Reports,Nature Research,FALSE,2384.04,0.9524,2939855203,NA,182815,Chronoshub
Swiss National Science Foundation (SNSF),2024,3143.668626627468,10.1038/s43856-024-00638-0,Impact of commonly administered drugs on the progression of spinal cord injury: a systematic review,2024-10-28,communications medicine,Nature Research,FALSE,2994.03,0.9524,2939847261,NA,200275,Chronoshub
Swiss National Science Foundation (SNSF),2024,3036.917261654767,10.1038/s43247-024-01815-8,Deglaciation in the subtropical Andes has led to a peak in sediment delivery,2024-10-28,Communications Earth & Environment,Nature Research,FALSE,2892.36,0.9524,2939859047,NA,200275,Chronoshub
Swiss National Science Foundation (SNSF),2024,1969.4666106677867,10.1038/s44172-024-00293-2,Cryogenic quantum computer control signal generation using high-electron-mobility transistors,2024-10-28,Communications Engineering,Nature Research,FALSE,1875.72,0.9524,2939841525,NA,"180604, 193636",Chronoshub
Swiss National Science Foundation (SNSF),2024,2560.1112977740445,10.1093/femsml/uqae021,Pyoverdine-antibiotic combination treatment: its efficacy and effects on resistance evolution in Escherichia coli,2024-10-22,microLife,Oxford University Press,FALSE,2438.25,0.9524,SOA24LT011796,NA,182499,Chronoshub
Swiss National Science Foundation (SNSF),2024,1657.8013439731205,10.1098/rsos.240218,Beyond bigrams: call sequencing in the common marmoset (Callithrix jacchus) vocal system,2024-10-22,Royal Society Open Science,Royal Society of Chemistry,FALSE,1578.89,0.9524,APC600584575,NA,180888,Chronoshub
Swiss National Science Foundation (SNSF),2024,927.5304493910121,10.2196/64590,Assessing the Impact of Video Remote Sign Language Interpreting in Quality Health Communication: Randomised Control Trial Protocol,2024-10-22,JMIR Research Protocols,JMIR Publications,FALSE,883.38,0.9524,RESPROT-64590-APF-0068132,NA,186035,Chronoshub
Swiss National Science Foundation (SNSF),2024,2723.55102897942,10.1016/j.jbc.2024.107910,Alpha-1-B glycoprotein (A1BG) inhibits sterol-binding and export by CRISP2,2024-10-22,Journal of Biological Chemistry,American Society for Biochemistry and Molecular Biology,FALSE,2593.91,0.9524,OAD0000490857,NA,207870,Chronoshub
Swiss National Science Foundation (SNSF),2024,1459.9538009239816,10.1162/imag_a_00344,Structural projections to the Nucleus Accumbens link to impulsive components of human risk preference,2024-10-22,Imaging Neuroscience,Massachusetts Institute of Technology Press,FALSE,1390.46,0.9524,APC600587727,NA,188172,Chronoshub
Swiss National Science Foundation (SNSF),2024,2114.762704745905,10.1093/ismeco/ycae110,"Metagenomic and -transcriptomic analyses of microbial nitrogen transformation potential, and gene expression in Swiss lake sediments",2024-10-22,ISME Communications,Oxford University Press,FALSE,2014.1,0.9524,SOA24LT011659,NA,"169142, 188728",Chronoshub
Swiss National Science Foundation (SNSF),2024,563.1772364552709,10.1183/23120541.00782-2024,Acute effect of acetazolamide on exercise hemodynamics in  patients with pulmonary arterial and chronic  thromboembolic pulmonary hypertension: a randomized  controlled trial,2024-10-22,ERJ Open Research,European Respiratory Society,FALSE,536.37,0.9524,APC600586161,NA,"166666, 219199",Chronoshub
Swiss National Science Foundation (SNSF),2024,3064.5737085258293,10.3390/tropicalmed9100233,Alternative Pharmaceutical Innovation Models in Competitive Markets: A Collaborative Approach to Develop a Novel Drug for Hepatitis C,2024-10-22,Tropical Medicine and Infectious Disease,MDPI,FALSE,2918.7,0.9524,3255301,NA,179842,Chronoshub
Swiss National Science Foundation (SNSF),2024,2179.2524149517008,10.3390/su16208907,Autonomous Generation of a Public Transportation Network by an Agent-Based Model: Mutual Enrichment with Knowledge Graphs for Sustainable Urban Mobility,2024-10-22,Sustainability,MDPI,FALSE,2075.52,0.9524,3193736,NA,205720,Chronoshub
Swiss National Science Foundation (SNSF),2024,3426.5119697606046,10.1093/ofid/ofae585,Ideal time to conduct a pharmacokinetic investigation after delivery in order to fully capture the effect of pregnancy on drug exposure,2024-10-22,Open Forum Infectious Diseases,Oxford University Press,FALSE,3263.41,0.9524,SOA24LT011368,NA,188504,Chronoshub
Swiss National Science Foundation (SNSF),2024,3750.2099958000836,10.1093/nar/gkae936,DNA supercoiling enhances DNA condensation by ParB proteins,2024-10-22,Nucleic Acids Research,Oxford University Press,FALSE,3571.7,0.9524,SOA24LT011708,NA,197770,Chronoshub
Swiss National Science Foundation (SNSF),2024,1779.315413691726,10.1167/jov.24.12.1,Investigating the relationship between subjective perception and unconscious feature integration,2024-10-22,Journal of Vision,Association for Research in Vision and Ophthalmology,FALSE,1694.62,0.9524,INV/24/OCT/005878,NA,204898,Chronoshub
Swiss National Science Foundation (SNSF),2024,2513.84922301554,10.1103/physrevresearch.6.043091,Exact finite-time correlation functions for multi-terminal setups: Connecting theoretical frameworks for quantum transport and thermodynamics,2024-10-22,Physical Review Research,American Physical Society,FALSE,2394.19,0.9524,INV/24/OCT/015205,NA,222265,Chronoshub
Swiss National Science Foundation (SNSF),2024,3250.1259974800505,10.3389/fphys.2024.1472126,CardioMEA: Comprehensive Data Analysis Platform for Studying Cardiac Diseases and Drug Responses,2024-10-22,Frontiers in Physiology,Frontiers Media,FALSE,3095.42,0.9524,2024-1219433-3,NA,188910,Chronoshub
Swiss National Science Foundation (SNSF),2024,3087.6207475850483,10.3389/fimmu.2024.1474358,Praziquantel and factor H recruitment differentially affect the susceptibility of Schistosoma mansoni to complement-mediated damage,2024-10-22,Frontiers in Immunology,Frontiers Media,FALSE,2940.65,0.9524,2024-1222026-2,NA,175585,Chronoshub
Swiss National Science Foundation (SNSF),2024,1445.485090298194,10.5194/egusphere-2024-489,Seasonal snow–atmosphere modeling: let’s do it,2024-10-22,The Cryosphere,European Geosciences Union,TRUE,1376.68,0.9524,TC-PUC-2024-228,NA,188554,Chronoshub
Swiss National Science Foundation (SNSF),2024,1580.8483830323391,10.5194/cp-20-2219-2024,"The weather of 1740, the coldest year in central Europe in 600 years",2024-10-22,Climate of the Past,Copernicus Publications,FALSE,1505.6,0.9524,CP-PUC-2024-91,NA,"188701, 219746",Chronoshub
Swiss National Science Foundation (SNSF),2024,5479.147417051659,10.1002/advs.202407816,Safety Landscape of Therapeutic Nanozymes and Future Research Directions,2024-10-22,Advanced Science,Wiley Open Access,FALSE,5218.34,0.9524,9100180506,NA,206059,Chronoshub
Swiss National Science Foundation (SNSF),2024,3129.4204115917682,10.1002/hbm.70057,Rebalance the inhibitory system in the elderly brain: Influence of balance learning on GABAergic inhibition and functional connectivity,2024-10-22,Human Brain Mapping,Wiley Open Access,FALSE,2980.46,0.9524,9100180670,NA,197687,Chronoshub
Swiss National Science Foundation (SNSF),2024,2841.0436791264174,10.1111/ddi.13935,Historical bird atlas and contemporary citizen science data reveal long-term changes in geographic range of Kenyan birds,2024-10-22,Diversity and Distributions,Wiley Open Access,FALSE,2705.81,0.9524,9100180876,NA,"191138, 217873",Chronoshub
Swiss National Science Foundation (SNSF),2024,2648.792524149517,10.1111/ecog.07195,Temporal changes in taxon abundances are positively correlated but poorly predicted at the global scale,2024-10-22,Ecography,Oikos Editorial Office,FALSE,2522.71,0.9524,9100180685,NA,194331,Chronoshub
Swiss National Science Foundation (SNSF),2024,2221.5665686686266,10.1029/2024ef004862,Persistent Anomalies in High-Latitude Ocean Temperatures and Global Sea Level Rise Following Temporary Temperature Overshoots,2024-10-22,Earth's Future,American Geophysical Union,FALSE,2115.82,0.9524,9100180838,NA,216442,Chronoshub
Swiss National Science Foundation (SNSF),2024,6077.257454850902,10.1038/s41467-024-52674-y,Single-molecule evidence of Entropic Pulling by Hsp70 chaperones,2024-10-22,Nature Communications,Springer Verlag,FALSE,5787.98,0.9524,2939817787,NA,193090,Chronoshub
Swiss National Science Foundation (SNSF),2024,2825.0209995800087,10.1186/s12879-024-10026-7,Infectious disease events in people with HIV receiving kidney transplantation: analysis of the Swiss HIV Cohort Study and the Swiss Transplant Cohort Study,2024-10-22,BMC Infectious Diseases,BioMed Central,FALSE,2690.55,0.9524,2939821302,NA,201369,Chronoshub
Swiss National Science Foundation (SNSF),2024,3953.4334313313734,10.1186/s13059-024-03414-4,When less is more: sketching with minimizers in genomics,2024-10-22,Genome Biology,BioMed Central,FALSE,3765.25,0.9524,2939834079,NA,205085,Chronoshub
Swiss National Science Foundation (SNSF),2024,2611.4132717345656,10.1186/s40659-024-00555-5,"Oviduct epithelial spheroids during in vitro culture of bovine embryos mitigate oxidative stress, improve blastocyst quality and change the embryonic transcriptome",2024-10-22,Biological Research,BioMed Central,FALSE,2487.11,0.9524,2939843418,NA,205507,Chronoshub
Swiss National Science Foundation (SNSF),2024,2472.5640487190253,10.1186/s40249-024-01251-y,"One-year impact of behavioural interventions on schistosomiasis-related knowledge, attitude and practices amongst primary schoolchildren in Pemba, Tanzania",2024-10-22,Parasites and Vectors,BioMed Central,FALSE,2354.87,0.9524,2939845206,NA,179753,Chronoshub
Swiss National Science Foundation (SNSF),2024,3206.152876942461,10.1186/s12916-024-03659-7,Linking the reversal of gestational insulin resistance to postpartum depression,2024-10-22,BMC Medicine,BioMed Central,FALSE,3053.54,0.9524,2939837883,NA,206681,Chronoshub
Swiss National Science Foundation (SNSF),2024,2504.6094078118435,10.1038/s41598-024-75217-3,Assessment of NK cytotoxicity and interactions with porcine endothelial cells by live-cell imaging in 2D static and 3D microfluidic systems,2024-10-22,Scientific Reports,Nature Research,FALSE,2385.39,0.9524,2939843479,NA,198577,Chronoshub
Swiss National Science Foundation (SNSF),2024,3252.246955060899,10.1038/s41537-024-00516-7,Parsing heterogeneity in global and local white matter integrity at different stages across the psychosis continuum,2024-10-22,npj Schizophrenia,Nature Research,FALSE,3097.44,0.9524,2939845411,NA,200801,Chronoshub
Swiss National Science Foundation (SNSF),2024,3465.854682906342,10.1038/s42005-024-01811-6,Quantum anomaly detection in the latent space of proton collision events at the LHC,2024-10-22,Communications Physics,Nature Research,FALSE,3300.88,0.9524,‭2939838018‬,NA,186040,Chronoshub
Swiss National Science Foundation (SNSF),2024,6077.257454850902,10.1038/s41467-024-52655-1,Cdc42 mobility and membrane flows regulate fission yeast cell shape and survival,2024-10-22,Nature Communications,Springer Verlag,FALSE,5787.98,0.9524,2939808717,NA,"191990, 207909",Chronoshub
Swiss National Science Foundation (SNSF),2024,6077.257454850902,10.1038/s41467-024-52935-w,Dynamic Jahn-Teller effect in the strong spin-orbit coupling regime,2024-10-22,Nature Communications,Springer Verlag,FALSE,5787.98,0.9524,2939818692,NA,188648,Chronoshub
Swiss National Science Foundation (SNSF),2024,6077.257454850902,10.1038/s41467-024-53009-7,A gene desert required for regulatory control of pleiotropic Shox2 expression and embryonic survival,2024-10-22,Nature Communications,Springer Verlag,FALSE,5787.98,0.9524,2939824752,NA,186993,Chronoshub
Swiss National Science Foundation (SNSF),2024,6077.257454850902,10.1038/s41467-024-53208-2,Active state structures of a bistable visual opsin bound to G proteins,2024-10-22,Nature Communications,Springer Verlag,FALSE,5787.98,0.9524,2939842011,NA,"183563, 192760",Chronoshub
Swiss National Science Foundation (SNSF),2024,6077.257454850902,10.1101/2023.07.07.23292368,Phenotypic and Genetic Characteristics of Retinal Vascular Parameters and their Association with Diseases,2024-10-22,Nature Communications,Springer Verlag,FALSE,5787.98,0.9524,2939803810,NA,209510,Chronoshub
Swiss National Science Foundation (SNSF),2024,6931.709365812684,10.1038/s44321-024-00149-4,Diagnosing and engineering gut microbiomes,2024-10-22,EMBO Molecular Medicine,Wiley,FALSE,6601.76,0.9524,2939818760,NA,180575,Chronoshub
Swiss National Science Foundation (SNSF),2024,3038.639227215456,10.1038/s43247-024-01731-x,Major distribution shifts are projected for key rangeland grasses under a high- emission scenario in East Africa at the end of the 21st century,2024-10-22,Communications Earth & Environment,Nature Research,FALSE,2894,0.9524,2939835933,NA,181837,Chronoshub
Swiss National Science Foundation (SNSF),2024,2504.6094078118435,10.1038/s41598-024-73561-y,Multi-domain improves classification in out-of-distribution and data-limited scenarios for medical image analysis,2024-10-22,Scientific Reports,Nature Research,FALSE,2385.39,0.9524,2939841586,NA,206746,Chronoshub
Swiss National Science Foundation (SNSF),2024,2046.9445611087779,10.1186/s13063-024-08536-5,The role of preoperative immunonutrition on morbidity and immune response after cystectomy: protocol of a multicenter randomized controlled trial (INCyst Trial),2024-10-22,Trials,BioMed Central,FALSE,1949.51,0.9524,2939841445,NA,207837,Chronoshub
Swiss National Science Foundation (SNSF),2024,2348.0680386392273,10.1002/cmtd.202400024,FSscore: A Personalized Machine Learning-based Synthetic Feasibility Score,2024-10-22,Chemistry methods,Wiley-Liss,FALSE,2236.3,0.9524,REIMBURSEMENT 9100177867,NA,180544,Chronoshub
Swiss National Science Foundation (SNSF),2024,1250,10.1007/s44202-024-00230-6,Men’s use of cosmetic surgery and the role of traditional masculinity ideologies,2024-10-22,Discover Psychology,Discover,FALSE,1190.5,0.9524,Reimbursement 400573199,NA,201757,Chronoshub
Swiss National Science Foundation (SNSF),2024,551.8584628307434,10.3897/fr.27.132374,"A plastron fragment reveals a previously unrecorded turtle species in the Eocene of Messel Pit, Germany",2024-10-08,Fossil Record,Pensoft Publishers,FALSE,525.59,0.9524,2000006177,NA,"153502, 207377",Chronoshub
Swiss National Science Foundation (SNSF),2024,3047.8160436791263,10.1038/s43247-024-01719-7,The energy crisis differentially impacted Swiss and German citizens’ energy literacy and efficiency preferences but not their support for climate policies,2024-10-08,Communications Earth & Environment,Nature Research,FALSE,2902.74,0.9524,2939810356,NA,203283,Chronoshub
Swiss National Science Foundation (SNSF),2024,6095.611087778244,10.1038/s41467-024-52786-5,A zircon case for super-wet arc magmas,2024-10-08,Nature Communications,Springer Verlag,FALSE,5805.46,0.9524,2939815462,NA,212892,Chronoshub
Swiss National Science Foundation (SNSF),2024,6095.611087778244,10.1038/s41467-024-52905-2,Viral-bacterial co-infections screen in vitro reveals molecular processes affecting pathogen proliferation and host cell viability,2024-10-08,Nature Communications,Springer Verlag,FALSE,5805.46,0.9524,2939818720,NA,192523,Chronoshub
Swiss National Science Foundation (SNSF),2024,3369.2041159176815,10.1186/s12974-024-03247-9,Impairment of spinal CSF flow precedes immune cell infiltration in an active EAE model,2024-10-08,Journal of Neuroinflammation,BioMed Central,FALSE,3208.83,0.9524,2939813434,NA,"189226, 213535",Chronoshub
Swiss National Science Foundation (SNSF),2024,2512.1692566148677,10.1186/s13102-024-00997-0,Motivational and Emotional Correlates of Physical Activity and Sedentary Behavior After Cardiac Rehabilitation: An Observational Study,2024-10-08,"BMC Sports Science, Medicine and Rehabilitation",BioMed Central,FALSE,2392.59,0.9524,2939815726,NA,180040,Chronoshub
Swiss National Science Foundation (SNSF),2024,3061.1192776144476,10.1038/s41467-024-47917-x,Highly confined epsilon-near-zero and surface phonon polaritons in SrTiO3 membranes,2024-10-08,Nature Communications,Springer Verlag,FALSE,2915.41,0.9524,1452673025,NA,150745,Chronoshub
Swiss National Science Foundation (SNSF),2024,2638.2507349853004,10.1371/journal.ppat.1012593,"ATM1, an essential conserved transporter in Apicomplexa, bridges mitochondrial and cytosolic [Fe-S] biogenesis",2024-10-08,PLoS Pathogens,Public Library of Science,FALSE,2512.67,0.9524,PAB381192,NA,"200277, 216166",Chronoshub
Swiss National Science Foundation (SNSF),2024,3211.3292734145316,10.3389/fpsyg.2024.1443080,Effect of an early music intervention on emotional and neurodevelopmental outcomes of preterm infants at 12 and 24 months,2024-10-08,Frontiers in Psychology,Frontiers Media,FALSE,3058.47,0.9524,2024-1185933-3,NA,212714,Chronoshub
Swiss National Science Foundation (SNSF),2024,2479.556908861823,10.1063/5.0226849,Effect of residual stress and microstructure on mechanical properties of sputter-grown Cu\/W nanomultilayers,2024-10-08,APL Materials,American Institute of Physics,FALSE,2361.53,0.9524,APM24-AR-00625_01909,NA,192224,Chronoshub
Swiss National Science Foundation (SNSF),2024,3381.215875682486,10.26508/lsa.202403046,The hGID4 E3 ubiquitin ligase complex targets ARHGAP11A to regulate cell migration,2024-10-08,Life Science Alliance,Life Science Alliance,FALSE,3220.27,0.9524,LSA-2024-03046_01502,NA,"179283, 183550, 208188",Chronoshub
Swiss National Science Foundation (SNSF),2024,3501.57496850063,10.1093/nar/gkae923,PneumoBrowse 2: An integrated visual platform for curated genome annotation and multiomics data analysis of Streptococcus pneumoniae,2024-10-08,Nucleic Acids Research,Oxford University Press,FALSE,3334.9,0.9524,SOA24LT011470,NA,"180541, 192517, 200792",Chronoshub
Swiss National Science Foundation (SNSF),2024,3685.772784544309,10.1093/pnasnexus/pgae441,Memory of shear flow in soft jammed materials,2024-10-08,PNAS Nexus,National Academy of Sciences,FALSE,3510.33,0.9524,SOA24LT011324,NA,197340,Chronoshub
Swiss National Science Foundation (SNSF),2024,4702.939941201176,10.1111/jcmm.70151,Modeling the Maternal-Fetal Interface: An In Vitro Approach to Investigate Nutrient and Drug Transport Across the Human Placenta,2024-10-08,Journal of Cellular and Molecular Medicine,Wiley Open Access,FALSE,4479.08,0.9524,9100180226,NA,197408,Chronoshub
Swiss National Science Foundation (SNSF),2024,2253.947921041579,10.1097/pr9.0000000000001216,Pharmacological interventions for patients with Chronic Primary Musculoskeletal Pain: Disparity between synthesized evidence and real-world clinical practice,2024-10-08,PAIN Reports,"Lippincott, Williams & Wilkins",FALSE,2146.66,0.9524,APC600583204,NA,201972,Chronoshub
