institution,period,euro,doi,journal_full_title,publisher,is_hybrid,issn,url,chf,conversion_rate,snsf_voucher_number,grant_snsf,grant_snsf_related,snsf_title
Swiss National Science Foundation (SNSF),2020-07-27,2339.402148528725,10.3389/fmed.2020.00502,"Frontiers in Medicine, Pulmonary Medicine",,FALSE,NA,NA,2504.33,1.0705,102526 - 10239 - 27.07.2020,32AC-0_199020,143875,Altitude travel in patients with pulmonary hypertension: Randomized pilot-trial evaluating nocturnal oxygen therapy
Swiss National Science Foundation (SNSF),2020-07-24,653.9467538533395,10.20944/preprints202001.0385.v1,Geosciences,MDPI,NA,ISSN 2076,NA,700.05,1.0705,102518 - 10415 - 24.07.2020,IZAC-0_196837,186483,A machine learning based approach for wildfire susceptibility mapping. The case study of Liguria region in Italy.
Swiss National Science Foundation (SNSF),2020-07-24,1629.9112564222326,10.1136/bmjopen-2019-035058,BMJ Open,BMJ Publishing Group,NA,NA,NA,1744.82,1.0705,102520 - 10815 - 24.07.2020,32AC-0_198941,189498,"Gender and Other Potential Biases in Peer Review:  Cross-sectional Analysis of 38,250 External Peer Review Reports "
Swiss National Science Foundation (SNSF),2020-07-20,4791.602055114432,10.26434/chemrxiv.12251186.v1,Nature Communications,Springer Nature,FALSE,NA,NA,5129.41,1.0705,102436 - 10859 - 20.07.2020,P1AC-2_198955,184404,Understanding the diversity of the metal-organic framework ecosystem
Swiss National Science Foundation (SNSF),2020-07-14,1509.1078935077066,10.3390/v12070749,Viruses,,NA,NA,NA,1615.5,1.0705,102344 - 10415 - 14.07.2020,31AC-0_198892,176209,Assessing genome-wide diversity in European hantaviruses through sequence capture from natural host samples
Swiss National Science Foundation (SNSF),2020-07-14,1677.4311069593648,10.1093/scan/nsaa095,Frontiers in Human Neuroscience,,NA,NA,NA,1795.69,1.0705,102357 - 10849 - 14.07.2020,PPAC-1_198939,"183709, 150492",Social optimism biases are associated with cortical thickness
Swiss National Science Foundation (SNSF),2020-07-14,1693.6104624007473,10.1038/s41598-020-68912-4,Scientific Reports,Springer Nature,NA,NA,NA,1813.01,1.0705,102337 - 10859 - 14.07.2020,20AC-1_198923,162775,Cranial morphology of the tanystropheid Macrocnemus bassanii unveiled using synchrotron microtomography
Swiss National Science Foundation (SNSF),2020-07-09,2713.0126109294724,10.5194/cp-16-1159-2020,Climate of the Past,Copernicus Publications,FALSE,NA,NA,2904.28,1.0705,102289 - 10754 - 09.07.2020,20AC-1_198889,172476,Mysteriously high D14C of the glacial atmosphere: influence of 14C production and carbon cycle changes
Swiss National Science Foundation (SNSF),2020-07-09,3315.8991125642224,10.5194/bg-17-3511-2020,Climate of the Past,Copernicus Publications,FALSE,NA,NA,3549.67,1.0705,102290 - 10754 - 09.07.2020,20AC-1_198890,172476,N2O changes from the Last Glacial Maximum to the preindustrial - Part 2: terrestrial N2O emissions and carbon-nitrogen cycle interactions
Swiss National Science Foundation (SNSF),2020-07-08,1368.2578234469875,10.3390/min10070605,Minerals,MDPI,NA,NA,NA,1464.72,1.0705,102259 - 10415 - 08.07.2020,20AC-1_198880,155927,Tracking organomineralization processes from living microbial mats to fossil microbialites
Swiss National Science Foundation (SNSF),2020-07-08,1408.5007006071928,10.3390/molecules25143162,Crystals,MDPI,NA,NA,NA,1507.8,1.0705,102260 - 10415 - 08.07.2020,20AC-1_198885,182000,"Switching the conformation of 3,2':6',3''-tpy domains in  4'-(4-n-alkyloxyphenyl)-3,2':6',3''-terpyridines"
Swiss National Science Foundation (SNSF),2020-07-08,1532.5735637552546,10.1371,PLoSOne,,NA,NA,NA,1640.62,1.0705,102262 - 10850 - 08.07.2020,31AC-0_198884,160253,Insights into aphid prey consumption by ladybirds: Optimising field sampling methods and primer design for High Throughput Sequencing
Swiss National Science Foundation (SNSF),2020-07-08,1777.5899112564223,10.3389/fpsyg.2020.01861,Frontiers in Psychology,,FALSE,NA,NA,1902.91,1.0705,102266 - 10239 - 08.07.2020,PPAC-1_198883,170511,How does embodying a transgender narrative influence social bias? An explorative study in an artistic context.
Swiss National Science Foundation (SNSF),2020-07-08,2834.535263895376,10.3389/fpsyg.2020.01638,"Frontiers in Psychiatry, section Psychosomatic Medicine",,FALSE,NA,NA,3034.37,1.0705,102267 - 10239 - 08.07.2020,PZAC-1_198881,174082,"Defining the PTSD service dog intervention: Perceived importance, usage, and symptom specificity of psychiatric service dogs for military veterans"
Swiss National Science Foundation (SNSF),2020-07-06,953.0406352171882,10.5334/joc.108,Journal of Cognition,Ubiquity,NA,NA,NA,1020.23,1.0705,102208 - 10825 - 06.07.2020,PZAC-1_198861,"154911, 181141",Consistent Failure to Produce a Cognitive Load Effect in Visual Working Memory  using a Standard Dual-Task Procedure
Swiss National Science Foundation (SNSF),2020-07-03,1741.3918729565623,10.2340/16501977-2711,Journal of Rehabilitation Medicine,Foundation of Rehabilitation Information,NA,NA,NA,1864.16,1.0705,102202 - 11109 - 03.07.2020,40AC-0_198859,167412,Creating a common metric based on existing ADL tools to enable standardized reporting of functioning outcomes achieved during rehabilitation
Swiss National Science Foundation (SNSF),2020-07-03,1970.1074264362446,10.3389/fmicb.2020.01600,Frontiers in Microbiology,Frontiers Media SA,FALSE,NA,NA,2109,1.0705,102181 - 10674 - 03.07.2020,31AC-0_198844,179322,The exopolysaccharide cepacian plays a role in the establishment of the Paraburkholderia phymatum - Phaseolus vulgaris symbiosis
Swiss National Science Foundation (SNSF),2020-07-03,4767.0527790751985,10.1101/2020.01.23.915405,Nature Communications,Nature Publishing Group,TRUE,NA,NA,5103.13,1.0705,102184 - 10859 - 03.07.2020,BSAC-0_198834,155913,Large-scale DNA-based phenotypic recording and deep learning enable highly accurate sequence-function mapping
Swiss National Science Foundation (SNSF),2020-07-03,4767.0527790751985,10.1038/s41467-020-17337-8,Nature Communications,Springer,FALSE,NA,NA,5103.13,1.0705,102200 - 10859 - 03.07.2020,31AC-0_198857,"173074, 179089",Environmental DNA allows upscaling spatial patterns of biodiversity in freshwater ecosystems
Swiss National Science Foundation (SNSF),2020-06-26,1080.5231200373657,10.18563/journal.m3.116,Royal Society Open Science,,NA,NA,NA,1156.7,1.0705,102106 - 10977 - 26.06.2020,20AC-1_198815,162359,New material of Epiaceratherium and a new species of Mesaceratherium clear up the phylogeny of the early Rhinocerotidae (Perissodactyla)
Swiss National Science Foundation (SNSF),2020-06-25,1700.9341429238673,10.1038/s41598-020-68460-x,Scientific Reports,Springer Nature,NA,NA,NA,1820.85,1.0705,102080 - 10859 - 25.06.2020,CRAC-2_198799,"182336, 149648",Biomass addition alters community assembly in ultrafiltration membrane biofilms
Swiss National Science Foundation (SNSF),2020-06-25,2851.90098085007,10.3389/fpsyt.2020.00633,EClinicalMedicine,Frontiers Media SA,FALSE,NA,NA,3052.96,1.0705,102086 - 10239 - 25.06.2020,32AC-0_198803,184755,Raising placebo efficacy in antidepressant trials across decades explained by small-study effects: a meta-reanalysis
Swiss National Science Foundation (SNSF),2020-06-22,1700.9341429238673,10.1101/810861,Frontiers Human Neuroscience,SpringerNature,NA,NA,NA,1820.85,1.0705,102042 - 10859 - 22.06.2020,32AC-0_198666,"179443, 153387",Changes in cross-frequency coupling following closed-loop auditory stimulation in non-rapid eye movement sleep
Swiss National Science Foundation (SNSF),2020-06-22,2851.90098085007,10.3389/fimmu.2020.01522,Frontiers in Immunology,Frontiers Media SA,FALSE,NA,NA,3052.96,1.0705,102044 - 10239 - 22.06.2020,31AC-0_198668,172956,Complement C1q enhances primary hemostasis
Swiss National Science Foundation (SNSF),2020-06-22,2851.90098085007,10.3389/fmicb.2020.01553,Frontiers in Microbiology,Frontiers,FALSE,NA,NA,3052.96,1.0705,102046 - 10239 - 22.06.2020,31AC-0_198741,172880,Increased antibody response to fucosylated oligosaccharides and fucose-carrying Bacteroides species in Crohn’s disease
Swiss National Science Foundation (SNSF),2020-06-19,1776.0485754320412,10.1167/tvst.0.0.2169,Translational Vision Science & Technology,,NA,NA,NA,1901.26,1.0705,102039 - 10962 - 19.06.2020,32AC-0_198722,159518,New Frontiers in Noninvasive Analysis of Retinal Wall-to-Lumen Ratio by Retinal Vessel Wall Analysis
Swiss National Science Foundation (SNSF),2020-06-18,332.00373657169547,10.3390/biom10060928,Biomolecules,MDPI,NA,2218-273X,NA,355.41,1.0705,101986 - 10415 - 18.06.2020,31AC-0_198690,189094,ORP5 and ORP8: Sterol sensors and phospholipid transfer proteins at membrane contact sites
Swiss National Science Foundation (SNSF),2020-06-18,2832.069126576366,10.3389/fpsyt.2020.00618,Frontiers in Psychiatry,Frontiers,FALSE,NA,NA,3031.73,1.0705,101987 - 10239 - 18.06.2020,PPAC-1_198693,"162639, 146326, 123516",Social and Non-Social Cognitive Enhancement in Cocaine Users - a Closer Look on Enhancement Motives for Cocaine Consumption
Swiss National Science Foundation (SNSF),2020-06-17,1408.5007006071928,10.3390/molecules25122760,RSC Advances,MDPI,NA,NA,NA,1507.8,1.0705,101982 - 10415 - 17.06.2020,20AC-1_198665,182000,Positional isomerism in the N^N ligand: How much difference does a methyl group make in [Cu(P^P)(N^N)]+ complexes?
Swiss National Science Foundation (SNSF),2020-06-17,1509.1078935077066,10.3390/ijerph17114155,International Journal of Environmental Research and Public Health,MDPI,NA,NA,NA,1615.5,1.0705,101972 - 10415 - 17.06.2020,40AC-0_198587,169461,Inclusion of health in impact assessment: a review of current practice in sub-Saharan Africa
Swiss National Science Foundation (SNSF),2020-06-17,2015.4974311069595,10.5194/gmd-13-1-2020,Geoscientific Model Development,,FALSE,1991-9603,NA,2157.59,1.0705,101974 - 10754 - 17.06.2020,20AC-1_198589,162882,QuickSampling v1.0: a robust and simplified pixel-based multiple-point simulation approach
Swiss National Science Foundation (SNSF),2020-06-17,2541.0462400747315,10.1186/s13550-020-00650-0,EJNMMI Research,SpringerOpen,FALSE,NA,NA,2720.19,1.0705,101971 - 10752 - 17.06.2020,31AC-0_198586,156829,In vivo absolute quantification of striatal and extrastriatal D 2/3 receptors with [ 123 I]epidepride SPECT
Swiss National Science Foundation (SNSF),2020-06-17,2904.044838860346,10.1038/s42003-020-1048-4,Communications Biology,Springer Nature,FALSE,NA,NA,3108.78,1.0705,101981 - 10859 - 17.06.2020,PPAC-3_198662,"144784, 172959",The iron-sulphur cluster in human DNA2 is required for all biochemical activities of DNA2
Swiss National Science Foundation (SNSF),2020-06-12,1358.1971041569361,10.3390/genes11060636,Genes (Basel),MDPI,NA,NA,NA,1453.95,1.0705,101931 - 10415 - 12.06.2020,31AC-0_198595,172964,Novel Brown Coat Color (Cocoa) in French Bulldogs Results from a Nonsense Variant in HPS3
Swiss National Science Foundation (SNSF),2020-06-12,1727.585240541803,10.1038/s41598-020-69600-z,Science Advances, ‎Nature Publishing Group,FALSE,NA,NA,1849.38,1.0705,101929 - 10859 - 12.06.2020,31AC-0_198578,184777,Interferon-dependent and respiratory virus-specific interference in dual infections of airway epithelia
Swiss National Science Foundation (SNSF),2020-06-12,1980.663241475946,10.1101/2020.02.17.948851,Ecology and Evolution,Wiley,TRUE,NA,NA,2120.3,1.0705,101933 - 10764 - 12.06.2020,PPAC-3_198579,179089,Generation and application of river network analogues for use in ecology and evolution
Swiss National Science Foundation (SNSF),2020-06-10,4819.626342830453,10.1038/s41467-020-16576-z,Nature Communications,,FALSE,NA,NA,5159.41,1.0705,101873 - 10859 - 10.06.2020,PZAC-2_198551,185835,Fires prime terrestrial organic carbon for riverine export to the global oceans
Swiss National Science Foundation (SNSF),2020-06-08,2310.7800093414294,10.1002/mpr.1843,International Journal of Methods in Psychiatric Research,,FALSE,NA,NA,2473.69,1.0705,101858 - 10764 - 08.06.2020,10AC--_198513,165572,Do self-reports of procrastination predict actual behavior?
Swiss National Science Foundation (SNSF),2020-06-08,3581.709481550677,10.5194/amt-2019-451,Atmospheric Measurement Techniques,Copernicus,TRUE,NA,NA,3834.22,1.0705,101859 - 10754 - 08.06.2020,20AC-1_198508,"170876, 163075",N2O isotopocule measurements using laser spectroscopy: analyzer characterization and intercomparison
Swiss National Science Foundation (SNSF),2020-06-05,1207.2863148061654,10.3390/microorganisms8060801,Mircoorganisms,MDPI,NA,NA,NA,1292.4,1.0705,101840 - 10415 - 05.06.2020,31AC-0_198490,184662,"Neospora caninum: Differential proteome of multinucleated complexes induced by the bumped kinase inhibitor BKI-1294"""
Swiss National Science Foundation (SNSF),2020-06-05,1358.1971041569361,10.3390/su12104016,Sustainability,,NA,2071-1050,NA,1453.95,1.0705,101835 - 10415 - 05.06.2020,40AC-0_198487,152017,A Transdisciplinary Approach for the Development of Sustainable Yam (Dioscorea sp.) Production in West Africa
Swiss National Science Foundation (SNSF),2020-06-05,1856.5249883232136,10.3390/biom10060838,Biomolecules,MDPI,FALSE,NA,NA,1987.41,1.0705,101836 - 10415 - 05.06.2020,IZAC-0_198489,166543,Saturation mutagenesis for phenylalanine ammonia-lyases of enhanced catalytic properties
Swiss National Science Foundation (SNSF),2020-06-05,4861.83092013078,10.1016/j.celrep.2020.107746,Cell Reports,Elsevier,FALSE,NA,NA,5204.59,1.0705,101841 - 10822 - 05.06.2020,31AC-0_198520,"166651, 184751",TLR7 sensing by neutrophils is critical for the control of cutaneous leishmaniasis
Swiss National Science Foundation (SNSF),2020-05-29,1695.8337225595517,10.1038/s41598-020-65846-9,Scientific Reports,Springer Nature,NA,2045-2322,NA,1815.39,1.0705,101769 - 10859 - 29.05.2020,51AC-0_198342,185901,Internet use in old age predicts smaller cognitive decline only in men
Swiss National Science Foundation (SNSF),2020-05-29,1710.3222793087343,10.26434/chemrxiv.12168363,Pharmaceutics,"MDPI, St. Alban-Anlage 66 4052 Basel, CH",NA,NA,NA,1830.9,1.0705,101770 - 10415 - 29.05.2020,PPAC-2_198351,170589,Photoactivatable surface-functionalized diatom microalgae for colorectal cancer targeted delivery and enhanced cytotoxicity of anticancer complexes
Swiss National Science Foundation (SNSF),2020-05-29,4158.580102755721,10.1101/849711,Molecular Systems Biology,Wiley,TRUE,NA,NA,4451.759999999999,1.0705,101767 - 10764 - 29.05.2020,31AC-0_198353,175608,Controlling spatiotemporal pattern formation in a concentration gradient with a synthetic toggle switch
Swiss National Science Foundation (SNSF),2020-05-25,2134.3764595983184,10.1093/gbe/evaa102.,NeoBiota,Oxford University Press,FALSE,NA,NA,2284.85,1.0705,101717 - 10849 - 25.05.2020,31AC-0_198233,166448,Genome assembly of the ragweed leaf beetle: a step forward to better predict rapid evolution of a weed biocontrol agent to environmental novelties
Swiss National Science Foundation (SNSF),2020-05-19,1678.1317141522654,10.1038/s41598-020-72215-z,New Journal of Physics,Nature Publishing Group,NA,2045-2322,NA,1796.44,1.0705,101665 - 10859 - 19.05.2020,20AC-1_198218,169455,Two Coupled Chains are Simpler than One: Field-induced Chirality in a Frustrated Spin Ladder
Swiss National Science Foundation (SNSF),2020-05-18,961.9897244278374,10.17645/pag.v8i2.2597,Politics & Governance,cogitatio press,NA,NA,NA,1029.81,1.0705,101663 - 10908 - 18.05.2020,10AC--_198209,140395,Comparing Discourse and Policy Network Approaches: Evidence from Water Policy on Micropollutants
Swiss National Science Foundation (SNSF),2020-05-18,985.950490425035,10.3390/pathogens9050382,Molecules,MDPI,NA,NA,NA,1055.46,1.0705,101661 - 10415 - 18.05.2020,31AC-0_198208,184662,Neospora caninum: Structure and fate of multinucleated complexes induced by the bumped kinase inhibitor BKI-1294
Swiss National Science Foundation (SNSF),2020-05-18,2918.1690798692202,10.3389/fpls.2020.00745,Frontiers in Plant Science,,FALSE,NA,NA,3123.9,1.0705,101662 - 10239 - 18.05.2020,31AC-0_198206,179417,Growth temperature influence on lipids and photosynthesis in Lepidium sativum
Swiss National Science Foundation (SNSF),2020-05-18,2918.1690798692202,10.3389/fpls.2020.00747," Frontiers in Plant Science, section Plant Development and EvoDevo",,FALSE,NA,NA,3123.9,1.0705,101664 - 10239 - 18.05.2020,31AC-0_198207,160004,"Transcriptional landscapes of divergent sporophyte development in two mosses, Physcomitrium (Physcomitrella) patens and Funaria hygrometrica"
Swiss National Science Foundation (SNSF),2020-05-15,503.0359645025689,10.3390/chemistry2020028,Advanced Science,MDPI,NA,NA,NA,538.5,1.0705,101637 - 10415 - 15.05.2020,20AC-1_198201,172604,Giant polymer compartments for confined reactions
Swiss National Science Foundation (SNSF),2020-05-15,1223.5404016814573,10.1136/bmjopen-2019-034565,BMJ open,,NA,NA,NA,1309.8,1.0705,101621 - 10815 - 15.05.2020,P4AC-3_198192,180830,Characteristics and interpretation of subgroup analyses based on tumor characteristics in randomized trials testing target-specific anti-cancer drugs: design of a systematic survey
Swiss National Science Foundation (SNSF),2020-05-15,1539.2900513778607,10.3390/genes,Genes,MDPI,NA,2073-4425,NA,1647.81,1.0705,101635 - 10415 - 15.05.2020,31AC-0_198183,"173191, 146548",A minimal genetic passkey to unlock many legume doors to root nodulation by rhizobia
Swiss National Science Foundation (SNSF),2020-05-15,2283.02662307333,10.3389/feart.2020.00175,Chemical Geology,Frontiers,FALSE,NA,NA,2443.98,1.0705,101627 - 10239 - 15.05.2020,PZAC-2_198187,168166,Felsic melt and gas mobilisation during magma solidification: An experimental study at 1.1 kbar
Swiss National Science Foundation (SNSF),2020-05-15,2704.7921531994393,10.3389/fimmu.2020.01093,Frontiers in Immunology,Frontiers,FALSE,NA,NA,2895.48,1.0705,101624 - 10239 - 15.05.2020,P4AC-3_198186,183824,Back from the brink:  Alterations in B and T cell responses modulates recovery of rainbow trout from chronic immunopathological Tetracapsuloides bryosalmonae infection
Swiss National Science Foundation (SNSF),2020-05-15,2913.068659504904,10.1101/829077,Frontiers in Neuroscience,Frontiers Media S.A.,TRUE,NA,NA,3118.44,1.0705,101626 - 10239 - 15.05.2020,10AC--_198196,152841,Formal string instrument training in a class setting enhances cognitive and sensorimotor development of primary school children 
Swiss National Science Foundation (SNSF),2020-05-15,4692.760392340028,10.1038/s41467-020-16137-4,New Journal of Physics,Springer Nature ,FALSE,NA,NA,5023.6,1.0705,101634 - 10859 - 15.05.2020,BSAC-0_198182,155818,Constraints on nonlocality in networks from no-signaling and independence
Swiss National Science Foundation (SNSF),2020-05-14,1653.4142923867353,10.1136/bmjopen-2019-035471,BMJ  Open,BMJ,NA,NA,NA,1769.98,1.0705,101614 - 10815 - 14.05.2020,P2AC-1_198166,178574,Predictors and triggers of incivility within healthcare teams: A systematic review of the literature
Swiss National Science Foundation (SNSF),2020-05-14,2310.8453993461003,10.1007/978-981-15-4976-2_2,"Immobility and Medicine - Exploring Stillness, Waiting and the In-Between",Palgrave Macmillan,TRUE,NA,NA,2473.76,1.0705,101613 - 10783 - 14.05.2020,P1AC-1_198167,"175223, 149368","Lists in Flux, Lives on Hold? Technologies of Waiting in Liver Transplant Medicine"
Swiss National Science Foundation (SNSF),2020-05-14,4799.897244278374,10.1101/649434,Cell Reports,Elsevier,TRUE,NA,NA,5138.29,1.0705,101610 - 10822 - 14.05.2020,31AC-0_198157,"153331, 182344",Fine Chromatin-Driven Mechanism of Transcription Interference by Antisense noncoding Transcription
Swiss National Science Foundation (SNSF),2020-05-13,1102.2512844465202,10.1098/rsos.200272,Royal Society Open Science,Springer Nature,NA,NA,NA,1179.96,1.0705,101601 - 10977 - 13.05.2020,20AC-1_198159,184894,Was the Devonian Placoderm Titanichthys a Suspension-Feeder? 
Swiss National Science Foundation (SNSF),2020-05-13,1575.0303596450256,10.1371/journal.pone.0232813,Frontiers in Psychology,PLoS One,NA,NA,NA,1686.07,1.0705,101603 - 10850 - 13.05.2020,P1AC-1_198162,188057,Effects of hunger on mood and affect reactivity to monetary reward in women with obesity – a pilot study
Swiss National Science Foundation (SNSF),2020-05-11,691.2377393741243,10.3389/frsc.2020.00015,Frontiers in sustainable cities,Frontiers,NA,NA,NA,739.97,1.0705,101577 - 10239 - 11.05.2020,10AC--_198070,173332,When Airbnb sits in the control room: platform urbanism as actually existing smart urbanism in Reykjavík
Swiss National Science Foundation (SNSF),2020-05-11,1575.0303596450256,10.1371/journal.pone.0231858,BMJ Open,,NA,NA,NA,1686.07,1.0705,101586 - 10850 - 11.05.2020,10AC-D_198019,162713,Implementation of maternity protection legislation: gynecologists’ perceptions and practices in French-speaking Switzerland
Swiss National Science Foundation (SNSF),2020-05-11,1682.1111630079401,10.1038/s41598-020-64722-w,Scientific Reports,Nature Publishing Group,NA,NA,NA,1800.7,1.0705,101579 - 10859 - 11.05.2020,31AC-0_198064,170129,Cell-specific metabolomic responses to injury: novel insights into blood-brain barrier modulation
Swiss National Science Foundation (SNSF),2020-05-11,1989.7711349836527,10.1364/oe.392871,Optics Express,Optical Society of America,FALSE,NA,NA,2130.05,1.0705,101582 - 10923 - 11.05.2020,PCAC-2_198080,181222,Temporal fine structure of all-normal dispersion fiber supercontinuum pulses caused by non-ideal pump pulse shapes
Swiss National Science Foundation (SNSF),2020-05-11,1876.2073797290986,10.3389/fenvs.2020.00054,Frontiers in Environmental Science,Frontiers ,FALSE,NA,NA,2008.48,1.0705,101583 - 10239 - 11.05.2020,40AC-0_198084,145195,Uranium budget and leaching in Swiss agricultural systems
Swiss National Science Foundation (SNSF),2020-05-06,1358.1971041569361,10.3390/genes11050481,Genes,MDPI,NA,NA,NA,1453.95,1.0705,101530 - 10415 - 06.05.2020,CRAC-3_198029,160738,ATP2A2 SINE insertion in an Irish Terrier with Darier disease and associated infundibular cyst formation
Swiss National Science Foundation (SNSF),2020-05-01,1006.0719290051378,10.3390/ijerph17092988,International Journal of Environmental Research and Public Health,MDPI,NA,NA,NA,1077,1.0705,101481 - 10415 - 01.05.2020,40AC-0_198013,169461,Current global health impact assessment practice
Swiss National Science Foundation (SNSF),2020-04-28,2562.288650163475,10.5194/bg-17-2061-2020,Biogeosciences,Copernicus,FALSE,NA,NA,2742.93,1.0705,101416 - 10754 - 28.04.2020,PPAC-2_197875,170687,Potential predictability of marine ecosystem drivers
Swiss National Science Foundation (SNSF),2020-04-24,2095.852405418029,10.1503/cmaj.200077,Canadian Medical Association Journal,Canadian Medical Association,FALSE,NA,NA,2243.61,1.0705,101389 - 11045 - 24.04.2020,P3AC-3_197001,164750,A new instrument to assess the credibility of effect modification analyses (ICEMAN) in randomized controlled trials and meta-analyses
Swiss National Science Foundation (SNSF),2020-04-23,1207.2863148061654,10.3390/polym12051003,Polymers,MDPI,NA,NA,NA,1292.4,1.0705,101371 - 10415 - 23.04.2020,20AC-1_197384,188392,Recent Advances in Hybrid Biomimetic Polymer-Based Films: from Assembly to Applications
Swiss National Science Foundation (SNSF),2020-04-23,1307.893507706679,10.3390/biom10040614,Biomolecules,,NA,NA,NA,1400.1,1.0705,101377 - 10415 - 23.04.2020,31AC-0_197379,188969,Human vtRNA1-1 levels modulate signaling pathways and regulate apoptosis in human cancer cells
Swiss National Science Foundation (SNSF),2020-04-22,4778.327884166277,10.1038/s41467-020-15864-y,Nature Communications,Springer Nature,FALSE,NA,NA,5115.2,1.0705,101334 - 10669 - 22.04.2020,31AC-0_197150,"173089, 150814",A high-resolution description of β1-adrenergic receptor functional dynamics and allosteric coupling from backbone NMR
Swiss National Science Foundation (SNSF),2020-04-20,1539.2900513778607,10.3390/catal10040433,catalysts,MDPI,NA,NA,NA,1647.81,1.0705,101292 - 10415 - 20.04.2020,20AC-1_197132,"153928, 172662",Volatile Hydrogen Intermediates of CO2 Methanation by Inelastic Neutron Scattering
Swiss National Science Foundation (SNSF),2020-04-15,1157.6272769733769,10.5334/joc.100,Journal of Cognition,,NA,NA,NA,1239.24,1.0705,101232 - 10825 - 15.04.2020,10AC--_196989,175955,An Interdisciplinary Approach to Understanding the Psychological Impact of Different Grammaticalizations of the Future 
Swiss National Science Foundation (SNSF),2020-04-15,1951.4619336758524,10.1186/s13071-020-3983-9,Parasites and Vectors,,FALSE,NA,NA,2089.04,1.0705,101234 - 10752 - 15.04.2020,31AC-0_196990,169842,Consequences of larval competition and exposure to permethrin for the development of malaria parasites in the mosquito Anopheles gambiae
Swiss National Science Foundation (SNSF),2020-04-15,4748.547407753386,10.1038/s41467-020-15891-9,Nature Communications,Springer Nature,FALSE,NA,NA,5083.32,1.0705,101235 - 10859 - 15.04.2020,31AC-0_196993,"138452, 169791",Uncoupling of invasive bacterial mucosal immunogenicity from pathogenicity
Swiss National Science Foundation (SNSF),2020-04-14,1581.5787015413357,10.1371/journal.pone.0231409,PLOS ONE,Public Library of Science (PLOS),NA,NA,NA,1693.08,1.0705,101223 - 10850 - 14.04.2020,40AC-0_196914,167349,"Variation of colorectal, breast and prostate cancer screening activity in Switzerland: influence of insurance, policy and guidelines "
Swiss National Science Foundation (SNSF),2020-04-14,1581.5787015413357,10.1371/journal.pone.0231133,PlosOne ,PONE-D-19-07872R2,NA,NA,NA,1693.08,1.0705,101228 - 10850 - 14.04.2020,CRAC-1_196886,147634,"Stress, Dyadic Coping, and Relationship Satisfaction: A Longitudinal Study Disentangling Timely Stable From Yearly Fluctuations"
Swiss National Science Foundation (SNSF),2020-04-14,2905.502101821579,10.1038/s42003-020-0914-4,Communications Biology,,FALSE,NA,NA,3110.34,1.0705,101231 - 10859 - 14.04.2020,PZAC-2_196913,174040,"Birds have peramorphic skulls, too: Anatomical Network Analyses reveal oppositional heterochronies in avian skull evolution"
Swiss National Science Foundation (SNSF),2020-04-08,1796.8425969173284,10.33594/000000000,Cellular Physiology and Biochemistry,,FALSE,14219778,NA,1923.52,1.0705,101193 - 11023 - 08.04.2020,CRAC-5_196857,180326,Ca2+/Calmodulin Binding to STIM1 Hydrophobic Residues Facilitates Slow Ca2+-Dependent Inactivation of the Orai1 Channel
Swiss National Science Foundation (SNSF),2020-04-07,1702.1018215787014,10.1038/s41598-020-61440-1,Scientific Reports,,NA,NA,NA,1822.1,1.0705,101133 - 10859 - 07.04.2020,PPAC-1_196578,150492,The effect of optimistic expectancies on attention bias: Neural and behavioral correlates
Swiss National Science Foundation (SNSF),2020-04-07,8905.79168612798,10.1126/sciadv.aay7928,Science Advances,,FALSE,NA,NA,9533.650000000001,1.0705; 1.0705,101132 - 10815 - 07.04.2020; 101581 - 10815 - 11.05.2020,PPAC-3_196606; PPAC-3_198069,"150665, 176992; 176992, 150665",NA
Swiss National Science Foundation (SNSF),2020-04-06,2925.175151798225,10.3389/fpsyg.2020.598699,Frontiers in Psychology,Frontiers,FALSE,NA,NA,3131.4,1.0705,101131 - 10239 - 06.04.2020,PPAC-3_194300,"159587, 170624",Dynamics of intersexual dominance and adult sex- ratio in wild vervet monkeys
Swiss National Science Foundation (SNSF),2020-04-03,944.9416160672582,10.3390/rel110301,Religions,mdpi,NA,2077-1444,NA,1011.56,1.0705,101107 - 10415 - 03.04.2020,10AC-4_196345,153528,The Relevance of the Centrality and Content of Religiosity for Explaining Islamophobia in Switzerland
Swiss National Science Foundation (SNSF),2020-04-01,1358.1971041569361,10.3390/molecules25061460,Molecules,MDPI,NA,NA,NA,1453.95,1.0705,101097 - 10415 - 01.04.2020,31AC-0_195560,184662,"In Vitro Activities of MMV Malaria Box Compounds against the Apicomplexan Parasite Neospora caninum, the Causative Agent of Neosporosis in Animals"
Swiss National Science Foundation (SNSF),2020-03-31,984.7921531994396,10.7717/peerj.8839,PeerJ,,NA,NA,NA,1054.22,1.0705,101081 - 11016 - 31.03.2020,20AC-1_195395,149589,Living (stained) foraminifera in the Lesser Syrtis (Tunisia): influence of pollution and substratum
Swiss National Science Foundation (SNSF),2020-03-30,1006.0719290051378,10.3390/cryst10040255,RSC Advances,MDPI,NA,NA,NA,1077,1.0705,101075 - 10415 - 30.03.2020,20AC-1_195819,162631,"Extended π-systems in diimine ligands in [Cu(P^P)(N^N)][PF6] complexes: from 2,2'-bipyridine to 2-(pyridin-2-yl)quinoline"
