institution,period,euro,doi,title,payment_date,journal_full_title,publisher,is_hybrid,chf,conversion_rate,snsf_voucher_number,grant_snsf,grant_snsf_related,origin
Swiss National Science Foundation (SNSF),2021,2939.0841813135985,10.3389/fncel.2021.732869,"Changes in H+, K+, and Ca2+ Concentrations, as Observed in Seizures, Induce Action Potential Signaling in Cortical Neurons by a Mechanism That Depends Partially on Acid-Sensing Ion Channels.",2021-10-19,Frontiers in Cellular Neuroscience,Frontiers Media,FALSE,3177.15,1.081,2021-0430722-3,NA,172968,Chronoshub
Swiss National Science Foundation (SNSF),2021,2312.6734505087884,10.1128/mbio.02180-21,The Polar            <i>Legionella</i>            Icm/Dot T4SS Establishes Distinct Contact Sites with the Pathogen Vacuole Membrane,2021-10-19,mBio,American Society for Microbiology,FALSE,2500,1.081,94302310,NA,175557,Chronoshub
Swiss National Science Foundation (SNSF),2021,1387.604070305273,10.1136/bmjopen-2020-048531,"Efficacy of metamizole versus ibuprofen and a short educational intervention versus standard care in acute and subacute low back pain: a study protocol of a randomised, multicentre, factorial trial (EMISI trial).",2021-10-19,BMJ Open,BMJ Publishing Group,FALSE,1500,1.081,APC600253446,NA,179436,Chronoshub
Swiss National Science Foundation (SNSF),2021,2939.0841813135985,10.3389/fpsyg.2021.722881,Worry and positive episodes in the daily lives of individuals with generalized anxiety disorder: An ecological momentary assessment study,2021-10-11,Frontiers in Psychology,Frontiers Media,FALSE,3177.15,1.081,2021-0421328-3,NA,"163702, 190083",Chronoshub
Swiss National Science Foundation (SNSF),2021,1880.6660499537466,10.2196/28191,"Home Treatment for Acute Mental Health Care: Protocol for the Financial Outputs, Risks, Efficacy, Satisfaction Index and Gatekeeping of Home Treatment (FORESIGHT) Study",2021-09-21,JMIR Research Protocols,JMIR Publications,FALSE,2033,1.081,RESPROT-28191-APF-0035844,NA,167375,Chronoshub
Swiss National Science Foundation (SNSF),2021,2939.0841813135985,10.3389/fmolb.2021.725691,Combination of pseudo-LC-NMR and HRMS/MS-based molecular networking for the rapid identification of antimicrobial metabolites from Fusarium petroliphilum,2021-09-21,Frontiers in Molecular Biosciences,Frontiers Media,FALSE,3177.15,1.081,2021-0423998-3,NA,164289,Chronoshub
Swiss National Science Foundation (SNSF),2021,2037.4375578168363,10.21203/rs.3.rs-169601/v1,Do reporting guidelines have an impact? Empirical assessment of changes in reporting before and after the PRISMA extension statement for network meta-analysis,2021-09-21,Systematic Reviews,BioMed Central,FALSE,2202.47,1.081,6106508381,NA,179158,Chronoshub
Swiss National Science Foundation (SNSF),2021,3237.7428307123037,10.1021/jacsau.1c00353,Luminescent First-Row Transition Metal Complexes,2021-09-21,JACS Au,American Chemical Society (ACS),FALSE,3500,1.081,APC600248726,NA,178760,Chronoshub
Swiss National Science Foundation (SNSF),2021,4513.237742830713,10.1101/2020.10.19.20213538,Differentially expressed genes reflect disease-induced rather than disease-causing changes in the transcriptome,2021-09-13,Nature Communications,Nature Publishing Group,TRUE,4878.81,1.081,2676268928,NA,173092,Chronoshub
Swiss National Science Foundation (SNSF),2021,946.4847363552267,10.3389/fcomm.2021.664430,Language and the Sensing Body: How Sensoriality Permeates Syntax in Interaction,2021-09-13,Frontiers in Communication,Frontiers Media,FALSE,1023.15,1.081,2021-0367896-4,NA,"175969, 175969",Chronoshub
Swiss National Science Foundation (SNSF),2021,4483.348751156337,10.1101/840710,The RNA-binding protein Musashi controls axon compartment-specific synaptic connectivity through ptp69D mRNA poly(A)-tailing,2021-09-13,Cell Reports,Elsevier,FALSE,4846.5,1.081,OAD0000142333,NA,"161448, 181036",Chronoshub
Swiss National Science Foundation (SNSF),2021,2245.6614246068457,10.1101/2021.01.12.426359,Hybridization enables the fixation of selfish queen genotypes in eusocial colonies,2021-09-13,Evolution Letters,Oxford University Press,FALSE,2427.56,1.081,8122130,NA,181243,Chronoshub
Swiss National Science Foundation (SNSF),2021,2136.068455134135,10.1101/2020.09.03.20187567,Composite trait Mendelian Randomization reveals distinct metabolic and lifestyle consequences of differences in body shape,2021-08-26,Communications Biology,Springer Nature,TRUE,2309.09,1.081,2676267990,NA,189147,Chronoshub
Swiss National Science Foundation (SNSF),2021,3538.390379278446,10.1101/2021.05.05.442573,Relief of ParB autoinhibition by parS DNA catalysis and ParB recycling by CTP hydrolysis promote bacterial centromere assembly.,2021-08-26,Science Advances,American Association for the Advancement of Science,FALSE,3825,1.081,APC600240436,NA,197770,Chronoshub
Swiss National Science Foundation (SNSF),2021,1332.0999074930621,10.3390/antibiotics10070832,"Comparison of Antimicrobial Treatment Incidence Quantification Based on Detailed Field Data on Animal Level with the Standardized Methodology of the European Medicines Agency in Veal Calves, Switzerland, 2016–2018",2021-08-17,Antibiotics,MDPI,FALSE,1440,1.081,1266082,NA,167083,Chronoshub
Swiss National Science Foundation (SNSF),2021,1387.604070305273,10.1093/bib/bbab330,Functional meta-omics provide critical insights into long- and short-read assemblies,2021-08-11,Briefings in Bioinformatics,Oxford University Press,TRUE,1500,1.081,E14615128,NA,"11687962, C19_BM_13684739 / C19/BM/13684739, PRIDE17_11823097 / PRIDE17/11823097",Chronoshub
Swiss National Science Foundation (SNSF),2021,2939.0841813135985,10.3389/fvets.2020.587570,The Impact of BKI-1294 Therapy in Mice Infected With the Apicomplexan Parasite Neospora caninum and Re-infected During Pregnancy,2021-08-02,Frontiers in Veterinary Science,Frontiers Media,FALSE,3177.15,1.081,2020-0295569-6,NA,184662,Chronoshub
Swiss National Science Foundation (SNSF),2021,858.4643848288622,10.1073/pnas.2005944118,Bistability in oxidative stress response determines the migration behavior of phytoplankton in turbulence.,2021-07-08,Proceedings of the National Academy of Sciences of the United States of America,National Academy of Sciences,TRUE,928,1.081,APC600202341A reimbursement,NA,11572821,Chronoshub
Swiss National Science Foundation (SNSF),2021,2271.04532839963,10.1186/s13071-020-04560-x,Predicting the impact of outdoor vector control interventions on malaria transmission intensity from semi-field studies,2021-02-09,Parasites & Vectors,BioMed Central,FALSE,2455,1.081,6106446437,NA,INV-006873 / OPP1032350,Chronoshub
