"institution",period,euro,"doi","journal_full_title","publisher","is_hybrid","issn","url",chf,conversion_rate,invoice_original_amount,"invoice_original_currency","snsf_voucher_number","grant_snsf",grant_snsf_related
"Swiss National Science Foundation (SNSF)",2020,4877.87,"10.1038/s41467-020-16915-0","Nature Communications","Springer Science and Business Media LLC","FALSE","2041-1723",,5222.00,1.07055,,,"102265 - 10679 - 08.07.2020","CRAC-3_198878",136201
"Swiss National Science Foundation (SNSF)",2020,4735.72,"10.1038/s41467-020-17070-2","Nature Communications","Springer Science and Business Media LLC","FALSE","2041-1723",,5069.83,1.07055,,,"102115 - 10859 - 29.06.2020","20AC-1_198820",178943
"Swiss National Science Foundation (SNSF)",2020,4766.83,"10.1038/s41467-020-17222-4","Nature Communications","Springer Science and Business Media LLC","FALSE","2041-1723",,5103.13,1.07055,,,"102184 - 10859 - 03.07.2020","BSAC-0_198834",155913
"Swiss National Science Foundation (SNSF)",2020,4724.67,"10.1038/s41467-020-17232-2","Nature Communications","Springer Science and Business Media LLC","FALSE","2041-1723",,5058.00,1.07055,,,"103244 - 10202 - 09.09.2020","51AC-0_199432",182880
"Swiss National Science Foundation (SNSF)",2020,4766.83,"10.1038/s41467-020-17274-6","Nature Communications","Springer Science and Business Media LLC","FALSE","2041-1723",,5103.13,1.07055,,,"102201 - 10859 - 03.07.2020","PPAC-2_198855",176789
"Swiss National Science Foundation (SNSF)",2020,4690.11,"10.1038/s41467-020-17324-z","Nature Communications","Springer Science and Business Media LLC","FALSE","2041-1723",,5021.00,1.07055,,,"103357 - 10674 - 14.09.2020","31AC-0_199602",169959
"Swiss National Science Foundation (SNSF)",2020,4766.83,"10.1038/s41467-020-17337-8","Nature Communications","Springer Science and Business Media LLC","FALSE","2041-1723",,5103.13,1.07055,,,"102200 - 10859 - 03.07.2020","31AC-0_198857",179089
"Swiss National Science Foundation (SNSF)",2020,4766.71,"10.1038/s41467-020-17648-w","Nature Communications","Springer Science and Business Media LLC","FALSE","2041-1723",,5103.00,1.07055,,,"102643 - 10179 - 10.08.2020","31AC-0_199136",169526
"Swiss National Science Foundation (SNSF)",2020,4791.38,"10.1038/s41467-020-17755-8","Nature Communications","Springer Science and Business Media LLC","FALSE","2041-1723",,5129.41,1.07055,,,"102436 - 10859 - 20.07.2020","P1AC-2_198955",184404
"Swiss National Science Foundation (SNSF)",2020,4863.86,"10.1038/s41467-020-17923-w","Nature Communications","Springer Science and Business Media LLC","FALSE","2041-1723",,5207.00,1.07055,,,"104044 - 10179 - 19.10.2020","51AC-0_200930",183615
"Swiss National Science Foundation (SNSF)",2020,4869.46,"10.1038/s41467-020-17974-z","Nature Communications","Springer Science and Business Media LLC","FALSE","2041-1723",,5213.00,1.07055,,,"102953 - 10670 - 25.08.2020","51AC-0_199351",182831
"Swiss National Science Foundation (SNSF)",2020,4922.70,"10.1038/s41467-020-18140-1","Nature Communications","Springer Science and Business Media LLC","FALSE","2041-1723",,5270.00,1.07055,,,"103060 - 10917 - 27.08.2020","CRAC-3_199367",160760
"Swiss National Science Foundation (SNSF)",2020,4798.47,"10.1038/s41467-020-18170-9","Nature Communications","Springer Science and Business Media LLC","FALSE","2041-1723",,5137.00,1.07055,,,"103247 - 10859 - 09.09.2020","CRAC-5_199430",183579
"Swiss National Science Foundation (SNSF)",2020,4785.12,"10.1038/s41467-020-18388-7","Nature Communications","Springer Science and Business Media LLC","FALSE","2041-1723",,5122.71,1.07055,,,"103080 - 10859 - 31.08.2020","31AC-0_199372",156923
"Swiss National Science Foundation (SNSF)",2020,4798.47,"10.1038/s41467-020-18571-w","Nature Communications","Springer Science and Business Media LLC","FALSE","2041-1723",,5137.00,1.07055,,,"103246 - 10859 - 09.09.2020","CRAC-2_199441",182881
"Swiss National Science Foundation (SNSF)",2020,4789.74,"10.1038/s41467-020-18635-x","Nature Communications","Springer Science and Business Media LLC","FALSE","2041-1723",,5127.66,1.07055,,,"104336 - 10202 - 04.11.2020","51AC-0_201359",66475
"Swiss National Science Foundation (SNSF)",2020,4757.10,"10.1038/s41467-020-18671-7","Nature Communications","Springer Science and Business Media LLC","FALSE","2041-1723",,5092.71,1.07055,,,"104477 - 10859 - 11.11.2020","CRAC-5_201384",173709
"Swiss National Science Foundation (SNSF)",2020,4768.19,"10.1038/s41467-020-18859-x","Nature Communications","Springer Science and Business Media LLC","FALSE","2041-1723",,5104.59,1.07055,4717.26,"EUR","104120 - 10859 - 22.10.2020","31AC-0_200186",173333
"Swiss National Science Foundation (SNSF)",2020,4799.83,"10.1038/s41467-020-18967-8","Nature Communications","Springer Science and Business Media LLC","FALSE","2041-1723",,5138.46,1.07055,,,"103932 - 10859 - 12.10.2020","31AC-0_200519",138389
"Swiss National Science Foundation (SNSF)",2020,4768.19,"10.1038/s41467-020-19381-w","Nature Communications","Springer Science and Business Media LLC","FALSE","2041-1723",,5104.59,1.07055,,,"104059 - 10859 - 20.10.2020","31AC-0_201171",169480
"Swiss National Science Foundation (SNSF)",2020,4789.74,"10.1038/s41467-020-19557-4","Nature Communications","Springer Science and Business Media LLC","FALSE","2041-1723",,5127.66,1.07055,,,"104308 - 10859 - 02.11.2020","CRAC-3_201327",190526
"Swiss National Science Foundation (SNSF)",2020,5084.35,"10.1038/s41467-020-19606-y","Nature Communications","Springer Science and Business Media LLC","FALSE","2041-1723",,5443.05,1.07055,,,"104332 - 10859 - 03.11.2020","P2AC-2_201343",184408
"Swiss National Science Foundation (SNSF)",2020,4757.10,"10.1038/s41467-020-19635-7","Nature Communications","Springer Science and Business Media LLC","FALSE","2041-1723",,5092.71,1.07055,,,"104456 - 10859 - 11.11.2020","20AC-1_201365",188414
"Swiss National Science Foundation (SNSF)",2020,2917.53,"10.1038/s41522-020-00154-8","npj Biofilms and Microbiomes","Springer Science and Business Media LLC","FALSE","2055-5008",,3123.36,1.07055,,,"104121 - 10859 - 22.10.2020","31AC-0_201279",197391
"Swiss National Science Foundation (SNSF)",2020,1747.20,"10.1038/s41535-019-0207-7","npj Quantum Materials","Springer Science and Business Media LLC","FALSE","2397-4648",,1870.46,1.07055,,,"100145 - 10859 - 24.01.2020","CRAC-5_193924",171003
"Swiss National Science Foundation (SNSF)",2020,1848.10,"10.1038/s41535-020-00279-1","npj Quantum Materials","Springer Science and Business Media LLC","FALSE","2397-4648",,1978.48,1.07055,,,"104312 - 10859 - 03.11.2020","20AC-1_200572",169455
"Swiss National Science Foundation (SNSF)",2020,1814.02,"10.1038/s41535-020-0214-8","npj Quantum Materials","Springer Science and Business Media LLC","FALSE","2397-4648",,1942.00,1.07055,,,"101041 - 10179 - 25.03.2020","PPAC-2_195515",176789
"Swiss National Science Foundation (SNSF)",2020,1825.87,"10.1038/s41535-020-0251-3","npj Quantum Materials","Springer Science and Business Media LLC","FALSE","2397-4648",,1954.69,1.07055,,,"102229 - 10859 - 06.07.2020","20AC-1_198864",146890
"Swiss National Science Foundation (SNSF)",2020,1717.61,"10.1038/s41597-020-00637-5","Scientific Data","Springer Science and Business Media LLC","FALSE","2052-4463",,1838.79,1.07055,,,"103592 - 10859 - 24.09.2020","51AC-0_200095",182892
"Swiss National Science Foundation (SNSF)",2020,1708.21,"10.1038/s41597-020-00638-4","Scientific Data","Springer Science and Business Media LLC","FALSE","2052-4463",,1828.72,1.07055,,,"104196 - 10859 - 27.10.2020","51AC-0_201313",182892
"Swiss National Science Foundation (SNSF)",2020,1546.88,"10.1038/s41597-020-0364-3","Scientific Data","Springer Science and Business Media LLC","FALSE","2052-4463",,1656.01,1.07055,,,"100243 - 10859 - 31.01.2020","32AC-0_194080",156029
"Swiss National Science Foundation (SNSF)",2020,1555.53,"10.1038/s41597-020-0380-3","Scientific Data","Springer Science and Business Media LLC","FALSE","2052-4463",,1665.27,1.07055,,,"100342 - 10924 - 07.02.2020","CRAC-2_194095",160837
"Swiss National Science Foundation (SNSF)",2020,1723.50,"10.1038/s41597-020-0402-1","Scientific Data","Springer Science and Business Media LLC","FALSE","2052-4463",,1845.09,1.07055,,,"100600 - 10859 - 24.02.2020","CRAC-2_194166",160837
"Swiss National Science Foundation (SNSF)",2019,1641.91,"10.1038/s41598-019-54763-1","Scientific Reports","Springer Science and Business Media LLC","FALSE","2045-2322",,1826.58,1.11247,,,"100265 - 10911 - 03.02.2020","P1AC-1_193939",174633
"Swiss National Science Foundation (SNSF)",2020,1692.77,"10.1038/s41598-019-55591-z","Scientific Reports","Springer Science and Business Media LLC","FALSE","2045-2322",,1812.20,1.07055,1604.73,"EUR",,"200020_184847",184847
"Swiss National Science Foundation (SNSF)",2019,1602.74,"10.1038/s41598-019-55944-8","Scientific Reports","Springer Science and Business Media LLC","FALSE","2045-2322",,1783.00,1.11247,,,"100349 - 10670 - 07.02.2020","20AC-1_194117",172688
"Swiss National Science Foundation (SNSF)",2020,1635.68,"10.1038/s41598-019-57277-y","Scientific Reports","Springer Science and Business Media LLC","FALSE","2045-2322",,1751.08,1.07055,,,"100506 - 10859 - 17.02.2020","PPAC-1_194291",163723
"Swiss National Science Foundation (SNSF)",2020,1635.68,"10.1038/s41598-020-57454-4","Scientific Reports","Springer Science and Business Media LLC","FALSE","2045-2322",,1751.08,1.07055,,,"100337 - 10859 - 07.02.2020","20AC-1_194092",184847
"Swiss National Science Foundation (SNSF)",2020,1658.17,"10.1038/s41598-020-57731-2","Scientific Reports","Springer Science and Business Media LLC","FALSE","2045-2322",,1775.15,1.07055,,,"100143 - 10859 - 24.01.2020","20AC-1_193996",169627
"Swiss National Science Foundation (SNSF)",2020,1737.42,"10.1038/s41598-020-57798-x","Scientific Reports","Springer Science and Business Media LLC","FALSE","2045-2322",,1860.00,1.07055,,,"100470 - 10670 - 13.02.2020","32AC-0_194123",152686
"Swiss National Science Foundation (SNSF)",2020,1747.20,"10.1038/s41598-020-58121-4","Scientific Reports","Springer Science and Business Media LLC","FALSE","2045-2322",,1870.46,1.07055,,,"100150 - 10859 - 24.01.2020","PPAC-1_194021",183709
"Swiss National Science Foundation (SNSF)",2020,1005.04,"10.1038/s41598-020-58297-9","Scientific Reports","Springer Science and Business Media LLC","FALSE","2045-2322",,1075.95,1.07055,,,"100269 - 10916 - 03.02.2020","10AC-4_194046",169965
"Swiss National Science Foundation (SNSF)",2020,1747.20,"10.1038/s41598-020-58415-7","Scientific Reports","Springer Science and Business Media LLC","FALSE","2045-2322",,1870.46,1.07055,,,"100233 - 10859 - 31.01.2020","31AC-0_194052",169842
"Swiss National Science Foundation (SNSF)",2020,1723.51,"10.1038/s41598-020-59068-2","Scientific Reports","Springer Science and Business Media LLC","FALSE","2045-2322",,1845.10,1.07055,,,"100458 - 10859 - 13.02.2020","31AC-0_194106",179481
"Swiss National Science Foundation (SNSF)",2020,1723.51,"10.1038/s41598-020-59507-0","Scientific Reports","Springer Science and Business Media LLC","FALSE","2045-2322",,1845.10,1.07055,,,"100459 - 10859 - 13.02.2020","20AC-1_194163",169627
"Swiss National Science Foundation (SNSF)",2020,1723.50,"10.1038/s41598-020-59614-y","Scientific Reports","Springer Science and Business Media LLC","FALSE","2045-2322",,1845.09,1.07055,,,"100466 - 10859 - 13.02.2020","31AC-0_194143",188471
"Swiss National Science Foundation (SNSF)",2020,1723.50,"10.1038/s41598-020-59701-0","Scientific Reports","Springer Science and Business Media LLC","FALSE","2045-2322",,1845.09,1.07055,,,"100465 - 10859 - 13.02.2020","31AC-0_194150",184712
"Swiss National Science Foundation (SNSF)",2020,1723.51,"10.1038/s41598-020-59748-z","Scientific Reports","Springer Science and Business Media LLC","FALSE","2045-2322",,1845.10,1.07055,,,"100507 - 10859 - 17.02.2020","20AC-1_194164",149119
"Swiss National Science Foundation (SNSF)",2020,1723.51,"10.1038/s41598-020-60388-6","Scientific Reports","Springer Science and Business Media LLC","FALSE","2045-2322",,1845.10,1.07055,,,"100592 - 10859 - 24.02.2020","10AC-1_194558",149692
"Swiss National Science Foundation (SNSF)",2020,1702.02,"10.1038/s41598-020-60609-y","Scientific Reports","Springer Science and Business Media LLC","FALSE","2045-2322",,1822.10,1.07055,,,"100734 - 10859 - 05.03.2020","10AC-4_194650",182381
"Swiss National Science Foundation (SNSF)",2020,1580.34,"10.1038/s41598-020-61183-z","Scientific Reports","Springer Science and Business Media LLC","FALSE","2045-2322",,1691.83,1.07055,,,"100741 - 10859 - 05.03.2020","10AC-4_194772",179241
"Swiss National Science Foundation (SNSF)",2020,1702.02,"10.1038/s41598-020-61440-1","Scientific Reports","Springer Science and Business Media LLC","FALSE","2045-2322",,1822.10,1.07055,,,"101133 - 10859 - 07.04.2020","PPAC-1_196578",150492
"Swiss National Science Foundation (SNSF)",2020,1658.17,"10.1038/s41598-020-61770-0","Scientific Reports","Springer Science and Business Media LLC","FALSE","2045-2322",,1775.15,1.07055,,,"100149 - 10859 - 24.01.2020","20AC-1_193978",184894
"Swiss National Science Foundation (SNSF)",2020,1702.02,"10.1038/s41598-020-62319-x","Scientific Reports","Springer Science and Business Media LLC","FALSE","2045-2322",,1822.10,1.07055,,,"101498 - 10859 - 05.05.2020","31AC-0_198006",170155
"Swiss National Science Foundation (SNSF)",2020,1807.70,"10.1038/s41598-020-63650-z","Scientific Reports","Springer Science and Business Media LLC","FALSE","2045-2322",,1935.23,1.07055,,,"101297 - 10906 - 20.04.2020","PPAC-2_197133",170687
"Swiss National Science Foundation (SNSF)",2020,1682.31,"10.1038/s41598-020-64064-7","Scientific Reports","Springer Science and Business Media LLC","FALSE","2045-2322",,1801.00,1.07055,,,"101832 - 10674 - 05.06.2020","10AC--_198488",152891
"Swiss National Science Foundation (SNSF)",2020,1682.03,"10.1038/s41598-020-64722-w","Scientific Reports","Springer Science and Business Media LLC","FALSE","2045-2322",,1800.70,1.07055,,,"101579 - 10859 - 11.05.2020","31AC-0_198064",170129
"Swiss National Science Foundation (SNSF)",2020,1702.02,"10.1038/s41598-020-64945-x","Scientific Reports","Springer Science and Business Media LLC","FALSE","2045-2322",,1822.10,1.07055,,,"101082 - 10859 - 01.04.2020","CRAC-3_194982",160786
"Swiss National Science Foundation (SNSF)",2020,1695.75,"10.1038/s41598-020-65248-x","Scientific Reports","Springer Science and Business Media LLC","FALSE","2045-2322",,1815.39,1.07055,,,"101768 - 10859 - 29.05.2020","31AC-0_198356",149353
"Swiss National Science Foundation (SNSF)",2020,1695.75,"10.1038/s41598-020-65846-9","Scientific Reports","Springer Science and Business Media LLC","FALSE","2045-2322",,1815.39,1.07055,,,"101769 - 10859 - 29.05.2020","51AC-0_198342",185901
"Swiss National Science Foundation (SNSF)",2020,1727.50,"10.1038/s41598-020-66748-6","Scientific Reports","Springer Science and Business Media LLC","FALSE","2045-2322",,1849.38,1.07055,,,"101929 - 10859 - 12.06.2020","31AC-0_198578",184777
"Swiss National Science Foundation (SNSF)",2020,1702.02,"10.1038/s41598-020-67172-6","Scientific Reports","Springer Science and Business Media LLC","FALSE","2045-2322",,1822.10,1.07055,,,"101227 - 10859 - 14.04.2020","P3AC-3_196885",171603
"Swiss National Science Foundation (SNSF)",2020,1700.85,"10.1038/s41598-020-67294-x","Scientific Reports","Springer Science and Business Media LLC","FALSE","2045-2322",,1820.85,1.07055,,,"102078 - 10859 - 25.06.2020","31AC-0_198798",179208
"Swiss National Science Foundation (SNSF)",2020,1700.85,"10.1038/s41598-020-67392-w","Scientific Reports","Springer Science and Business Media LLC","FALSE","2045-2322",,1820.85,1.07055,,,"102042 - 10859 - 22.06.2020","32---0_198666",153387
"Swiss National Science Foundation (SNSF)",2020,1878.26,"10.1038/s41598-020-67557-7","Scientific Reports","Springer Science and Business Media LLC","FALSE","2045-2322",,2010.77,1.07055,,,"100223 - 10906 - 31.01.2020","10AC-4_194042",144102
"Swiss National Science Foundation (SNSF)",2020,1736.49,"10.1038/s41598-020-67589-z","Scientific Reports","Springer Science and Business Media LLC","FALSE","2045-2322",,1859.00,1.07055,,,"102234 - 10674 - 08.07.2020","20AC-1_198876",172641
"Swiss National Science Foundation (SNSF)",2020,1693.53,"10.1038/s41598-020-68200-1","Scientific Reports","Springer Science and Business Media LLC","FALSE","2045-2322",,1813.01,1.07055,,,"102420 - 10859 - 16.07.2020","31AC-0_198950",179213
"Swiss National Science Foundation (SNSF)",2020,1700.85,"10.1038/s41598-020-68460-x","Scientific Reports","Springer Science and Business Media LLC","FALSE","2045-2322",,1820.85,1.07055,,,"102080 - 10859 - 25.06.2020","CRAC-2_198799",182336
"Swiss National Science Foundation (SNSF)",2020,1724.63,"10.1038/s41598-020-68717-5","Scientific Reports","Springer Science and Business Media LLC","FALSE","2045-2322",,1846.30,1.07055,,,"102637 - 10859 - 10.08.2020","BSAC-0_199124",157729
"Swiss National Science Foundation (SNSF)",2020,1693.53,"10.1038/s41598-020-68912-4","Scientific Reports","Springer Science and Business Media LLC","FALSE","2045-2322",,1813.01,1.07055,,,"102337 - 10859 - 14.07.2020","20AC-1_198923",162775
"Swiss National Science Foundation (SNSF)",2020,1693.53,"10.1038/s41598-020-69141-5","Scientific Reports","Springer Science and Business Media LLC","FALSE","2045-2322",,1813.01,1.07055,,,"102339 - 10859 - 14.07.2020","BSAC-0_198921",157696
"Swiss National Science Foundation (SNSF)",2020,1715.21,"10.1038/s41598-020-69767-5","Scientific Reports","Springer Science and Business Media LLC","FALSE","2045-2322",,1836.22,1.07055,,,"103082 - 10859 - 31.08.2020","31AC-0_199374",184916
"Swiss National Science Foundation (SNSF)",2020,1718.41,"10.1038/s41598-020-69976-y","Scientific Reports","Springer Science and Business Media LLC","FALSE","2045-2322",,1839.64,1.07055,,,"102942 - 10859 - 24.08.2020","20AC-1_199302",162439
"Swiss National Science Foundation (SNSF)",2020,1720.00,"10.1038/s41598-020-71656-w","Scientific Reports","Springer Science and Business Media LLC","FALSE","2045-2322",,1841.35,1.07055,,,"103346 - 10859 - 11.09.2020","CRAC-5_199577",183571
"Swiss National Science Foundation (SNSF)",2020,1720.00,"10.1038/s41598-020-71821-1","Scientific Reports","Springer Science and Business Media LLC","FALSE","2045-2322",,1841.35,1.07055,,,"103252 - 10859 - 09.09.2020","20AC-1_199495",185082
"Swiss National Science Foundation (SNSF)",2020,1717.61,"10.1038/s41598-020-72108-1","Scientific Reports","Springer Science and Business Media LLC","FALSE","2045-2322",,1838.79,1.07055,,,"103538 - 10859 - 22.09.2020","32AC-0_199909",135653
"Swiss National Science Foundation (SNSF)",2020,1678.05,"10.1038/s41598-020-72215-z","Scientific Reports","Springer Science and Business Media LLC","FALSE","2045-2322",,1796.44,1.07055,,,"101665 - 10859 - 19.05.2020","20AC-1_198218",169455
"Swiss National Science Foundation (SNSF)",2020,1713.14,"10.1038/s41598-020-72222-0","Scientific Reports","Springer Science and Business Media LLC","FALSE","2045-2322",,1834.00,1.07055,,,"102555 - 10859 - 30.07.2020","10AC--_199075",166504
"Swiss National Science Foundation (SNSF)",2020,1718.25,"10.1038/s41598-020-72370-3","Scientific Reports","Springer Science and Business Media LLC","FALSE","2045-2322",,1839.47,1.07055,,,"103363 - 10859 - 14.09.2020","P2AC-3_199600",174728
"Swiss National Science Foundation (SNSF)",2020,1717.61,"10.1038/s41598-020-72375-y","Scientific Reports","Springer Science and Business Media LLC","FALSE","2045-2322",,1838.79,1.07055,,,"103593 - 10859 - 24.09.2020","PZAC-3_200089",167836
"Swiss National Science Foundation (SNSF)",2020,1719.99,"10.1038/s41598-020-72492-8","Scientific Reports","Springer Science and Business Media LLC","FALSE","2045-2322",,1841.34,1.07055,,,"103350 - 10859 - 11.09.2020","51AC-0_199607",185897
"Swiss National Science Foundation (SNSF)",2020,1719.56,"10.1038/s41598-020-72569-4","Scientific Reports","Springer Science and Business Media LLC","FALSE","2045-2322",,1840.87,1.07055,,,"103720 - 10859 - 01.10.2020","31AC-0_200204",176234
"Swiss National Science Foundation (SNSF)",2020,1720.49,"10.1038/s41598-020-72979-4","Scientific Reports","Springer Science and Business Media LLC","FALSE","2045-2322",,1841.87,1.07055,,,"103937 - 10859 - 12.10.2020","31AC-0_200600",176252
"Swiss National Science Foundation (SNSF)",2020,1719.56,"10.1038/s41598-020-73753-2","Scientific Reports","Springer Science and Business Media LLC","FALSE","2045-2322",,1840.87,1.07055,,,"103723 - 10859 - 01.10.2020","PCAC-2_200260",181222
"Swiss National Science Foundation (SNSF)",2020,1725.59,"10.1038/s41598-020-73794-7","Scientific Reports","Springer Science and Business Media LLC","FALSE","2045-2322",,1847.33,1.07055,,,"103689 - 10859 - 29.09.2020","31AC-0_200203",184832
"Swiss National Science Foundation (SNSF)",2020,1716.87,"10.1038/s41598-020-74300-9","Scientific Reports","Springer Science and Business Media LLC","FALSE","2045-2322",,1838.00,1.07055,1690.89,"EUR","104313 - 10859 - 03.11.2020","PPAC-2_200574",144673
"Swiss National Science Foundation (SNSF)",2020,1716.87,"10.1038/s41598-020-75474-y","Scientific Reports","Springer Science and Business Media LLC","FALSE","2045-2322",,1838.00,1.07055,1690.89,"EUR","104316 - 10859 - 03.11.2020","IZAC-0_201331",166543
"Swiss National Science Foundation (SNSF)",2020,1743.03,"10.1038/s41598-020-75776-1","Scientific Reports","Springer Science and Business Media LLC","FALSE","2045-2322",,1866.00,1.07055,,,"104584 - 10670 - 16.11.2020","32AC-0_201426",172676
"Swiss National Science Foundation (SNSF)",2020,1716.87,"10.1038/s41598-020-76284-y","Scientific Reports","Springer Science and Business Media LLC","FALSE","2045-2322",,1838.00,1.07055,,,"104330 - 10859 - 03.11.2020","40AC-0_201349",152033
"Swiss National Science Foundation (SNSF)",2020,1747.07,"10.1038/s41598-020-76310-z","Scientific Reports","Springer Science and Business Media LLC","FALSE","2045-2322",,1870.33,1.07055,,,"104327 - 11278 - 03.11.2020","20AC-1_201346",179069
"Swiss National Science Foundation (SNSF)",2020,2940.68,"10.1038/s42003-020-01394-2","Communications Biology","Springer Science and Business Media LLC","FALSE","2399-3642",,3148.15,1.07055,,,"104577 - 10859 - 17.11.2020","20AC-1_201418",156105
"Swiss National Science Foundation (SNSF)",2020,2905.37,"10.1038/s42003-020-0838-z","Communications Biology","Springer Science and Business Media LLC","FALSE","2399-3642",,3110.34,1.07055,,,"101169 - 10859 - 08.04.2020","CRAC-3_194983",156759
"Swiss National Science Foundation (SNSF)",2020,2942.04,"10.1038/s42003-020-0842-3","Communications Biology","Springer Science and Business Media LLC","FALSE","2399-3642",,3149.60,1.07055,,,"100661 - 10859 - 28.02.2020","31AC-0_194654",175548
"Swiss National Science Foundation (SNSF)",2020,2905.37,"10.1038/s42003-020-0914-4","Communications Biology","Springer Science and Business Media LLC","FALSE","2399-3642",,3110.34,1.07055,,,"101231 - 10859 - 14.04.2020","PZAC-2_196913",174040
"Swiss National Science Foundation (SNSF)",2020,2905.37,"10.1038/s42003-020-0927-z","Communications Biology","Springer Science and Business Media LLC","FALSE","2399-3642",,3110.34,1.07055,,,"101230 - 10859 - 14.04.2020","31AC-0_196933",162555
"Swiss National Science Foundation (SNSF)",2020,2903.91,"10.1038/s42003-020-1048-4","Communications Biology","Springer Science and Business Media LLC","FALSE","2399-3642",,3108.78,1.07055,,,"101981 - 10859 - 17.06.2020","PPAC-3_198662",172959
"Swiss National Science Foundation (SNSF)",2020,2924.35,"10.1038/s42005-020-00405-2","Communications Physics","Springer Science and Business Media LLC","FALSE","2399-3650",,3130.66,1.07055,,,"102541 - 10859 - 28.07.2020","20AC-1_199036",172638
"Swiss National Science Foundation (SNSF)",2020,2905.37,"10.1038/s42005-020-0330-6","Communications Physics","Springer Science and Business Media LLC","FALSE","2399-3650",,3110.34,1.07055,,,"101009 - 10859 - 23.03.2020","20AC-1_195396",146890
"Swiss National Science Foundation (SNSF)",2019,1952.41,"10.1039/C9EE00219G","Energy & Environmental Science","Royal Society of Chemistry (RSC)","TRUE","1754-5692,1754-5706",,2172.00,1.11247,1600.00,"GBP",,"CRSII5_173860",173860
"Swiss National Science Foundation (SNSF)",2020,966.32,"10.1039/c9ra10037g","RSC Advances","Royal Society of Chemistry (RSC)","FALSE","2046-2069",,1034.49,1.07055,,,"100740 - 10853 - 05.03.2020","20AC-1_194779",169513
"Swiss National Science Foundation (SNSF)",2020,763.05,"10.1039/d0ra03824e","RSC Advances","Royal Society of Chemistry (RSC)","FALSE","2046-2069",,816.88,1.07055,,,"102116 - 10853 - 29.06.2020","20AC-1_198821",162631
"Swiss National Science Foundation (SNSF)",2020,988.64,"10.1051/aacus/2020006","Acta Acustica","EDP Sciences","FALSE","2681-4617",,1058.39,1.07055,,,"102640 - 11143 - 10.08.2020","20AC-1_199131",169360
"Swiss National Science Foundation (SNSF)",2019,1431.27,"10.1063/1.5127746","AIP Advances","AIP Publishing","FALSE","2158-3226",,1592.24,1.11247,,,"100933 - 10997 - 18.03.2020","P3AC-2_194837",177732
"Swiss National Science Foundation (SNSF)",2019,1071.49,"10.1073/pnas.1821386116","Proceedings of the National Academy of Sciences","Proceedings of the National Academy of Sciences","TRUE","0027-8424,1091-6490",,1192.00,1.11247,1150.00,"USD",,"PZ00P3_161430",161430
"Swiss National Science Foundation (SNSF)",2019,2520.56,"10.1073/pnas.1907189116","Proceedings of the National Academy of Sciences","Proceedings of the National Academy of Sciences","TRUE","0027-8424,1091-6490",,2804.05,1.11247,2790.00,"USD",,"51AC-0_193897",183615
"Swiss National Science Foundation (SNSF)",2020,2327.34,"10.1080/02656736.2020.1817575","International Journal of Hyperthermia","Informa UK Limited","FALSE","0265-6736,1464-5157",,2491.53,1.07055,,,"103939 - 10832 - 12.10.2020","CRAC-3_200597",162722
"Swiss National Science Foundation (SNSF)",2019,2713.78,"10.1080/02757206.2019.1689971","History and Anthropology","Informa UK Limited","TRUE","0275-7206,1477-2612",,3019.00,1.11247,,,,"PZ00P1_174163",174163
"Swiss National Science Foundation (SNSF)",2020,1390.87,"10.1080/16549716.2019.1711335","Global Health Action","Informa UK Limited","FALSE","1654-9716,1654-9880",,1489.00,1.07055,,,"101899 - 10678 - 11.06.2020","40AC-0_198590",160366
"Swiss National Science Foundation (SNSF)",2020,1682.31,"10.1080/16549716.2020.1754016","Global Health Action","Informa UK Limited","FALSE","1654-9716,1654-9880",,1801.00,1.07055,,,"103253 - 10678 - 09.09.2020","40AC-0_199396",162642
"Swiss National Science Foundation (SNSF)",2020,1805.01,"10.1080/19336950.2020.1805999","Channels","Informa UK Limited","FALSE","1933-6950,1933-6969",,1932.35,1.07055,,,"102750 - 10832 - 13.08.2020","31AC-0_199154",165741
"Swiss National Science Foundation (SNSF)",2020,2755.59,"10.1080/2162402x.2020.1737369","OncoImmunology","Informa UK Limited","FALSE","2162-402X",,2950.00,1.07055,,,"103211 - 10679 - 07.09.2020","PZAC-3_199418",180010
"Swiss National Science Foundation (SNSF)",2020,723.53,"10.1080/21642850.2020.1838282","Health Psychology and Behavioral Medicine","Informa UK Limited","FALSE","2164-2850",,774.58,1.07055,,,"104197 - 10832 - 27.10.2020","10AC--_201288",182284
"Swiss National Science Foundation (SNSF)",2020,1352.84,"10.1088/1367-2630/ab73cc","New Journal of Physics","IOP Publishing","FALSE","1367-2630",,1448.28,1.07055,,,"101010 - 10835 - 23.03.2020","20AC-1_195394",182650
"Swiss National Science Foundation (SNSF)",2020,1803.78,"10.1088/1367-2630/ab81b5","New Journal of Physics","IOP Publishing","FALSE","1367-2630",,1931.04,1.07055,,,"101222 - 10835 - 14.04.2020","20AC-1_196918",188724
"Swiss National Science Foundation (SNSF)",2020,1738.68,"10.1088/1367-2630/abac3b","New Journal of Physics","IOP Publishing","FALSE","1367-2630",,1861.34,1.07055,,,"102723 - 10835 - 12.08.2020","20AC-1_199149",169455
"Swiss National Science Foundation (SNSF)",2020,1756.43,"10.1088/1367-2630/abb1dd","New Journal of Physics","IOP Publishing","FALSE","1367-2630",,1880.35,1.07055,,,"103205 - 10835 - 07.09.2020","PPAC-2_199378",144695
