ID,Title,Type,Language,PrimarySubject,Status,PublisherName,PublisherIdentifier,PublicationPlace,LicenseAgreement,Binding,RoundName,EUR Price,UnlatchingDate,LicenseURL,PublicationDate,IsbnHardback,IsbnPaperback,IsbnEpdf,IsbnEpub,Doi
3126,Atomic Assurance,book,en,Political Science,unlatched,Cornell University Press,,"Ithaca, NY",=TRUE(),hardback,KU Select 2018: HSS Frontlist Books,8250,2019-03-30,"cc-by-nc-nd,",2018-11-15,9781501729188,,,,
2594,"Begging, Charity and Religion in Pre-Famine Ireland",book,en,History,unlatched,Liverpool University Press,,Liverpool,=TRUE(),hardback,KU Select 2018: HSS Frontlist Books,8250,2019-01-23,"cc-by-nc-nd,",2018-10-31,9781786941572,,9781786949530,,
3023,"Black Love, Black Hate",book,en,Literature,unlatched,The Ohio State University Press,,"Columbus, OH",=TRUE(),paperback,KU Select 2018: HSS Frontlist Books,8250,2019-03-16,"cc-by-nc-nd,",2018-11-02,9780814213865,9780814255032,,,
2077,Bodies as Evidence,book,en,Anthropology,unlatched,Duke University Press,,"Durham, NC",=TRUE(),hardback,KU Select 2018: HSS Frontlist Books,8250,2019-03-08,"arr,",2018-11-01,9781478001690,,9781478004301,,
2955,Buddhist and Islamic Orders in Southern Asia,book,en,Theology & Religion,unlatched,University of Hawai'i Press,,"Honolulu, HI",=TRUE(),hardback,KU Select 2018: HSS Frontlist Books,8250,2019-03-06,"cc-by-nc-nd,",2018-11-30,9780824872113,,9780824882419,9780824882426,
2237,Burning Up,book,en,Political Science,unlatched,Pluto Press,,London,=TRUE(),hardback,KU Select 2018: HSS Frontlist Books,8250,2019-02-06,"cc-by-nc-nd,",2018-10-20,9780745335629,,9781786803122,9781786803139,
2476,Caesarism in the Post-Revolutionary Age,book,en,History,unlatched,Bloomsbury Academic,,London,=TRUE(),hardback,KU Select 2018: HSS Frontlist Books,8250,2019-11-16,"cc-by-nc-nd,",2019-03-21,9781474267540,,9781474267564,9781474267557,
3110,Cinema of Confinement,book,en,Arts,unlatched,Northwestern University Press,,"Evanston, Illinois",=TRUE(),hardback,KU Select 2018: HSS Frontlist Books,8250,2019-08-07,"cc-by-nc-nd,",2019-02-15,9780810139220,9780810139213,9780810139237,,
2828,Clandestine Philosophy,book,en,Philosophy,unlatched,University of Toronto Press,,Toronto,=TRUE(),hardback,KU Select 2018: HSS Frontlist Books,8250,2020-02-13,"cc-by-nc-nd,",2019-07-15,9781487504618,,9781487531560,9781487530556,
2823,Colonizing Russia's Promised Land,book,en,History,unlatched,University of Toronto Press,,Toronto,=TRUE(),hardback,KU Select 2018: HSS Frontlist Books,8250,2020-02-13,"cc-by-nc-nd,",2019-07-15,9781442637191,,9781487531553,9781442624740,
2763,Communities and knowledge production in archaeology,book,en,Archaeology,unlatched,Manchester University Press,,Manchester,=TRUE(),hardback,KU Select 2018: HSS Frontlist Books,8250,2020-02-20,"cc-by-nc-nd,",2019-10-01,9781526134554,,9781526134561,,
1914,Corporate Ethics for Turbulent Markets,book,en,Business & Management,unlatched,Emerald Publishing,,UK,=TRUE(),hardback,KU Select 2018: HSS Frontlist Books,8250,2019-08-08,"cc-by,",2019-03-27,9781787561922,,9781787561915,9781787561939,
2174,Cosmopolitan Responsibility,book,en,Philosophy,unlatched,De Gruyter,,"Berlin, Boston",=TRUE(),hardback,KU Select 2018: HSS Frontlist Books,8250,2019-12-06,"cc-by,",2019-03-01,9783110600780,,9783110611281,,
2905,Critical Rhythm,book,en,Literature,unlatched,Fordham University Press,,New York,=TRUE(),hardback,KU Select 2018: HSS Frontlist Books,8250,2019-02-09,"cc-by-nc-nd,",2019-01-08,9780823282043,,,,
2814,Curious Encounters,book,en,Literature,unlatched,University of Toronto Press,,TORONTO,=TRUE(),hardback,KU Select 2018: HSS Frontlist Books,8250,2019-01-12,"cc-by-nc-nd,",2019-01-28,9781487503673,,9781487531546,,
2319,Daily Life for the Common People of China,book,en,History,unlatched,Brill,,Leiden,=TRUE(),hardback,KU Select 2018: HSS Frontlist Books,8250,2019-09-07,"cc-by-nc,",2018-10-28,9789004361027,,,,
2239,Decolonising the University,book,en,Political Science,unlatched,Pluto Press,,London,=TRUE(),hardback,KU Select 2018: HSS Frontlist Books,8250,2019-02-06,"cc-by-nc-nd,",2018-10-20,9780745338217,,9781786803153,9781786803160,
2563,Development of Linguistic Linked Open Data Resources for Collaborative Data-Intensive Research in the Language Sciences,book,en,Linguistics,unlatched,The MIT Press,,"Cambridge, MA",=TRUE(),paperback,KU Select 2018: HSS Frontlist Books,8250,2020-01-04,"cc-by-nc-nd,",2019-10-01,,9780262536257,9780262357227,,
2137,Digital Classical Philology,book,en,Information Science,unlatched,De Gruyter Saur,,"Berlin, Boston",=TRUE(),hardback,KU Select 2018: HSS Frontlist Books,8250,2019-10-03,"cc-by-nc-nd,",2019-06-15,9783110596786,,9783110599572,9783110596991,
2534,"Digital Objects, Digital Subjects",book,en,Sociology,unlatched,University of Westminster Press,,London,=TRUE(),hardback,KU Select 2018: HSS Frontlist Books,8250,2019-02-26,"cc-by-nc-nd,",2019-01-30,9781912656080,9781912656202,9781912656097,9781912656103,10.16997/book29
2076,Digital Sound Studies,book,en,Music,unlatched,Duke University Press,,"Durham, NC",=TRUE(),hardback,KU Select 2018: HSS Frontlist Books,8250,2019-03-08,"arr,",2018-10-01,9780822370482,,9780822371991,,
2042,Drones and Support for the Use of Force,book,en,Political Science,unlatched,University of Michigan Press,,Ann Arbor,=TRUE(),hardback,KU Select 2018: HSS Frontlist Books,8250,2019-02-06,"cc-by-nc-nd,",2018-11-13,9780472131013,,9780472901173,9780472901173,10.3998/mpub.9946611
2770,Ecological Form,book,en,Literature,unlatched,Fordham University Press,,New York,=TRUE(),hardback,KU Select 2018: HSS Frontlist Books,8250,2019-02-09,"cc-by-nc-nd,",2019-01-01,9780823282128,,,,
2499,"Emotion, Reason and Action in Kant",book,en,Philosophy,unlatched,Bloomsbury Academic,,London,=TRUE(),hardback,KU Select 2018: HSS Frontlist Books,8250,2019-11-16,"cc-by,",2019-04-18,9781350078369,,9781350078376,9781350078383,
2821,Ending the Civil War and Consequences for Congress,book,en,History,unlatched,Ohio University Press,,"Athens, Ohio",=TRUE(),hardback,KU Select 2018: HSS Frontlist Books,8250,2019-10-25,"cc-by-nc-nd,",2019-02-25,9780821423370,,9780821446461,,
3120,Entangled Entertainers ,book,en,History,unlatched,Berghahn Books,,USA,=TRUE(),hardback,KU Select 2018: HSS Frontlist Books,8250,2019-09-28,"cc-by-nc-nd,",2019-08-01,9781789200300,,9781789200317,,
2500,"Fashion, History, Museums",book,en,History,unlatched,Bloomsbury Academic,,London,=TRUE(),hardback,KU Select 2018: HSS Frontlist Books,8250,2019-11-16,"cc-by,",2019-02-07,9781350048997,,9781350049000,9781350049017,
2881,Film as Embodied Art,book,en,Media & Communications,unlatched,Academic Studies Press,,"Boston, MA",=TRUE(),hardback,KU Select 2018: HSS Frontlist Books,8250,2019-10-24,"cc-by-nc,",2019-09-30,9781618118363,,9781644691137,,
2818,Foreign Intervention in Africa after the Cold War,book,en,History,unlatched,Ohio University Press,,"Athens, Ohio",=TRUE(),hardback,KU Select 2018: HSS Frontlist Books,8250,2019-04-10,"cc-by-nc-nd,",2018-10-22,9780896803206,9780896803213,9780896805040,,
2591,Frères Ennemis,book,en,Languages,unlatched,Liverpool University Press,,Liverpool,=TRUE(),hardback,KU Select 2018: HSS Frontlist Books,8250,2019-01-23,"cc-by-nc-nd,",2018-10-02,9781786941329,,978786949356,,
1989,Games and Bereavement,book,en,Media & Communications,unlatched,transcript Verlag,,"Bielefeld, Germany",=TRUE(),paperback,KU Select 2018: HSS Frontlist Books,8250,2019-04-25,"cc-by,",2018-10-15,,9783837644159,9783839444153,,
1981,Games and Rules,book,en,Media & Communications,unlatched,transcript Verlag,,"Bielefeld, Germany",=TRUE(),paperback,KU Select 2018: HSS Frontlist Books,8250,2019-03-27,"cc-by-nc-nd,",2019-03-15,,9783837643046,9783839443040,,http://dx.doi.org/10.14361/9783839443040
2068,Garbarge Citizenship,book,en,Anthropology,unlatched,Duke University Press,,"Durham, NC",=TRUE(),hardback,KU Select 2018: HSS Frontlist Books,8250,2019-03-08,"arr,",2018-10-01,9781478000990,,9781478002505,,
2569,Germany on their Minds,book,en,History,unlatched,Berghahn Books,,USA,=TRUE(),hardback,KU Select 2018: HSS Frontlist Books,8250,2019-10-24,"cc-by-nc-nd,",2018-10-01,9781789200058,,9781789200065,,
1908,Gerontechnology,book,en,Information Science,unlatched,Emerald Publishing,,United Kingdon,=TRUE(),hardback,KU Select 2018: HSS Frontlist Books,8250,2019-08-08,"cc-by,",2019-06-21,9781787432925,,,,
2502,Global Animation Theory,book,en,Media & Communications,unlatched,Bloomsbury Academic,,New York,=TRUE(),hardback,KU Select 2018: HSS Frontlist Books,8250,2019-11-16,"cc-by,",2018-11-01,9781501337130,,9781501337154,9781501337147,
1995,Global humanitarianism and media culture,book,en,Political Science,unlatched,Manchester University Press,,Manchester,=TRUE(),hardback,KU Select 2018: HSS Frontlist Books,8250,2019-03-05,"cc-by-nc-nd,",2019-01-16,9781526117298,,9781526117304,,
2503,Hippocrates Now,book,en,Classics,unlatched,Bloomsbury Academic,,London,=TRUE(),hardback,KU Select 2018: HSS Frontlist Books,8250,2019-11-16,"cc-by-nc-nd,",2019-02-07,9781350005891,,9781350005914,9781350005907,
2989,History of Yugoslavia,book,en,History,unlatched,Purdue University Press,,"West Lafayette, Indiana",=TRUE(),paperback,KU Select 2018: HSS Frontlist Books,8250,2019-06-26,"cc-by-nc-nd,",2018-11-01,,9781557538383,9781557538499,,
2215,How America Became Capitalist,book,en,History,unlatched,Pluto Press,,London,=TRUE(),hardback,KU Select 2018: HSS Frontlist Books,8250,2019-02-06,"cc-by-nc-nd,",2019-02-20,9780745337883,,9781786803863,9781786803870,
1891,Human Rights in the Age of Platforms,book,en,Media & Communications,unlatched,The MIT Press,,"Cambridge, MA",=TRUE(),paperback,KU Select 2018: HSS Frontlist Books,8250,2019-10-24,"cc-by-nc,",2019-10-01,9780262039055,9780262039055,9780262353939,,
3135,"Idle Talk, Deadly Talk",book,en,Literature,unlatched,University of Virginia Press,,Charlottesville & London,=TRUE(),paperback,KU Select 2018: HSS Frontlist Books,8250,2019-09-05,"cc-by-nc-nd,",2018-10-02,,9780813941622,9780813941639,,
2996,Imagining Afghanistan,book,en,Literature,unlatched,Purdue University Press,,"West Lafayette, Indiana",=TRUE(),paperback,KU Select 2018: HSS Frontlist Books,8250,2019-09-05,"cc-by-nc-nd,",2019-09-15,,9781557538468,9781557539755,,
2339,Interregional Interaction in Ancient Mesoamerica,book,en,Archaeology,unlatched,University Press of Colorado,,United States,=TRUE(),hardback,KU Select 2018: HSS Frontlist Books,8250,2019-10-25,"cc-by-nc-nd,",2018-11-16,9781607328353,,9781607328360,,10.5876/9781607328360
2920,"Intersections of ageing, gender, sexualities",book,en,Sociology,unlatched,Bristol University Press,,Bristol,=TRUE(),hardback,KU Select 2018: HSS Frontlist Books,8250,2019-05-17,"cc-by-nc,",2019-03-01,9781447333029,,9781447354710,,
2960,Intimate Japan,book,en,Anthropology,unlatched,University of Hawai'i Press,,"Honolulu, HI",=TRUE(),hardback,KU Select 2018: HSS Frontlist Books,8250,2019-03-06,"cc-by-nc-nd,",2018-10-31,9780824876685,,9780824882440,9780824882457,
3149,Language and the Making of Modern India,book,en,History,unlatched,Cambridge University Press,,"Cambridge, UK",=TRUE(),hardback,KU Select 2018: HSS Frontlist Books,8250,2020-03-31,"cc-by-nc,",2018-10-01,9781108425735,,9781108591263,,10.1017/9781108591263
2824,Machiavelli and the Politics  of Democratic Innovation ,book,en,Political Science,unlatched,University of Toronto Press,,TORONTO,=TRUE(),hardback,KU Select 2018: HSS Frontlist Books,8250,2019-01-12,"cc-by-nc-nd,",2018-10-01,9781487503932,,9781487531591,,
2039,Many Faces of Strategic Voting,book,en,Political Science,unlatched,University of Michigan Press,,Ann Arbor,=TRUE(),hardback,KU Select 2018: HSS Frontlist Books,8250,2019-02-06,"cc-by-nc-nd,",2018-12-04,9780472131020,,9780472901128,9780472901128,10.3998/mpub.9946117
2005,Mapping Society,book,en,History,unlatched,UCL Press,,London,=TRUE(),hardback,KU Select 2018: HSS Frontlist Books,8250,2019-10-22,"cc-by-nc-nd,",2018-10-01,9781787353077,,9781787353053,9781787353084,10.14324/111.9781787353053
2590,Middlebrow Matters,book,en,Languages,unlatched,Liverpool University Press,,Liverpool,=TRUE(),hardback,KU Select 2018: HSS Frontlist Books,8250,2019-01-23,"cc-by-nc-nd,",2018-10-31,9781786941565,,9781786949523,,
2064,Migrants and City-Making,book,en,Sociology,unlatched,Duke University Press,,"Durham, NC",=TRUE(),hardback,KU Select 2018: HSS Frontlist Books,8250,2019-03-08,"arr,",2018-10-01,9780822370444,,9780822372011,,
2447,Migrating Texts,book,en,History,unlatched,Edinburgh University Press,,Edinburgh,=TRUE(),hardback,KU Select 2018: HSS Frontlist Books,8250,2019-06-25,"cc-by-nc-nd,",2019-04-30,9781474438995,,9781474439015,9781474439022,
2306,Money and Coinage in the Middle Ages,book,en,History,unlatched,Brill,,Leiden,=TRUE(),hardback,KU Select 2018: HSS Frontlist Books,8250,2019-10-25,"cc-by-nc,",2018-11-24,9789004372467,,9789004383098,,
2245,Monitored,book,en,Economics,unlatched,Pluto Press,,London,=TRUE(),hardback,KU Select 2018: HSS Frontlist Books,8250,2019-02-06,"cc-by-nc-nd,",2019-03-20,9780745338637,,9781786803924,9781786803931,
3128,Pop City,book,en,Anthropology,unlatched,Cornell University Press,,"Ithaca, NY",=TRUE(),hardback,KU Select 2018: HSS Frontlist Books,8250,2019-03-30,"cc-by-nc-nd,",2018-12-15,9781501730719,,9781501730733,9781501730740,
1986,Popular Music and Public Diplomacy,book,en,Arts,unlatched,transcript Verlag,,"Bielefeld, Germany",=TRUE(),paperback,KU Select 2018: HSS Frontlist Books,8250,2019-03-27,"cc-by-nc-nd,",2019-03-15,,9783837643589,9783839443583,,http://dx.doi.org/10.14361/9783839443583
2528,Poverty in the Early Church and Today,book,en,Theology & Religion,unlatched,Bloomsbury Academic,,London,=TRUE(),hardback,KU Select 2018: HSS Frontlist Books,8250,2019-11-16,"cc-by,",2018-10-18,9780567677761,,9780567677754,9780567677730,
3026,Prevention,book,en,History,unlatched,The Ohio State University Press,,"Columbus, OH",=TRUE(),hardback,KU Select 2018: HSS Frontlist Books,8250,2019-03-16,"cc-by-nc-nd,",2018-10-16,9780814213810,9780814254981,,,
3156,Pulling Together or Pulling Apart?,book,en,Political Science,unlatched,Peter Lang International Academic Publishers,,"Oxford, UK",=TRUE(),paperback,KU Select 2018: HSS Frontlist Books,8250,2020-02-19,"cc-by,",2019-02-28,,9781787073043,9781789976748,9781789976755,10.3726/b10560
1965,Regional Success After Brexit,book,en,Economics,unlatched,Emerald Publishing,,Bingley,=TRUE(),paperback,KU Select 2018: HSS Frontlist Books,8250,2019-10-01,"cc-by,",2019-05-08,,9781787567368,9781787567351,9781787567375,
3127,Scandal and Democracy,book,en,Media & Communications,unlatched,Cornell University Press,,"Ithaca, NY",=TRUE(),hardback,KU Select 2018: HSS Frontlist Books,8250,2019-03-30,"cc-by-nc-nd,",2019-03-15,9781501731037,9781501731044,9781501731051,9781501731068,
2868,Scholars in Exile,book,en,History,unlatched,University of Toronto Press,,Toronto,=TRUE(),hardback,KU Select 2018: HSS Frontlist Books,8250,2020-02-13,"cc-by-nc-nd,",2019-10-01,9781487504458,,9781487531577,9781487530204,
3036,Science Communication Online,book,en,Media & Communications,unlatched,The Ohio State University Press,,"Columbus, OH",=TRUE(),hardback,KU Select 2018: HSS Frontlist Books,8250,2019-11-08,"cc-by-nc-nd,",2019-05-01,9780814213988,,,,
2002,"Socialism, Capitalism and Alternatives ",book,en,Political Science,unlatched,UCL Press,,London,=TRUE(),hardback,KU Select 2018: HSS Frontlist Books,8250,2019-10-30,"cc-by,",2019-06-01,9781787353848,9781787353831,9781787353824,9781787353855,10.14324 /111.9781787353824
2344,Southeast Asian Anthropologies,book,en,Anthropology,unlatched,NUS Press,,Singapore,=TRUE(),paperback,KU Select 2018: HSS Frontlist Books,8250,2019-04-30,"cc-by-nc-nd,",2019-02-11,,9789814722964,9789813250093,,
3157,Speech production and perception,book,en,Languages,unlatched,Peter Lang International Academic Publishers,,"Berlin, Germany",=TRUE(),hardback,KU Select 2018: HSS Frontlist Books,8250,2019-11-16,"cc-by,",2019-10-01,9783631726914,,9783631797860,9783631797877,10.3726/b15982
2683,"Tech Giants, Artificial Intelligence and the Future of Journalism",book,en,Media & Communications,unlatched,Taylor & Francis,,"Abingdon, UK",=TRUE(),hardback,KU Select 2018: HSS Frontlist Books,8250,2019-02-26,"cc-by-nc-nd,",2019-02-28,9781138499973,,9781351013758,,
2009,The Cultural Production of Intellectual Property Rights,book,en,Sociology,unlatched,Temple  University Press,,Philadelphia,=TRUE(),hardback,KU Select 2018: HSS Frontlist Books,8250,2019-09-12,"cc-by-nc-nd,",2019-08-01,9781439914298,,,,
2509,The Dutch and English East India Companies,book,en,History,unlatched,Amsterdam University Press,,Amsterdam,=TRUE(),hardback,KU Select 2018: HSS Frontlist Books,8250,2019-02-02,"cc-by-nc-nd,",2018-10-02,9789462983298,,,,
2024,The Subject(s) of Human Rights,book,en,Sociology,unlatched,Temple  University Press,,Philadelphia,=TRUE(),hardback,KU Select 2018: HSS Frontlist Books,8250,2019-10-30,"cc-by-nc-nd,",2019-10-01,9781439915721,9781439915738,9781439915745,,
2513,The Youth of Early Modern Women,book,en,History,unlatched,Amsterdam University Press,,Amsterdam,=TRUE(),hardback,KU Select 2018: HSS Frontlist Books,8250,2019-02-02,"cc-by-nc-nd,",2018-11-01,9789462984325,,,,
3124,To Build as Well as Destroy,book,en,History,unlatched,Cornell University Press,,"Ithaca, NY",=TRUE(),hardback,KU Select 2018: HSS Frontlist Books,8250,2019-03-30,"cc-by-nc-nd,",2018-12-15,9781501712807,,9781501709456,9781501712098,
2639,Tragedy and Triumph,book,en,History,unlatched,Monash University Publishing,,Melbourne: Australia,=TRUE(),paperback,KU Select 2018: HSS Frontlist Books,8250,2019-03-15,"cc-by-nc-nd,",2018-12-01,,9781925523676,9781925523881,,
2995,Transforming Acquisitions and Collection Services,book,en,Information Science,unlatched,Purdue University Press,,"West Lafayette, Indiana",=TRUE(),paperback,KU Select 2018: HSS Frontlist Books,8250,2019-10-30,"cc-by-nc-nd,",2019-06-21,,9781557538451,9781557538475,9781612495798,
2994,Transforming Trauma,book,en,Psychology,unlatched,Purdue University Press,,"West Lafayette, Indiana",=TRUE(),paperback,KU Select 2018: HSS Frontlist Books,8250,2019-06-26,"cc-by-nc-nd,",2019-06-21,,9781557537959,9781557538505,,
3028,Unbecoming Language,book,en,Literature,unlatched,The Ohio State University Press,,"Columbus, OH",=TRUE(),hardback,KU Select 2018: HSS Frontlist Books,8250,2019-11-08,"cc-by-nc-nd,",2018-11-19,9780814213841,9780814255018,,,
2684,Uncertain Bioethics,book,en,Philosophy,unlatched,Taylor & Francis,,"Abingdon, UK",=TRUE(),hardback,KU Select 2018: HSS Frontlist Books,8250,2019-11-08,"cc-by-nc-nd,",2019-02-01,9780815372981,,9781351244510,,
2595,"Unfinished Revolution: Haiti, Black Sovereignty and Power in the Nineteenth-Century Atlantic World",book,en,History,unlatched,Liverpool University Press,,Liverpool,=TRUE(),hardback,KU Select 2018: HSS Frontlist Books,8250,2019-02-02,"cc-by-nc-nd,",2018-11-30,9781786941619,,9781786949547,,
2990,Universities in Imperial Austria 1848–1918,book,en,History,unlatched,Purdue University Press,,"West Lafayette, Indiana",=TRUE(),paperback,KU Select 2018: HSS Frontlist Books,8250,2019-06-26,"cc-by-nc-nd,",2018-12-15,,9781557538376,9781557538611,,
2675,Wellness in Whiteness,book,en,Sociology,unlatched,Taylor & Francis,,"Abingdon, UK",=TRUE(),hardback,KU Select 2018: HSS Frontlist Books,8250,2019-11-08,"cc-by-nc-nd,",2018-10-31,9780815377436,9780815377443,9781351234146,,
3125,When Right Makes Might,book,en,Political Science,unlatched,Cornell University Press,,"Ithaca, NY",=TRUE(),hardback,KU Select 2018: HSS Frontlist Books,8250,2019-03-30,"cc-by-nc-nd,",2018-12-15,9781501730306,,9781501730313,9781501730320,
2313,"Women and Gender in the Early Modern Low Countries, 1500-1750",book,en,History,unlatched,Brill,,Leiden,=TRUE(),hardback,KU Select 2018: HSS Frontlist Books,8250,2019-10-25,"cc-by-nc,",2018-11-01,9789004369726,9789004369726,9789004391352,,
1909,Young Children’s Play Practices with Digital Tablets,book,en,Media & Communications,unlatched,Emerald Publishing,,UK,=TRUE(),hardback,KU Select 2018: HSS Frontlist Books,8250,2019-08-08,"cc-by,",2019-02-15,9781787567061,,,,
2316,You Shook Me All Campaign Long ,book,en,Music,unlatched,University of North Texas Press,,"Denton, TX",=TRUE(),hardback,KU Select 2018: HSS Frontlist Books,8250,2019-02-02,"cc-by-nc-nd,",2018-11-15,9781574417340,,9781574417456,9781574417456,
1521,"About Russia, Its Revolutions, Its Development and Its Present",book,en,History,unlatched,Peter Lang International Academic Publishers,,Frankfurt am Main,=TRUE(),hardback,KU Select 2017: Backlist Collection,1875,2018-05-19,"cc-by-nc-nd,",2016-07-29,9783631671368,,9783653064735,,10.3726/978-3-653-06473-5
1712,Africa's Lions,book,en,Economics,unlatched,Brookings Institution Press,,Washington DC,=TRUE(),paperback,KU Select 2017: Backlist Collection,1875,2018-02-22,"cc-by-nc-nd,",2016-11-22,,9780815729495,9780815729501,,
1449,Aftermath,book,en,History,unlatched,Monash University Publishing,,"Clayton, Victoria, Australia",=TRUE(),paperback,KU Select 2017: Backlist Collection,1875,2018-03-16,"cc-by-nc-nd,",2015-03-01,,9781922235633,9781925523027,,
868,After Queer Theory,book,en,Political Science,unlatched,Pluto Press,,London,=TRUE(),hardback,KU Select 2017: Backlist Collection,1875,2018-01-25,"cc-by-nc-nd,",2013-11-20,9780745333793,,9781849649858,9781849649865,
1242,Ageing and Technology,book,en,Sociology,unlatched,transcript Verlag,,"Bielefeld, Germany",=TRUE(),paperback,KU Select 2017: Backlist Collection,1875,2018-03-16,"cc-by-nc-nd,",2016-01-15,,9783837629576,9783839429570,,
1212,A Gentle Occupation,book,en,History,unlatched,Leiden University Press,,Leiden,=TRUE(),paperback,KU Select 2017: Backlist Collection,1875,2018-01-25,"cc-by-nc,",2014-12-01,,9789087282226,9789087282912,,doi.org/10.24415/9789087282226
1131,A Good Example of Peaceful Coexistence?,book,en,History,unlatched,Verlag der Österreichischen Akademie der Wissenschaften,,Vienna,=TRUE(),paperback,KU Select 2017: Backlist Collection,1875,2018-01-25,"cc-by,",2011-02-03,,9783700168980,,,
1503,A History of Christianity in Indonesia,book,en,Theology & Religion,unlatched,Brill,,"Leiden, Boston",=TRUE(),hardback,KU Select 2017: Backlist Collection,1875,2018-08-22,"cc-by-nc,",2008-01-09,9789004170261,,,,
870,A History of Modern Lebanon - Second Edition,book,en,History,unlatched,Pluto Press,,London,=TRUE(),hardback,KU Select 2017: Backlist Collection,1875,2018-01-25,"cc-by-nc-nd,",2012-06-20,9780745332758,,9781849647281,9781849647298,
981,All in the Family,book,en,Philosophy,unlatched,Duke University Press,,"Durham, NC",=TRUE(),hardback,KU Select 2017: Backlist Collection,1875,2018-04-19,"arr,",2012-06-04,9780822351764,,9780822395102,,
1083,Ambiguous Citizenship in an Age of Global Migration,book,en,Political Science,unlatched,Edinburgh University Press,,Edinburgh,=TRUE(),hardback,KU Select 2017: Backlist Collection,1875,2018-01-25,"cc-by-nc,",2014-07-15,9780748692774,,9780748692781,9780748692798,
1244,American Mobilities,book,en,Literature,unlatched,transcript Verlag,,"Bielefeld, Germany",=TRUE(),paperback,KU Select 2017: Backlist Collection,1875,2018-03-16,"cc-by-nc-nd,",2016-02-15,,9783837634556,9783839434550,,
864,American Stravinsky,book,en,Music,unlatched,University of Michigan Press,,Ann Arbor,=TRUE(),hardback,KU Select 2017: Backlist Collection,1875,2018-04-20,"cc-by-nc-nd,",2012-02-21,9780472099849,,,,
884,Anatomizing Civil War,book,en,Classics,unlatched,University of Michigan Press,,Ann Arbor,=TRUE(),hardback,KU Select 2017: Backlist Collection,1875,2018-04-20,"cc-by-nc-nd,",2013-01-30,9780472118502,,9780472028719,,
990,An Historical Account of the Black Empire of Hayti ,book,en,History,unlatched,Duke University Press,,"Durham, NC",=TRUE(),hardback,KU Select 2017: Backlist Collection,1875,2018-04-19,"arr,",2013-01-04,9780822352785,,9780822395560,,
1637,Animal Death,book,en,Sociology,unlatched,Sydney University Press,,Sydney,=TRUE(),paperback,KU Select 2017: Backlist Collection,1875,2018-03-16,"cc-by-nc-nd,",2013-07-01,,9781743320235,9781743327005,9781743325247,
1357,Anthropology of Color,book,en,Anthropology,unlatched,John Benjamins Publishing Company,,Amsterdam,=TRUE(),hardback,KU Select 2017: Backlist Collection,1875,2018-02-04,"cc-by-nc-nd,",2007-11-21,9789027232434,,9789027291707,,10.1075/z.137
869,A People's History of the Second World War,book,en,History,unlatched,Pluto Press,,London,=TRUE(),hardback,KU Select 2017: Backlist Collection,1875,2018-01-25,"cc-by-nc-nd,",2012-06-20,9780745328034,,9781849647199,9781849647205,
902,Apostasy and Jewish identity in High Middle Ages Northern Europe,book,en,History,unlatched,Manchester University Press,,Manchester,=TRUE(),hardback,KU Select 2017: Backlist Collection,1875,2018-02-22,"cc-by-nc-nd,",2014-10-31,9780719095771,,9781526129345,,
1070,Approaches to World Literature,book,en,Literature,unlatched,Akademie Verlag,,Berlin,=TRUE(),hardback,KU Select 2017: Backlist Collection,1875,2018-02-22,"cc-by-nc-nd,",2013-12-20,9783050062716,,9783050064956,,
1073,Aspects of the Performative in Medieval Culture,book,en,Literature,unlatched,De Gruyter,,Berlin,=TRUE(),hardback,KU Select 2017: Backlist Collection,1875,2018-02-22,"cc-by-nc-nd,",2010-04-29,9783110222463,,9783110222470,,
904,A strained partnership?,book,en,Political Science,unlatched,Manchester University Press,,Manchester ,=TRUE(),hardback,KU Select 2017: Backlist Collection,1875,2018-02-22,"cc-by-nc-nd,",2014-05-31,9780719091759,,9781526129383,,
1249,At Face Value and Beyond,book,en,Arts,unlatched,transcript Verlag,,"Bielefeld, Germany",=TRUE(),paperback,KU Select 2017: Backlist Collection,1875,2018-03-16,"cc-by-nc-nd,",2016-04-15,,9783837629545,9783839429549,,
866,Bad News for Refugees,book,en,Media & Communications,unlatched,Pluto Press,,London,=TRUE(),hardback,KU Select 2017: Backlist Collection,1875,2018-01-25,"cc-by-nc-nd,",2013-08-20,9780745334332,,9781849649575,9781849649582,
894,Barack Obama's America,book,en,Sociology,unlatched,University of Michigan Press,,Ann Arbor,=TRUE(),hardback,KU Select 2017: Backlist Collection,1875,2018-03-16,"cc-by-nc-nd,",2009-08-04,9780472114504,,9780472900909,,
1662,Before and After Gender,book,en,Anthropology,unlatched,HAU Books,,"Chicago, IL USA",=TRUE(),paperback,KU Select 2017: Backlist Collection,1875,2018-04-20,"cc-by,",2016-05-31,,9780986132537,,,
1394,Bestsellers in Nineteenth-Century America,book,en,Literature,unlatched,Anthem Press,,London,=TRUE(),hardback,KU Select 2017: Backlist Collection,1875,2018-02-22,"cc-by-nc,",2016-11-21,9781783085798,,,,
1469,Beyond Borders,book,en,History,unlatched,Cornell University Press,,"Ithaca, NY",=TRUE(),hardback,KU Select 2017: Backlist Collection,1875,2018-01-25,"cc-by-nc-nd,",2014-12-04,9780801453311,9780801479670,9780801454516,9780801454509,
